,QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
0,1,11:42.0,Turnover by R. Rubio (bad pass; steal by P. George),,0,0
1,1,11:37.0,,R. Westbrook makes 2-pt dunk from 1 ft (assist by C. Brewer),0,2
2,1,11:15.0,R. Rubio misses 2-pt jump shot from 17 ft,,0,2
3,1,11:13.0,,Defensive rebound by C. Anthony,0,2
4,1,11:04.0,,S. Adams misses 2-pt layup from 1 ft (block by D. Favors),0,2
5,1,11:01.0,Defensive rebound by D. Favors,,0,2
6,1,10:57.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,3,2
7,1,10:37.0,,Turnover by P. George (lost ball; steal by R. Rubio),3,2
8,1,10:33.0,D. Mitchell makes 2-pt dunk at rim (assist by R. Rubio),,5,2
9,1,10:20.0,,P. George misses 3-pt jump shot from 25 ft,5,2
10,1,10:18.0,Defensive rebound by D. Mitchell,,5,2
11,1,10:03.0,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),,7,2
12,1,9:43.0,,C. Anthony misses 2-pt jump shot from 16 ft,7,2
13,1,9:39.0,Defensive rebound by R. Rubio,,7,2
14,1,9:35.0,R. Rubio misses 2-pt layup from 1 ft (block by C. Brewer),,7,2
15,1,9:33.0,,Defensive rebound by S. Adams,7,2
16,1,9:28.0,,R. Westbrook misses 3-pt jump shot from 24 ft,7,2
17,1,9:23.0,Defensive rebound by R. Rubio,,7,2
18,1,9:18.0,D. Mitchell makes 2-pt jump shot from 6 ft,,9,2
19,1,9:00.0,,P. George misses 2-pt jump shot from 8 ft,9,2
20,1,8:59.0,Defensive rebound by D. Mitchell,,9,2
21,1,8:55.0,D. Mitchell makes 2-pt jump shot from 9 ft,,11,2
22,1,8:33.0,,R. Westbrook misses 2-pt layup from 1 ft,11,2
23,1,8:31.0,Defensive rebound by D. Mitchell,,11,2
24,1,8:27.0,D. Favors misses 2-pt layup from 1 ft,,11,2
25,1,8:26.0,,Defensive rebound by C. Anthony,11,2
26,1,8:21.0,,Shooting foul by R. Rubio (drawn by R. Westbrook),11,2
27,1,8:21.0,,R. Westbrook makes free throw 1 of 2,11,3
28,1,8:21.0,,R. Westbrook makes free throw 2 of 2,11,4
29,1,8:04.0,D. Favors misses 2-pt layup from 1 ft (block by C. Anthony),,11,4
30,1,8:00.0,Offensive rebound by D. Favors,,11,4
31,1,7:57.0,Turnover by J. Ingles (lost ball; steal by C. Brewer),,11,4
32,1,7:54.0,,Turnover by R. Westbrook (bad pass; steal by D. Mitchell),11,4
33,1,7:46.0,D. Mitchell makes 3-pt jump shot from 25 ft,,14,4
34,1,7:34.0,,Offensive foul by P. George (drawn by J. Ingles),14,4
35,1,7:34.0,,Turnover by P. George (offensive foul),14,4
36,1,7:16.0,D. Favors misses 2-pt jump shot from 11 ft,,14,4
37,1,7:14.0,,Defensive rebound by R. Westbrook,14,4
38,1,7:09.0,,C. Anthony misses 3-pt jump shot from 25 ft,14,4
39,1,7:05.0,Defensive rebound by D. Mitchell,,14,4
40,1,6:48.0,R. Gobert makes 2-pt dunk at rim (assist by D. Favors),,16,4
41,1,6:46.0,,Oklahoma City full timeout,16,4
42,1,6:34.0,,R. Westbrook misses 2-pt jump shot from 17 ft,16,4
43,1,6:32.0,Defensive rebound by R. Gobert,,16,4
44,1,6:11.0,R. Rubio misses 2-pt jump shot from 10 ft,,16,4
45,1,6:10.0,,Defensive rebound by R. Westbrook,16,4
46,1,6:00.0,,P. George makes 3-pt jump shot from 26 ft (assist by C. Anthony),16,7
47,1,5:33.0,D. Mitchell misses 2-pt jump shot from 14 ft,,16,7
48,1,5:32.0,,Defensive rebound by R. Westbrook,16,7
49,1,5:17.0,,C. Anthony makes 2-pt jump shot from 13 ft,16,9
50,1,4:56.0,R. Rubio misses 2-pt jump shot from 17 ft,,16,9
51,1,4:53.0,,Defensive rebound by P. George,16,9
52,1,4:42.0,,R. Westbrook misses 2-pt jump shot from 15 ft,16,9
53,1,4:40.0,,Offensive rebound by S. Adams,16,9
54,1,4:37.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),16,12
55,1,4:34.0,Utah full timeout,,16,12
56,1,4:34.0,J. Crowder enters the game for J. Ingles,,16,12
57,1,4:34.0,R. O'Neale enters the game for D. Favors,,16,12
58,1,4:15.0,D. Mitchell misses 3-pt jump shot from 24 ft,,16,12
59,1,4:10.0,,Defensive rebound by S. Adams,16,12
60,1,3:57.0,,C. Anthony misses 2-pt jump shot from 16 ft,16,12
61,1,3:53.0,,Offensive rebound by C. Brewer,16,12
62,1,3:51.0,,C. Brewer misses 2-pt jump shot from 6 ft (block by D. Mitchell),16,12
63,1,3:49.0,Defensive rebound by R. Gobert,,16,12
64,1,3:48.0,Turnover by R. Gobert (lost ball; steal by C. Anthony),,16,12
65,1,3:43.0,,C. Anthony makes 2-pt jump shot from 14 ft,16,14
66,1,3:27.0,J. Crowder misses 3-pt jump shot from 25 ft,,16,14
67,1,3:27.0,,Defensive rebound by R. Westbrook,16,14
68,1,3:18.0,,C. Anthony misses 3-pt jump shot from 26 ft,16,14
69,1,3:16.0,,Offensive rebound by S. Adams,16,14
70,1,3:02.0,,R. Westbrook makes 2-pt jump shot from 21 ft,16,16
71,1,2:47.0,R. Rubio makes 2-pt jump shot from 10 ft,,18,16
72,1,2:47.0,Shooting foul by C. Anthony (drawn by R. Rubio),,18,16
