,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,ATLANTA_ACTION,PHILADELPHIA_SCORE,ATLANTA_SCORE
184,2,6:29.0,,T. Prince misses 2-pt jump shot from 15 ft,34,32
185,2,6:26.0,Defensive rebound by A. Johnson,,34,32
186,2,6:14.0,M. Belinelli makes 2-pt layup from 1 ft,,36,32
187,2,5:54.0,,Turnover by T. Prince (lost ball; steal by A. Johnson),36,32
188,2,5:54.0,,M. Muscala enters the game for J. Collins,36,32
189,2,5:49.0,Turnover by A. Johnson (turnover; steal by T. Prince),,36,32
190,2,5:46.0,,T. Dorsey misses 2-pt jump shot from 21 ft,36,32
191,2,5:44.0,Defensive rebound by B. Simmons,,36,32
192,2,5:39.0,B. Simmons makes 2-pt jump shot from 14 ft,,38,32
193,2,5:19.0,,T. Prince misses 2-pt layup from 1 ft (block by A. Johnson),38,32
194,2,5:15.0,Defensive rebound by M. Belinelli,,38,32
195,2,5:10.0,Philadelphia full timeout,,38,32
196,2,5:10.0,,I. Taylor enters the game for T. Dorsey,38,32
197,2,5:10.0,,A. White enters the game for D. Lee,38,32
198,2,5:04.0,B. Simmons makes 2-pt jump shot from 15 ft,,40,32
199,2,4:48.0,,I. Taylor misses 2-pt layup at rim,40,32
200,2,4:45.0,Defensive rebound by A. Johnson,,40,32
201,2,4:40.0,D. Šarić misses 2-pt layup from 1 ft,,40,32
202,2,4:33.0,,Defensive rebound by I. Taylor,40,32
203,2,4:33.0,,Turnover by I. Taylor (bad pass; steal by M. Belinelli),40,32
204,2,4:28.0,R. Covington makes 3-pt jump shot from 25 ft (assist by A. Johnson),,43,32
205,2,4:10.0,,T. Prince misses 3-pt jump shot from 25 ft,43,32
206,2,4:04.0,Defensive rebound by A. Johnson,,43,32
207,2,3:58.0,D. Šarić misses 3-pt jump shot from 22 ft,,43,32
208,2,3:55.0,,Defensive rebound by T. Prince,43,32
209,2,3:38.0,,A. White misses 2-pt jump shot from 10 ft,43,32
210,2,3:37.0,,Offensive rebound by Team,43,32
211,2,3:37.0,Loose ball foul by A. Johnson (drawn by M. Muscala),,43,32
212,2,3:37.0,E. İlyasova enters the game for A. Johnson,,43,32
213,2,3:37.0,R. Holmes enters the game for D. Šarić,,43,32
214,2,3:37.0,J. Redick enters the game for M. Belinelli,,43,32
215,2,3:21.0,,T. Prince makes 2-pt layup from 1 ft (assist by I. Taylor),43,34
216,2,3:05.0,Shooting foul by T. Prince (drawn by B. Simmons),,43,34
217,2,3:05.0,B. Simmons misses free throw 1 of 2,,43,34
218,2,3:05.0,Offensive rebound by Team,,43,34
219,2,3:05.0,,M. Plumlee enters the game for D. Dedmon,43,34
220,2,3:05.0,T. McConnell enters the game for R. Covington,,43,34
221,2,3:05.0,B. Simmons misses free throw 2 of 2,,43,34
222,2,3:02.0,Offensive rebound by E. İlyasova,,43,34
223,2,2:56.0,B. Simmons misses 2-pt dunk from 1 ft,,43,34
224,2,2:51.0,Offensive rebound by T. McConnell,,43,34
225,2,2:49.0,R. Holmes makes 2-pt dunk from 1 ft (assist by B. Simmons),,45,34
226,2,2:36.0,,I. Taylor misses 2-pt jump shot from 20 ft,45,34
227,2,2:33.0,Defensive rebound by J. Redick,,45,34
228,2,2:27.0,E. İlyasova misses 3-pt jump shot from 24 ft,,45,34
229,2,2:21.0,,Defensive rebound by M. Plumlee,45,34
230,2,2:18.0,,Atlanta full timeout,45,34
231,2,2:18.0,,D. Lee enters the game for A. White,45,34
232,2,2:18.0,,T. Dorsey enters the game for T. Prince,45,34
233,2,2:11.0,,T. Dorsey makes 2-pt jump shot from 17 ft,45,36
234,2,1:54.0,J. Redick makes 2-pt jump shot from 22 ft (assist by R. Holmes),,47,36
235,2,1:39.0,,T. Dorsey makes 2-pt jump shot from 23 ft (assist by I. Taylor),47,38
236,2,1:30.0,E. İlyasova misses 3-pt jump shot from 25 ft,,47,38
237,2,1:27.0,,Defensive rebound by T. Dorsey,47,38
238,2,1:16.0,,Turnover by M. Plumlee (out of bounds lost ball),47,38
239,2,0:58.0,Turnover by J. Redick (bad pass; steal by D. Lee),,47,38
240,2,0:55.0,,Personal block foul by B. Simmons (drawn by D. Lee),47,38
241,2,0:55.0,,D. Lee makes free throw 1 of 2,47,39
242,2,0:55.0,,D. Lee misses free throw 2 of 2,47,39
243,2,0:53.0,Defensive rebound by Team,,47,39
244,2,0:41.0,J. Redick misses 3-pt jump shot from 25 ft,,47,39
245,2,0:37.0,,Defensive rebound by M. Plumlee,47,39
246,2,0:29.0,,I. Taylor makes 2-pt layup from 2 ft,47,41
247,2,0:09.0,J. Redick misses 2-pt jump shot from 23 ft,,47,41
248,2,0:07.0,,Defensive rebound by Team,47,41
249,2,0:07.0,,T. Prince enters the game for M. Plumlee,47,41
250,2,0:01.0,,I. Taylor misses 2-pt layup from 1 ft,47,41
251,2,0:01.0,Defensive rebound by B. Simmons,,47,41
252,3,11:45.0,,Shooting foul by A. Johnson (drawn by J. Collins),47,41
253,3,11:45.0,,J. Collins misses free throw 1 of 2,47,41
254,3,11:45.0,,Offensive rebound by Team,47,41
255,3,11:45.0,,J. Collins misses free throw 2 of 2,47,41
256,3,11:42.0,Defensive rebound by D. Šarić,,47,41
257,3,11:21.0,Turnover by R. Covington (bad pass; steal by T. Prince),,47,41
258,3,11:05.0,,I. Taylor misses 3-pt jump shot from 24 ft,47,41
259,3,11:01.0,,Offensive rebound by J. Collins,47,41
260,3,11:00.0,,D. Lee makes 3-pt jump shot from 25 ft (assist by J. Collins),47,44
261,3,11:00.0,Philadelphia full timeout,,47,44
262,3,10:52.0,Turnover by D. Šarić (bad pass),,47,44
263,3,10:34.0,,T. Prince misses 2-pt jump shot from 14 ft,47,44
264,3,10:31.0,Defensive rebound by A. Johnson,,47,44
265,3,10:25.0,D. Šarić makes 3-pt jump shot from 23 ft (assist by R. Covington),,50,44
266,3,10:09.0,,I. Taylor misses 2-pt layup from 3 ft,50,44
267,3,10:04.0,Defensive rebound by B. Simmons,,50,44
268,3,10:00.0,J. Redick makes 2-pt jump shot from 19 ft (assist by B. Simmons),,52,44
269,3,9:41.0,,I. Taylor misses 2-pt jump shot from 9 ft (block by R. Covington),52,44
270,3,9:41.0,,Offensive rebound by Team,52,44
271,3,9:33.0,,D. Dedmon misses 3-pt jump shot from 24 ft,52,44
272,3,9:32.0,,Offensive rebound by Team,52,44
273,3,9:32.0,,Turnover by Team (shot clock),52,44
274,3,9:20.0,J. Redick misses 2-pt jump shot from 10 ft,,52,44
275,3,9:16.0,,Defensive rebound by J. Collins,52,44
276,3,9:02.0,,D. Lee misses 3-pt jump shot from 24 ft,52,44
277,3,8:58.0,Defensive rebound by B. Simmons,,52,44
278,3,8:56.0,Personal foul by D. Dedmon (drawn by D. Šarić),,52,44
279,3,8:51.0,J. Redick makes 3-pt jump shot from 25 ft (assist by B. Simmons),,55,44
280,3,8:29.0,,D. Lee makes 2-pt jump shot from 7 ft (assist by I. Taylor),55,46
281,3,8:15.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by J. Redick),,58,46
282,3,8:05.0,,Atlanta full timeout,58,46
283,3,8:05.0,,T. Dorsey enters the game for I. Taylor,58,46
284,3,8:03.0,,Turnover by T. Dorsey (bad pass; steal by B. Simmons),58,46
285,3,7:59.0,B. Simmons makes 2-pt dunk from 2 ft (assist by R. Covington),,60,46
286,3,7:52.0,,Personal foul by D. Šarić (drawn by J. Collins),60,46
287,3,7:41.0,,D. Dedmon misses 2-pt jump shot from 12 ft,60,46
288,3,7:38.0,Defensive rebound by B. Simmons,,60,46
289,3,7:27.0,J. Redick makes 2-pt jump shot from 22 ft (assist by D. Šarić),,62,46
290,3,7:13.0,,T. Prince misses 3-pt jump shot from 26 ft,62,46
291,3,7:11.0,Defensive rebound by A. Johnson,,62,46
292,3,7:05.0,D. Šarić misses 3-pt jump shot from 25 ft,,62,46
293,3,7:02.0,,Defensive rebound by D. Dedmon,62,46
294,3,6:58.0,,Turnover by T. Prince (bad pass),62,46
295,3,6:58.0,M. Belinelli enters the game for J. Redick,,62,46
296,3,6:47.0,M. Belinelli makes 2-pt jump shot from 18 ft (assist by A. Johnson),,64,46
297,3,6:30.0,,D. Lee makes 2-pt jump shot from 12 ft (assist by T. Dorsey),64,48
298,3,6:30.0,,Shooting foul by R. Covington (drawn by D. Lee),64,48
299,3,6:30.0,R. Holmes enters the game for A. Johnson,,64,48
300,3,6:30.0,,D. Lee misses free throw 1 of 1,64,48
301,3,6:30.0,Defensive rebound by B. Simmons,,64,48
302,3,6:09.0,R. Covington makes 3-pt jump shot from 25 ft (assist by M. Belinelli),,67,48
303,3,5:56.0,,D. Lee makes 3-pt jump shot from 24 ft (assist by T. Dorsey),67,51
304,3,5:45.0,M. Belinelli misses 2-pt jump shot from 20 ft,,67,51
305,3,5:41.0,,Defensive rebound by D. Dedmon,67,51
306,3,5:34.0,,D. Dedmon misses 3-pt jump shot from 24 ft,67,51
307,3,5:32.0,Defensive rebound by Team,,67,51
308,3,5:32.0,,M. Muscala enters the game for J. Collins,67,51
309,3,5:25.0,Offensive foul by R. Covington (drawn by D. Lee),,67,51
310,3,5:25.0,Turnover by R. Covington (offensive foul),,67,51
311,3,5:25.0,E. İlyasova enters the game for D. Šarić,,67,51
312,3,5:12.0,,T. Dorsey misses 2-pt jump shot from 17 ft,67,51
313,3,5:09.0,Defensive rebound by B. Simmons,,67,51
314,3,5:05.0,R. Holmes makes 2-pt dunk at rim (assist by B. Simmons),,69,51
315,3,4:59.0,,Turnover by T. Prince (bad pass),69,51
316,3,4:43.0,B. Simmons misses 2-pt jump shot from 17 ft,,69,51
317,3,4:40.0,,Defensive rebound by M. Muscala,69,51
318,3,4:24.0,,D. Dedmon makes 2-pt dunk at rim (assist by T. Prince),69,53
319,3,4:06.0,E. İlyasova makes 3-pt jump shot from 25 ft (assist by R. Covington),,72,53
320,3,3:49.0,,D. Dedmon misses 3-pt jump shot from 22 ft,72,53
321,3,3:45.0,Defensive rebound by E. İlyasova,,72,53
322,3,3:40.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by B. Simmons),,74,53
323,3,3:37.0,,Atlanta full timeout,74,53
324,3,3:37.0,,I. Taylor enters the game for D. Lee,74,53
325,3,3:37.0,,M. Plumlee enters the game for T. Prince,74,53
326,3,3:37.0,,A. White enters the game for D. Dedmon,74,53
327,3,3:37.0,J. Redick enters the game for B. Simmons,,74,53
328,3,3:37.0,M. Fultz enters the game for R. Covington,,74,53
329,3,3:25.0,,Personal foul by M. Fultz (drawn by M. Muscala),74,53
330,3,3:10.0,,A. White misses 2-pt jump shot from 16 ft,74,53
331,3,3:06.0,Defensive rebound by M. Belinelli,,74,53
332,3,2:53.0,R. Holmes makes 2-pt layup from 3 ft (assist by M. Belinelli),,76,53
333,3,2:53.0,Shooting block foul by M. Plumlee (drawn by R. Holmes),,76,53
334,3,2:53.0,R. Holmes makes free throw 1 of 1,,77,53
335,3,2:41.0,,Shooting foul by M. Fultz (drawn by I. Taylor),77,53
336,3,2:41.0,,I. Taylor makes free throw 1 of 2,77,54
337,3,2:41.0,,I. Taylor makes free throw 2 of 2,77,55
338,3,2:30.0,J. Redick makes 2-pt jump shot from 20 ft (assist by M. Belinelli),,79,55
339,3,2:11.0,,I. Taylor misses 2-pt jump shot from 21 ft,79,55
340,3,2:08.0,Defensive rebound by R. Holmes,,79,55
341,3,2:02.0,R. Holmes misses 2-pt jump shot from 12 ft,,79,55
342,3,1:56.0,Offensive rebound by E. İlyasova,,79,55
343,3,1:56.0,E. İlyasova makes 2-pt layup at rim,,81,55
344,3,1:51.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by I. Taylor),81,58
345,3,1:40.0,Personal foul by T. Dorsey (drawn by E. İlyasova),,81,58
346,3,1:34.0,Turnover by J. Redick (turnover),,81,58
347,3,1:21.0,,Turnover by T. Dorsey (bad pass; steal by M. Belinelli),81,58
348,3,1:14.0,M. Belinelli misses 3-pt jump shot from 25 ft,,81,58
349,3,1:11.0,Offensive rebound by E. İlyasova,,81,58
350,3,1:08.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by E. İlyasova),,84,58
351,3,0:57.0,,T. Dorsey misses 2-pt jump shot from 18 ft,84,58
352,3,0:54.0,,Offensive rebound by M. Plumlee,84,58
353,3,0:52.0,,I. Taylor misses 3-pt jump shot from 24 ft,84,58
354,3,0:48.0,Defensive rebound by E. İlyasova,,84,58
355,3,0:36.0,E. İlyasova misses 3-pt jump shot from 25 ft,,84,58
356,3,0:31.0,,Defensive rebound by A. White,84,58
357,3,0:27.0,,Shooting foul by R. Holmes (drawn by M. Plumlee),84,58
358,3,0:27.0,,M. Plumlee misses free throw 1 of 2,84,58
359,3,0:27.0,,Offensive rebound by Team,84,58
360,3,0:27.0,,D. Lee enters the game for I. Taylor,84,58
361,3,0:27.0,,M. Plumlee makes free throw 2 of 2,84,59
362,3,0:08.0,J. Redick makes 2-pt jump shot from 20 ft (assist by R. Holmes),,86,59
363,3,0:00.0,,D. Lee misses 2-pt jump shot from 12 ft,86,59
364,3,0:00.0,,Offensive rebound by M. Plumlee,86,59
365,4,11:46.0,Turnover by E. İlyasova (traveling),,86,59
366,4,11:33.0,,I. Taylor misses 3-pt jump shot from 25 ft,86,59
367,4,11:29.0,,Offensive rebound by M. Plumlee,86,59
368,4,11:14.0,,A. White misses 3-pt jump shot from 24 ft,86,59
369,4,11:11.0,Defensive rebound by M. Fultz,,86,59
370,4,11:04.0,E. İlyasova misses 3-pt jump shot from 24 ft,,86,59
371,4,11:01.0,,Defensive rebound by A. White,86,59
372,4,10:49.0,,T. Dorsey makes 2-pt layup from 1 ft (assist by M. Plumlee),86,61
373,4,10:35.0,M. Fultz makes 2-pt layup from 1 ft (assist by J. Redick),,88,61
374,4,10:27.0,,Turnover by I. Taylor (bad pass; steal by D. Šarić),88,61
375,4,10:16.0,E. İlyasova misses 2-pt layup at rim,,88,61
376,4,10:14.0,,Defensive rebound by I. Taylor,88,61
377,4,10:11.0,,Shooting block foul by M. Fultz (drawn by T. Dorsey),88,61
378,4,10:11.0,,T. Dorsey makes free throw 1 of 2,88,62
379,4,10:11.0,,T. Dorsey makes free throw 2 of 2,88,63
380,4,9:55.0,D. Šarić misses 2-pt layup from 1 ft (block by M. Plumlee),,88,63
381,4,9:54.0,Offensive rebound by D. Šarić,,88,63
382,4,9:53.0,Turnover by D. Šarić (bad pass; steal by I. Taylor),,88,63
