,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,PHOENIX_ACTION,PHILADELPHIA_SCORE,PHOENIX_SCORE
386,4,10:26.0,T. Luwawu-Cabarrot makes free throw 2 of 2,,98,94
387,4,10:13.0,,D. Booker misses 3-pt jump shot from 25 ft,98,94
388,4,10:10.0,Defensive rebound by J. Embiid,,98,94
389,4,9:49.0,J. Embiid misses 3-pt jump shot from 23 ft,,98,94
390,4,9:47.0,Offensive rebound by Team,,98,94
391,4,9:47.0,R. Covington enters the game for T. Luwawu-Cabarrot,,98,94
392,4,9:32.0,J. Redick misses 3-pt jump shot from 27 ft,,98,94
393,4,9:29.0,,Defensive rebound by Team,98,94
394,4,9:10.0,,D. Booker makes 2-pt jump shot from 10 ft,98,96
395,4,8:51.0,J. Redick misses 3-pt jump shot from 22 ft,,98,96
396,4,8:50.0,,Defensive rebound by T. Chandler,98,96
397,4,8:50.0,,Personal foul by T. Booker (drawn by T. Chandler),98,96
398,4,8:50.0,A. Johnson enters the game for T. McConnell,,98,96
399,4,8:50.0,B. Simmons enters the game for J. Embiid,,98,96
400,4,8:35.0,,T. Daniels misses 3-pt jump shot from 26 ft,98,96
401,4,8:32.0,Defensive rebound by B. Simmons,,98,96
402,4,8:21.0,R. Covington misses 2-pt jump shot from 4 ft,,98,96
403,4,8:19.0,Offensive rebound by R. Covington,,98,96
404,4,8:16.0,R. Covington makes 2-pt jump shot from 18 ft,,100,96
405,4,7:57.0,,Personal block foul by J. Redick (drawn by T. Daniels),100,96
406,4,7:57.0,,T. Warren enters the game for I. Canaan,100,96
407,4,7:57.0,J. Bayless enters the game for J. Redick,,100,96
408,4,7:57.0,D. Šarić enters the game for T. Booker,,100,96
409,4,7:46.0,,T. Daniels makes 3-pt jump shot from 23 ft (assist by D. Bender),100,99
410,4,7:33.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by B. Simmons),,103,99
411,4,7:09.0,,T. Daniels misses 3-pt jump shot from 25 ft,103,99
412,4,7:09.0,Defensive rebound by Team,,103,99
413,4,7:09.0,,Loose ball foul by T. Chandler (drawn by B. Simmons),103,99
414,4,7:09.0,,M. Chriss enters the game for D. Bender,103,99
415,4,7:09.0,,A. Len enters the game for T. Chandler,103,99
416,4,6:58.0,Personal foul by D. Booker (drawn by R. Covington),,103,99
417,4,6:58.0,,Phoenix full timeout,103,99
418,4,6:53.0,B. Simmons makes 2-pt dunk at rim,,105,99
419,4,6:37.0,,M. Chriss misses 2-pt jump shot from 21 ft,105,99
420,4,6:34.0,Defensive rebound by A. Johnson,,105,99
421,4,6:25.0,D. Šarić misses 2-pt hook shot from 7 ft,,105,99
422,4,6:22.0,Offensive rebound by A. Johnson,,105,99
423,4,6:03.0,D. Šarić misses 3-pt jump shot from 25 ft,,105,99
424,4,6:01.0,,Defensive rebound by D. Booker,105,99
425,4,5:59.0,,Personal block foul by B. Simmons (drawn by D. Booker),105,99
426,4,5:59.0,,T. Chandler enters the game for A. Len,105,99
427,4,5:59.0,J. Embiid enters the game for A. Johnson,,105,99
428,4,5:56.0,,T. Warren makes 2-pt layup at rim (assist by D. Booker),105,101
429,4,5:39.0,J. Embiid misses 2-pt jump shot from 11 ft,,105,101
430,4,5:36.0,,Defensive rebound by D. Booker,105,101
431,4,5:23.0,,D. Booker makes 3-pt jump shot from 26 ft,105,104
432,4,5:22.0,Philadelphia full timeout,,105,104
433,4,5:05.0,R. Covington misses 2-pt layup at rim,,105,104
434,4,5:02.0,,Defensive rebound by D. Booker,105,104
435,4,4:48.0,,D. Booker misses 3-pt jump shot from 28 ft,105,104
436,4,4:45.0,Defensive rebound by J. Bayless,,105,104
437,4,4:33.0,B. Simmons makes 2-pt layup at rim,,107,104
438,4,4:33.0,Shooting foul by M. Chriss (drawn by B. Simmons),,107,104
439,4,4:33.0,J. Redick enters the game for J. Bayless,,107,104
440,4,4:33.0,B. Simmons misses free throw 1 of 1,,107,104
441,4,4:32.0,,Defensive rebound by M. Chriss,107,104
442,4,4:18.0,,D. Booker misses 2-pt layup at rim,107,104
443,4,4:18.0,,Offensive rebound by T. Chandler,107,104
444,4,4:13.0,,Turnover by M. Chriss (bad pass; steal by B. Simmons),107,104
445,4,4:11.0,Personal take foul by T. Daniels (drawn by B. Simmons),,107,104
446,4,4:11.0,B. Simmons makes free throw 1 of 2,,108,104
447,4,4:11.0,B. Simmons makes free throw 2 of 2,,109,104
448,4,3:54.0,,Phoenix full timeout,109,104
449,4,3:54.0,Loose ball foul by J. Embiid (drawn by D. Booker),,109,104
450,4,3:48.0,,T. Warren misses 3-pt jump shot from 24 ft,109,104
451,4,3:42.0,Defensive rebound by J. Embiid,,109,104
452,4,3:34.0,Shooting foul by M. Chriss (drawn by B. Simmons),,109,104
453,4,3:34.0,,D. Bender enters the game for M. Chriss,109,104
454,4,3:34.0,B. Simmons misses free throw 1 of 2,,109,104
455,4,3:34.0,Offensive rebound by Team,,109,104
456,4,3:34.0,B. Simmons makes free throw 2 of 2,,110,104
457,4,3:22.0,,T. Warren makes 2-pt jump shot from 11 ft,110,106
458,4,3:17.0,Philadelphia full timeout,,110,106
459,4,3:11.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,112,106
460,4,2:45.0,,D. Booker misses 2-pt layup from 1 ft,112,106
461,4,2:44.0,Defensive rebound by J. Embiid,,112,106
462,4,2:22.0,B. Simmons makes 2-pt jump shot from 1 ft,,114,106
463,4,2:10.0,,Shooting foul by D. Šarić (drawn by D. Booker),114,106
464,4,2:10.0,,D. Booker makes free throw 1 of 2,114,107
465,4,2:10.0,,D. Booker makes free throw 2 of 2,114,108
466,4,1:57.0,D. Šarić makes 2-pt layup from 1 ft (assist by J. Redick),,116,108
467,4,1:49.0,,D. Booker misses 2-pt jump shot from 21 ft,116,108
468,4,1:45.0,Defensive rebound by B. Simmons,,116,108
469,4,1:31.0,J. Redick makes 3-pt jump shot from 24 ft (assist by B. Simmons),,119,108
470,4,1:31.0,,Phoenix full timeout,119,108
471,4,1:31.0,,Personal foul by D. Šarić (drawn by D. Booker),119,108
472,4,1:31.0,,D. Booker makes free throw 1 of 2,119,109
473,4,1:31.0,,D. Booker makes free throw 2 of 2,119,110
474,4,1:30.0,Personal take foul by T. Chandler (drawn by B. Simmons),,119,110
475,4,1:30.0,B. Simmons misses free throw 1 of 2,,119,110
476,4,1:30.0,Offensive rebound by Team,,119,110
477,4,1:30.0,B. Simmons makes free throw 2 of 2,,120,110
478,4,1:23.0,,D. Booker misses 2-pt layup from 1 ft,120,110
479,4,1:21.0,Defensive rebound by R. Covington,,120,110
480,4,1:07.0,Turnover by J. Embiid (traveling),,120,110
481,4,1:07.0,T. McConnell enters the game for D. Šarić,,120,110
482,4,1:01.0,,T. Daniels misses 3-pt jump shot from 25 ft (block by J. Embiid),120,110
483,4,1:00.0,,Offensive rebound by T. Daniels,120,110
484,4,0:57.0,,D. Booker misses 2-pt layup at rim,120,110
485,4,0:55.0,,Offensive rebound by T. Chandler,120,110
486,4,0:55.0,,T. Chandler misses 2-pt layup at rim,120,110
487,4,0:54.0,,T. Chandler misses 2-pt layup at rim,120,110
488,4,0:54.0,,Offensive rebound by T. Chandler,120,110
489,4,0:53.0,Defensive rebound by B. Simmons,,120,110
490,4,0:52.0,Personal take foul by T. Chandler (drawn by B. Simmons),,120,110
491,4,0:52.0,B. Simmons makes free throw 1 of 2,,121,110
492,4,0:52.0,B. Simmons misses free throw 2 of 2,,121,110
493,4,0:52.0,Offensive rebound by J. Embiid,,121,110
494,4,0:41.0,Personal foul by T. Warren (drawn by J. Redick),,121,110
495,4,0:41.0,J. Redick makes free throw 1 of 2,,122,110
496,4,0:41.0,T. Luwawu-Cabarrot enters the game for J. Embiid,,122,110
497,4,0:41.0,J. Redick makes free throw 2 of 2,,123,110
498,4,0:35.0,,Turnover by D. Bender (bad pass; steal by T. McConnell),123,110
499,4,0:17.0,R. Covington misses 3-pt jump shot from 31 ft,,123,110
500,4,0:15.0,,Defensive rebound by T. Chandler,123,110
501,4,0:06.0,,T. Warren misses 3-pt jump shot from 26 ft,123,110
502,4,0:06.0,Defensive rebound by B. Simmons,,123,110
