,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA LAKERS_ACTION,PHOENIX_SCORE,LA LAKERS_SCORE
189,2,2:17.0,D. Booker makes 2-pt jump shot from 20 ft (assist by T. Ulis),,55,48
190,2,2:09.0,,Personal foul by D. Booker (drawn by K. Caldwell-Pope),55,48
191,2,2:00.0,,Turnover by B. Lopez (traveling),55,48
192,2,1:52.0,Personal foul by C. Brewer (drawn by D. Booker),,55,48
193,2,1:45.0,D. Booker misses 3-pt jump shot from 22 ft,,55,48
194,2,1:43.0,Offensive rebound by Team,,55,48
195,2,1:37.0,T. Ulis makes 2-pt hook shot from 16 ft,,57,48
196,2,1:23.0,,K. Caldwell-Pope makes 3-pt jump shot from 24 ft (assist by C. Brewer),57,51
197,2,1:08.0,T. Warren makes 2-pt jump shot from 3 ft,,59,51
198,2,0:54.0,,K. Kuzma misses 2-pt jump shot from 5 ft,59,51
199,2,0:51.0,Defensive rebound by A. Len,,59,51
200,2,0:43.0,Turnover by T. Ulis (bad pass),,59,51
201,2,0:35.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,59,51
202,2,0:32.0,Defensive rebound by M. Chriss,,59,51
203,2,0:15.0,D. Booker makes 3-pt jump shot from 25 ft,,62,51
204,2,0:07.0,,L. Ball makes 2-pt layup from 1 ft,62,53
205,2,0:03.0,D. Booker makes 3-pt jump shot from 29 ft (assist by T. Ulis),,65,53
206,2,0:00.0,,L. Ball misses 3-pt jump shot from 37 ft,65,53
207,2,0:00.0,,Offensive rebound by Team,65,53
208,3,11:39.0,G. Monroe makes 2-pt jump shot from 19 ft (assist by T. Ulis),,67,53
209,3,11:21.0,,Turnover by B. Ingram (bad pass; steal by G. Monroe),67,53
210,3,11:15.0,D. Booker misses 3-pt jump shot from 26 ft,,67,53
211,3,11:12.0,,Defensive rebound by L. Ball,67,53
212,3,11:04.0,,B. Ingram misses 2-pt jump shot from 16 ft,67,53
213,3,11:02.0,Defensive rebound by D. Booker,,67,53
214,3,10:56.0,D. Booker misses 2-pt layup from 1 ft,,67,53
215,3,10:53.0,Offensive rebound by G. Monroe,,67,53
216,3,10:52.0,G. Monroe makes 2-pt layup from 1 ft,,69,53
217,3,10:48.0,,K. Kuzma makes 2-pt dunk from 2 ft (assist by L. Ball),69,55
218,3,10:25.0,M. Chriss misses 3-pt jump shot from 25 ft,,69,55
219,3,10:25.0,,Defensive rebound by B. Lopez,69,55
220,3,10:19.0,,L. Ball makes 2-pt layup from 3 ft,69,57
221,3,10:05.0,T. Warren misses 2-pt jump shot from 8 ft,,69,57
222,3,10:04.0,,Defensive rebound by L. Ball,69,57
223,3,10:04.0,,Shooting foul by D. Booker (drawn by K. Caldwell-Pope),69,57
224,3,10:04.0,,K. Caldwell-Pope makes free throw 1 of 2,69,58
225,3,10:04.0,,K. Caldwell-Pope makes free throw 2 of 2,69,59
226,3,9:46.0,M. Chriss misses 2-pt jump shot from 15 ft,,69,59
227,3,9:43.0,,Defensive rebound by B. Lopez,69,59
228,3,9:37.0,,K. Kuzma makes 2-pt hook shot from 1 ft (assist by L. Ball),69,61
229,3,9:23.0,D. Booker makes 2-pt jump shot from 3 ft,,71,61
230,3,9:23.0,Shooting foul by K. Caldwell-Pope (drawn by D. Booker),,71,61
231,3,9:23.0,D. Booker makes free throw 1 of 1,,72,61
232,3,9:18.0,,Shooting foul by T. Ulis (drawn by L. Ball),72,61
233,3,9:18.0,,L. Ball misses free throw 1 of 2,72,61
234,3,9:18.0,,Offensive rebound by Team,72,61
235,3,9:18.0,,L. Ball misses free throw 2 of 2,72,61
236,3,9:16.0,Defensive rebound by T. Warren,,72,61
237,3,8:55.0,M. Chriss misses 2-pt layup from 2 ft,,72,61
238,3,8:53.0,,Defensive rebound by B. Lopez,72,61
239,3,8:45.0,,K. Kuzma makes 2-pt jump shot from 2 ft (assist by K. Caldwell-Pope),72,63
240,3,8:30.0,D. Booker misses 2-pt jump shot from 5 ft (block by B. Lopez),,72,63
241,3,8:28.0,,Defensive rebound by B. Lopez,72,63
242,3,8:26.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),72,66
243,3,8:26.0,Phoenix full timeout,,72,66
244,3,8:26.0,D. Bender enters the game for M. Chriss,,72,66
245,3,8:10.0,G. Monroe makes 2-pt layup from 1 ft (assist by T. Warren),,74,66
246,3,7:48.0,,K. Kuzma misses 2-pt hook shot from 2 ft,74,66
247,3,7:46.0,Defensive rebound by D. Booker,,74,66
248,3,7:39.0,T. Warren misses 2-pt jump shot from 18 ft,,74,66
249,3,7:37.0,,Defensive rebound by K. Kuzma,74,66
250,3,7:32.0,,B. Ingram misses 3-pt jump shot from 26 ft,74,66
251,3,7:32.0,,Offensive rebound by K. Kuzma,74,66
252,3,7:23.0,,K. Kuzma makes 2-pt layup at rim,74,68
253,3,7:05.0,T. Warren makes 2-pt jump shot from 14 ft (assist by D. Bender),,76,68
254,3,6:50.0,,B. Ingram makes 2-pt layup from 1 ft,76,70
255,3,6:32.0,G. Monroe misses 2-pt layup from 2 ft (block by L. Ball),,76,70
256,3,6:32.0,Offensive rebound by Team,,76,70
257,3,6:25.0,G. Monroe misses 2-pt jump shot from 18 ft,,76,70
258,3,6:22.0,,Defensive rebound by K. Kuzma,76,70
259,3,6:10.0,,K. Kuzma misses 3-pt jump shot from 26 ft,76,70
260,3,6:06.0,Defensive rebound by T. Warren,,76,70
261,3,5:53.0,T. Ulis misses 2-pt jump shot from 17 ft,,76,70
262,3,5:51.0,,Defensive rebound by B. Lopez,76,70
263,3,5:48.0,,Turnover by K. Caldwell-Pope (bad pass),76,70
264,3,5:29.0,D. Booker misses 3-pt jump shot from 24 ft,,76,70
265,3,5:25.0,,Defensive rebound by L. Ball,76,70
266,3,5:18.0,,K. Kuzma makes 2-pt layup from 1 ft,76,72
267,3,5:17.0,,Shooting block foul by G. Monroe (drawn by K. Kuzma),76,72
268,3,5:17.0,A. Len enters the game for G. Monroe,,76,72
269,3,5:17.0,J. Jackson enters the game for T. Warren,,76,72
270,3,5:17.0,,K. Kuzma makes free throw 1 of 1,76,73
271,3,5:04.0,T. Ulis misses 3-pt jump shot from 26 ft,,76,73
272,3,5:01.0,,Defensive rebound by L. Ball,76,73
273,3,4:49.0,,B. Lopez misses 3-pt jump shot from 26 ft,76,73
274,3,4:47.0,Defensive rebound by Team,,76,73
275,3,4:47.0,,Loose ball foul by L. Ball (drawn by J. Jackson),76,73
276,3,4:47.0,M. James enters the game for T. Ulis,,76,73
277,3,4:36.0,Def 3 sec tech foul by B. Ingram,,76,73
278,3,4:36.0,D. Booker misses technical free throw,,76,73
279,3,4:36.0,Offensive rebound by Team,,76,73
280,3,4:31.0,D. Booker misses 2-pt layup from 2 ft (block by B. Lopez),,76,73
281,3,4:31.0,Offensive rebound by Team,,76,73
282,3,4:23.0,D. Booker misses 2-pt jump shot from 11 ft,,76,73
283,3,4:20.0,Offensive rebound by D. Bender,,76,73
284,3,4:18.0,D. Bender misses 2-pt layup from 2 ft,,76,73
285,3,4:16.0,,Defensive rebound by B. Ingram,76,73
286,3,4:11.0,,B. Lopez misses 3-pt jump shot from 26 ft,76,73
287,3,4:07.0,Defensive rebound by D. Bender,,76,73
288,3,4:04.0,J. Jackson makes 2-pt layup from 1 ft (assist by M. James),,78,73
289,3,4:04.0,,LA Lakers full timeout,78,73
290,3,3:48.0,,B. Ingram misses 2-pt layup from 3 ft (block by A. Len),78,73
291,3,3:41.0,,Offensive rebound by B. Lopez,78,73
292,3,3:41.0,,B. Lopez makes 2-pt dunk at rim,78,75
293,3,3:26.0,D. Booker makes 2-pt jump shot from 18 ft,,80,75
294,3,3:11.0,,B. Lopez makes 3-pt jump shot from 24 ft (assist by L. Ball),80,78
295,3,3:03.0,A. Len makes 2-pt layup from 1 ft (assist by M. James),,82,78
296,3,3:03.0,Shooting foul by K. Kuzma (drawn by A. Len),,82,78
297,3,3:03.0,,J. Randle enters the game for K. Kuzma,82,78
298,3,3:03.0,,C. Brewer enters the game for L. Ball,82,78
299,3,3:03.0,,J. Clarkson enters the game for B. Lopez,82,78
300,3,3:03.0,A. Len makes free throw 1 of 1,,83,78
301,3,3:03.0,T. Daniels enters the game for D. Booker,,83,78
302,3,2:45.0,,J. Clarkson misses 2-pt jump shot from 16 ft,83,78
303,3,2:43.0,Defensive rebound by A. Len,,83,78
304,3,2:37.0,M. James misses 2-pt jump shot from 11 ft,,83,78
305,3,2:34.0,,Defensive rebound by J. Randle,83,78
306,3,2:32.0,,Turnover by C. Brewer (bad pass),83,78
307,3,2:21.0,Turnover by M. James (bad pass; steal by K. Caldwell-Pope),,83,78
308,3,2:18.0,,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,83,78
309,3,2:17.0,Defensive rebound by D. Bender,,83,78
310,3,2:17.0,Personal foul by K. Caldwell-Pope (drawn by D. Bender),,83,78
311,3,2:05.0,D. Bender makes 3-pt jump shot from 26 ft (assist by M. James),,86,78
312,3,1:47.0,,Personal foul by J. Jackson (drawn by B. Ingram),86,78
313,3,1:44.0,,Shooting foul by A. Len (drawn by B. Ingram),86,78
314,3,1:44.0,,B. Ingram misses free throw 1 of 2,86,78
315,3,1:44.0,,Offensive rebound by Team,86,78
316,3,1:44.0,T. Warren enters the game for A. Len,,86,78
317,3,1:44.0,,B. Ingram makes free throw 2 of 2,86,79
318,3,1:21.0,M. James misses 2-pt layup from 1 ft,,86,79
319,3,1:21.0,,Defensive rebound by B. Ingram,86,79
320,3,1:12.0,,B. Ingram misses 2-pt layup from 6 ft,86,79
321,3,1:12.0,,Offensive rebound by B. Ingram,86,79
322,3,1:10.0,,B. Ingram misses 2-pt jump shot from 5 ft (block by D. Bender),86,79
323,3,1:10.0,Defensive rebound by Team,,86,79
324,3,1:03.0,J. Jackson misses 2-pt layup from 2 ft,,86,79
325,3,1:03.0,,Defensive rebound by K. Caldwell-Pope,86,79
326,3,1:00.0,,Turnover by K. Caldwell-Pope (bad pass),86,79
327,3,0:49.0,Personal foul by B. Ingram (drawn by D. Bender),,86,79
328,3,0:49.0,D. Bender misses free throw 1 of 2,,86,79
329,3,0:49.0,Offensive rebound by Team,,86,79
330,3,0:49.0,,L. Ball enters the game for B. Ingram,86,79
331,3,0:49.0,D. Bender makes free throw 2 of 2,,87,79
332,3,0:39.0,,J. Clarkson misses 2-pt jump shot from 2 ft,87,79
333,3,0:36.0,,Offensive rebound by J. Randle,87,79
334,3,0:34.0,,L. Ball makes 2-pt layup from 1 ft (assist by C. Brewer),87,81
335,3,0:11.0,T. Warren misses 2-pt jump shot from 15 ft,,87,81
336,3,0:11.0,,Defensive rebound by Team,87,81
337,3,0:11.0,Loose ball foul by D. Bender (drawn by C. Brewer),,87,81
338,3,0:11.0,D. Booker enters the game for J. Jackson,,87,81
339,3,0:11.0,,C. Brewer misses free throw 1 of 2,87,81
340,3,0:11.0,,Offensive rebound by Team,87,81
341,3,0:11.0,,C. Brewer makes free throw 2 of 2,87,82
342,3,0:00.0,Shooting foul by K. Caldwell-Pope (drawn by M. James),,87,82
343,3,0:00.0,M. James makes free throw 1 of 2,,88,82
344,3,0:00.0,M. James makes free throw 2 of 2,,89,82
345,4,11:47.0,,J. Clarkson misses 2-pt jump shot from 17 ft,89,82
346,4,11:45.0,Defensive rebound by J. Jackson,,89,82
347,4,11:38.0,Personal foul by C. Brewer (drawn by T. Warren),,89,82
348,4,11:33.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by M. James),,92,82
349,4,11:19.0,,Turnover by L. Ball (bad pass; steal by T. Warren),92,82
350,4,11:17.0,Shooting foul by C. Brewer (drawn by T. Warren),,92,82
351,4,11:17.0,T. Warren misses free throw 1 of 2,,92,82
352,4,11:17.0,Offensive rebound by Team,,92,82
353,4,11:17.0,T. Warren makes free throw 2 of 2,,93,82
354,4,11:04.0,,Shooting foul by T. Warren (drawn by C. Brewer),93,82
355,4,11:04.0,,C. Brewer makes free throw 1 of 2,93,83
356,4,11:04.0,,C. Brewer makes free throw 2 of 2,93,84
357,4,10:49.0,D. Bender makes 3-pt jump shot from 27 ft (assist by T. Warren),,96,84
358,4,10:30.0,,K. Kuzma makes 2-pt hook shot from 5 ft,96,86
359,4,10:19.0,T. Daniels misses 3-pt jump shot from 27 ft,,96,86
360,4,10:19.0,,Defensive rebound by J. Clarkson,96,86
361,4,10:09.0,,J. Randle makes 2-pt dunk at rim (assist by J. Clarkson),96,88
362,4,9:47.0,M. James misses 3-pt jump shot from 27 ft,,96,88
363,4,9:41.0,,Defensive rebound by K. Kuzma,96,88
364,4,9:35.0,,L. Ball misses 2-pt layup from 2 ft,96,88
365,4,9:32.0,Defensive rebound by T. Warren,,96,88
366,4,9:29.0,T. Daniels makes 3-pt jump shot from 25 ft (assist by T. Warren),,99,88
367,4,9:26.0,,LA Lakers full timeout,99,88
368,4,9:14.0,,Turnover by J. Clarkson (lost ball; steal by J. Jackson),99,88
369,4,9:14.0,Personal foul by J. Clarkson (drawn by J. Jackson),,99,88
370,4,8:56.0,D. Bender misses 2-pt layup from 2 ft,,99,88
371,4,8:53.0,,Defensive rebound by C. Brewer,99,88
372,4,8:50.0,,C. Brewer makes 2-pt layup from 1 ft,99,90
373,4,8:35.0,J. Jackson misses 3-pt jump shot from 24 ft,,99,90
374,4,8:33.0,,Defensive rebound by J. Randle,99,90
375,4,8:27.0,,K. Kuzma misses 2-pt layup from 3 ft,99,90
376,4,8:24.0,Defensive rebound by T. Warren,,99,90
377,4,8:21.0,T. Warren misses 2-pt layup from 2 ft,,99,90
378,4,8:18.0,,Defensive rebound by C. Brewer,99,90
379,4,8:14.0,,Shooting foul by T. Daniels (drawn by K. Kuzma),99,90
380,4,8:14.0,,K. Kuzma makes free throw 1 of 2,99,91
381,4,8:14.0,G. Monroe enters the game for T. Daniels,,99,91
382,4,8:14.0,T. Ulis enters the game for M. James,,99,91
