,QUARTER,TIME_REMAINING,ATLANTA_ACTION,INDIANA_ACTION,ATLANTA_SCORE,INDIANA_SCORE
141,2,7:54.0,,T. Young misses 3-pt jump shot from 23 ft,30,42
142,2,7:52.0,,Offensive rebound by G. Robinson,30,42
143,2,7:52.0,,G. Robinson makes 2-pt layup from 5 ft,30,44
144,2,7:33.0,Personal foul by G. Robinson (drawn by D. Dedmon),,30,44
145,2,7:33.0,M. Plumlee enters the game for J. Collins,,30,44
146,2,7:30.0,T. Prince makes 2-pt jump shot from 15 ft (assist by K. Bazemore),,32,44
147,2,7:14.0,,T. Young makes 2-pt hook shot from 8 ft (assist by G. Robinson),32,46
148,2,6:58.0,D. Dedmon makes 3-pt jump shot from 28 ft (assist by T. Prince),,35,46
149,2,6:44.0,,L. Stephenson misses 3-pt jump shot from 27 ft,35,46
150,2,6:43.0,Defensive rebound by D. Dedmon,,35,46
151,2,6:31.0,D. Schröder makes 2-pt jump shot from 21 ft,,37,46
152,2,6:31.0,,Indiana full timeout,37,46
153,2,6:31.0,,V. Oladipo enters the game for J. Young,37,46
154,2,6:31.0,,C. Joseph enters the game for G. Robinson,37,46
155,2,6:18.0,,V. Oladipo misses 3-pt jump shot from 26 ft,37,46
156,2,6:15.0,,Offensive rebound by L. Stephenson,37,46
157,2,6:15.0,Loose ball foul by D. Dedmon (drawn by L. Stephenson),,37,46
158,2,6:02.0,,D. Sabonis misses 2-pt jump shot from 11 ft,37,46
159,2,5:57.0,Defensive rebound by T. Prince,,37,46
160,2,5:51.0,Turnover by D. Schröder (bad pass; steal by L. Stephenson),,37,46
161,2,5:45.0,,T. Young misses 2-pt layup from 1 ft (block by M. Plumlee),37,46
162,2,5:44.0,,Offensive rebound by Team,37,46
163,2,5:44.0,D. Bembry enters the game for T. Prince,,37,46
164,2,5:34.0,,T. Young misses 2-pt dunk from 1 ft (block by M. Plumlee),37,46
165,2,5:29.0,Defensive rebound by D. Dedmon,,37,46
166,2,5:21.0,K. Bazemore misses 3-pt jump shot from 23 ft,,37,46
167,2,5:18.0,,Defensive rebound by V. Oladipo,37,46
168,2,5:15.0,,T. Young misses 2-pt layup at rim (block by D. Bembry),37,46
169,2,5:11.0,,Offensive rebound by D. Sabonis,37,46
170,2,5:11.0,,D. Sabonis makes 2-pt layup from 1 ft,37,48
171,2,4:55.0,K. Bazemore makes 2-pt layup at rim,,39,48
172,2,4:43.0,,D. Sabonis makes 2-pt jump shot from 21 ft (assist by V. Oladipo),39,50
173,2,4:26.0,D. Dedmon misses 3-pt jump shot from 26 ft,,39,50
174,2,4:23.0,,Defensive rebound by L. Stephenson,39,50
175,2,4:19.0,,V. Oladipo misses 3-pt jump shot from 25 ft,39,50
176,2,4:19.0,,Offensive rebound by Team,39,50
177,2,4:19.0,Loose ball foul by D. Dedmon (drawn by D. Sabonis),,39,50
178,2,4:19.0,M. Muscala enters the game for D. Dedmon,,39,50
179,2,4:13.0,,C. Joseph makes 2-pt jump shot from 18 ft (assist by D. Sabonis),39,52
180,2,3:49.0,Turnover by K. Bazemore (lost ball; steal by V. Oladipo),,39,52
181,2,3:46.0,,C. Joseph makes 2-pt layup from 1 ft (assist by V. Oladipo),39,54
182,2,3:46.0,,Shooting foul by D. Schröder (drawn by C. Joseph),39,54
183,2,3:46.0,I. Taylor enters the game for D. Schröder,,39,54
184,2,3:46.0,T. Dorsey enters the game for K. Bazemore,,39,54
185,2,3:46.0,,C. Joseph makes free throw 1 of 1,39,55
186,2,3:28.0,M. Muscala misses 3-pt jump shot from 23 ft,,39,55
187,2,3:25.0,,Defensive rebound by L. Stephenson,39,55
188,2,3:17.0,,M. Turner enters the game for D. Sabonis,39,55
189,2,3:17.0,,B. Bogdanović enters the game for L. Stephenson,39,55
190,2,3:11.0,,C. Joseph misses 2-pt jump shot from 20 ft,39,55
191,2,3:10.0,Defensive rebound by M. Plumlee,,39,55
192,2,2:51.0,T. Dorsey makes 3-pt jump shot from 28 ft (assist by D. Bembry),,42,55
193,2,2:36.0,,V. Oladipo misses 2-pt jump shot from 15 ft,42,55
194,2,2:32.0,Defensive rebound by M. Muscala,,42,55
195,2,2:27.0,D. Bembry misses 2-pt layup from 2 ft,,42,55
196,2,2:25.0,,Defensive rebound by M. Turner,42,55
197,2,2:20.0,,C. Joseph makes 2-pt layup from 1 ft,42,57
198,2,2:19.0,Atlanta full timeout,,42,57
199,2,2:19.0,,J. Young enters the game for C. Joseph,42,57
200,2,2:06.0,,Offensive charge foul by M. Plumlee (drawn by V. Oladipo),42,57
201,2,2:06.0,Turnover by M. Plumlee (offensive foul),,42,57
202,2,1:56.0,,Offensive foul by M. Turner (drawn by D. Bembry),42,57
203,2,1:56.0,,Turnover by M. Turner (offensive foul),42,57
204,2,1:56.0,J. Collins enters the game for M. Plumlee,,42,57
205,2,1:56.0,,D. Sabonis enters the game for M. Turner,42,57
206,2,1:45.0,Personal foul by V. Oladipo (drawn by T. Dorsey),,42,57
207,2,1:36.0,I. Taylor makes 2-pt jump shot from 4 ft,,44,57
208,2,1:16.0,,T. Young makes 2-pt dunk at rim (assist by V. Oladipo),44,59
209,2,1:02.0,Shooting foul by T. Young (drawn by D. Bembry),,44,59
210,2,1:02.0,D. Bembry misses free throw 1 of 2,,44,59
211,2,1:02.0,Offensive rebound by Team,,44,59
212,2,1:02.0,D. Bembry misses free throw 2 of 2,,44,59
213,2,0:58.0,,Defensive rebound by T. Young,44,59
214,2,0:44.0,,Turnover by T. Young (bad pass),44,59
215,2,0:31.0,Turnover by I. Taylor (bad pass; steal by B. Bogdanović),,44,59
216,2,0:27.0,,J. Young misses 2-pt dunk from 2 ft,44,59
217,2,0:25.0,Defensive rebound by J. Collins,,44,59
218,2,0:08.0,T. Dorsey misses 3-pt jump shot from 25 ft,,44,59
219,2,0:05.0,,Defensive rebound by V. Oladipo,44,59
220,2,0:01.0,,T. Young makes 2-pt layup from 2 ft (assist by V. Oladipo),44,61
221,2,0:00.0,Turnover by T. Dorsey (bad pass; steal by T. Young),,44,61
222,3,11:43.0,D. Schröder misses 2-pt layup from 4 ft,,44,61
223,3,11:41.0,,Defensive rebound by C. Joseph,44,61
224,3,11:28.0,,Turnover by T. Young (bad pass; steal by M. Muscala),44,61
225,3,11:18.0,D. Schröder misses 3-pt jump shot from 26 ft,,44,61
226,3,11:16.0,Offensive rebound by T. Prince,,44,61
227,3,11:06.0,Turnover by T. Prince (lost ball; steal by V. Oladipo),,44,61
228,3,10:59.0,,V. Oladipo misses 3-pt jump shot from 28 ft,44,61
229,3,10:56.0,,Offensive rebound by V. Oladipo,44,61
230,3,10:45.0,,M. Turner misses 2-pt layup at rim,44,61
231,3,10:43.0,Defensive rebound by J. Collins,,44,61
232,3,10:37.0,D. Schröder misses 2-pt jump shot from 18 ft,,44,61
233,3,10:34.0,,Defensive rebound by V. Oladipo,44,61
234,3,10:20.0,,C. Joseph misses 2-pt jump shot from 11 ft,44,61
235,3,10:18.0,Defensive rebound by J. Collins,,44,61
236,3,10:05.0,K. Bazemore misses 3-pt jump shot from 25 ft,,44,61
237,3,10:02.0,,Defensive rebound by C. Joseph,44,61
238,3,10:00.0,,T. Young makes 2-pt layup from 1 ft (assist by C. Joseph),44,63
239,3,9:44.0,Turnover by K. Bazemore (bad pass; steal by T. Young),,44,63
240,3,9:35.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by T. Young),44,66
241,3,9:18.0,M. Muscala misses 3-pt jump shot from 27 ft,,44,66
242,3,9:15.0,,Defensive rebound by M. Turner,44,66
243,3,9:12.0,,C. Joseph misses 2-pt jump shot from 18 ft,44,66
244,3,9:09.0,Defensive rebound by K. Bazemore,,44,66
245,3,9:04.0,K. Bazemore makes 2-pt layup from 1 ft,,46,66
246,3,9:04.0,Shooting foul by M. Turner (drawn by K. Bazemore),,46,66
247,3,9:04.0,K. Bazemore makes free throw 1 of 1,,47,66
248,3,9:03.0,,Turnover by T. Young (bad pass; steal by M. Muscala),47,66
249,3,9:02.0,M. Muscala makes 2-pt dunk at rim,,49,66
250,3,8:47.0,,Shooting foul by T. Prince (drawn by B. Bogdanović),49,66
251,3,8:47.0,,B. Bogdanović makes free throw 1 of 2,49,67
252,3,8:47.0,,B. Bogdanović makes free throw 2 of 2,49,68
253,3,8:30.0,T. Prince misses 3-pt jump shot from 27 ft,,49,68
254,3,8:26.0,,Defensive rebound by B. Bogdanović,49,68
255,3,8:20.0,,T. Young makes 2-pt layup from 1 ft (assist by V. Oladipo),49,70
256,3,8:11.0,Personal foul by B. Bogdanović (drawn by T. Prince),,49,70
257,3,8:04.0,J. Collins misses 2-pt dunk from 3 ft (block by V. Oladipo),,49,70
258,3,8:02.0,,Defensive rebound by M. Turner,49,70
259,3,7:52.0,,Turnover by M. Turner (bad pass; steal by T. Prince),49,70
260,3,7:49.0,T. Prince makes 2-pt layup from 1 ft,,51,70
261,3,7:34.0,,M. Turner misses 2-pt jump shot from 18 ft,51,70
262,3,7:31.0,Defensive rebound by J. Collins,,51,70
263,3,7:20.0,Turnover by M. Muscala (lost ball; steal by T. Young),,51,70
264,3,7:16.0,,B. Bogdanović makes 2-pt layup at rim (assist by C. Joseph),51,72
265,3,6:58.0,Turnover by T. Prince (bad pass; steal by C. Joseph),,51,72
266,3,6:55.0,,Shooting foul by D. Schröder (drawn by B. Bogdanović),51,72
267,3,6:55.0,,Indiana full timeout,51,72
268,3,6:55.0,,B. Bogdanović makes free throw 1 of 2,51,73
269,3,6:55.0,,B. Bogdanović makes free throw 2 of 2,51,74
270,3,6:45.0,T. Prince makes 3-pt jump shot from 27 ft (assist by D. Schröder),,54,74
271,3,6:33.0,,Personal foul by D. Schröder (drawn by C. Joseph),54,74
272,3,6:25.0,,V. Oladipo misses 2-pt jump shot from 16 ft (block by K. Bazemore),54,74
273,3,6:25.0,Defensive rebound by Team,,54,74
274,3,6:25.0,,Loose ball foul by V. Oladipo (drawn by K. Bazemore),54,74
275,3,6:09.0,D. Schröder misses 2-pt layup from 4 ft,,54,74
276,3,6:05.0,Offensive rebound by J. Collins,,54,74
277,3,6:05.0,J. Collins makes 2-pt layup at rim,,56,74
278,3,5:43.0,,C. Joseph misses 2-pt jump shot from 4 ft,56,74
279,3,5:40.0,,Offensive rebound by C. Joseph,56,74
280,3,5:40.0,,Personal foul by T. Prince (drawn by C. Joseph),56,74
281,3,5:40.0,D. Bembry enters the game for M. Muscala,,56,74
282,3,5:36.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by M. Turner),56,77
283,3,5:21.0,T. Prince misses 2-pt jump shot from 18 ft,,56,77
284,3,5:18.0,,Defensive rebound by V. Oladipo,56,77
285,3,5:10.0,,Turnover by V. Oladipo (bad pass),56,77
286,3,5:10.0,M. Plumlee enters the game for T. Prince,,56,77
287,3,4:57.0,D. Schröder misses 2-pt jump shot from 14 ft (block by M. Turner),,56,77
288,3,4:55.0,Offensive rebound by D. Schröder,,56,77
289,3,4:53.0,D. Schröder makes 2-pt layup from 1 ft,,58,77
290,3,4:53.0,Shooting foul by T. Young (drawn by D. Schröder),,58,77
291,3,4:53.0,,D. Sabonis enters the game for T. Young,58,77
292,3,4:53.0,,G. Robinson enters the game for B. Bogdanović,58,77
293,3,4:53.0,D. Schröder misses free throw 1 of 1,,58,77
294,3,4:51.0,,Defensive rebound by M. Turner,58,77
295,3,4:36.0,,D. Sabonis misses 2-pt jump shot from 7 ft,58,77
296,3,4:34.0,Defensive rebound by K. Bazemore,,58,77
297,3,4:32.0,Personal foul by V. Oladipo (drawn by K. Bazemore),,58,77
298,3,4:32.0,K. Bazemore misses free throw 1 of 2,,58,77
299,3,4:32.0,Offensive rebound by Team,,58,77
300,3,4:32.0,K. Bazemore makes free throw 2 of 2,,59,77
301,3,4:23.0,,V. Oladipo misses 2-pt jump shot from 16 ft,59,77
302,3,4:20.0,Defensive rebound by D. Bembry,,59,77
303,3,4:14.0,K. Bazemore misses 3-pt jump shot from 23 ft,,59,77
304,3,4:10.0,Offensive rebound by K. Bazemore,,59,77
305,3,4:07.0,Turnover by K. Bazemore (bad pass; steal by C. Joseph),,59,77
306,3,3:55.0,,G. Robinson misses 3-pt jump shot from 22 ft,59,77
307,3,3:51.0,,Offensive rebound by M. Turner,59,77
308,3,3:47.0,,Turnover by D. Sabonis (traveling),59,77
309,3,3:47.0,M. Muscala enters the game for J. Collins,,59,77
310,3,3:47.0,T. Dorsey enters the game for K. Bazemore,,59,77
311,3,3:34.0,D. Schröder misses 2-pt jump shot from 16 ft,,59,77
312,3,3:32.0,,Defensive rebound by D. Sabonis,59,77
313,3,3:21.0,,C. Joseph misses 3-pt jump shot from 22 ft,59,77
314,3,3:16.0,Defensive rebound by M. Muscala,,59,77
315,3,3:12.0,Turnover by D. Schröder (bad pass; steal by C. Joseph),,59,77
316,3,3:09.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by C. Joseph),59,79
317,3,2:49.0,D. Bembry makes 3-pt jump shot from 24 ft (assist by D. Schröder),,62,79
318,3,2:38.0,,M. Turner misses 3-pt jump shot from 28 ft,62,79
319,3,2:34.0,,Offensive rebound by G. Robinson,62,79
320,3,2:32.0,,M. Turner makes 2-pt dunk at rim (assist by V. Oladipo),62,81
321,3,2:30.0,Atlanta full timeout,,62,81
322,3,2:30.0,,L. Stephenson enters the game for V. Oladipo,62,81
323,3,2:30.0,,J. Young enters the game for C. Joseph,62,81
324,3,2:30.0,I. Taylor enters the game for D. Schröder,,62,81
325,3,2:18.0,M. Muscala misses 3-pt jump shot from 26 ft,,62,81
326,3,2:14.0,,Defensive rebound by M. Turner,62,81
327,3,2:03.0,,G. Robinson misses 2-pt layup from 5 ft,62,81
328,3,1:58.0,Defensive rebound by M. Muscala,,62,81
329,3,1:55.0,D. Bembry misses 2-pt layup from 1 ft,,62,81
330,3,1:53.0,,Defensive rebound by J. Young,62,81
331,3,1:51.0,,J. Young misses 2-pt jump shot from 18 ft,62,81
332,3,1:47.0,,Offensive rebound by D. Sabonis,62,81
333,3,1:36.0,,M. Turner makes 2-pt hook shot from 8 ft (assist by L. Stephenson),62,83
334,3,1:22.0,Shooting foul by M. Turner (drawn by I. Taylor),,62,83
335,3,1:22.0,I. Taylor makes free throw 1 of 2,,63,83
336,3,1:22.0,,B. Bogdanović enters the game for M. Turner,63,83
337,3,1:22.0,I. Taylor makes free throw 2 of 2,,64,83
338,3,1:09.0,,Turnover by J. Young (bad pass; steal by I. Taylor),64,83
339,3,1:05.0,T. Dorsey makes 2-pt layup at rim (assist by I. Taylor),,66,83
340,3,0:52.0,,G. Robinson misses 2-pt jump shot from 19 ft,66,83
341,3,0:51.0,Defensive rebound by D. Bembry,,66,83
342,3,0:40.0,M. Muscala misses 2-pt jump shot from 14 ft,,66,83
343,3,0:37.0,,Defensive rebound by L. Stephenson,66,83
344,3,0:34.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,66,83
345,3,0:31.0,Defensive rebound by M. Plumlee,,66,83
346,3,0:11.0,M. Plumlee misses 2-pt hook shot from 7 ft,,66,83
347,3,0:09.0,,Defensive rebound by J. Young,66,83
348,3,0:01.0,,D. Sabonis misses 3-pt jump shot from 27 ft,66,83
349,3,0:01.0,,Offensive rebound by Team,66,83
350,4,11:47.0,,Turnover by G. Robinson (out of bounds lost ball),66,83
351,4,11:34.0,T. Dorsey makes 3-pt jump shot from 27 ft (assist by K. Bazemore),,69,83
352,4,11:21.0,,D. Sabonis makes 3-pt jump shot from 28 ft (assist by L. Stephenson),69,86
353,4,10:59.0,M. Plumlee makes 2-pt layup at rim (assist by T. Dorsey),,71,86
354,4,10:44.0,,Turnover by B. Bogdanović (out of bounds lost ball),71,86
355,4,10:44.0,T. Prince enters the game for M. Plumlee,,71,86
356,4,10:44.0,J. Collins enters the game for D. Bembry,,71,86
357,4,10:36.0,I. Taylor makes 2-pt layup from 1 ft,,73,86
358,4,10:22.0,,D. Sabonis makes 2-pt layup at rim (assist by L. Stephenson),73,88
359,4,10:22.0,,Shooting foul by J. Collins (drawn by D. Sabonis),73,88
360,4,10:22.0,,D. Sabonis makes free throw 1 of 1,73,89
361,4,10:06.0,I. Taylor misses 2-pt jump shot from 5 ft,,73,89
362,4,10:04.0,,Defensive rebound by L. Stephenson,73,89
363,4,9:58.0,,L. Stephenson makes 2-pt layup at rim,73,91
364,4,9:47.0,K. Bazemore misses 2-pt layup from 4 ft,,73,91
365,4,9:46.0,,Defensive rebound by D. Sabonis,73,91
366,4,9:35.0,,J. Young misses 2-pt jump shot from 13 ft,73,91
367,4,9:32.0,,Offensive rebound by D. Sabonis,73,91
368,4,9:32.0,,D. Sabonis makes 2-pt layup at rim,73,93
369,4,9:32.0,Atlanta full timeout,,73,93
370,4,9:14.0,T. Prince misses 2-pt jump shot from 5 ft,,73,93
371,4,9:12.0,,Defensive rebound by J. Young,73,93
372,4,9:00.0,,L. Stephenson misses 2-pt jump shot from 18 ft,73,93
373,4,9:00.0,Defensive rebound by K. Bazemore,,73,93
374,4,8:39.0,Shooting foul by D. Sabonis (drawn by I. Taylor),,73,93
375,4,8:39.0,I. Taylor makes free throw 1 of 2,,74,93
376,4,8:39.0,,T. Young enters the game for B. Bogdanović,74,93
377,4,8:39.0,I. Taylor misses free throw 2 of 2,,74,93
378,4,8:38.0,Offensive rebound by Team,,74,93
