,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DALLAS_ACTION,PHOENIX_SCORE,DALLAS_SCORE
0,1,11:44.0,D. House misses 2-pt jump shot from 18 ft,,0,0
1,1,11:41.0,,Defensive rebound by K. Collinsworth,0,0
2,1,11:34.0,,J. Motley misses 3-pt jump shot from 24 ft,0,0
3,1,11:30.0,Defensive rebound by D. Bender,,0,0
4,1,11:21.0,Turnover by A. Len (lost ball; steal by D. Powell),,0,0
5,1,11:13.0,,Shooting block foul by A. Len (drawn by D. Powell),0,0
6,1,11:13.0,,D. Powell makes free throw 1 of 2,0,1
7,1,11:13.0,,D. Powell makes free throw 2 of 2,0,2
8,1,10:50.0,D. House misses 3-pt jump shot from 25 ft,,0,2
9,1,10:46.0,,Defensive rebound by D. Powell,0,2
10,1,10:39.0,,J. Motley makes 2-pt hook shot from 1 ft (assist by D. Powell),0,4
11,1,10:23.0,Turnover by D. Reed (lost ball; steal by A. Harrison),,0,4
12,1,10:22.0,,Shooting foul by S. Harrison (drawn by A. Harrison),0,4
13,1,10:22.0,,A. Harrison makes free throw 1 of 2,0,5
14,1,10:22.0,,A. Harrison makes free throw 2 of 2,0,6
15,1,10:10.0,D. Reed misses 2-pt jump shot from 21 ft,,0,6
16,1,10:06.0,,Defensive rebound by J. Motley,0,6
17,1,9:49.0,,D. Finney-Smith misses 2-pt jump shot from 15 ft,0,6
18,1,9:47.0,Defensive rebound by D. Bender,,0,6
19,1,9:35.0,D. House misses 3-pt jump shot from 25 ft,,0,6
20,1,9:31.0,Offensive rebound by A. Len,,0,6
21,1,9:31.0,A. Len makes 2-pt layup at rim,,2,6
22,1,9:15.0,,Turnover by J. Motley (bad pass),2,6
23,1,8:58.0,A. Len makes 2-pt layup from 1 ft (assist by D. House),,4,6
24,1,8:39.0,,A. Harrison misses 3-pt jump shot from 25 ft,4,6
25,1,8:36.0,,Offensive rebound by D. Powell,4,6
26,1,8:32.0,,K. Collinsworth makes 2-pt dunk at rim (assist by D. Powell),4,8
27,1,8:18.0,D. Bender makes 3-pt jump shot from 25 ft (assist by S. Harrison),,7,8
28,1,8:02.0,,D. Powell makes 2-pt layup from 1 ft,7,10
29,1,7:45.0,A. Len makes 2-pt jump shot from 6 ft,,9,10
30,1,7:23.0,,K. Collinsworth misses 2-pt jump shot from 12 ft,9,10
31,1,7:22.0,,Offensive rebound by K. Collinsworth,9,10
32,1,7:20.0,,K. Collinsworth misses 2-pt layup at rim,9,10
33,1,7:20.0,Defensive rebound by D. Bender,,9,10
34,1,7:02.0,Personal foul by A. Harrison (drawn by S. Harrison),,9,10
35,1,6:54.0,Shooting foul by D. Finney-Smith (drawn by A. Len),,9,10
36,1,6:54.0,,Dallas full timeout,9,10
37,1,6:54.0,T. Ulis enters the game for D. Bender,,9,10
38,1,6:54.0,J. Dudley enters the game for S. Harrison,,9,10
39,1,6:54.0,A. Len makes free throw 1 of 2,,10,10
40,1,6:54.0,A. Len makes free throw 2 of 2,,11,10
41,1,6:38.0,,D. Powell makes 2-pt hook shot from 4 ft,11,12
42,1,6:26.0,Shooting foul by J. Motley (drawn by A. Len),,11,12
43,1,6:26.0,A. Len misses free throw 1 of 2,,11,12
44,1,6:26.0,Offensive rebound by Team,,11,12
45,1,6:26.0,A. Len misses free throw 2 of 2,,11,12
46,1,6:23.0,,Defensive rebound by D. Finney-Smith,11,12
47,1,6:14.0,,J. Motley makes 2-pt jump shot from 4 ft (assist by D. Finney-Smith),11,14
48,1,5:58.0,D. Reed makes 2-pt layup from 3 ft (assist by J. Dudley),,13,14
49,1,5:39.0,,A. Harrison misses 2-pt jump shot from 17 ft,13,14
50,1,5:36.0,,Offensive rebound by D. Powell,13,14
51,1,5:27.0,,J. Motley makes 2-pt dunk from 1 ft (assist by A. Harrison),13,16
52,1,5:11.0,A. Len makes 2-pt dunk from 1 ft (assist by J. Dudley),,15,16
53,1,4:58.0,,K. Collinsworth makes 2-pt jump shot from 9 ft,15,18
54,1,4:43.0,A. Len misses 2-pt jump shot from 3 ft,,15,18
55,1,4:41.0,,Defensive rebound by D. Powell,15,18
56,1,4:30.0,,J. Motley misses 2-pt jump shot from 5 ft,15,18
57,1,4:27.0,Defensive rebound by D. House,,15,18
58,1,4:24.0,D. Reed misses 2-pt jump shot from 22 ft,,15,18
59,1,4:20.0,,Defensive rebound by K. Collinsworth,15,18
60,1,4:12.0,,D. Powell misses 3-pt jump shot from 25 ft,15,18
61,1,4:10.0,Defensive rebound by D. Reed,,15,18
62,1,4:05.0,Personal foul by D. Powell (drawn by J. Dudley),,15,18
63,1,4:05.0,,J. Jones enters the game for J. Motley,15,18
64,1,4:05.0,,M. Kleber enters the game for D. Powell,15,18
65,1,4:05.0,A. Peters enters the game for A. Len,,15,18
66,1,4:05.0,D. Bender enters the game for D. House,,15,18
67,1,4:05.0,S. Harrison enters the game for D. Reed,,15,18
68,1,3:48.0,A. Peters makes 3-pt jump shot from 25 ft (assist by T. Ulis),,18,18
69,1,3:28.0,,D. Finney-Smith makes 3-pt jump shot from 25 ft,18,21
70,1,3:21.0,J. Dudley misses 2-pt layup from 2 ft,,18,21
71,1,3:19.0,Offensive rebound by Team,,18,21
72,1,3:19.0,Turnover by J. Dudley (traveling),,18,21
73,1,2:59.0,,D. Finney-Smith misses 3-pt jump shot from 25 ft,18,21
74,1,2:55.0,Defensive rebound by S. Harrison,,18,21
75,1,2:49.0,D. Bender misses 3-pt jump shot from 25 ft,,18,21
76,1,2:46.0,,Defensive rebound by D. Finney-Smith,18,21
77,1,2:37.0,,J. Jones makes 2-pt hook shot from 11 ft (assist by K. Collinsworth),18,23
78,1,2:37.0,Phoenix full timeout,,18,23
79,1,2:37.0,,Y. Ferrell enters the game for D. Finney-Smith,18,23
80,1,2:29.0,A. Peters makes 2-pt layup at rim (assist by J. Dudley),,20,23
81,1,2:29.0,Shooting foul by J. Jones (drawn by A. Peters),,20,23
82,1,2:29.0,A. Peters makes free throw 1 of 1,,21,23
83,1,2:13.0,,K. Collinsworth misses 2-pt jump shot from 3 ft,21,23
84,1,2:11.0,,Offensive rebound by K. Collinsworth,21,23
85,1,2:09.0,,A. Harrison misses 3-pt jump shot from 24 ft,21,23
86,1,2:07.0,Defensive rebound by A. Peters,,21,23
87,1,2:00.0,S. Harrison makes 2-pt dunk at rim (assist by T. Ulis),,23,23
88,1,1:39.0,,K. Collinsworth misses 2-pt jump shot from 9 ft (block by D. Bender),23,23
89,1,1:39.0,,Offensive rebound by Team,23,23
90,1,1:37.0,,Personal foul by J. Dudley (drawn by J. Jones),23,23
91,1,1:27.0,,J. Jones makes 3-pt jump shot from 25 ft (assist by K. Collinsworth),23,26
92,1,1:17.0,T. Ulis misses 3-pt jump shot from 25 ft,,23,26
93,1,1:15.0,Offensive rebound by D. Bender,,23,26
94,1,1:14.0,D. Bender makes 2-pt layup from 1 ft,,25,26
95,1,0:54.0,,M. Kleber misses 2-pt layup from 1 ft,25,26
96,1,0:54.0,Defensive rebound by A. Peters,,25,26
97,1,0:48.0,A. Peters makes 3-pt jump shot from 26 ft (assist by T. Ulis),,28,26
98,1,0:33.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,28,26
99,1,0:30.0,Defensive rebound by D. Bender,,28,26
100,1,0:11.0,Personal foul by J. Jones (drawn by J. Dudley),,28,26
101,1,0:11.0,J. Dudley misses free throw 1 of 2,,28,26
102,1,0:11.0,Offensive rebound by Team,,28,26
103,1,0:11.0,J. Dudley makes free throw 2 of 2,,29,26
104,1,0:00.0,,Turnover by J. Jones (lost ball; steal by J. Dudley),29,26
105,2,11:43.0,,A. Harrison makes 2-pt jump shot from 5 ft,29,28
106,2,11:34.0,Turnover by T. Ulis (turnover),,29,28
107,2,11:12.0,,Shooting foul by A. Peters (drawn by K. Collinsworth),29,28
108,2,11:12.0,,K. Collinsworth misses free throw 1 of 2,29,28
109,2,11:12.0,,Offensive rebound by Team,29,28
110,2,11:12.0,D. House enters the game for S. Harrison,,29,28
111,2,11:12.0,,K. Collinsworth makes free throw 2 of 2,29,29
112,2,10:54.0,D. House misses 2-pt jump shot from 4 ft (block by M. Kleber),,29,29
113,2,10:50.0,Defensive rebound by Team,,29,29
114,2,10:46.0,A. Peters misses 3-pt jump shot from 25 ft,,29,29
115,2,10:44.0,,Defensive rebound by M. Kleber,29,29
116,2,10:25.0,,Y. Ferrell misses 2-pt jump shot from 16 ft,29,29
117,2,10:24.0,,Offensive rebound by K. Collinsworth,29,29
118,2,10:19.0,,J. Jones misses 2-pt layup from 1 ft (block by J. Dudley),29,29
119,2,10:19.0,,Offensive rebound by Team,29,29
120,2,10:15.0,,M. Kleber makes 2-pt hook shot from 5 ft (assist by K. Collinsworth),29,31
121,2,10:06.0,T. Ulis makes 2-pt jump shot from 18 ft,,31,31
122,2,9:44.0,,A. Harrison makes 3-pt jump shot from 27 ft (assist by M. Kleber),31,34
123,2,9:26.0,Turnover by D. Bender (out of bounds lost ball),,31,34
124,2,9:26.0,A. Len enters the game for A. Peters,,31,34
125,2,9:15.0,,J. Jones misses 3-pt jump shot from 25 ft,31,34
126,2,9:12.0,Defensive rebound by A. Len,,31,34
127,2,9:07.0,Shooting foul by K. Collinsworth (drawn by T. Ulis),,31,34
128,2,9:07.0,T. Ulis makes free throw 1 of 2,,32,34
129,2,9:07.0,T. Ulis makes free throw 2 of 2,,33,34
130,2,8:51.0,,M. Kleber makes 2-pt jump shot from 17 ft (assist by K. Collinsworth),33,36
131,2,8:28.0,T. Ulis makes 2-pt jump shot from 20 ft (assist by A. Len),,35,36
132,2,8:09.0,,A. Harrison misses 2-pt jump shot from 5 ft,35,36
133,2,8:06.0,Defensive rebound by D. House,,35,36
134,2,8:00.0,J. Dudley makes 2-pt jump shot from 15 ft (assist by D. Bender),,37,36
135,2,7:40.0,,Y. Ferrell makes 3-pt jump shot from 24 ft,37,39
136,2,7:19.0,A. Len misses 2-pt layup from 2 ft,,37,39
137,2,7:15.0,,Defensive rebound by A. Harrison,37,39
138,2,7:15.0,,Dallas full timeout,37,39
