,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,UTAH_ACTION,CHARLOTTE_SCORE,UTAH_SCORE
53,1,5:33.0,,J. Ingles makes 2-pt layup from 3 ft (assist by R. Gobert),8,16
54,1,5:18.0,M. Williams misses 3-pt jump shot from 26 ft,,8,16
55,1,5:15.0,Offensive rebound by D. Howard,,8,16
56,1,5:08.0,Personal foul by J. Ingles (drawn by N. Batum),,8,16
57,1,5:08.0,,R. O'Neale enters the game for J. Ingles,8,16
58,1,5:03.0,K. Walker makes 3-pt jump shot from 23 ft,,11,16
59,1,4:44.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Gobert),11,19
60,1,4:24.0,K. Walker misses 2-pt jump shot from 12 ft,,11,19
61,1,4:24.0,Offensive rebound by M. Williams,,11,19
62,1,4:19.0,M. Williams makes 2-pt layup from 2 ft,,13,19
63,1,4:10.0,,Personal foul by K. Walker (drawn by R. O'Neale),13,19
64,1,4:10.0,,A. Burks enters the game for R. Rubio,13,19
65,1,4:10.0,F. Kaminsky enters the game for M. Williams,,13,19
66,1,4:03.0,,D. Mitchell misses 3-pt jump shot from 25 ft,13,19
67,1,4:02.0,Defensive rebound by Team,,13,19
68,1,3:49.0,Turnover by D. Howard (traveling),,13,19
69,1,3:34.0,,D. Mitchell misses 2-pt layup from 1 ft,13,19
70,1,3:31.0,Defensive rebound by D. Howard,,13,19
71,1,3:26.0,N. Batum makes 2-pt jump shot from 20 ft,,15,19
72,1,3:04.0,,J. Jerebko makes 3-pt jump shot from 23 ft (assist by A. Burks),15,22
73,1,2:46.0,F. Kaminsky makes 2-pt jump shot from 16 ft (assist by K. Walker),,17,22
74,1,2:29.0,,J. Jerebko misses 2-pt jump shot from 5 ft,17,22
75,1,2:27.0,Defensive rebound by Team,,17,22
76,1,2:27.0,Charlotte full timeout,,17,22
77,1,2:27.0,,D. Favors enters the game for R. Gobert,17,22
78,1,2:27.0,C. Zeller enters the game for N. Batum,,17,22
79,1,2:27.0,M. Carter-Williams enters the game for D. Howard,,17,22
80,1,2:27.0,J. Lamb enters the game for K. Walker,,17,22
81,1,2:08.0,J. Lamb makes 3-pt jump shot from 25 ft,,20,22
82,1,1:48.0,,Turnover by R. O'Neale (bad pass; steal by F. Kaminsky),20,22
83,1,1:34.0,F. Kaminsky makes 2-pt jump shot from 9 ft,,22,22
84,1,1:17.0,,D. Mitchell makes 3-pt jump shot from 22 ft (assist by A. Burks),22,25
85,1,0:57.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,22,25
86,1,0:54.0,,Defensive rebound by Team,22,25
87,1,0:54.0,Loose ball foul by C. Zeller (drawn by A. Burks),,22,25
88,1,0:38.0,,R. O'Neale makes 3-pt jump shot from 22 ft (assist by D. Mitchell),22,28
89,1,0:22.0,T. Graham makes 2-pt jump shot from 8 ft,,24,28
90,1,0:00.0,,J. Jerebko misses 2-pt jump shot from 5 ft,24,28
91,1,0:00.0,,Offensive rebound by Team,24,28
92,2,11:49.0,,D. Favors misses 2-pt jump shot from 17 ft,24,28
93,2,11:46.0,Defensive rebound by M. Carter-Williams,,24,28
94,2,11:34.0,Shooting foul by A. Burks (drawn by F. Kaminsky),,24,28
95,2,11:34.0,F. Kaminsky makes free throw 1 of 2,,25,28
96,2,11:34.0,F. Kaminsky makes free throw 2 of 2,,26,28
97,2,11:18.0,,Turnover by D. Favors (turnover),26,28
98,2,11:06.0,J. Lamb misses 2-pt jump shot from 13 ft,,26,28
99,2,11:04.0,,Defensive rebound by A. Burks,26,28
100,2,10:46.0,,R. O'Neale misses 2-pt jump shot from 4 ft,26,28
101,2,10:43.0,Defensive rebound by J. Lamb,,26,28
102,2,10:38.0,M. Carter-Williams misses 3-pt jump shot from 25 ft,,26,28
103,2,10:35.0,,Defensive rebound by R. Neto,26,28
104,2,10:23.0,,A. Burks misses 3-pt jump shot from 23 ft,26,28
105,2,10:18.0,Defensive rebound by J. Lamb,,26,28
106,2,10:03.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by J. Lamb),,29,28
107,2,9:37.0,,A. Burks misses 2-pt layup from 2 ft,29,28
108,2,9:34.0,Defensive rebound by J. Lamb,,29,28
109,2,9:29.0,J. Lamb makes 2-pt jump shot from 3 ft,,31,28
110,2,9:29.0,,Utah full timeout,31,28
111,2,9:29.0,,J. Ingles enters the game for A. Burks,31,28
112,2,9:29.0,,E. Udoh enters the game for D. Favors,31,28
113,2,9:18.0,,Turnover by J. Ingles (bad pass; steal by J. Lamb),31,28
114,2,9:10.0,Turnover by J. Lamb (lost ball; steal by E. Udoh),,31,28
115,2,8:56.0,,J. Jerebko makes 3-pt jump shot from 24 ft (assist by R. O'Neale),31,31
116,2,8:35.0,M. Carter-Williams misses 2-pt jump shot from 5 ft,,31,31
117,2,8:33.0,,Defensive rebound by R. O'Neale,31,31
118,2,8:24.0,,Turnover by R. O'Neale (lost ball; steal by J. Lamb),31,31
119,2,8:22.0,Personal foul by R. O'Neale (drawn by J. Lamb),,31,31
120,2,8:22.0,,R. Rubio enters the game for R. O'Neale,31,31
121,2,8:22.0,,D. Mitchell enters the game for R. Neto,31,31
122,2,8:09.0,F. Kaminsky misses 2-pt jump shot from 14 ft,,31,31
123,2,8:07.0,,Defensive rebound by D. Mitchell,31,31
124,2,8:02.0,,Shooting foul by M. Carter-Williams (drawn by D. Mitchell),31,31
125,2,8:02.0,,D. Mitchell misses free throw 1 of 2,31,31
126,2,8:02.0,,Offensive rebound by Team,31,31
127,2,8:02.0,,D. Mitchell makes free throw 2 of 2,31,32
128,2,7:53.0,C. Zeller misses 2-pt layup from 1 ft (block by J. Jerebko),,31,32
129,2,7:50.0,,Defensive rebound by J. Jerebko,31,32
130,2,7:45.0,,J. Jerebko makes 2-pt layup from 3 ft (assist by R. Rubio),31,34
131,2,7:32.0,J. Lamb makes 2-pt jump shot from 5 ft (assist by M. Carter-Williams),,33,34
132,2,7:32.0,Shooting foul by R. Rubio (drawn by J. Lamb),,33,34
133,2,7:32.0,J. Lamb makes free throw 1 of 1,,34,34
134,2,7:26.0,,Personal foul by J. Lamb (drawn by J. Ingles),34,34
135,2,7:26.0,,R. Gobert enters the game for E. Udoh,34,34
136,2,7:12.0,,R. Gobert misses 2-pt layup from 2 ft,34,34
137,2,7:08.0,Defensive rebound by C. Zeller,,34,34
138,2,6:56.0,J. Lamb makes 2-pt jump shot from 19 ft,,36,34
139,2,6:49.0,,J. Ingles misses 3-pt jump shot from 26 ft,36,34
140,2,6:46.0,Defensive rebound by M. Carter-Williams,,36,34
141,2,6:42.0,,D. Favors enters the game for J. Jerebko,36,34
142,2,6:42.0,K. Walker enters the game for T. Graham,,36,34
143,2,6:34.0,F. Kaminsky makes 2-pt jump shot from 2 ft (assist by J. Lamb),,38,34
144,2,6:20.0,,D. Favors makes 2-pt dunk from 2 ft (assist by R. Rubio),38,36
145,2,6:01.0,M. Carter-Williams misses 2-pt jump shot from 17 ft,,38,36
146,2,5:58.0,,Defensive rebound by D. Mitchell,38,36
147,2,5:55.0,,Personal foul by M. Carter-Williams (drawn by D. Mitchell),38,36
148,2,5:55.0,N. Batum enters the game for M. Carter-Williams,,38,36
149,2,5:48.0,,Turnover by R. Rubio (bad pass; steal by J. Lamb),38,36
150,2,5:39.0,C. Zeller misses 2-pt hook shot from 5 ft (block by R. Gobert),,38,36
151,2,5:36.0,,Defensive rebound by D. Mitchell,38,36
152,2,5:33.0,,J. Ingles makes 3-pt jump shot from 24 ft (assist by R. Rubio),38,39
153,2,5:20.0,Charlotte full timeout,,38,39
154,2,5:20.0,D. Howard enters the game for C. Zeller,,38,39
155,2,5:02.0,K. Walker misses 2-pt jump shot from 20 ft (block by J. Ingles),,38,39
156,2,4:57.0,,Defensive rebound by D. Favors,38,39
157,2,4:51.0,,D. Mitchell misses 3-pt jump shot from 25 ft,38,39
158,2,4:48.0,,Offensive rebound by Team,38,39
159,2,4:48.0,,Personal foul by K. Walker (drawn by R. Gobert),38,39
160,2,4:48.0,M. Kidd-Gilchrist enters the game for J. Lamb,,38,39
161,2,4:48.0,M. Williams enters the game for F. Kaminsky,,38,39
162,2,4:41.0,,J. Ingles misses 3-pt jump shot from 25 ft,38,39
163,2,4:36.0,Defensive rebound by M. Williams,,38,39
164,2,4:28.0,K. Walker misses 2-pt layup from 3 ft (block by R. Gobert),,38,39
165,2,4:25.0,,Defensive rebound by J. Ingles,38,39
166,2,4:21.0,,D. Mitchell makes 2-pt dunk from 5 ft (assist by J. Ingles),38,41
167,2,4:07.0,Shooting foul by D. Favors (drawn by M. Williams),,38,41
168,2,4:07.0,M. Williams makes free throw 1 of 2,,39,41
169,2,4:07.0,M. Williams makes free throw 2 of 2,,40,41
170,2,3:45.0,,R. Gobert makes 2-pt jump shot from 3 ft (assist by R. Rubio),40,43
171,2,3:30.0,M. Kidd-Gilchrist makes 2-pt jump shot from 7 ft,,42,43
172,2,3:14.0,,R. Rubio makes 2-pt layup from 2 ft,42,45
173,2,2:57.0,M. Williams misses 2-pt jump shot from 8 ft,,42,45
174,2,2:55.0,Offensive rebound by D. Howard,,42,45
175,2,2:53.0,D. Howard misses 2-pt jump shot from 3 ft (block by D. Mitchell),,42,45
176,2,2:53.0,,Defensive rebound by J. Ingles,42,45
177,2,2:37.0,,D. Mitchell misses 2-pt layup from 3 ft (block by M. Williams),42,45
178,2,2:37.0,,Offensive rebound by Team,42,45
179,2,2:28.0,,R. Rubio misses 3-pt jump shot from 26 ft,42,45
180,2,2:28.0,,Offensive rebound by Team,42,45
181,2,2:27.0,,Turnover by Team (shot clock),42,45
182,2,2:12.0,N. Batum misses 3-pt jump shot from 24 ft,,42,45
183,2,2:10.0,,Defensive rebound by Team,42,45
184,2,2:10.0,Loose ball foul by D. Howard (drawn by R. Gobert),,42,45
185,2,2:10.0,,R. Gobert misses free throw 1 of 2,42,45
186,2,2:10.0,,Offensive rebound by Team,42,45
187,2,2:10.0,,R. Gobert misses free throw 2 of 2,42,45
188,2,2:08.0,Defensive rebound by D. Howard,,42,45
189,2,1:56.0,K. Walker makes 2-pt jump shot from 19 ft,,44,45
190,2,1:37.0,,J. Ingles makes 2-pt layup from 6 ft,44,47
191,2,1:19.0,Turnover by N. Batum (bad pass; steal by D. Favors),,44,47
192,2,1:09.0,,R. Gobert makes 2-pt layup from 5 ft (assist by J. Ingles),44,49
193,2,1:09.0,,Shooting foul by D. Howard (drawn by R. Gobert),44,49
194,2,1:09.0,M. Carter-Williams enters the game for K. Walker,,44,49
195,2,1:09.0,,R. Gobert makes free throw 1 of 1,44,50
196,2,0:57.0,N. Batum misses 2-pt jump shot from 15 ft,,44,50
197,2,0:54.0,,Defensive rebound by R. Gobert,44,50
198,2,0:46.0,,R. Rubio makes 2-pt layup from 2 ft,44,52
199,2,0:32.0,M. Kidd-Gilchrist misses 2-pt jump shot from 12 ft,,44,52
200,2,0:30.0,,Defensive rebound by D. Favors,44,52
201,2,0:18.0,,D. Mitchell makes 3-pt jump shot from 24 ft,44,55
202,2,0:03.0,Personal foul by D. Favors (drawn by M. Williams),,44,55
203,2,0:03.0,M. Williams makes free throw 1 of 2,,45,55
204,2,0:03.0,C. Zeller enters the game for D. Howard,,45,55
205,2,0:03.0,M. Williams makes free throw 2 of 2,,46,55
206,2,0:00.0,,D. Mitchell misses 3-pt jump shot from 25 ft,46,55
207,2,0:00.0,,Offensive rebound by Team,46,55
208,3,11:50.0,,R. Gobert makes 2-pt jump shot from 18 ft (assist by J. Ingles),46,57
209,3,11:33.0,K. Walker misses 2-pt jump shot from 10 ft,,46,57
210,3,11:32.0,,Defensive rebound by R. Gobert,46,57
211,3,11:23.0,,D. Mitchell misses 2-pt jump shot from 12 ft,46,57
212,3,11:19.0,Defensive rebound by M. Williams,,46,57
213,3,11:15.0,Shooting foul by D. Favors (drawn by M. Williams),,46,57
214,3,11:15.0,M. Williams makes free throw 1 of 2,,47,57
215,3,11:15.0,M. Williams makes free throw 2 of 2,,48,57
216,3,11:01.0,,J. Ingles misses 3-pt jump shot from 23 ft,48,57
217,3,10:57.0,Defensive rebound by D. Howard,,48,57
218,3,10:44.0,D. Howard makes 2-pt jump shot from 14 ft (assist by M. Kidd-Gilchrist),,50,57
219,3,10:26.0,,Turnover by R. Rubio (bad pass; steal by N. Batum),50,57
220,3,10:18.0,D. Howard makes 2-pt layup from 2 ft,,52,57
221,3,10:03.0,,R. Rubio misses 2-pt jump shot from 14 ft,52,57
222,3,10:00.0,Defensive rebound by D. Howard,,52,57
223,3,9:53.0,M. Kidd-Gilchrist makes 2-pt layup from 3 ft (assist by N. Batum),,54,57
224,3,9:53.0,Shooting foul by D. Favors (drawn by M. Kidd-Gilchrist),,54,57
225,3,9:53.0,,J. Jerebko enters the game for D. Favors,54,57
226,3,9:53.0,M. Kidd-Gilchrist makes free throw 1 of 1,,55,57
227,3,9:43.0,,R. Rubio misses 2-pt layup from 7 ft,55,57
228,3,9:41.0,Defensive rebound by D. Howard,,55,57
229,3,9:33.0,Shooting foul by R. Rubio (drawn by D. Howard),,55,57
230,3,9:33.0,D. Howard misses free throw 1 of 2,,55,57
231,3,9:33.0,Offensive rebound by Team,,55,57
232,3,9:33.0,D. Howard misses free throw 2 of 2,,55,57
233,3,9:31.0,,Defensive rebound by J. Jerebko,55,57
234,3,9:27.0,,Personal foul by M. Kidd-Gilchrist (drawn by D. Mitchell),55,57
235,3,9:21.0,,Shooting foul by D. Howard (drawn by D. Mitchell),55,57
236,3,9:21.0,,D. Mitchell makes free throw 1 of 2,55,58
237,3,9:21.0,,D. Mitchell makes free throw 2 of 2,55,59
238,3,9:10.0,D. Howard misses 2-pt hook shot from 5 ft,,55,59
239,3,9:08.0,,Defensive rebound by R. Gobert,55,59
240,3,9:00.0,,J. Ingles makes 3-pt jump shot from 22 ft (assist by D. Mitchell),55,62
241,3,8:45.0,N. Batum makes 3-pt jump shot from 25 ft (assist by K. Walker),,58,62
242,3,8:29.0,,R. Gobert makes 2-pt dunk from 5 ft (assist by R. Rubio),58,64
243,3,8:11.0,M. Williams makes 3-pt jump shot from 24 ft (assist by K. Walker),,61,64
244,3,7:54.0,,J. Ingles makes 2-pt layup from 3 ft (assist by R. Gobert),61,66
245,3,7:54.0,Charlotte full timeout,,61,66
246,3,7:42.0,K. Walker makes 3-pt jump shot from 26 ft,,64,66
247,3,7:27.0,,Shooting foul by D. Howard (drawn by R. Gobert),64,66
248,3,7:27.0,,R. Gobert makes free throw 1 of 2,64,67
249,3,7:27.0,,R. Neto enters the game for R. Rubio,64,67
250,3,7:27.0,C. Zeller enters the game for D. Howard,,64,67
251,3,7:27.0,,R. Gobert makes free throw 2 of 2,64,68
252,3,7:16.0,K. Walker makes 3-pt jump shot from 25 ft,,67,68
253,3,7:01.0,,D. Mitchell misses 2-pt jump shot from 12 ft,67,68
254,3,6:59.0,Defensive rebound by C. Zeller,,67,68
255,3,6:54.0,K. Walker misses 3-pt jump shot from 25 ft,,67,68
256,3,6:51.0,,Defensive rebound by D. Mitchell,67,68
257,3,6:43.0,,R. Gobert makes 2-pt layup from 2 ft (assist by D. Mitchell),67,70
258,3,6:27.0,N. Batum misses 2-pt jump shot from 22 ft,,67,70
259,3,6:23.0,,Defensive rebound by J. Ingles,67,70
260,3,6:16.0,,J. Ingles misses 2-pt jump shot from 17 ft,67,70
261,3,6:16.0,Defensive rebound by K. Walker,,67,70
262,3,6:10.0,Turnover by K. Walker (traveling),,67,70
263,3,6:10.0,,R. O'Neale enters the game for J. Ingles,67,70
264,3,5:59.0,,R. Neto misses 3-pt jump shot from 26 ft,67,70
265,3,5:55.0,Defensive rebound by M. Williams,,67,70
266,3,5:49.0,K. Walker misses 3-pt jump shot from 26 ft,,67,70
267,3,5:45.0,,Defensive rebound by R. Gobert,67,70
268,3,5:35.0,,J. Jerebko misses 3-pt jump shot from 25 ft,67,70
269,3,5:32.0,Defensive rebound by K. Walker,,67,70
270,3,5:25.0,K. Walker makes 2-pt jump shot from 12 ft,,69,70
271,3,5:07.0,,R. O'Neale misses 3-pt jump shot from 23 ft,69,70
272,3,5:04.0,Defensive rebound by C. Zeller,,69,70
273,3,4:51.0,C. Zeller makes 2-pt layup from 3 ft (assist by N. Batum),,71,70
274,3,4:31.0,,R. O'Neale makes 2-pt jump shot from 5 ft,71,72
275,3,4:10.0,N. Batum misses 2-pt jump shot from 12 ft,,71,72
276,3,4:09.0,,Defensive rebound by R. Gobert,71,72
277,3,3:52.0,,R. O'Neale makes 3-pt jump shot from 23 ft (assist by R. Neto),71,75
278,3,3:34.0,N. Batum makes 2-pt jump shot from 13 ft (assist by C. Zeller),,73,75
279,3,3:25.0,,Utah full timeout,73,75
280,3,3:25.0,,E. Udoh enters the game for R. Gobert,73,75
281,3,3:25.0,F. Kaminsky enters the game for M. Williams,,73,75
282,3,3:25.0,T. Graham enters the game for M. Kidd-Gilchrist,,73,75
283,3,3:15.0,,D. Mitchell misses 3-pt jump shot from 25 ft,73,75
284,3,3:11.0,Defensive rebound by C. Zeller,,73,75
285,3,2:53.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,73,75
286,3,2:50.0,,Defensive rebound by R. Neto,73,75
287,3,2:42.0,,Turnover by D. Mitchell (traveling),73,75
288,3,2:35.0,Personal foul by R. O'Neale (drawn by N. Batum),,73,75
289,3,2:35.0,,A. Burks enters the game for R. O'Neale,73,75
290,3,2:35.0,,J. Ingles enters the game for D. Mitchell,73,75
291,3,2:20.0,C. Zeller makes 2-pt layup from 2 ft (assist by K. Walker),,75,75
292,3,2:02.0,,J. Jerebko makes 2-pt dunk from 2 ft (assist by A. Burks),75,77
293,3,1:44.0,N. Batum misses 3-pt jump shot from 25 ft,,75,77
294,3,1:43.0,,Defensive rebound by J. Jerebko,75,77
295,3,1:33.0,,J. Jerebko misses 2-pt jump shot from 9 ft,75,77
296,3,1:30.0,Defensive rebound by T. Graham,,75,77
297,3,1:26.0,N. Batum makes 2-pt layup from 2 ft (assist by T. Graham),,77,77
298,3,1:06.0,,E. Udoh makes 2-pt layup from 2 ft (assist by R. Neto),77,79
299,3,0:52.0,F. Kaminsky misses 3-pt jump shot from 25 ft,,77,79
300,3,0:49.0,,Defensive rebound by J. Jerebko,77,79
301,3,0:41.0,,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Neto),77,82
302,3,0:28.0,K. Walker misses 3-pt jump shot from 25 ft,,77,82
303,3,0:26.0,,Defensive rebound by J. Ingles,77,82
304,3,0:02.0,,R. Neto makes 2-pt layup from 2 ft (assist by J. Ingles),77,84
305,3,0:00.0,K. Walker misses 3-pt jump shot from 30 ft,,77,84
306,3,0:00.0,Offensive rebound by Team,,77,84
307,4,11:46.0,Turnover by J. Lamb (bad pass; steal by E. Udoh),,77,84
308,4,11:31.0,,J. Jerebko misses 2-pt jump shot from 21 ft,77,84
309,4,11:28.0,Defensive rebound by C. Zeller,,77,84
310,4,11:17.0,M. Carter-Williams makes 2-pt jump shot from 12 ft (assist by F. Kaminsky),,79,84
311,4,10:58.0,,Personal foul by M. Carter-Williams (drawn by J. Jerebko),79,84
312,4,10:58.0,,R. O'Neale enters the game for A. Burks,79,84
313,4,10:58.0,,D. Favors enters the game for J. Jerebko,79,84
314,4,10:49.0,,Turnover by J. Ingles (step out of bounds),79,84
315,4,10:33.0,C. Zeller misses 2-pt jump shot from 21 ft,,79,84
316,4,10:29.0,,Defensive rebound by D. Favors,79,84
317,4,10:22.0,,E. Udoh misses 2-pt layup from 1 ft,79,84
318,4,10:22.0,Defensive rebound by T. Graham,,79,84
319,4,10:16.0,M. Carter-Williams misses 2-pt jump shot from 6 ft,,79,84
320,4,10:14.0,,Defensive rebound by E. Udoh,79,84
321,4,10:03.0,,Personal foul by J. Lamb (drawn by R. O'Neale),79,84
322,4,10:03.0,,D. Mitchell enters the game for R. Neto,79,84
323,4,9:56.0,,E. Udoh makes 2-pt layup from 2 ft (assist by J. Ingles),79,86
324,4,9:33.0,F. Kaminsky misses 2-pt jump shot from 15 ft,,79,86
325,4,9:29.0,,Defensive rebound by E. Udoh,79,86
326,4,9:18.0,,D. Favors misses 2-pt jump shot from 6 ft,79,86
327,4,9:16.0,,Offensive rebound by E. Udoh,79,86
328,4,9:08.0,,R. O'Neale misses 2-pt jump shot from 11 ft (block by M. Carter-Williams),79,86
329,4,9:08.0,Defensive rebound by T. Graham,,79,86
330,4,9:02.0,Personal foul by R. O'Neale (drawn by M. Carter-Williams),,79,86
331,4,8:54.0,J. Lamb misses 2-pt layup from 3 ft,,79,86
332,4,8:52.0,,Defensive rebound by R. O'Neale,79,86
333,4,8:45.0,,Shooting foul by C. Zeller (drawn by J. Ingles),79,86
334,4,8:45.0,,J. Ingles makes free throw 1 of 2,79,87
335,4,8:45.0,,J. Ingles makes free throw 2 of 2,79,88
336,4,8:24.0,M. Carter-Williams misses 2-pt layup from 4 ft,,79,88
337,4,8:22.0,,Defensive rebound by R. O'Neale,79,88
338,4,8:07.0,,D. Mitchell makes 2-pt jump shot from 4 ft,79,90
339,4,8:07.0,,Shooting foul by M. Carter-Williams (drawn by D. Mitchell),79,90
340,4,8:07.0,Charlotte full timeout,,79,90
341,4,8:07.0,,R. Gobert enters the game for J. Ingles,79,90
342,4,8:07.0,,A. Burks enters the game for E. Udoh,79,90
343,4,8:07.0,K. Walker enters the game for T. Graham,,79,90
344,4,8:07.0,,D. Mitchell makes free throw 1 of 1,79,91
345,4,7:54.0,F. Kaminsky misses 2-pt layup from 4 ft,,79,91
346,4,7:52.0,,Defensive rebound by R. Gobert,79,91
347,4,7:45.0,,Turnover by A. Burks (bad pass; steal by J. Lamb),79,91
348,4,7:42.0,Shooting foul by D. Mitchell (drawn by M. Carter-Williams),,79,91
349,4,7:42.0,M. Carter-Williams makes free throw 1 of 2,,80,91
350,4,7:42.0,,R. Neto enters the game for A. Burks,80,91
351,4,7:42.0,M. Carter-Williams makes free throw 2 of 2,,81,91
352,4,7:29.0,,D. Mitchell misses 3-pt jump shot from 26 ft,81,91
353,4,7:25.0,,Offensive rebound by D. Mitchell,81,91
354,4,7:22.0,,Turnover by D. Mitchell (lost ball; steal by C. Zeller),81,91
355,4,7:13.0,J. Lamb misses 2-pt jump shot from 19 ft (block by R. O'Neale),,81,91
356,4,7:05.0,Offensive rebound by J. Lamb,,81,91
357,4,7:03.0,K. Walker misses 2-pt layup from 2 ft,,81,91
358,4,7:03.0,,Defensive rebound by R. O'Neale,81,91
359,4,6:52.0,,D. Mitchell makes 2-pt jump shot from 4 ft,81,93
360,4,6:36.0,M. Carter-Williams makes 3-pt jump shot from 22 ft (assist by F. Kaminsky),,84,93
361,4,6:16.0,,D. Mitchell misses 3-pt jump shot from 25 ft,84,93
362,4,6:14.0,Defensive rebound by C. Zeller,,84,93
363,4,5:57.0,K. Walker makes 2-pt jump shot from 17 ft (assist by C. Zeller),,86,93
364,4,5:54.0,,Utah full timeout,86,93
365,4,5:54.0,M. Williams enters the game for M. Carter-Williams,,86,93
366,4,5:54.0,D. Howard enters the game for C. Zeller,,86,93
367,4,5:54.0,N. Batum enters the game for F. Kaminsky,,86,93
368,4,5:54.0,,J. Ingles enters the game for R. Neto,86,93
369,4,5:30.0,,R. O'Neale misses 2-pt jump shot from 7 ft,86,93
370,4,5:30.0,Defensive rebound by Team,,86,93
371,4,5:30.0,,Loose ball foul by R. Gobert (drawn by D. Howard),86,93
372,4,5:06.0,D. Howard misses 2-pt jump shot from 20 ft,,86,93
373,4,5:06.0,,Defensive rebound by Team,86,93
374,4,4:54.0,,D. Favors misses 3-pt jump shot from 23 ft,86,93
375,4,4:51.0,,Offensive rebound by R. Gobert,86,93
376,4,4:48.0,,R. O'Neale misses 3-pt jump shot from 25 ft,86,93
377,4,4:48.0,,Offensive rebound by R. Gobert,86,93
378,4,4:46.0,,Shooting foul by D. Howard (drawn by R. Gobert),86,93
