,QUARTER,TIME_REMAINING,HOUSTON_ACTION,WASHINGTON_ACTION,HOUSTON_SCORE,WASHINGTON_SCORE
46,1,6:10.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by M. Morris),10,14
47,1,5:43.0,T. Black misses 2-pt layup from 2 ft,,10,14
48,1,5:42.0,,Defensive rebound by M. Morris,10,14
49,1,5:37.0,Violation by T. Black (kicked ball),,10,14
50,1,5:28.0,,B. Beal misses 3-pt jump shot from 26 ft,10,14
51,1,5:23.0,Defensive rebound by R. Anderson,,10,14
52,1,5:02.0,Shooting foul by B. Beal (drawn by J. Harden),,10,14
53,1,5:02.0,J. Harden makes free throw 1 of 2,,11,14
54,1,5:02.0,G. Green enters the game for T. Ariza,,11,14
55,1,5:02.0,J. Harden makes free throw 2 of 2,,12,14
56,1,4:50.0,,M. Gortat makes 2-pt dunk from 1 ft (assist by J. Wall),12,16
57,1,4:36.0,R. Anderson misses 3-pt jump shot from 29 ft,,12,16
58,1,4:35.0,Offensive rebound by Team,,12,16
59,1,4:35.0,,Loose ball foul by M. Gortat (drawn by T. Black),12,16
60,1,4:30.0,Turnover by J. Harden (bad pass; steal by J. Wall),,12,16
61,1,4:26.0,,J. Wall makes 2-pt layup from 1 ft (assist by O. Porter),12,18
62,1,4:12.0,T. Black makes 2-pt dunk from 1 ft (assist by J. Harden),,14,18
63,1,3:48.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by M. Gortat),14,21
64,1,3:36.0,J. Harden makes 3-pt jump shot from 29 ft,,17,21
65,1,3:21.0,,Personal foul by J. Harden (drawn by M. Gortat),17,21
66,1,3:08.0,,J. Wall misses 3-pt jump shot from 24 ft,17,21
67,1,3:06.0,Defensive rebound by R. Anderson,,17,21
68,1,2:48.0,G. Green misses 3-pt jump shot from 24 ft,,17,21
69,1,2:43.0,,Defensive rebound by M. Morris,17,21
70,1,2:38.0,,B. Beal makes 2-pt layup at rim,17,23
71,1,2:26.0,E. Gordon makes 2-pt layup from 1 ft,,19,23
72,1,2:05.0,Houston full timeout,,19,23
73,1,2:05.0,,T. Satoranský enters the game for J. Wall,19,23
74,1,2:05.0,,K. Oubre enters the game for M. Gortat,19,23
75,1,2:05.0,,I. Mahinmi enters the game for O. Porter,19,23
76,1,2:05.0,T. Ariza enters the game for R. Anderson,,19,23
77,1,2:05.0,C. Paul enters the game for G. Green,,19,23
78,1,1:57.0,,M. Morris misses 2-pt jump shot from 8 ft,19,23
79,1,1:55.0,Defensive rebound by T. Black,,19,23
80,1,1:37.0,J. Harden misses 2-pt jump shot from 20 ft,,19,23
81,1,1:33.0,Offensive rebound by T. Black,,19,23
82,1,1:25.0,J. Harden misses 2-pt layup from 1 ft,,19,23
83,1,1:23.0,,Defensive rebound by M. Morris,19,23
84,1,1:06.0,,M. Morris misses 3-pt jump shot from 25 ft,19,23
85,1,1:04.0,,Offensive rebound by Team,19,23
86,1,1:04.0,Loose ball foul by C. Paul (drawn by T. Satoranský),,19,23
87,1,1:04.0,G. Green enters the game for J. Harden,,19,23
88,1,0:59.0,,K. Oubre makes 2-pt layup at rim,19,25
89,1,0:45.0,E. Gordon makes 2-pt layup from 1 ft,,21,25
90,1,0:34.0,,M. Morris misses 2-pt hook shot from 11 ft,21,25
91,1,0:32.0,Defensive rebound by T. Black,,21,25
92,1,0:15.0,T. Black makes 2-pt layup at rim (assist by C. Paul),,23,25
93,1,0:03.0,,B. Beal makes 2-pt layup from 1 ft,23,27
94,1,0:00.0,C. Paul misses 2-pt jump shot from 18 ft,,23,27
95,1,0:00.0,Offensive rebound by Team,,23,27
96,2,11:43.0,T. Ariza misses 3-pt jump shot from 26 ft,,23,27
97,2,11:39.0,,Defensive rebound by O. Porter,23,27
98,2,11:23.0,,O. Porter misses 3-pt jump shot from 26 ft,23,27
99,2,11:21.0,Defensive rebound by Z. Qi,,23,27
100,2,11:20.0,Offensive foul by Z. Qi (drawn by J. Meeks),,23,27
101,2,11:20.0,Turnover by Z. Qi (offensive foul),,23,27
102,2,11:10.0,,T. Satoranský makes 2-pt layup from 1 ft,23,29
103,2,11:10.0,Violation by Z. Qi (def goaltending),,23,29
104,2,10:57.0,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),,26,29
105,2,10:33.0,,K. Oubre misses 3-pt jump shot from 27 ft,26,29
106,2,10:29.0,,Offensive rebound by O. Porter,26,29
107,2,10:26.0,,J. Meeks makes 3-pt jump shot from 25 ft (assist by O. Porter),26,32
108,2,10:15.0,Z. Qi misses 3-pt jump shot from 26 ft,,26,32
109,2,10:10.0,,Defensive rebound by J. Meeks,26,32
110,2,10:08.0,,Turnover by T. Satoranský (bad pass; steal by G. Green),26,32
111,2,9:58.0,G. Green makes 2-pt jump shot from 19 ft,,28,32
112,2,9:39.0,,T. Satoranský makes 2-pt dunk from 1 ft (assist by O. Porter),28,34
113,2,9:20.0,C. Paul misses 3-pt jump shot from 26 ft,,28,34
114,2,9:15.0,,Defensive rebound by J. Meeks,28,34
115,2,9:12.0,,O. Porter misses 3-pt jump shot from 25 ft,28,34
116,2,9:11.0,Defensive rebound by Team,,28,34
117,2,9:11.0,P. Tucker enters the game for E. Gordon,,28,34
118,2,9:02.0,C. Paul makes 2-pt jump shot from 16 ft,,30,34
119,2,8:46.0,,Personal foul by Z. Qi (drawn by K. Oubre),30,34
120,2,8:41.0,,J. Meeks makes 2-pt jump shot from 17 ft (assist by T. Satoranský),30,36
121,2,8:32.0,Shooting foul by I. Mahinmi (drawn by Z. Qi),,30,36
122,2,8:32.0,Z. Qi misses free throw 1 of 2,,30,36
123,2,8:32.0,Offensive rebound by Team,,30,36
124,2,8:32.0,Z. Qi misses free throw 2 of 2,,30,36
125,2,8:29.0,,Defensive rebound by I. Mahinmi,30,36
126,2,8:19.0,,Turnover by J. Meeks (bad pass; steal by C. Paul),30,36
127,2,8:10.0,P. Tucker misses 2-pt layup from 2 ft (block by I. Mahinmi),,30,36
128,2,8:10.0,,Defensive rebound by O. Porter,30,36
129,2,8:05.0,,O. Porter makes 2-pt layup from 7 ft,30,38
130,2,8:05.0,,Shooting foul by P. Tucker (drawn by O. Porter),30,38
131,2,8:05.0,,O. Porter makes free throw 1 of 1,30,39
132,2,7:52.0,Personal foul by O. Porter (drawn by C. Paul),,30,39
133,2,7:45.0,Z. Qi misses 3-pt jump shot from 26 ft,,30,39
134,2,7:44.0,,Defensive rebound by Team,30,39
135,2,7:31.0,,K. Oubre misses 3-pt jump shot from 29 ft,30,39
136,2,7:27.0,Defensive rebound by T. Ariza,,30,39
137,2,7:09.0,T. Ariza makes 2-pt layup from 1 ft,,32,39
138,2,6:48.0,,O. Porter misses 2-pt jump shot from 12 ft,32,39
139,2,6:41.0,,Offensive rebound by K. Oubre,32,39
140,2,6:41.0,,K. Oubre makes 2-pt layup at rim,32,41
141,2,6:38.0,T. Ariza misses 3-pt jump shot from 24 ft,,32,41
142,2,6:31.0,Offensive rebound by G. Green,,32,41
143,2,6:31.0,G. Green misses 2-pt layup at rim,,32,41
144,2,6:30.0,,Defensive rebound by I. Mahinmi,32,41
145,2,6:29.0,,J. Meeks makes 3-pt jump shot from 22 ft (assist by T. Satoranský),32,44
146,2,6:29.0,,Shooting foul by P. Tucker (drawn by J. Meeks),32,44
147,2,6:29.0,,Washington full timeout,32,44
148,2,6:29.0,,J. Wall enters the game for O. Porter,32,44
149,2,6:29.0,,B. Beal enters the game for T. Satoranský,32,44
150,2,6:29.0,J. Harden enters the game for C. Paul,,32,44
151,2,6:29.0,R. Anderson enters the game for Z. Qi,,32,44
152,2,6:29.0,E. Gordon enters the game for P. Tucker,,32,44
153,2,6:29.0,,J. Meeks makes free throw 1 of 1,32,45
154,2,6:11.0,E. Gordon misses 2-pt layup from 5 ft,,32,45
155,2,6:09.0,Offensive rebound by R. Anderson,,32,45
156,2,6:08.0,R. Anderson makes 2-pt layup from 1 ft,,34,45
157,2,5:51.0,,K. Oubre misses 2-pt layup from 2 ft,34,45
158,2,5:50.0,,Offensive rebound by I. Mahinmi,34,45
159,2,5:50.0,,Shooting foul by G. Green (drawn by I. Mahinmi),34,45
160,2,5:50.0,,I. Mahinmi makes free throw 1 of 2,34,46
161,2,5:50.0,,I. Mahinmi misses free throw 2 of 2,34,46
162,2,5:48.0,Defensive rebound by R. Anderson,,34,46
163,2,5:40.0,Turnover by J. Harden (bad pass; steal by J. Meeks),,34,46
164,2,5:35.0,,Turnover by J. Meeks (bad pass),34,46
165,2,5:35.0,,M. Morris enters the game for I. Mahinmi,34,46
166,2,5:26.0,Personal foul by K. Oubre (drawn by E. Gordon),,34,46
167,2,5:26.0,P. Tucker enters the game for G. Green,,34,46
168,2,5:12.0,R. Anderson makes 2-pt jump shot from 10 ft (assist by J. Harden),,36,46
169,2,4:57.0,,Turnover by J. Meeks (turnover),36,46
170,2,4:46.0,J. Harden makes 2-pt jump shot from 3 ft,,38,46
171,2,4:46.0,Shooting foul by M. Morris (drawn by J. Harden),,38,46
172,2,4:46.0,,O. Porter enters the game for J. Meeks,38,46
173,2,4:46.0,J. Harden makes free throw 1 of 1,,39,46
174,2,4:34.0,,B. Beal misses 2-pt layup from 10 ft,39,46
175,2,4:31.0,Defensive rebound by P. Tucker,,39,46
176,2,4:20.0,T. Ariza misses 3-pt jump shot from 25 ft,,39,46
177,2,4:16.0,,Defensive rebound by K. Oubre,39,46
178,2,4:14.0,,Personal foul by T. Ariza (drawn by M. Morris),39,46
179,2,4:14.0,,M. Morris makes free throw 1 of 2,39,47
180,2,4:14.0,,M. Morris makes free throw 2 of 2,39,48
181,2,4:03.0,E. Gordon makes 3-pt jump shot from 27 ft,,42,48
182,2,3:45.0,,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),42,51
183,2,3:20.0,Turnover by E. Gordon (bad pass; steal by K. Oubre),,42,51
184,2,3:17.0,,K. Oubre makes 2-pt layup from 1 ft,42,53
185,2,2:51.0,R. Anderson misses 3-pt jump shot from 22 ft,,42,53
186,2,2:47.0,,Defensive rebound by M. Morris,42,53
187,2,2:43.0,,J. Wall makes 2-pt layup at rim,42,55
188,2,2:39.0,Houston full timeout,,42,55
189,2,2:39.0,T. Black enters the game for P. Tucker,,42,55
190,2,2:27.0,Turnover by J. Harden (bad pass; steal by J. Wall),,42,55
191,2,2:23.0,,B. Beal makes 2-pt dunk at rim (assist by J. Wall),42,57
192,2,2:00.0,E. Gordon misses 3-pt jump shot from 28 ft,,42,57
193,2,1:56.0,Offensive rebound by T. Black,,42,57
194,2,1:55.0,T. Ariza misses 3-pt jump shot from 26 ft,,42,57
195,2,1:52.0,,Defensive rebound by M. Morris,42,57
196,2,1:30.0,,K. Oubre misses 3-pt jump shot from 24 ft,42,57
197,2,1:29.0,,Offensive rebound by Team,42,57
198,2,1:20.0,,K. Oubre misses 2-pt layup from 1 ft,42,57
199,2,1:18.0,Defensive rebound by R. Anderson,,42,57
200,2,1:04.0,R. Anderson misses 3-pt jump shot from 27 ft,,42,57
201,2,1:00.0,,Defensive rebound by M. Morris,42,57
202,2,0:54.0,,J. Wall misses 3-pt jump shot from 27 ft,42,57
203,2,0:52.0,Defensive rebound by T. Ariza,,42,57
204,2,0:43.0,J. Harden makes 2-pt layup from 1 ft,,44,57
205,2,0:40.0,,K. Oubre makes 2-pt dunk at rim (assist by J. Wall),44,59
206,2,0:27.0,Shooting foul by J. Wall (drawn by J. Harden),,44,59
207,2,0:27.0,J. Harden makes free throw 1 of 3,,45,59
208,2,0:27.0,J. Harden misses free throw 2 of 3,,45,59
209,2,0:27.0,Offensive rebound by Team,,45,59
210,2,0:27.0,J. Harden makes free throw 3 of 3,,46,59
211,2,0:10.0,,Turnover by J. Wall (bad pass; steal by T. Black),46,59
212,2,0:07.0,Personal foul by J. Wall (drawn by T. Black),,46,59
213,2,0:07.0,T. Black makes free throw 1 of 2,,47,59
214,2,0:07.0,T. Black makes free throw 2 of 2,,48,59
215,2,0:01.0,,K. Oubre misses 2-pt layup from 8 ft,48,59
216,2,0:00.0,Defensive rebound by T. Ariza,,48,59
217,2,0:00.0,T. Ariza misses 3-pt jump shot from 59 ft,,48,59
218,2,0:00.0,Offensive rebound by Team,,48,59
219,3,11:43.0,J. Harden makes 2-pt layup from 1 ft,,50,59
220,3,11:29.0,,Turnover by M. Morris (bad pass),50,59
221,3,11:22.0,R. Anderson misses 3-pt jump shot from 23 ft,,50,59
222,3,11:20.0,,Defensive rebound by O. Porter,50,59
223,3,11:09.0,,B. Beal makes 2-pt layup from 2 ft,50,61
224,3,10:59.0,J. Harden makes 2-pt layup from 1 ft,,52,61
225,3,10:36.0,,B. Beal makes 3-pt jump shot from 23 ft (assist by M. Gortat),52,64
226,3,10:27.0,Turnover by J. Harden (turnover),,52,64
227,3,10:08.0,,M. Gortat misses 2-pt hook shot from 7 ft,52,64
228,3,10:06.0,Defensive rebound by R. Anderson,,52,64
229,3,9:58.0,C. Paul makes 3-pt jump shot from 25 ft,,55,64
230,3,9:35.0,,M. Morris misses 2-pt layup from 2 ft,55,64
231,3,9:32.0,Defensive rebound by R. Anderson,,55,64
232,3,9:20.0,T. Ariza misses 3-pt jump shot from 23 ft,,55,64
233,3,9:17.0,,Defensive rebound by M. Gortat,55,64
234,3,9:10.0,,Shooting foul by T. Black (drawn by J. Wall),55,64
235,3,9:10.0,,J. Wall misses free throw 1 of 2,55,64
236,3,9:10.0,,Offensive rebound by Team,55,64
237,3,9:10.0,,J. Wall makes free throw 2 of 2,55,65
238,3,8:57.0,T. Black makes 2-pt dunk from 1 ft (assist by T. Ariza),,57,65
239,3,8:43.0,,O. Porter misses 3-pt jump shot from 27 ft,57,65
240,3,8:39.0,Defensive rebound by T. Black,,57,65
241,3,8:16.0,J. Harden misses 3-pt jump shot from 25 ft,,57,65
242,3,8:12.0,,Defensive rebound by M. Gortat,57,65
243,3,8:03.0,,J. Wall makes 2-pt layup from 2 ft,57,67
244,3,7:52.0,R. Anderson makes 3-pt jump shot from 27 ft (assist by C. Paul),,60,67
245,3,7:37.0,,M. Morris misses 3-pt jump shot from 24 ft,60,67
246,3,7:33.0,Defensive rebound by T. Black,,60,67
247,3,7:24.0,J. Harden makes 2-pt jump shot from 5 ft (assist by C. Paul),,62,67
248,3,7:23.0,,Washington full timeout,62,67
249,3,7:02.0,,B. Beal misses 2-pt jump shot from 20 ft,62,67
250,3,7:00.0,,Offensive rebound by M. Gortat,62,67
251,3,7:00.0,,M. Gortat makes 2-pt layup at rim,62,69
252,3,6:44.0,T. Black makes 2-pt dunk at rim (assist by C. Paul),,64,69
253,3,6:29.0,,Personal foul by T. Ariza (drawn by M. Morris),64,69
254,3,6:20.0,,Offensive foul by M. Morris (drawn by J. Harden),64,69
255,3,6:20.0,,Turnover by M. Morris (offensive foul),64,69
256,3,6:00.0,R. Anderson misses 3-pt jump shot from 29 ft,,64,69
257,3,5:54.0,,Defensive rebound by B. Beal,64,69
258,3,5:51.0,,B. Beal misses 2-pt layup from 3 ft,64,69
259,3,5:48.0,Defensive rebound by T. Black,,64,69
260,3,5:37.0,T. Black misses 2-pt layup from 1 ft (block by M. Gortat),,64,69
261,3,5:35.0,,Defensive rebound by M. Gortat,64,69
262,3,5:32.0,,O. Porter misses 2-pt layup from 1 ft,64,69
263,3,5:32.0,Defensive rebound by R. Anderson,,64,69
264,3,5:10.0,J. Harden misses 3-pt jump shot from 25 ft,,64,69
265,3,5:09.0,,Defensive rebound by Team,64,69
266,3,4:56.0,,Turnover by J. Wall (lost ball; steal by T. Black),64,69
267,3,4:44.0,J. Harden misses 2-pt layup from 9 ft,,64,69
268,3,4:42.0,,Defensive rebound by M. Morris,64,69
269,3,4:36.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by O. Porter),64,72
270,3,4:34.0,Houston full timeout,,64,72
271,3,4:34.0,E. Gordon enters the game for T. Ariza,,64,72
272,3,4:34.0,P. Tucker enters the game for R. Anderson,,64,72
273,3,4:34.0,G. Green enters the game for C. Paul,,64,72
274,3,4:19.0,G. Green misses 3-pt jump shot from 23 ft,,64,72
275,3,4:14.0,Offensive rebound by T. Black,,64,72
276,3,4:02.0,,Violation by B. Beal (kicked ball),64,72
277,3,3:50.0,E. Gordon makes 2-pt layup at rim,,66,72
278,3,3:28.0,,B. Beal makes 2-pt jump shot from 15 ft,66,74
279,3,3:14.0,Turnover by P. Tucker (bad pass; steal by O. Porter),,66,74
280,3,3:09.0,,J. Wall makes 3-pt jump shot from 25 ft,66,77
281,3,2:58.0,Shooting foul by J. Wall (drawn by E. Gordon),,66,77
282,3,2:58.0,E. Gordon makes free throw 1 of 2,,67,77
283,3,2:58.0,,I. Mahinmi enters the game for M. Morris,67,77
284,3,2:58.0,,K. Oubre enters the game for M. Gortat,67,77
285,3,2:58.0,E. Gordon makes free throw 2 of 2,,68,77
286,3,2:46.0,,Turnover by J. Wall (lost ball; steal by J. Harden),68,77
287,3,2:29.0,E. Gordon misses 3-pt jump shot from 29 ft,,68,77
288,3,2:28.0,,Defensive rebound by Team,68,77
289,3,2:18.0,,B. Beal makes 2-pt dunk from 1 ft,68,79
290,3,2:06.0,,J. Meeks enters the game for B. Beal,68,79
291,3,2:06.0,R. Anderson enters the game for T. Black,,68,79
292,3,1:55.0,G. Green makes 3-pt jump shot from 25 ft (assist by E. Gordon),,71,79
293,3,1:37.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Meeks),71,82
294,3,1:17.0,J. Harden makes 2-pt layup at rim,,73,82
295,3,1:01.0,,J. Wall makes 2-pt jump shot from 16 ft,73,84
296,3,0:51.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by J. Harden),,76,84
297,3,0:42.0,,J. Meeks misses 3-pt jump shot from 28 ft,76,84
298,3,0:38.0,Defensive rebound by G. Green,,76,84
299,3,0:31.0,J. Harden misses 3-pt jump shot from 28 ft,,76,84
300,3,0:27.0,,Defensive rebound by J. Meeks,76,84
301,3,0:21.0,,J. Meeks misses 3-pt jump shot from 24 ft,76,84
302,3,0:18.0,,Offensive rebound by I. Mahinmi,76,84
303,3,0:15.0,,K. Oubre makes 3-pt jump shot from 23 ft (assist by O. Porter),76,87
304,3,0:00.0,J. Harden misses 2-pt layup from 1 ft (block by O. Porter),,76,87
305,3,0:00.0,Offensive rebound by Team,,76,87
306,3,0:00.0,,T. Satoranský enters the game for J. Wall,76,87
307,3,0:00.0,G. Green makes 2-pt dunk at rim (assist by J. Harden),,78,87
308,4,11:38.0,,K. Oubre misses 2-pt layup from 1 ft,78,87
309,4,11:37.0,,Offensive rebound by K. Oubre,78,87
310,4,11:36.0,,K. Oubre makes 2-pt layup from 1 ft,78,89
311,4,11:16.0,E. Gordon makes 2-pt jump shot from 5 ft,,80,89
312,4,10:55.0,,Turnover by K. Oubre (lost ball; steal by G. Green),80,89
313,4,10:47.0,T. Ariza misses 3-pt jump shot from 25 ft,,80,89
314,4,10:44.0,,Defensive rebound by I. Mahinmi,80,89
315,4,10:31.0,,Personal foul by C. Paul (drawn by O. Porter),80,89
316,4,10:24.0,,I. Mahinmi makes 2-pt layup from 2 ft,80,91
317,4,10:06.0,E. Gordon misses 3-pt jump shot from 27 ft,,80,91
318,4,10:02.0,,Defensive rebound by J. Meeks,80,91
319,4,9:42.0,,K. Oubre makes 3-pt jump shot from 25 ft,80,94
320,4,9:29.0,Shooting foul by K. Oubre (drawn by R. Anderson),,80,94
321,4,9:29.0,R. Anderson makes free throw 1 of 2,,81,94
322,4,9:29.0,R. Anderson makes free throw 2 of 2,,82,94
323,4,9:21.0,,J. Meeks misses 3-pt jump shot from 26 ft,82,94
324,4,9:17.0,,Offensive rebound by T. Satoranský,82,94
325,4,9:15.0,,K. Oubre makes 3-pt jump shot from 25 ft (assist by T. Satoranský),82,97
326,4,8:50.0,C. Paul misses 3-pt jump shot from 26 ft,,82,97
327,4,8:48.0,,Defensive rebound by T. Satoranský,82,97
328,4,8:40.0,,Turnover by J. Meeks (lost ball; steal by C. Paul),82,97
329,4,8:36.0,C. Paul misses 2-pt layup from 1 ft (block by T. Satoranský),,82,97
330,4,8:36.0,Offensive rebound by Team,,82,97
331,4,8:36.0,T. Black enters the game for T. Ariza,,82,97
332,4,8:33.0,Personal foul by I. Mahinmi (drawn by E. Gordon),,82,97
333,4,8:23.0,C. Paul misses 2-pt jump shot from 15 ft,,82,97
334,4,8:19.0,,Defensive rebound by O. Porter,82,97
335,4,8:02.0,,O. Porter makes 3-pt jump shot from 25 ft (assist by T. Satoranský),82,100
336,4,7:47.0,G. Green makes 3-pt jump shot from 25 ft (assist by C. Paul),,85,100
337,4,7:46.0,,Washington full timeout,85,100
338,4,7:46.0,,B. Beal enters the game for J. Meeks,85,100
339,4,7:22.0,,B. Beal misses 2-pt jump shot from 17 ft,85,100
340,4,7:22.0,,Offensive rebound by Team,85,100
341,4,7:22.0,,Turnover by Team (shot clock),85,100
342,4,7:22.0,,J. Wall enters the game for T. Satoranský,85,100
343,4,7:12.0,Turnover by C. Paul (lost ball; steal by K. Oubre),,85,100
344,4,7:10.0,,K. Oubre makes 2-pt dunk from 2 ft (assist by O. Porter),85,102
345,4,6:57.0,C. Paul misses 2-pt jump shot from 6 ft,,85,102
346,4,6:54.0,Offensive rebound by T. Black,,85,102
347,4,6:41.0,C. Paul misses 2-pt jump shot from 13 ft,,85,102
348,4,6:37.0,,Defensive rebound by O. Porter,85,102
349,4,6:27.0,,B. Beal misses 3-pt jump shot from 26 ft,85,102
350,4,6:23.0,,Offensive rebound by K. Oubre,85,102
351,4,6:22.0,,O. Porter makes 3-pt jump shot from 27 ft (assist by K. Oubre),85,105
352,4,6:20.0,Houston full timeout,,85,105
353,4,6:20.0,B. Weber enters the game for C. Paul,,85,105
354,4,6:20.0,B. Brown enters the game for E. Gordon,,85,105
355,4,6:20.0,Z. Qi enters the game for R. Anderson,,85,105
356,4,6:13.0,Personal foul by K. Oubre (drawn by G. Green),,85,105
357,4,6:07.0,G. Green misses 2-pt layup from 6 ft (block by I. Mahinmi),,85,105
358,4,6:04.0,,Defensive rebound by J. Wall,85,105
359,4,5:49.0,,O. Porter makes 3-pt jump shot from 25 ft,85,108
360,4,5:36.0,Turnover by B. Weber (bad pass; steal by O. Porter),,85,108
361,4,5:19.0,,Offensive foul by I. Mahinmi (drawn by Z. Qi),85,108
362,4,5:19.0,,Turnover by I. Mahinmi (offensive foul),85,108
363,4,5:01.0,Turnover by B. Brown (lost ball; steal by J. Wall),,85,108
364,4,4:52.0,,J. Wall makes 3-pt jump shot from 26 ft,85,111
365,4,4:35.0,Turnover by T. Black (lost ball; steal by J. Wall),,85,111
366,4,4:30.0,,Turnover by J. Wall (bad pass; steal by B. Brown),85,111
367,4,4:27.0,B. Brown misses 3-pt jump shot from 26 ft,,85,111
368,4,4:24.0,,Defensive rebound by Team,85,111
369,4,4:24.0,,C. McCullough enters the game for J. Wall,85,111
370,4,4:24.0,,T. Satoranský enters the game for B. Beal,85,111
371,4,4:24.0,,J. Meeks enters the game for O. Porter,85,111
372,4,3:59.0,,J. Meeks misses 2-pt jump shot from 9 ft,85,111
373,4,3:55.0,,Offensive rebound by C. McCullough,85,111
374,4,3:55.0,,C. McCullough makes 2-pt dunk at rim,85,113
375,4,3:47.0,B. Weber makes 3-pt jump shot from 25 ft,,88,113
376,4,3:29.0,,K. Oubre misses 3-pt jump shot from 27 ft,88,113
377,4,3:26.0,Defensive rebound by T. Black,,88,113
378,4,3:20.0,Turnover by B. Weber (lost ball; steal by K. Oubre),,88,113
379,4,3:14.0,,K. Oubre misses 2-pt layup at rim,88,113
380,4,3:12.0,,Offensive rebound by T. Satoranský,88,113
381,4,3:09.0,,Turnover by T. Satoranský (lost ball; steal by B. Weber),88,113
382,4,3:02.0,Turnover by B. Weber (lost ball; steal by I. Mahinmi),,88,113
383,4,2:51.0,,Shooting foul by Z. Qi (drawn by J. Meeks),88,113
384,4,2:51.0,,J. Meeks misses free throw 1 of 2,88,113
385,4,2:51.0,,Offensive rebound by Team,88,113
386,4,2:51.0,,J. Smith enters the game for K. Oubre,88,113
387,4,2:51.0,,T. Frazier enters the game for I. Mahinmi,88,113
388,4,2:51.0,,J. Meeks makes free throw 2 of 2,88,114
389,4,2:44.0,B. Brown misses 3-pt jump shot from 27 ft,,88,114
390,4,2:41.0,,Defensive rebound by C. McCullough,88,114
391,4,2:23.0,,T. Satoranský makes 2-pt hook shot from 9 ft,88,116
