,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
122,2,9:05.0,,Defensive rebound by G. Hill,32,13
123,2,8:55.0,,Turnover by G. Temple (lost ball; steal by P. Zipser),32,13
124,2,8:46.0,P. Zipser misses 3-pt jump shot from 25 ft,,32,13
125,2,8:41.0,Offensive rebound by C. Felício,,32,13
126,2,8:30.0,Shooting foul by K. Koufos (drawn by C. Felício),,32,13
127,2,8:30.0,C. Felício misses free throw 1 of 2,,32,13
128,2,8:30.0,Offensive rebound by Team,,32,13
129,2,8:30.0,,J. Sampson enters the game for V. Carter,32,13
130,2,8:30.0,C. Felício makes free throw 2 of 2,,33,13
131,2,8:17.0,,G. Hill makes 3-pt jump shot from 25 ft (assist by B. Hield),33,16
132,2,8:02.0,D. Valentine makes 3-pt jump shot from 25 ft (assist by P. Zipser),,36,16
133,2,7:38.0,,G. Temple makes 2-pt layup from 1 ft (assist by G. Hill),36,18
134,2,7:21.0,P. Zipser misses 2-pt jump shot from 21 ft,,36,18
135,2,7:17.0,,Defensive rebound by K. Koufos,36,18
136,2,7:08.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by G. Hill),36,21
137,2,6:55.0,Chicago full timeout,,36,21
138,2,6:55.0,,W. Cauley-Stein enters the game for K. Koufos,36,21
139,2,6:55.0,Z. LaVine enters the game for R. Arcidiacono,,36,21
140,2,6:48.0,Z. LaVine makes 3-pt jump shot from 22 ft (assist by C. Felício),,39,21
141,2,6:27.0,,G. Hill misses 3-pt jump shot from 23 ft,39,21
142,2,6:23.0,Defensive rebound by C. Felício,,39,21
143,2,6:10.0,Turnover by D. Valentine (out of bounds lost ball),,39,21
144,2,5:59.0,,W. Cauley-Stein misses 2-pt layup from 4 ft,39,21
145,2,5:57.0,,Offensive rebound by Team,39,21
146,2,5:57.0,Loose ball foul by P. Zipser (drawn by W. Cauley-Stein),,39,21
147,2,5:57.0,J. Holiday enters the game for D. Nwaba,,39,21
148,2,5:57.0,J. Grant enters the game for D. Valentine,,39,21
149,2,5:51.0,,G. Hill misses 2-pt jump shot from 20 ft,39,21
150,2,5:47.0,,Offensive rebound by J. Sampson,39,21
151,2,5:46.0,,J. Sampson misses 2-pt layup from 2 ft (block by P. Zipser),39,21
152,2,5:46.0,,Offensive rebound by J. Sampson,39,21
153,2,5:42.0,,J. Sampson makes 2-pt layup at rim,39,23
154,2,5:30.0,Shooting foul by W. Cauley-Stein (drawn by J. Holiday),,39,23
155,2,5:30.0,J. Holiday makes free throw 1 of 2,,40,23
156,2,5:30.0,B. Portis enters the game for C. Felício,,40,23
157,2,5:30.0,R. Lopez enters the game for P. Zipser,,40,23
158,2,5:30.0,J. Holiday makes free throw 2 of 2,,41,23
159,2,5:16.0,,Shooting foul by R. Lopez (drawn by W. Cauley-Stein),41,23
160,2,5:16.0,,W. Cauley-Stein misses free throw 1 of 2,41,23
161,2,5:16.0,,Offensive rebound by Team,41,23
162,2,5:16.0,,W. Cauley-Stein makes free throw 2 of 2,41,24
163,2,4:53.0,R. Lopez misses 2-pt jump shot from 7 ft,,41,24
164,2,4:51.0,,Defensive rebound by G. Temple,41,24
165,2,4:49.0,,G. Temple makes 3-pt jump shot from 25 ft,41,27
166,2,4:34.0,Shooting foul by J. Sampson (drawn by B. Portis),,41,27
167,2,4:34.0,B. Portis makes free throw 1 of 2,,42,27
168,2,4:34.0,,B. Bogdanović enters the game for B. Hield,42,27
169,2,4:34.0,B. Portis makes free throw 2 of 2,,43,27
170,2,4:21.0,,Personal foul by R. Lopez,43,27
171,2,4:21.0,Technical foul by R. Lopez,,43,27
172,2,4:21.0,,B. Bogdanović makes technical free throw,43,28
173,2,4:21.0,Technical foul by R. Lopez,,43,28
174,2,4:21.0,,B. Bogdanović makes technical free throw,43,29
175,2,4:21.0,P. Zipser enters the game for R. Lopez,,43,29
176,2,4:17.0,,Offensive foul by W. Cauley-Stein (drawn by J. Holiday),43,29
177,2,4:17.0,,Turnover by W. Cauley-Stein (offensive foul),43,29
178,2,4:17.0,,Z. Randolph enters the game for W. Cauley-Stein,43,29
179,2,4:12.0,Turnover by B. Portis (traveling),,43,29
180,2,3:50.0,,B. Bogdanović makes 3-pt jump shot from 24 ft,43,32
181,2,3:36.0,P. Zipser makes 3-pt jump shot from 25 ft (assist by J. Holiday),,46,32
182,2,3:17.0,,Personal foul by J. Holiday (drawn by B. Bogdanović),46,32
183,2,3:17.0,,D. Fox enters the game for G. Hill,46,32
184,2,3:17.0,,B. Bogdanović makes free throw 1 of 2,46,33
185,2,3:17.0,,B. Bogdanović makes free throw 2 of 2,46,34
186,2,3:09.0,Personal foul by G. Temple (drawn by B. Portis),,46,34
187,2,2:57.0,Turnover by J. Grant (bad pass; steal by B. Bogdanović),,46,34
188,2,2:49.0,,Personal foul by Z. LaVine (drawn by G. Temple),46,34
189,2,2:49.0,,Sacramento full timeout,46,34
190,2,2:49.0,,G. Temple makes free throw 1 of 2,46,35
191,2,2:49.0,,G. Temple makes free throw 2 of 2,46,36
192,2,2:33.0,Z. LaVine makes 2-pt layup from 4 ft,,48,36
193,2,2:16.0,,J. Sampson makes 2-pt dunk from 1 ft (assist by G. Temple),48,38
194,2,2:01.0,Z. LaVine misses 3-pt jump shot from 25 ft,,48,38
195,2,1:57.0,,Defensive rebound by Z. Randolph,48,38
196,2,1:51.0,,D. Fox misses 2-pt jump shot from 5 ft,48,38
197,2,1:48.0,Defensive rebound by P. Zipser,,48,38
198,2,1:38.0,B. Portis makes 2-pt jump shot from 19 ft,,50,38
199,2,1:17.0,,D. Fox misses 2-pt jump shot from 12 ft,50,38
200,2,1:12.0,Defensive rebound by B. Portis,,50,38
201,2,1:10.0,Z. LaVine makes 2-pt layup from 2 ft,,52,38
202,2,0:54.0,,J. Sampson makes 2-pt hook shot from 5 ft (assist by G. Temple),52,40
203,2,0:37.0,Z. LaVine misses 3-pt jump shot from 25 ft,,52,40
204,2,0:33.0,,Defensive rebound by D. Fox,52,40
205,2,0:30.0,,Turnover by G. Temple (lost ball; steal by Z. LaVine),52,40
206,2,0:15.0,Z. LaVine makes 2-pt dunk from 2 ft,,54,40
207,2,0:15.0,Shooting foul by J. Sampson (drawn by Z. LaVine),,54,40
208,2,0:15.0,D. Nwaba enters the game for B. Portis,,54,40
209,2,0:15.0,Z. LaVine makes free throw 1 of 1,,55,40
210,2,0:02.0,,Shooting foul by P. Zipser (drawn by D. Fox),55,40
211,2,0:02.0,,D. Fox makes free throw 1 of 2,55,41
212,2,0:02.0,B. Portis enters the game for P. Zipser,,55,41
213,2,0:02.0,,D. Fox misses free throw 2 of 2,55,41
214,2,0:00.0,Defensive rebound by J. Grant,,55,41
215,2,0:00.0,J. Grant misses 3-pt jump shot from 59 ft,,55,41
216,2,0:00.0,Offensive rebound by Team,,55,41
217,3,11:46.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by D. Fox),55,44
218,3,11:26.0,B. Portis makes 3-pt jump shot from 22 ft (assist by J. Grant),,58,44
219,3,11:12.0,,Z. Randolph misses 2-pt jump shot from 19 ft,58,44
220,3,11:09.0,,Offensive rebound by Team,58,44
221,3,10:59.0,Violation by B. Portis (kicked ball),,58,44
222,3,10:53.0,,Shooting foul by Z. LaVine (drawn by B. Bogdanović),58,44
223,3,10:53.0,,B. Bogdanović makes free throw 1 of 2,58,45
224,3,10:53.0,,B. Bogdanović makes free throw 2 of 2,58,46
225,3,10:39.0,B. Portis misses 3-pt jump shot from 25 ft,,58,46
226,3,10:36.0,,Defensive rebound by J. Jackson,58,46
227,3,10:27.0,,W. Cauley-Stein makes 2-pt jump shot from 17 ft (assist by B. Bogdanović),58,48
228,3,10:06.0,Z. LaVine misses 2-pt layup from 2 ft (block by Z. Randolph),,58,48
229,3,10:05.0,Offensive rebound by C. Felício,,58,48
230,3,10:03.0,C. Felício misses 2-pt layup from 3 ft (block by Z. Randolph),,58,48
231,3,10:03.0,,Defensive rebound by J. Jackson,58,48
232,3,9:54.0,,D. Fox makes 2-pt layup from 2 ft,58,50
233,3,9:44.0,J. Grant misses 3-pt jump shot from 24 ft,,58,50
234,3,9:41.0,Offensive rebound by B. Portis,,58,50
235,3,9:40.0,B. Portis misses 2-pt jump shot from 3 ft,,58,50
236,3,9:38.0,,Defensive rebound by Z. Randolph,58,50
237,3,9:24.0,,Shooting foul by J. Holiday (drawn by J. Jackson),58,50
238,3,9:24.0,,J. Jackson makes free throw 1 of 2,58,51
239,3,9:24.0,,J. Jackson misses free throw 2 of 2,58,51
240,3,9:21.0,Defensive rebound by B. Portis,,58,51
241,3,9:01.0,B. Portis misses 2-pt jump shot from 16 ft,,58,51
242,3,8:58.0,,Defensive rebound by B. Bogdanović,58,51
243,3,8:47.0,,J. Jackson makes 2-pt layup from 1 ft (assist by Z. Randolph),58,53
244,3,8:47.0,Chicago full timeout,,58,53
245,3,8:39.0,Turnover by J. Grant (bad pass; steal by B. Bogdanović),,58,53
246,3,8:34.0,,D. Fox makes 2-pt layup from 1 ft (assist by B. Bogdanović),58,55
247,3,8:12.0,Z. LaVine makes 3-pt jump shot from 25 ft,,61,55
248,3,7:55.0,,B. Bogdanović misses 2-pt layup from 3 ft,61,55
249,3,7:54.0,,Offensive rebound by Z. Randolph,61,55
250,3,7:54.0,,Z. Randolph misses 2-pt layup at rim,61,55
251,3,7:54.0,,Offensive rebound by Z. Randolph,61,55
252,3,7:54.0,,Z. Randolph makes 2-pt layup at rim,61,57
253,3,7:54.0,,Shooting foul by J. Grant (drawn by Z. Randolph),61,57
254,3,7:54.0,,G. Hill enters the game for D. Fox,61,57
255,3,7:54.0,,Z. Randolph makes free throw 1 of 1,61,58
256,3,7:38.0,Personal foul by W. Cauley-Stein (drawn by J. Grant),,61,58
257,3,7:38.0,,J. Sampson enters the game for W. Cauley-Stein,61,58
258,3,7:25.0,Z. LaVine misses 2-pt layup from 3 ft,,61,58
259,3,7:25.0,,Defensive rebound by Team,61,58
260,3,7:25.0,Loose ball foul by C. Felício (drawn by B. Bogdanović),,61,58
261,3,7:08.0,,Z. Randolph makes 2-pt jump shot from 15 ft,61,60
262,3,6:57.0,Shooting foul by J. Jackson (drawn by J. Holiday),,61,60
263,3,6:57.0,J. Holiday makes free throw 1 of 3,,62,60
264,3,6:57.0,J. Holiday makes free throw 2 of 3,,63,60
265,3,6:57.0,P. Zipser enters the game for C. Felício,,63,60
266,3,6:57.0,J. Holiday misses free throw 3 of 3,,63,60
267,3,6:54.0,,Defensive rebound by J. Sampson,63,60
268,3,6:41.0,,G. Hill makes 3-pt jump shot from 24 ft (assist by Z. Randolph),63,63
269,3,6:25.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by B. Portis),,66,63
270,3,6:07.0,,J. Jackson makes 2-pt layup from 1 ft (assist by Z. Randolph),66,65
271,3,5:49.0,J. Holiday misses 2-pt hook shot from 3 ft,,66,65
272,3,5:47.0,,Defensive rebound by J. Sampson,66,65
273,3,5:35.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,66,65
274,3,5:31.0,Defensive rebound by Z. LaVine,,66,65
275,3,5:24.0,B. Portis makes 2-pt jump shot from 9 ft (assist by Z. LaVine),,68,65
276,3,5:05.0,,Z. Randolph makes 2-pt layup from 1 ft,68,67
277,3,4:42.0,Personal foul by G. Hill (drawn by B. Portis),,68,67
278,3,4:41.0,Turnover by P. Zipser (traveling),,68,67
279,3,4:20.0,,Z. Randolph misses 2-pt jump shot from 23 ft,68,67
280,3,4:16.0,,Offensive rebound by G. Hill,68,67
281,3,4:06.0,,B. Bogdanović misses 2-pt jump shot from 15 ft,68,67
282,3,3:56.0,,Offensive rebound by G. Hill,68,67
283,3,3:56.0,,G. Hill makes 2-pt dunk at rim,68,69
284,3,3:47.0,Shooting foul by G. Hill (drawn by J. Grant),,68,69
285,3,3:47.0,J. Grant makes free throw 1 of 2,,69,69
286,3,3:47.0,D. Valentine enters the game for Z. LaVine,,69,69
287,3,3:47.0,J. Grant makes free throw 2 of 2,,70,69
288,3,3:31.0,,Z. Randolph misses 2-pt jump shot from 14 ft,70,69
289,3,3:29.0,Defensive rebound by J. Grant,,70,69
290,3,3:16.0,B. Portis misses 2-pt layup from 2 ft,,70,69
291,3,3:11.0,Offensive rebound by B. Portis,,70,69
292,3,3:11.0,B. Portis makes 2-pt layup at rim,,72,69
293,3,3:11.0,,Sacramento full timeout,72,69
294,3,3:01.0,,G. Hill misses 3-pt jump shot from 25 ft,72,69
295,3,2:57.0,Defensive rebound by J. Holiday,,72,69
296,3,2:50.0,B. Portis misses 2-pt layup from 3 ft,,72,69
297,3,2:47.0,,Defensive rebound by J. Sampson,72,69
298,3,2:44.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,72,69
299,3,2:42.0,Defensive rebound by D. Valentine,,72,69
300,3,2:38.0,P. Zipser misses 3-pt jump shot from 25 ft,,72,69
301,3,2:34.0,,Defensive rebound by B. Bogdanović,72,69
302,3,2:26.0,,Z. Randolph misses 3-pt jump shot from 24 ft,72,69
303,3,2:22.0,Defensive rebound by D. Valentine,,72,69
304,3,2:02.0,B. Portis makes 2-pt jump shot from 20 ft (assist by J. Holiday),,74,69
305,3,1:49.0,,Personal foul by D. Valentine (drawn by J. Jackson),74,69
306,3,1:49.0,,J. Jackson makes free throw 1 of 2,74,70
307,3,1:49.0,,G. Temple enters the game for B. Bogdanović,74,70
308,3,1:49.0,,K. Koufos enters the game for Z. Randolph,74,70
309,3,1:49.0,,J. Jackson makes free throw 2 of 2,74,71
310,3,1:40.0,J. Holiday misses 3-pt jump shot from 25 ft,,74,71
311,3,1:36.0,,Defensive rebound by J. Sampson,74,71
312,3,1:23.0,,Turnover by J. Jackson (bad pass; steal by B. Portis),74,71
313,3,1:13.0,B. Portis misses 2-pt layup from 1 ft (block by J. Sampson),,74,71
314,3,1:09.0,,Defensive rebound by J. Jackson,74,71
315,3,1:01.0,,J. Sampson makes 3-pt jump shot from 25 ft (assist by G. Hill),74,74
316,3,0:44.0,J. Grant makes 3-pt jump shot from 25 ft (assist by B. Portis),,77,74
317,3,0:29.0,,G. Temple misses 3-pt jump shot from 24 ft,77,74
318,3,0:26.0,Defensive rebound by B. Portis,,77,74
319,3,0:07.0,D. Valentine makes 2-pt jump shot from 11 ft (assist by J. Grant),,79,74
320,3,0:01.0,,G. Hill makes 2-pt jump shot from 8 ft,79,76
321,3,0:01.0,,Shooting foul by J. Grant (drawn by G. Hill),79,76
322,3,0:01.0,,G. Hill makes free throw 1 of 1,79,77
323,3,0:00.0,Turnover by J. Grant (bad pass; steal by J. Jackson),,79,77
324,3,0:00.0,,J. Jackson misses 3-pt jump shot from 36 ft,79,77
325,3,0:00.0,,Offensive rebound by Team,79,77
326,4,11:38.0,P. Zipser misses 3-pt jump shot from 25 ft,,79,77
327,4,11:33.0,Offensive rebound by C. Felício,,79,77
328,4,11:30.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by C. Felício),,82,77
329,4,11:14.0,,G. Temple misses 3-pt jump shot from 25 ft,82,77
330,4,11:11.0,Defensive rebound by P. Zipser,,82,77
331,4,11:00.0,P. Zipser misses 2-pt jump shot from 9 ft,,82,77
332,4,10:57.0,,Defensive rebound by K. Koufos,82,77
333,4,10:38.0,,G. Temple misses 2-pt jump shot from 18 ft,82,77
334,4,10:32.0,Defensive rebound by D. Valentine,,82,77
335,4,10:15.0,P. Zipser makes 2-pt jump shot from 15 ft (assist by D. Valentine),,84,77
336,4,9:51.0,,Shooting foul by P. Zipser (drawn by K. Koufos),84,77
337,4,9:51.0,,K. Koufos misses free throw 1 of 2,84,77
338,4,9:51.0,,Offensive rebound by Team,84,77
339,4,9:51.0,,V. Carter enters the game for J. Sampson,84,77
340,4,9:51.0,J. Grant enters the game for Z. LaVine,,84,77
341,4,9:51.0,,K. Koufos makes free throw 2 of 2,84,78
342,4,9:36.0,Turnover by P. Zipser (turnover),,84,78
343,4,9:24.0,,Turnover by V. Carter (bad pass; steal by D. Valentine),84,78
344,4,9:18.0,Turnover by D. Valentine (bad pass; steal by G. Temple),,84,78
345,4,9:11.0,,K. Koufos makes 2-pt layup from 2 ft (assist by G. Hill),84,80
346,4,9:11.0,,Shooting foul by J. Grant (drawn by K. Koufos),84,80
347,4,9:11.0,,K. Koufos misses free throw 1 of 1,84,80
348,4,9:08.0,Defensive rebound by D. Nwaba,,84,80
349,4,9:00.0,D. Valentine misses 3-pt jump shot from 25 ft,,84,80
350,4,8:55.0,,Defensive rebound by V. Carter,84,80
351,4,8:39.0,,V. Carter makes 2-pt jump shot from 14 ft,84,82
352,4,8:25.0,D. Valentine misses 3-pt jump shot from 25 ft,,84,82
353,4,8:23.0,,Defensive rebound by B. Hield,84,82
354,4,8:04.0,,G. Hill misses 2-pt jump shot from 21 ft,84,82
355,4,8:00.0,Defensive rebound by C. Felício,,84,82
356,4,7:54.0,D. Nwaba misses 2-pt layup from 3 ft (block by K. Koufos),,84,82
357,4,7:50.0,Offensive rebound by C. Felício,,84,82
358,4,7:46.0,P. Zipser makes 3-pt jump shot from 26 ft (assist by D. Valentine),,87,82
359,4,7:20.0,,B. Hield misses 3-pt jump shot from 24 ft,87,82
360,4,7:16.0,Defensive rebound by P. Zipser,,87,82
361,4,7:07.0,P. Zipser misses 3-pt jump shot from 25 ft,,87,82
362,4,7:06.0,,Defensive rebound by Team,87,82
363,4,7:06.0,,Sacramento full timeout,87,82
364,4,7:06.0,,B. Bogdanović enters the game for G. Hill,87,82
365,4,7:06.0,Z. LaVine enters the game for J. Grant,,87,82
366,4,6:50.0,,B. Hield makes 2-pt jump shot from 19 ft (assist by B. Bogdanović),87,84
367,4,6:34.0,Z. LaVine misses 2-pt jump shot from 13 ft,,87,84
368,4,6:32.0,,Defensive rebound by B. Bogdanović,87,84
369,4,6:18.0,,K. Koufos makes 2-pt dunk from 1 ft (assist by B. Bogdanović),87,86
370,4,6:04.0,D. Valentine misses 3-pt jump shot from 24 ft,,87,86
371,4,6:00.0,,Defensive rebound by K. Koufos,87,86
372,4,5:46.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by V. Carter),87,89
373,4,5:45.0,Chicago full timeout,,87,89
374,4,5:45.0,B. Portis enters the game for C. Felício,,87,89
375,4,5:45.0,J. Holiday enters the game for D. Nwaba,,87,89
376,4,5:25.0,Turnover by Z. LaVine (out of bounds lost ball),,87,89
377,4,5:04.0,,B. Hield misses 3-pt jump shot from 25 ft,87,89
378,4,4:59.0,Defensive rebound by B. Portis,,87,89
379,4,4:58.0,Shooting foul by V. Carter (drawn by P. Zipser),,87,89
380,4,4:58.0,P. Zipser makes free throw 1 of 2,,88,89
381,4,4:58.0,,W. Cauley-Stein enters the game for V. Carter,88,89
382,4,4:58.0,,Z. Randolph enters the game for K. Koufos,88,89
383,4,4:58.0,J. Grant enters the game for D. Valentine,,88,89
384,4,4:58.0,P. Zipser makes free throw 2 of 2,,89,89
