,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SACRAMENTO_ACTION,CHICAGO_SCORE,SACRAMENTO_SCORE
0,1,11:39.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by Z. LaVine),,3,0
1,1,11:19.0,,W. Cauley-Stein misses 2-pt jump shot from 8 ft,3,0
2,1,11:16.0,Defensive rebound by J. Holiday,,3,0
3,1,11:14.0,Shooting foul by W. Cauley-Stein (drawn by Z. LaVine),,3,0
4,1,11:14.0,Z. LaVine makes free throw 1 of 2,,4,0
5,1,11:14.0,Z. LaVine makes free throw 2 of 2,,5,0
6,1,10:55.0,,D. Fox misses 3-pt jump shot from 24 ft,5,0
7,1,10:53.0,,Offensive rebound by D. Fox,5,0
8,1,10:49.0,,J. Jackson misses 3-pt jump shot from 25 ft,5,0
9,1,10:46.0,Defensive rebound by B. Portis,,5,0
10,1,10:38.0,B. Portis misses 3-pt jump shot from 24 ft,,5,0
11,1,10:35.0,,Defensive rebound by B. Bogdanović,5,0
12,1,10:17.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,5,0
13,1,10:15.0,Defensive rebound by B. Portis,,5,0
14,1,10:12.0,B. Portis misses 2-pt layup from 1 ft,,5,0
15,1,10:07.0,,Defensive rebound by W. Cauley-Stein,5,0
16,1,9:57.0,,J. Jackson misses 3-pt jump shot from 24 ft,5,0
17,1,9:57.0,Defensive rebound by B. Portis,,5,0
18,1,9:45.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by B. Portis),,8,0
19,1,9:21.0,,Turnover by Z. Randolph (bad pass),8,0
20,1,9:02.0,R. Lopez misses 2-pt hook shot from 7 ft,,8,0
21,1,8:58.0,,Defensive rebound by J. Jackson,8,0
22,1,8:56.0,,Personal foul by R. Lopez (drawn by D. Fox),8,0
23,1,8:37.0,,Z. Randolph misses 2-pt jump shot from 13 ft,8,0
24,1,8:34.0,Defensive rebound by J. Grant,,8,0
25,1,8:27.0,B. Portis misses 3-pt jump shot from 25 ft,,8,0
26,1,8:23.0,,Defensive rebound by W. Cauley-Stein,8,0
27,1,8:13.0,,Turnover by D. Fox (traveling),8,0
28,1,8:05.0,J. Holiday misses 3-pt jump shot from 25 ft,,8,0
29,1,8:00.0,,Defensive rebound by W. Cauley-Stein,8,0
30,1,8:00.0,,Sacramento full timeout,8,0
31,1,7:49.0,,D. Fox misses 2-pt jump shot from 16 ft,8,0
32,1,7:46.0,Defensive rebound by J. Holiday,,8,0
33,1,7:41.0,J. Holiday misses 3-pt jump shot from 25 ft,,8,0
34,1,7:39.0,,Defensive rebound by Z. Randolph,8,0
35,1,7:29.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,8,0
36,1,7:26.0,Defensive rebound by B. Portis,,8,0
37,1,7:19.0,R. Lopez misses 2-pt hook shot from 8 ft,,8,0
38,1,7:17.0,,Defensive rebound by Z. Randolph,8,0
39,1,7:13.0,,Turnover by D. Fox (bad pass; steal by B. Portis),8,0
40,1,7:09.0,Shooting foul by W. Cauley-Stein (drawn by Z. LaVine),,8,0
41,1,7:09.0,Z. LaVine makes free throw 1 of 2,,9,0
42,1,7:09.0,,V. Carter enters the game for W. Cauley-Stein,9,0
43,1,7:09.0,Z. LaVine makes free throw 2 of 2,,10,0
44,1,6:47.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,10,0
45,1,6:44.0,Defensive rebound by B. Portis,,10,0
46,1,6:37.0,Turnover by Z. LaVine (lost ball; steal by Z. Randolph),,10,0
47,1,6:31.0,,V. Carter misses 3-pt jump shot from 25 ft,10,0
48,1,6:26.0,Defensive rebound by B. Portis,,10,0
49,1,6:23.0,J. Grant misses 3-pt jump shot from 25 ft,,10,0
50,1,6:19.0,,Defensive rebound by Z. Randolph,10,0
51,1,6:04.0,,J. Jackson makes 2-pt layup at rim (assist by Z. Randolph),10,2
52,1,5:39.0,Z. LaVine makes 3-pt jump shot from 24 ft,,13,2
53,1,5:18.0,,Z. Randolph makes 2-pt layup from 2 ft,13,4
54,1,5:05.0,Shooting foul by V. Carter (drawn by B. Portis),,13,4
55,1,5:05.0,B. Portis misses free throw 1 of 2,,13,4
56,1,5:05.0,Offensive rebound by Team,,13,4
57,1,5:05.0,D. Valentine enters the game for Z. LaVine,,13,4
58,1,5:05.0,B. Portis misses free throw 2 of 2,,13,4
59,1,5:02.0,,Defensive rebound by Z. Randolph,13,4
60,1,4:44.0,,V. Carter misses 3-pt jump shot from 24 ft,13,4
61,1,4:40.0,Defensive rebound by D. Valentine,,13,4
62,1,4:31.0,B. Portis makes 2-pt hook shot from 7 ft,,15,4
63,1,4:11.0,,J. Jackson makes 2-pt hook shot from 5 ft (assist by D. Fox),15,6
64,1,4:00.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by B. Portis),,18,6
65,1,3:41.0,,Z. Randolph misses 3-pt jump shot from 25 ft,18,6
66,1,3:38.0,Defensive rebound by D. Valentine,,18,6
67,1,3:34.0,D. Valentine makes 2-pt jump shot from 20 ft,,20,6
68,1,3:21.0,,D. Fox misses 2-pt jump shot from 21 ft,20,6
69,1,3:21.0,Defensive rebound by Team,,20,6
70,1,3:21.0,,B. Hield enters the game for B. Bogdanović,20,6
71,1,3:13.0,J. Grant misses 2-pt jump shot from 7 ft,,20,6
72,1,3:07.0,Offensive rebound by R. Lopez,,20,6
73,1,3:07.0,R. Lopez makes 2-pt layup at rim,,22,6
74,1,2:46.0,,B. Hield makes 3-pt jump shot from 23 ft,22,9
75,1,2:38.0,Shooting foul by D. Fox (drawn by J. Grant),,22,9
76,1,2:38.0,Chicago full timeout,,22,9
77,1,2:38.0,,G. Hill enters the game for D. Fox,22,9
78,1,2:38.0,,K. Koufos enters the game for Z. Randolph,22,9
79,1,2:38.0,P. Zipser enters the game for B. Portis,,22,9
80,1,2:38.0,J. Grant makes free throw 1 of 2,,23,9
81,1,2:38.0,J. Grant makes free throw 2 of 2,,24,9
82,1,2:23.0,,Turnover by V. Carter (bad pass; steal by J. Holiday),24,9
83,1,2:15.0,Shooting foul by B. Hield (drawn by J. Grant),,24,9
84,1,2:15.0,J. Grant makes free throw 1 of 2,,25,9
85,1,2:15.0,,G. Temple enters the game for J. Jackson,25,9
86,1,2:15.0,J. Grant makes free throw 2 of 2,,26,9
87,1,2:03.0,,B. Hield misses 3-pt jump shot from 25 ft,26,9
88,1,2:00.0,Defensive rebound by D. Valentine,,26,9
89,1,1:42.0,D. Valentine misses 2-pt jump shot from 7 ft,,26,9
90,1,1:39.0,,Defensive rebound by K. Koufos,26,9
91,1,1:30.0,,Personal foul by D. Valentine (drawn by V. Carter),26,9
92,1,1:30.0,R. Arcidiacono enters the game for J. Grant,,26,9
93,1,1:25.0,,Offensive foul by G. Hill (drawn by D. Valentine),26,9
94,1,1:25.0,,Turnover by G. Hill (offensive foul),26,9
95,1,1:17.0,Turnover by D. Valentine (bad pass),,26,9
96,1,0:58.0,,B. Hield misses 2-pt jump shot from 20 ft,26,9
97,1,0:54.0,Defensive rebound by R. Arcidiacono,,26,9
98,1,0:44.0,J. Holiday makes 2-pt jump shot from 19 ft (assist by R. Lopez),,28,9
99,1,0:32.0,,Turnover by G. Hill (bad pass),28,9
100,1,0:23.0,R. Lopez misses 2-pt jump shot from 21 ft,,28,9
101,1,0:19.0,,Defensive rebound by G. Hill,28,9
102,1,0:01.0,,G. Hill misses 2-pt jump shot from 11 ft,28,9
103,1,0:01.0,,Offensive rebound by Team,28,9
104,2,11:44.0,,Personal foul by C. Felício (drawn by G. Hill),28,9
105,2,11:33.0,,V. Carter makes 2-pt jump shot from 18 ft (assist by G. Hill),28,11
106,2,11:20.0,Offensive foul by C. Felício (drawn by G. Hill),,28,11
107,2,11:20.0,Turnover by C. Felício (offensive foul),,28,11
108,2,11:08.0,,V. Carter misses 2-pt jump shot from 10 ft,28,11
109,2,11:04.0,,Offensive rebound by K. Koufos,28,11
110,2,10:48.0,,B. Hield misses 2-pt jump shot from 15 ft,28,11
111,2,10:44.0,Defensive rebound by C. Felício,,28,11
112,2,10:36.0,D. Valentine makes 2-pt layup from 2 ft (assist by P. Zipser),,30,11
113,2,10:08.0,,K. Koufos misses 2-pt hook shot from 6 ft,30,11
114,2,10:04.0,Defensive rebound by D. Valentine,,30,11
115,2,9:58.0,P. Zipser misses 2-pt jump shot from 20 ft,,30,11
116,2,9:55.0,,Defensive rebound by K. Koufos,30,11
117,2,9:48.0,,G. Temple misses 2-pt jump shot from 16 ft,30,11
118,2,9:45.0,Defensive rebound by P. Zipser,,30,11
119,2,9:38.0,D. Valentine makes 2-pt jump shot from 12 ft,,32,11
120,2,9:23.0,,G. Temple makes 2-pt layup from 1 ft,32,13
121,2,9:08.0,D. Nwaba misses 2-pt layup from 8 ft (block by B. Hield),,32,13
