,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,MEMPHIS_ACTION,GOLDEN STATE_SCORE,MEMPHIS_SCORE
34,1,8:15.0,,M. Conley misses free throw 2 of 2,8,6
35,1,8:13.0,Defensive rebound by Z. Pachulia,,8,6
36,1,8:02.0,S. Curry misses 2-pt jump shot from 11 ft,,8,6
37,1,7:59.0,,Defensive rebound by J. Ennis,8,6
38,1,7:54.0,,J. Ennis makes 2-pt layup from 7 ft,8,8
39,1,7:48.0,Personal foul by J. Ennis (drawn by K. Durant),,8,8
40,1,7:44.0,Personal foul by M. Conley (drawn by S. Curry),,8,8
41,1,7:28.0,K. Durant misses 3-pt jump shot from 23 ft,,8,8
42,1,7:26.0,Offensive rebound by D. Green,,8,8
43,1,7:19.0,K. Durant makes 2-pt jump shot from 11 ft (assist by D. Green),,10,8
44,1,6:56.0,,M. Gasol misses 2-pt jump shot from 22 ft,10,8
45,1,6:53.0,Defensive rebound by Z. Pachulia,,10,8
46,1,6:46.0,S. Curry makes 3-pt jump shot from 26 ft,,13,8
47,1,6:30.0,,Turnover by M. Gasol (lost ball; steal by Z. Pachulia),13,8
48,1,6:22.0,K. Durant misses 2-pt dunk from 3 ft (block by M. Gasol),,13,8
49,1,6:18.0,Offensive rebound by Z. Pachulia,,13,8
50,1,6:17.0,Z. Pachulia misses 2-pt layup at rim,,13,8
51,1,6:17.0,,Defensive rebound by J. Martin,13,8
52,1,6:13.0,,Shooting foul by D. Green (drawn by J. Martin),13,8
53,1,6:13.0,,Memphis full timeout,13,8
54,1,6:13.0,J. Bell enters the game for D. Green,,13,8
55,1,6:13.0,,J. Martin makes free throw 1 of 2,13,9
56,1,6:13.0,,J. Martin makes free throw 2 of 2,13,10
57,1,5:58.0,K. Durant misses 2-pt jump shot from 18 ft,,13,10
58,1,5:55.0,,Defensive rebound by M. Gasol,13,10
59,1,5:35.0,,J. Martin misses 2-pt jump shot from 18 ft,13,10
60,1,5:30.0,Defensive rebound by J. Bell,,13,10
61,1,5:25.0,S. Curry makes 2-pt jump shot from 17 ft,,15,10
62,1,5:10.0,,M. Gasol misses 3-pt jump shot from 25 ft,15,10
63,1,5:07.0,Defensive rebound by K. Thompson,,15,10
64,1,5:02.0,S. Curry misses 3-pt jump shot from 26 ft,,15,10
65,1,4:57.0,,Defensive rebound by M. Gasol,15,10
66,1,4:43.0,,M. Gasol makes 2-pt jump shot from 6 ft (assist by J. Ennis),15,12
67,1,4:27.0,Personal foul by J. Ennis (drawn by K. Durant),,15,12
68,1,4:27.0,,M. Chalmers enters the game for A. Harrison,15,12
69,1,4:27.0,,D. Brooks enters the game for J. Ennis,15,12
70,1,4:27.0,,T. Evans enters the game for M. Conley,15,12
71,1,4:27.0,J. McGee enters the game for Z. Pachulia,,15,12
72,1,4:27.0,D. Green enters the game for K. Durant,,15,12
73,1,4:27.0,A. Iguodala enters the game for J. Bell,,15,12
74,1,4:20.0,D. Green misses 3-pt jump shot from 22 ft,,15,12
75,1,4:17.0,,Defensive rebound by M. Gasol,15,12
76,1,4:11.0,P. McCaw enters the game for K. Thompson,,15,12
77,1,3:58.0,,M. Gasol makes 2-pt jump shot from 6 ft,15,14
78,1,3:50.0,Shooting foul by J. Martin (drawn by J. McGee),,15,14
79,1,3:50.0,J. McGee makes free throw 1 of 2,,16,14
80,1,3:50.0,,C. Parsons enters the game for J. Martin,16,14
81,1,3:50.0,J. McGee makes free throw 2 of 2,,17,14
82,1,3:32.0,,D. Brooks makes 2-pt jump shot from 7 ft (assist by C. Parsons),17,16
83,1,3:19.0,Turnover by S. Curry (lost ball; steal by M. Gasol),,17,16
84,1,3:13.0,,T. Evans makes 2-pt layup at rim (assist by D. Brooks),17,18
85,1,3:12.0,Golden State full timeout,,17,18
86,1,2:56.0,A. Iguodala misses 3-pt jump shot from 23 ft,,17,18
87,1,2:53.0,,Defensive rebound by M. Gasol,17,18
88,1,2:40.0,,M. Gasol misses 3-pt jump shot from 25 ft,17,18
89,1,2:37.0,,Offensive rebound by T. Evans,17,18
90,1,2:30.0,,C. Parsons misses 2-pt jump shot from 17 ft,17,18
91,1,2:27.0,Defensive rebound by S. Curry,,17,18
92,1,2:10.0,A. Iguodala misses 2-pt layup from 1 ft (block by D. Brooks),,17,18
93,1,2:08.0,Offensive rebound by A. Iguodala,,17,18
94,1,2:08.0,A. Iguodala misses 2-pt layup at rim,,17,18
95,1,2:08.0,,Defensive rebound by Team,17,18
96,1,2:08.0,,B. Wright enters the game for M. Gasol,17,18
97,1,1:57.0,,T. Evans misses 2-pt layup from 2 ft (block by A. Iguodala),17,18
98,1,1:54.0,Defensive rebound by S. Curry,,17,18
99,1,1:44.0,J. McGee makes 2-pt dunk at rim (assist by A. Iguodala),,19,18
100,1,1:29.0,,C. Parsons makes 2-pt layup at rim (assist by M. Chalmers),19,20
101,1,1:22.0,Shooting foul by D. Brooks (drawn by S. Curry),,19,20
102,1,1:22.0,S. Curry makes free throw 1 of 2,,20,20
103,1,1:22.0,S. Curry makes free throw 2 of 2,,21,20
104,1,1:13.0,,T. Evans makes 3-pt jump shot from 25 ft (assist by M. Chalmers),21,23
105,1,1:01.0,Shooting foul by M. Chalmers (drawn by S. Curry),,21,23
106,1,1:01.0,S. Curry makes free throw 1 of 3,,22,23
107,1,1:01.0,S. Curry makes free throw 2 of 3,,23,23
108,1,1:01.0,S. Curry makes free throw 3 of 3,,24,23
109,1,0:50.0,,M. Chalmers makes 3-pt jump shot from 25 ft (assist by T. Evans),24,26
110,1,0:45.0,Offensive foul by S. Curry (drawn by M. Chalmers),,24,26
111,1,0:45.0,Turnover by S. Curry (offensive foul),,24,26
112,1,0:45.0,S. Livingston enters the game for S. Curry,,24,26
113,1,0:35.0,,T. Evans makes 2-pt jump shot from 2 ft,24,28
114,1,0:13.0,S. Livingston makes 2-pt layup at rim (assist by P. McCaw),,26,28
115,1,0:00.0,,C. Parsons makes 3-pt jump shot from 24 ft (assist by T. Evans),26,31
116,2,11:41.0,Turnover by D. West (turnover),,26,31
117,2,11:31.0,,T. Evans makes 2-pt layup from 1 ft,26,33
118,2,11:31.0,,Shooting foul by D. West (drawn by T. Evans),26,33
119,2,11:31.0,,T. Evans misses free throw 1 of 1,26,33
120,2,11:29.0,Defensive rebound by K. Durant,,26,33
121,2,11:12.0,Shooting foul by C. Parsons (drawn by K. Durant),,26,33
122,2,11:12.0,K. Durant misses free throw 1 of 2,,26,33
123,2,11:12.0,Offensive rebound by Team,,26,33
124,2,11:12.0,K. Durant misses free throw 2 of 2,,26,33
125,2,11:10.0,,Defensive rebound by C. Parsons,26,33
126,2,10:59.0,,Turnover by D. Brooks (out of bounds lost ball),26,33
127,2,10:47.0,K. Durant misses 2-pt jump shot from 14 ft,,26,33
128,2,10:42.0,,Defensive rebound by B. Wright,26,33
129,2,10:31.0,,T. Evans misses 2-pt jump shot from 21 ft,26,33
130,2,10:28.0,Defensive rebound by K. Thompson,,26,33
131,2,10:20.0,K. Durant makes 2-pt layup from 1 ft (assist by D. West),,28,33
132,2,10:00.0,,D. Brooks makes 2-pt layup at rim (assist by M. Chalmers),28,35
133,2,10:00.0,,Shooting foul by S. Livingston (drawn by D. Brooks),28,35
134,2,10:00.0,,D. Brooks misses free throw 1 of 1,28,35
135,2,9:57.0,Defensive rebound by K. Durant,,28,35
136,2,9:48.0,K. Durant misses 3-pt jump shot from 25 ft,,28,35
137,2,9:44.0,,Defensive rebound by B. Wright,28,35
138,2,9:33.0,,Turnover by B. Wright (bad pass; steal by A. Iguodala),28,35
139,2,9:27.0,K. Durant makes 2-pt layup at rim (assist by A. Iguodala),,30,35
140,2,9:20.0,,Memphis full timeout,30,35
141,2,9:20.0,,M. Conley enters the game for M. Chalmers,30,35
142,2,9:13.0,,Personal foul by A. Iguodala (drawn by B. Wright),30,35
143,2,9:03.0,,B. Wright makes 2-pt hook shot from 3 ft (assist by M. Conley),30,37
144,2,8:44.0,K. Thompson misses 3-pt jump shot from 25 ft,,30,37
145,2,8:42.0,,Defensive rebound by B. Wright,30,37
146,2,8:30.0,,C. Parsons makes 3-pt jump shot from 26 ft (assist by D. Brooks),30,40
147,2,8:19.0,Shooting foul by B. Wright (drawn by D. West),,30,40
148,2,8:19.0,D. West makes free throw 1 of 2,,31,40
149,2,8:19.0,,M. Gasol enters the game for B. Wright,31,40
150,2,8:19.0,D. West makes free throw 2 of 2,,32,40
151,2,8:03.0,,D. Brooks misses 2-pt layup from 1 ft,32,40
152,2,7:59.0,Defensive rebound by D. West,,32,40
153,2,7:54.0,K. Durant makes 2-pt jump shot from 14 ft,,34,40
154,2,7:47.0,,C. Parsons misses 3-pt jump shot from 27 ft,34,40
155,2,7:43.0,Defensive rebound by D. West,,34,40
156,2,7:30.0,S. Livingston misses 2-pt jump shot from 9 ft,,34,40
157,2,7:29.0,Offensive rebound by K. Durant,,34,40
158,2,7:29.0,K. Durant misses 2-pt layup at rim,,34,40
159,2,7:29.0,Offensive rebound by K. Durant,,34,40
160,2,7:29.0,Turnover by K. Durant (out of bounds lost ball),,34,40
161,2,7:29.0,,J. Ennis enters the game for C. Parsons,34,40
162,2,7:18.0,,M. Gasol makes 2-pt jump shot from 15 ft (assist by M. Conley),34,42
163,2,7:05.0,Personal foul by J. Ennis (drawn by K. Durant),,34,42
164,2,7:05.0,,M. Chalmers enters the game for T. Evans,34,42
165,2,7:05.0,,J. Martin enters the game for J. Ennis,34,42
166,2,7:05.0,D. Green enters the game for D. West,,34,42
167,2,7:05.0,S. Curry enters the game for A. Iguodala,,34,42
168,2,7:05.0,P. McCaw enters the game for K. Thompson,,34,42
169,2,7:00.0,D. Green misses 3-pt jump shot from 26 ft,,34,42
170,2,6:57.0,,Defensive rebound by M. Gasol,34,42
171,2,6:47.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Conley),34,45
172,2,6:45.0,Golden State full timeout,,34,45
173,2,6:32.0,S. Curry misses 3-pt jump shot from 26 ft,,34,45
174,2,6:30.0,,Defensive rebound by D. Brooks,34,45
175,2,6:09.0,,M. Conley misses 2-pt jump shot from 12 ft,34,45
176,2,6:06.0,Defensive rebound by K. Durant,,34,45
177,2,5:46.0,S. Livingston makes 2-pt jump shot from 12 ft (assist by K. Durant),,36,45
178,2,5:35.0,,Personal foul by S. Curry (drawn by M. Conley),36,45
179,2,5:26.0,,M. Conley misses 2-pt jump shot from 1 ft,36,45
180,2,5:23.0,Defensive rebound by D. Green,,36,45
181,2,5:20.0,S. Livingston misses 2-pt layup from 3 ft,,36,45
182,2,5:16.0,,Defensive rebound by J. Martin,36,45
183,2,5:05.0,,Personal foul by D. Green (drawn by M. Gasol),36,45
184,2,5:05.0,,M. Gasol makes free throw 1 of 2,36,46
185,2,5:05.0,,T. Evans enters the game for M. Conley,36,46
186,2,5:05.0,A. Iguodala enters the game for S. Livingston,,36,46
187,2,5:05.0,K. Thompson enters the game for P. McCaw,,36,46
188,2,5:05.0,,M. Gasol makes free throw 2 of 2,36,47
189,2,4:44.0,Turnover by K. Durant (traveling),,36,47
190,2,4:35.0,,M. Chalmers makes 2-pt layup from 1 ft,36,49
191,2,4:26.0,S. Curry makes 3-pt jump shot from 25 ft,,39,49
192,2,4:15.0,Offensive charge foul by M. Chalmers (drawn by S. Curry),,39,49
193,2,4:15.0,,Turnover by M. Chalmers (offensive foul),39,49
194,2,4:09.0,S. Curry makes 3-pt jump shot from 25 ft,,42,49
195,2,3:54.0,,Shooting foul by S. Curry (drawn by M. Chalmers),42,49
196,2,3:54.0,,M. Chalmers makes free throw 1 of 2,42,50
197,2,3:54.0,P. McCaw enters the game for S. Curry,,42,50
198,2,3:54.0,,M. Chalmers misses free throw 2 of 2,42,50
199,2,3:51.0,Defensive rebound by K. Durant,,42,50
200,2,3:31.0,D. Green misses 3-pt jump shot from 25 ft,,42,50
201,2,3:29.0,,Defensive rebound by T. Evans,42,50
202,2,3:21.0,,Personal foul by A. Iguodala,42,50
203,2,3:21.0,,M. Gasol makes free throw 1 of 2,42,51
204,2,3:21.0,,M. Gasol makes free throw 2 of 2,42,52
205,2,3:21.0,Technical foul by A. Iguodala,,42,52
206,2,3:21.0,,M. Gasol makes technical free throw,42,53
207,2,2:59.0,Shooting foul by M. Chalmers (drawn by D. Green),,42,53
208,2,2:59.0,D. Green makes free throw 1 of 2,,43,53
209,2,2:59.0,,M. Conley enters the game for M. Chalmers,43,53
210,2,2:59.0,D. Green misses free throw 2 of 2,,43,53
211,2,2:57.0,,Defensive rebound by M. Gasol,43,53
212,2,2:44.0,,M. Gasol misses 2-pt jump shot from 9 ft,43,53
213,2,2:41.0,,Offensive rebound by T. Evans,43,53
214,2,2:32.0,,T. Evans misses 3-pt jump shot from 25 ft,43,53
215,2,2:28.0,Defensive rebound by D. Green,,43,53
216,2,2:21.0,K. Durant makes 2-pt jump shot from 15 ft (assist by D. Green),,45,53
217,2,2:00.0,,Turnover by M. Conley (bad pass; steal by K. Durant),45,53
218,2,1:54.0,K. Thompson misses 2-pt layup from 1 ft,,45,53
219,2,1:51.0,,Defensive rebound by M. Gasol,45,53
220,2,1:48.0,,M. Conley misses 3-pt jump shot from 25 ft,45,53
221,2,1:45.0,Defensive rebound by K. Durant,,45,53
222,2,1:41.0,Shooting foul by J. Martin (drawn by K. Durant),,45,53
223,2,1:41.0,K. Durant misses free throw 1 of 2,,45,53
224,2,1:41.0,Offensive rebound by Team,,45,53
225,2,1:41.0,,C. Parsons enters the game for J. Martin,45,53
226,2,1:41.0,K. Durant makes free throw 2 of 2,,46,53
227,2,1:26.0,,Turnover by M. Gasol (bad pass; steal by P. McCaw),46,53
228,2,1:20.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by P. McCaw),,49,53
229,2,0:59.0,,T. Evans misses 2-pt layup from 1 ft (block by K. Durant),49,53
230,2,0:58.0,Defensive rebound by Team,,49,53
231,2,0:49.0,P. McCaw misses 3-pt jump shot from 25 ft,,49,53
232,2,0:46.0,,Defensive rebound by D. Brooks,49,53
233,2,0:34.0,,D. Brooks makes 3-pt jump shot from 23 ft (assist by M. Conley),49,56
234,2,0:23.0,Personal foul by D. Brooks (drawn by K. Durant),,49,56
235,2,0:23.0,K. Durant makes free throw 1 of 2,,50,56
236,2,0:23.0,J. Bell enters the game for A. Iguodala,,50,56
237,2,0:23.0,S. Livingston enters the game for D. Green,,50,56
238,2,0:23.0,K. Durant makes free throw 2 of 2,,51,56
239,2,0:05.0,,M. Gasol misses 2-pt jump shot from 8 ft (block by K. Thompson),51,56
240,2,0:01.0,,Offensive rebound by M. Gasol,51,56
241,2,0:01.0,,M. Gasol misses 2-pt layup from 2 ft,51,56
242,2,0:01.0,Defensive rebound by Team,,51,56
243,2,0:00.0,K. Thompson misses 3-pt jump shot from 64 ft,,51,56
244,2,0:00.0,Offensive rebound by Team,,51,56
245,3,11:44.0,S. Curry makes 3-pt jump shot from 25 ft,,54,56
246,3,11:22.0,,Turnover by M. Gasol (bad pass),54,56
247,3,11:17.0,Turnover by K. Durant (out of bounds lost ball),,54,56
248,3,11:06.0,,Turnover by M. Gasol (bad pass; steal by Z. Pachulia),54,56
249,3,11:01.0,K. Thompson misses 3-pt jump shot from 25 ft,,54,56
250,3,10:59.0,,Defensive rebound by Team,54,56
251,3,10:37.0,,M. Conley makes 3-pt jump shot from 25 ft,54,59
252,3,10:26.0,K. Thompson makes 2-pt layup at rim (assist by K. Durant),,56,59
253,3,10:13.0,,M. Conley misses 3-pt jump shot from 25 ft,56,59
254,3,10:12.0,Defensive rebound by Z. Pachulia,,56,59
255,3,10:12.0,Personal foul by J. Ennis (drawn by Z. Pachulia),,56,59
256,3,10:01.0,K. Thompson misses 2-pt jump shot from 9 ft,,56,59
257,3,10:00.0,Offensive rebound by Z. Pachulia,,56,59
258,3,9:50.0,Loose ball foul by Z. Pachulia (drawn by M. Gasol),,56,59
259,3,9:49.0,S. Curry misses 2-pt layup from 4 ft,,56,59
260,3,9:49.0,,Defensive rebound by Team,56,59
261,3,9:36.0,,A. Harrison misses 3-pt jump shot from 26 ft,56,59
262,3,9:35.0,,Offensive rebound by J. Ennis,56,59
263,3,9:34.0,,J. Ennis makes 2-pt dunk from 1 ft,56,61
264,3,9:34.0,Golden State full timeout,,56,61
265,3,9:26.0,Personal foul by M. Gasol (drawn by Z. Pachulia),,56,61
266,3,9:11.0,D. Green misses 3-pt jump shot from 25 ft,,56,61
267,3,9:07.0,,Defensive rebound by J. Ennis,56,61
268,3,8:56.0,,J. Martin misses 3-pt jump shot from 22 ft,56,61
269,3,8:53.0,,Offensive rebound by M. Gasol,56,61
270,3,8:43.0,,Shooting foul by Z. Pachulia (drawn by M. Gasol),56,61
271,3,8:43.0,,M. Gasol makes free throw 1 of 2,56,62
272,3,8:43.0,,M. Gasol makes free throw 2 of 2,56,63
273,3,8:30.0,K. Durant misses 2-pt jump shot from 20 ft,,56,63
274,3,8:28.0,,Defensive rebound by M. Gasol,56,63
275,3,8:24.0,,Shooting foul by Z. Pachulia (drawn by M. Gasol),56,63
276,3,8:24.0,,M. Gasol makes free throw 1 of 2,56,64
277,3,8:24.0,,M. Gasol makes free throw 2 of 2,56,65
278,3,8:08.0,Personal foul by M. Conley (drawn by D. Green),,56,65
279,3,8:06.0,K. Thompson misses 2-pt jump shot from 16 ft,,56,65
280,3,8:03.0,,Defensive rebound by M. Gasol,56,65
281,3,7:59.0,,J. Ennis makes 2-pt dunk at rim (assist by M. Conley),56,67
282,3,7:42.0,S. Curry misses 2-pt layup at rim,,56,67
283,3,7:40.0,,Defensive rebound by J. Ennis,56,67
284,3,7:36.0,,J. Martin makes 2-pt layup at rim (assist by J. Ennis),56,69
285,3,7:21.0,Offensive foul by Z. Pachulia (drawn by M. Conley),,56,69
286,3,7:21.0,Turnover by Z. Pachulia (offensive foul),,56,69
287,3,7:21.0,P. McCaw enters the game for Z. Pachulia,,56,69
288,3,7:00.0,,M. Gasol makes 3-pt jump shot from 25 ft,56,72
289,3,6:37.0,Turnover by K. Durant (bad pass; steal by J. Martin),,56,72
290,3,6:32.0,,J. Ennis makes 2-pt layup at rim,56,74
291,3,6:31.0,Golden State full timeout,,56,74
292,3,6:13.0,Shooting foul by M. Conley (drawn by S. Curry),,56,74
293,3,6:13.0,S. Curry makes free throw 1 of 2,,57,74
294,3,6:13.0,S. Curry makes free throw 2 of 2,,58,74
295,3,6:07.0,,Personal foul by D. Green (drawn by M. Gasol),58,74
296,3,5:53.0,,Turnover by M. Gasol (lost ball; steal by D. Green),58,74
297,3,5:49.0,K. Thompson makes 2-pt layup at rim (assist by D. Green),,60,74
298,3,5:31.0,,A. Harrison misses 3-pt jump shot from 26 ft,60,74
299,3,5:24.0,,Offensive rebound by J. Martin,60,74
300,3,5:24.0,,J. Martin makes 2-pt layup at rim,60,76
301,3,5:21.0,Offensive foul by D. Green (drawn by M. Conley),,60,76
302,3,5:21.0,Turnover by D. Green (offensive foul),,60,76
303,3,5:21.0,,T. Evans enters the game for A. Harrison,60,76
304,3,5:21.0,,M. Chalmers enters the game for M. Conley,60,76
305,3,5:05.0,,M. Chalmers misses 2-pt layup from 1 ft,60,76
306,3,5:03.0,Personal foul by M. Chalmers (drawn by S. Curry),,60,76
307,3,5:03.0,S. Curry makes free throw 1 of 2,,61,76
308,3,5:03.0,N. Young enters the game for K. Durant,,61,76
309,3,5:03.0,A. Iguodala enters the game for P. McCaw,,61,76
310,3,5:03.0,S. Curry makes free throw 2 of 2,,62,76
311,3,5:02.0,Defensive rebound by S. Curry,,62,76
312,3,4:49.0,,Personal foul by K. Thompson (drawn by M. Gasol),62,76
313,3,4:49.0,,M. Gasol makes free throw 1 of 2,62,77
314,3,4:49.0,,M. Gasol makes free throw 2 of 2,62,78
315,3,4:37.0,D. Green makes 2-pt layup at rim (assist by S. Curry),,64,78
316,3,4:27.0,,J. Ennis makes 2-pt jump shot from 12 ft (assist by M. Gasol),64,80
317,3,4:10.0,Turnover by N. Young (bad pass; steal by J. Martin),,64,80
318,3,4:07.0,,J. Martin makes 2-pt layup from 1 ft,64,82
319,3,3:53.0,S. Curry misses 3-pt jump shot from 25 ft,,64,82
320,3,3:51.0,,Defensive rebound by T. Evans,64,82
321,3,3:38.0,,Turnover by M. Gasol (traveling),64,82
322,3,3:38.0,,D. Brooks enters the game for J. Ennis,64,82
323,3,3:38.0,J. Bell enters the game for K. Thompson,,64,82
324,3,3:24.0,S. Curry makes 3-pt jump shot from 25 ft,,67,82
325,3,3:03.0,,J. Martin misses 2-pt jump shot from 12 ft (block by J. Bell),67,82
326,3,3:00.0,Defensive rebound by S. Curry,,67,82
327,3,2:59.0,Shooting foul by J. Martin (drawn by S. Curry),,67,82
328,3,2:59.0,S. Curry makes free throw 1 of 2,,68,82
329,3,2:59.0,,C. Parsons enters the game for J. Martin,68,82
330,3,2:59.0,S. Curry makes free throw 2 of 2,,69,82
331,3,2:43.0,,Turnover by M. Gasol (lost ball; steal by D. Green),69,82
332,3,2:38.0,S. Curry misses 3-pt jump shot from 22 ft,,69,82
333,3,2:36.0,Offensive rebound by J. Bell,,69,82
334,3,2:33.0,N. Young misses 3-pt jump shot from 25 ft,,69,82
335,3,2:28.0,,Defensive rebound by M. Chalmers,69,82
336,3,2:16.0,,Personal foul by S. Curry (drawn by M. Chalmers),69,82
337,3,2:16.0,,M. Chalmers misses free throw 1 of 2,69,82
338,3,2:16.0,,Offensive rebound by Team,69,82
339,3,2:16.0,,B. Wright enters the game for M. Gasol,69,82
340,3,2:16.0,K. Durant enters the game for J. Bell,,69,82
341,3,2:16.0,S. Livingston enters the game for S. Curry,,69,82
342,3,2:16.0,,M. Chalmers makes free throw 2 of 2,69,83
343,3,1:58.0,K. Durant misses 2-pt jump shot from 11 ft,,69,83
344,3,1:56.0,Offensive rebound by S. Livingston,,69,83
345,3,1:54.0,N. Young misses 3-pt jump shot from 23 ft,,69,83
346,3,1:54.0,,Defensive rebound by B. Wright,69,83
347,3,1:41.0,,T. Evans makes 3-pt jump shot from 25 ft,69,86
348,3,1:29.0,K. Durant misses 3-pt jump shot from 25 ft,,69,86
349,3,1:26.0,,Defensive rebound by T. Evans,69,86
350,3,1:12.0,,T. Evans misses 3-pt jump shot from 25 ft,69,86
351,3,1:09.0,Defensive rebound by D. Green,,69,86
352,3,1:01.0,Turnover by D. Green (bad pass; steal by M. Chalmers),,69,86
353,3,0:59.0,,Shooting foul by S. Livingston (drawn by M. Chalmers),69,86
354,3,0:59.0,,M. Chalmers makes free throw 1 of 2,69,87
355,3,0:59.0,,M. Chalmers makes free throw 2 of 2,69,88
356,3,0:42.0,A. Iguodala misses 2-pt layup from 3 ft (block by M. Chalmers),,69,88
357,3,0:41.0,Offensive rebound by Team,,69,88
358,3,0:39.0,K. Durant misses 2-pt jump shot from 18 ft,,69,88
359,3,0:36.0,,Defensive rebound by T. Evans,69,88
360,3,0:32.0,,C. Parsons misses 3-pt jump shot from 26 ft,69,88
361,3,0:28.0,Defensive rebound by D. Green,,69,88
362,3,0:25.0,S. Livingston makes 2-pt dunk from 1 ft,,71,88
363,3,0:01.0,,Turnover by T. Evans (bad pass; steal by A. Iguodala),71,88
364,3,0:00.0,A. Iguodala misses 3-pt jump shot from 44 ft,,71,88
365,3,0:00.0,Offensive rebound by Team,,71,88
366,4,11:44.0,,M. Chalmers misses 3-pt jump shot from 25 ft,71,88
367,4,11:40.0,Defensive rebound by K. Durant,,71,88
368,4,11:25.0,Turnover by D. West (bad pass; steal by B. Wright),,71,88
369,4,11:17.0,,Turnover by D. Brooks (bad pass; steal by D. West),71,88
370,4,11:17.0,Personal take foul by M. Chalmers (drawn by K. Thompson),,71,88
371,4,11:17.0,,M. Conley enters the game for M. Chalmers,71,88
372,4,11:06.0,Turnover by S. Livingston (bad pass; steal by T. Evans),,71,88
373,4,11:03.0,,Loose ball foul by C. Parsons (drawn by S. Livingston),71,88
374,4,11:02.0,,T. Evans misses 2-pt layup at rim,71,88
375,4,11:02.0,Defensive rebound by Team,,71,88
376,4,10:48.0,Personal foul by D. Brooks (drawn by K. Durant),,71,88
377,4,10:35.0,K. Thompson misses 3-pt jump shot from 27 ft,,71,88
378,4,10:31.0,,Defensive rebound by T. Evans,71,88
379,4,10:29.0,,Turnover by T. Evans (bad pass; steal by D. West),71,88
380,4,10:25.0,K. Durant makes 3-pt jump shot from 25 ft (assist by D. West),,74,88
381,4,10:01.0,,T. Evans misses 3-pt jump shot from 25 ft,74,88
382,4,9:57.0,Defensive rebound by D. West,,74,88
383,4,9:47.0,,J. Martin enters the game for C. Parsons,74,88
384,4,9:39.0,K. Durant makes 3-pt jump shot from 26 ft (assist by D. West),,77,88
385,4,9:24.0,,J. Martin misses 2-pt layup at rim,77,88
386,4,9:21.0,Defensive rebound by K. Durant,,77,88
387,4,9:17.0,K. Durant misses 3-pt jump shot from 26 ft,,77,88
388,4,9:15.0,Offensive rebound by D. West,,77,88
389,4,8:59.0,S. Livingston misses 2-pt jump shot from 8 ft,,77,88
390,4,8:54.0,Offensive rebound by D. West,,77,88
391,4,8:54.0,D. West makes 2-pt layup at rim,,79,88
392,4,8:50.0,,Memphis full timeout,79,88
393,4,8:50.0,,M. Gasol enters the game for T. Evans,79,88
