,QUARTER,TIME_REMAINING,DENVER_ACTION,MILWAUKEE_ACTION,DENVER_SCORE,MILWAUKEE_SCORE
374,4,7:12.0,,Defensive rebound by E. Bledsoe,117,101
375,4,7:12.0,,K. Middleton makes 2-pt layup at rim (assist by E. Bledsoe),117,103
376,4,7:12.0,Denver full timeout,,117,103
377,4,7:01.0,Turnover by W. Chandler (bad pass; steal by E. Bledsoe),,117,103
378,4,7:01.0,,Personal foul by W. Chandler (drawn by E. Bledsoe),117,103
379,4,6:52.0,,Offensive foul by G. Antetokounmpo (drawn by N. Jokić),117,103
380,4,6:52.0,,Turnover by G. Antetokounmpo (offensive foul),117,103
381,4,6:37.0,N. Jokić makes 2-pt layup from 2 ft (assist by G. Harris),,119,103
382,4,6:17.0,,T. Zeller makes 2-pt hook shot from 1 ft (assist by G. Antetokounmpo),119,105
383,4,6:04.0,G. Harris makes 2-pt jump shot from 10 ft (assist by N. Jokić),,121,105
384,4,6:04.0,Shooting foul by T. Snell (drawn by G. Harris),,121,105
385,4,6:04.0,G. Harris misses free throw 1 of 1,,121,105
386,4,6:01.0,,Defensive rebound by G. Antetokounmpo,121,105
387,4,5:52.0,,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),121,108
388,4,5:36.0,N. Jokić makes 3-pt jump shot from 28 ft (assist by J. Murray),,124,108
389,4,5:21.0,,G. Antetokounmpo makes 2-pt layup at rim,124,110
390,4,5:08.0,J. Murray makes 2-pt layup from 1 ft,,126,110
391,4,5:08.0,Technical foul by J. Murray,,126,110
392,4,5:08.0,,K. Middleton makes technical free throw,126,111
393,4,4:58.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,126,113
394,4,4:58.0,Denver full timeout,,126,113
395,4,4:48.0,G. Harris misses 2-pt layup from 5 ft,,126,113
396,4,4:45.0,Offensive rebound by N. Jokić,,126,113
397,4,4:37.0,,Offensive charge foul by G. Harris (drawn by K. Middleton),126,113
398,4,4:37.0,Turnover by G. Harris (offensive foul),,126,113
399,4,4:29.0,,Personal block foul by N. Jokić (drawn by G. Antetokounmpo),126,113
400,4,4:22.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Murray),126,113
401,4,4:20.0,,Personal foul by G. Harris (drawn by T. Zeller),126,113
402,4,4:20.0,Turnover by G. Harris (turnover),,126,113
403,4,4:12.0,,Personal foul by G. Harris (drawn by G. Antetokounmpo),126,113
404,4,4:12.0,,G. Antetokounmpo misses free throw 1 of 2,126,113
405,4,4:12.0,,Offensive rebound by Team,126,113
406,4,4:12.0,,G. Antetokounmpo misses free throw 2 of 2,126,113
407,4,4:08.0,Defensive rebound by N. Jokić,,126,113
408,4,3:47.0,G. Harris misses 3-pt jump shot from 27 ft,,126,113
409,4,3:43.0,Offensive rebound by J. Murray,,126,113
410,4,3:31.0,J. Murray misses 3-pt jump shot from 25 ft,,126,113
411,4,3:26.0,,Defensive rebound by G. Antetokounmpo,126,113
412,4,3:21.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,126,113
413,4,3:18.0,Defensive rebound by N. Jokić,,126,113
414,4,3:08.0,W. Barton makes 3-pt jump shot from 26 ft (assist by N. Jokić),,129,113
415,4,3:08.0,Shooting foul by K. Middleton (drawn by W. Barton),,129,113
416,4,3:08.0,W. Barton makes free throw 1 of 1,,130,113
417,4,3:02.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),130,116
418,4,2:44.0,Shooting foul by T. Zeller (drawn by N. Jokić),,130,116
419,4,2:44.0,N. Jokić makes free throw 1 of 2,,131,116
420,4,2:44.0,N. Jokić makes free throw 2 of 2,,132,116
421,4,2:36.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,132,116
422,4,2:36.0,Defensive rebound by Team,,132,116
423,4,2:19.0,Turnover by J. Murray (bad pass),,132,116
424,4,2:12.0,,T. Snell misses 3-pt jump shot from 26 ft,132,116
425,4,2:09.0,,Offensive rebound by G. Antetokounmpo,132,116
426,4,2:05.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),132,118
427,4,1:44.0,Turnover by N. Jokić (bad pass; steal by K. Middleton),,132,118
428,4,1:40.0,,E. Bledsoe makes 2-pt layup at rim (assist by G. Antetokounmpo),132,120
429,4,1:40.0,Denver full timeout,,132,120
430,4,1:23.0,Turnover by N. Jokić (bad pass),,132,120
431,4,1:14.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),132,123
432,4,0:52.0,G. Harris misses 2-pt jump shot from 21 ft,,132,123
433,4,0:49.0,,Defensive rebound by G. Antetokounmpo,132,123
434,4,0:44.0,,K. Middleton misses 3-pt jump shot from 26 ft,132,123
435,4,0:41.0,Defensive rebound by J. Murray,,132,123
436,4,0:36.0,Personal foul by G. Antetokounmpo (drawn by W. Barton),,132,123
437,4,0:36.0,W. Barton makes free throw 1 of 2,,133,123
438,4,0:36.0,,S. Kilpatrick enters the game for E. Bledsoe,133,123
439,4,0:36.0,,X. Munford enters the game for T. Snell,133,123
440,4,0:36.0,,D. Wilson enters the game for K. Middleton,133,123
441,4,0:36.0,,M. Plumlee enters the game for G. Antetokounmpo,133,123
442,4,0:36.0,,S. Brown enters the game for T. Zeller,133,123
443,4,0:36.0,M. Beasley enters the game for N. Jokić,,133,123
444,4,0:36.0,W. Barton makes free throw 2 of 2,,134,123
445,4,0:21.0,,Turnover by S. Kilpatrick (bad pass; steal by J. Murray),134,123
