,QUARTER,TIME_REMAINING,DENVER_ACTION,CLEVELAND_ACTION,DENVER_SCORE,CLEVELAND_SCORE
391,4,0:52.0,G. Harris makes 3-pt jump shot from 23 ft (assist by P. Millsap),,126,114
392,4,0:44.0,,L. James makes 2-pt dunk from 1 ft,126,116
393,4,0:20.0,Turnover by W. Barton (bad pass; steal by J. Smith),,126,116
394,4,0:20.0,,Personal foul by W. Barton (drawn by J. Smith),126,116
395,4,0:20.0,,J. Smith misses free throw 1 of 2,126,116
396,4,0:20.0,,Offensive rebound by Team,126,116
397,4,0:20.0,,C. Osman enters the game for L. James,126,116
398,4,0:20.0,,L. Perrantes enters the game for R. Hood,126,116
399,4,0:20.0,,J. Holland enters the game for G. Hill,126,116
400,4,0:20.0,,J. Smith makes free throw 2 of 2,126,117
