,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PORTLAND_ACTION,CHARLOTTE_SCORE,PORTLAND_SCORE
383,4,3:08.0,,Portland full timeout,93,95
384,4,2:59.0,,Turnover by A. Aminu (bad pass; steal by K. Walker),93,95
385,4,2:56.0,K. Walker makes 2-pt layup from 1 ft,,95,95
386,4,2:42.0,,J. Nurkić makes 2-pt jump shot from 11 ft (assist by D. Lillard),95,97
387,4,2:25.0,K. Walker misses 3-pt jump shot from 24 ft,,95,97
388,4,2:22.0,,Defensive rebound by M. Harkless,95,97
389,4,2:14.0,,Personal foul by K. Walker (drawn by D. Lillard),95,97
390,4,2:08.0,,D. Lillard misses 3-pt jump shot from 27 ft,95,97
391,4,2:06.0,Defensive rebound by K. Walker,,95,97
392,4,1:45.0,M. Kidd-Gilchrist makes 2-pt jump shot from 17 ft,,97,97
393,4,1:28.0,,Turnover by J. Nurkić (bad pass),97,97
394,4,1:09.0,F. Kaminsky misses 3-pt jump shot from 23 ft,,97,97
395,4,1:07.0,,Defensive rebound by A. Aminu,97,97
396,4,0:52.0,,D. Lillard misses 3-pt jump shot from 32 ft,97,97
397,4,0:50.0,Defensive rebound by M. Kidd-Gilchrist,,97,97
398,4,0:45.0,Charlotte full timeout,,97,97
399,4,0:45.0,J. Lamb enters the game for M. Kidd-Gilchrist,,97,97
400,4,0:27.0,Turnover by Team (shot clock),,97,97
401,4,0:27.0,M. Kidd-Gilchrist enters the game for J. Lamb,,97,97
402,4,0:06.0,,D. Lillard misses 2-pt jump shot from 17 ft,97,97
403,4,0:03.0,,Offensive rebound by C. McCollum,97,97
404,4,0:01.0,,C. McCollum misses 2-pt jump shot from 15 ft,97,97
405,4,0:01.0,Defensive rebound by F. Kaminsky,,97,97
406,4,0:01.0,Charlotte full timeout,,97,97
407,4,0:01.0,J. Lamb enters the game for M. Kidd-Gilchrist,,97,97
408,4,0:00.0,D. Howard misses 2-pt jump shot from 19 ft (block by J. Nurkić),,97,97
409,4,0:00.0,Offensive rebound by Team,,97,97
410,1OT,4:41.0,,Turnover by J. Nurkić (bad pass; steal by N. Batum),97,97
411,1OT,4:19.0,N. Batum misses 3-pt jump shot from 24 ft,,97,97
412,1OT,4:17.0,,Defensive rebound by J. Nurkić,97,97
413,1OT,4:07.0,,D. Lillard makes 3-pt jump shot from 25 ft,97,100
414,1OT,3:54.0,K. Walker makes 3-pt jump shot from 24 ft,,100,100
415,1OT,3:41.0,,Turnover by D. Lillard (out of bounds lost ball),100,100
416,1OT,3:30.0,K. Walker misses 2-pt layup from 2 ft (block by J. Nurkić),,100,100
417,1OT,3:29.0,,Defensive rebound by J. Nurkić,100,100
418,1OT,3:14.0,,M. Harkless makes 2-pt layup from 1 ft (assist by C. McCollum),100,102
419,1OT,2:56.0,M. Kidd-Gilchrist misses 2-pt jump shot from 13 ft,,100,102
420,1OT,2:54.0,,Defensive rebound by D. Lillard,100,102
421,1OT,2:50.0,,Offensive foul by J. Nurkić (drawn by K. Walker),100,102
422,1OT,2:50.0,,Turnover by J. Nurkić (offensive foul),100,102
423,1OT,2:35.0,K. Walker misses 2-pt layup from 1 ft,,100,102
424,1OT,2:33.0,,Defensive rebound by C. McCollum,100,102
425,1OT,2:28.0,,C. McCollum misses 2-pt layup from 1 ft,100,102
426,1OT,2:26.0,Defensive rebound by D. Howard,,100,102
427,1OT,2:16.0,K. Walker misses 2-pt jump shot from 14 ft,,100,102
428,1OT,2:14.0,,Defensive rebound by C. McCollum,100,102
429,1OT,2:07.0,,Offensive foul by J. Nurkić (drawn by M. Kidd-Gilchrist),100,102
430,1OT,2:07.0,,Turnover by J. Nurkić (offensive foul),100,102
431,1OT,2:07.0,J. Lamb enters the game for M. Kidd-Gilchrist,,100,102
432,1OT,1:49.0,J. Lamb misses 2-pt layup from 2 ft (block by J. Nurkić),,100,102
433,1OT,1:49.0,Offensive rebound by Team,,100,102
434,1OT,1:45.0,N. Batum misses 3-pt jump shot from 22 ft,,100,102
435,1OT,1:42.0,,Defensive rebound by J. Nurkić,100,102
436,1OT,1:27.0,,Turnover by D. Lillard (bad pass; steal by N. Batum),100,102
437,1OT,1:22.0,J. Lamb misses 2-pt layup from 1 ft (block by M. Harkless),,100,102
438,1OT,1:18.0,,Defensive rebound by A. Aminu,100,102
439,1OT,1:09.0,,Shooting foul by D. Howard (drawn by C. McCollum),100,102
440,1OT,1:09.0,,C. McCollum misses free throw 1 of 3,100,102
441,1OT,1:09.0,,Offensive rebound by Team,100,102
442,1OT,1:09.0,,C. McCollum makes free throw 2 of 3,100,103
443,1OT,1:09.0,,C. McCollum makes free throw 3 of 3,100,104
444,1OT,0:56.0,Turnover by K. Walker (turnover),,100,104
445,1OT,0:37.0,,D. Lillard misses 2-pt layup from 1 ft,100,104
446,1OT,0:37.0,,Offensive rebound by M. Harkless,100,104
447,1OT,0:37.0,,M. Harkless makes 2-pt dunk at rim,100,106
448,1OT,0:37.0,Charlotte full timeout,,100,106
449,1OT,0:33.0,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),,103,106
450,1OT,0:12.0,,C. McCollum makes 2-pt jump shot from 5 ft,103,108
451,1OT,0:12.0,Charlotte full timeout,,103,108
452,1OT,0:06.0,F. Kaminsky misses 3-pt jump shot from 24 ft,,103,108
453,1OT,0:04.0,,Defensive rebound by J. Nurkić,103,108
454,1OT,0:04.0,,Personal take foul by J. Lamb (drawn by J. Nurkić),103,108
455,1OT,0:04.0,,J. Nurkić makes free throw 1 of 2,103,109
456,1OT,0:04.0,,J. Nurkić misses free throw 2 of 2,103,109
457,1OT,0:02.0,Defensive rebound by F. Kaminsky,,103,109
458,1OT,0:00.0,J. Lamb misses 3-pt jump shot from 36 ft,,103,109
459,1OT,0:00.0,Offensive rebound by Team,,103,109
