,QUARTER,TIME_REMAINING,NEW YORK_ACTION,ORLANDO_ACTION,NEW YORK_SCORE,ORLANDO_SCORE
0,1,11:49.0,Personal foul by T. Ross (drawn by C. Lee),,0,0
1,1,11:43.0,T. Hardaway makes 2-pt jump shot from 14 ft (assist by M. Beasley),,2,0
2,1,11:28.0,,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Payton),2,2
3,1,11:11.0,Turnover by C. Lee (discontinued dribble),,2,2
4,1,11:05.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by T. Ross),2,5
5,1,10:53.0,C. Lee misses 3-pt jump shot from 23 ft,,12,20
6,1,10:50.0,,Defensive rebound by A. Gordon,12,20
7,1,10:43.0,,A. Gordon makes 2-pt layup at rim (assist by E. Fournier),2,7
8,1,10:31.0,E. Freedom makes 2-pt layup from 2 ft (assist by J. Jack),,4,7
9,1,10:17.0,,A. Gordon misses 3-pt jump shot from 26 ft,4,7
10,1,10:17.0,Defensive rebound by J. Jack,,4,7
11,1,10:03.0,C. Lee misses 2-pt layup from 1 ft,,4,7
12,1,10:03.0,Offensive rebound by M. Beasley,,4,7
13,1,9:58.0,J. Jack makes 2-pt jump shot from 17 ft (assist by M. Beasley),,6,7
14,1,9:47.0,,T. Ross misses 2-pt jump shot from 20 ft,6,7
15,1,9:44.0,Defensive rebound by M. Beasley,,6,7
16,1,9:25.0,Turnover by M. Beasley (lost ball; steal by T. Ross),,6,7
17,1,9:19.0,,E. Payton makes 2-pt jump shot from 20 ft,6,9
18,1,9:19.0,,Shooting foul by M. Beasley (drawn by E. Payton),6,9
19,1,9:19.0,,E. Payton makes free throw 1 of 1,6,10
20,1,9:07.0,Shooting foul by T. Ross (drawn by T. Hardaway),,6,10
21,1,9:07.0,T. Hardaway makes free throw 1 of 2,,7,10
22,1,9:07.0,,J. Simmons enters the game for T. Ross,7,10
23,1,9:07.0,T. Hardaway makes free throw 2 of 2,,8,10
24,1,8:59.0,,E. Fournier makes 2-pt jump shot from 9 ft,8,12
25,1,8:34.0,T. Hardaway misses 3-pt jump shot from 24 ft,,8,12
26,1,8:31.0,Offensive rebound by M. Beasley,,8,12
27,1,8:24.0,T. Hardaway makes 2-pt layup from 2 ft,,10,12
28,1,8:04.0,,N. Vučević makes 2-pt hook shot at rim,10,14
29,1,8:04.0,,Shooting foul by E. Freedom (drawn by N. Vučević),10,14
30,1,8:04.0,,N. Vučević makes free throw 1 of 1,10,15
31,1,7:46.0,E. Freedom makes 2-pt hook shot from 10 ft,,12,15
32,1,7:23.0,,E. Payton misses 3-pt jump shot from 26 ft,12,15
33,1,7:20.0,Defensive rebound by T. Hardaway,,12,15
34,1,7:14.0,T. Hardaway misses 2-pt jump shot from 19 ft,,12,15
35,1,7:10.0,,Defensive rebound by E. Payton,12,15
36,1,7:00.0,,E. Fournier misses 2-pt layup from 2 ft,12,15
37,1,7:00.0,,Offensive rebound by Team,12,15
38,1,6:53.0,,E. Fournier makes 2-pt jump shot from 14 ft (assist by E. Payton),12,17
39,1,6:43.0,Turnover by J. Jack (bad pass; steal by E. Payton),,12,17
40,1,6:33.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),12,20
41,1,6:33.0,New York full timeout,,12,20
42,1,6:33.0,D. McDermott enters the game for C. Lee,,12,20
43,1,6:17.0,M. Beasley misses 2-pt jump shot from 12 ft,,12,20
44,1,6:13.0,Offensive rebound by E. Freedom,,12,20
45,1,6:13.0,Turnover by J. Jack (step out of bounds),,12,20
46,1,5:59.0,,Shooting foul by M. Beasley (drawn by A. Gordon),12,20
47,1,5:59.0,,A. Gordon misses free throw 1 of 2,12,20
48,1,5:59.0,,Offensive rebound by Team,12,20
49,1,5:59.0,K. O'Quinn enters the game for E. Freedom,,12,20
50,1,5:59.0,L. Thomas enters the game for M. Beasley,,12,20
51,1,5:59.0,,A. Gordon makes free throw 2 of 2,12,21
52,1,5:36.0,T. Hardaway misses 2-pt layup from 6 ft,,12,21
53,1,5:29.0,Offensive rebound by T. Hardaway,,12,21
54,1,5:29.0,T. Hardaway makes 2-pt layup at rim,,14,21
55,1,5:29.0,,Turnover by E. Payton (bad pass),14,21
56,1,5:12.0,T. Hardaway makes 3-pt jump shot from 24 ft (assist by J. Jack),,17,21
57,1,4:57.0,,E. Fournier misses 3-pt jump shot from 24 ft,17,21
58,1,4:54.0,Defensive rebound by J. Jack,,17,21
59,1,4:49.0,J. Jack makes 2-pt jump shot from 19 ft,,19,21
60,1,4:49.0,,Orlando full timeout,19,21
61,1,4:49.0,,S. Mack enters the game for E. Payton,19,21
62,1,4:34.0,,Turnover by E. Fournier (lost ball; steal by K. O'Quinn),19,21
63,1,4:16.0,L. Thomas misses 2-pt jump shot from 18 ft,,19,21
64,1,4:13.0,,Defensive rebound by N. Vučević,19,21
65,1,4:08.0,,N. Vučević misses 3-pt jump shot from 26 ft,19,21
66,1,4:04.0,Defensive rebound by T. Hardaway,,19,21
67,1,3:51.0,J. Jack makes 2-pt jump shot from 16 ft (assist by K. O'Quinn),,21,21
68,1,3:31.0,,N. Vučević makes 2-pt layup from 2 ft (assist by S. Mack),21,23
