,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BOSTON_ACTION,PHOENIX_SCORE,BOSTON_SCORE
24,1,7:57.0,Turnover by T. Warren (offensive foul),,10,9
25,1,7:36.0,,J. Tatum makes 2-pt layup from 2 ft,10,11
26,1,7:20.0,D. Booker misses 2-pt jump shot from 6 ft,,10,11
27,1,7:18.0,,Defensive rebound by A. Horford,10,11
28,1,7:05.0,,K. Irving makes 3-pt jump shot from 25 ft,10,14
29,1,6:40.0,D. Booker misses 3-pt jump shot from 27 ft,,10,14
30,1,6:40.0,,Defensive rebound by J. Tatum,10,14
31,1,6:32.0,,A. Baynes makes 2-pt jump shot from 12 ft (assist by J. Tatum),10,16
32,1,6:31.0,Phoenix full timeout,,10,16
33,1,6:14.0,T. Ulis misses 3-pt jump shot from 28 ft,,10,16
34,1,6:10.0,,Defensive rebound by J. Tatum,10,16
35,1,6:04.0,,A. Baynes misses 2-pt jump shot from 12 ft,10,16
36,1,6:04.0,Defensive rebound by T. Chandler,,10,16
37,1,5:48.0,T. Warren misses 2-pt jump shot from 16 ft,,10,16
38,1,5:46.0,,Defensive rebound by A. Horford,10,16
39,1,5:28.0,,A. Baynes makes 2-pt layup from 3 ft (assist by J. Brown),10,18
40,1,5:08.0,Turnover by D. Booker (lost ball; steal by K. Irving),,10,18
41,1,5:04.0,,J. Brown makes 2-pt dunk from 2 ft (assist by A. Horford),10,20
42,1,4:41.0,M. Chriss makes 2-pt jump shot from 10 ft (assist by D. Booker),,12,20
43,1,4:29.0,,Shooting foul by D. Booker (drawn by J. Brown),12,20
44,1,4:29.0,,J. Brown makes free throw 1 of 2,12,21
45,1,4:29.0,,M. Smart enters the game for J. Tatum,12,21
46,1,4:29.0,,M. Morris enters the game for A. Baynes,12,21
47,1,4:29.0,M. James enters the game for T. Warren,,12,21
48,1,4:29.0,J. Jackson enters the game for T. Chandler,,12,21
49,1,4:29.0,G. Monroe enters the game for T. Ulis,,12,21
50,1,4:29.0,,J. Brown makes free throw 2 of 2,12,22
51,1,4:12.0,J. Jackson misses 2-pt layup from 4 ft,,12,22
52,1,4:08.0,Offensive rebound by G. Monroe,,12,22
53,1,4:01.0,Phoenix full timeout,,12,22
54,1,4:01.0,T. Daniels enters the game for D. Booker,,12,22
55,1,3:51.0,M. James misses 2-pt layup from 1 ft,,12,22
56,1,3:50.0,Offensive rebound by G. Monroe,,12,22
57,1,3:50.0,Shooting foul by M. Morris (drawn by G. Monroe),,12,22
58,1,3:50.0,G. Monroe makes free throw 1 of 2,,13,22
59,1,3:50.0,G. Monroe makes free throw 2 of 2,,14,22
60,1,3:35.0,,K. Irving makes 2-pt jump shot from 16 ft (assist by A. Horford),14,24
61,1,3:15.0,J. Jackson makes 2-pt jump shot from 16 ft (assist by G. Monroe),,16,24
62,1,2:56.0,,J. Brown misses 2-pt layup from 3 ft,16,24
63,1,2:52.0,Defensive rebound by G. Monroe,,16,24
64,1,2:38.0,T. Daniels makes 3-pt jump shot from 27 ft (assist by M. James),,19,24
65,1,2:27.0,,Personal foul by T. Daniels (drawn by M. Smart),19,24
66,1,2:27.0,,T. Rozier enters the game for K. Irving,19,24
67,1,2:27.0,D. Bender enters the game for M. Chriss,,19,24
68,1,2:19.0,,J. Brown makes 3-pt jump shot from 23 ft (assist by A. Horford),19,27
69,1,1:58.0,Turnover by J. Jackson (lost ball; steal by T. Rozier),,19,27
70,1,1:53.0,,T. Rozier misses 3-pt jump shot from 27 ft,19,27
71,1,1:51.0,Defensive rebound by D. Bender,,19,27
72,1,1:32.0,D. Bender makes 3-pt jump shot from 22 ft (assist by M. James),,22,27
73,1,1:09.0,,M. Morris makes 2-pt jump shot from 15 ft,22,29
74,1,0:50.0,Personal foul by T. Rozier (drawn by T. Daniels),,22,29
75,1,0:50.0,,D. Theis enters the game for A. Horford,22,29
76,1,0:45.0,M. James misses 3-pt jump shot from 24 ft,,22,29
77,1,0:42.0,,Defensive rebound by M. Smart,22,29
78,1,0:27.0,,Turnover by J. Brown (lost ball; steal by M. James),22,29
79,1,0:22.0,Turnover by M. James (bad pass; steal by J. Brown),,22,29
80,1,0:20.0,,Personal foul by T. Daniels (drawn by J. Brown),22,29
81,1,0:03.0,,M. Morris makes 2-pt layup from 1 ft (assist by M. Smart),22,31
82,2,11:44.0,G. Monroe misses 2-pt hook shot from 8 ft,,22,31
83,2,11:41.0,Offensive rebound by Team,,22,31
84,2,11:32.0,D. Booker makes 2-pt jump shot from 12 ft,,24,31
85,2,11:15.0,,M. Morris misses 3-pt jump shot from 22 ft,24,31
86,2,11:14.0,Defensive rebound by D. Booker,,24,31
87,2,11:08.0,J. Jackson makes 2-pt layup from 1 ft (assist by D. Booker),,26,31
88,2,10:54.0,,D. Theis makes 2-pt jump shot from 13 ft (assist by T. Rozier),26,33
89,2,10:31.0,G. Monroe misses 2-pt layup from 3 ft,,26,33
90,2,10:31.0,Offensive rebound by D. Booker,,26,33
91,2,10:27.0,Turnover by Team (shot clock),,26,33
92,2,10:13.0,,Personal foul by G. Monroe,26,33
93,2,10:13.0,Technical foul by G. Monroe,,26,33
94,2,10:13.0,,M. Morris misses technical free throw,26,33
95,2,10:13.0,,Offensive rebound by Team,26,33
96,2,10:04.0,,M. Morris misses 3-pt jump shot from 26 ft,26,33
97,2,10:02.0,Defensive rebound by G. Monroe,,26,33
98,2,9:52.0,Personal foul by D. Theis (drawn by G. Monroe),,26,33
99,2,9:46.0,J. Jackson makes 2-pt jump shot from 5 ft,,28,33
100,2,9:31.0,,M. Morris misses 2-pt jump shot from 14 ft,28,33
101,2,9:30.0,,Offensive rebound by D. Theis,28,33
102,2,9:30.0,,D. Theis makes 2-pt layup at rim,28,35
103,2,9:20.0,M. James makes 2-pt jump shot from 16 ft,,30,35
104,2,9:05.0,,M. Morris misses 2-pt jump shot from 18 ft,30,35
105,2,9:03.0,Defensive rebound by J. Jackson,,30,35
106,2,8:56.0,M. James misses 3-pt jump shot from 27 ft,,30,35
107,2,8:54.0,Offensive rebound by G. Monroe,,30,35
108,2,8:51.0,G. Monroe makes 2-pt layup from 1 ft,,32,35
109,2,8:25.0,,M. Smart makes 3-pt jump shot from 33 ft (assist by D. Theis),32,38
110,2,7:58.0,D. Bender misses 3-pt jump shot from 31 ft,,32,38
111,2,7:54.0,Offensive rebound by M. James,,32,38
112,2,7:53.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. James),,34,38
113,2,7:38.0,,D. Theis makes 2-pt jump shot from 14 ft (assist by M. Smart),34,40
114,2,7:13.0,D. Bender makes 3-pt jump shot from 22 ft (assist by G. Monroe),,37,40
115,2,6:57.0,,Personal foul by D. Booker (drawn by M. Smart),37,40
116,2,6:57.0,,Boston full timeout,37,40
117,2,6:57.0,,J. Tatum enters the game for M. Morris,37,40
118,2,6:57.0,,K. Irving enters the game for M. Smart,37,40
119,2,6:57.0,T. Warren enters the game for J. Jackson,,37,40
120,2,6:57.0,T. Ulis enters the game for M. James,,37,40
121,2,6:51.0,,S. Ojeleye misses 3-pt jump shot from 23 ft,37,40
122,2,6:51.0,Defensive rebound by T. Warren,,37,40
123,2,6:35.0,T. Warren misses 2-pt jump shot from 17 ft,,37,40
124,2,6:35.0,Offensive rebound by Team,,37,40
125,2,6:28.0,T. Warren misses 2-pt jump shot from 6 ft,,37,40
126,2,6:26.0,,Defensive rebound by D. Theis,37,40
127,2,6:21.0,,T. Rozier makes 3-pt jump shot from 29 ft (assist by K. Irving),37,43
128,2,6:04.0,D. Booker makes 2-pt jump shot from 5 ft,,39,43
129,2,5:54.0,,J. Tatum makes 3-pt jump shot from 24 ft (assist by K. Irving),39,46
130,2,5:34.0,D. Bender misses 3-pt jump shot from 26 ft,,39,46
131,2,5:33.0,Offensive rebound by Team,,39,46
132,2,5:33.0,,Loose ball foul by D. Theis (drawn by G. Monroe),39,46
133,2,5:33.0,,A. Horford enters the game for D. Theis,39,46
134,2,5:33.0,,A. Baynes enters the game for S. Ojeleye,39,46
135,2,5:18.0,T. Warren misses 3-pt jump shot from 25 ft,,39,46
136,2,5:15.0,,Defensive rebound by Team,39,46
137,2,5:15.0,Loose ball foul by G. Monroe (drawn by A. Baynes),,39,46
138,2,5:15.0,T. Chandler enters the game for G. Monroe,,39,46
139,2,5:06.0,,Offensive foul by T. Rozier (drawn by T. Ulis),39,46
140,2,5:06.0,,Turnover by T. Rozier (offensive foul),39,46
141,2,4:48.0,T. Warren misses 2-pt jump shot from 12 ft,,39,46
142,2,4:42.0,,Defensive rebound by J. Tatum,39,46
143,2,4:42.0,,J. Tatum misses 2-pt layup from 2 ft (block by D. Bender),39,46
144,2,4:41.0,,Offensive rebound by Team,39,46
145,2,4:32.0,,J. Brown enters the game for T. Rozier,39,46
146,2,4:32.0,M. Chriss enters the game for D. Bender,,39,46
147,2,4:25.0,,A. Horford misses 2-pt jump shot from 23 ft,39,46
148,2,4:25.0,Defensive rebound by Team,,39,46
149,2,4:25.0,,Loose ball foul by A. Baynes (drawn by M. Chriss),39,46
150,2,4:12.0,D. Booker makes 2-pt layup from 1 ft,,41,46
151,2,3:52.0,,Shooting foul by T. Chandler (drawn by J. Brown),41,46
152,2,3:52.0,,J. Brown makes free throw 1 of 2,41,47
153,2,3:52.0,,M. Morris enters the game for A. Baynes,41,47
154,2,3:52.0,,J. Brown makes free throw 2 of 2,41,48
155,2,3:46.0,D. Booker makes 2-pt layup from 3 ft,,43,48
156,2,3:28.0,,K. Irving misses 2-pt layup from 2 ft,43,48
157,2,3:25.0,Defensive rebound by D. Booker,,43,48
158,2,3:20.0,Shooting foul by A. Horford (drawn by D. Booker),,43,48
159,2,3:20.0,D. Booker makes free throw 1 of 2,,44,48
160,2,3:20.0,D. Booker makes free throw 2 of 2,,45,48
161,2,3:04.0,,Boston full timeout,45,48
162,2,3:04.0,,M. Smart enters the game for J. Tatum,45,48
163,2,2:59.0,,M. Morris misses 3-pt jump shot from 23 ft,45,48
164,2,2:57.0,Defensive rebound by Team,,45,48
165,2,2:50.0,D. Booker misses 3-pt jump shot from 25 ft,,45,48
166,2,2:46.0,,Defensive rebound by M. Smart,45,48
167,2,2:35.0,,Shooting foul by M. Chriss (drawn by J. Brown),45,48
168,2,2:35.0,,J. Brown misses free throw 1 of 2,45,48
169,2,2:35.0,,Offensive rebound by Team,45,48
170,2,2:35.0,,J. Brown makes free throw 2 of 2,45,49
171,2,2:22.0,D. Booker makes 2-pt layup from 1 ft (assist by T. Chandler),,47,49
172,2,2:22.0,Shooting foul by M. Smart (drawn by D. Booker),,47,49
173,2,2:22.0,D. Booker makes free throw 1 of 1,,48,49
174,2,2:02.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by K. Irving),48,52
175,2,1:41.0,T. Warren makes 2-pt jump shot from 16 ft (assist by T. Chandler),,50,52
176,2,1:21.0,,A. Horford makes 3-pt jump shot from 27 ft (assist by J. Brown),50,55
177,2,1:04.0,T. Ulis misses 2-pt jump shot from 4 ft,,50,55
178,2,1:03.0,Offensive rebound by T. Chandler,,50,55
179,2,1:03.0,T. Chandler misses 2-pt layup at rim,,50,55
180,2,1:03.0,Offensive rebound by T. Chandler,,50,55
181,2,1:01.0,T. Chandler makes 2-pt layup at rim,,52,55
182,2,0:49.0,,A. Horford makes 2-pt jump shot from 10 ft (assist by K. Irving),52,57
183,2,0:33.0,D. Booker makes 2-pt jump shot from 18 ft,,54,57
184,2,0:17.0,J. Jackson enters the game for D. Booker,,54,57
185,2,0:15.0,,M. Morris makes 3-pt jump shot from 23 ft (assist by K. Irving),54,60
186,2,0:02.0,T. Warren misses 2-pt layup from 3 ft (block by M. Smart),,54,60
187,2,0:00.0,,Defensive rebound by M. Morris,54,60
188,2,0:00.0,,M. Morris misses 3-pt jump shot from 59 ft,54,60
189,2,0:00.0,,Offensive rebound by Team,54,60
190,3,11:46.0,D. Booker misses 2-pt jump shot from 13 ft,,54,60
191,3,11:42.0,,Defensive rebound by J. Tatum,54,60
192,3,11:29.0,,D. Theis misses 2-pt jump shot from 15 ft,54,60
193,3,11:26.0,Defensive rebound by M. Chriss,,54,60
194,3,11:07.0,D. Booker makes 2-pt jump shot from 9 ft,,56,60
195,3,10:49.0,,J. Tatum misses 2-pt jump shot from 20 ft,56,60
196,3,10:47.0,Defensive rebound by T. Chandler,,56,60
197,3,10:43.0,Shooting foul by J. Tatum (drawn by J. Jackson),,56,60
198,3,10:43.0,J. Jackson misses free throw 1 of 2,,56,60
199,3,10:43.0,Offensive rebound by Team,,56,60
200,3,10:43.0,J. Jackson makes free throw 2 of 2,,57,60
201,3,10:22.0,,K. Irving misses 2-pt jump shot from 12 ft,57,60
202,3,10:19.0,Defensive rebound by T. Chandler,,57,60
203,3,10:14.0,Personal foul by J. Brown (drawn by D. Booker),,57,60
204,3,10:14.0,T. Warren enters the game for J. Jackson,,57,60
205,3,10:08.0,Turnover by T. Ulis (bad pass; steal by D. Theis),,57,60
206,3,10:07.0,,Personal foul by T. Ulis (drawn by D. Theis),57,60
207,3,9:52.0,,D. Theis misses 3-pt jump shot from 25 ft,57,60
208,3,9:48.0,Defensive rebound by T. Chandler,,57,60
209,3,9:40.0,T. Ulis makes 2-pt layup from 2 ft,,59,60
210,3,9:28.0,,M. Smart enters the game for D. Theis,59,60
211,3,9:19.0,,A. Horford makes 2-pt dunk from 1 ft (assist by M. Smart),59,62
212,3,9:05.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,61,62
213,3,8:48.0,,K. Irving makes 2-pt jump shot from 3 ft (assist by A. Horford),61,64
214,3,8:33.0,D. Booker misses 2-pt hook shot from 6 ft,,61,64
215,3,8:31.0,,Defensive rebound by A. Horford,61,64
216,3,8:28.0,,Turnover by K. Irving (lost ball; steal by T. Warren),61,64
217,3,8:24.0,D. Booker misses 2-pt layup from 3 ft (block by A. Horford),,61,64
218,3,8:24.0,Offensive rebound by Team,,61,64
219,3,8:18.0,T. Warren makes 2-pt jump shot from 8 ft (assist by M. Chriss),,63,64
220,3,8:06.0,,A. Horford misses 3-pt jump shot from 25 ft,63,64
221,3,8:06.0,Defensive rebound by M. Chriss,,63,64
222,3,7:56.0,D. Booker makes 2-pt jump shot from 3 ft,,65,64
223,3,7:44.0,,Def 3 sec tech foul by T. Chandler,65,64
224,3,7:44.0,,K. Irving makes technical free throw,65,65
225,3,7:36.0,,K. Irving misses 2-pt jump shot from 19 ft,65,65
226,3,7:32.0,Defensive rebound by T. Chandler,,65,65
227,3,7:22.0,T. Ulis misses 2-pt jump shot from 9 ft (block by J. Brown),,65,65
228,3,7:22.0,Offensive rebound by Team,,65,65
229,3,7:16.0,D. Booker misses 3-pt jump shot from 26 ft,,65,65
230,3,7:14.0,Offensive rebound by Team,,65,65
231,3,7:05.0,T. Chandler makes 2-pt dunk at rim (assist by D. Booker),,67,65
232,3,6:54.0,,Turnover by J. Tatum (bad pass; steal by M. Chriss),67,65
233,3,6:46.0,Turnover by D. Booker (lost ball; steal by K. Irving),,67,65
234,3,6:36.0,,M. Smart misses 3-pt jump shot from 25 ft,67,65
235,3,6:33.0,,Offensive rebound by M. Smart,67,65
236,3,6:32.0,,M. Smart misses 3-pt jump shot from 26 ft,67,65
237,3,6:28.0,,Offensive rebound by A. Horford,67,65
238,3,6:27.0,,A. Horford makes 3-pt jump shot from 23 ft,67,68
239,3,6:25.0,Phoenix full timeout,,67,68
240,3,6:25.0,,M. Morris enters the game for J. Brown,67,68
241,3,6:25.0,D. Bender enters the game for M. Chriss,,67,68
242,3,6:25.0,M. James enters the game for T. Ulis,,67,68
243,3,6:11.0,T. Chandler makes 2-pt dunk at rim (assist by M. James),,69,68
244,3,5:56.0,,A. Horford makes 2-pt dunk at rim (assist by M. Smart),69,70
245,3,5:37.0,T. Warren makes 2-pt layup from 3 ft,,71,70
246,3,5:14.0,,K. Irving makes 2-pt layup at rim (assist by A. Horford),71,72
247,3,4:54.0,D. Booker makes 2-pt layup from 3 ft,,73,72
248,3,4:42.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Horford),73,75
249,3,4:23.0,D. Bender misses 2-pt jump shot from 4 ft,,73,75
250,3,4:21.0,,Defensive rebound by A. Horford,73,75
251,3,4:19.0,,M. Morris makes 2-pt layup from 2 ft (assist by A. Horford),73,77
252,3,4:19.0,,Shooting foul by D. Booker (drawn by M. Morris),73,77
253,3,4:19.0,,A. Baynes enters the game for A. Horford,73,77
254,3,4:19.0,G. Monroe enters the game for T. Chandler,,73,77
255,3,4:19.0,M. Chriss enters the game for D. Bender,,73,77
256,3,4:19.0,,M. Morris makes free throw 1 of 1,73,78
257,3,4:08.0,D. Booker makes 2-pt jump shot from 17 ft,,75,78
258,3,3:48.0,,M. Smart misses 3-pt jump shot from 26 ft,75,78
259,3,3:46.0,Defensive rebound by M. James,,75,78
260,3,3:37.0,T. Warren makes 2-pt layup from 3 ft (assist by G. Monroe),,77,78
261,3,3:37.0,Shooting foul by J. Tatum (drawn by T. Warren),,77,78
262,3,3:37.0,T. Warren misses free throw 1 of 1,,77,78
263,3,3:34.0,,Defensive rebound by M. Morris,77,78
264,3,3:23.0,,Turnover by K. Irving (lost ball; steal by T. Warren),77,78
265,3,3:18.0,T. Warren misses 2-pt layup from 2 ft,,77,78
266,3,3:16.0,Offensive rebound by M. James,,77,78
267,3,3:07.0,M. Chriss misses 3-pt jump shot from 26 ft,,77,78
268,3,3:07.0,,Defensive rebound by M. Morris,77,78
269,3,2:52.0,,M. Morris misses 2-pt jump shot from 5 ft,77,78
270,3,2:52.0,,Offensive rebound by Team,77,78
271,3,2:52.0,,Boston full timeout,77,78
272,3,2:52.0,J. Jackson enters the game for T. Warren,,77,78
273,3,2:51.0,,Shooting foul by J. Jackson (drawn by J. Tatum),77,78
274,3,2:51.0,,J. Tatum makes free throw 1 of 2,77,79
275,3,2:51.0,,J. Tatum makes free throw 2 of 2,77,80
276,3,2:31.0,Turnover by G. Monroe (bad pass; steal by J. Tatum),,77,80
277,3,2:28.0,,Shooting foul by M. Chriss (drawn by M. Morris),77,80
278,3,2:28.0,,M. Morris makes free throw 1 of 2,77,81
279,3,2:28.0,D. Bender enters the game for M. Chriss,,77,81
280,3,2:28.0,,M. Morris makes free throw 2 of 2,77,82
281,3,2:19.0,D. Booker misses 2-pt jump shot from 18 ft,,77,82
282,3,2:16.0,,Defensive rebound by M. Morris,77,82
283,3,2:06.0,,J. Tatum makes 2-pt jump shot from 19 ft,77,84
284,3,2:04.0,Phoenix full timeout,,77,84
285,3,2:04.0,,T. Rozier enters the game for K. Irving,77,84
286,3,2:04.0,T. Warren enters the game for J. Jackson,,77,84
287,3,1:51.0,T. Warren makes 2-pt jump shot from 10 ft (assist by D. Bender),,79,84
288,3,1:38.0,,A. Baynes misses 2-pt jump shot from 18 ft,79,84
289,3,1:35.0,Defensive rebound by G. Monroe,,79,84
290,3,1:30.0,M. James misses 2-pt layup from 3 ft (block by A. Baynes),,79,84
291,3,1:30.0,Offensive rebound by Team,,79,84
292,3,1:30.0,,S. Ojeleye enters the game for J. Tatum,79,84
293,3,1:22.0,D. Booker misses 3-pt jump shot from 27 ft,,79,84
294,3,1:21.0,Offensive rebound by Team,,79,84
295,3,1:21.0,,Loose ball foul by A. Baynes (drawn by G. Monroe),79,84
296,3,1:17.0,G. Monroe misses 2-pt jump shot from 7 ft,,79,84
297,3,1:14.0,,Defensive rebound by M. Morris,79,84
298,3,1:10.0,,T. Rozier misses 2-pt jump shot from 5 ft,79,84
299,3,1:10.0,Defensive rebound by Team,,79,84
300,3,0:55.0,G. Monroe misses 2-pt layup at rim,,79,84
301,3,0:52.0,,Defensive rebound by M. Morris,79,84
302,3,0:44.0,,Turnover by M. Morris (bad pass; steal by T. Warren),79,84
303,3,0:39.0,T. Warren misses 2-pt jump shot from 18 ft,,79,84
304,3,0:37.0,,Defensive rebound by M. Morris,79,84
305,3,0:30.0,,S. Ojeleye makes 3-pt jump shot from 22 ft (assist by M. Smart),79,87
306,3,0:08.0,D. Booker misses 2-pt jump shot from 14 ft,,79,87
307,3,0:05.0,,Defensive rebound by T. Rozier,79,87
308,3,0:02.0,,M. Morris makes 2-pt dunk at rim (assist by T. Rozier),79,89
309,4,11:37.0,,M. Smart makes 2-pt jump shot from 9 ft,79,91
310,4,11:21.0,T. Daniels misses 3-pt jump shot from 25 ft,,79,91
311,4,11:19.0,,Defensive rebound by T. Rozier,79,91
312,4,11:06.0,,M. Morris makes 2-pt jump shot from 19 ft,79,93
313,4,10:49.0,M. James misses 2-pt jump shot from 15 ft,,79,93
314,4,10:46.0,,Defensive rebound by S. Ojeleye,79,93
315,4,10:33.0,,A. Baynes makes 2-pt layup from 1 ft (assist by M. Smart),79,95
316,4,10:20.0,T. Daniels misses 3-pt jump shot from 24 ft,,79,95
317,4,10:19.0,,Defensive rebound by M. Morris,79,95
318,4,10:11.0,,J. Brown enters the game for M. Smart,79,95
319,4,10:00.0,,Shooting foul by G. Monroe (drawn by M. Morris),79,95
320,4,10:00.0,,M. Morris makes free throw 1 of 2,79,96
321,4,10:00.0,J. Dudley enters the game for D. Bender,,79,96
322,4,10:00.0,,M. Morris misses free throw 2 of 2,79,96
323,4,9:57.0,Defensive rebound by G. Monroe,,79,96
324,4,9:40.0,T. Warren makes 2-pt jump shot from 18 ft,,81,96
325,4,9:23.0,,T. Rozier misses 2-pt jump shot from 21 ft,81,96
326,4,9:19.0,Defensive rebound by T. Warren,,81,96
327,4,9:16.0,T. Daniels misses 3-pt jump shot from 23 ft,,81,96
328,4,9:15.0,,Defensive rebound by Team,81,96
329,4,9:04.0,,Turnover by A. Baynes (bad pass; steal by T. Daniels),81,96
330,4,9:04.0,Personal foul by J. Brown (drawn by T. Daniels),,81,96
331,4,8:41.0,M. James makes 2-pt layup from 1 ft,,83,96
332,4,8:23.0,,Personal foul by M. James (drawn by T. Rozier),83,96
333,4,8:17.0,,M. Morris misses 3-pt jump shot from 22 ft,83,96
334,4,8:14.0,Defensive rebound by J. Dudley,,83,96
335,4,8:06.0,T. Warren misses 2-pt jump shot from 13 ft,,83,96
336,4,8:03.0,,Defensive rebound by A. Baynes,83,96
337,4,7:57.0,,T. Rozier misses 2-pt layup from 4 ft,83,96
338,4,7:55.0,Defensive rebound by G. Monroe,,83,96
339,4,7:49.0,M. James makes 2-pt layup from 1 ft,,85,96
340,4,7:49.0,,Boston full timeout,85,96
341,4,7:49.0,,A. Horford enters the game for A. Baynes,85,96
342,4,7:49.0,T. Chandler enters the game for G. Monroe,,85,96
343,4,7:49.0,D. Booker enters the game for T. Daniels,,85,96
344,4,7:25.0,,Shooting foul by J. Dudley (drawn by J. Brown),85,96
345,4,7:25.0,,J. Brown makes free throw 1 of 2,85,97
346,4,7:25.0,,J. Brown misses free throw 2 of 2,85,97
347,4,7:23.0,Defensive rebound by J. Dudley,,85,97
348,4,7:08.0,D. Booker makes 2-pt jump shot from 8 ft,,87,97
349,4,6:55.0,,S. Ojeleye makes 3-pt jump shot from 24 ft (assist by A. Horford),87,100
350,4,6:33.0,D. Booker misses 2-pt jump shot from 9 ft,,87,100
351,4,6:31.0,Offensive rebound by T. Chandler,,87,100
352,4,6:29.0,T. Warren makes 3-pt jump shot from 26 ft (assist by J. Dudley),,90,100
353,4,6:10.0,,T. Rozier misses 3-pt jump shot from 25 ft,90,100
354,4,6:08.0,Defensive rebound by T. Chandler,,90,100
355,4,6:02.0,M. James makes 2-pt layup from 3 ft,,92,100
356,4,5:38.0,,A. Horford misses 2-pt jump shot from 13 ft,92,100
357,4,5:33.0,Defensive rebound by J. Dudley,,92,100
358,4,5:30.0,D. Booker misses 3-pt jump shot from 26 ft,,92,100
359,4,5:27.0,,Defensive rebound by S. Ojeleye,92,100
360,4,5:16.0,,A. Horford misses 3-pt jump shot from 25 ft,92,100
361,4,5:14.0,Defensive rebound by T. Chandler,,92,100
362,4,5:02.0,M. James misses 3-pt jump shot from 26 ft,,92,100
363,4,5:00.0,,Defensive rebound by T. Rozier,92,100
364,4,4:46.0,,J. Brown misses 2-pt jump shot from 17 ft,92,100
365,4,4:44.0,Defensive rebound by T. Chandler,,92,100
366,4,4:36.0,J. Dudley makes 2-pt jump shot from 23 ft (assist by M. James),,94,100
367,4,4:36.0,,Boston full timeout,94,100
368,4,4:36.0,,K. Irving enters the game for T. Rozier,94,100
369,4,4:36.0,,M. Smart enters the game for M. Morris,94,100
370,4,4:36.0,,J. Tatum enters the game for S. Ojeleye,94,100
371,4,4:36.0,T. Ulis enters the game for M. James,,94,100
372,4,4:25.0,,J. Tatum makes 2-pt layup at rim (assist by A. Horford),94,102
373,4,4:01.0,D. Booker misses 2-pt jump shot from 13 ft (block by J. Tatum),,94,102
374,4,3:59.0,,Defensive rebound by M. Smart,94,102
375,4,3:45.0,,Turnover by K. Irving (bad pass; steal by T. Warren),94,102
376,4,3:40.0,T. Ulis misses 2-pt jump shot at rim,,94,102
377,4,3:39.0,Offensive rebound by T. Chandler,,94,102
378,4,3:38.0,T. Chandler misses 2-pt layup from 3 ft,,94,102
379,4,3:37.0,Offensive rebound by T. Warren,,94,102
380,4,3:37.0,T. Warren misses 2-pt layup from 1 ft,,94,102
381,4,3:36.0,Offensive rebound by T. Warren,,94,102
382,4,3:36.0,T. Warren misses 2-pt layup from 1 ft,,94,102
383,4,3:35.0,Offensive rebound by T. Chandler,,94,102
384,4,3:35.0,T. Chandler misses 2-pt layup from 1 ft,,94,102
385,4,3:34.0,T. Warren misses 2-pt layup from 2 ft,,94,102
386,4,3:34.0,Offensive rebound by T. Warren,,94,102
387,4,3:33.0,Offensive rebound by T. Warren,,94,102
388,4,3:33.0,T. Warren misses 2-pt layup from 2 ft,,94,102
389,4,3:32.0,Offensive rebound by T. Chandler,,94,102
390,4,3:31.0,T. Chandler makes 2-pt layup from 2 ft,,96,102
