,QUARTER,TIME_REMAINING,DETROIT_ACTION,TORONTO_ACTION,DETROIT_SCORE,TORONTO_SCORE
140,2,7:31.0,,D. Wright makes 2-pt layup from 2 ft,32,42
141,2,7:07.0,J. Ennis misses 2-pt jump shot from 21 ft,,32,42
142,2,7:04.0,,Defensive rebound by F. VanVleet,32,42
143,2,6:57.0,,F. VanVleet misses 2-pt hook shot from 4 ft,32,42
144,2,6:53.0,Defensive rebound by L. Kennard,,32,42
145,2,6:47.0,L. Kennard misses 2-pt jump shot from 21 ft,,32,42
146,2,6:42.0,,Defensive rebound by J. Poeltl,32,42
147,2,6:37.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by F. VanVleet),32,44
148,2,6:14.0,A. Tolliver makes 2-pt jump shot from 7 ft (assist by L. Kennard),,34,44
149,2,5:59.0,,Turnover by J. Poeltl (lost ball; steal by D. Buycks),34,44
150,2,5:56.0,Personal block foul by D. Wright (drawn by J. Ennis),,34,44
151,2,5:56.0,J. Ennis makes free throw 1 of 2,,35,44
152,2,5:56.0,,S. Ibaka enters the game for C. Miles,35,44
153,2,5:56.0,,J. Valančiūnas enters the game for J. Poeltl,35,44
154,2,5:56.0,,K. Lowry enters the game for P. Siakam,35,44
155,2,5:56.0,R. Bullock enters the game for L. Kennard,,35,44
156,2,5:56.0,I. Smith enters the game for D. Buycks,,35,44
157,2,5:56.0,A. Drummond enters the game for B. Griffin,,35,44
158,2,5:56.0,J. Ennis makes free throw 2 of 2,,36,44
159,2,5:43.0,,J. Valančiūnas misses 3-pt jump shot from 26 ft,36,44
160,2,5:40.0,Defensive rebound by J. Ennis,,36,44
161,2,5:35.0,Turnover by J. Ennis (bad pass; steal by J. Valančiūnas),,36,44
162,2,5:27.0,,S. Ibaka misses 3-pt jump shot from 25 ft,36,44
163,2,5:24.0,Defensive rebound by A. Drummond,,36,44
164,2,5:15.0,A. Tolliver misses 3-pt jump shot from 23 ft,,36,44
165,2,5:14.0,Offensive rebound by Team,,36,44
166,2,5:14.0,,Loose ball foul by F. VanVleet (drawn by A. Drummond),36,44
167,2,5:14.0,,D. DeRozan enters the game for F. VanVleet,36,44
168,2,5:14.0,S. Johnson enters the game for J. Ennis,,36,44
169,2,5:04.0,A. Drummond misses 2-pt layup from 7 ft,,36,44
170,2,5:00.0,,Defensive rebound by K. Lowry,36,44
171,2,4:56.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),36,47
172,2,4:32.0,A. Drummond makes 2-pt layup from 2 ft,,38,47
173,2,4:20.0,,J. Valančiūnas makes 2-pt hook shot from 10 ft,38,49
174,2,4:07.0,Personal block foul by D. Wright (drawn by I. Smith),,38,49
175,2,4:07.0,I. Smith makes free throw 1 of 2,,39,49
176,2,4:07.0,I. Smith misses free throw 2 of 2,,39,49
177,2,4:05.0,,Defensive rebound by S. Ibaka,39,49
178,2,3:54.0,,S. Ibaka makes 2-pt jump shot from 18 ft,39,51
179,2,3:37.0,R. Bullock makes 2-pt layup from 1 ft (assist by A. Drummond),,41,51
180,2,3:20.0,,Personal foul by I. Smith (drawn by D. Wright),41,51
181,2,3:20.0,B. Griffin enters the game for A. Tolliver,,41,51
182,2,3:20.0,,Toronto full timeout,41,51
183,2,3:20.0,,N. Powell enters the game for D. Wright,41,51
184,2,3:06.0,,Personal foul by B. Griffin (drawn by J. Valančiūnas),41,51
185,2,3:04.0,,Shooting foul by S. Johnson (drawn by D. DeRozan),41,51
186,2,3:04.0,,D. DeRozan makes free throw 1 of 2,41,52
187,2,3:04.0,,D. DeRozan makes free throw 2 of 2,41,53
188,2,2:53.0,R. Bullock makes 3-pt jump shot from 23 ft (assist by B. Griffin),,44,53
189,2,2:42.0,,K. Lowry misses 2-pt layup from 1 ft,44,53
190,2,2:40.0,Defensive rebound by I. Smith,,44,53
191,2,2:38.0,I. Smith makes 2-pt layup from 2 ft,,46,53
192,2,2:38.0,,Technical foul by K. Lowry,46,53
193,2,2:38.0,B. Griffin misses technical free throw,,46,53
194,2,2:38.0,,Defensive rebound by Team,46,53
195,2,2:29.0,,D. DeRozan misses 2-pt jump shot from 9 ft,46,53
196,2,2:25.0,,Offensive rebound by J. Valančiūnas,46,53
197,2,2:20.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by N. Powell),46,56
198,2,2:04.0,Personal foul by S. Ibaka (drawn by B. Griffin),,46,56
199,2,2:04.0,B. Griffin makes free throw 1 of 2,,47,56
200,2,2:04.0,B. Griffin makes free throw 2 of 2,,48,56
201,2,1:50.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by D. DeRozan),48,59
202,2,1:25.0,R. Bullock makes 3-pt jump shot from 24 ft (assist by B. Griffin),,51,59
203,2,1:10.0,,S. Ibaka misses 3-pt jump shot from 24 ft,51,59
204,2,1:07.0,Defensive rebound by R. Bullock,,51,59
205,2,0:56.0,I. Smith makes 2-pt layup from 1 ft (assist by S. Johnson),,53,59
206,2,0:38.0,,N. Powell misses 3-pt jump shot from 24 ft,53,59
207,2,0:34.0,Defensive rebound by I. Smith,,53,59
208,2,0:31.0,Turnover by I. Smith (lost ball; steal by S. Ibaka),,53,59
209,2,0:25.0,,S. Ibaka misses 3-pt jump shot from 25 ft,53,59
210,2,0:22.0,Defensive rebound by A. Drummond,,53,59
211,2,0:04.0,B. Griffin misses 3-pt jump shot from 25 ft,,53,59
212,2,0:03.0,,Defensive rebound by Team,53,59
213,2,0:03.0,Loose ball foul by A. Drummond (drawn by S. Ibaka),,53,59
214,2,0:03.0,J. Ennis enters the game for S. Johnson,,53,59
215,2,0:03.0,D. Buycks enters the game for I. Smith,,53,59
216,2,0:00.0,,J. Valančiūnas misses 3-pt jump shot from 26 ft,53,59
217,2,0:00.0,,Offensive rebound by Team,53,59
218,3,11:35.0,,K. Lowry misses 2-pt jump shot from 14 ft,53,59
219,3,11:32.0,,Offensive rebound by S. Ibaka,53,59
220,3,11:32.0,,Shooting foul by A. Drummond (drawn by S. Ibaka),53,59
221,3,11:32.0,,S. Ibaka makes free throw 1 of 2,53,60
222,3,11:32.0,,S. Ibaka makes free throw 2 of 2,53,61
223,3,11:13.0,B. Griffin makes 2-pt jump shot from 19 ft,,55,61
224,3,10:56.0,,S. Ibaka makes 3-pt jump shot from 24 ft (assist by K. Lowry),55,64
225,3,10:38.0,S. Johnson misses 3-pt jump shot from 25 ft,,55,64
226,3,10:36.0,,Defensive rebound by J. Valančiūnas,55,64
227,3,10:29.0,,J. Valančiūnas misses 2-pt jump shot from 13 ft,55,64
228,3,10:26.0,Defensive rebound by S. Johnson,,55,64
229,3,10:23.0,Turnover by S. Johnson (turnover),,55,64
230,3,10:08.0,,Shooting foul by I. Smith (drawn by D. DeRozan),55,64
231,3,10:08.0,,D. DeRozan makes free throw 1 of 2,55,65
232,3,10:08.0,,D. DeRozan makes free throw 2 of 2,55,66
233,3,9:56.0,B. Griffin misses 2-pt jump shot from 18 ft,,55,66
234,3,9:53.0,,Defensive rebound by S. Ibaka,55,66
235,3,9:44.0,,S. Ibaka makes 2-pt jump shot from 19 ft (assist by K. Lowry),55,68
236,3,9:29.0,Turnover by A. Drummond (bad pass; steal by S. Ibaka),,55,68
237,3,9:24.0,,S. Ibaka misses 3-pt jump shot from 24 ft,55,68
238,3,9:21.0,Defensive rebound by A. Drummond,,55,68
239,3,9:10.0,A. Drummond misses 2-pt layup from 3 ft (block by J. Valančiūnas),,55,68
240,3,9:08.0,,Defensive rebound by S. Ibaka,55,68
241,3,9:07.0,,Shooting foul by S. Johnson (drawn by D. DeRozan),55,68
242,3,9:07.0,,D. DeRozan makes free throw 1 of 2,55,69
243,3,9:07.0,,D. DeRozan makes free throw 2 of 2,55,70
244,3,9:07.0,Detroit full timeout,,55,70
245,3,8:52.0,A. Drummond misses 2-pt hook shot from 6 ft,,55,70
246,3,8:48.0,,Defensive rebound by D. DeRozan,55,70
247,3,8:40.0,,O. Anunoby makes 2-pt layup from 2 ft (assist by D. DeRozan),55,72
248,3,8:40.0,,Shooting foul by I. Smith (drawn by O. Anunoby),55,72
249,3,8:40.0,,O. Anunoby makes free throw 1 of 1,55,73
250,3,8:22.0,S. Johnson misses 2-pt jump shot from 17 ft,,55,73
251,3,8:18.0,,Defensive rebound by K. Lowry,55,73
252,3,8:16.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),55,75
253,3,8:16.0,Violation by S. Johnson (def goaltending),,55,75
254,3,7:59.0,I. Smith makes 2-pt layup from 2 ft,,57,75
255,3,7:51.0,,K. Lowry makes 3-pt jump shot from 24 ft,57,78
256,3,7:31.0,I. Smith misses 2-pt jump shot from 16 ft,,57,78
257,3,7:29.0,,Defensive rebound by K. Lowry,57,78
258,3,7:23.0,,Turnover by O. Anunoby (bad pass; steal by S. Johnson),57,78
259,3,7:20.0,,Offensive charge foul by S. Johnson (drawn by K. Lowry),57,78
260,3,7:20.0,Turnover by S. Johnson (offensive foul),,57,78
261,3,7:20.0,D. Buycks enters the game for S. Johnson,,57,78
262,3,7:20.0,J. Ennis enters the game for I. Smith,,57,78
263,3,7:05.0,,S. Ibaka misses 3-pt jump shot from 25 ft,57,78
264,3,7:03.0,Defensive rebound by A. Drummond,,57,78
265,3,6:52.0,A. Drummond misses 2-pt hook shot from 6 ft,,57,78
266,3,6:49.0,,Defensive rebound by S. Ibaka,57,78
267,3,6:35.0,,Turnover by J. Valančiūnas (lost ball; steal by J. Ennis),57,78
268,3,6:31.0,R. Bullock makes 2-pt layup from 2 ft (assist by B. Griffin),,59,78
269,3,6:13.0,,K. Lowry makes 3-pt jump shot from 22 ft (assist by D. DeRozan),59,81
270,3,5:57.0,Shooting foul by J. Valančiūnas (drawn by A. Drummond),,59,81
271,3,5:57.0,A. Drummond makes free throw 1 of 2,,60,81
272,3,5:57.0,A. Drummond makes free throw 2 of 2,,61,81
273,3,5:48.0,,D. DeRozan misses 2-pt dunk at rim,61,81
274,3,5:45.0,Defensive rebound by A. Drummond,,61,81
275,3,5:36.0,,Offensive charge foul by J. Ennis (drawn by K. Lowry),61,81
276,3,5:36.0,Turnover by J. Ennis (offensive foul),,61,81
277,3,5:29.0,,K. Lowry misses 3-pt jump shot from 25 ft,61,81
278,3,5:26.0,Defensive rebound by A. Drummond,,61,81
279,3,5:20.0,D. Buycks makes 3-pt jump shot from 25 ft,,64,81
280,3,5:09.0,,Shooting foul by J. Ennis (drawn by D. DeRozan),64,81
281,3,5:09.0,,D. DeRozan makes free throw 1 of 2,64,82
282,3,5:09.0,,J. Poeltl enters the game for J. Valančiūnas,64,82
283,3,5:09.0,,D. DeRozan misses free throw 2 of 2,64,82
284,3,5:07.0,Defensive rebound by J. Ennis,,64,82
285,3,4:54.0,A. Drummond makes 2-pt hook shot from 9 ft,,66,82
286,3,4:46.0,,Personal foul by D. Buycks (drawn by K. Lowry),66,82
287,3,4:46.0,,K. Lowry makes free throw 1 of 2,66,83
288,3,4:46.0,,K. Lowry makes free throw 2 of 2,66,84
289,3,4:35.0,Shooting foul by K. Lowry (drawn by D. Buycks),,66,84
290,3,4:35.0,D. Buycks makes free throw 1 of 2,,67,84
291,3,4:35.0,D. Buycks makes free throw 2 of 2,,68,84
292,3,4:20.0,,Turnover by D. DeRozan (out of bounds lost ball),68,84
293,3,3:58.0,R. Bullock misses 3-pt jump shot from 26 ft,,68,84
294,3,3:55.0,Offensive rebound by D. Buycks,,68,84
295,3,3:43.0,D. Buycks misses 2-pt jump shot from 18 ft,,68,84
296,3,3:39.0,Offensive rebound by A. Drummond,,68,84
297,3,3:37.0,A. Drummond misses 2-pt layup from 1 ft,,68,84
298,3,3:35.0,Offensive rebound by D. Buycks,,68,84
299,3,3:34.0,R. Bullock misses 3-pt jump shot from 26 ft,,68,84
300,3,3:31.0,,Defensive rebound by K. Lowry,68,84
301,3,3:28.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by O. Anunoby),68,86
302,3,3:11.0,J. Ennis misses 3-pt jump shot from 22 ft,,68,86
303,3,3:11.0,,Defensive rebound by Team,68,86
304,3,3:11.0,,P. Siakam enters the game for S. Ibaka,68,86
305,3,3:11.0,A. Tolliver enters the game for B. Griffin,,68,86
306,3,3:04.0,,Turnover by P. Siakam (lost ball; steal by A. Tolliver),68,86
307,3,2:41.0,A. Tolliver misses 2-pt layup from 9 ft,,68,86
308,3,2:40.0,Offensive rebound by A. Drummond,,68,86
309,3,2:39.0,A. Drummond misses 2-pt layup at rim,,68,86
310,3,2:38.0,Offensive rebound by A. Drummond,,68,86
311,3,2:37.0,A. Drummond makes 2-pt layup at rim,,70,86
312,3,2:37.0,,Toronto full timeout,70,86
313,3,2:37.0,,F. VanVleet enters the game for O. Anunoby,70,86
314,3,2:37.0,,C. Miles enters the game for K. Lowry,70,86
315,3,2:37.0,L. Kennard enters the game for R. Bullock,,70,86
316,3,2:15.0,,J. Poeltl misses 2-pt layup from 3 ft (block by A. Drummond),70,86
317,3,2:13.0,,Offensive rebound by F. VanVleet,70,86
318,3,2:13.0,,Shooting foul by L. Kennard (drawn by F. VanVleet),70,86
319,3,2:13.0,,F. VanVleet makes 2-pt layup from 2 ft,70,88
320,3,2:13.0,,F. VanVleet makes free throw 1 of 1,70,89
321,3,1:56.0,Turnover by J. Ennis (bad pass; steal by D. DeRozan),,70,89
322,3,1:51.0,,C. Miles misses 3-pt jump shot from 24 ft,70,89
323,3,1:47.0,,Offensive rebound by P. Siakam,70,89
324,3,1:32.0,,D. DeRozan misses 2-pt jump shot from 15 ft,70,89
325,3,1:29.0,Defensive rebound by L. Kennard,,70,89
326,3,1:11.0,J. Ennis makes 3-pt jump shot from 22 ft (assist by D. Buycks),,73,89
327,3,0:56.0,,Shooting foul by L. Kennard (drawn by C. Miles),73,89
328,3,0:56.0,,C. Miles makes free throw 1 of 2,73,90
329,3,0:56.0,,C. Miles makes free throw 2 of 2,73,91
330,3,0:41.0,A. Tolliver misses 3-pt jump shot from 25 ft,,73,91
331,3,0:41.0,Offensive rebound by D. Buycks,,73,91
332,3,0:29.0,D. Buycks misses 2-pt jump shot from 15 ft,,73,91
333,3,0:29.0,,Defensive rebound by C. Miles,73,91
334,3,0:08.0,,D. DeRozan makes 2-pt layup from 5 ft,73,93
335,3,0:05.0,Personal foul by P. Siakam (drawn by L. Kennard),,73,93
336,3,0:00.0,J. Ennis makes 2-pt layup from 1 ft (assist by D. Buycks),,75,93
337,4,11:37.0,J. Ennis misses 2-pt layup from 3 ft,,75,93
338,4,11:34.0,Offensive rebound by J. Ennis,,75,93
339,4,11:32.0,J. Ennis misses 2-pt jump shot from 4 ft (block by P. Siakam),,75,93
340,4,11:32.0,Offensive rebound by J. Ennis,,75,93
341,4,11:27.0,D. Buycks misses 2-pt layup from 3 ft (block by J. Poeltl),,75,93
342,4,11:27.0,,Defensive rebound by P. Siakam,75,93
343,4,11:21.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by P. Siakam),75,96
344,4,11:03.0,B. Griffin makes 2-pt layup from 2 ft (assist by D. Buycks),,77,96
345,4,11:02.0,Technical foul by B. Griffin,,77,96
346,4,11:02.0,,C. Miles makes technical free throw,77,97
347,4,10:42.0,,F. VanVleet misses 3-pt jump shot from 22 ft,77,97
348,4,10:42.0,Defensive rebound by J. Ennis,,77,97
349,4,10:25.0,B. Griffin misses 3-pt jump shot from 25 ft,,77,97
350,4,10:21.0,,Defensive rebound by F. VanVleet,77,97
351,4,10:18.0,Offensive charge foul by F. VanVleet (drawn by B. Griffin),,77,97
352,4,10:18.0,,Turnover by F. VanVleet (offensive foul),77,97
353,4,10:02.0,Turnover by D. Buycks (bad pass; steal by D. Wright),,77,97
354,4,10:01.0,,Personal foul by L. Kennard (drawn by D. Wright),77,97
355,4,9:50.0,,C. Miles misses 3-pt jump shot from 22 ft,77,97
356,4,9:48.0,Defensive rebound by A. Tolliver,,77,97
357,4,9:41.0,J. Ennis makes 3-pt jump shot from 25 ft (assist by B. Griffin),,80,97
358,4,9:27.0,,J. Poeltl makes 2-pt dunk from 1 ft (assist by D. Wright),80,99
359,4,9:11.0,Personal foul by F. VanVleet (drawn by B. Griffin),,80,99
360,4,9:04.0,D. Buycks misses 2-pt layup from 3 ft,,80,99
361,4,9:01.0,,Defensive rebound by P. Siakam,80,99
362,4,8:55.0,,F. VanVleet makes 3-pt jump shot from 22 ft (assist by D. Wright),80,102
363,4,8:54.0,Detroit full timeout,,80,102
364,4,8:54.0,,M. Miller enters the game for C. Miles,80,102
365,4,8:54.0,I. Smith enters the game for L. Kennard,,80,102
366,4,8:54.0,A. Drummond enters the game for D. Buycks,,80,102
367,4,8:54.0,R. Bullock enters the game for A. Tolliver,,80,102
368,4,8:36.0,Turnover by R. Bullock (bad pass; steal by J. Poeltl),,80,102
369,4,8:11.0,,J. Poeltl misses 2-pt hook shot from 1 ft,80,102
370,4,8:09.0,Defensive rebound by B. Griffin,,80,102
371,4,7:59.0,Shooting foul by P. Siakam (drawn by I. Smith),,80,102
372,4,7:59.0,I. Smith makes free throw 1 of 2,,81,102
373,4,7:59.0,I. Smith misses free throw 2 of 2,,81,102
374,4,7:57.0,,Defensive rebound by M. Miller,81,102
375,4,7:42.0,,Shooting foul by B. Griffin (drawn by F. VanVleet),81,102
376,4,7:42.0,,F. VanVleet makes free throw 1 of 2,81,103
