,QUARTER,TIME_REMAINING,DETROIT_ACTION,SACRAMENTO_ACTION,DETROIT_SCORE,SACRAMENTO_SCORE
103,2,11:33.0,Personal foul by F. Mason (drawn by A. Drummond),,25,21
104,2,11:24.0,L. Kennard misses 3-pt jump shot from 25 ft,,25,21
105,2,11:20.0,,Defensive rebound by K. Koufos,25,21
106,2,11:09.0,,K. Koufos misses 2-pt hook shot from 6 ft,25,21
107,2,11:07.0,Defensive rebound by D. Buycks,,25,21
108,2,10:49.0,A. Tolliver misses 2-pt layup from 7 ft,,25,21
109,2,10:45.0,Offensive rebound by A. Drummond,,25,21
110,2,10:45.0,A. Drummond misses 2-pt layup at rim,,25,21
111,2,10:44.0,,Defensive rebound by S. Labissière,25,21
112,2,10:30.0,,F. Mason misses 2-pt jump shot from 21 ft,25,21
113,2,10:26.0,Defensive rebound by A. Drummond,,25,21
114,2,10:07.0,Shooting foul by S. Labissière (drawn by A. Drummond),,25,21
115,2,10:07.0,A. Drummond misses free throw 1 of 2,,25,21
116,2,10:07.0,Offensive rebound by Team,,25,21
117,2,10:07.0,A. Drummond misses free throw 2 of 2,,25,21
118,2,10:06.0,,Defensive rebound by Team,25,21
119,2,9:49.0,,G. Temple misses 3-pt jump shot from 26 ft,25,21
120,2,9:45.0,Defensive rebound by J. Ennis,,25,21
121,2,9:36.0,D. Buycks makes 2-pt layup from 2 ft (assist by J. Ennis),,27,21
122,2,9:29.0,,G. Temple misses 2-pt layup from 2 ft,27,21
123,2,9:29.0,Defensive rebound by A. Tolliver,,27,21
124,2,9:26.0,Personal foul by G. Temple (drawn by D. Buycks),,27,21
125,2,9:19.0,D. Buycks makes 2-pt jump shot from 20 ft,,29,21
126,2,9:17.0,,Sacramento full timeout,29,21
127,2,9:03.0,,Personal foul by A. Tolliver (drawn by S. Labissière),29,21
128,2,8:52.0,,G. Temple makes 2-pt jump shot from 23 ft,29,23
129,2,8:38.0,Turnover by A. Drummond (bad pass; steal by V. Carter),,29,23
130,2,8:34.0,,V. Carter makes 2-pt dunk from 1 ft,29,25
131,2,8:20.0,J. Ennis misses 3-pt jump shot from 24 ft,,29,25
132,2,8:16.0,,Defensive rebound by S. Labissière,29,25
133,2,8:07.0,,Turnover by V. Carter (out of bounds lost ball),29,25
134,2,7:52.0,L. Kennard misses 2-pt jump shot from 9 ft,,29,25
135,2,7:49.0,,Defensive rebound by K. Koufos,29,25
136,2,7:33.0,,Shooting foul by A. Drummond (drawn by S. Labissière),29,25
137,2,7:33.0,,S. Labissière makes free throw 1 of 2,29,26
138,2,7:33.0,I. Smith enters the game for D. Buycks,,29,26
139,2,7:33.0,,S. Labissière makes free throw 2 of 2,29,27
140,2,7:17.0,J. Ennis misses 2-pt layup from 3 ft (block by V. Carter),,29,27
141,2,7:15.0,Offensive rebound by J. Ennis,,29,27
142,2,7:15.0,,B. Hield enters the game for S. Labissière,29,27
143,2,6:58.0,Turnover by L. Kennard (step out of bounds),,29,27
144,2,6:58.0,S. Johnson enters the game for J. Ennis,,29,27
145,2,6:45.0,B. Griffin enters the game for A. Tolliver,,29,27
146,2,6:37.0,,G. Temple misses 3-pt jump shot from 25 ft,29,27
147,2,6:32.0,Defensive rebound by A. Drummond,,29,27
148,2,6:23.0,A. Drummond misses 2-pt hook shot from 9 ft,,29,27
149,2,6:19.0,,Defensive rebound by F. Mason,29,27
150,2,6:15.0,,F. Mason makes 3-pt jump shot from 24 ft,29,30
151,2,6:08.0,Detroit full timeout,,29,30
152,2,6:00.0,L. Kennard makes 2-pt jump shot from 7 ft,,31,30
153,2,5:45.0,,Def 3 sec tech foul by A. Drummond,31,30
154,2,5:45.0,,B. Hield makes technical free throw,31,31
155,2,5:45.0,,D. Fox enters the game for F. Mason,31,31
156,2,5:36.0,,V. Carter misses 3-pt jump shot from 25 ft,31,31
157,2,5:32.0,Defensive rebound by I. Smith,,31,31
158,2,5:20.0,S. Johnson makes 2-pt jump shot from 14 ft (assist by B. Griffin),,33,31
159,2,5:09.0,Offensive charge foul by V. Carter (drawn by B. Griffin),,33,31
160,2,5:09.0,,Turnover by V. Carter (offensive foul),33,31
161,2,5:09.0,,W. Cauley-Stein enters the game for K. Koufos,33,31
162,2,4:55.0,Personal foul by V. Carter (drawn by B. Griffin),,33,31
163,2,4:55.0,Offensive foul by A. Drummond (drawn by W. Cauley-Stein),,33,31
164,2,4:55.0,Turnover by A. Drummond (offensive foul),,33,31
165,2,4:38.0,,B. Hield makes 2-pt jump shot from 8 ft,33,33
166,2,4:23.0,A. Drummond misses 2-pt hook shot from 6 ft,,33,33
167,2,4:18.0,,Defensive rebound by B. Hield,33,33
168,2,4:12.0,,V. Carter makes 2-pt jump shot from 11 ft,33,35
169,2,3:47.0,B. Griffin misses 2-pt layup from 6 ft,,33,35
170,2,3:40.0,Offensive rebound by B. Griffin,,33,35
171,2,3:40.0,B. Griffin makes 2-pt layup at rim,,35,35
172,2,3:34.0,,D. Fox makes 2-pt jump shot from 12 ft,35,37
173,2,3:07.0,S. Johnson makes 3-pt jump shot from 26 ft (assist by B. Griffin),,38,37
174,2,2:53.0,,V. Carter misses 3-pt jump shot from 25 ft,38,37
175,2,2:48.0,,Offensive rebound by W. Cauley-Stein,38,37
176,2,2:45.0,,D. Fox makes 2-pt jump shot from 10 ft (assist by B. Hield),38,39
177,2,2:20.0,Turnover by A. Drummond (bad pass; steal by V. Carter),,38,39
178,2,2:14.0,,B. Hield makes 2-pt layup from 1 ft,38,41
179,2,1:48.0,B. Griffin makes 3-pt jump shot from 25 ft,,41,41
180,2,1:33.0,,D. Fox misses 2-pt layup from 3 ft (block by I. Smith),41,41
181,2,1:27.0,Defensive rebound by A. Drummond,,41,41
182,2,1:18.0,Personal foul by V. Carter (drawn by B. Griffin),,41,41
183,2,1:18.0,B. Griffin misses free throw 1 of 2,,41,41
184,2,1:18.0,Offensive rebound by Team,,41,41
185,2,1:18.0,,J. Jackson enters the game for V. Carter,41,41
186,2,1:18.0,,Z. Randolph enters the game for G. Temple,41,41
187,2,1:18.0,R. Bullock enters the game for A. Drummond,,41,41
188,2,1:18.0,A. Tolliver enters the game for L. Kennard,,41,41
189,2,1:18.0,B. Griffin makes free throw 2 of 2,,42,41
190,2,1:05.0,,J. Jackson makes 2-pt layup from 1 ft (assist by Z. Randolph),42,43
191,2,0:49.0,I. Smith makes 2-pt jump shot from 13 ft,,44,43
192,2,0:44.0,,Shooting foul by A. Tolliver (drawn by W. Cauley-Stein),44,43
193,2,0:44.0,,W. Cauley-Stein makes free throw 1 of 2,44,44
194,2,0:44.0,,W. Cauley-Stein misses free throw 2 of 2,44,44
195,2,0:42.0,Defensive rebound by B. Griffin,,44,44
196,2,0:32.0,A. Tolliver misses 3-pt jump shot from 23 ft,,44,44
197,2,0:29.0,Offensive rebound by Team,,44,44
198,2,0:08.0,S. Johnson misses 2-pt layup from 2 ft,,44,44
199,2,0:05.0,,Defensive rebound by D. Fox,44,44
200,2,0:03.0,,B. Hield misses 3-pt jump shot from 25 ft,44,44
201,2,0:03.0,,Offensive rebound by Team,44,44
202,3,11:41.0,,B. Hield misses 2-pt jump shot from 18 ft,44,44
203,3,11:38.0,Defensive rebound by S. Johnson,,44,44
204,3,11:26.0,S. Johnson makes 2-pt jump shot from 12 ft,,46,44
205,3,11:03.0,,D. Fox makes 2-pt jump shot from 13 ft,46,46
206,3,10:46.0,Personal foul by J. Jackson (drawn by S. Johnson),,46,46
207,3,10:38.0,A. Drummond makes 2-pt layup from 1 ft (assist by I. Smith),,48,46
208,3,10:27.0,,Personal foul by S. Johnson (drawn by Z. Randolph),48,46
209,3,10:24.0,,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by B. Hield),48,48
210,3,9:55.0,B. Griffin misses 2-pt jump shot from 13 ft,,48,48
211,3,9:52.0,,Defensive rebound by Z. Randolph,48,48
212,3,9:45.0,,Personal foul by I. Smith (drawn by D. Fox),48,48
213,3,9:35.0,,W. Cauley-Stein misses 2-pt layup from 1 ft (block by A. Drummond),48,48
214,3,9:31.0,Defensive rebound by B. Griffin,,48,48
215,3,9:30.0,Shooting foul by D. Fox (drawn by S. Johnson),,48,48
216,3,9:30.0,S. Johnson makes free throw 1 of 2,,49,48
217,3,9:30.0,S. Johnson makes free throw 2 of 2,,50,48
218,3,9:12.0,,J. Jackson makes 2-pt jump shot from 6 ft (assist by D. Fox),50,50
219,3,9:00.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),,53,50
220,3,8:47.0,,Z. Randolph makes 2-pt jump shot from 16 ft (assist by W. Cauley-Stein),53,52
221,3,8:31.0,B. Griffin misses 2-pt jump shot from 15 ft,,53,52
222,3,8:26.0,,Defensive rebound by B. Hield,53,52
223,3,8:23.0,,B. Hield makes 3-pt jump shot from 24 ft,53,55
224,3,8:02.0,I. Smith makes 2-pt jump shot from 17 ft,,55,55
225,3,7:54.0,,Turnover by D. Fox (bad pass; steal by I. Smith),55,55
226,3,7:42.0,R. Bullock makes 2-pt layup from 1 ft,,57,55
227,3,7:27.0,,W. Cauley-Stein makes 2-pt hook shot from 7 ft,57,57
228,3,7:09.0,Personal foul by Z. Randolph (drawn by B. Griffin),,57,57
229,3,6:58.0,I. Smith misses 3-pt jump shot from 25 ft,,57,57
230,3,6:55.0,,Defensive rebound by B. Hield,57,57
231,3,6:50.0,,Turnover by B. Hield (bad pass; steal by S. Johnson),57,57
232,3,6:45.0,Personal foul by J. Jackson (drawn by A. Drummond),,57,57
233,3,6:45.0,,Sacramento full timeout,57,57
234,3,6:30.0,B. Griffin makes 2-pt layup from 2 ft,,59,57
235,3,6:14.0,,Z. Randolph misses 2-pt jump shot from 21 ft,59,57
236,3,6:10.0,Defensive rebound by A. Drummond,,59,57
237,3,5:51.0,B. Griffin makes 2-pt layup at rim,,61,57
238,3,5:43.0,,W. Cauley-Stein misses 2-pt layup at rim,61,57
239,3,5:41.0,Defensive rebound by S. Johnson,,61,57
240,3,5:37.0,Shooting foul by B. Hield (drawn by S. Johnson),,61,57
241,3,5:37.0,S. Johnson makes free throw 1 of 2,,62,57
242,3,5:37.0,,S. Labissière enters the game for Z. Randolph,62,57
243,3,5:37.0,A. Tolliver enters the game for A. Drummond,,62,57
244,3,5:37.0,S. Johnson makes free throw 2 of 2,,63,57
245,3,5:24.0,,D. Fox misses 2-pt jump shot from 12 ft,63,57
246,3,5:20.0,Defensive rebound by I. Smith,,63,57
247,3,5:12.0,B. Griffin makes 3-pt jump shot from 25 ft,,66,57
248,3,4:56.0,,B. Hield makes 2-pt jump shot from 20 ft (assist by S. Labissière),66,59
249,3,4:46.0,R. Bullock misses 3-pt jump shot from 24 ft,,66,59
250,3,4:44.0,,Defensive rebound by Team,66,59
251,3,4:44.0,Loose ball foul by I. Smith (drawn by D. Fox),,66,59
252,3,4:35.0,,W. Cauley-Stein misses 2-pt layup from 1 ft,66,59
253,3,4:32.0,Defensive rebound by B. Griffin,,66,59
254,3,4:25.0,B. Griffin misses 2-pt jump shot from 22 ft,,66,59
255,3,4:21.0,,Defensive rebound by B. Hield,66,59
256,3,4:16.0,,Shooting foul by A. Tolliver (drawn by D. Fox),66,59
257,3,4:16.0,,D. Fox misses free throw 1 of 3,66,59
258,3,4:16.0,,Offensive rebound by Team,66,59
259,3,4:16.0,,D. Fox misses free throw 2 of 3,66,59
260,3,4:16.0,,Offensive rebound by Team,66,59
261,3,4:16.0,,G. Temple enters the game for B. Hield,66,59
262,3,4:16.0,,D. Fox misses free throw 3 of 3,66,59
263,3,4:13.0,Defensive rebound by B. Griffin,,66,59
264,3,3:53.0,R. Bullock misses 2-pt jump shot from 19 ft,,66,59
265,3,3:50.0,,Defensive rebound by D. Fox,66,59
266,3,3:47.0,,D. Fox makes 2-pt layup from 2 ft,66,61
267,3,3:30.0,B. Griffin makes 2-pt dunk from 1 ft,,68,61
268,3,3:09.0,,S. Labissière misses 2-pt layup from 4 ft,68,61
269,3,3:07.0,Defensive rebound by S. Johnson,,68,61
270,3,3:03.0,S. Johnson misses 2-pt jump shot from 20 ft,,68,61
271,3,3:03.0,,Defensive rebound by J. Jackson,68,61
272,3,2:55.0,,G. Temple misses 3-pt jump shot from 25 ft,68,61
273,3,2:52.0,Defensive rebound by S. Johnson,,68,61
274,3,2:40.0,B. Griffin misses 2-pt layup from 3 ft,,68,61
275,3,2:36.0,,Defensive rebound by W. Cauley-Stein,68,61
276,3,2:20.0,,W. Cauley-Stein misses 2-pt jump shot from 17 ft,68,61
277,3,2:17.0,Defensive rebound by B. Griffin,,68,61
278,3,2:12.0,A. Tolliver misses 3-pt jump shot from 27 ft,,68,61
279,3,2:08.0,,Defensive rebound by J. Jackson,68,61
280,3,1:46.0,,Turnover by S. Labissière (lost ball; steal by S. Johnson),68,61
281,3,1:22.0,Shooting foul by D. Fox (drawn by B. Griffin),,68,61
282,3,1:22.0,Detroit full timeout,,68,61
283,3,1:22.0,,F. Mason enters the game for W. Cauley-Stein,68,61
284,3,1:22.0,,V. Carter enters the game for D. Fox,68,61
285,3,1:22.0,,K. Koufos enters the game for J. Jackson,68,61
286,3,1:22.0,D. Buycks enters the game for S. Johnson,,68,61
287,3,1:22.0,J. Ennis enters the game for I. Smith,,68,61
288,3,1:22.0,B. Griffin makes free throw 1 of 2,,69,61
289,3,1:22.0,B. Griffin makes free throw 2 of 2,,70,61
290,3,1:06.0,,S. Labissière makes 2-pt jump shot from 17 ft,70,63
291,3,0:40.0,B. Griffin misses 3-pt jump shot from 25 ft,,70,63
292,3,0:37.0,,Defensive rebound by G. Temple,70,63
293,3,0:29.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by K. Koufos),70,66
294,3,0:13.0,A. Tolliver makes 3-pt jump shot from 24 ft (assist by R. Bullock),,73,66
295,3,0:03.0,,F. Mason misses 3-pt jump shot from 25 ft,73,66
296,3,0:03.0,Defensive rebound by A. Tolliver,,73,66
297,4,11:42.0,Shooting foul by S. Labissière (drawn by J. Ennis),,73,66
298,4,11:42.0,J. Ennis makes free throw 1 of 2,,74,66
299,4,11:42.0,J. Ennis makes free throw 2 of 2,,75,66
300,4,11:20.0,,F. Mason makes 2-pt jump shot from 17 ft (assist by K. Koufos),75,68
301,4,11:20.0,,Shooting foul by D. Buycks (drawn by F. Mason),75,68
302,4,11:20.0,,F. Mason misses free throw 1 of 1,75,68
303,4,11:20.0,Defensive rebound by A. Drummond,,75,68
304,4,11:07.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by A. Tolliver),,78,68
305,4,10:54.0,,Personal foul by A. Drummond (drawn by F. Mason),78,68
306,4,10:46.0,,G. Temple misses 2-pt jump shot from 8 ft,78,68
307,4,10:44.0,,S. Labissière misses 2-pt layup from 1 ft,78,68
308,4,10:44.0,,Offensive rebound by S. Labissière,78,68
309,4,10:43.0,,Offensive rebound by S. Labissière,78,68
310,4,10:42.0,,S. Labissière misses 2-pt layup at rim,78,68
311,4,10:39.0,,Offensive rebound by V. Carter,78,68
312,4,10:38.0,,Personal foul by J. Ennis (drawn by F. Mason),78,68
313,4,10:24.0,,S. Labissière misses 2-pt jump shot from 15 ft,78,68
314,4,10:21.0,Defensive rebound by A. Drummond,,78,68
315,4,10:14.0,A. Drummond misses 2-pt jump shot from 9 ft,,78,68
316,4,10:11.0,Offensive rebound by A. Drummond,,78,68
317,4,10:11.0,A. Drummond makes 2-pt layup from 1 ft,,80,68
318,4,9:59.0,,Turnover by F. Mason (bad pass; steal by L. Kennard),80,68
319,4,9:45.0,D. Buycks misses 2-pt jump shot from 18 ft,,80,68
320,4,9:42.0,,Defensive rebound by G. Temple,80,68
321,4,9:27.0,,K. Koufos misses 2-pt hook shot from 8 ft (block by A. Drummond),80,68
322,4,9:23.0,,Offensive rebound by F. Mason,80,68
323,4,9:21.0,,F. Mason misses 3-pt jump shot from 25 ft,80,68
324,4,9:19.0,Defensive rebound by A. Drummond,,80,68
325,4,9:10.0,D. Buycks misses 2-pt layup from 3 ft,,80,68
326,4,9:10.0,,Defensive rebound by Team,80,68
327,4,9:10.0,,Sacramento full timeout,80,68
328,4,9:10.0,,B. Hield enters the game for S. Labissière,80,68
329,4,8:51.0,,G. Temple misses 3-pt jump shot from 22 ft,80,68
330,4,8:47.0,Defensive rebound by D. Buycks,,80,68
331,4,8:38.0,Turnover by D. Buycks (bad pass; steal by F. Mason),,80,68
332,4,8:30.0,,G. Temple misses 3-pt jump shot from 25 ft,80,68
333,4,8:26.0,Defensive rebound by A. Drummond,,80,68
334,4,8:13.0,J. Ennis misses 3-pt jump shot from 27 ft,,80,68
335,4,8:09.0,,Defensive rebound by K. Koufos,80,68
336,4,8:00.0,,V. Carter misses 3-pt jump shot from 24 ft,80,68
337,4,7:56.0,,Offensive rebound by F. Mason,80,68
338,4,7:54.0,,F. Mason misses 2-pt jump shot from 13 ft,80,68
339,4,7:52.0,Defensive rebound by A. Drummond,,80,68
340,4,7:46.0,A. Tolliver makes 3-pt jump shot from 23 ft (assist by J. Ennis),,83,68
341,4,7:29.0,,G. Temple misses 2-pt jump shot from 10 ft,83,68
342,4,7:26.0,Defensive rebound by A. Tolliver,,83,68
343,4,7:22.0,Shooting foul by G. Temple (drawn by J. Ennis),,83,68
344,4,7:22.0,J. Ennis makes free throw 1 of 2,,84,68
345,4,7:22.0,,W. Cauley-Stein enters the game for F. Mason,84,68
346,4,7:22.0,,D. Fox enters the game for V. Carter,84,68
347,4,7:22.0,,S. Labissière enters the game for G. Temple,84,68
348,4,7:22.0,,J. Jackson enters the game for K. Koufos,84,68
349,4,7:22.0,I. Smith enters the game for D. Buycks,,84,68
350,4,7:22.0,J. Ennis makes free throw 2 of 2,,85,68
351,4,7:08.0,,D. Fox makes 2-pt layup at rim (assist by W. Cauley-Stein),85,70
352,4,6:52.0,Turnover by A. Tolliver (bad pass; steal by B. Hield),,85,70
353,4,6:46.0,,S. Labissière makes 2-pt dunk from 1 ft (assist by W. Cauley-Stein),85,72
354,4,6:46.0,Detroit full timeout,,85,72
355,4,6:46.0,R. Bullock enters the game for A. Drummond,,85,72
356,4,6:46.0,B. Griffin enters the game for J. Ennis,,85,72
357,4,6:32.0,L. Kennard makes 3-pt jump shot from 25 ft (assist by R. Bullock),,88,72
358,4,6:17.0,,B. Hield misses 3-pt jump shot from 25 ft,88,72
359,4,6:14.0,Defensive rebound by Team,,88,72
360,4,5:57.0,Turnover by L. Kennard (bad pass; steal by S. Labissière),,88,72
361,4,5:51.0,,B. Hield makes 2-pt jump shot from 14 ft,88,74
362,4,5:32.0,I. Smith makes 3-pt jump shot from 23 ft (assist by B. Griffin),,91,74
363,4,5:20.0,Offensive charge foul by W. Cauley-Stein (drawn by A. Tolliver),,91,74
364,4,5:20.0,,Turnover by W. Cauley-Stein (offensive foul),91,74
365,4,5:06.0,R. Bullock makes 2-pt jump shot from 12 ft (assist by I. Smith),,93,74
366,4,4:49.0,,J. Jackson makes 2-pt jump shot from 9 ft (assist by W. Cauley-Stein),93,76
367,4,4:35.0,Shooting foul by D. Fox (drawn by I. Smith),,93,76
368,4,4:35.0,I. Smith makes free throw 1 of 2,,94,76
369,4,4:35.0,I. Smith makes free throw 2 of 2,,95,76
370,4,4:26.0,,Turnover by D. Fox (bad pass),95,76
371,4,4:09.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Griffin),,98,76
372,4,3:57.0,,S. Labissière makes 2-pt jump shot from 19 ft (assist by D. Fox),98,78
373,4,3:41.0,R. Bullock misses 2-pt layup from 2 ft (block by S. Labissière),,98,78
374,4,3:37.0,,Defensive rebound by W. Cauley-Stein,98,78
375,4,3:33.0,,B. Hield makes 3-pt jump shot from 25 ft,98,81
376,4,3:29.0,Personal foul by B. Hield (drawn by L. Kennard),,98,81
377,4,3:14.0,L. Kennard misses 3-pt jump shot from 25 ft,,98,81
378,4,3:12.0,,Defensive rebound by Team,98,81
379,4,3:02.0,,D. Fox makes 2-pt jump shot from 20 ft,98,83
380,4,2:43.0,B. Griffin misses 2-pt layup from 2 ft,,98,83
381,4,2:40.0,Offensive rebound by A. Tolliver,,98,83
382,4,2:40.0,A. Tolliver misses 2-pt hook shot from 2 ft (block by S. Labissière),,98,83
