,QUARTER,TIME_REMAINING,CHICAGO_ACTION,DETROIT_ACTION,CHICAGO_SCORE,DETROIT_SCORE
114,2,8:56.0,,L. Kennard misses 3-pt jump shot from 27 ft,32,23
115,2,8:53.0,Defensive rebound by D. Valentine,,32,23
116,2,8:47.0,Personal foul by J. Nelson (drawn by C. Payne),,32,23
117,2,8:33.0,B. Portis misses 2-pt jump shot from 13 ft (block by E. Moreland),,32,23
118,2,8:29.0,,Defensive rebound by L. Kennard,32,23
119,2,8:26.0,,J. Ennis makes 3-pt jump shot from 26 ft (assist by L. Kennard),32,26
120,2,7:59.0,C. Payne makes 2-pt jump shot from 4 ft,,34,26
121,2,7:42.0,,L. Kennard makes 3-pt jump shot from 24 ft (assist by J. Nelson),34,29
122,2,7:28.0,Turnover by B. Portis (lost ball; steal by J. Nelson),,34,29
123,2,7:23.0,,Personal foul by C. Payne (drawn by J. Nelson),34,29
124,2,7:23.0,,A. Drummond enters the game for E. Moreland,34,29
125,2,7:23.0,,I. Smith enters the game for J. Nelson,34,29
126,2,7:23.0,Z. LaVine enters the game for D. Valentine,,34,29
127,2,7:14.0,,A. Tolliver misses 3-pt jump shot from 26 ft,34,29
128,2,7:09.0,Defensive rebound by B. Portis,,34,29
129,2,6:54.0,N. Vonleh makes 2-pt layup from 1 ft (assist by B. Portis),,36,29
130,2,6:37.0,,J. Ennis misses 2-pt layup from 3 ft,36,29
131,2,6:34.0,Defensive rebound by B. Portis,,36,29
132,2,6:23.0,C. Payne makes 3-pt jump shot from 27 ft (assist by B. Portis),,39,29
133,2,5:56.0,,A. Tolliver misses 3-pt jump shot from 27 ft,39,29
134,2,5:52.0,Defensive rebound by B. Portis,,39,29
135,2,5:46.0,D. Nwaba misses 2-pt layup from 3 ft (block by A. Drummond),,39,29
136,2,5:43.0,,Defensive rebound by A. Drummond,39,29
137,2,5:39.0,,L. Kennard misses 3-pt jump shot from 28 ft,39,29
138,2,5:34.0,,Offensive rebound by A. Tolliver,39,29
139,2,5:30.0,,L. Kennard makes 2-pt layup from 2 ft,39,31
140,2,5:30.0,,Shooting foul by C. Payne (drawn by L. Kennard),39,31
141,2,5:30.0,,B. Griffin enters the game for A. Tolliver,39,31
142,2,5:30.0,L. Markkanen enters the game for B. Portis,,39,31
143,2,5:30.0,K. Dunn enters the game for C. Payne,,39,31
144,2,5:30.0,,L. Kennard makes free throw 1 of 1,39,32
145,2,5:19.0,K. Dunn misses 3-pt jump shot from 23 ft,,39,32
146,2,5:15.0,,Defensive rebound by I. Smith,39,32
147,2,5:02.0,,B. Griffin makes 2-pt layup from 1 ft (assist by L. Kennard),39,34
148,2,4:36.0,L. Markkanen misses 2-pt layup from 8 ft,,39,34
149,2,4:34.0,,Defensive rebound by I. Smith,39,34
150,2,4:30.0,,I. Smith makes 2-pt layup from 1 ft,39,36
151,2,4:30.0,Chicago full timeout,,39,36
152,2,4:30.0,,R. Bullock enters the game for J. Ennis,39,36
153,2,4:30.0,B. Portis enters the game for N. Vonleh,,39,36
154,2,4:14.0,Z. LaVine misses 2-pt layup from 1 ft,,39,36
155,2,4:08.0,Offensive rebound by B. Portis,,39,36
156,2,4:08.0,B. Portis makes 2-pt layup at rim,,41,36
157,2,3:54.0,,L. Kennard misses 3-pt jump shot from 25 ft,41,36
158,2,3:52.0,Defensive rebound by D. Nwaba,,41,36
159,2,3:47.0,Turnover by D. Nwaba (bad pass; steal by A. Drummond),,41,36
160,2,3:30.0,,B. Griffin misses 2-pt layup from 2 ft,41,36
161,2,3:27.0,,Offensive rebound by B. Griffin,41,36
162,2,3:26.0,,B. Griffin misses 2-pt layup from 2 ft,41,36
163,2,3:26.0,,Offensive rebound by A. Drummond,41,36
164,2,3:26.0,,Personal foul by Z. LaVine (drawn by A. Drummond),41,36
165,2,3:26.0,D. Valentine enters the game for D. Nwaba,,41,36
166,2,3:16.0,,I. Smith makes 2-pt layup from 3 ft,41,38
167,2,2:50.0,Z. LaVine misses 2-pt jump shot from 21 ft,,41,38
168,2,2:50.0,Offensive rebound by Team,,41,38
169,2,2:50.0,Turnover by Team (shot clock),,41,38
170,2,2:34.0,,R. Bullock makes 2-pt layup from 1 ft (assist by A. Drummond),41,40
171,2,2:19.0,L. Markkanen misses 2-pt jump shot from 11 ft,,41,40
172,2,2:19.0,,Defensive rebound by A. Drummond,41,40
173,2,2:11.0,,I. Smith misses 2-pt jump shot from 8 ft,41,40
174,2,2:08.0,Defensive rebound by L. Markkanen,,41,40
175,2,2:04.0,Z. LaVine makes 2-pt layup at rim,,43,40
176,2,1:47.0,,Turnover by L. Kennard (lost ball; steal by K. Dunn),43,40
177,2,1:43.0,K. Dunn makes 2-pt dunk from 1 ft,,45,40
178,2,1:14.0,,I. Smith makes 2-pt jump shot from 8 ft,45,42
179,2,0:53.0,Z. LaVine misses 2-pt layup from 2 ft (block by A. Drummond),,45,42
180,2,0:53.0,Offensive rebound by Team,,45,42
181,2,0:48.0,L. Markkanen misses 3-pt jump shot from 27 ft,,45,42
182,2,0:45.0,,Defensive rebound by L. Kennard,45,42
183,2,0:41.0,,Shooting foul by Z. LaVine (drawn by I. Smith),45,42
184,2,0:41.0,,I. Smith makes free throw 1 of 2,45,43
185,2,0:41.0,,I. Smith makes free throw 2 of 2,45,44
186,2,0:33.0,K. Dunn makes 2-pt jump shot from 10 ft,,47,44
187,2,0:10.0,,R. Bullock makes 3-pt jump shot from 32 ft (assist by B. Griffin),47,47
188,2,0:04.0,Z. LaVine misses 2-pt layup from 7 ft (block by A. Drummond),,47,47
189,2,0:01.0,,Shooting foul by K. Dunn (drawn by B. Griffin),47,47
190,2,0:01.0,,B. Griffin makes free throw 1 of 2,47,48
191,2,0:01.0,C. Felício enters the game for K. Dunn,,47,48
192,2,0:01.0,,B. Griffin makes free throw 2 of 2,47,49
193,2,0:00.0,,Defensive rebound by R. Bullock,47,49
194,3,11:45.0,K. Dunn misses 2-pt jump shot from 8 ft,,47,49
195,3,11:42.0,,Defensive rebound by A. Drummond,47,49
196,3,11:31.0,,A. Drummond misses 2-pt layup from 3 ft,47,49
197,3,11:27.0,Defensive rebound by D. Nwaba,,47,49
198,3,11:07.0,L. Markkanen makes 2-pt dunk from 1 ft (assist by K. Dunn),,49,49
199,3,10:43.0,,A. Drummond makes 2-pt layup from 1 ft (assist by I. Smith),49,51
200,3,10:33.0,Z. LaVine misses 2-pt jump shot from 22 ft,,49,51
201,3,10:31.0,,Defensive rebound by A. Drummond,49,51
202,3,10:27.0,,Turnover by J. Ennis (discontinued dribble),49,51
203,3,10:04.0,L. Markkanen misses 2-pt jump shot from 16 ft,,49,51
204,3,9:58.0,Offensive rebound by B. Portis,,49,51
205,3,9:58.0,B. Portis misses 2-pt layup at rim,,49,51
206,3,9:57.0,,Defensive rebound by A. Drummond,49,51
207,3,9:49.0,,B. Griffin misses 2-pt jump shot from 5 ft,49,51
208,3,9:47.0,,Offensive rebound by A. Drummond,49,51
209,3,9:47.0,Technical foul by B. Portis,,49,51
210,3,9:47.0,,A. Drummond misses flagrant free throw 1 of 2,49,51
211,3,9:47.0,,Offensive rebound by Team,49,51
212,3,9:47.0,,A. Drummond misses flagrant free throw 2 of 2,49,51
213,3,9:47.0,,Offensive rebound by Team,49,51
214,3,9:31.0,,R. Bullock misses 3-pt jump shot from 24 ft,49,51
215,3,9:28.0,Defensive rebound by L. Markkanen,,49,51
216,3,9:21.0,L. Markkanen misses 3-pt jump shot from 26 ft,,49,51
217,3,9:16.0,,Defensive rebound by A. Drummond,49,51
218,3,9:10.0,,R. Bullock makes 2-pt layup at rim (assist by B. Griffin),49,53
219,3,8:55.0,Personal foul by J. Ennis (drawn by D. Nwaba),,49,53
220,3,8:49.0,K. Dunn misses 2-pt jump shot from 18 ft,,49,53
221,3,8:45.0,,Defensive rebound by A. Drummond,49,53
222,3,8:31.0,,I. Smith misses 2-pt jump shot from 17 ft,49,53
223,3,8:26.0,Defensive rebound by L. Markkanen,,49,53
224,3,8:16.0,Def 3 sec tech foul by A. Drummond,,49,53
225,3,8:16.0,Z. LaVine makes technical free throw,,50,53
226,3,8:04.0,K. Dunn misses 2-pt jump shot from 14 ft,,50,53
227,3,8:01.0,,Defensive rebound by B. Griffin,50,53
228,3,8:01.0,,Personal foul by B. Portis (drawn by B. Griffin),50,53
229,3,7:48.0,,R. Bullock misses 3-pt jump shot from 22 ft,50,53
230,3,7:45.0,Defensive rebound by L. Markkanen,,50,53
231,3,7:37.0,B. Portis misses 3-pt jump shot from 26 ft,,50,53
232,3,7:33.0,,Defensive rebound by J. Ennis,50,53
233,3,7:19.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by R. Bullock),50,56
234,3,7:19.0,Chicago full timeout,,50,56
235,3,6:59.0,K. Dunn makes 2-pt jump shot from 8 ft,,52,56
236,3,6:34.0,,J. Ennis makes 2-pt jump shot from 11 ft,52,58
237,3,6:18.0,Turnover by Z. LaVine (lost ball; steal by J. Ennis),,52,58
238,3,6:13.0,,B. Griffin makes 2-pt dunk at rim (assist by J. Ennis),52,60
239,3,5:57.0,B. Portis misses 2-pt jump shot from 6 ft,,52,60
240,3,5:54.0,,Defensive rebound by A. Drummond,52,60
241,3,5:47.0,,R. Bullock makes 3-pt jump shot from 23 ft (assist by I. Smith),52,63
242,3,5:47.0,Chicago full timeout,,52,63
243,3,5:47.0,D. Valentine enters the game for B. Portis,,52,63
244,3,5:47.0,C. Felício enters the game for D. Nwaba,,52,63
245,3,5:39.0,Personal foul by B. Griffin (drawn by L. Markkanen),,52,63
246,3,5:31.0,D. Valentine misses 2-pt hook shot from 9 ft,,52,63
247,3,5:31.0,,Defensive rebound by Team,52,63
248,3,5:07.0,,A. Drummond misses 2-pt layup at rim,52,63
249,3,5:03.0,Defensive rebound by C. Felício,,52,63
250,3,4:58.0,Z. LaVine misses 2-pt layup from 4 ft,,52,63
251,3,4:55.0,,Defensive rebound by B. Griffin,52,63
252,3,4:46.0,,J. Ennis misses 3-pt jump shot from 23 ft,52,63
253,3,4:43.0,,Offensive rebound by A. Drummond,52,63
254,3,4:32.0,,Personal foul by Z. LaVine (drawn by B. Griffin),52,63
255,3,4:32.0,,L. Kennard enters the game for A. Drummond,52,63
256,3,4:32.0,,E. Moreland enters the game for I. Smith,52,63
257,3,4:32.0,,J. Nelson enters the game for J. Ennis,52,63
258,3,4:32.0,D. Nwaba enters the game for Z. LaVine,,52,63
259,3,4:26.0,,Turnover by J. Nelson (bad pass; steal by K. Dunn),52,63
260,3,4:20.0,K. Dunn misses 2-pt layup from 2 ft,,52,63
261,3,4:17.0,Offensive rebound by L. Markkanen,,52,63
262,3,4:17.0,L. Markkanen makes 2-pt dunk at rim,,54,63
263,3,3:55.0,,B. Griffin makes 2-pt jump shot from 21 ft,54,65
264,3,3:39.0,K. Dunn misses 2-pt jump shot from 14 ft,,54,65
265,3,3:36.0,,Defensive rebound by L. Kennard,54,65
266,3,3:29.0,,E. Moreland misses 2-pt hook shot from 7 ft,54,65
267,3,3:26.0,Defensive rebound by D. Valentine,,54,65
268,3,3:17.0,K. Dunn makes 3-pt jump shot from 25 ft (assist by D. Valentine),,57,65
269,3,3:04.0,,Personal foul by K. Dunn (drawn by B. Griffin),57,65
270,3,3:04.0,C. Payne enters the game for L. Markkanen,,57,65
271,3,3:04.0,N. Vonleh enters the game for K. Dunn,,57,65
272,3,2:57.0,,J. Nelson misses 2-pt jump shot from 11 ft,57,65
273,3,2:54.0,Defensive rebound by N. Vonleh,,57,65
274,3,2:36.0,N. Vonleh misses 2-pt layup from 5 ft (block by E. Moreland),,57,65
275,3,2:34.0,Offensive rebound by N. Vonleh,,57,65
276,3,2:34.0,Turnover by N. Vonleh (step out of bounds),,57,65
277,3,2:20.0,,B. Griffin misses 3-pt jump shot from 23 ft,57,65
278,3,2:17.0,Defensive rebound by D. Valentine,,57,65
279,3,2:06.0,N. Vonleh misses 3-pt jump shot from 26 ft,,57,65
280,3,2:06.0,Offensive rebound by Team,,57,65
281,3,2:06.0,,Loose ball foul by J. Nelson (drawn by D. Nwaba),57,65
282,3,1:58.0,D. Nwaba misses 2-pt hook shot from 4 ft,,57,65
283,3,1:56.0,,Defensive rebound by Team,57,65
284,3,1:45.0,,Turnover by B. Griffin (lost ball; steal by D. Valentine),57,65
285,3,1:40.0,Turnover by C. Payne (bad pass; steal by J. Nelson),,57,65
286,3,1:27.0,,L. Kennard misses 2-pt jump shot from 18 ft,57,65
287,3,1:25.0,,Offensive rebound by E. Moreland,57,65
288,3,1:25.0,,Personal foul by D. Valentine (drawn by J. Nelson),57,65
289,3,1:25.0,,J. Nelson makes free throw 1 of 2,57,66
290,3,1:25.0,,A. Tolliver enters the game for B. Griffin,57,66
291,3,1:25.0,,J. Nelson makes free throw 2 of 2,57,67
292,3,1:14.0,D. Valentine misses 3-pt jump shot from 26 ft,,57,67
293,3,1:08.0,,Defensive rebound by E. Moreland,57,67
294,3,1:00.0,,J. Nelson makes 2-pt layup from 1 ft,57,69
295,3,0:52.0,N. Vonleh misses 2-pt layup from 6 ft,,57,69
296,3,0:51.0,Offensive rebound by C. Felício,,57,69
297,3,0:51.0,C. Felício makes 2-pt layup at rim,,59,69
298,3,0:34.0,,E. Moreland makes 2-pt layup at rim (assist by L. Kennard),59,71
299,3,0:26.0,N. Vonleh misses 2-pt jump shot from 23 ft,,59,71
300,3,0:24.0,Offensive rebound by C. Felício,,59,71
301,3,0:22.0,C. Payne makes 3-pt jump shot from 26 ft (assist by C. Felício),,62,71
302,3,0:00.0,,E. Moreland makes 2-pt layup from 1 ft (assist by J. Nelson),62,73
303,4,11:42.0,,A. Tolliver misses 2-pt layup from 4 ft,62,73
304,4,11:37.0,,Offensive rebound by E. Moreland,62,73
305,4,11:37.0,,E. Moreland makes 2-pt layup at rim,62,75
306,4,11:27.0,D. Nwaba misses 2-pt layup from 6 ft (block by L. Kennard),,62,75
307,4,11:27.0,Offensive rebound by Team,,62,75
308,4,11:25.0,C. Felício misses 2-pt jump shot from 19 ft,,62,75
309,4,11:25.0,,Defensive rebound by L. Kennard,62,75
310,4,11:19.0,,J. Ennis makes 2-pt layup at rim (assist by L. Kennard),62,77
311,4,11:19.0,,Shooting foul by C. Felício (drawn by J. Ennis),62,77
312,4,11:19.0,B. Portis enters the game for C. Felício,,62,77
313,4,11:19.0,,J. Ennis misses free throw 1 of 1,62,77
314,4,11:16.0,Defensive rebound by D. Valentine,,62,77
315,4,10:58.0,Shooting foul by E. Moreland (drawn by D. Nwaba),,62,77
316,4,10:58.0,D. Nwaba makes free throw 1 of 2,,63,77
317,4,10:58.0,D. Nwaba makes free throw 2 of 2,,64,77
318,4,10:40.0,,Turnover by E. Moreland (bad pass; steal by D. Valentine),64,77
319,4,10:35.0,C. Payne misses 3-pt jump shot from 25 ft,,64,77
320,4,10:30.0,Offensive rebound by D. Valentine,,64,77
321,4,10:27.0,Turnover by B. Portis (out of bounds lost ball),,64,77
322,4,10:14.0,,Personal foul by D. Nwaba (drawn by J. Nelson),64,77
323,4,10:04.0,,J. Nelson misses 2-pt jump shot from 21 ft,64,77
324,4,10:02.0,Defensive rebound by C. Payne,,64,77
325,4,9:57.0,Personal foul by J. Ennis (drawn by B. Portis),,64,77
326,4,9:50.0,B. Portis misses 2-pt layup from 6 ft,,64,77
327,4,9:50.0,Offensive rebound by Team,,64,77
328,4,9:43.0,D. Valentine misses 2-pt jump shot from 20 ft,,64,77
329,4,9:41.0,,Defensive rebound by E. Moreland,64,77
330,4,9:35.0,,J. Ennis makes 3-pt jump shot from 26 ft (assist by J. Nelson),64,80
331,4,9:32.0,Chicago full timeout,,64,80
332,4,9:24.0,D. Valentine makes 2-pt jump shot from 14 ft (assist by B. Portis),,66,80
333,4,9:06.0,,J. Nelson misses 3-pt jump shot from 25 ft,66,80
334,4,9:03.0,Defensive rebound by D. Valentine,,66,80
335,4,9:01.0,,Offensive charge foul by D. Nwaba (drawn by E. Moreland),66,80
336,4,9:01.0,Turnover by D. Nwaba (offensive foul),,66,80
337,4,8:53.0,,Offensive foul by E. Moreland (drawn by D. Nwaba),66,80
338,4,8:53.0,,Turnover by E. Moreland (offensive foul),66,80
339,4,8:41.0,C. Payne misses 3-pt jump shot from 22 ft,,66,80
340,4,8:37.0,Offensive rebound by N. Vonleh,,66,80
341,4,8:36.0,D. Valentine misses 3-pt jump shot from 26 ft,,66,80
342,4,8:31.0,,Defensive rebound by E. Moreland,66,80
343,4,8:30.0,,Turnover by J. Nelson (bad pass; steal by B. Portis),66,80
344,4,8:29.0,Turnover by B. Portis (bad pass; steal by E. Moreland),,66,80
345,4,8:12.0,,Turnover by A. Tolliver (bad pass; steal by C. Payne),66,80
346,4,8:07.0,Personal foul by J. Nelson (drawn by C. Payne),,66,80
347,4,8:06.0,,I. Smith enters the game for J. Nelson,66,80
348,4,8:06.0,Z. LaVine enters the game for D. Nwaba,,66,80
349,4,7:52.0,C. Payne makes 3-pt jump shot from 28 ft (assist by B. Portis),,69,80
350,4,7:40.0,,Shooting foul by D. Valentine (drawn by L. Kennard),69,80
351,4,7:40.0,,L. Kennard makes free throw 1 of 2,69,81
352,4,7:40.0,,A. Drummond enters the game for E. Moreland,69,81
353,4,7:40.0,,B. Griffin enters the game for A. Tolliver,69,81
354,4,7:40.0,,L. Kennard makes free throw 2 of 2,69,82
355,4,7:16.0,D. Valentine makes 2-pt jump shot from 14 ft,,71,82
356,4,6:56.0,,J. Ennis makes 2-pt jump shot from 18 ft (assist by B. Griffin),71,84
357,4,6:42.0,N. Vonleh makes 2-pt layup at rim (assist by D. Valentine),,73,84
358,4,6:15.0,,B. Griffin makes 3-pt jump shot from 23 ft (assist by I. Smith),73,87
359,4,6:04.0,C. Payne misses 2-pt layup from 4 ft (block by A. Drummond),,73,87
360,4,6:04.0,Offensive rebound by Team,,73,87
361,4,6:04.0,L. Markkanen enters the game for N. Vonleh,,73,87
362,4,6:00.0,Turnover by C. Payne (bad pass; steal by J. Ennis),,73,87
363,4,5:56.0,,L. Kennard misses 3-pt jump shot from 23 ft,73,87
364,4,5:53.0,Defensive rebound by Z. LaVine,,73,87
365,4,5:50.0,Turnover by Z. LaVine (bad pass),,73,87
366,4,5:30.0,,I. Smith makes 2-pt jump shot from 19 ft,73,89
367,4,5:18.0,Z. LaVine misses 3-pt jump shot from 26 ft,,73,89
368,4,5:15.0,,Defensive rebound by B. Griffin,73,89
369,4,5:03.0,,Turnover by B. Griffin (lost ball; steal by C. Payne),73,89
370,4,5:00.0,C. Payne makes 2-pt layup at rim,,75,89
371,4,5:00.0,Shooting foul by J. Ennis (drawn by C. Payne),,75,89
372,4,5:00.0,,R. Bullock enters the game for J. Ennis,75,89
373,4,5:00.0,C. Payne makes free throw 1 of 1,,76,89
374,4,4:45.0,,I. Smith makes 2-pt jump shot from 15 ft,76,91
375,4,4:31.0,L. Markkanen misses 2-pt hook shot from 5 ft,,76,91
376,4,4:28.0,,Defensive rebound by B. Griffin,76,91
377,4,4:24.0,,R. Bullock misses 3-pt jump shot from 27 ft,76,91
378,4,4:20.0,Defensive rebound by L. Markkanen,,76,91
379,4,4:14.0,Turnover by B. Portis (lost ball; steal by I. Smith),,76,91
380,4,3:51.0,,R. Bullock makes 2-pt layup at rim (assist by B. Griffin),76,93
381,4,3:35.0,Z. LaVine misses 3-pt jump shot from 26 ft,,76,93
382,4,3:32.0,,Defensive rebound by A. Drummond,76,93
