,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,UTAH_ACTION,OKLAHOMA CITY_SCORE,UTAH_SCORE
0,1,11:39.0,,R. Rubio misses 3-pt jump shot from 25 ft,0,0
1,1,11:38.0,,Offensive rebound by D. Favors,0,0
2,1,11:36.0,,R. Rubio misses 3-pt jump shot from 23 ft,0,0
3,1,11:36.0,Defensive rebound by A. Roberson,,0,0
4,1,11:14.0,R. Westbrook makes 2-pt jump shot from 20 ft,,2,0
5,1,10:59.0,,R. Gobert misses 2-pt layup from 2 ft,2,0
6,1,10:57.0,Defensive rebound by R. Westbrook,,2,0
7,1,10:54.0,C. Anthony misses 3-pt jump shot from 24 ft,,2,0
8,1,10:50.0,,Defensive rebound by J. Ingles,2,0
9,1,10:44.0,,Personal foul by P. George (drawn by R. Gobert),2,0
10,1,10:33.0,,Turnover by R. Rubio (bad pass; steal by P. George),2,0
11,1,10:25.0,P. George makes 2-pt jump shot from 20 ft,,4,0
12,1,10:06.0,,Turnover by D. Favors (lost ball; steal by P. George),4,0
13,1,9:57.0,C. Anthony makes 2-pt jump shot from 22 ft,,6,0
14,1,9:34.0,,D. Favors makes 2-pt dunk from 2 ft (assist by D. Mitchell),6,2
15,1,9:15.0,P. George misses 3-pt jump shot from 24 ft,,6,2
16,1,9:12.0,,Defensive rebound by R. Gobert,6,2
17,1,9:03.0,,J. Ingles makes 3-pt jump shot from 23 ft,6,5
18,1,8:35.0,R. Westbrook misses 2-pt jump shot from 19 ft,,6,5
19,1,8:32.0,,Defensive rebound by R. Gobert,6,5
20,1,8:23.0,,D. Mitchell misses 3-pt jump shot from 24 ft,6,5
21,1,8:20.0,Defensive rebound by R. Westbrook,,6,5
22,1,8:20.0,Personal foul by J. Ingles (drawn by R. Westbrook),,6,5
23,1,8:10.0,C. Anthony misses 2-pt jump shot from 20 ft,,6,5
24,1,8:09.0,Offensive rebound by Team,,6,5
25,1,8:09.0,,Loose ball foul by R. Gobert (drawn by S. Adams),6,5
26,1,8:07.0,Personal foul by J. Ingles (drawn by C. Anthony),,6,5
27,1,8:01.0,P. George misses 3-pt jump shot from 25 ft,,6,5
28,1,7:58.0,,Defensive rebound by R. Gobert,6,5
29,1,7:53.0,,D. Mitchell misses 3-pt jump shot from 22 ft,6,5
30,1,7:50.0,Defensive rebound by A. Roberson,,6,5
31,1,7:44.0,R. Westbrook misses 2-pt jump shot from 9 ft,,6,5
32,1,7:41.0,Offensive rebound by S. Adams,,6,5
33,1,7:36.0,S. Adams makes 2-pt hook shot from 7 ft,,8,5
34,1,7:11.0,,J. Ingles makes 3-pt jump shot from 22 ft (assist by D. Mitchell),8,8
35,1,6:56.0,Turnover by P. George (bad pass; steal by J. Ingles),,8,8
36,1,6:53.0,,Turnover by J. Ingles (bad pass),8,8
37,1,6:53.0,,Utah full timeout,8,8
38,1,6:42.0,S. Adams makes 2-pt jump shot from 12 ft (assist by R. Westbrook),,10,8
39,1,6:28.0,,Def 3 sec tech foul by C. Anthony,10,8
40,1,6:28.0,,R. Rubio makes technical free throw,10,9
41,1,6:28.0,,J. Johnson enters the game for D. Favors,10,9
42,1,6:12.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Mitchell),10,11
43,1,6:02.0,Personal foul by D. Mitchell (drawn by P. George),,10,11
44,1,6:02.0,,T. Sefolosha enters the game for R. Rubio,10,11
45,1,6:02.0,J. Grant enters the game for C. Anthony,,10,11
46,1,6:02.0,Á. Abrines enters the game for A. Roberson,,10,11
47,1,5:52.0,P. George makes 2-pt jump shot from 9 ft,,12,11
48,1,5:47.0,,R. Rubio enters the game for J. Ingles,12,11
49,1,5:35.0,,T. Sefolosha misses 3-pt jump shot from 24 ft,12,11
50,1,5:32.0,Defensive rebound by R. Westbrook,,12,11
51,1,5:19.0,Turnover by P. George (bad pass),,12,11
52,1,5:19.0,Loose ball foul by S. Adams (drawn by D. Mitchell),,12,11
53,1,5:04.0,,Turnover by R. Gobert (bad pass; steal by R. Westbrook),12,11
