,QUARTER,TIME_REMAINING,PHOENIX_ACTION,LA CLIPPERS_ACTION,PHOENIX_SCORE,LA CLIPPERS_SCORE
0,1,11:41.0,,D. Gallinari misses 2-pt jump shot from 16 ft,0,0
1,1,11:39.0,Defensive rebound by T. Chandler,,0,0
2,1,11:18.0,Turnover by T. Warren (lost ball; steal by P. Beverley),,0,0
3,1,11:13.0,,P. Beverley misses 2-pt jump shot from 14 ft,0,0
4,1,11:11.0,Defensive rebound by E. Bledsoe,,0,0
5,1,10:58.0,T. Warren misses 2-pt jump shot from 14 ft,,0,0
6,1,10:54.0,,Defensive rebound by B. Griffin,0,0
7,1,10:48.0,,Turnover by D. Gallinari (bad pass; steal by J. Jackson),0,0
8,1,10:43.0,Shooting foul by D. Jordan (drawn by J. Jackson),,0,0
9,1,10:43.0,J. Jackson misses free throw 1 of 2,,0,0
10,1,10:43.0,Offensive rebound by Team,,0,0
11,1,10:43.0,J. Jackson makes free throw 2 of 2,,1,0
12,1,10:21.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by B. Griffin),1,3
13,1,9:53.0,J. Jackson makes 2-pt layup from 2 ft (assist by T. Warren),,3,3
14,1,9:44.0,,M. Teodosić makes 2-pt jump shot from 10 ft,3,5
15,1,9:29.0,T. Chandler makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,5,5
16,1,9:18.0,,D. Gallinari misses 2-pt jump shot from 12 ft,5,5
17,1,9:10.0,,Offensive rebound by D. Gallinari,5,5
18,1,9:10.0,,D. Gallinari misses 2-pt layup at rim,5,5
19,1,9:10.0,Defensive rebound by T. Chandler,,5,5
20,1,9:08.0,T. Warren makes 2-pt layup from 1 ft (assist by E. Bledsoe),,7,5
21,1,8:42.0,,B. Griffin misses 3-pt jump shot from 25 ft,7,5
22,1,8:37.0,Defensive rebound by T. Chandler,,7,5
23,1,8:32.0,D. Booker misses 3-pt jump shot from 26 ft,,7,5
24,1,8:29.0,,Defensive rebound by D. Jordan,7,5
25,1,8:28.0,,Personal foul by J. Jackson (drawn by B. Griffin),7,5
26,1,8:15.0,,B. Griffin makes 3-pt jump shot from 23 ft (assist by M. Teodosić),7,8
27,1,7:56.0,T. Warren misses 2-pt jump shot from 15 ft,,7,8
28,1,7:53.0,,Defensive rebound by D. Jordan,7,8
29,1,7:50.0,,P. Beverley makes 3-pt jump shot from 25 ft,7,11
30,1,7:29.0,Offensive foul by T. Chandler (drawn by P. Beverley),,7,11
31,1,7:29.0,Turnover by T. Chandler (offensive foul),,7,11
32,1,7:29.0,M. Chriss enters the game for J. Jackson,,7,11
33,1,7:20.0,,M. Teodosić misses 2-pt jump shot from 17 ft,7,11
34,1,7:18.0,Defensive rebound by T. Chandler,,7,11
35,1,7:18.0,Personal foul by M. Teodosić (drawn by T. Chandler),,7,11
36,1,7:04.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,7,11
37,1,7:02.0,,Defensive rebound by D. Jordan,7,11
38,1,6:55.0,,Turnover by M. Teodosić (bad pass; steal by M. Chriss),7,11
39,1,6:48.0,D. Booker misses 3-pt jump shot from 26 ft,,7,11
40,1,6:45.0,,Defensive rebound by D. Jordan,7,11
41,1,6:36.0,,B. Griffin misses 2-pt jump shot from 16 ft,7,11
42,1,6:36.0,Defensive rebound by T. Warren,,7,11
43,1,6:29.0,T. Warren makes 2-pt jump shot from 17 ft,,9,11
44,1,6:29.0,,LA Clippers full timeout,9,11
45,1,6:29.0,,A. Rivers enters the game for M. Teodosić,9,11
46,1,6:29.0,M. James enters the game for E. Bledsoe,,9,11
47,1,6:07.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by B. Griffin),9,14
48,1,5:42.0,M. Chriss makes 3-pt jump shot from 22 ft (assist by T. Warren),,12,14
49,1,5:38.0,,Personal foul by M. Chriss (drawn by B. Griffin),12,14
