,QUARTER,TIME_REMAINING,DENVER_ACTION,DALLAS_ACTION,DENVER_SCORE,DALLAS_SCORE
0,1,11:37.0,,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by W. Matthews),0,3
1,1,11:24.0,J. Murray makes 3-pt jump shot from 23 ft (assist by G. Harris),,3,3
2,1,11:06.0,,Shooting foul by J. Murray (drawn by D. Nowitzki),3,3
3,1,11:06.0,,D. Nowitzki makes free throw 1 of 2,3,4
4,1,11:06.0,,D. Nowitzki makes free throw 2 of 2,3,5
5,1,10:56.0,K. Faried misses 2-pt jump shot from 8 ft (block by M. Kleber),,3,5
6,1,10:54.0,,Defensive rebound by D. Nowitzki,3,5
7,1,10:51.0,,D. Smith makes 2-pt layup at rim,3,7
8,1,10:39.0,Personal foul by D. Smith (drawn by J. Murray),,3,7
9,1,10:33.0,W. Chandler misses 3-pt jump shot from 25 ft,,3,7
10,1,10:30.0,,Defensive rebound by M. Kleber,3,7
11,1,10:25.0,,D. Smith misses 2-pt layup from 2 ft (block by M. Plumlee),3,7
12,1,10:23.0,Defensive rebound by K. Faried,,3,7
13,1,10:13.0,W. Chandler misses 2-pt jump shot from 19 ft,,3,7
14,1,10:13.0,,Defensive rebound by M. Kleber,3,7
15,1,10:04.0,,W. Matthews makes 3-pt jump shot from 26 ft,3,10
16,1,10:04.0,,Shooting foul by K. Faried (drawn by W. Matthews),3,10
17,1,10:04.0,,W. Matthews makes free throw 1 of 1,3,11
18,1,9:46.0,K. Faried misses 2-pt hook shot from 5 ft,,3,11
19,1,9:45.0,,Defensive rebound by D. Nowitzki,3,11
20,1,9:39.0,,H. Barnes misses 2-pt jump shot from 2 ft,3,11
21,1,9:37.0,Defensive rebound by M. Plumlee,,3,11
22,1,9:29.0,G. Harris makes 2-pt layup from 1 ft (assist by M. Plumlee),,5,11
23,1,9:11.0,,D. Smith makes 3-pt jump shot from 25 ft (assist by D. Nowitzki),5,14
24,1,9:10.0,Denver full timeout,,5,14
25,1,8:54.0,G. Harris misses 2-pt jump shot from 17 ft,,5,14
26,1,8:52.0,Offensive rebound by K. Faried,,5,14
27,1,8:50.0,K. Faried misses 2-pt layup at rim,,5,14
28,1,8:48.0,Offensive rebound by M. Plumlee,,5,14
29,1,8:45.0,J. Murray makes 3-pt jump shot from 26 ft (assist by M. Plumlee),,8,14
30,1,8:27.0,,H. Barnes makes 2-pt jump shot from 11 ft,8,16
31,1,8:11.0,Shooting foul by D. Nowitzki (drawn by M. Plumlee),,8,16
32,1,8:11.0,M. Plumlee misses free throw 1 of 2,,8,16
33,1,8:11.0,Offensive rebound by Team,,8,16
34,1,8:11.0,M. Plumlee misses free throw 2 of 2,,8,16
35,1,8:08.0,,Defensive rebound by H. Barnes,8,16
36,1,7:58.0,,H. Barnes misses 3-pt jump shot from 22 ft,8,16
37,1,7:58.0,Defensive rebound by M. Plumlee,,8,16
38,1,7:51.0,W. Chandler misses 2-pt jump shot from 16 ft,,8,16
39,1,7:51.0,,Defensive rebound by W. Matthews,8,16
40,1,7:38.0,,Shooting foul by G. Harris (drawn by H. Barnes),8,16
41,1,7:38.0,,H. Barnes makes free throw 1 of 2,8,17
42,1,7:38.0,,S. Mejri enters the game for D. Nowitzki,8,17
43,1,7:38.0,,H. Barnes makes free throw 2 of 2,8,18
44,1,7:32.0,J. Murray misses 3-pt jump shot from 25 ft,,8,18
45,1,7:32.0,,Defensive rebound by S. Mejri,8,18
46,1,7:22.0,,W. Matthews makes 3-pt jump shot from 26 ft,8,21
47,1,7:20.0,Denver full timeout,,8,21
48,1,7:20.0,W. Barton enters the game for W. Chandler,,8,21
49,1,7:20.0,T. Lyles enters the game for K. Faried,,8,21
50,1,7:07.0,J. Murray makes 3-pt jump shot from 22 ft (assist by M. Plumlee),,11,21
51,1,6:56.0,,D. Smith misses 3-pt jump shot from 25 ft,11,21
52,1,6:53.0,Defensive rebound by T. Lyles,,11,21
53,1,6:48.0,T. Lyles misses 3-pt jump shot from 24 ft,,11,21
54,1,6:43.0,,Defensive rebound by H. Barnes,11,21
55,1,6:39.0,,Turnover by D. Smith (bad pass),11,21
56,1,6:25.0,G. Harris misses 2-pt jump shot from 10 ft,,11,21
57,1,6:22.0,,Defensive rebound by M. Kleber,11,21
58,1,6:18.0,,D. Smith makes 2-pt layup at rim,11,23
59,1,5:58.0,Shooting foul by M. Kleber (drawn by M. Plumlee),,11,23
60,1,5:58.0,M. Plumlee misses free throw 1 of 2,,11,23
61,1,5:58.0,Offensive rebound by Team,,11,23
62,1,5:58.0,M. Plumlee makes free throw 2 of 2,,12,23
63,1,5:44.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Smith),12,26
64,1,5:24.0,G. Harris misses 3-pt jump shot from 25 ft,,12,26
65,1,5:21.0,,Defensive rebound by H. Barnes,12,26
66,1,5:16.0,,Personal foul by T. Lyles (drawn by W. Matthews),12,26
67,1,5:16.0,E. Mudiay enters the game for J. Murray,,12,26
68,1,5:04.0,,D. Smith misses 2-pt jump shot from 6 ft,12,26
69,1,5:02.0,,Offensive rebound by D. Smith,12,26
70,1,4:46.0,,Turnover by D. Smith (bad pass; steal by G. Harris),12,26
71,1,4:38.0,E. Mudiay misses 3-pt jump shot from 22 ft (block by S. Mejri),,12,26
72,1,4:38.0,,Defensive rebound by D. Smith,12,26
73,1,4:30.0,,W. Matthews misses 3-pt jump shot from 26 ft,12,26
74,1,4:27.0,Defensive rebound by M. Plumlee,,12,26
75,1,4:23.0,Personal foul by W. Matthews (drawn by G. Harris),,12,26
76,1,4:23.0,,J. Barea enters the game for D. Smith,12,26
77,1,4:23.0,Personal take foul by S. Mejri (drawn by M. Plumlee),,12,26
78,1,4:23.0,M. Plumlee misses free throw 1 of 2,,12,26
79,1,4:23.0,Offensive rebound by Team,,12,26
80,1,4:23.0,,D. Harris enters the game for M. Kleber,12,26
81,1,4:23.0,M. Plumlee misses free throw 2 of 2,,12,26
82,1,4:21.0,,Defensive rebound by H. Barnes,12,26
83,1,4:09.0,,H. Barnes makes 2-pt jump shot from 7 ft,12,28
84,1,4:09.0,,Shooting foul by T. Lyles (drawn by H. Barnes),12,28
85,1,4:09.0,J. Hernangómez enters the game for M. Plumlee,,12,28
86,1,4:09.0,,H. Barnes makes free throw 1 of 1,12,29
87,1,3:56.0,W. Barton misses 2-pt jump shot from 19 ft,,12,29
88,1,3:52.0,,Defensive rebound by S. Mejri,12,29
89,1,3:42.0,,S. Mejri makes 2-pt hook shot from 1 ft (assist by J. Barea),12,31
90,1,3:21.0,J. Hernangómez misses 3-pt jump shot from 24 ft,,12,31
91,1,3:21.0,,Defensive rebound by H. Barnes,12,31
92,1,3:11.0,,S. Mejri makes 2-pt dunk at rim (assist by J. Barea),12,33
93,1,2:59.0,Personal foul by D. Harris (drawn by G. Harris),,12,33
94,1,2:59.0,G. Harris makes free throw 1 of 2,,13,33
95,1,2:59.0,,D. Powell enters the game for S. Mejri,13,33
96,1,2:59.0,G. Harris makes free throw 2 of 2,,14,33
97,1,2:40.0,,H. Barnes misses 2-pt jump shot from 21 ft,14,33
98,1,2:37.0,Defensive rebound by G. Harris,,14,33
99,1,2:35.0,J. Hernangómez makes 2-pt dunk at rim (assist by G. Harris),,16,33
100,1,2:27.0,,Dallas full timeout,16,33
101,1,2:27.0,,Y. Ferrell enters the game for W. Matthews,16,33
102,1,2:27.0,,D. Nowitzki enters the game for H. Barnes,16,33
103,1,2:17.0,,D. Harris makes 2-pt layup from 1 ft,16,35
104,1,2:17.0,Violation by E. Mudiay (def goaltending),,16,35
105,1,2:17.0,,Shooting foul by E. Mudiay (drawn by D. Harris),16,35
106,1,2:17.0,,D. Harris misses free throw 1 of 1,16,35
107,1,2:13.0,Defensive rebound by J. Hernangómez,,16,35
108,1,2:02.0,W. Barton misses 2-pt layup from 3 ft,,16,35
109,1,1:59.0,Offensive rebound by W. Barton,,16,35
110,1,1:58.0,W. Barton makes 2-pt layup from 1 ft,,18,35
111,1,1:40.0,,D. Powell misses 2-pt layup from 2 ft (block by T. Lyles),18,35
112,1,1:38.0,Defensive rebound by Team,,18,35
113,1,1:34.0,G. Harris misses 2-pt layup at rim (block by D. Harris),,18,35
114,1,1:34.0,,Defensive rebound by D. Nowitzki,18,35
115,1,1:20.0,,Shooting foul by W. Barton (drawn by D. Nowitzki),18,35
116,1,1:20.0,,D. Nowitzki makes free throw 1 of 2,18,36
117,1,1:20.0,,D. Nowitzki makes free throw 2 of 2,18,37
118,1,1:01.0,T. Lyles makes 2-pt layup at rim (assist by W. Barton),,20,37
119,1,0:44.0,,J. Barea misses 3-pt jump shot from 25 ft,20,37
120,1,0:41.0,Defensive rebound by T. Lyles,,20,37
121,1,0:33.0,W. Barton misses 2-pt jump shot from 15 ft,,20,37
122,1,0:29.0,,Defensive rebound by Y. Ferrell,20,37
123,1,0:25.0,,Y. Ferrell makes 2-pt jump shot from 5 ft,20,39
124,1,0:05.0,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,23,39
125,1,0:01.0,,J. Barea misses 3-pt jump shot from 26 ft,23,39
126,1,0:00.0,Defensive rebound by E. Mudiay,,23,39
127,2,11:44.0,E. Mudiay misses 2-pt jump shot from 14 ft,,23,39
128,2,11:40.0,,Defensive rebound by D. Nowitzki,23,39
129,2,11:28.0,,D. Powell makes 2-pt dunk from 1 ft (assist by D. Harris),23,41
130,2,11:14.0,R. Jefferson misses 3-pt jump shot from 24 ft,,23,41
131,2,11:10.0,,Defensive rebound by D. Nowitzki,23,41
132,2,11:01.0,,Personal foul by J. Hernangómez (drawn by Y. Ferrell),23,41
133,2,10:46.0,,D. Harris makes 3-pt jump shot from 27 ft (assist by D. Powell),23,44
134,2,10:35.0,E. Mudiay misses 2-pt jump shot from 11 ft,,23,44
135,2,10:35.0,,Defensive rebound by J. Barea,23,44
136,2,10:29.0,,Personal foul by W. Barton (drawn by D. Harris),23,44
137,2,10:29.0,K. Faried enters the game for T. Lyles,,23,44
138,2,10:19.0,,D. Nowitzki misses 2-pt jump shot from 20 ft,23,44
139,2,10:16.0,Defensive rebound by E. Mudiay,,23,44
140,2,10:13.0,Offensive foul by J. Hernangómez (drawn by J. Barea),,23,44
141,2,10:13.0,Turnover by J. Hernangómez (offensive foul),,23,44
142,2,9:58.0,,J. Barea makes 2-pt jump shot from 4 ft,23,46
143,2,9:40.0,Turnover by E. Mudiay (lost ball; steal by J. Barea),,23,46
144,2,9:34.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),23,48
145,2,9:34.0,Denver full timeout,,23,48
146,2,9:34.0,G. Harris enters the game for E. Mudiay,,23,48
147,2,9:34.0,J. Murray enters the game for R. Jefferson,,23,48
148,2,9:34.0,W. Chandler enters the game for J. Hernangómez,,23,48
149,2,9:16.0,G. Harris misses 3-pt jump shot from 22 ft,,23,48
150,2,9:12.0,,Defensive rebound by D. Powell,23,48
151,2,8:58.0,,D. Harris misses 2-pt jump shot from 19 ft,23,48
152,2,8:54.0,Defensive rebound by W. Barton,,23,48
153,2,8:49.0,K. Faried makes 2-pt jump shot from 1 ft (assist by W. Chandler),,25,48
154,2,8:27.0,,Y. Ferrell makes 2-pt layup from 1 ft,25,50
155,2,8:15.0,W. Chandler misses 2-pt jump shot from 9 ft,,25,50
156,2,8:15.0,Offensive rebound by K. Faried,,25,50
157,2,8:09.0,G. Harris misses 2-pt layup from 2 ft,,25,50
158,2,8:09.0,,Defensive rebound by D. Powell,25,50
159,2,8:02.0,,J. Barea misses 3-pt jump shot from 25 ft,25,50
160,2,8:00.0,Defensive rebound by K. Faried,,25,50
161,2,7:51.0,J. Murray misses 3-pt jump shot from 26 ft,,25,50
162,2,7:51.0,,Defensive rebound by J. Barea,25,50
163,2,7:34.0,,Turnover by D. Harris (bad pass; steal by J. Murray),25,50
164,2,7:31.0,Personal foul by J. Barea (drawn by G. Harris),,25,50
165,2,7:31.0,,H. Barnes enters the game for D. Harris,25,50
166,2,7:31.0,,D. Smith enters the game for D. Nowitzki,25,50
167,2,7:26.0,W. Barton makes 3-pt jump shot from 24 ft,,28,50
168,2,7:15.0,,D. Smith makes 2-pt jump shot from 20 ft,28,52
169,2,6:57.0,G. Harris makes 2-pt jump shot from 7 ft,,30,52
170,2,6:44.0,,Turnover by Y. Ferrell (bad pass; steal by W. Barton),30,52
171,2,6:41.0,K. Faried misses 2-pt layup from 1 ft,,30,52
172,2,6:38.0,,Defensive rebound by D. Powell,30,52
173,2,6:23.0,,D. Powell makes 2-pt dunk from 1 ft (assist by J. Barea),30,54
174,2,6:03.0,J. Murray makes 2-pt layup at rim (assist by K. Faried),,32,54
175,2,5:40.0,,H. Barnes makes 2-pt layup from 1 ft (assist by Y. Ferrell),32,56
176,2,5:27.0,G. Harris misses 3-pt jump shot from 24 ft,,32,56
177,2,5:25.0,Offensive rebound by K. Faried,,32,56
178,2,5:25.0,Shooting foul by D. Powell (drawn by K. Faried),,32,56
179,2,5:25.0,K. Faried misses free throw 1 of 2,,32,56
180,2,5:25.0,Offensive rebound by Team,,32,56
181,2,5:25.0,,M. Kleber enters the game for J. Barea,32,56
182,2,5:25.0,,W. Matthews enters the game for D. Powell,32,56
183,2,5:25.0,M. Beasley enters the game for J. Murray,,32,56
184,2,5:25.0,K. Faried makes free throw 2 of 2,,33,56
185,2,5:08.0,,Y. Ferrell misses 2-pt jump shot from 2 ft (block by M. Beasley),33,56
186,2,5:07.0,,Offensive rebound by Team,33,56
187,2,5:01.0,,H. Barnes misses 2-pt jump shot from 5 ft,33,56
188,2,4:58.0,Defensive rebound by W. Chandler,,33,56
189,2,4:54.0,Shooting foul by D. Smith (drawn by W. Barton),,33,56
190,2,4:54.0,W. Barton makes free throw 1 of 2,,34,56
191,2,4:54.0,W. Barton misses free throw 2 of 2,,34,56
192,2,4:51.0,,Defensive rebound by H. Barnes,34,56
193,2,4:37.0,,W. Matthews makes 2-pt jump shot from 7 ft (assist by H. Barnes),34,58
