,QUARTER,TIME_REMAINING,ORLANDO_ACTION,MILWAUKEE_ACTION,ORLANDO_SCORE,MILWAUKEE_SCORE
0,1,11:35.0,A. Gordon misses 2-pt jump shot from 17 ft,,0,0
1,1,11:32.0,,Defensive rebound by E. Bledsoe,0,0
2,1,11:08.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,0,0
3,1,11:08.0,Defensive rebound by B. Biyombo,,0,0
4,1,11:00.0,Personal foul by G. Antetokounmpo (drawn by B. Biyombo),,0,0
5,1,10:48.0,A. Gordon makes 2-pt layup from 1 ft,,2,0
6,1,10:35.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft,2,2
7,1,10:25.0,E. Fournier makes 2-pt layup at rim (assist by E. Payton),,4,2
8,1,10:13.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,4,2
9,1,10:13.0,Defensive rebound by E. Fournier,,4,2
10,1,10:04.0,A. Gordon makes 2-pt layup from 1 ft (assist by B. Biyombo),,6,2
11,1,9:57.0,,Personal foul by J. Simmons (drawn by K. Middleton),6,2
12,1,9:49.0,,J. Henson makes 2-pt hook shot from 1 ft (assist by M. Brogdon),6,4
13,1,9:44.0,Shooting foul by K. Middleton (drawn by J. Simmons),,6,4
14,1,9:44.0,J. Simmons makes free throw 1 of 2,,7,4
15,1,9:44.0,J. Simmons makes free throw 2 of 2,,8,4
16,1,9:32.0,,M. Brogdon makes 2-pt jump shot from 18 ft (assist by G. Antetokounmpo),8,6
17,1,9:23.0,E. Fournier makes 2-pt layup from 1 ft (assist by E. Payton),,10,6
18,1,9:15.0,,E. Bledsoe makes 2-pt jump shot from 11 ft,10,8
19,1,9:06.0,E. Fournier misses 2-pt layup from 3 ft,,10,8
20,1,9:04.0,,Defensive rebound by M. Brogdon,10,8
21,1,8:57.0,,J. Henson makes 2-pt dunk from 1 ft (assist by K. Middleton),10,10
22,1,8:50.0,Turnover by E. Payton (out of bounds lost ball),,10,10
23,1,8:41.0,,E. Bledsoe makes 2-pt layup from 1 ft,10,12
24,1,8:40.0,Orlando full timeout,,10,12
25,1,8:40.0,,T. Maker enters the game for J. Henson,10,12
26,1,8:23.0,Personal foul by M. Brogdon (drawn by E. Fournier),,10,12
27,1,8:07.0,E. Fournier misses 3-pt jump shot from 25 ft,,10,12
28,1,8:05.0,,Defensive rebound by E. Bledsoe,10,12
29,1,7:58.0,,M. Brogdon misses 3-pt jump shot from 26 ft,10,12
30,1,7:55.0,Defensive rebound by E. Payton,,10,12
31,1,7:52.0,A. Gordon makes 2-pt dunk from 1 ft (assist by E. Payton),,12,12
32,1,7:28.0,,Shooting foul by E. Fournier (drawn by M. Brogdon),12,12
33,1,7:28.0,,M. Brogdon misses free throw 1 of 2,12,12
34,1,7:28.0,,Offensive rebound by Team,12,12
35,1,7:28.0,,M. Brogdon makes free throw 2 of 2,12,13
36,1,7:18.0,J. Simmons misses 2-pt jump shot from 17 ft,,12,13
37,1,7:14.0,,Defensive rebound by G. Antetokounmpo,12,13
38,1,7:03.0,,K. Middleton misses 3-pt jump shot from 22 ft,12,13
39,1,7:00.0,Defensive rebound by B. Biyombo,,12,13
40,1,6:46.0,A. Gordon misses 2-pt layup from 1 ft,,12,13
41,1,6:43.0,,Defensive rebound by G. Antetokounmpo,12,13
42,1,6:41.0,,Shooting foul by E. Payton (drawn by G. Antetokounmpo),12,13
43,1,6:41.0,,G. Antetokounmpo misses free throw 1 of 2,12,13
44,1,6:41.0,,Offensive rebound by Team,12,13
45,1,6:41.0,,T. Snell enters the game for M. Brogdon,12,13
46,1,6:41.0,,G. Antetokounmpo makes free throw 2 of 2,12,14
47,1,6:26.0,E. Payton misses 2-pt jump shot from 8 ft,,12,14
48,1,6:23.0,,Defensive rebound by G. Antetokounmpo,12,14
49,1,6:22.0,,Shooting foul by E. Fournier (drawn by G. Antetokounmpo),12,14
50,1,6:22.0,,G. Antetokounmpo makes free throw 1 of 2,12,15
51,1,6:22.0,M. Hezonja enters the game for E. Fournier,,12,15
52,1,6:22.0,,G. Antetokounmpo misses free throw 2 of 2,12,15
53,1,6:17.0,,Offensive rebound by T. Maker,12,15
54,1,6:09.0,,E. Bledsoe makes 2-pt jump shot from 9 ft,12,17
55,1,6:01.0,Personal foul by T. Snell (drawn by M. Hezonja),,12,17
56,1,5:51.0,B. Biyombo makes 2-pt jump shot from 12 ft (assist by E. Payton),,14,17
57,1,5:40.0,,Shooting foul by B. Biyombo (drawn by T. Snell),14,17
58,1,5:40.0,,T. Snell makes free throw 1 of 2,14,18
59,1,5:40.0,,T. Snell makes free throw 2 of 2,14,19
60,1,5:18.0,Turnover by E. Payton (bad pass; steal by E. Bledsoe),,14,19
61,1,5:16.0,,Shooting foul by M. Hezonja (drawn by G. Antetokounmpo),14,19
62,1,5:16.0,,G. Antetokounmpo makes free throw 1 of 2,14,20
63,1,5:16.0,,G. Antetokounmpo misses free throw 2 of 2,14,20
64,1,5:13.0,Defensive rebound by A. Gordon,,14,20
65,1,5:05.0,Shooting foul by G. Antetokounmpo (drawn by A. Gordon),,14,20
66,1,5:05.0,A. Gordon makes free throw 1 of 2,,15,20
67,1,5:05.0,,M. Brogdon enters the game for G. Antetokounmpo,15,20
68,1,5:05.0,A. Gordon makes free throw 2 of 2,,16,20
69,1,4:53.0,,T. Maker misses 2-pt layup from 1 ft,16,20
70,1,4:50.0,Defensive rebound by B. Biyombo,,16,20
71,1,4:49.0,M. Hezonja makes 2-pt dunk from 1 ft (assist by A. Gordon),,18,20
72,1,4:37.0,,K. Middleton makes 2-pt layup from 1 ft,18,22
73,1,4:20.0,J. Simmons misses 2-pt jump shot from 13 ft,,18,22
74,1,4:13.0,Offensive rebound by A. Gordon,,18,22
75,1,4:13.0,A. Gordon makes 2-pt layup at rim,,20,22
76,1,4:04.0,,K. Middleton makes 2-pt jump shot from 17 ft,20,24
77,1,3:49.0,M. Hezonja makes 2-pt dunk from 2 ft,,22,24
78,1,3:26.0,,Turnover by K. Middleton (lost ball; steal by J. Simmons),22,24
79,1,3:20.0,E. Payton misses 3-pt jump shot from 23 ft,,22,24
80,1,3:16.0,,Defensive rebound by K. Middleton,22,24
81,1,3:14.0,,E. Bledsoe makes 2-pt layup at rim,22,26
82,1,3:08.0,E. Payton makes 2-pt layup from 1 ft,,24,26
83,1,2:49.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,24,26
84,1,2:47.0,Defensive rebound by B. Biyombo,,24,26
85,1,2:34.0,B. Biyombo makes 2-pt layup from 1 ft (assist by J. Simmons),,26,26
86,1,2:34.0,,Milwaukee full timeout,26,26
87,1,2:34.0,,J. Henson enters the game for E. Bledsoe,26,26
88,1,2:34.0,,M. Dellavedova enters the game for T. Maker,26,26
89,1,2:34.0,,S. Brown enters the game for T. Snell,26,26
90,1,2:34.0,M. Speights enters the game for E. Payton,,26,26
91,1,2:34.0,D. Augustin enters the game for B. Biyombo,,26,26
92,1,2:34.0,W. Iwundu enters the game for J. Simmons,,26,26
93,1,2:22.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by M. Dellavedova),26,28
94,1,1:57.0,A. Gordon misses 2-pt jump shot from 18 ft,,26,28
95,1,1:54.0,,Defensive rebound by S. Brown,26,28
96,1,1:49.0,,Turnover by J. Henson (traveling),26,28
97,1,1:31.0,M. Speights makes 3-pt jump shot from 27 ft (assist by D. Augustin),,29,28
98,1,1:18.0,,J. Henson misses 2-pt hook shot from 4 ft,29,28
99,1,1:15.0,Defensive rebound by M. Hezonja,,29,28
100,1,0:58.0,M. Hezonja misses 2-pt layup from 3 ft (block by S. Brown),,29,28
101,1,0:58.0,Offensive rebound by Team,,29,28
102,1,0:55.0,D. Augustin misses 3-pt jump shot from 22 ft,,29,28
103,1,0:50.0,,Defensive rebound by S. Brown,29,28
104,1,0:47.0,,M. Brogdon misses 3-pt jump shot from 26 ft,29,28
105,1,0:45.0,Defensive rebound by M. Speights,,29,28
106,1,0:40.0,M. Speights misses 3-pt jump shot from 28 ft,,29,28
107,1,0:37.0,,Defensive rebound by K. Middleton,29,28
108,1,0:30.0,,K. Middleton misses 3-pt jump shot from 26 ft,29,28
109,1,0:28.0,Defensive rebound by D. Augustin,,29,28
110,1,0:05.0,Turnover by Team (shot clock),,29,28
111,1,0:00.0,,K. Middleton makes 2-pt jump shot from 14 ft,29,30
112,2,11:45.0,,Shooting foul by M. Hezonja (drawn by G. Antetokounmpo),29,30
113,2,11:45.0,,G. Antetokounmpo misses free throw 1 of 2,29,30
114,2,11:45.0,,Offensive rebound by Team,29,30
115,2,11:45.0,,G. Antetokounmpo makes free throw 2 of 2,29,31
116,2,11:19.0,D. Augustin misses 2-pt layup from 2 ft,,29,31
117,2,11:14.0,Offensive rebound by W. Iwundu,,29,31
118,2,11:14.0,W. Iwundu misses 2-pt layup at rim,,29,31
119,2,11:13.0,,Defensive rebound by S. Brown,29,31
120,2,11:11.0,,S. Brown misses 3-pt jump shot from 26 ft,29,31
121,2,11:08.0,Defensive rebound by A. Afflalo,,29,31
122,2,10:48.0,Turnover by Team (shot clock),,29,31
123,2,10:27.0,,G. Antetokounmpo misses 2-pt layup from 2 ft (block by A. Afflalo),29,31
124,2,10:26.0,,Offensive rebound by G. Antetokounmpo,29,31
125,2,10:24.0,,Turnover by Team (shot clock),29,31
126,2,10:15.0,Personal foul by M. Brogdon (drawn by W. Iwundu),,29,31
127,2,9:59.0,A. Afflalo misses 2-pt layup from 1 ft (block by M. Brogdon),,29,31
128,2,9:55.0,,Defensive rebound by S. Brown,29,31
129,2,9:55.0,Offensive charge foul by S. Brown (drawn by M. Speights),,29,31
130,2,9:55.0,,Turnover by S. Brown (offensive foul),29,31
131,2,9:55.0,E. Fournier enters the game for W. Iwundu,,29,31
132,2,9:42.0,M. Speights makes 3-pt jump shot from 28 ft (assist by D. Augustin),,32,31
133,2,9:22.0,,J. Henson misses 2-pt jump shot from 20 ft,32,31
134,2,9:20.0,Defensive rebound by D. Augustin,,32,31
135,2,9:13.0,D. Augustin makes 2-pt layup at rim (assist by M. Speights),,34,31
136,2,9:03.0,,Offensive foul by M. Dellavedova (drawn by D. Augustin),34,31
137,2,9:03.0,,Turnover by M. Dellavedova (offensive foul),34,31
138,2,8:53.0,Shooting foul by J. Henson (drawn by M. Speights),,34,31
139,2,8:53.0,M. Speights makes free throw 1 of 2,,35,31
140,2,8:53.0,M. Speights makes free throw 2 of 2,,36,31
141,2,8:39.0,,M. Dellavedova misses 2-pt layup from 1 ft,36,31
142,2,8:38.0,Defensive rebound by Team,,36,31
143,2,8:19.0,,Offensive charge foul by E. Fournier (drawn by M. Dellavedova),36,31
144,2,8:19.0,Turnover by E. Fournier (offensive foul),,36,31
145,2,8:19.0,A. Gordon enters the game for E. Fournier,,36,31
146,2,8:09.0,,J. Henson misses 2-pt layup from 6 ft (block by M. Speights),36,31
147,2,8:05.0,,Offensive rebound by J. Henson,36,31
148,2,7:58.0,,M. Dellavedova misses 3-pt jump shot from 25 ft,36,31
149,2,7:55.0,,Offensive rebound by J. Henson,36,31
150,2,7:52.0,,M. Dellavedova misses 3-pt jump shot from 27 ft,36,31
151,2,7:49.0,,Offensive rebound by J. Henson,36,31
152,2,7:41.0,,M. Brogdon misses 2-pt jump shot from 12 ft,36,31
153,2,7:38.0,,Offensive rebound by M. Brogdon,36,31
154,2,7:37.0,,M. Brogdon misses 2-pt layup from 8 ft (block by M. Speights),36,31
155,2,7:37.0,Defensive rebound by A. Afflalo,,36,31
156,2,7:32.0,Personal foul by J. Henson (drawn by D. Augustin),,36,31
157,2,7:23.0,A. Gordon misses 3-pt jump shot from 25 ft,,36,31
158,2,7:20.0,,Defensive rebound by G. Antetokounmpo,36,31
159,2,7:11.0,,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by M. Brogdon),36,34
160,2,6:57.0,A. Afflalo misses 2-pt layup from 2 ft (block by M. Brogdon),,36,34
161,2,6:54.0,,Defensive rebound by S. Brown,36,34
162,2,6:52.0,,G. Antetokounmpo makes 2-pt layup at rim,36,36
163,2,6:30.0,D. Augustin makes 2-pt layup from 1 ft (assist by A. Afflalo),,38,36
