,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,BROOKLYN_ACTION,NEW ORLEANS_SCORE,BROOKLYN_SCORE
144,2,6:52.0,,D. Cunningham enters the game for J. Okafor,51,33
145,2,6:52.0,J. Holiday enters the game for R. Rondo,,51,33
146,2,6:52.0,I. Clark makes technical free throw,,52,33
147,2,6:46.0,Personal foul by Q. Acy (drawn by N. Mirotić),,52,33
148,2,6:32.0,I. Clark misses 2-pt hook shot from 7 ft,,52,33
149,2,6:30.0,,Defensive rebound by J. Harris,52,33
150,2,6:13.0,,J. Harris misses 2-pt jump shot from 4 ft,52,33
151,2,6:11.0,Defensive rebound by N. Mirotić,,52,33
152,2,6:04.0,Turnover by E. Moore (bad pass; steal by S. Dinwiddie),,52,33
153,2,5:54.0,,D. Cunningham makes 2-pt layup from 1 ft (assist by J. Harris),52,35
154,2,5:41.0,I. Clark misses 2-pt jump shot from 20 ft,,52,35
155,2,5:37.0,,Defensive rebound by D. Cunningham,52,35
156,2,5:32.0,,Turnover by D. Cunningham (out of bounds lost ball),52,35
157,2,5:32.0,A. Davis enters the game for C. Diallo,,52,35
158,2,5:11.0,A. Davis makes 2-pt layup from 1 ft,,54,35
159,2,5:11.0,Shooting foul by D. Cunningham (drawn by A. Davis),,54,35
160,2,5:11.0,,A. Crabbe enters the game for N. Stauskas,54,35
161,2,5:11.0,R. Rondo enters the game for I. Clark,,54,35
162,2,5:11.0,,D. Carroll enters the game for J. Harris,54,35
163,2,5:11.0,A. Davis makes free throw 1 of 1,,55,35
164,2,4:52.0,,Q. Acy makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),55,38
165,2,4:29.0,A. Davis misses 2-pt jump shot from 9 ft,,55,38
166,2,4:27.0,,Defensive rebound by D. Carroll,55,38
167,2,4:14.0,,D. Cunningham misses 3-pt jump shot from 22 ft,55,38
168,2,4:11.0,Defensive rebound by A. Davis,,55,38
169,2,4:07.0,Personal foul by Q. Acy (drawn by J. Holiday),,55,38
170,2,4:06.0,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),,57,38
171,2,3:47.0,,Shooting foul by A. Davis (drawn by D. Carroll),57,38
172,2,3:47.0,,D. Carroll misses free throw 1 of 2,57,38
173,2,3:47.0,,Offensive rebound by Team,57,38
174,2,3:47.0,,J. Allen enters the game for S. Dinwiddie,57,38
175,2,3:47.0,,D. Russell enters the game for Q. Acy,57,38
176,2,3:47.0,,D. Carroll makes free throw 2 of 2,57,39
177,2,3:38.0,J. Holiday makes 2-pt layup from 1 ft,,59,39
178,2,3:38.0,Shooting foul by A. Crabbe (drawn by J. Holiday),,59,39
179,2,3:38.0,J. Holiday misses free throw 1 of 1,,59,39
180,2,3:36.0,,Defensive rebound by J. Allen,59,39
181,2,3:29.0,,A. Crabbe misses 3-pt jump shot from 24 ft,59,39
182,2,3:26.0,Defensive rebound by N. Mirotić,,59,39
183,2,3:19.0,R. Rondo makes 2-pt layup from 2 ft,,61,39
184,2,2:53.0,,A. Crabbe makes 3-pt jump shot from 22 ft (assist by D. Russell),61,42
185,2,2:41.0,Turnover by R. Rondo (bad pass),,61,42
186,2,2:41.0,New Orleans full timeout,,61,42
187,2,2:41.0,D. Miller enters the game for E. Moore,,61,42
188,2,2:31.0,,A. Crabbe misses 3-pt jump shot from 25 ft,61,42
189,2,2:27.0,,Offensive rebound by D. Carroll,61,42
190,2,2:26.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by D. Carroll),61,45
191,2,2:12.0,A. Davis misses 2-pt dunk from 1 ft,,61,45
192,2,2:09.0,Offensive rebound by N. Mirotić,,61,45
193,2,2:06.0,A. Davis makes 2-pt dunk at rim (assist by R. Rondo),,63,45
194,2,1:49.0,,A. Crabbe misses 3-pt jump shot from 23 ft,63,45
195,2,1:47.0,,Offensive rebound by D. Russell,63,45
196,2,1:47.0,,Personal foul by D. Miller (drawn by D. Russell),63,45
197,2,1:47.0,E. Moore enters the game for D. Miller,,63,45
198,2,1:42.0,,D. Russell misses 3-pt jump shot from 27 ft,63,45
199,2,1:38.0,Defensive rebound by J. Holiday,,63,45
200,2,1:35.0,Shooting foul by D. Carroll (drawn by N. Mirotić),,63,45
201,2,1:35.0,N. Mirotić makes free throw 1 of 2,,64,45
202,2,1:35.0,N. Mirotić makes free throw 2 of 2,,65,45
203,2,1:27.0,,Shooting foul by E. Moore (drawn by D. Carroll),65,45
204,2,1:27.0,,D. Carroll makes free throw 1 of 2,65,46
205,2,1:27.0,,D. Carroll makes free throw 2 of 2,65,47
206,2,1:14.0,A. Davis misses 2-pt layup from 1 ft,,65,47
207,2,1:12.0,,Defensive rebound by J. Allen,65,47
208,2,1:08.0,,D. Russell makes 3-pt jump shot from 25 ft (assist by D. Carroll),65,50
209,2,0:51.0,E. Moore makes 3-pt jump shot from 21 ft (assist by J. Holiday),,68,50
210,2,0:30.0,,D. Carroll misses 2-pt jump shot from 14 ft,68,50
211,2,0:28.0,Defensive rebound by J. Holiday,,68,50
212,2,0:25.0,J. Holiday makes 2-pt layup from 1 ft,,70,50
213,2,0:25.0,Personal foul by D. Carroll (drawn by A. Davis),,70,50
214,2,0:25.0,,J. Harris enters the game for D. Carroll,70,50
215,2,0:25.0,,Q. Acy enters the game for D. Cunningham,70,50
216,2,0:25.0,A. Davis misses free throw 1 of 1,,70,50
217,2,0:22.0,,Defensive rebound by Q. Acy,70,50
218,2,0:07.0,,Personal foul by J. Holiday (drawn by D. Russell),70,50
219,2,0:07.0,,D. Russell makes free throw 1 of 2,70,51
220,2,0:07.0,,S. Dinwiddie enters the game for J. Harris,70,51
221,2,0:07.0,,D. Russell makes free throw 2 of 2,70,52
222,2,0:00.0,R. Rondo makes 2-pt jump shot from 11 ft,,72,52
223,3,11:43.0,,S. Dinwiddie misses 2-pt layup at rim,72,52
224,3,11:41.0,Defensive rebound by A. Davis,,72,52
225,3,11:30.0,A. Davis makes 2-pt layup from 2 ft (assist by R. Rondo),,74,52
226,3,11:04.0,,S. Dinwiddie misses 2-pt jump shot from 10 ft (block by N. Mirotić),74,52
227,3,11:03.0,,Offensive rebound by Team,74,52
228,3,11:03.0,,Turnover by Team (shot clock),74,52
229,3,10:53.0,N. Mirotić misses 3-pt jump shot from 23 ft,,74,52
230,3,10:48.0,Offensive rebound by R. Rondo,,74,52
231,3,10:44.0,A. Davis makes 3-pt jump shot from 25 ft (assist by R. Rondo),,77,52
232,3,10:18.0,,J. Allen misses 2-pt layup from 1 ft,77,52
233,3,10:12.0,Defensive rebound by R. Rondo,,77,52
234,3,10:02.0,N. Mirotić misses 3-pt jump shot from 23 ft,,77,52
235,3,9:59.0,,Defensive rebound by D. Carroll,77,52
236,3,9:36.0,,D. Carroll misses 2-pt jump shot from 21 ft,77,52
237,3,9:35.0,Defensive rebound by R. Rondo,,77,52
238,3,9:25.0,Shooting foul by S. Dinwiddie (drawn by J. Holiday),,77,52
239,3,9:25.0,J. Holiday makes free throw 1 of 2,,78,52
240,3,9:25.0,J. Holiday misses free throw 2 of 2,,78,52
241,3,9:23.0,,Defensive rebound by Q. Acy,78,52
242,3,9:11.0,,Turnover by S. Dinwiddie (bad pass; steal by A. Davis),78,52
243,3,9:05.0,J. Holiday misses 3-pt jump shot from 22 ft,,78,52
244,3,9:03.0,,Defensive rebound by J. Allen,78,52
245,3,8:52.0,,J. Allen makes 2-pt dunk at rim (assist by S. Dinwiddie),78,54
246,3,8:41.0,A. Davis makes 2-pt layup at rim (assist by R. Rondo),,80,54
247,3,8:29.0,,Shooting foul by N. Mirotić (drawn by S. Dinwiddie),80,54
248,3,8:29.0,,S. Dinwiddie makes free throw 1 of 2,80,55
249,3,8:29.0,,J. Harris enters the game for J. Allen,80,55
250,3,8:29.0,,S. Dinwiddie makes free throw 2 of 2,80,56
251,3,8:17.0,Turnover by J. Holiday (bad pass; steal by Q. Acy),,80,56
252,3,8:11.0,,Personal foul by E. Moore (drawn by Q. Acy),80,56
253,3,7:53.0,,Turnover by Team (shot clock),80,56
254,3,7:44.0,N. Mirotić makes 2-pt layup from 1 ft (assist by R. Rondo),,82,56
255,3,7:33.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),82,59
256,3,7:14.0,R. Rondo makes 2-pt layup from 2 ft,,84,59
257,3,7:06.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,84,59
258,3,7:03.0,Defensive rebound by J. Holiday,,84,59
259,3,6:59.0,E. Moore makes 2-pt layup at rim (assist by J. Holiday),,86,59
260,3,6:59.0,,Brooklyn full timeout,86,59
261,3,6:59.0,,D. Russell enters the game for S. Dinwiddie,86,59
262,3,6:59.0,,D. Cunningham enters the game for D. Carroll,86,59
263,3,6:59.0,D. Miller enters the game for N. Mirotić,,86,59
264,3,6:59.0,I. Clark enters the game for R. Rondo,,86,59
265,3,6:43.0,,Turnover by D. Cunningham (bad pass; steal by A. Davis),86,59
266,3,6:27.0,Turnover by E. Moore (bad pass; steal by D. Cunningham),,86,59
267,3,6:21.0,,J. Harris makes 2-pt layup at rim (assist by D. Cunningham),86,61
268,3,6:00.0,A. Davis makes 2-pt layup from 2 ft,,88,61
269,3,6:00.0,Shooting foul by J. Harris (drawn by A. Davis),,88,61
270,3,6:00.0,A. Davis makes free throw 1 of 1,,89,61
271,3,5:51.0,,D. Russell makes 3-pt jump shot from 24 ft (assist by Q. Acy),89,64
272,3,5:42.0,E. Moore makes 2-pt layup from 1 ft (assist by J. Holiday),,91,64
273,3,5:32.0,,Q. Acy misses 3-pt jump shot from 25 ft,91,64
274,3,5:32.0,,Offensive rebound by D. Russell,91,64
275,3,5:28.0,,D. Russell makes 2-pt layup at rim,91,66
276,3,5:14.0,J. Holiday misses 2-pt hook shot from 5 ft,,91,66
277,3,5:11.0,,Defensive rebound by J. Harris,91,66
278,3,5:00.0,,D. Russell makes 2-pt jump shot from 19 ft,91,68
279,3,5:00.0,New Orleans full timeout,,91,68
280,3,5:00.0,D. Liggins enters the game for E. Moore,,91,68
281,3,4:48.0,Shooting foul by Q. Acy (drawn by J. Holiday),,91,68
282,3,4:48.0,J. Holiday misses free throw 1 of 2,,91,68
283,3,4:48.0,Offensive rebound by Team,,91,68
284,3,4:48.0,J. Holiday makes free throw 2 of 2,,92,68
285,3,4:27.0,,Turnover by Q. Acy (out of bounds lost ball),92,68
286,3,4:13.0,I. Clark misses 2-pt layup from 1 ft,,92,68
287,3,4:11.0,,Defensive rebound by D. Russell,92,68
288,3,4:06.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by J. Harris),92,71
289,3,3:53.0,Turnover by D. Liggins (lost ball; steal by D. Russell),,92,71
290,3,3:48.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Russell),92,74
291,3,3:28.0,D. Liggins misses 3-pt jump shot from 22 ft,,92,74
292,3,3:25.0,,Defensive rebound by A. Crabbe,92,74
293,3,3:12.0,,D. Russell misses 3-pt jump shot from 25 ft,92,74
294,3,3:09.0,,Offensive rebound by D. Cunningham,92,74
295,3,3:07.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Cunningham),92,77
296,3,2:59.0,J. Holiday makes 3-pt jump shot from 24 ft,,95,77
297,3,2:45.0,,Q. Acy makes 3-pt jump shot from 22 ft (assist by D. Russell),95,80
298,3,2:44.0,New Orleans full timeout,,95,80
299,3,2:44.0,R. Rondo enters the game for D. Liggins,,95,80
300,3,2:29.0,A. Davis makes 2-pt jump shot from 16 ft,,97,80
301,3,2:11.0,,Q. Acy misses 3-pt jump shot from 24 ft,97,80
302,3,2:09.0,Defensive rebound by Team,,97,80
303,3,2:09.0,N. Mirotić enters the game for J. Holiday,,97,80
304,3,1:52.0,A. Davis misses 2-pt jump shot from 19 ft,,97,80
305,3,1:50.0,,Defensive rebound by J. Harris,97,80
306,3,1:41.0,,Q. Acy misses 2-pt layup from 2 ft (block by N. Mirotić),97,80
307,3,1:39.0,,Offensive rebound by A. Crabbe,97,80
308,3,1:37.0,,A. Crabbe makes 2-pt layup from 1 ft,97,82
309,3,1:23.0,Turnover by D. Miller (lost ball; steal by J. Harris),,97,82
310,3,1:17.0,,A. Crabbe misses 2-pt jump shot from 6 ft,97,82
311,3,1:14.0,,Offensive rebound by D. Cunningham,97,82
312,3,1:13.0,,Turnover by D. Cunningham (turnover; steal by A. Davis),97,82
313,3,1:04.0,Turnover by R. Rondo (bad pass; steal by J. Harris),,97,82
314,3,0:58.0,,A. Crabbe makes 3-pt jump shot from 22 ft (assist by Q. Acy),97,85
315,3,0:44.0,A. Davis makes 2-pt layup at rim (assist by D. Miller),,99,85
316,3,0:44.0,Shooting foul by D. Russell (drawn by A. Davis),,99,85
317,3,0:44.0,A. Davis makes free throw 1 of 1,,100,85
318,3,0:38.0,,D. Russell misses 3-pt jump shot from 23 ft,100,85
319,3,0:33.0,Defensive rebound by N. Mirotić,,100,85
320,3,0:29.0,Shooting foul by J. Harris (drawn by A. Davis),,100,85
321,3,0:29.0,A. Davis misses free throw 1 of 2,,100,85
322,3,0:29.0,Offensive rebound by Team,,100,85
323,3,0:29.0,D. Liggins enters the game for R. Rondo,,100,85
324,3,0:29.0,A. Davis misses free throw 2 of 2,,100,85
325,3,0:27.0,,Defensive rebound by D. Russell,100,85
326,3,0:18.0,,Turnover by D. Russell (lost ball; steal by N. Mirotić),100,85
327,3,0:00.0,D. Miller misses 3-pt jump shot from 22 ft (block by J. Harris),,100,85
328,3,0:00.0,Offensive rebound by Team,,100,85
329,4,11:48.0,R. Rondo makes 2-pt jump shot from 5 ft,,102,85
330,4,11:22.0,,J. Harris misses 2-pt layup from 1 ft,102,85
331,4,11:19.0,,Offensive rebound by J. Allen,102,85
332,4,11:19.0,,J. Allen makes 2-pt layup at rim,102,87
333,4,10:57.0,R. Rondo misses 2-pt layup from 2 ft,,102,87
334,4,10:56.0,,Defensive rebound by A. Crabbe,102,87
335,4,10:52.0,,A. Crabbe misses 3-pt jump shot from 27 ft,102,87
336,4,10:48.0,,Offensive rebound by J. Allen,102,87
337,4,10:48.0,,J. Allen misses 2-pt layup from 1 ft,102,87
338,4,10:45.0,Defensive rebound by A. Davis,,102,87
339,4,10:44.0,Turnover by A. Davis (bad pass),,102,87
340,4,10:44.0,,S. Dinwiddie enters the game for A. Crabbe,102,87
341,4,10:27.0,,J. Allen makes 2-pt dunk at rim (assist by D. Russell),102,89
342,4,10:11.0,A. Davis misses 2-pt jump shot from 9 ft,,102,89
343,4,10:10.0,Offensive rebound by Team,,102,89
344,4,10:01.0,I. Clark misses 2-pt layup from 1 ft,,102,89
345,4,9:59.0,,Defensive rebound by D. Cunningham,102,89
346,4,9:53.0,,D. Russell makes 3-pt jump shot from 26 ft,102,92
347,4,9:37.0,Shooting foul by J. Harris (drawn by J. Holiday),,102,92
348,4,9:37.0,J. Holiday misses free throw 1 of 2,,102,92
349,4,9:37.0,Offensive rebound by Team,,102,92
350,4,9:37.0,C. Diallo enters the game for I. Clark,,102,92
351,4,9:37.0,E. Moore enters the game for A. Davis,,102,92
352,4,9:37.0,J. Holiday makes free throw 2 of 2,,103,92
353,4,9:29.0,,Turnover by D. Russell (bad pass),103,92
354,4,9:16.0,Offensive foul by N. Mirotić (drawn by D. Cunningham),,103,92
355,4,9:16.0,Turnover by N. Mirotić (offensive foul),,103,92
356,4,9:16.0,,D. Carroll enters the game for D. Russell,103,92
357,4,8:59.0,,S. Dinwiddie misses 2-pt layup from 1 ft (block by N. Mirotić),103,92
358,4,8:57.0,Defensive rebound by N. Mirotić,,103,92
359,4,8:53.0,E. Moore misses 3-pt jump shot from 22 ft (block by J. Harris),,103,92
360,4,8:50.0,Offensive rebound by N. Mirotić,,103,92
361,4,8:38.0,C. Diallo misses 2-pt layup from 2 ft,,103,92
362,4,8:34.0,,Defensive rebound by J. Allen,103,92
363,4,8:21.0,,S. Dinwiddie makes 2-pt layup from 1 ft,103,94
364,4,8:10.0,N. Mirotić misses 3-pt jump shot from 26 ft,,103,94
365,4,8:07.0,,Defensive rebound by D. Carroll,103,94
366,4,7:51.0,,Shooting foul by C. Diallo (drawn by S. Dinwiddie),103,94
367,4,7:51.0,,S. Dinwiddie makes free throw 1 of 2,103,95
368,4,7:51.0,A. Davis enters the game for C. Diallo,,103,95
369,4,7:51.0,,S. Dinwiddie makes free throw 2 of 2,103,96
370,4,7:39.0,R. Rondo misses 2-pt layup from 2 ft,,103,96
371,4,7:39.0,Offensive rebound by A. Davis,,103,96
372,4,7:39.0,Shooting foul by D. Cunningham (drawn by A. Davis),,103,96
373,4,7:39.0,A. Davis makes free throw 1 of 2,,104,96
374,4,7:39.0,,Q. Acy enters the game for J. Allen,104,96
375,4,7:39.0,A. Davis misses free throw 2 of 2,,104,96
376,4,7:37.0,,Defensive rebound by D. Cunningham,104,96
377,4,7:31.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),104,99
378,4,7:15.0,Turnover by J. Holiday (bad pass; steal by D. Cunningham),,104,99
379,4,7:07.0,,D. Carroll misses 2-pt layup from 1 ft,104,99
380,4,7:03.0,Defensive rebound by R. Rondo,,104,99
381,4,7:01.0,E. Moore misses 3-pt jump shot from 24 ft,,104,99
