,QUARTER,TIME_REMAINING,INDIANA_ACTION,ORLANDO_ACTION,INDIANA_SCORE,ORLANDO_SCORE
0,1,11:37.0,Turnover by B. Bogdanović (bad pass; steal by N. Vučević),,0,0
1,1,11:31.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),0,2
2,1,11:16.0,V. Oladipo misses 2-pt jump shot from 18 ft,,0,2
3,1,11:11.0,,Defensive rebound by T. Ross,0,2
4,1,11:09.0,,Personal foul by T. Young (drawn by N. Vučević),0,2
5,1,10:58.0,,Turnover by N. Vučević (lost ball; steal by V. Oladipo),0,2
6,1,10:56.0,Personal foul by E. Payton (drawn by V. Oladipo),,0,2
7,1,10:47.0,M. Turner misses 2-pt layup from 2 ft,,0,2
8,1,10:44.0,,Defensive rebound by A. Gordon,0,2
9,1,10:41.0,,Turnover by E. Payton (bad pass; steal by D. Collison),0,2
10,1,10:37.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by V. Oladipo),,2,2
11,1,10:22.0,,E. Fournier misses 2-pt layup from 3 ft (block by M. Turner),2,2
12,1,10:17.0,Defensive rebound by D. Collison,,2,2
13,1,10:13.0,D. Collison misses 3-pt jump shot from 24 ft,,2,2
14,1,10:13.0,,Defensive rebound by A. Gordon,2,2
15,1,10:05.0,,Turnover by A. Gordon (bad pass; steal by T. Young),2,2
16,1,10:01.0,Turnover by T. Young (bad pass; steal by E. Payton),,2,2
17,1,9:56.0,,T. Ross makes 3-pt jump shot from 26 ft (assist by E. Payton),2,5
18,1,9:35.0,T. Young makes 2-pt jump shot from 2 ft (assist by D. Collison),,4,5
19,1,9:29.0,,Turnover by E. Payton (bad pass; steal by V. Oladipo),4,5
20,1,9:15.0,T. Young makes 2-pt hook shot from 6 ft,,6,5
21,1,9:01.0,,E. Fournier misses 2-pt jump shot from 7 ft,6,5
22,1,8:58.0,Defensive rebound by V. Oladipo,,6,5
23,1,8:55.0,Turnover by V. Oladipo (bad pass; steal by A. Gordon),,6,5
24,1,8:46.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by A. Gordon),6,8
25,1,8:31.0,B. Bogdanović misses 2-pt jump shot from 17 ft,,6,8
26,1,8:31.0,,Defensive rebound by A. Gordon,6,8
27,1,8:20.0,,Turnover by N. Vučević (bad pass; steal by V. Oladipo),6,8
28,1,8:09.0,D. Collison makes 2-pt layup from 2 ft (assist by V. Oladipo),,8,8
29,1,7:50.0,,Turnover by E. Fournier (bad pass),8,8
30,1,7:39.0,M. Turner makes 2-pt jump shot from 14 ft (assist by D. Collison),,10,8
31,1,7:37.0,,Orlando full timeout,10,8
32,1,7:18.0,,E. Fournier makes 3-pt jump shot from 23 ft (assist by N. Vučević),10,11
33,1,6:59.0,V. Oladipo makes 3-pt jump shot from 23 ft (assist by D. Collison),,13,11
34,1,6:42.0,,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Payton),13,14
35,1,6:21.0,M. Turner misses 2-pt layup from 7 ft (block by N. Vučević),,13,14
36,1,6:21.0,Offensive rebound by Team,,13,14
37,1,6:10.0,T. Young makes 2-pt layup from 2 ft (assist by V. Oladipo),,15,14
38,1,5:46.0,,A. Gordon makes 2-pt dunk at rim (assist by E. Payton),15,16
39,1,5:24.0,V. Oladipo makes 2-pt layup from 2 ft,,17,16
40,1,5:12.0,,A. Gordon misses 3-pt jump shot from 25 ft,17,16
41,1,5:07.0,Defensive rebound by B. Bogdanović,,17,16
42,1,4:51.0,T. Young makes 2-pt hook shot from 7 ft,,19,16
43,1,4:45.0,,Personal foul by D. Collison (drawn by E. Payton),19,16
44,1,4:45.0,,J. Simmons enters the game for T. Ross,19,16
45,1,4:45.0,C. Joseph enters the game for B. Bogdanović,,19,16
46,1,4:39.0,,E. Fournier makes 2-pt jump shot from 16 ft (assist by E. Payton),19,18
