,QUARTER,TIME_REMAINING,DALLAS_ACTION,BOSTON_ACTION,DALLAS_SCORE,BOSTON_SCORE
387,4,3:49.0,,Defensive rebound by A. Horford,85,87
388,4,3:45.0,,K. Irving makes 2-pt layup from 1 ft,85,89
389,4,3:24.0,D. Smith misses 2-pt layup from 7 ft,,85,89
390,4,3:23.0,Offensive rebound by M. Kleber,,85,89
391,4,3:23.0,M. Kleber misses 2-pt dunk at rim,,85,89
392,4,3:21.0,,Defensive rebound by Team,85,89
393,4,3:15.0,,K. Irving makes 2-pt layup from 6 ft,85,91
394,4,3:15.0,,Shooting foul by W. Matthews (drawn by K. Irving),85,91
395,4,3:15.0,D. Harris enters the game for J. Barea,,85,91
396,4,3:15.0,D. Nowitzki enters the game for M. Kleber,,85,91
397,4,3:15.0,,K. Irving makes free throw 1 of 1,85,92
398,4,3:00.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,85,92
399,4,3:00.0,,Defensive rebound by J. Tatum,85,92
400,4,2:40.0,,K. Irving misses 3-pt jump shot from 25 ft,85,92
401,4,2:37.0,Defensive rebound by D. Smith,,85,92
402,4,2:33.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,85,92
403,4,2:30.0,,Defensive rebound by T. Rozier,85,92
404,4,2:16.0,,A. Horford misses 3-pt jump shot from 25 ft,85,92
405,4,2:12.0,Defensive rebound by D. Smith,,85,92
406,4,2:01.0,Turnover by D. Smith (lost ball; steal by A. Horford),,85,92
407,4,2:00.0,,Personal foul by D. Harris (drawn by T. Rozier),85,92
408,4,2:00.0,,T. Rozier misses free throw 1 of 2,85,92
409,4,2:00.0,,Offensive rebound by Team,85,92
410,4,2:00.0,Y. Ferrell enters the game for D. Smith,,85,92
411,4,2:00.0,,T. Rozier makes free throw 2 of 2,85,93
412,4,2:00.0,Dallas full timeout,,85,93
413,4,1:46.0,W. Matthews makes 2-pt jump shot from 15 ft (assist by D. Harris),,87,93
414,4,1:22.0,,K. Irving makes 2-pt jump shot from 15 ft,87,95
415,4,1:13.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,87,95
416,4,1:08.0,,Defensive rebound by K. Irving,87,95
417,4,1:05.0,,T. Rozier makes 2-pt dunk from 1 ft (assist by K. Irving),87,97
418,4,1:05.0,,Shooting foul by D. Nowitzki (drawn by T. Rozier),87,97
419,4,1:05.0,M. Kleber enters the game for D. Nowitzki,,87,97
420,4,1:05.0,,T. Rozier misses free throw 1 of 1,87,97
421,4,1:05.0,Defensive rebound by H. Barnes,,87,97
422,4,0:58.0,H. Barnes misses 3-pt jump shot from 26 ft,,87,97
423,4,0:56.0,,Defensive rebound by T. Rozier,87,97
424,4,0:37.0,,Turnover by K. Irving (traveling),87,97
425,4,0:37.0,Dallas full timeout,,87,97
426,4,0:37.0,,S. Ojeleye enters the game for K. Irving,87,97
427,4,0:31.0,W. Matthews misses 3-pt jump shot from 27 ft,,87,97
428,4,0:28.0,,Defensive rebound by T. Rozier,87,97
429,4,0:05.0,,Turnover by Team (shot clock),87,97
430,4,0:00.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by D. Harris),,90,97
