,QUARTER,TIME_REMAINING,ORLANDO_ACTION,ATLANTA_ACTION,ORLANDO_SCORE,ATLANTA_SCORE
83,1,2:35.0,,J. Magette makes 2-pt jump shot from 6 ft (assist by T. Dorsey),15,16
84,1,2:24.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by N. Vučević),,18,16
85,1,1:57.0,,Turnover by J. Magette (bad pass; steal by N. Vučević),18,16
86,1,1:48.0,S. Mack misses 3-pt jump shot from 25 ft,,18,16
87,1,1:43.0,,Defensive rebound by M. Plumlee,18,16
88,1,1:35.0,,T. Dorsey misses 3-pt jump shot from 24 ft,18,16
89,1,1:32.0,Defensive rebound by N. Vučević,,18,16
90,1,1:18.0,N. Vučević misses 2-pt jump shot from 12 ft,,18,16
91,1,1:15.0,,Defensive rebound by D. Bembry,18,16
92,1,1:03.0,,D. Bembry misses 3-pt jump shot from 25 ft,18,16
93,1,1:02.0,Defensive rebound by Team,,18,16
94,1,1:02.0,B. Biyombo enters the game for N. Vučević,,18,16
95,1,0:49.0,A. Gordon misses 2-pt jump shot from 17 ft,,18,16
96,1,0:46.0,,Defensive rebound by J. Magette,18,16
97,1,0:42.0,,M. Muscala makes 3-pt jump shot from 22 ft (assist by D. Bembry),18,19
98,1,0:27.0,B. Biyombo misses 2-pt jump shot from 17 ft,,18,19
99,1,0:25.0,,Defensive rebound by M. Muscala,18,19
100,1,0:07.0,,Personal take foul by B. Biyombo (drawn by J. Magette),18,19
101,1,0:03.0,,T. Dorsey makes 2-pt dunk from 1 ft (assist by J. Magette),18,21
102,2,11:39.0,,M. Plumlee makes 2-pt dunk at rim (assist by J. Magette),18,23
103,2,11:23.0,M. Hezonja misses 2-pt jump shot from 15 ft,,18,23
104,2,11:21.0,,Defensive rebound by M. Plumlee,18,23
105,2,11:10.0,,D. Bembry makes 2-pt jump shot from 12 ft (assist by M. Plumlee),18,25
106,2,10:59.0,M. Hezonja makes 2-pt jump shot from 3 ft (assist by S. Mack),,20,25
107,2,10:58.0,,Atlanta full timeout,20,25
108,2,10:58.0,,D. Dedmon enters the game for D. Bembry,20,25
109,2,10:48.0,,Turnover by Team (turnover),20,25
110,2,10:28.0,S. Mack misses 2-pt jump shot from 12 ft,,20,25
111,2,10:25.0,,Defensive rebound by D. Dedmon,20,25
112,2,10:14.0,,J. Magette misses 3-pt jump shot from 25 ft,20,25
113,2,10:10.0,Defensive rebound by B. Biyombo,,20,25
114,2,10:02.0,S. Mack makes 2-pt jump shot from 13 ft,,22,25
115,2,9:45.0,,M. Plumlee makes 2-pt jump shot from 15 ft (assist by T. Dorsey),22,27
116,2,9:39.0,Personal foul by J. Magette (drawn by S. Mack),,22,27
117,2,9:39.0,,J. Collins enters the game for M. Plumlee,22,27
118,2,9:24.0,M. Hezonja misses 2-pt jump shot from 20 ft,,22,27
119,2,9:19.0,,Defensive rebound by J. Magette,22,27
120,2,9:06.0,,M. Muscala makes 2-pt layup from 1 ft (assist by J. Collins),22,29
121,2,8:55.0,B. Biyombo misses 2-pt hook shot from 8 ft,,22,29
122,2,8:52.0,,Defensive rebound by M. Muscala,22,29
123,2,8:44.0,,Turnover by J. Magette (bad pass),22,29
124,2,8:35.0,R. Purvis misses 3-pt jump shot from 22 ft,,22,29
125,2,8:32.0,,Defensive rebound by M. Muscala,22,29
126,2,8:24.0,,M. Muscala makes 3-pt jump shot from 25 ft (assist by J. Magette),22,32
127,2,8:14.0,S. Mack misses 3-pt jump shot from 24 ft,,22,32
128,2,8:10.0,,Defensive rebound by J. Collins,22,32
129,2,8:05.0,,T. Dorsey makes 3-pt jump shot from 24 ft,22,35
130,2,8:03.0,Orlando full timeout,,22,35
131,2,8:03.0,,I. Taylor enters the game for J. Magette,22,35
132,2,7:45.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by S. Mack),,25,35
133,2,7:32.0,,T. Dorsey makes 2-pt jump shot from 17 ft (assist by I. Taylor),25,37
134,2,7:14.0,K. Birch misses 2-pt layup from 1 ft (block by J. Collins),,25,37
135,2,7:12.0,Offensive rebound by B. Biyombo,,25,37
136,2,7:12.0,B. Biyombo makes 2-pt dunk from 2 ft,,27,37
137,2,6:58.0,,D. Dedmon makes 3-pt jump shot from 25 ft (assist by I. Taylor),27,40
138,2,6:35.0,B. Biyombo makes 2-pt jump shot from 14 ft (assist by S. Mack),,29,40
139,2,6:12.0,,J. Collins makes 2-pt layup from 3 ft (assist by I. Taylor),29,42
140,2,5:55.0,B. Biyombo makes 2-pt dunk from 1 ft (assist by R. Purvis),,31,42
141,2,5:38.0,,T. Dorsey makes 2-pt jump shot from 22 ft (assist by M. Muscala),31,44
142,2,5:25.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by K. Birch),,34,44
143,2,5:11.0,,Personal foul by K. Birch (drawn by J. Collins),34,44
144,2,5:11.0,,D. Bembry enters the game for T. Dorsey,34,44
145,2,5:11.0,,T. Prince enters the game for M. Muscala,34,44
146,2,5:11.0,A. Gordon enters the game for B. Biyombo,,34,44
147,2,5:11.0,N. Vučević enters the game for R. Purvis,,34,44
148,2,5:11.0,D. Augustin enters the game for K. Birch,,34,44
149,2,5:06.0,,D. Dedmon makes 3-pt jump shot from 25 ft (assist by I. Taylor),34,47
150,2,5:03.0,Orlando full timeout,,34,47
151,2,5:03.0,W. Iwundu enters the game for S. Mack,,34,47
152,2,5:03.0,J. Isaac enters the game for M. Hezonja,,34,47
153,2,4:41.0,D. Augustin makes 2-pt jump shot from 18 ft,,36,47
154,2,4:23.0,,J. Collins misses 3-pt jump shot from 22 ft,36,47
155,2,4:21.0,,Offensive rebound by D. Dedmon,36,47
156,2,4:19.0,,D. Dedmon makes 2-pt dunk from 2 ft,36,49
157,2,3:59.0,J. Isaac misses 2-pt jump shot from 16 ft,,36,49
158,2,3:57.0,Offensive rebound by Team,,36,49
159,2,3:47.0,N. Vučević misses 2-pt jump shot from 18 ft,,36,49
160,2,3:44.0,,Defensive rebound by T. Prince,36,49
161,2,3:40.0,,D. Bembry makes 2-pt layup at rim (assist by T. Prince),36,51
162,2,3:27.0,J. Isaac misses 2-pt jump shot from 13 ft,,36,51
163,2,3:27.0,Offensive rebound by N. Vučević,,36,51
164,2,3:19.0,N. Vučević misses 2-pt layup at rim,,36,51
165,2,3:19.0,,Defensive rebound by D. Dedmon,36,51
166,2,3:08.0,,I. Taylor misses 2-pt jump shot from 22 ft,36,51
167,2,3:05.0,Defensive rebound by N. Vučević,,36,51
168,2,2:58.0,Shooting foul by T. Prince (drawn by N. Vučević),,36,51
169,2,2:58.0,N. Vučević makes free throw 1 of 2,,37,51
170,2,2:58.0,,J. Magette enters the game for D. Dedmon,37,51
171,2,2:58.0,,D. Lee enters the game for I. Taylor,37,51
172,2,2:58.0,N. Vučević makes free throw 2 of 2,,38,51
173,2,2:43.0,,D. Lee misses 3-pt jump shot from 22 ft,38,51
174,2,2:41.0,Defensive rebound by A. Gordon,,38,51
175,2,2:25.0,D. Augustin makes 2-pt layup from 1 ft,,40,51
176,2,1:58.0,,D. Lee makes 2-pt jump shot from 15 ft (assist by D. Bembry),40,53
177,2,1:46.0,,M. Muscala enters the game for D. Bembry,40,53
178,2,1:33.0,J. Isaac makes 3-pt jump shot from 23 ft (assist by N. Vučević),,43,53
179,2,1:18.0,,M. Muscala misses 3-pt jump shot from 25 ft,43,53
180,2,1:15.0,Defensive rebound by J. Isaac,,43,53
181,2,1:06.0,W. Iwundu misses 2-pt layup from 1 ft,,43,53
182,2,1:03.0,Offensive rebound by W. Iwundu,,43,53
183,2,1:02.0,J. Isaac misses 3-pt jump shot from 22 ft,,43,53
184,2,1:00.0,,Defensive rebound by J. Collins,43,53
185,2,0:52.0,,J. Magette makes 3-pt jump shot from 25 ft (assist by T. Prince),43,56
186,2,0:37.0,Turnover by W. Iwundu (traveling),,43,56
187,2,0:34.0,,J. Magette misses 3-pt jump shot from 26 ft,43,56
188,2,0:31.0,Defensive rebound by A. Gordon,,43,56
189,2,0:12.0,,Offensive charge foul by A. Gordon (drawn by T. Prince),43,56
190,2,0:12.0,Turnover by A. Gordon (offensive foul),,43,56
191,2,0:01.0,,M. Muscala misses 3-pt jump shot from 23 ft,43,56
192,2,0:01.0,,Offensive rebound by Team,43,56
193,3,11:48.0,,D. Lee misses 3-pt jump shot from 25 ft,43,56
194,3,11:44.0,Defensive rebound by A. Gordon,,43,56
195,3,11:28.0,A. Gordon makes 2-pt jump shot from 21 ft (assist by D. Augustin),,45,56
196,3,11:11.0,,T. Prince misses 2-pt layup from 2 ft,45,56
197,3,11:11.0,Defensive rebound by Team,,45,56
198,3,11:00.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by N. Vučević),,48,56
199,3,10:38.0,,D. Dedmon misses 2-pt jump shot from 14 ft,48,56
200,3,10:35.0,Defensive rebound by D. Augustin,,48,56
201,3,10:32.0,Personal foul by T. Prince (drawn by A. Gordon),,48,56
202,3,10:19.0,W. Iwundu misses 2-pt jump shot from 19 ft,,48,56
203,3,10:16.0,,Defensive rebound by D. Lee,48,56
204,3,10:05.0,,I. Taylor makes 2-pt layup from 1 ft (assist by D. Lee),48,58
205,3,9:53.0,Personal foul by I. Taylor (drawn by D. Augustin),,48,58
206,3,9:39.0,J. Isaac makes 3-pt jump shot from 24 ft (assist by W. Iwundu),,51,58
207,3,9:18.0,,I. Taylor misses 3-pt jump shot from 25 ft,51,58
208,3,9:15.0,Defensive rebound by N. Vučević,,51,58
209,3,9:09.0,J. Isaac makes 2-pt dunk at rim (assist by A. Gordon),,53,58
210,3,9:09.0,,Atlanta full timeout,53,58
211,3,8:49.0,,D. Dedmon misses 2-pt layup at rim,53,58
212,3,8:46.0,Defensive rebound by N. Vučević,,53,58
213,3,8:41.0,Personal foul by I. Taylor (drawn by D. Augustin),,53,58
214,3,8:26.0,A. Gordon misses 2-pt jump shot from 11 ft,,53,58
215,3,8:23.0,,Defensive rebound by J. Collins,53,58
216,3,8:16.0,,Turnover by T. Prince (out of bounds lost ball),53,58
217,3,7:59.0,N. Vučević misses 3-pt jump shot from 25 ft,,53,58
218,3,7:55.0,,Defensive rebound by J. Collins,53,58
219,3,7:45.0,,D. Dedmon misses 3-pt jump shot from 23 ft,53,58
220,3,7:42.0,Defensive rebound by J. Isaac,,53,58
221,3,7:37.0,D. Augustin makes 2-pt jump shot from 20 ft,,55,58
222,3,7:22.0,,D. Dedmon makes 3-pt jump shot from 22 ft (assist by T. Prince),55,61
223,3,7:10.0,,M. Muscala enters the game for T. Prince,55,61
224,3,7:10.0,M. Hezonja enters the game for J. Isaac,,55,61
225,3,7:05.0,W. Iwundu misses 2-pt layup from 1 ft,,55,61
226,3,6:59.0,Offensive rebound by M. Hezonja,,55,61
227,3,6:55.0,A. Gordon misses 3-pt jump shot from 22 ft,,55,61
228,3,6:51.0,,Defensive rebound by J. Collins,55,61
229,3,6:37.0,,Turnover by D. Lee (step out of bounds),55,61
230,3,6:24.0,N. Vučević misses 2-pt hook shot from 5 ft,,55,61
231,3,6:20.0,,Defensive rebound by D. Dedmon,55,61
232,3,6:13.0,,I. Taylor misses 2-pt layup from 2 ft (block by N. Vučević),55,61
233,3,6:13.0,,Offensive rebound by Team,55,61
234,3,6:06.0,,Personal foul by N. Vučević (drawn by I. Taylor),55,61
235,3,6:02.0,,Personal foul by N. Vučević (drawn by J. Collins),55,61
236,3,5:53.0,,D. Dedmon misses 2-pt hook shot from 6 ft,55,61
237,3,5:49.0,Defensive rebound by A. Gordon,,55,61
238,3,5:36.0,M. Hezonja misses 3-pt jump shot from 24 ft,,55,61
239,3,5:32.0,Offensive rebound by Team,,55,61
240,3,5:32.0,,T. Dorsey enters the game for D. Dedmon,55,61
241,3,5:22.0,N. Vučević misses 2-pt jump shot from 20 ft,,55,61
242,3,5:19.0,,Defensive rebound by M. Muscala,55,61
243,3,5:05.0,,J. Collins misses 2-pt layup from 6 ft (block by N. Vučević),55,61
244,3,5:01.0,Defensive rebound by N. Vučević,,55,61
245,3,5:00.0,D. Augustin makes 2-pt layup from 1 ft (assist by A. Gordon),,57,61
246,3,4:40.0,,J. Collins makes 2-pt jump shot from 18 ft,57,63
247,3,4:18.0,N. Vučević misses 2-pt jump shot from 8 ft,,57,63
248,3,4:15.0,,Defensive rebound by J. Collins,57,63
249,3,4:07.0,,D. Lee misses 2-pt jump shot from 11 ft,57,63
250,3,4:03.0,Defensive rebound by N. Vučević,,57,63
251,3,3:55.0,N. Vučević misses 2-pt layup from 2 ft,,57,63
252,3,3:52.0,,Defensive rebound by M. Muscala,57,63
253,3,3:45.0,,Turnover by T. Dorsey (lost ball; steal by M. Hezonja),57,63
254,3,3:45.0,Personal foul by T. Dorsey (drawn by M. Hezonja),,57,63
255,3,3:45.0,,J. Magette enters the game for D. Lee,57,63
256,3,3:45.0,,M. Plumlee enters the game for J. Collins,57,63
257,3,3:45.0,,D. Bembry enters the game for I. Taylor,57,63
258,3,3:45.0,S. Mack enters the game for W. Iwundu,,57,63
259,3,3:33.0,Shooting foul by D. Bembry (drawn by M. Hezonja),,57,63
260,3,3:33.0,M. Hezonja makes free throw 1 of 2,,58,63
261,3,3:33.0,M. Hezonja misses free throw 2 of 2,,58,63
262,3,3:31.0,,Defensive rebound by M. Plumlee,58,63
263,3,3:16.0,,M. Muscala misses 3-pt jump shot from 25 ft,58,63
264,3,3:13.0,Defensive rebound by M. Hezonja,,58,63
265,3,3:09.0,Personal foul by T. Dorsey (drawn by D. Augustin),,58,63
266,3,3:09.0,D. Augustin makes free throw 1 of 2,,59,63
267,3,3:09.0,B. Biyombo enters the game for N. Vučević,,59,63
268,3,3:09.0,D. Augustin makes free throw 2 of 2,,60,63
269,3,2:55.0,,T. Dorsey makes 2-pt jump shot from 11 ft (assist by M. Muscala),60,65
270,3,2:42.0,D. Augustin makes 2-pt layup from 1 ft,,62,65
271,3,2:18.0,,J. Magette misses 3-pt jump shot from 25 ft,62,65
272,3,2:18.0,,Offensive rebound by M. Muscala,62,65
273,3,2:17.0,,M. Muscala makes 2-pt layup from 3 ft,62,67
274,3,2:03.0,D. Augustin misses 3-pt jump shot from 24 ft,,62,67
275,3,2:03.0,,Defensive rebound by D. Bembry,62,67
276,3,1:54.0,,M. Muscala misses 3-pt jump shot from 23 ft,62,67
277,3,1:51.0,Defensive rebound by D. Augustin,,62,67
278,3,1:47.0,M. Hezonja misses 3-pt jump shot from 26 ft,,62,67
279,3,1:47.0,,Defensive rebound by M. Muscala,62,67
280,3,1:38.0,,Personal foul by D. Augustin (drawn by T. Dorsey),62,67
281,3,1:38.0,Orlando full timeout,,62,67
282,3,1:38.0,,T. Prince enters the game for M. Muscala,62,67
283,3,1:27.0,,M. Plumlee misses 2-pt dunk from 1 ft (block by A. Gordon),62,67
284,3,1:23.0,Defensive rebound by B. Biyombo,,62,67
285,3,1:22.0,M. Hezonja makes 2-pt dunk from 1 ft (assist by D. Augustin),,64,67
286,3,1:22.0,,Violation by M. Plumlee (def goaltending),64,67
287,3,1:10.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Magette),64,69
288,3,0:45.0,M. Hezonja misses 3-pt jump shot from 22 ft,,64,69
289,3,0:45.0,Offensive rebound by S. Mack,,64,69
290,3,0:43.0,S. Mack misses 2-pt layup from 7 ft,,64,69
291,3,0:40.0,Offensive rebound by B. Biyombo,,64,69
292,3,0:40.0,B. Biyombo misses 2-pt layup at rim,,64,69
293,3,0:38.0,Offensive rebound by B. Biyombo,,64,69
294,3,0:38.0,Orlando full timeout,,64,69
295,3,0:27.0,B. Biyombo misses 2-pt layup from 1 ft,,64,69
296,3,0:24.0,,Defensive rebound by M. Plumlee,64,69
297,3,0:03.0,,Turnover by T. Dorsey (out of bounds lost ball),64,69
298,3,0:00.0,A. Gordon misses 2-pt jump shot from 22 ft,,64,69
299,3,0:00.0,Offensive rebound by Team,,64,69
300,4,11:44.0,W. Iwundu makes 3-pt jump shot from 22 ft (assist by S. Mack),,67,69
301,4,11:27.0,,M. Muscala makes 3-pt jump shot from 23 ft (assist by T. Prince),67,72
302,4,11:14.0,M. Hezonja misses 3-pt jump shot from 25 ft,,67,72
303,4,11:11.0,,Defensive rebound by M. Muscala,67,72
304,4,10:47.0,,M. Muscala misses 3-pt jump shot from 26 ft,67,72
305,4,10:44.0,,Offensive rebound by M. Plumlee,67,72
306,4,10:43.0,,J. Magette misses 2-pt layup from 4 ft (block by M. Hezonja),67,72
307,4,10:43.0,,Offensive rebound by Team,67,72
308,4,10:41.0,,M. Muscala misses 3-pt jump shot from 26 ft,67,72
309,4,10:39.0,Defensive rebound by Team,,67,72
310,4,10:39.0,,Loose ball foul by D. Dedmon (drawn by W. Iwundu),67,72
311,4,10:31.0,S. Mack misses 3-pt jump shot from 25 ft,,67,72
312,4,10:21.0,,Defensive rebound by M. Plumlee,67,72
313,4,10:13.0,,Personal foul by R. Purvis (drawn by T. Prince),67,72
314,4,10:03.0,,T. Prince makes 2-pt jump shot from 14 ft (assist by J. Magette),67,74
315,4,9:37.0,R. Purvis misses 3-pt jump shot from 23 ft,,67,74
316,4,9:36.0,,Defensive rebound by Team,67,74
317,4,9:22.0,,D. Dedmon misses 3-pt jump shot from 25 ft,67,74
318,4,9:19.0,Defensive rebound by Team,,67,74
319,4,9:08.0,W. Iwundu misses 3-pt jump shot from 23 ft,,67,74
320,4,9:05.0,,Defensive rebound by M. Muscala,67,74
321,4,9:01.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Prince),67,76
322,4,8:50.0,S. Mack makes 2-pt jump shot from 21 ft,,69,76
323,4,8:35.0,,Turnover by T. Prince (bad pass; steal by M. Hezonja),69,76
324,4,8:24.0,W. Iwundu makes 2-pt jump shot from 13 ft,,71,76
325,4,8:11.0,,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Dedmon),71,79
326,4,7:55.0,M. Hezonja makes 3-pt jump shot from 25 ft (assist by S. Mack),,74,79
327,4,7:41.0,,T. Prince misses 3-pt jump shot from 24 ft,74,79
328,4,7:40.0,Defensive rebound by Team,,74,79
329,4,7:40.0,,Loose ball foul by M. Plumlee (drawn by W. Iwundu),74,79
330,4,7:40.0,,J. Collins enters the game for J. Magette,74,79
331,4,7:40.0,,I. Taylor enters the game for M. Plumlee,74,79
332,4,7:40.0,A. Gordon enters the game for R. Purvis,,74,79
333,4,7:40.0,D. Augustin enters the game for S. Mack,,74,79
334,4,7:32.0,D. Augustin makes 3-pt jump shot from 24 ft,,77,79
335,4,7:13.0,,I. Taylor makes 2-pt jump shot from 11 ft (assist by M. Muscala),77,81
336,4,7:03.0,A. Gordon misses 3-pt jump shot from 23 ft,,77,81
337,4,6:58.0,,Defensive rebound by D. Dedmon,77,81
338,4,6:43.0,,Turnover by T. Prince (bad pass; steal by M. Hezonja),77,81
339,4,6:34.0,B. Biyombo misses 2-pt layup from 2 ft (block by J. Collins),,77,81
340,4,6:31.0,,Defensive rebound by T. Prince,77,81
341,4,6:17.0,,I. Taylor makes 2-pt layup at rim,77,83
342,4,6:15.0,Orlando full timeout,,77,83
343,4,6:15.0,,D. Lee enters the game for T. Prince,77,83
344,4,6:15.0,,D. Bembry enters the game for M. Muscala,77,83
345,4,6:15.0,S. Mack enters the game for B. Biyombo,,77,83
346,4,6:15.0,N. Vučević enters the game for W. Iwundu,,77,83
347,4,6:06.0,Turnover by A. Gordon (traveling),,77,83
348,4,5:55.0,,Personal foul by D. Augustin (drawn by J. Collins),77,83
349,4,5:49.0,,I. Taylor misses 2-pt layup from 2 ft,77,83
350,4,5:46.0,,Offensive rebound by I. Taylor,77,83
351,4,5:39.0,,J. Collins misses 3-pt jump shot from 23 ft,77,83
352,4,5:37.0,Defensive rebound by D. Augustin,,77,83
353,4,5:33.0,S. Mack misses 3-pt jump shot from 22 ft,,77,83
354,4,5:29.0,,Defensive rebound by D. Bembry,77,83
355,4,5:25.0,,D. Lee makes 2-pt jump shot from 8 ft (assist by D. Bembry),77,85
356,4,5:25.0,Violation by A. Gordon (def goaltending),,77,85
357,4,5:11.0,N. Vučević misses 2-pt layup from 2 ft,,77,85
358,4,5:05.0,Offensive rebound by N. Vučević,,77,85
359,4,5:05.0,N. Vučević makes 2-pt layup at rim,,79,85
360,4,4:59.0,,Turnover by D. Bembry (traveling),79,85
361,4,4:42.0,N. Vučević misses 2-pt layup from 2 ft,,79,85
362,4,4:39.0,,Defensive rebound by D. Dedmon,79,85
363,4,4:23.0,,D. Dedmon makes 2-pt jump shot from 6 ft,79,87
364,4,4:14.0,Personal foul by D. Bembry (drawn by D. Augustin),,79,87
365,4,4:09.0,D. Augustin makes 2-pt jump shot from 15 ft,,81,87
366,4,4:09.0,Shooting foul by D. Bembry (drawn by D. Augustin),,81,87
367,4,4:09.0,D. Augustin makes free throw 1 of 1,,82,87
368,4,3:55.0,,I. Taylor misses 2-pt layup at rim,82,87
369,4,3:51.0,Defensive rebound by N. Vučević,,82,87
370,4,3:41.0,D. Augustin misses 3-pt jump shot from 25 ft,,82,87
371,4,3:37.0,,Defensive rebound by D. Lee,82,87
372,4,3:27.0,,D. Lee misses 2-pt jump shot from 17 ft (block by N. Vučević),82,87
373,4,3:24.0,Defensive rebound by N. Vučević,,82,87
374,4,3:17.0,N. Vučević misses 3-pt jump shot from 25 ft,,82,87
375,4,3:14.0,,Defensive rebound by I. Taylor,82,87
376,4,3:10.0,,Atlanta full timeout,82,87
377,4,3:10.0,,T. Dorsey enters the game for D. Bembry,82,87
378,4,3:10.0,J. Isaac enters the game for M. Hezonja,,82,87
379,4,3:01.0,,J. Collins makes 2-pt jump shot from 12 ft (assist by D. Lee),82,89
380,4,2:41.0,A. Gordon misses 3-pt jump shot from 26 ft,,82,89
