,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DETROIT_ACTION,LA LAKERS_SCORE,DETROIT_SCORE
148,2,8:44.0,,E. Moreland misses free throw 1 of 2,37,30
149,2,8:44.0,,Offensive rebound by Team,37,30
150,2,8:44.0,,B. Griffin enters the game for A. Tolliver,37,30
151,2,8:44.0,B. Lopez enters the game for T. Wear,,37,30
152,2,8:44.0,,E. Moreland makes free throw 2 of 2,37,31
153,2,8:25.0,B. Lopez makes 2-pt layup from 1 ft (assist by L. Ball),,39,31
154,2,8:25.0,Shooting foul by S. Johnson (drawn by B. Lopez),,39,31
155,2,8:25.0,,A. Drummond enters the game for E. Moreland,39,31
156,2,8:25.0,J. Randle enters the game for T. Ennis,,39,31
157,2,8:25.0,K. Kuzma enters the game for C. Frye,,39,31
158,2,8:25.0,B. Lopez makes free throw 1 of 1,,40,31
159,2,8:16.0,,A. Drummond misses 2-pt layup from 5 ft,40,31
160,2,8:15.0,,Offensive rebound by A. Drummond,40,31
161,2,8:15.0,,Shooting foul by B. Lopez (drawn by A. Drummond),40,31
162,2,8:15.0,,A. Drummond makes free throw 1 of 2,40,32
163,2,8:15.0,,A. Drummond misses free throw 2 of 2,40,32
164,2,8:11.0,Defensive rebound by J. Randle,,40,32
165,2,7:53.0,K. Kuzma makes 2-pt dunk at rim (assist by B. Lopez),,42,32
166,2,7:23.0,,A. Drummond misses 2-pt layup at rim (block by K. Caldwell-Pope),42,32
167,2,7:22.0,,Offensive rebound by L. Kennard,42,32
168,2,7:10.0,,S. Johnson misses 2-pt hook shot from 6 ft,42,32
169,2,7:06.0,,Offensive rebound by Team,42,32
170,2,6:56.0,,A. Drummond makes 2-pt layup from 4 ft (assist by B. Griffin),42,34
171,2,6:40.0,Turnover by L. Ball (step out of bounds),,42,34
172,2,6:27.0,,R. Jackson makes 2-pt layup from 1 ft,42,36
173,2,6:09.0,L. Ball makes 2-pt layup from 5 ft (assist by B. Lopez),,44,36
174,2,5:47.0,,Personal foul by L. Ball (drawn by B. Griffin),44,36
175,2,5:47.0,,I. Smith enters the game for R. Jackson,44,36
176,2,5:38.0,,B. Griffin makes 3-pt jump shot from 25 ft (assist by I. Smith),44,39
177,2,5:16.0,J. Randle misses 2-pt layup from 5 ft,,44,39
178,2,5:14.0,,Defensive rebound by A. Drummond,44,39
179,2,4:57.0,,B. Griffin misses 2-pt hook shot from 6 ft,44,39
180,2,4:55.0,Defensive rebound by J. Randle,,44,39
181,2,4:51.0,Turnover by J. Randle (lost ball; steal by S. Johnson),,44,39
182,2,4:45.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by S. Johnson),44,42
183,2,4:44.0,LA Lakers full timeout,,44,42
184,2,4:44.0,,R. Bullock enters the game for L. Kennard,44,42
185,2,4:33.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,44,42
186,2,4:32.0,,Defensive rebound by Team,44,42
187,2,4:18.0,,R. Bullock misses 2-pt layup from 5 ft (block by B. Lopez),44,42
188,2,4:16.0,Defensive rebound by B. Lopez,,44,42
189,2,4:10.0,J. Randle makes 2-pt layup from 2 ft (assist by L. Ball),,46,42
190,2,3:57.0,,R. Bullock misses 3-pt jump shot from 25 ft,46,42
191,2,3:54.0,Defensive rebound by J. Randle,,46,42
192,2,3:45.0,,Offensive charge foul by J. Randle (drawn by B. Griffin),46,42
193,2,3:45.0,Turnover by J. Randle (offensive foul),,46,42
194,2,3:45.0,I. Zubac enters the game for J. Randle,,46,42
195,2,3:37.0,,A. Tolliver enters the game for B. Griffin,46,42
196,2,3:37.0,T. Wear enters the game for I. Zubac,,46,42
197,2,3:28.0,,R. Bullock misses 2-pt layup from 3 ft,46,42
198,2,3:24.0,,Offensive rebound by R. Bullock,46,42
199,2,3:24.0,,R. Bullock makes 2-pt layup at rim,46,44
200,2,3:08.0,K. Kuzma misses 2-pt jump shot from 15 ft,,46,44
201,2,3:05.0,,Defensive rebound by A. Drummond,46,44
202,2,3:04.0,,Turnover by A. Drummond (bad pass; steal by L. Ball),46,44
203,2,3:00.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by B. Lopez),,48,44
204,2,2:40.0,T. Ennis enters the game for K. Caldwell-Pope,,48,44
205,2,2:36.0,,Offensive foul by A. Drummond (drawn by T. Wear),48,44
206,2,2:36.0,,Turnover by A. Drummond (offensive foul),48,44
207,2,2:28.0,Personal foul by S. Johnson (drawn by K. Kuzma),,48,44
208,2,2:28.0,,J. Ennis enters the game for S. Johnson,48,44
209,2,2:21.0,B. Lopez makes 2-pt hook shot from 7 ft (assist by L. Ball),,50,44
210,2,2:04.0,,A. Drummond misses 2-pt hook shot from 8 ft,50,44
211,2,2:02.0,Defensive rebound by T. Wear,,50,44
212,2,1:53.0,Shooting foul by A. Tolliver (drawn by T. Wear),,50,44
213,2,1:53.0,T. Wear makes free throw 1 of 2,,51,44
214,2,1:53.0,T. Wear makes free throw 2 of 2,,52,44
215,2,1:37.0,,R. Bullock makes 2-pt jump shot from 9 ft (assist by A. Drummond),52,46
216,2,1:22.0,B. Lopez misses 2-pt jump shot from 9 ft,,52,46
217,2,1:20.0,,Defensive rebound by A. Drummond,52,46
218,2,1:14.0,,I. Smith misses 2-pt layup from 4 ft (block by B. Lopez),52,46
219,2,1:14.0,Defensive rebound by Team,,52,46
220,2,1:01.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by B. Lopez),,55,46
221,2,0:47.0,,R. Bullock makes 2-pt jump shot from 12 ft,55,48
222,2,0:37.0,T. Ennis misses 2-pt layup from 5 ft,,55,48
223,2,0:35.0,,Defensive rebound by A. Drummond,55,48
224,2,0:30.0,,J. Ennis makes 2-pt layup from 2 ft (assist by A. Tolliver),55,50
225,2,0:08.0,B. Lopez misses 2-pt hook shot from 8 ft,,55,50
226,2,0:07.0,,Defensive rebound by A. Drummond,55,50
227,2,0:00.0,,I. Smith makes 3-pt jump shot from 24 ft,55,53
228,3,11:46.0,B. Lopez misses 3-pt jump shot from 27 ft,,55,53
229,3,11:41.0,,Defensive rebound by A. Drummond,55,53
230,3,11:34.0,,R. Bullock misses 2-pt jump shot from 19 ft,55,53
231,3,11:31.0,Defensive rebound by J. Randle,,55,53
232,3,11:17.0,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by B. Lopez),,58,53
233,3,10:59.0,,B. Griffin makes 2-pt jump shot from 15 ft (assist by R. Jackson),58,55
234,3,10:43.0,Turnover by K. Kuzma (bad pass; steal by R. Bullock),,58,55
235,3,10:37.0,,S. Johnson misses 3-pt jump shot from 25 ft,58,55
236,3,10:34.0,Defensive rebound by L. Ball,,58,55
237,3,10:20.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,58,55
238,3,10:16.0,,Defensive rebound by S. Johnson,58,55
239,3,10:12.0,,R. Bullock makes 3-pt jump shot from 26 ft (assist by S. Johnson),58,58
240,3,9:53.0,J. Randle makes 2-pt dunk from 2 ft (assist by K. Caldwell-Pope),,60,58
241,3,9:53.0,,Detroit full timeout,60,58
242,3,9:44.0,Violation by L. Ball (kicked ball),,60,58
243,3,9:38.0,,S. Johnson misses 3-pt jump shot from 24 ft,60,58
244,3,9:34.0,Defensive rebound by J. Randle,,60,58
245,3,9:13.0,B. Lopez misses 2-pt jump shot from 15 ft,,60,58
246,3,9:10.0,,Defensive rebound by R. Bullock,60,58
247,3,8:59.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by S. Johnson),60,60
248,3,8:48.0,B. Lopez makes 2-pt layup from 2 ft (assist by L. Ball),,62,60
249,3,8:30.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by S. Johnson),62,62
250,3,8:13.0,Shooting foul by B. Griffin (drawn by J. Randle),,62,62
251,3,8:13.0,J. Randle makes free throw 1 of 2,,63,62
252,3,8:13.0,,A. Tolliver enters the game for B. Griffin,63,62
253,3,8:13.0,J. Randle makes free throw 2 of 2,,64,62
254,3,8:02.0,,R. Jackson misses 2-pt jump shot from 13 ft,64,62
255,3,7:58.0,Defensive rebound by L. Ball,,64,62
256,3,7:52.0,B. Lopez misses 3-pt jump shot from 26 ft,,64,62
257,3,7:49.0,,Defensive rebound by S. Johnson,64,62
258,3,7:44.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by S. Johnson),64,65
259,3,7:21.0,B. Lopez misses 2-pt layup from 1 ft,,64,65
260,3,7:19.0,,Defensive rebound by A. Drummond,64,65
261,3,7:06.0,,R. Jackson makes 3-pt jump shot from 24 ft,64,68
262,3,6:49.0,J. Randle makes 2-pt layup from 4 ft (assist by B. Lopez),,66,68
263,3,6:37.0,,R. Jackson misses 2-pt jump shot from 14 ft,66,68
264,3,6:35.0,Defensive rebound by J. Randle,,66,68
265,3,6:22.0,LA Lakers full timeout,,66,68
266,3,6:18.0,J. Randle misses 2-pt layup from 5 ft,,66,68
267,3,6:16.0,,Defensive rebound by A. Tolliver,66,68
268,3,6:10.0,,A. Tolliver misses 3-pt jump shot from 24 ft,66,68
269,3,6:07.0,Defensive rebound by J. Randle,,66,68
270,3,5:54.0,B. Lopez misses 3-pt jump shot from 26 ft,,66,68
271,3,5:48.0,,Defensive rebound by S. Johnson,66,68
272,3,5:43.0,,A. Drummond misses 2-pt layup from 2 ft (block by B. Lopez),66,68
273,3,5:40.0,Defensive rebound by K. Kuzma,,66,68
274,3,5:39.0,K. Kuzma misses 3-pt jump shot from 25 ft,,66,68
275,3,5:34.0,,Defensive rebound by S. Johnson,66,68
276,3,5:24.0,,A. Drummond misses 2-pt hook shot from 9 ft,66,68
277,3,5:20.0,,Offensive rebound by R. Jackson,66,68
278,3,5:08.0,,R. Jackson misses 2-pt layup from 1 ft,66,68
279,3,5:06.0,Defensive rebound by K. Kuzma,,66,68
280,3,4:53.0,B. Lopez misses 2-pt jump shot from 11 ft,,66,68
281,3,4:51.0,,Defensive rebound by A. Tolliver,66,68
282,3,4:47.0,,S. Johnson misses 2-pt jump shot from 17 ft,66,68
283,3,4:42.0,Defensive rebound by K. Caldwell-Pope,,66,68
284,3,4:35.0,L. Ball makes 2-pt jump shot from 17 ft,,68,68
285,3,4:15.0,,A. Tolliver misses 3-pt jump shot from 22 ft,68,68
286,3,4:13.0,Defensive rebound by K. Kuzma,,68,68
287,3,4:03.0,Personal foul by R. Jackson (drawn by J. Randle),,68,68
288,3,4:03.0,,I. Smith enters the game for R. Jackson,68,68
289,3,4:03.0,T. Wear enters the game for B. Lopez,,68,68
290,3,4:03.0,,J. Ennis enters the game for S. Johnson,68,68
291,3,3:53.0,Personal foul by I. Smith (drawn by K. Caldwell-Pope),,68,68
292,3,3:42.0,Shooting foul by A. Drummond (drawn by J. Randle),,68,68
293,3,3:42.0,J. Randle makes free throw 1 of 2,,69,68
294,3,3:42.0,J. Randle makes free throw 2 of 2,,70,68
295,3,3:25.0,,R. Bullock makes 2-pt jump shot from 10 ft,70,70
296,3,3:14.0,L. Ball makes 2-pt jump shot from 16 ft,,72,70
297,3,3:00.0,,R. Bullock makes 2-pt jump shot from 18 ft (assist by A. Drummond),72,72
298,3,2:41.0,K. Caldwell-Pope misses 2-pt layup from 2 ft,,72,72
299,3,2:38.0,Offensive rebound by K. Caldwell-Pope,,72,72
300,3,2:38.0,K. Caldwell-Pope misses 2-pt layup at rim,,72,72
301,3,2:37.0,,Defensive rebound by R. Bullock,72,72
302,3,2:32.0,,J. Ennis misses 3-pt jump shot from 23 ft,72,72
303,3,2:29.0,Defensive rebound by L. Ball,,72,72
304,3,2:21.0,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,,72,72
305,3,2:18.0,,Defensive rebound by J. Ennis,72,72
306,3,2:14.0,,Shooting foul by J. Randle (drawn by A. Tolliver),72,72
307,3,2:14.0,,A. Tolliver makes free throw 1 of 2,72,73
308,3,2:14.0,,L. Kennard enters the game for R. Bullock,72,73
309,3,2:14.0,T. Ennis enters the game for K. Kuzma,,72,73
310,3,2:14.0,,A. Tolliver makes free throw 2 of 2,72,74
311,3,1:58.0,T. Ennis makes 2-pt jump shot from 16 ft (assist by L. Ball),,74,74
312,3,1:39.0,,A. Drummond misses 2-pt hook shot from 6 ft,74,74
313,3,1:37.0,Defensive rebound by T. Wear,,74,74
314,3,1:27.0,J. Randle makes 2-pt layup from 5 ft,,76,74
315,3,1:13.0,,I. Smith makes 2-pt jump shot from 19 ft,76,76
316,3,0:54.0,L. Ball misses 2-pt jump shot from 21 ft,,76,76
317,3,0:51.0,,Defensive rebound by L. Kennard,76,76
318,3,0:45.0,,J. Ennis makes 2-pt layup from 1 ft (assist by I. Smith),76,78
319,3,0:37.0,Offensive foul by L. Ball (drawn by I. Smith),,76,78
320,3,0:37.0,Turnover by L. Ball (offensive foul),,76,78
321,3,0:37.0,C. Frye enters the game for J. Randle,,76,78
322,3,0:31.0,,Personal foul by C. Frye (drawn by A. Drummond),76,78
323,3,0:21.0,,A. Tolliver makes 3-pt jump shot from 25 ft (assist by L. Kennard),76,81
324,3,0:00.0,K. Caldwell-Pope misses 2-pt layup from 6 ft,,76,81
325,3,0:00.0,,Defensive rebound by A. Drummond,76,81
326,3,0:00.0,,A. Drummond misses 3-pt jump shot from 74 ft,76,81
327,3,0:00.0,,Offensive rebound by Team,76,81
328,4,11:46.0,,A. Tolliver makes 3-pt jump shot from 24 ft (assist by L. Kennard),76,84
329,4,11:23.0,Turnover by K. Kuzma (bad pass; steal by J. Ennis),,76,84
330,4,11:19.0,,Turnover by I. Smith (out of bounds lost ball),76,84
331,4,11:09.0,T. Ennis makes 2-pt jump shot from 16 ft,,78,84
332,4,10:51.0,,J. Ennis makes 3-pt jump shot from 22 ft (assist by A. Tolliver),78,87
333,4,10:50.0,LA Lakers full timeout,,78,87
334,4,10:41.0,T. Ennis misses 2-pt jump shot from 10 ft,,78,87
335,4,10:34.0,Offensive rebound by I. Zubac,,78,87
336,4,10:34.0,I. Zubac makes 2-pt layup at rim,,80,87
337,4,10:20.0,,L. Kennard makes 2-pt jump shot from 21 ft,80,89
338,4,10:07.0,C. Frye makes 2-pt hook shot from 8 ft (assist by T. Ennis),,82,89
339,4,9:41.0,,I. Smith makes 2-pt jump shot from 10 ft,82,91
340,4,9:30.0,T. Ennis misses 2-pt layup from 5 ft,,82,91
341,4,9:27.0,,Defensive rebound by A. Drummond,82,91
342,4,9:19.0,,A. Tolliver misses 3-pt jump shot from 23 ft,82,91
343,4,9:16.0,Defensive rebound by K. Kuzma,,82,91
344,4,9:14.0,K. Kuzma makes 2-pt layup from 2 ft,,84,91
345,4,9:14.0,Shooting foul by J. Ennis (drawn by K. Kuzma),,84,91
346,4,9:14.0,,R. Jackson enters the game for A. Drummond,84,91
347,4,9:14.0,,B. Griffin enters the game for I. Smith,84,91
348,4,9:14.0,B. Lopez enters the game for C. Frye,,84,91
349,4,9:14.0,J. Randle enters the game for I. Zubac,,84,91
350,4,9:14.0,L. Ball enters the game for G. Payton,,84,91
351,4,9:14.0,K. Kuzma misses free throw 1 of 1,,84,91
352,4,9:08.0,,Defensive rebound by B. Griffin,84,91
353,4,9:00.0,,L. Kennard makes 2-pt jump shot from 8 ft (assist by B. Griffin),84,93
354,4,8:44.0,B. Lopez makes 2-pt layup from 5 ft (assist by J. Randle),,86,93
355,4,8:44.0,Shooting foul by A. Tolliver (drawn by B. Lopez),,86,93
356,4,8:44.0,B. Lopez makes free throw 1 of 1,,87,93
357,4,8:29.0,,J. Ennis misses 3-pt jump shot from 24 ft,87,93
358,4,8:25.0,Defensive rebound by K. Kuzma,,87,93
359,4,8:20.0,Turnover by K. Kuzma (lost ball; steal by J. Ennis),,87,93
360,4,8:19.0,,Personal foul by L. Ball (drawn by J. Ennis),87,93
361,4,8:09.0,,R. Jackson misses 2-pt jump shot from 16 ft,87,93
362,4,8:04.0,Defensive rebound by K. Kuzma,,87,93
363,4,7:56.0,J. Randle makes 2-pt layup from 2 ft,,89,93
364,4,7:56.0,Shooting foul by J. Ennis (drawn by J. Randle),,89,93
365,4,7:56.0,,S. Johnson enters the game for J. Ennis,89,93
366,4,7:56.0,J. Randle makes free throw 1 of 1,,90,93
367,4,7:39.0,,B. Griffin makes 2-pt dunk at rim,90,95
368,4,7:19.0,J. Randle misses 2-pt layup from 2 ft,,90,95
369,4,7:19.0,,Defensive rebound by R. Jackson,90,95
370,4,7:06.0,,A. Tolliver makes 2-pt dunk from 1 ft (assist by R. Jackson),90,97
371,4,7:06.0,LA Lakers full timeout,,90,97
372,4,7:06.0,K. Caldwell-Pope enters the game for T. Ennis,,90,97
373,4,6:52.0,Shooting foul by S. Johnson (drawn by J. Randle),,90,97
374,4,6:52.0,J. Randle misses free throw 1 of 2,,90,97
375,4,6:52.0,Offensive rebound by Team,,90,97
376,4,6:52.0,J. Randle makes free throw 2 of 2,,91,97
377,4,6:38.0,,R. Jackson makes 2-pt jump shot from 14 ft,91,99
378,4,6:17.0,B. Lopez misses 2-pt jump shot from 9 ft,,91,99
