,QUARTER,TIME_REMAINING,TORONTO_ACTION,DENVER_ACTION,TORONTO_SCORE,DENVER_SCORE
381,4,6:18.0,,Personal foul by O. Anunoby (drawn by W. Chandler),82,115
382,4,6:18.0,,M. Beasley enters the game for W. Chandler,82,115
383,4,6:18.0,,T. Lyles enters the game for M. Plumlee,82,115
384,4,6:18.0,P. Siakam enters the game for J. Poeltl,,82,115
385,4,6:12.0,,T. Lyles makes 3-pt jump shot from 26 ft (assist by E. Mudiay),82,118
386,4,5:45.0,P. Siakam makes 2-pt hook shot from 7 ft (assist by O. Anunoby),,84,118
387,4,5:28.0,,E. Mudiay misses 2-pt layup from 8 ft,84,118
388,4,5:28.0,,Offensive rebound by M. Beasley,84,118
389,4,5:25.0,,M. Beasley misses 2-pt layup from 6 ft,84,118
390,4,5:25.0,Defensive rebound by A. McKinnie,,84,118
391,4,5:25.0,Personal foul by K. Faried (drawn by A. McKinnie),,84,118
392,4,5:19.0,D. Wright makes 2-pt layup from 3 ft,,86,118
393,4,5:19.0,Shooting foul by E. Mudiay (drawn by D. Wright),,86,118
394,4,5:19.0,D. Wright makes free throw 1 of 1,,87,118
395,4,5:02.0,,M. Beasley misses 2-pt layup from 6 ft (block by A. McKinnie),87,118
396,4,5:02.0,,Offensive rebound by Team,87,118
397,4,4:56.0,,W. Barton misses 2-pt layup from 5 ft,87,118
398,4,4:56.0,,Offensive rebound by Team,87,118
399,4,4:56.0,,Shooting foul by A. McKinnie (drawn by W. Barton),87,118
400,4,4:56.0,,W. Barton misses free throw 1 of 2,87,118
401,4,4:56.0,,Offensive rebound by Team,87,118
402,4,4:56.0,,W. Barton makes free throw 2 of 2,87,119
403,4,4:46.0,,Offensive charge foul by A. McKinnie (drawn by K. Faried),87,119
404,4,4:46.0,Turnover by A. McKinnie (offensive foul),,87,119
405,4,4:46.0,,R. Jefferson enters the game for W. Barton,87,119
406,4,4:27.0,,K. Faried makes 2-pt hook shot from 4 ft,87,121
407,4,4:18.0,F. VanVleet misses 3-pt jump shot from 25 ft,,87,121
408,4,4:14.0,,Defensive rebound by M. Beasley,87,121
409,4,3:56.0,,E. Mudiay misses 3-pt jump shot from 25 ft,87,121
410,4,3:51.0,Defensive rebound by F. VanVleet,,87,121
411,4,3:44.0,Shooting foul by T. Lyles (drawn by P. Siakam),,87,121
412,4,3:44.0,P. Siakam misses free throw 1 of 2,,87,121
413,4,3:44.0,Offensive rebound by Team,,87,121
414,4,3:44.0,P. Siakam makes free throw 2 of 2,,88,121
415,4,3:24.0,,E. Mudiay misses 2-pt layup from 6 ft,88,121
416,4,3:21.0,Defensive rebound by P. Siakam,,88,121
417,4,3:19.0,A. McKinnie makes 2-pt layup from 6 ft (assist by D. Wright),,90,121
418,4,3:19.0,Shooting foul by K. Faried (drawn by A. McKinnie),,90,121
419,4,3:19.0,A. McKinnie misses free throw 1 of 1,,90,121
420,4,3:16.0,Offensive rebound by P. Siakam,,90,121
421,4,3:15.0,P. Siakam makes 2-pt layup from 2 ft,,92,121
422,4,3:06.0,,Shooting foul by A. McKinnie (drawn by E. Mudiay),92,121
423,4,3:06.0,,E. Mudiay misses free throw 1 of 2,92,121
424,4,3:06.0,,Offensive rebound by Team,92,121
425,4,3:06.0,,E. Mudiay makes free throw 2 of 2,92,122
426,4,2:58.0,F. VanVleet makes 2-pt layup from 5 ft,,94,122
427,4,2:52.0,,Turnover by T. Lyles (bad pass; steal by O. Anunoby),94,122
428,4,2:52.0,O. Anunoby makes 3-pt jump shot from 26 ft,,97,122
429,4,2:52.0,Toronto full timeout,,97,122
430,4,2:35.0,,M. Beasley makes 2-pt dunk from 3 ft (assist by E. Mudiay),97,124
431,4,2:25.0,F. VanVleet misses 2-pt jump shot from 8 ft,,97,124
432,4,2:23.0,,Defensive rebound by T. Lyles,97,124
433,4,2:00.0,,T. Lyles misses 2-pt jump shot from 22 ft,97,124
434,4,1:58.0,Defensive rebound by D. Wright,,97,124
435,4,1:52.0,F. VanVleet makes 3-pt jump shot from 25 ft,,100,124
436,4,1:38.0,,Turnover by T. Lyles (bad pass; steal by F. VanVleet),100,124
437,4,1:33.0,D. Wright makes 3-pt jump shot from 26 ft (assist by F. VanVleet),,103,124
438,4,1:12.0,,T. Lyles misses 2-pt layup from 2 ft,103,124
439,4,1:09.0,,Offensive rebound by K. Faried,103,124
440,4,1:08.0,,M. Beasley makes 2-pt dunk from 4 ft (assist by K. Faried),103,126
441,4,1:01.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by D. Wright),,106,126
442,4,0:49.0,,E. Mudiay makes 2-pt dunk from 2 ft (assist by T. Lyles),106,128
443,4,0:40.0,A. McKinnie makes 3-pt jump shot from 23 ft (assist by D. Wright),,109,128
444,4,0:17.0,,Shooting foul by P. Siakam (drawn by R. Jefferson),109,128
445,4,0:17.0,,R. Jefferson misses free throw 1 of 2,109,128
446,4,0:17.0,,Offensive rebound by Team,109,128
447,4,0:17.0,,R. Jefferson makes free throw 2 of 2,109,129
448,4,0:06.0,Personal foul by M. Beasley (drawn by F. VanVleet),,109,129
449,4,0:06.0,F. VanVleet makes free throw 1 of 2,,110,129
450,4,0:06.0,F. VanVleet makes free throw 2 of 2,,111,129
