,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CLEVELAND_ACTION,OKLAHOMA CITY_SCORE,CLEVELAND_SCORE
391,4,8:27.0,Defensive rebound by P. Patterson,,120,99
392,4,8:17.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Felton),,122,99
393,4,8:17.0,,Cleveland full timeout,122,99
394,4,8:17.0,R. Westbrook enters the game for T. Ferguson,,122,99
395,4,8:08.0,,L. James misses 2-pt layup from 2 ft,122,99
396,4,8:08.0,Defensive rebound by Team,,122,99
397,4,7:59.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,124,99
398,4,7:43.0,,K. Korver misses 3-pt jump shot from 22 ft,124,99
399,4,7:41.0,Defensive rebound by S. Adams,,124,99
400,4,7:39.0,R. Westbrook misses 2-pt layup at rim,,124,99
401,4,7:38.0,Offensive rebound by A. Roberson,,124,99
402,4,7:38.0,A. Roberson makes 2-pt layup at rim,,126,99
403,4,7:24.0,,D. Wade makes 2-pt jump shot from 21 ft (assist by L. James),126,101
404,4,7:11.0,A. Roberson misses 2-pt layup from 3 ft,,126,101
405,4,7:08.0,,Defensive rebound by K. Korver,126,101
406,4,7:03.0,,J. Green misses 3-pt jump shot from 26 ft,126,101
407,4,7:03.0,Defensive rebound by R. Felton,,126,101
408,4,6:44.0,S. Adams makes 2-pt layup from 1 ft,,128,101
409,4,6:37.0,,Shooting block foul by A. Roberson (drawn by D. Rose),128,101
410,4,6:37.0,,D. Rose makes free throw 1 of 2,128,102
411,4,6:37.0,,T. Thompson enters the game for D. Wade,128,102
412,4,6:37.0,,J. Crowder enters the game for L. James,128,102
413,4,6:37.0,,D. Rose makes free throw 2 of 2,128,103
414,4,6:18.0,R. Felton makes 3-pt jump shot from 24 ft (assist by A. Roberson),,131,103
415,4,6:08.0,,J. Green makes 2-pt layup at rim (assist by D. Rose),131,105
416,4,5:49.0,R. Westbrook makes 2-pt layup from 1 ft (assist by R. Felton),,133,105
417,4,5:33.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by D. Rose),133,108
418,4,5:12.0,R. Felton misses 3-pt jump shot from 23 ft,,133,108
419,4,5:09.0,Offensive rebound by S. Adams,,133,108
420,4,5:09.0,Shooting foul by T. Thompson (drawn by S. Adams),,133,108
421,4,5:09.0,S. Adams misses free throw 1 of 2,,133,108
422,4,5:09.0,Offensive rebound by Team,,133,108
423,4,5:09.0,S. Adams misses free throw 2 of 2,,133,108
424,4,5:08.0,,Defensive rebound by J. Green,133,108
425,4,5:07.0,Technical foul by P. Patterson,,133,108
426,4,5:07.0,,K. Korver makes technical free throw,133,109
427,4,4:57.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Korver),133,111
428,4,4:39.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Felton),,135,111
429,4,4:27.0,,Turnover by T. Thompson (lost ball; steal by R. Westbrook),135,111
430,4,4:21.0,R. Westbrook misses 2-pt layup from 1 ft (block by K. Korver),,135,111
431,4,4:20.0,Offensive rebound by A. Roberson,,135,111
432,4,4:18.0,A. Roberson misses 2-pt layup from 3 ft,,135,111
433,4,4:17.0,R. Westbrook misses 2-pt layup at rim,,135,111
434,4,4:17.0,Offensive rebound by S. Adams,,135,111
435,4,4:17.0,Offensive rebound by R. Westbrook,,135,111
436,4,4:16.0,S. Adams makes 2-pt layup at rim,,137,111
437,4,4:15.0,,Cleveland full timeout,137,111
438,4,4:15.0,,C. Frye enters the game for K. Korver,137,111
439,4,4:15.0,,C. Osman enters the game for J. Green,137,111
440,4,4:15.0,,J. Calderón enters the game for J. Crowder,137,111
441,4,4:01.0,,D. Rose misses 2-pt layup from 1 ft,137,111
442,4,4:01.0,Defensive rebound by R. Felton,,137,111
443,4,3:46.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,139,111
444,4,3:31.0,,J. Calderón makes 2-pt jump shot from 21 ft,139,113
445,4,3:31.0,Oklahoma City full timeout,,139,113
446,4,3:31.0,J. Grant enters the game for R. Westbrook,,139,113
447,4,3:31.0,T. Ferguson enters the game for S. Adams,,139,113
448,4,3:20.0,T. Ferguson makes 3-pt jump shot from 25 ft (assist by P. Patterson),,142,113
449,4,2:53.0,,C. Osman makes 2-pt jump shot from 6 ft (assist by J. Calderón),142,115
450,4,2:31.0,J. Grant misses 2-pt layup from 2 ft,,142,115
451,4,2:31.0,,Defensive rebound by T. Thompson,142,115
452,4,2:26.0,,C. Frye misses 3-pt jump shot from 26 ft,142,115
453,4,2:26.0,Defensive rebound by R. Felton,,142,115
454,4,2:14.0,J. Grant makes 2-pt dunk from 1 ft (assist by R. Felton),,144,115
455,4,1:58.0,,D. Rose makes 2-pt jump shot from 13 ft (assist by C. Frye),144,117
456,4,1:42.0,T. Ferguson makes 2-pt dunk from 2 ft (assist by R. Felton),,146,117
457,4,1:40.0,,Personal foul by R. Felton (drawn by D. Rose),146,117
458,4,1:40.0,Á. Abrines enters the game for A. Roberson,,146,117
459,4,1:40.0,D. Johnson enters the game for P. Patterson,,146,117
460,4,1:34.0,,Turnover by D. Rose (lost ball; steal by T. Ferguson),146,117
461,4,1:34.0,T. Ferguson makes 2-pt dunk from 2 ft,,148,117
462,4,1:22.0,,Personal foul by T. Ferguson (drawn by T. Thompson),148,117
463,4,1:22.0,,T. Thompson makes free throw 1 of 2,148,118
464,4,1:22.0,J. Huestis enters the game for R. Felton,,148,118
465,4,1:22.0,,T. Thompson makes free throw 2 of 2,148,119
466,4,1:11.0,Turnover by T. Ferguson (step out of bounds),,148,119
467,4,0:55.0,,C. Frye makes 2-pt jump shot from 15 ft,148,121
468,4,0:38.0,Turnover by J. Grant (lost ball; steal by J. Calderón),,148,121
469,4,0:24.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by D. Rose),148,124
470,4,0:00.0,Turnover by Team (shot clock),,148,124
