,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,NEW ORLEANS_ACTION,CHARLOTTE_SCORE,NEW ORLEANS_SCORE
379,4,6:00.0,,A. Davis makes 2-pt layup at rim (assist by R. Rondo),106,107
380,4,5:44.0,K. Walker misses 3-pt jump shot from 26 ft,,106,107
381,4,5:41.0,,Defensive rebound by A. Davis,106,107
382,4,5:33.0,,Personal foul by J. Lamb (drawn by R. Rondo),106,107
383,4,5:25.0,,A. Davis misses 3-pt jump shot from 26 ft,106,107
384,4,5:21.0,Defensive rebound by J. Lamb,,106,107
385,4,5:11.0,D. Howard misses 2-pt layup from 2 ft,,106,107
386,4,5:07.0,,Defensive rebound by A. Davis,106,107
387,4,4:52.0,,R. Rondo misses 2-pt jump shot from 4 ft (block by D. Howard),106,107
388,4,4:51.0,Defensive rebound by D. Howard,,106,107
389,4,4:37.0,N. Batum misses 2-pt jump shot from 19 ft,,106,107
390,4,4:34.0,,Defensive rebound by R. Rondo,106,107
391,4,4:14.0,,R. Rondo misses 2-pt jump shot from 12 ft,106,107
392,4,4:11.0,Defensive rebound by K. Walker,,106,107
393,4,3:58.0,K. Walker misses 2-pt jump shot from 8 ft,,106,107
394,4,3:55.0,,Defensive rebound by R. Rondo,106,107
395,4,3:46.0,,E. Moore enters the game for I. Clark,106,107
396,4,3:45.0,,Turnover by J. Holiday (out of bounds lost ball),106,107
397,4,3:28.0,D. Howard makes 2-pt hook shot from 6 ft (assist by N. Batum),,108,107
398,4,3:19.0,,New Orleans full timeout,108,107
399,4,3:19.0,M. Kidd-Gilchrist enters the game for J. Lamb,,108,107
400,4,3:11.0,,Away from play foul by N. Batum (drawn by N. Mirotić),108,107
401,4,3:03.0,,R. Rondo misses 2-pt layup from 1 ft,108,107
402,4,2:59.0,Defensive rebound by M. Kidd-Gilchrist,,108,107
403,4,2:50.0,D. Howard misses 2-pt layup from 2 ft (block by A. Davis),,108,107
404,4,2:44.0,,Defensive rebound by A. Davis,108,107
405,4,2:39.0,,J. Holiday makes 3-pt jump shot from 26 ft (assist by A. Davis),108,110
406,4,2:23.0,K. Walker misses 3-pt jump shot from 26 ft,,108,110
407,4,2:20.0,,Defensive rebound by A. Davis,108,110
408,4,2:03.0,,Turnover by J. Holiday (bad pass; steal by N. Batum),108,110
409,4,1:57.0,Turnover by K. Walker (bad pass; steal by A. Davis),,108,110
410,4,1:53.0,,A. Davis misses 2-pt layup from 1 ft,108,110
411,4,1:52.0,,Offensive rebound by J. Holiday,108,110
412,4,1:52.0,,J. Holiday makes 2-pt layup at rim,108,112
413,4,1:39.0,Personal foul by E. Moore (drawn by N. Batum),,108,112
414,4,1:33.0,Personal foul by N. Mirotić (drawn by N. Batum),,108,112
415,4,1:33.0,N. Batum makes free throw 1 of 2,,109,112
416,4,1:33.0,N. Batum makes free throw 2 of 2,,110,112
417,4,1:19.0,,J. Holiday makes 3-pt jump shot from 25 ft,110,115
418,4,1:19.0,Charlotte full timeout,,110,115
419,4,1:08.0,K. Walker misses 2-pt jump shot from 16 ft,,110,115
420,4,1:03.0,,Defensive rebound by A. Davis,110,115
421,4,0:49.0,,J. Holiday misses 3-pt jump shot from 25 ft,110,115
422,4,0:47.0,,Offensive rebound by J. Holiday,110,115
423,4,0:30.0,,J. Holiday makes 2-pt layup from 2 ft,110,117
424,4,0:18.0,F. Kaminsky makes 2-pt layup from 1 ft,,112,117
425,4,0:13.0,,Turnover by A. Davis (bad pass; steal by N. Batum),112,117
426,4,0:09.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by A. Davis),,112,117
427,4,0:07.0,Offensive rebound by Team,,112,117
428,4,0:07.0,Charlotte full timeout,,112,117
429,4,0:07.0,M. Monk enters the game for M. Kidd-Gilchrist,,112,117
430,4,0:05.0,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by N. Batum),,115,117
431,4,0:04.0,,New Orleans full timeout,115,117
432,4,0:04.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,115,117
433,4,0:04.0,T. Graham enters the game for M. Monk,,115,117
434,4,0:04.0,,Personal foul by M. Kidd-Gilchrist (drawn by A. Davis),115,117
435,4,0:02.0,,Personal foul by M. Kidd-Gilchrist (drawn by A. Davis),115,117
436,4,0:02.0,,A. Davis makes free throw 1 of 2,115,118
437,4,0:02.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,115,118
438,4,0:02.0,M. Monk enters the game for T. Graham,,115,118
439,4,0:02.0,,A. Davis makes free throw 2 of 2,115,119
440,4,0:00.0,N. Batum misses 3-pt jump shot from 28 ft,,115,119
441,4,0:00.0,Offensive rebound by Team,,115,119
