,QUARTER,TIME_REMAINING,HOUSTON_ACTION,SAN ANTONIO_ACTION,HOUSTON_SCORE,SAN ANTONIO_SCORE
80,1,1:18.0,J. Harden misses 3-pt jump shot from 34 ft,,17,20
81,1,1:17.0,Offensive rebound by Team,,17,20
82,1,1:17.0,Turnover by Team (shot clock),,17,20
83,1,1:17.0,Houston full timeout,,17,20
84,1,1:17.0,,P. Gasol enters the game for P. Mills,17,20
85,1,1:17.0,,D. Green enters the game for L. Aldridge,17,20
86,1,1:17.0,E. Gordon enters the game for J. Harden,,17,20
87,1,1:03.0,,Turnover by M. Ginóbili (bad pass; steal by L. Mbah a Moute),17,20
88,1,0:57.0,E. Gordon misses 3-pt jump shot from 28 ft,,17,20
89,1,0:53.0,,Defensive rebound by P. Gasol,17,20
90,1,0:44.0,,R. Gay makes 2-pt layup from 1 ft,17,22
91,1,0:32.0,Turnover by E. Gordon (bad pass; steal by D. Green),,17,22
92,1,0:17.0,,T. Parker misses 2-pt jump shot from 6 ft,17,22
93,1,0:17.0,,Offensive rebound by Team,17,22
94,1,0:17.0,Loose ball foul by R. Anderson (drawn by P. Gasol),,17,22
95,1,0:05.0,,Shooting foul by J. Johnson (drawn by R. Gay),17,22
96,1,0:05.0,,R. Gay makes free throw 1 of 2,17,23
97,1,0:05.0,,D. Murray enters the game for P. Gasol,17,23
98,1,0:05.0,,R. Gay misses free throw 2 of 2,17,23
99,1,0:02.0,,Offensive rebound by R. Gay,17,23
100,1,0:02.0,,R. Gay makes 2-pt layup at rim,17,25
101,1,0:02.0,,Shooting foul by G. Green (drawn by R. Gay),17,25
102,1,0:02.0,,R. Gay makes free throw 1 of 1,17,26
103,1,0:00.0,J. Johnson misses 3-pt jump shot from 47 ft,,17,26
104,1,0:00.0,Offensive rebound by Team,,17,26
105,2,11:48.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by L. Mbah a Moute),,20,26
106,2,11:29.0,,R. Gay misses 2-pt jump shot from 13 ft,20,26
107,2,11:26.0,Defensive rebound by E. Gordon,,20,26
108,2,11:21.0,E. Gordon misses 2-pt layup from 2 ft (block by R. Gay),,20,26
109,2,11:18.0,Offensive rebound by L. Mbah a Moute,,20,26
110,2,11:17.0,Turnover by L. Mbah a Moute (bad pass; steal by M. Ginóbili),,20,26
111,2,11:14.0,,R. Gay makes 2-pt dunk at rim,20,28
112,2,11:13.0,Houston full timeout,,20,28
113,2,10:50.0,J. Johnson misses 2-pt jump shot from 12 ft,,20,28
114,2,10:50.0,,Defensive rebound by Team,20,28
115,2,10:50.0,Loose ball foul by R. Anderson (drawn by M. Ginóbili),,20,28
116,2,10:36.0,,M. Ginóbili misses 2-pt jump shot from 16 ft,20,28
117,2,10:32.0,Defensive rebound by R. Anderson,,20,28
118,2,10:26.0,J. Johnson misses 3-pt jump shot from 25 ft,,20,28
119,2,10:22.0,,Defensive rebound by T. Parker,20,28
120,2,10:14.0,,P. Gasol makes 2-pt hook shot from 2 ft (assist by T. Parker),20,30
121,2,10:14.0,,Shooting foul by E. Gordon (drawn by P. Gasol),20,30
122,2,10:14.0,,P. Gasol misses free throw 1 of 1,20,30
123,2,10:14.0,Defensive rebound by J. Johnson,,20,30
124,2,10:14.0,,D. Green enters the game for M. Ginóbili,20,30
125,2,10:07.0,E. Gordon misses 3-pt jump shot from 25 ft,,20,30
126,2,10:02.0,,Defensive rebound by P. Gasol,20,30
127,2,9:39.0,,D. Green misses 2-pt layup from 4 ft,20,30
128,2,9:37.0,Defensive rebound by J. Johnson,,20,30
129,2,9:34.0,G. Green makes 3-pt jump shot from 26 ft,,23,30
130,2,9:12.0,,B. Forbes misses 2-pt jump shot from 9 ft,23,30
131,2,9:12.0,,Offensive rebound by P. Gasol,23,30
132,2,9:09.0,,Turnover by P. Gasol (bad pass),23,30
133,2,8:59.0,J. Johnson misses 2-pt hook shot from 7 ft,,23,30
134,2,8:57.0,,Defensive rebound by R. Gay,23,30
135,2,8:43.0,,Personal foul by L. Mbah a Moute (drawn by P. Gasol),23,30
136,2,8:43.0,,K. Anderson enters the game for T. Parker,23,30
137,2,8:43.0,,D. Murray enters the game for R. Gay,23,30
138,2,8:43.0,C. Capela enters the game for J. Johnson,,23,30
139,2,8:43.0,P. Tucker enters the game for L. Mbah a Moute,,23,30
140,2,8:43.0,T. Ariza enters the game for R. Anderson,,23,30
141,2,8:33.0,,D. Green misses 3-pt jump shot from 23 ft,23,30
142,2,8:29.0,Defensive rebound by C. Capela,,23,30
143,2,8:20.0,Shooting foul by P. Gasol (drawn by C. Capela),,23,30
144,2,8:20.0,C. Capela makes free throw 1 of 2,,24,30
145,2,8:20.0,,San Antonio full timeout,24,30
146,2,8:20.0,,P. Mills enters the game for B. Forbes,24,30
147,2,8:20.0,,L. Aldridge enters the game for K. Anderson,24,30
148,2,8:20.0,C. Capela makes free throw 2 of 2,,25,30
149,2,8:07.0,,Turnover by D. Murray (bad pass; steal by G. Green),25,30
150,2,8:02.0,G. Green misses 3-pt jump shot from 25 ft,,25,30
151,2,7:58.0,Offensive rebound by G. Green,,25,30
152,2,7:53.0,G. Green makes 3-pt jump shot from 23 ft,,28,30
153,2,7:28.0,,D. Murray misses 2-pt jump shot from 7 ft,28,30
154,2,7:25.0,Defensive rebound by G. Green,,28,30
155,2,7:17.0,Turnover by G. Green (lost ball; steal by D. Murray),,28,30
156,2,7:12.0,,K. Anderson enters the game for P. Gasol,28,30
157,2,7:12.0,J. Harden enters the game for G. Green,,28,30
158,2,7:01.0,,L. Aldridge misses 2-pt jump shot from 13 ft,28,30
159,2,6:59.0,Defensive rebound by P. Tucker,,28,30
160,2,6:43.0,C. Capela misses 2-pt hook shot from 7 ft,,28,30
161,2,6:41.0,,Defensive rebound by D. Green,28,30
162,2,6:32.0,,D. Green misses 2-pt layup from 4 ft,28,30
163,2,6:30.0,,Offensive rebound by D. Green,28,30
164,2,6:30.0,,Shooting foul by E. Gordon (drawn by D. Green),28,30
165,2,6:30.0,,D. Green makes free throw 1 of 2,28,31
166,2,6:30.0,,D. Green makes free throw 2 of 2,28,32
167,2,6:15.0,E. Gordon makes 2-pt dunk from 1 ft (assist by J. Harden),,30,32
168,2,5:56.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by P. Mills),30,34
169,2,5:56.0,,Shooting foul by J. Harden (drawn by L. Aldridge),30,34
170,2,5:56.0,,L. Aldridge makes free throw 1 of 1,30,35
171,2,5:38.0,C. Capela misses 2-pt hook shot from 6 ft (block by L. Aldridge),,30,35
172,2,5:35.0,,Defensive rebound by D. Murray,30,35
173,2,5:29.0,,K. Anderson makes 2-pt jump shot from 1 ft,30,37
174,2,5:16.0,G. Green enters the game for E. Gordon,,30,37
175,2,5:06.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),,33,37
176,2,4:45.0,,K. Anderson misses 3-pt jump shot from 23 ft,33,37
177,2,4:42.0,Defensive rebound by G. Green,,33,37
178,2,4:27.0,T. Ariza misses 3-pt jump shot from 23 ft,,33,37
179,2,4:25.0,,Defensive rebound by L. Aldridge,33,37
180,2,4:12.0,,K. Anderson misses 2-pt layup at rim,33,37
181,2,4:09.0,Defensive rebound by C. Capela,,33,37
182,2,4:01.0,J. Harden makes 2-pt layup at rim,,35,37
183,2,3:34.0,,D. Green misses 2-pt jump shot from 11 ft,35,37
184,2,3:29.0,,Offensive rebound by L. Aldridge,35,37
185,2,3:29.0,,L. Aldridge makes 2-pt layup at rim,35,39
186,2,3:17.0,J. Harden misses 2-pt layup from 1 ft (block by L. Aldridge),,35,39
187,2,3:14.0,,Defensive rebound by L. Aldridge,35,39
188,2,3:09.0,,M. Ginóbili enters the game for K. Anderson,35,39
189,2,3:09.0,,T. Parker enters the game for D. Murray,35,39
190,2,3:09.0,Houston full timeout,,35,39
191,2,3:08.0,,Turnover by T. Parker (bad pass),35,39
192,2,2:50.0,Shooting foul by T. Parker (drawn by J. Harden),,35,39
193,2,2:50.0,J. Harden makes free throw 1 of 3,,36,39
194,2,2:50.0,J. Harden makes free throw 2 of 3,,37,39
195,2,2:50.0,J. Harden makes free throw 3 of 3,,38,39
196,2,2:35.0,,L. Aldridge makes 2-pt hook shot from 6 ft,38,41
197,2,2:08.0,J. Harden misses 3-pt jump shot from 23 ft,,38,41
198,2,2:05.0,,Defensive rebound by M. Ginóbili,38,41
199,2,1:41.0,,D. Green makes 3-pt jump shot from 25 ft (assist by P. Mills),38,44
200,2,1:34.0,P. Tucker misses 3-pt jump shot from 23 ft,,38,44
201,2,1:30.0,,Defensive rebound by L. Aldridge,38,44
202,2,1:27.0,,Personal foul by G. Green (drawn by D. Green),38,44
203,2,1:27.0,,D. Green makes free throw 1 of 2,38,45
204,2,1:27.0,,R. Gay enters the game for T. Parker,38,45
205,2,1:27.0,E. Gordon enters the game for G. Green,,38,45
206,2,1:27.0,,D. Green makes free throw 2 of 2,38,46
207,2,1:06.0,E. Gordon misses 2-pt layup from 2 ft (block by D. Green),,38,46
208,2,1:03.0,Offensive rebound by P. Tucker,,38,46
209,2,1:00.0,P. Tucker misses 3-pt jump shot from 26 ft,,38,46
210,2,0:59.0,Offensive rebound by C. Capela,,38,46
211,2,0:57.0,Turnover by J. Harden (traveling),,38,46
212,2,0:36.0,,P. Mills misses 2-pt jump shot from 3 ft,38,46
213,2,0:36.0,Defensive rebound by Team,,38,46
214,2,0:36.0,Personal foul by P. Mills (drawn by P. Tucker),,38,46
215,2,0:21.0,T. Ariza misses 2-pt hook shot from 9 ft,,38,46
216,2,0:19.0,,Defensive rebound by M. Ginóbili,38,46
217,2,0:01.0,,R. Gay misses 2-pt jump shot from 16 ft,38,46
218,2,0:01.0,Defensive rebound by T. Ariza,,38,46
219,3,11:46.0,E. Gordon misses 2-pt jump shot from 7 ft,,38,46
220,3,11:42.0,Offensive rebound by C. Capela,,38,46
221,3,11:41.0,C. Capela misses 2-pt layup from 1 ft,,38,46
222,3,11:41.0,,Defensive rebound by D. Green,38,46
223,3,11:25.0,,D. Murray misses 2-pt jump shot from 8 ft,38,46
224,3,11:23.0,Defensive rebound by C. Capela,,38,46
225,3,11:02.0,P. Tucker misses 3-pt jump shot from 24 ft,,38,46
226,3,10:58.0,,Defensive rebound by D. Murray,38,46
227,3,10:41.0,,L. Aldridge makes 2-pt jump shot from 13 ft,38,48
228,3,10:23.0,Shooting foul by D. Green (drawn by C. Capela),,38,48
229,3,10:23.0,C. Capela makes free throw 1 of 2,,39,48
230,3,10:23.0,C. Capela makes free throw 2 of 2,,40,48
231,3,10:04.0,,D. Murray misses 2-pt jump shot from 17 ft,40,48
232,3,10:01.0,Defensive rebound by P. Tucker,,40,48
233,3,9:52.0,J. Harden misses 2-pt layup from 7 ft,,40,48
234,3,9:47.0,Offensive rebound by J. Harden,,40,48
235,3,9:47.0,J. Harden misses 2-pt layup at rim,,40,48
236,3,9:46.0,,Defensive rebound by D. Murray,40,48
237,3,9:44.0,,P. Mills misses 3-pt jump shot from 28 ft,40,48
238,3,9:43.0,Defensive rebound by Team,,40,48
239,3,9:43.0,,Loose ball foul by D. Green (drawn by C. Capela),40,48
240,3,9:34.0,Shooting foul by D. Green (drawn by E. Gordon),,40,48
241,3,9:34.0,E. Gordon makes free throw 1 of 2,,41,48
242,3,9:34.0,,M. Ginóbili enters the game for D. Green,41,48
243,3,9:34.0,E. Gordon makes free throw 2 of 2,,42,48
244,3,9:21.0,,M. Ginóbili makes 2-pt layup from 2 ft (assist by D. Murray),42,50
245,3,9:21.0,,Shooting foul by E. Gordon (drawn by M. Ginóbili),42,50
246,3,9:21.0,,M. Ginóbili misses free throw 1 of 1,42,50
247,3,9:17.0,Defensive rebound by C. Capela,,42,50
248,3,9:14.0,Personal foul by D. Murray (drawn by E. Gordon),,42,50
249,3,9:05.0,E. Gordon makes 2-pt layup at rim (assist by J. Harden),,44,50
250,3,9:05.0,Shooting foul by L. Aldridge (drawn by E. Gordon),,44,50
251,3,9:05.0,E. Gordon misses free throw 1 of 1,,44,50
252,3,9:02.0,,Defensive rebound by L. Aldridge,44,50
253,3,8:48.0,,L. Aldridge makes 2-pt jump shot from 6 ft (assist by K. Anderson),44,52
254,3,8:36.0,Shooting foul by L. Aldridge (drawn by T. Ariza),,44,52
255,3,8:36.0,T. Ariza makes free throw 1 of 2,,45,52
256,3,8:36.0,T. Ariza misses free throw 2 of 2,,45,52
257,3,8:35.0,Offensive rebound by Team,,45,52
258,3,8:29.0,J. Harden makes 2-pt layup from 1 ft,,47,52
259,3,8:16.0,,D. Murray makes 2-pt jump shot from 3 ft,47,54
260,3,8:03.0,T. Ariza misses 3-pt jump shot from 25 ft,,47,54
261,3,8:00.0,,Defensive rebound by L. Aldridge,47,54
262,3,7:48.0,,Turnover by M. Ginóbili (bad pass),47,54
263,3,7:36.0,Personal foul by P. Mills (drawn by T. Ariza),,47,54
264,3,7:36.0,T. Ariza misses free throw 1 of 2,,47,54
265,3,7:36.0,Offensive rebound by Team,,47,54
266,3,7:36.0,T. Ariza makes free throw 2 of 2,,48,54
267,3,7:14.0,,D. Murray misses 2-pt jump shot from 10 ft,48,54
268,3,7:09.0,,Offensive rebound by D. Murray,48,54
269,3,6:50.0,,L. Aldridge misses 2-pt jump shot from 12 ft,48,54
270,3,6:48.0,Defensive rebound by E. Gordon,,48,54
271,3,6:38.0,E. Gordon makes 2-pt layup at rim,,50,54
272,3,6:38.0,,San Antonio full timeout,50,54
273,3,6:38.0,G. Green enters the game for E. Gordon,,50,54
274,3,6:22.0,,M. Ginóbili makes 3-pt jump shot from 22 ft (assist by K. Anderson),50,57
275,3,6:05.0,J. Harden makes 2-pt jump shot from 17 ft,,52,57
276,3,5:51.0,,Personal foul by J. Harden (drawn by D. Murray),52,57
277,3,5:40.0,,L. Aldridge makes 2-pt jump shot from 13 ft,52,59
278,3,5:26.0,J. Harden misses 2-pt layup from 5 ft,,52,59
279,3,5:24.0,,Defensive rebound by P. Mills,52,59
280,3,5:18.0,,D. Murray makes 2-pt jump shot from 7 ft (assist by P. Mills),52,61
281,3,4:57.0,P. Tucker misses 3-pt jump shot from 23 ft,,52,61
282,3,4:54.0,,Defensive rebound by D. Murray,52,61
283,3,4:47.0,,D. Murray misses 2-pt jump shot from 11 ft,52,61
284,3,4:44.0,Defensive rebound by C. Capela,,52,61
285,3,4:39.0,C. Capela makes 2-pt layup at rim (assist by J. Harden),,54,61
286,3,4:17.0,,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),54,63
287,3,3:54.0,C. Capela misses 2-pt layup from 2 ft,,54,63
288,3,3:52.0,,Defensive rebound by L. Aldridge,54,63
289,3,3:42.0,,Shooting foul by J. Harden (drawn by K. Anderson),54,63
290,3,3:42.0,,K. Anderson makes free throw 1 of 2,54,64
291,3,3:42.0,,B. Forbes enters the game for D. Murray,54,64
292,3,3:42.0,,T. Parker enters the game for P. Mills,54,64
293,3,3:42.0,J. Johnson enters the game for T. Ariza,,54,64
294,3,3:42.0,L. Mbah a Moute enters the game for P. Tucker,,54,64
295,3,3:42.0,,K. Anderson misses free throw 2 of 2,54,64
296,3,3:38.0,Defensive rebound by G. Green,,54,64
297,3,3:32.0,Shooting foul by T. Parker (drawn by G. Green),,54,64
298,3,3:32.0,G. Green makes free throw 1 of 3,,55,64
299,3,3:32.0,G. Green makes free throw 2 of 3,,56,64
300,3,3:32.0,,R. Gay enters the game for K. Anderson,56,64
301,3,3:32.0,G. Green makes free throw 3 of 3,,57,64
302,3,3:21.0,R. Anderson enters the game for C. Capela,,57,64
303,3,3:11.0,,L. Aldridge makes 2-pt jump shot from 10 ft (assist by M. Ginóbili),57,66
304,3,2:51.0,L. Mbah a Moute misses 3-pt jump shot from 23 ft,,57,66
305,3,2:48.0,,Defensive rebound by R. Gay,57,66
306,3,2:34.0,,R. Gay makes 2-pt jump shot from 11 ft (assist by T. Parker),57,68
307,3,2:14.0,L. Mbah a Moute makes 2-pt layup from 1 ft (assist by J. Harden),,59,68
308,3,1:55.0,,L. Aldridge misses 2-pt jump shot from 12 ft,59,68
309,3,1:53.0,Defensive rebound by L. Mbah a Moute,,59,68
310,3,1:34.0,J. Harden misses 2-pt layup at rim,,59,68
311,3,1:32.0,,Defensive rebound by L. Aldridge,59,68
312,3,1:28.0,,T. Parker makes 2-pt layup at rim,59,70
313,3,1:07.0,Shooting foul by L. Aldridge (drawn by R. Anderson),,59,70
314,3,1:07.0,Houston full timeout,,59,70
315,3,1:07.0,E. Gordon enters the game for G. Green,,59,70
316,3,1:07.0,R. Anderson makes free throw 1 of 3,,60,70
317,3,1:07.0,R. Anderson makes free throw 2 of 3,,61,70
318,3,1:07.0,,P. Gasol enters the game for L. Aldridge,61,70
319,3,1:07.0,R. Anderson misses free throw 3 of 3,,61,70
320,3,1:04.0,,Defensive rebound by P. Gasol,61,70
321,3,0:52.0,,R. Gay makes 2-pt jump shot from 14 ft,61,72
322,3,0:32.0,J. Harden makes 3-pt jump shot from 25 ft,,64,72
323,3,0:26.0,,Shooting foul by J. Harden (drawn by T. Parker),64,72
324,3,0:26.0,,T. Parker makes free throw 1 of 2,64,73
325,3,0:26.0,,K. Anderson enters the game for P. Gasol,64,73
326,3,0:26.0,,T. Parker makes free throw 2 of 2,64,74
327,3,0:09.0,Shooting block foul by T. Parker (drawn by J. Harden),,64,74
328,3,0:09.0,J. Harden makes free throw 1 of 2,,65,74
329,3,0:09.0,,P. Mills enters the game for T. Parker,65,74
330,3,0:09.0,,P. Gasol enters the game for K. Anderson,65,74
331,3,0:09.0,J. Harden makes free throw 2 of 2,,66,74
332,3,0:03.0,,Shooting foul by E. Gordon (drawn by M. Ginóbili),66,74
333,3,0:03.0,,M. Ginóbili makes free throw 1 of 2,66,75
334,3,0:03.0,,K. Anderson enters the game for P. Gasol,66,75
335,3,0:03.0,,M. Ginóbili misses free throw 2 of 2,66,75
336,3,0:01.0,Defensive rebound by J. Harden,,66,75
337,4,11:37.0,,B. Forbes misses 2-pt jump shot from 9 ft,66,75
338,4,11:31.0,,Offensive rebound by P. Gasol,66,75
339,4,11:23.0,,R. Gay makes 2-pt jump shot from 14 ft,66,77
340,4,11:07.0,E. Gordon makes 3-pt jump shot from 24 ft,,69,77
341,4,10:45.0,,P. Mills misses 3-pt jump shot from 26 ft,69,77
342,4,10:43.0,Defensive rebound by R. Anderson,,69,77
343,4,10:33.0,G. Green misses 3-pt jump shot from 25 ft,,69,77
344,4,10:29.0,,Defensive rebound by P. Gasol,69,77
345,4,10:07.0,,B. Forbes misses 3-pt jump shot from 25 ft (block by G. Green),69,77
346,4,10:03.0,Defensive rebound by L. Mbah a Moute,,69,77
347,4,9:57.0,E. Gordon misses 2-pt layup from 2 ft (block by D. Green),,69,77
348,4,9:53.0,,Defensive rebound by D. Green,69,77
349,4,9:52.0,,D. Green misses 3-pt jump shot from 25 ft,69,77
350,4,9:48.0,Defensive rebound by J. Johnson,,69,77
351,4,9:29.0,Turnover by J. Johnson (lost ball; steal by R. Gay),,69,77
352,4,9:24.0,,San Antonio full timeout,69,77
353,4,9:24.0,,D. Murray enters the game for B. Forbes,69,77
354,4,9:09.0,,Turnover by D. Murray (out of bounds lost ball),69,77
355,4,8:56.0,Personal foul by R. Gay (drawn by G. Green),,69,77
356,4,8:52.0,R. Anderson misses 2-pt layup from 3 ft (block by P. Gasol),,69,77
357,4,8:49.0,,Defensive rebound by P. Gasol,69,77
358,4,8:35.0,,P. Mills makes 3-pt jump shot from 26 ft,69,80
359,4,8:16.0,E. Gordon misses 2-pt layup from 2 ft,,69,80
360,4,8:16.0,,Defensive rebound by P. Gasol,69,80
361,4,8:16.0,Loose ball foul by E. Gordon (drawn by D. Murray),,69,80
362,4,8:16.0,,K. Anderson enters the game for P. Gasol,69,80
363,4,8:16.0,,L. Aldridge enters the game for D. Murray,69,80
364,4,8:16.0,C. Capela enters the game for J. Johnson,,69,80
365,4,8:16.0,J. Harden enters the game for E. Gordon,,69,80
366,4,8:16.0,P. Tucker enters the game for R. Anderson,,69,80
367,4,7:58.0,,R. Gay misses 2-pt layup from 1 ft (block by C. Capela),69,80
368,4,7:53.0,Defensive rebound by G. Green,,69,80
369,4,7:49.0,G. Green misses 3-pt jump shot from 24 ft,,69,80
370,4,7:44.0,,Defensive rebound by P. Mills,69,80
371,4,7:26.0,,R. Gay makes 2-pt jump shot from 15 ft,69,82
372,4,7:11.0,J. Harden makes 2-pt jump shot from 13 ft,,71,82
373,4,6:55.0,,P. Mills makes 2-pt jump shot from 21 ft,71,84
374,4,6:40.0,Personal foul by P. Mills (drawn by J. Harden),,71,84
375,4,6:37.0,G. Green misses 2-pt jump shot from 17 ft,,71,84
376,4,6:31.0,,Defensive rebound by P. Mills,71,84
377,4,6:24.0,,P. Mills makes 3-pt jump shot from 25 ft,71,87
378,4,6:23.0,Houston full timeout,,71,87
379,4,6:23.0,E. Gordon enters the game for L. Mbah a Moute,,71,87
380,4,6:23.0,T. Ariza enters the game for G. Green,,71,87
381,4,6:11.0,J. Harden makes 2-pt layup from 1 ft,,73,87
382,4,6:11.0,Shooting foul by R. Gay (drawn by J. Harden),,73,87
383,4,6:11.0,J. Harden makes free throw 1 of 1,,74,87
384,4,5:48.0,,D. Green makes 2-pt jump shot from 11 ft (assist by K. Anderson),74,89
385,4,5:31.0,Turnover by J. Harden (bad pass; steal by D. Green),,74,89
386,4,5:27.0,,R. Gay makes 2-pt dunk from 1 ft (assist by K. Anderson),74,91
387,4,5:19.0,Turnover by J. Harden (bad pass; steal by R. Gay),,74,91
388,4,5:00.0,,D. Green makes 3-pt jump shot from 23 ft (assist by L. Aldridge),74,94
389,4,4:58.0,Houston full timeout,,74,94
390,4,4:38.0,E. Gordon makes 2-pt layup at rim (assist by J. Harden),,76,94
391,4,4:14.0,,Shooting foul by J. Harden (drawn by R. Gay),76,94
392,4,4:14.0,,R. Gay misses free throw 1 of 2,76,94
393,4,4:14.0,,Offensive rebound by Team,76,94
394,4,4:14.0,,R. Gay makes free throw 2 of 2,76,95
