,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,LA CLIPPERS_ACTION,SACRAMENTO_SCORE,LA CLIPPERS_SCORE
0,1,11:34.0,,D. Jordan makes 2-pt layup from 2 ft,0,2
1,1,11:21.0,G. Hill misses 2-pt jump shot from 12 ft,,0,2
2,1,11:21.0,Offensive rebound by Team,,0,2
3,1,11:16.0,Z. Randolph makes 2-pt jump shot from 18 ft (assist by W. Cauley-Stein),,2,2
4,1,11:06.0,,M. Teodosić misses 3-pt jump shot from 25 ft,2,2
5,1,11:04.0,,Offensive rebound by C. Williams,2,2
6,1,10:59.0,,J. Wilson makes 3-pt jump shot from 25 ft (assist by M. Teodosić),2,5
7,1,10:37.0,Z. Randolph makes 2-pt jump shot from 19 ft,,4,5
8,1,10:28.0,,A. Rivers misses 3-pt jump shot from 25 ft,4,5
9,1,10:24.0,Defensive rebound by Z. Randolph,,4,5
10,1,10:16.0,G. Hill makes 2-pt jump shot from 12 ft,,6,5
11,1,10:06.0,,J. Wilson makes 3-pt jump shot from 26 ft (assist by M. Teodosić),6,8
12,1,9:49.0,G. Hill misses 3-pt jump shot from 23 ft,,6,8
13,1,9:49.0,,Defensive rebound by Team,6,8
14,1,9:29.0,,A. Rivers misses 3-pt jump shot from 26 ft,6,8
15,1,9:28.0,,Offensive rebound by Team,6,8
16,1,9:28.0,Loose ball foul by B. Hield (drawn by D. Jordan),,6,8
17,1,9:24.0,,J. Wilson misses 3-pt jump shot from 26 ft,6,8
18,1,9:20.0,Defensive rebound by W. Cauley-Stein,,6,8
19,1,9:10.0,Z. Randolph misses 2-pt layup from 2 ft,,6,8
20,1,9:08.0,,Defensive rebound by D. Jordan,6,8
21,1,9:02.0,,A. Rivers misses 2-pt layup from 4 ft (block by G. Temple),6,8
22,1,8:59.0,Defensive rebound by W. Cauley-Stein,,6,8
23,1,8:52.0,B. Hield makes 3-pt jump shot from 24 ft (assist by G. Hill),,9,8
24,1,8:41.0,,M. Teodosić makes 2-pt jump shot from 17 ft (assist by A. Rivers),9,10
25,1,8:26.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by G. Hill),,11,10
26,1,8:10.0,,Turnover by C. Williams (lost ball; steal by Z. Randolph),11,10
27,1,7:57.0,W. Cauley-Stein misses 2-pt layup from 2 ft (block by J. Wilson),,11,10
28,1,7:53.0,,Defensive rebound by M. Teodosić,11,10
29,1,7:50.0,,Turnover by M. Teodosić (bad pass; steal by W. Cauley-Stein),11,10
30,1,7:47.0,G. Temple makes 2-pt dunk from 2 ft (assist by W. Cauley-Stein),,13,10
31,1,7:47.0,Shooting block foul by A. Rivers (drawn by G. Temple),,13,10
