,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,MINNESOTA_ACTION,CHARLOTTE_SCORE,MINNESOTA_SCORE
387,4,5:14.0,,J. Teague makes 2-pt jump shot from 15 ft,87,107
388,4,4:56.0,D. Bacon misses 2-pt jump shot from 17 ft,,87,107
389,4,4:53.0,,Defensive rebound by K. Towns,87,107
390,4,4:44.0,,J. Teague misses 2-pt layup from 1 ft,87,107
391,4,4:41.0,,Offensive rebound by T. Gibson,87,107
392,4,4:41.0,,T. Gibson makes 2-pt layup at rim,87,109
393,4,4:41.0,Charlotte full timeout,,87,109
394,4,4:41.0,M. Monk enters the game for J. Lamb,,87,109
395,4,4:41.0,J. O'Bryant enters the game for D. Bacon,,87,109
396,4,4:41.0,M. Carter-Williams enters the game for D. Howard,,87,109
397,4,4:41.0,T. Graham enters the game for M. Williams,,87,109
398,4,4:41.0,C. Zeller enters the game for K. Walker,,87,109
399,4,4:33.0,C. Zeller makes 2-pt jump shot from 4 ft (assist by M. Carter-Williams),,89,109
400,4,4:33.0,Shooting foul by K. Towns (drawn by C. Zeller),,89,109
401,4,4:33.0,C. Zeller makes free throw 1 of 1,,90,109
402,4,4:22.0,,A. Wiggins misses 2-pt jump shot from 13 ft,90,109
403,4,4:18.0,,Offensive rebound by K. Towns,90,109
404,4,4:11.0,,Personal foul by C. Zeller (drawn by K. Towns),90,109
405,4,3:57.0,,Turnover by K. Towns (lost ball; steal by M. Carter-Williams),90,109
406,4,3:42.0,M. Carter-Williams misses 3-pt jump shot from 27 ft,,90,109
407,4,3:39.0,,Defensive rebound by K. Towns,90,109
408,4,3:25.0,,Turnover by J. Butler (bad pass; steal by T. Graham),90,109
409,4,3:21.0,T. Graham misses 2-pt layup at rim (block by A. Wiggins),,90,109
410,4,3:20.0,,Defensive rebound by Team,90,109
411,4,3:20.0,Loose ball foul by C. Zeller (drawn by K. Towns),,90,109
412,4,3:20.0,,G. Dieng enters the game for K. Towns,90,109
413,4,3:20.0,,T. Jones enters the game for J. Teague,90,109
414,4,3:09.0,,T. Jones misses 2-pt jump shot from 14 ft,90,109
415,4,3:05.0,,Offensive rebound by G. Dieng,90,109
416,4,2:58.0,,A. Wiggins misses 3-pt jump shot from 27 ft,90,109
417,4,2:56.0,Defensive rebound by M. Carter-Williams,,90,109
418,4,2:45.0,Personal foul by T. Gibson (drawn by C. Zeller),,90,109
419,4,2:45.0,C. Zeller misses free throw 1 of 2,,90,109
420,4,2:45.0,Offensive rebound by Team,,90,109
421,4,2:45.0,,N. Bjelica enters the game for J. Butler,90,109
422,4,2:45.0,,J. Crawford enters the game for T. Gibson,90,109
423,4,2:45.0,C. Zeller misses free throw 2 of 2,,90,109
424,4,2:42.0,,Defensive rebound by G. Dieng,90,109
425,4,2:40.0,,Shooting foul by M. Carter-Williams (drawn by A. Wiggins),90,109
426,4,2:40.0,,A. Wiggins misses free throw 1 of 2,90,109
427,4,2:40.0,,Offensive rebound by Team,90,109
428,4,2:40.0,,A. Wiggins makes free throw 2 of 2,90,110
429,4,2:18.0,M. Carter-Williams misses 2-pt layup from 3 ft,,90,110
430,4,2:16.0,,Defensive rebound by G. Dieng,90,110
431,4,2:10.0,,T. Jones misses 3-pt jump shot from 23 ft,90,110
432,4,2:06.0,,Offensive rebound by G. Dieng,90,110
433,4,2:05.0,,J. Crawford misses 3-pt jump shot from 25 ft,90,110
434,4,2:05.0,Defensive rebound by M. Monk,,90,110
435,4,1:55.0,J. O'Bryant misses 3-pt jump shot from 25 ft,,90,110
436,4,1:52.0,,Defensive rebound by J. Crawford,90,110
437,4,1:30.0,,J. Crawford misses 2-pt jump shot from 21 ft,90,110
438,4,1:30.0,Defensive rebound by J. O'Bryant,,90,110
439,4,1:21.0,M. Carter-Williams misses 2-pt layup from 1 ft,,90,110
440,4,1:21.0,Offensive rebound by C. Zeller,,90,110
441,4,1:20.0,C. Zeller misses 2-pt layup at rim,,90,110
442,4,1:19.0,C. Zeller makes 2-pt layup at rim,,92,110
443,4,1:13.0,Offensive rebound by C. Zeller,,92,110
444,4,1:03.0,,N. Bjelica misses 2-pt jump shot from 7 ft,92,110
445,4,1:03.0,Defensive rebound by C. Zeller,,92,110
446,4,0:54.0,J. O'Bryant misses 2-pt jump shot from 17 ft,,92,110
447,4,0:54.0,Offensive rebound by C. Zeller,,92,110
448,4,0:43.0,T. Graham misses 3-pt jump shot from 23 ft,,92,110
449,4,0:43.0,,Defensive rebound by Team,92,110
450,4,0:41.0,,M. Georges-Hunt enters the game for T. Jones,92,110
451,4,0:41.0,,A. Brooks enters the game for G. Dieng,92,110
452,4,0:41.0,,C. Aldrich enters the game for A. Wiggins,92,110
453,4,0:29.0,,M. Georges-Hunt misses 3-pt jump shot from 22 ft,92,110
454,4,0:28.0,Defensive rebound by Team,,92,110
455,4,0:28.0,,Loose ball foul by C. Aldrich (drawn by C. Zeller),92,110
456,4,0:28.0,C. Zeller makes free throw 1 of 2,,93,110
457,4,0:28.0,C. Zeller makes free throw 2 of 2,,94,110
458,4,0:17.0,,A. Brooks makes 2-pt hook shot from 8 ft,94,112
459,4,0:09.0,J. O'Bryant misses 3-pt jump shot from 25 ft,,94,112
460,4,0:05.0,,Defensive rebound by A. Brooks,94,112
