,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,LA CLIPPERS_ACTION,MINNESOTA_SCORE,LA CLIPPERS_SCORE
37,1,6:19.0,,LA Clippers full timeout,11,7
38,1,6:19.0,,L. Williams enters the game for C. Williams,11,7
39,1,6:05.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by A. Rivers),11,9
40,1,5:48.0,T. Gibson makes 2-pt dunk at rim (assist by K. Towns),,13,9
41,1,5:36.0,,Shooting foul by J. Teague (drawn by W. Johnson),13,9
42,1,5:36.0,,W. Johnson misses free throw 1 of 2,13,9
43,1,5:36.0,,Offensive rebound by Team,13,9
44,1,5:36.0,,W. Johnson makes free throw 2 of 2,13,10
45,1,5:15.0,T. Gibson makes 2-pt layup from 1 ft,,15,10
46,1,5:05.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by L. Williams),15,13
47,1,4:42.0,K. Towns makes 2-pt hook shot from 6 ft (assist by A. Wiggins),,17,13
48,1,4:23.0,,D. Gallinari misses 3-pt jump shot from 22 ft,17,13
49,1,4:20.0,,Offensive rebound by D. Jordan,17,13
50,1,4:17.0,,Turnover by D. Gallinari (bad pass),17,13
51,1,4:17.0,,J. Wilson enters the game for D. Gallinari,17,13
52,1,4:17.0,G. Dieng enters the game for K. Towns,,17,13
53,1,3:53.0,G. Dieng makes 2-pt jump shot from 18 ft (assist by J. Butler),,19,13
54,1,3:38.0,,A. Rivers misses 2-pt layup at rim,19,13
55,1,3:36.0,Defensive rebound by J. Butler,,19,13
56,1,3:33.0,Turnover by G. Dieng (step out of bounds),,19,13
57,1,3:33.0,J. Crawford enters the game for J. Butler,,19,13
58,1,3:25.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),19,15
59,1,3:25.0,,Shooting foul by T. Gibson (drawn by D. Jordan),19,15
60,1,3:25.0,,J. Evans enters the game for A. Rivers,19,15
61,1,3:25.0,,D. Jordan makes free throw 1 of 1,19,16
62,1,3:14.0,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Teague),,21,16
63,1,2:57.0,,L. Williams misses 2-pt jump shot from 9 ft,21,16
64,1,2:49.0,,Offensive rebound by L. Williams,21,16
65,1,2:48.0,,L. Williams misses 2-pt layup from 2 ft,21,16
66,1,2:48.0,Defensive rebound by T. Gibson,,21,16
67,1,2:45.0,J. Teague misses 2-pt jump shot from 9 ft,,21,16
68,1,2:45.0,,Defensive rebound by D. Jordan,21,16
69,1,2:30.0,,L. Williams misses 3-pt jump shot from 24 ft,21,16
70,1,2:28.0,,Offensive rebound by W. Johnson,21,16
71,1,2:28.0,,W. Johnson makes 2-pt layup at rim,21,18
72,1,2:18.0,J. Teague makes 2-pt jump shot from 13 ft (assist by G. Dieng),,23,18
73,1,2:18.0,Shooting foul by J. Evans (drawn by J. Teague),,23,18
74,1,2:18.0,Minnesota full timeout,,23,18
75,1,2:18.0,,M. Harrell enters the game for D. Jordan,23,18
76,1,2:18.0,,S. Thornwell enters the game for W. Johnson,23,18
77,1,2:18.0,J. Teague makes free throw 1 of 1,,24,18
78,1,2:03.0,,J. Wilson misses 3-pt jump shot from 26 ft (block by T. Gibson),24,18
79,1,1:59.0,,Offensive rebound by J. Wilson,24,18
80,1,1:57.0,,M. Harrell makes 2-pt layup at rim (assist by J. Wilson),24,20
81,1,1:41.0,Shooting foul by S. Thornwell (drawn by A. Wiggins),,24,20
82,1,1:41.0,A. Wiggins misses free throw 1 of 2,,24,20
83,1,1:41.0,Offensive rebound by Team,,24,20
84,1,1:41.0,T. Jones enters the game for J. Teague,,24,20
85,1,1:41.0,A. Wiggins makes free throw 2 of 2,,25,20
86,1,1:23.0,,M. Harrell misses 2-pt layup from 1 ft,25,20
87,1,1:22.0,Defensive rebound by G. Dieng,,25,20
88,1,1:05.0,J. Crawford makes 2-pt jump shot from 20 ft,,27,20
89,1,0:48.0,,Turnover by S. Thornwell (bad pass; steal by T. Jones),27,20
90,1,0:42.0,Turnover by J. Crawford (bad pass; steal by M. Harrell),,27,20
91,1,0:34.0,,S. Thornwell makes 2-pt layup from 2 ft (assist by J. Wilson),27,22
92,1,0:34.0,,Shooting foul by G. Dieng (drawn by S. Thornwell),27,22
93,1,0:34.0,,S. Thornwell misses free throw 1 of 1,27,22
94,1,0:31.0,Defensive rebound by T. Gibson,,27,22
95,1,0:15.0,,C. Williams enters the game for J. Evans,27,22
96,1,0:15.0,,W. Johnson enters the game for L. Williams,27,22
97,1,0:04.0,J. Crawford makes 2-pt jump shot from 16 ft,,29,22
98,2,11:45.0,,M. Harrell makes 2-pt layup from 1 ft,29,24
99,2,11:25.0,Turnover by K. Towns (turnover),,29,24
100,2,11:09.0,,J. Evans makes 3-pt jump shot from 22 ft (assist by L. Williams),29,27
101,2,10:54.0,K. Towns misses 2-pt hook shot from 8 ft,,29,27
102,2,10:54.0,,Defensive rebound by Team,29,27
103,2,10:54.0,Loose ball foul by K. Towns (drawn by M. Harrell),,29,27
104,2,10:42.0,,J. Evans misses 3-pt jump shot from 22 ft,29,27
105,2,10:39.0,Defensive rebound by G. Dieng,,29,27
106,2,10:36.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Crawford),,31,27
107,2,10:24.0,,S. Dekker makes 2-pt dunk from 1 ft (assist by L. Williams),31,29
108,2,10:12.0,J. Crawford misses 3-pt jump shot from 25 ft,,31,29
109,2,10:09.0,,Defensive rebound by S. Dekker,31,29
110,2,10:05.0,,S. Dekker misses 2-pt layup from 1 ft,31,29
111,2,10:00.0,Defensive rebound by K. Towns,,31,29
112,2,9:56.0,J. Butler makes 2-pt layup from 2 ft,,33,29
113,2,9:44.0,,J. Evans makes 2-pt layup from 1 ft (assist by L. Williams),33,31
114,2,9:29.0,G. Dieng makes 2-pt jump shot from 19 ft (assist by K. Towns),,35,31
115,2,9:17.0,,S. Dekker misses 2-pt jump shot from 18 ft,35,31
116,2,9:12.0,Defensive rebound by J. Butler,,35,31
117,2,9:00.0,J. Crawford misses 2-pt jump shot from 16 ft,,35,31
118,2,8:57.0,,Defensive rebound by J. Evans,35,31
119,2,8:53.0,,S. Thornwell makes 2-pt layup from 1 ft (assist by J. Evans),35,33
120,2,8:35.0,T. Jones makes 3-pt jump shot from 24 ft (assist by G. Dieng),,38,33
121,2,8:12.0,,J. Evans misses 2-pt jump shot from 17 ft,38,33
122,2,8:09.0,Defensive rebound by K. Towns,,38,33
123,2,7:54.0,J. Butler misses 3-pt jump shot from 23 ft,,38,33
124,2,7:52.0,Offensive rebound by K. Towns,,38,33
125,2,7:52.0,Personal foul by J. Evans (drawn by K. Towns),,38,33
126,2,7:52.0,,A. Rivers enters the game for S. Thornwell,38,33
127,2,7:38.0,J. Crawford makes 2-pt jump shot from 21 ft (assist by J. Butler),,40,33
128,2,7:25.0,,L. Williams misses 3-pt jump shot from 23 ft,40,33
129,2,7:20.0,Defensive rebound by J. Crawford,,40,33
130,2,7:16.0,J. Butler makes 2-pt layup from 1 ft (assist by J. Crawford),,42,33
131,2,7:16.0,Shooting foul by M. Harrell (drawn by J. Butler),,42,33
132,2,7:16.0,,LA Clippers full timeout,42,33
133,2,7:16.0,,D. Jordan enters the game for M. Harrell,42,33
134,2,7:16.0,,D. Gallinari enters the game for S. Dekker,42,33
135,2,7:16.0,,W. Johnson enters the game for J. Evans,42,33
136,2,7:16.0,J. Butler makes free throw 1 of 1,,43,33
137,2,7:05.0,,A. Rivers makes 2-pt layup at rim,43,35
138,2,6:47.0,J. Butler makes 2-pt dunk from 1 ft (assist by T. Jones),,45,35
139,2,6:34.0,,A. Rivers misses 2-pt jump shot from 11 ft,45,35
140,2,6:30.0,Defensive rebound by G. Dieng,,45,35
141,2,6:25.0,K. Towns misses 3-pt jump shot from 25 ft,,45,35
142,2,6:21.0,Offensive rebound by G. Dieng,,45,35
143,2,6:10.0,Turnover by K. Towns (bad pass; steal by A. Rivers),,45,35
144,2,6:06.0,,L. Williams makes 2-pt dunk at rim (assist by A. Rivers),45,37
145,2,5:57.0,Minnesota full timeout,,45,37
146,2,5:57.0,T. Gibson enters the game for T. Jones,,45,37
147,2,5:57.0,A. Wiggins enters the game for G. Dieng,,45,37
148,2,5:57.0,J. Teague enters the game for J. Crawford,,45,37
149,2,5:45.0,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Butler),,47,37
150,2,5:27.0,,W. Johnson misses 3-pt jump shot from 25 ft,47,37
151,2,5:25.0,Defensive rebound by T. Gibson,,47,37
152,2,5:16.0,A. Wiggins makes 2-pt jump shot from 11 ft,,49,37
153,2,4:53.0,,D. Gallinari misses 3-pt jump shot from 25 ft,49,37
154,2,4:52.0,Defensive rebound by J. Butler,,49,37
155,2,4:31.0,K. Towns makes 2-pt hook shot from 9 ft,,51,37
156,2,4:20.0,,L. Williams misses 2-pt jump shot from 15 ft,51,37
157,2,4:18.0,Defensive rebound by K. Towns,,51,37
158,2,4:07.0,T. Gibson misses 3-pt jump shot from 22 ft,,51,37
159,2,4:04.0,,Defensive rebound by D. Jordan,51,37
160,2,3:59.0,,D. Gallinari makes 2-pt dunk from 1 ft (assist by L. Williams),51,39
161,2,3:48.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by K. Towns),,54,39
162,2,3:47.0,,LA Clippers full timeout,54,39
163,2,3:47.0,,S. Thornwell enters the game for W. Johnson,54,39
164,2,3:27.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by L. Williams),54,42
165,2,3:21.0,Personal foul by L. Williams (drawn by J. Teague),,54,42
166,2,3:07.0,K. Towns makes 2-pt hook shot from 6 ft (assist by J. Teague),,56,42
167,2,2:52.0,,Shooting foul by J. Butler (drawn by L. Williams),56,42
168,2,2:52.0,,L. Williams makes free throw 1 of 2,56,43
169,2,2:52.0,,L. Williams misses free throw 2 of 2,56,43
170,2,2:49.0,Defensive rebound by K. Towns,,56,43
171,2,2:42.0,J. Teague misses 2-pt layup from 1 ft,,56,43
172,2,2:42.0,,Defensive rebound by Team,56,43
173,2,2:42.0,Loose ball foul by K. Towns (drawn by D. Gallinari),,56,43
174,2,2:31.0,,L. Williams makes 2-pt layup from 1 ft,56,45
175,2,2:21.0,K. Towns makes 2-pt hook shot from 10 ft (assist by J. Teague),,58,45
176,2,2:02.0,,S. Thornwell misses 2-pt jump shot from 7 ft,58,45
177,2,2:00.0,,Offensive rebound by S. Thornwell,58,45
178,2,1:56.0,,D. Gallinari misses 2-pt layup from 2 ft (block by K. Towns),58,45
179,2,1:53.0,Defensive rebound by K. Towns,,58,45
180,2,1:46.0,K. Towns makes 2-pt layup from 2 ft (assist by J. Butler),,60,45
181,2,1:25.0,,A. Rivers makes 3-pt jump shot from 26 ft,60,48
182,2,1:13.0,A. Wiggins misses 2-pt jump shot from 15 ft,,60,48
183,2,1:11.0,,Defensive rebound by S. Thornwell,60,48
184,2,1:00.0,,D. Jordan misses 2-pt layup at rim,60,48
185,2,1:00.0,,Offensive rebound by D. Jordan,60,48
186,2,1:00.0,,Shooting foul by J. Butler (drawn by D. Jordan),60,48
187,2,1:00.0,,D. Jordan misses free throw 1 of 2,60,48
188,2,1:00.0,,Offensive rebound by Team,60,48
189,2,1:00.0,,S. Dekker enters the game for D. Gallinari,60,48
190,2,1:00.0,,D. Jordan makes free throw 2 of 2,60,49
191,2,0:45.0,Turnover by J. Teague (bad pass),,60,49
192,2,0:40.0,,L. Williams misses 2-pt jump shot from 16 ft,60,49
193,2,0:33.0,,Offensive rebound by D. Jordan,60,49
194,2,0:33.0,,D. Jordan misses 2-pt layup at rim,60,49
195,2,0:31.0,Defensive rebound by K. Towns,,60,49
196,2,0:31.0,J. Teague misses 2-pt jump shot from 8 ft,,60,49
197,2,0:26.0,Offensive rebound by T. Gibson,,60,49
198,2,0:26.0,T. Gibson makes 2-pt layup at rim,,62,49
199,2,0:07.0,,L. Williams misses 3-pt jump shot from 22 ft,62,49
200,2,0:07.0,,Offensive rebound by D. Jordan,62,49
201,2,0:02.0,,S. Thornwell misses 3-pt jump shot from 25 ft,62,49
202,2,0:02.0,Defensive rebound by T. Gibson,,62,49
203,3,11:39.0,Offensive charge foul by D. Jordan (drawn by K. Towns),,62,49
204,3,11:39.0,,Turnover by D. Jordan (offensive foul),62,49
205,3,11:17.0,A. Wiggins misses 2-pt jump shot from 16 ft,,62,49
206,3,11:12.0,,Defensive rebound by W. Johnson,62,49
207,3,11:04.0,,A. Rivers makes 2-pt layup from 1 ft,62,51
208,3,10:55.0,J. Teague misses 2-pt layup from 1 ft,,62,51
209,3,10:55.0,,Defensive rebound by A. Rivers,62,51
210,3,10:35.0,,D. Gallinari misses 2-pt jump shot from 19 ft,62,51
211,3,10:32.0,Defensive rebound by J. Teague,,62,51
212,3,10:24.0,K. Towns makes 2-pt jump shot from 10 ft (assist by J. Teague),,64,51
213,3,10:05.0,,Shooting foul by K. Towns (drawn by A. Rivers),64,51
214,3,10:05.0,,A. Rivers makes free throw 1 of 2,64,52
215,3,10:05.0,,A. Rivers makes free throw 2 of 2,64,53
216,3,9:54.0,A. Wiggins misses 2-pt jump shot from 18 ft,,64,53
217,3,9:47.0,Offensive rebound by J. Butler,,64,53
218,3,9:47.0,J. Butler misses 2-pt layup at rim,,64,53
219,3,9:46.0,,Defensive rebound by D. Gallinari,64,53
220,3,9:44.0,,Personal foul by T. Gibson (drawn by D. Jordan),64,53
221,3,9:32.0,,D. Gallinari misses 2-pt layup from 1 ft,64,53
222,3,9:29.0,Defensive rebound by K. Towns,,64,53
223,3,9:24.0,J. Teague makes 2-pt jump shot from 16 ft,,66,53
224,3,9:01.0,,C. Williams misses 2-pt jump shot from 16 ft,66,53
225,3,8:59.0,,Offensive rebound by D. Jordan,66,53
226,3,8:57.0,,W. Johnson makes 2-pt jump shot from 21 ft (assist by D. Jordan),66,55
227,3,8:42.0,Shooting foul by D. Jordan (drawn by K. Towns),,66,55
228,3,8:42.0,K. Towns makes free throw 1 of 2,,67,55
229,3,8:42.0,K. Towns makes free throw 2 of 2,,68,55
230,3,8:29.0,,A. Rivers misses 3-pt jump shot from 25 ft,68,55
231,3,8:24.0,Defensive rebound by J. Butler,,68,55
232,3,8:16.0,K. Towns makes 2-pt dunk from 1 ft (assist by J. Butler),,70,55
233,3,8:16.0,,LA Clippers full timeout,70,55
234,3,8:05.0,,A. Rivers makes 2-pt layup from 1 ft,70,57
235,3,7:47.0,J. Teague makes 3-pt jump shot from 22 ft (assist by J. Butler),,73,57
236,3,7:38.0,,Turnover by A. Rivers (lost ball; steal by J. Teague),73,57
237,3,7:35.0,J. Butler makes 2-pt dunk at rim,,75,57
238,3,7:12.0,,A. Rivers makes 2-pt layup from 1 ft,75,59
239,3,6:58.0,,Offensive charge foul by A. Wiggins (drawn by D. Gallinari),75,59
240,3,6:58.0,Turnover by A. Wiggins (offensive foul),,75,59
241,3,6:58.0,,L. Williams enters the game for C. Williams,75,59
242,3,6:42.0,,D. Gallinari misses 2-pt jump shot from 18 ft,75,59
243,3,6:38.0,Defensive rebound by T. Gibson,,75,59
244,3,6:29.0,K. Towns makes 2-pt jump shot from 17 ft (assist by T. Gibson),,77,59
245,3,6:11.0,,Turnover by L. Williams (bad pass; steal by K. Towns),77,59
246,3,6:09.0,Shooting foul by L. Williams (drawn by T. Gibson),,77,59
247,3,6:09.0,T. Gibson makes free throw 1 of 2,,78,59
248,3,6:09.0,,J. Wilson enters the game for D. Gallinari,78,59
249,3,6:09.0,T. Gibson misses free throw 2 of 2,,78,59
250,3,6:06.0,,Defensive rebound by D. Jordan,78,59
251,3,5:53.0,,W. Johnson misses 2-pt jump shot from 20 ft,78,59
252,3,5:48.0,,Offensive rebound by D. Jordan,78,59
253,3,5:48.0,,D. Jordan misses 2-pt layup at rim,78,59
254,3,5:46.0,,Offensive rebound by D. Jordan,78,59
255,3,5:46.0,,D. Jordan makes 2-pt layup at rim,78,61
256,3,5:29.0,Turnover by J. Teague (lost ball; steal by L. Williams),,78,61
257,3,5:23.0,,L. Williams makes 3-pt jump shot from 24 ft,78,64
258,3,5:02.0,J. Teague misses 3-pt jump shot from 25 ft,,78,64
259,3,4:59.0,,Defensive rebound by D. Jordan,78,64
260,3,4:52.0,,A. Rivers misses 2-pt layup from 1 ft,78,64
261,3,4:48.0,Defensive rebound by J. Butler,,78,64
262,3,4:44.0,A. Wiggins misses 2-pt layup from 1 ft,,78,64
263,3,4:40.0,,Turnover by D. Jordan (bad pass),78,64
264,3,4:40.0,G. Dieng enters the game for K. Towns,,78,64
265,3,4:39.0,Offensive rebound by T. Gibson,,78,64
266,3,4:39.0,T. Gibson misses 2-pt layup at rim,,78,64
267,3,4:39.0,,Defensive rebound by D. Jordan,78,64
268,3,4:27.0,T. Gibson misses 2-pt layup from 3 ft (block by W. Johnson),,78,64
269,3,4:27.0,Offensive rebound by Team,,78,64
270,3,4:15.0,J. Butler misses 2-pt layup from 6 ft,,78,64
271,3,4:14.0,Offensive rebound by T. Gibson,,78,64
272,3,4:14.0,Turnover by T. Gibson (out of bounds lost ball),,78,64
273,3,4:08.0,,J. Wilson makes 3-pt jump shot from 24 ft (assist by W. Johnson),78,67
274,3,4:08.0,Minnesota full timeout,,78,67
275,3,3:53.0,J. Butler makes 2-pt jump shot from 5 ft,,80,67
276,3,3:35.0,,L. Williams makes 2-pt jump shot from 12 ft,80,69
277,3,3:21.0,A. Wiggins makes 2-pt jump shot from 20 ft (assist by J. Teague),,82,69
278,3,3:04.0,,W. Johnson makes 2-pt jump shot from 17 ft,82,71
279,3,2:47.0,J. Teague makes 3-pt jump shot from 25 ft,,85,71
280,3,2:29.0,,W. Johnson misses 3-pt jump shot from 24 ft,85,71
281,3,2:25.0,Defensive rebound by A. Wiggins,,85,71
282,3,2:14.0,G. Dieng misses 2-pt jump shot from 17 ft,,85,71
283,3,2:10.0,,Defensive rebound by D. Jordan,85,71
284,3,2:03.0,,A. Rivers misses 2-pt layup from 1 ft,85,71
285,3,2:03.0,,Offensive rebound by D. Jordan,85,71
286,3,2:03.0,,D. Jordan makes 2-pt dunk at rim,85,73
287,3,1:49.0,Offensive foul by G. Dieng (drawn by L. Williams),,85,73
288,3,1:49.0,Turnover by G. Dieng (offensive foul),,85,73
289,3,1:49.0,,M. Harrell enters the game for D. Jordan,85,73
290,3,1:42.0,,Personal foul by A. Wiggins (drawn by M. Harrell),85,73
291,3,1:42.0,J. Crawford enters the game for J. Butler,,85,73
292,3,1:26.0,,J. Wilson makes 2-pt layup from 2 ft (assist by A. Rivers),85,75
293,3,1:10.0,J. Crawford misses 2-pt jump shot from 18 ft,,85,75
294,3,1:06.0,,Defensive rebound by W. Johnson,85,75
295,3,1:00.0,,M. Harrell makes 2-pt dunk at rim (assist by A. Rivers),85,77
296,3,0:44.0,A. Wiggins misses 2-pt jump shot from 13 ft (block by W. Johnson),,85,77
297,3,0:42.0,,Defensive rebound by L. Williams,85,77
298,3,0:36.0,,W. Johnson misses 3-pt jump shot from 23 ft,85,77
299,3,0:33.0,Defensive rebound by J. Crawford,,85,77
300,3,0:29.0,J. Crawford misses 2-pt jump shot from 12 ft,,85,77
301,3,0:27.0,Offensive rebound by A. Wiggins,,85,77
302,3,0:27.0,A. Wiggins misses 2-pt layup at rim,,85,77
303,3,0:27.0,Offensive rebound by Team,,85,77
304,3,0:27.0,,C. Williams enters the game for L. Williams,85,77
305,3,0:27.0,,J. Evans enters the game for A. Rivers,85,77
306,3,0:05.0,J. Teague makes 3-pt jump shot from 24 ft,,88,77
307,3,0:01.0,Violation by T. Gibson (kicked ball),,88,77
308,3,0:01.0,,L. Williams enters the game for J. Evans,88,77
309,3,0:00.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by C. Williams),88,80
310,4,11:41.0,Shooting foul by W. Johnson (drawn by K. Towns),,88,80
311,4,11:41.0,K. Towns misses free throw 1 of 2,,88,80
312,4,11:41.0,Offensive rebound by Team,,88,80
313,4,11:41.0,K. Towns makes free throw 2 of 2,,89,80
314,4,11:25.0,,L. Williams makes 2-pt jump shot from 14 ft (assist by J. Evans),89,82
315,4,11:06.0,J. Crawford misses 2-pt jump shot from 17 ft,,89,82
316,4,11:04.0,,Defensive rebound by J. Evans,89,82
317,4,10:58.0,,J. Wilson misses 2-pt jump shot from 15 ft,89,82
318,4,10:49.0,,Offensive rebound by M. Harrell,89,82
319,4,10:49.0,,M. Harrell makes 2-pt dunk at rim,89,84
320,4,10:26.0,Shooting foul by M. Harrell (drawn by J. Butler),,89,84
321,4,10:20.0,J. Butler makes free throw 1 of 2,,90,84
322,4,10:20.0,J. Butler makes free throw 2 of 2,,91,84
323,4,10:06.0,,L. Williams misses 3-pt jump shot from 23 ft,91,84
324,4,10:03.0,Defensive rebound by K. Towns,,91,84
325,4,9:46.0,Turnover by J. Butler (bad pass; steal by J. Evans),,91,84
326,4,9:42.0,,W. Johnson makes 2-pt dunk at rim (assist by J. Evans),91,86
327,4,9:20.0,G. Dieng makes 2-pt hook shot from 5 ft,,93,86
328,4,9:07.0,,W. Johnson misses 3-pt jump shot from 24 ft,93,86
329,4,9:05.0,Defensive rebound by J. Crawford,,93,86
330,4,9:01.0,,A. Rivers enters the game for W. Johnson,93,86
331,4,9:01.0,,S. Thornwell enters the game for J. Evans,93,86
332,4,9:01.0,J. Teague enters the game for T. Jones,,93,86
333,4,8:59.0,G. Dieng makes 2-pt jump shot from 16 ft (assist by J. Teague),,95,86
334,4,8:38.0,,L. Williams makes 3-pt jump shot from 24 ft (assist by J. Wilson),95,89
335,4,8:23.0,K. Towns makes 2-pt layup from 2 ft (assist by J. Crawford),,97,89
336,4,8:23.0,Shooting foul by J. Wilson (drawn by K. Towns),,97,89
337,4,8:23.0,K. Towns misses free throw 1 of 1,,97,89
338,4,8:19.0,,Defensive rebound by M. Harrell,97,89
339,4,8:12.0,,L. Williams makes 2-pt jump shot from 6 ft,97,91
340,4,7:49.0,J. Crawford makes 3-pt jump shot from 27 ft,,100,91
341,4,7:33.0,,J. Wilson misses 3-pt jump shot from 25 ft,100,91
342,4,7:32.0,Defensive rebound by Team,,100,91
343,4,7:32.0,Personal foul by M. Harrell (drawn by K. Towns),,100,91
344,4,7:32.0,,D. Jordan enters the game for M. Harrell,100,91
345,4,7:20.0,Personal foul by A. Rivers (drawn by J. Crawford),,100,91
346,4,7:20.0,J. Crawford makes free throw 1 of 2,,101,91
347,4,7:20.0,J. Crawford makes free throw 2 of 2,,102,91
348,4,7:00.0,,L. Williams makes 3-pt jump shot from 25 ft (assist by D. Jordan),102,94
349,4,6:37.0,J. Crawford misses 3-pt jump shot from 22 ft,,102,94
350,4,6:33.0,,Defensive rebound by L. Williams,102,94
351,4,6:28.0,,Personal foul by J. Teague (drawn by L. Williams),102,94
352,4,6:28.0,,LA Clippers full timeout,102,94
353,4,6:28.0,,D. Gallinari enters the game for J. Wilson,102,94
354,4,6:28.0,A. Wiggins enters the game for G. Dieng,,102,94
355,4,6:28.0,T. Gibson enters the game for J. Crawford,,102,94
356,4,6:20.0,,A. Rivers misses 3-pt jump shot from 22 ft,102,94
357,4,6:17.0,,Offensive rebound by D. Jordan,102,94
358,4,6:08.0,,D. Gallinari misses 3-pt jump shot from 28 ft,102,94
359,4,6:04.0,Defensive rebound by J. Butler,,102,94
360,4,5:54.0,K. Towns misses 3-pt jump shot from 25 ft,,102,94
361,4,5:51.0,,Defensive rebound by S. Thornwell,102,94
362,4,5:45.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Williams),102,96
363,4,5:26.0,J. Teague misses 2-pt jump shot from 19 ft,,102,96
364,4,5:24.0,,Defensive rebound by D. Jordan,102,96
365,4,5:07.0,,D. Gallinari misses 2-pt jump shot from 10 ft,102,96
366,4,5:01.0,,Offensive rebound by D. Jordan,102,96
367,4,5:01.0,,D. Jordan makes 2-pt layup at rim,102,98
368,4,4:41.0,A. Wiggins misses 3-pt jump shot from 25 ft,,102,98
369,4,4:41.0,Offensive rebound by Team,,102,98
370,4,4:41.0,,Loose ball foul by L. Williams (drawn by T. Gibson),102,98
371,4,4:41.0,T. Gibson makes free throw 1 of 2,,103,98
372,4,4:41.0,T. Gibson misses free throw 2 of 2,,103,98
373,4,4:38.0,,Defensive rebound by S. Thornwell,103,98
374,4,4:32.0,,L. Williams misses 2-pt layup from 1 ft,103,98
375,4,4:31.0,,Offensive rebound by D. Jordan,103,98
376,4,4:31.0,,D. Jordan makes 2-pt layup at rim,103,100
377,4,4:11.0,A. Wiggins makes 2-pt dunk from 1 ft (assist by T. Gibson),,105,100
378,4,3:48.0,,A. Rivers misses 3-pt jump shot from 26 ft,105,100
379,4,3:44.0,,Offensive rebound by D. Jordan,105,100
380,4,3:27.0,,D. Jordan misses 2-pt layup from 1 ft (block by K. Towns),105,100
381,4,3:25.0,Defensive rebound by T. Gibson,,105,100
382,4,3:18.0,Personal foul by S. Thornwell (drawn by J. Butler),,105,100
