,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
64,1,3:15.0,Defensive rebound by K. Middleton,,20,14
65,1,3:10.0,K. Middleton misses 2-pt jump shot from 5 ft,,20,14
66,1,3:07.0,Offensive rebound by Team,,20,14
67,1,3:07.0,,J. Hernangómez enters the game for T. Craig,20,14
68,1,3:07.0,,J. Murray enters the game for P. Millsap,20,14
69,1,3:07.0,,N. Jokić enters the game for W. Barton,20,14
70,1,3:01.0,J. Parker makes 3-pt jump shot from 23 ft (assist by T. Zeller),,23,14
71,1,2:59.0,,Denver full timeout,23,14
72,1,2:59.0,,T. Lyles enters the game for M. Plumlee,23,14
73,1,2:59.0,G. Antetokounmpo enters the game for K. Middleton,,23,14
74,1,2:46.0,,N. Jokić misses 2-pt hook shot from 7 ft,23,14
75,1,2:44.0,Defensive rebound by G. Antetokounmpo,,23,14
76,1,2:36.0,E. Bledsoe misses 2-pt jump shot from 4 ft,,23,14
77,1,2:34.0,Offensive rebound by E. Bledsoe,,23,14
78,1,2:29.0,T. Zeller makes 2-pt hook shot from 3 ft (assist by E. Bledsoe),,25,14
79,1,2:13.0,,T. Lyles misses 2-pt jump shot from 4 ft,25,14
80,1,2:13.0,,Offensive rebound by J. Hernangómez,25,14
81,1,2:10.0,,Turnover by J. Hernangómez (bad pass; steal by J. Terry),25,14
82,1,2:07.0,J. Parker makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,27,14
83,1,1:54.0,,J. Murray makes 3-pt jump shot from 25 ft,27,17
84,1,1:36.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,27,17
85,1,1:34.0,,Defensive rebound by N. Jokić,27,17
86,1,1:24.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by T. Lyles),27,20
87,1,1:03.0,G. Antetokounmpo makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,30,20
88,1,0:51.0,,J. Hernangómez misses 3-pt jump shot from 22 ft,30,20
89,1,0:48.0,,Offensive rebound by T. Lyles,30,20
90,1,0:47.0,,T. Lyles misses 2-pt layup from 2 ft,30,20
91,1,0:46.0,Defensive rebound by T. Zeller,,30,20
92,1,0:31.0,T. Zeller makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,32,20
93,1,0:19.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by J. Murray),32,22
94,1,0:05.0,Personal foul by J. Murray (drawn by E. Bledsoe),,32,22
95,1,0:05.0,,M. Beasley enters the game for J. Murray,32,22
96,1,0:05.0,,T. Craig enters the game for T. Lyles,32,22
97,1,0:05.0,,M. Plumlee enters the game for N. Jokić,32,22
98,1,0:01.0,J. Parker makes 2-pt dunk from 1 ft,,34,22
99,2,11:40.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,36,22
100,2,11:25.0,,Turnover by D. Harris (bad pass),36,22
101,2,11:02.0,J. Terry misses 3-pt jump shot from 22 ft,,36,22
102,2,10:59.0,,Defensive rebound by J. Murray,36,22
103,2,10:49.0,,J. Hernangómez makes 3-pt jump shot from 22 ft (assist by N. Jokić),36,25
104,2,10:36.0,Personal foul by J. Hernangómez (drawn by G. Antetokounmpo),,36,25
105,2,10:25.0,G. Antetokounmpo misses 2-pt jump shot from 14 ft,,36,25
106,2,10:22.0,,Defensive rebound by T. Lyles,36,25
107,2,10:12.0,,D. Harris misses 3-pt jump shot from 25 ft,36,25
108,2,10:09.0,Defensive rebound by J. Parker,,36,25
109,2,10:03.0,T. Zeller misses 2-pt hook shot from 3 ft (block by N. Jokić),,36,25
110,2,10:00.0,Offensive rebound by T. Zeller,,36,25
111,2,9:57.0,J. Parker misses 2-pt jump shot from 16 ft,,36,25
112,2,9:55.0,,Defensive rebound by T. Lyles,36,25
113,2,9:49.0,,Shooting foul by T. Zeller (drawn by N. Jokić),36,25
114,2,9:49.0,,N. Jokić makes free throw 1 of 2,36,26
115,2,9:49.0,,N. Jokić makes free throw 2 of 2,36,27
116,2,9:29.0,B. Jennings misses 3-pt jump shot from 24 ft,,36,27
117,2,9:26.0,,Defensive rebound by T. Lyles,36,27
118,2,9:11.0,,N. Jokić makes 3-pt jump shot from 24 ft (assist by J. Murray),36,30
119,2,8:53.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,38,30
120,2,8:44.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),38,32
121,2,8:44.0,,Shooting foul by J. Terry (drawn by N. Jokić),38,32
122,2,8:44.0,,W. Barton enters the game for J. Murray,38,32
123,2,8:44.0,,N. Jokić makes free throw 1 of 1,38,33
124,2,8:33.0,Turnover by G. Antetokounmpo (bad pass),,38,33
125,2,8:23.0,,T. Lyles makes 2-pt layup from 2 ft (assist by W. Barton),38,35
126,2,8:23.0,Milwaukee full timeout,,38,35
127,2,8:23.0,S. Brown enters the game for B. Jennings,,38,35
128,2,8:23.0,T. Snell enters the game for J. Parker,,38,35
129,2,8:15.0,Personal foul by D. Harris (drawn by G. Antetokounmpo),,38,35
130,2,8:07.0,Shooting foul by J. Hernangómez (drawn by T. Zeller),,38,35
131,2,8:07.0,T. Zeller makes free throw 1 of 2,,39,35
132,2,8:07.0,T. Zeller makes free throw 2 of 2,,40,35
133,2,7:51.0,,Def 3 sec tech foul by G. Antetokounmpo,40,35
134,2,7:51.0,,W. Barton makes technical free throw,40,36
135,2,7:38.0,,W. Barton misses 3-pt jump shot from 24 ft,40,36
136,2,7:34.0,,Offensive rebound by W. Barton,40,36
137,2,7:32.0,,W. Barton makes 2-pt layup from 2 ft,40,38
138,2,7:22.0,T. Snell misses 3-pt jump shot from 24 ft,,40,38
139,2,7:22.0,,Defensive rebound by T. Lyles,40,38
140,2,7:15.0,,Shooting foul by J. Terry (drawn by D. Harris),40,38
141,2,7:15.0,,D. Harris makes free throw 1 of 2,40,39
142,2,7:15.0,,P. Millsap enters the game for N. Jokić,40,39
143,2,7:15.0,K. Middleton enters the game for J. Terry,,40,39
144,2,7:15.0,,D. Harris makes free throw 2 of 2,40,40
145,2,7:01.0,S. Brown misses 2-pt layup from 3 ft,,40,40
146,2,6:57.0,,Defensive rebound by P. Millsap,40,40
147,2,6:49.0,,D. Harris misses 3-pt jump shot from 22 ft,40,40
148,2,6:44.0,,Offensive rebound by T. Lyles,40,40
149,2,6:43.0,,P. Millsap makes 3-pt jump shot from 22 ft (assist by W. Barton),40,43
150,2,6:22.0,K. Middleton misses 2-pt jump shot from 17 ft,,40,43
151,2,6:21.0,Offensive rebound by T. Zeller,,40,43
152,2,6:16.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,40,43
153,2,6:13.0,Offensive rebound by G. Antetokounmpo,,40,43
154,2,6:11.0,G. Antetokounmpo misses 2-pt layup from 3 ft (block by T. Lyles),,40,43
155,2,6:09.0,,Defensive rebound by T. Lyles,40,43
156,2,6:07.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,40,43
157,2,6:00.0,Defensive rebound by G. Antetokounmpo,,40,43
158,2,6:00.0,Shooting foul by J. Hernangómez (drawn by G. Antetokounmpo),,40,43
159,2,6:00.0,G. Antetokounmpo misses free throw 1 of 2,,40,43
160,2,6:00.0,Offensive rebound by Team,,40,43
161,2,6:00.0,,T. Craig enters the game for J. Hernangómez,40,43
162,2,6:00.0,J. Henson enters the game for T. Zeller,,40,43
163,2,6:00.0,G. Antetokounmpo makes free throw 2 of 2,,41,43
164,2,5:45.0,,Shooting foul by T. Snell (drawn by T. Lyles),41,43
165,2,5:45.0,,T. Lyles makes free throw 1 of 2,41,44
166,2,5:45.0,,J. Murray enters the game for D. Harris,41,44
167,2,5:45.0,E. Bledsoe enters the game for S. Brown,,41,44
168,2,5:45.0,J. Parker enters the game for G. Antetokounmpo,,41,44
169,2,5:45.0,,T. Lyles makes free throw 2 of 2,41,45
170,2,5:32.0,K. Middleton misses 2-pt layup from 1 ft,,41,45
171,2,5:30.0,,Defensive rebound by T. Lyles,41,45
172,2,5:27.0,,W. Barton misses 3-pt jump shot from 24 ft,41,45
173,2,5:23.0,,Offensive rebound by T. Craig,41,45
174,2,5:23.0,,Shooting foul by J. Henson (drawn by T. Lyles),41,45
175,2,5:23.0,,T. Lyles makes free throw 1 of 2,41,46
176,2,5:23.0,T. Zeller enters the game for J. Henson,,41,46
177,2,5:23.0,,T. Lyles makes free throw 2 of 2,41,47
178,2,5:10.0,J. Parker misses 2-pt layup from 2 ft (block by P. Millsap),,41,47
179,2,5:07.0,,Defensive rebound by W. Barton,41,47
180,2,4:58.0,,Shooting foul by K. Middleton (drawn by P. Millsap),41,47
181,2,4:58.0,,P. Millsap makes free throw 1 of 2,41,48
182,2,4:58.0,,P. Millsap makes free throw 2 of 2,41,49
183,2,4:48.0,E. Bledsoe misses 2-pt layup at rim,,41,49
184,2,4:46.0,,Defensive rebound by T. Craig,41,49
185,2,4:43.0,,J. Murray misses 3-pt jump shot from 24 ft,41,49
186,2,4:41.0,,Offensive rebound by P. Millsap,41,49
187,2,4:40.0,,Shooting foul by K. Middleton (drawn by T. Lyles),41,49
188,2,4:40.0,,T. Lyles makes free throw 1 of 2,41,50
189,2,4:40.0,,T. Lyles makes free throw 2 of 2,41,51
190,2,4:26.0,K. Middleton misses 2-pt layup from 1 ft (block by T. Lyles),,41,51
191,2,4:23.0,Offensive rebound by T. Zeller,,41,51
192,2,4:23.0,T. Zeller misses 2-pt layup at rim,,41,51
193,2,4:22.0,,Defensive rebound by W. Barton,41,51
194,2,4:19.0,,Personal foul by J. Parker (drawn by P. Millsap),41,51
195,2,4:19.0,,P. Millsap makes free throw 1 of 2,41,52
196,2,4:19.0,,P. Millsap misses free throw 2 of 2,41,52
197,2,4:19.0,Defensive rebound by J. Parker,,41,52
198,2,4:19.0,Milwaukee full timeout,,41,52
199,2,4:19.0,G. Antetokounmpo enters the game for T. Zeller,,41,52
200,2,4:10.0,Personal foul by W. Barton (drawn by K. Middleton),,41,52
201,2,4:10.0,K. Middleton makes free throw 1 of 2,,42,52
202,2,4:10.0,K. Middleton makes free throw 2 of 2,,43,52
203,2,3:54.0,,J. Murray makes 2-pt layup from 2 ft (assist by W. Barton),43,54
204,2,3:30.0,Shooting foul by T. Craig (drawn by E. Bledsoe),,43,54
205,2,3:30.0,E. Bledsoe makes free throw 1 of 3,,44,54
206,2,3:30.0,E. Bledsoe makes free throw 2 of 3,,45,54
207,2,3:30.0,E. Bledsoe makes free throw 3 of 3,,46,54
208,2,3:04.0,,P. Millsap makes 2-pt layup from 2 ft (assist by T. Lyles),46,56
209,2,2:47.0,E. Bledsoe makes 2-pt layup from 1 ft,,48,56
210,2,2:41.0,Technical foul by E. Bledsoe,,48,56
211,2,2:41.0,,J. Murray makes technical free throw,48,57
212,2,2:41.0,,N. Jokić enters the game for T. Lyles,48,57
213,2,2:30.0,,N. Jokić misses 3-pt jump shot from 24 ft,48,57
214,2,2:27.0,Defensive rebound by J. Parker,,48,57
215,2,2:07.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,48,57
216,2,2:04.0,,Defensive rebound by W. Barton,48,57
217,2,1:57.0,,N. Jokić makes 2-pt jump shot from 5 ft (assist by P. Millsap),48,59
218,2,1:57.0,,Shooting foul by G. Antetokounmpo (drawn by N. Jokić),48,59
219,2,1:57.0,,D. Harris enters the game for J. Murray,48,59
220,2,1:57.0,,N. Jokić makes free throw 1 of 1,48,60
221,2,1:46.0,E. Bledsoe misses 3-pt jump shot from 26 ft,,48,60
222,2,1:43.0,,Defensive rebound by W. Barton,48,60
223,2,1:28.0,,Turnover by T. Craig (bad pass; steal by J. Parker),48,60
224,2,1:21.0,T. Snell misses 2-pt layup from 2 ft,,48,60
225,2,1:16.0,Offensive rebound by G. Antetokounmpo,,48,60
226,2,1:16.0,G. Antetokounmpo makes 2-pt dunk at rim,,50,60
227,2,1:05.0,,Shooting foul by E. Bledsoe (drawn by W. Barton),50,60
228,2,1:05.0,,W. Barton misses free throw 1 of 2,50,60
229,2,1:05.0,,Offensive rebound by Team,50,60
230,2,1:05.0,,M. Beasley enters the game for T. Craig,50,60
231,2,1:05.0,,W. Barton makes free throw 2 of 2,50,61
232,2,0:52.0,J. Parker makes 2-pt layup from 1 ft,,52,61
233,2,0:40.0,,Offensive foul by N. Jokić (drawn by G. Antetokounmpo),52,61
234,2,0:40.0,,Turnover by N. Jokić (offensive foul),52,61
235,2,0:29.0,Shooting foul by N. Jokić (drawn by J. Parker),,52,61
236,2,0:29.0,J. Parker makes free throw 1 of 2,,53,61
237,2,0:29.0,,T. Lyles enters the game for N. Jokić,53,61
238,2,0:29.0,J. Parker makes free throw 2 of 2,,54,61
239,2,0:05.0,,W. Barton misses 2-pt jump shot from 5 ft,54,61
240,2,0:04.0,,Offensive rebound by P. Millsap,54,61
241,2,0:03.0,,P. Millsap misses 2-pt layup from 3 ft,54,61
242,2,0:01.0,,Offensive rebound by W. Barton,54,61
243,2,0:01.0,,Shooting foul by K. Middleton (drawn by W. Barton),54,61
244,2,0:01.0,,W. Barton makes free throw 1 of 2,54,62
245,2,0:01.0,,W. Barton makes free throw 2 of 2,54,63
246,3,11:48.0,K. Middleton misses 3-pt jump shot from 24 ft,,54,63
247,3,11:46.0,,Defensive rebound by W. Barton,54,63
248,3,11:40.0,,Personal foul by J. Henson (drawn by N. Jokić),54,63
249,3,11:31.0,,Turnover by N. Jokić (bad pass; steal by E. Bledsoe),54,63
250,3,11:25.0,J. Henson makes 2-pt dunk from 1 ft (assist by K. Middleton),,56,63
251,3,11:11.0,,J. Murray misses 2-pt jump shot from 5 ft,56,63
252,3,11:11.0,Defensive rebound by G. Antetokounmpo,,56,63
253,3,11:03.0,Personal foul by J. Murray (drawn by E. Bledsoe),,56,63
254,3,10:49.0,Shooting foul by J. Murray (drawn by G. Antetokounmpo),,56,63
255,3,10:49.0,G. Antetokounmpo makes free throw 1 of 2,,57,63
256,3,10:49.0,,D. Harris enters the game for J. Murray,57,63
257,3,10:49.0,G. Antetokounmpo makes free throw 2 of 2,,58,63
258,3,10:34.0,,P. Millsap misses 2-pt jump shot from 13 ft,58,63
259,3,10:31.0,,Offensive rebound by P. Millsap,58,63
260,3,10:31.0,,P. Millsap makes 2-pt layup from 1 ft,58,65
261,3,10:21.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,58,65
262,3,10:17.0,Offensive rebound by J. Henson,,58,65
263,3,10:15.0,Shooting block foul by P. Millsap (drawn by G. Antetokounmpo),,58,65
264,3,10:15.0,G. Antetokounmpo misses free throw 1 of 2,,58,65
265,3,10:15.0,Offensive rebound by Team,,58,65
266,3,10:15.0,G. Antetokounmpo misses free throw 2 of 2,,58,65
267,3,10:14.0,,Defensive rebound by N. Jokić,58,65
268,3,10:02.0,,Turnover by D. Harris (bad pass; steal by T. Snell),58,65
269,3,9:59.0,,Offensive charge foul by G. Antetokounmpo (drawn by P. Millsap),58,65
270,3,9:59.0,Turnover by G. Antetokounmpo (offensive foul),,58,65
271,3,9:46.0,,Personal foul by G. Antetokounmpo (drawn by P. Millsap),58,65
272,3,9:35.0,,P. Millsap misses 2-pt jump shot from 10 ft,58,65
273,3,9:31.0,Defensive rebound by E. Bledsoe,,58,65
274,3,9:26.0,E. Bledsoe misses 2-pt jump shot from 17 ft,,58,65
275,3,9:23.0,,Defensive rebound by N. Jokić,58,65
276,3,9:15.0,,W. Barton misses 2-pt layup from 2 ft (block by J. Henson),58,65
277,3,9:15.0,Defensive rebound by G. Antetokounmpo,,58,65
278,3,9:07.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,61,65
279,3,9:07.0,,Denver full timeout,61,65
280,3,8:56.0,,Away from play foul by T. Snell (drawn by W. Barton),61,65
281,3,8:46.0,,D. Harris misses 2-pt layup from 2 ft,61,65
282,3,8:45.0,Defensive rebound by G. Antetokounmpo,,61,65
283,3,8:37.0,Offensive foul by G. Antetokounmpo (drawn by P. Millsap),,61,65
284,3,8:37.0,Turnover by G. Antetokounmpo (offensive foul),,61,65
285,3,8:20.0,,D. Harris misses 3-pt jump shot from 24 ft,61,65
286,3,8:18.0,Defensive rebound by K. Middleton,,61,65
287,3,8:02.0,E. Bledsoe makes 3-pt jump shot from 24 ft (assist by T. Snell),,64,65
288,3,7:41.0,,N. Jokić misses 2-pt jump shot from 11 ft,64,65
289,3,7:38.0,Defensive rebound by G. Antetokounmpo,,64,65
290,3,7:31.0,E. Bledsoe makes 3-pt jump shot from 24 ft,,67,65
291,3,7:29.0,,Denver full timeout,67,65
292,3,7:29.0,,J. Hernangómez enters the game for T. Craig,67,65
293,3,7:29.0,T. Zeller enters the game for T. Snell,,67,65
294,3,7:29.0,J. Parker enters the game for J. Henson,,67,65
295,3,7:13.0,,D. Harris makes 3-pt jump shot from 23 ft (assist by J. Hernangómez),67,68
296,3,6:55.0,J. Parker makes 2-pt jump shot from 13 ft,,69,68
297,3,6:44.0,,W. Barton makes 2-pt layup from 2 ft,69,70
298,3,6:33.0,Turnover by K. Middleton (out of bounds lost ball),,69,70
299,3,6:18.0,,D. Harris misses 3-pt jump shot from 24 ft,69,70
300,3,6:14.0,Defensive rebound by G. Antetokounmpo,,69,70
301,3,6:09.0,J. Parker makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,71,70
302,3,5:47.0,,Turnover by P. Millsap (lost ball; steal by J. Parker),71,70
303,3,5:41.0,E. Bledsoe misses 2-pt layup from 2 ft,,71,70
304,3,5:39.0,,Defensive rebound by N. Jokić,71,70
305,3,5:35.0,,P. Millsap misses 3-pt jump shot from 23 ft,71,70
306,3,5:31.0,Defensive rebound by K. Middleton,,71,70
307,3,5:25.0,J. Parker misses 2-pt layup from 2 ft (block by N. Jokić),,71,70
308,3,5:22.0,Offensive rebound by J. Parker,,71,70
309,3,5:20.0,J. Parker makes 2-pt layup from 1 ft,,73,70
310,3,5:07.0,,Turnover by P. Millsap (bad pass; steal by G. Antetokounmpo),73,70
311,3,5:02.0,T. Zeller misses 2-pt layup from 2 ft (block by N. Jokić),,73,70
312,3,5:02.0,Offensive rebound by T. Zeller,,73,70
313,3,5:02.0,Personal foul by P. Millsap (drawn by T. Zeller),,73,70
314,3,4:54.0,E. Bledsoe makes 2-pt jump shot from 9 ft,,75,70
315,3,4:33.0,,N. Jokić makes 2-pt layup from 2 ft,75,72
316,3,4:19.0,Shooting foul by N. Jokić (drawn by T. Zeller),,75,72
317,3,4:19.0,T. Zeller makes free throw 1 of 2,,76,72
318,3,4:19.0,,T. Lyles enters the game for N. Jokić,76,72
319,3,4:19.0,J. Terry enters the game for G. Antetokounmpo,,76,72
320,3,4:19.0,T. Zeller makes free throw 2 of 2,,77,72
321,3,3:57.0,,J. Hernangómez misses 3-pt jump shot from 22 ft,77,72
322,3,3:54.0,Defensive rebound by J. Terry,,77,72
323,3,3:47.0,T. Zeller makes 2-pt layup from 1 ft (assist by J. Terry),,79,72
324,3,3:47.0,Shooting foul by W. Barton (drawn by T. Zeller),,79,72
325,3,3:47.0,T. Zeller makes free throw 1 of 1,,80,72
326,3,3:31.0,,P. Millsap misses 2-pt jump shot from 4 ft,80,72
327,3,3:29.0,Defensive rebound by J. Parker,,80,72
328,3,3:25.0,E. Bledsoe makes 2-pt layup from 1 ft (assist by J. Parker),,82,72
329,3,3:08.0,,W. Barton misses 3-pt jump shot from 24 ft,82,72
330,3,3:06.0,Defensive rebound by E. Bledsoe,,82,72
331,3,3:05.0,Shooting foul by D. Harris (drawn by K. Middleton),,82,72
332,3,3:05.0,K. Middleton misses free throw 1 of 2,,82,72
333,3,3:05.0,Offensive rebound by Team,,82,72
334,3,3:05.0,,T. Craig enters the game for P. Millsap,82,72
335,3,3:05.0,,N. Jokić enters the game for W. Barton,82,72
336,3,3:05.0,K. Middleton makes free throw 2 of 2,,83,72
337,3,2:47.0,,N. Jokić makes 2-pt jump shot from 11 ft (assist by T. Lyles),83,74
338,3,2:37.0,K. Middleton misses 2-pt jump shot from 12 ft,,83,74
339,3,2:33.0,,Defensive rebound by T. Craig,83,74
340,3,2:16.0,,N. Jokić misses 3-pt jump shot from 24 ft,83,74
341,3,2:12.0,Defensive rebound by K. Middleton,,83,74
342,3,2:07.0,J. Parker makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,86,74
343,3,1:51.0,,N. Jokić misses 2-pt jump shot from 12 ft,86,74
344,3,1:47.0,Defensive rebound by E. Bledsoe,,86,74
345,3,1:40.0,E. Bledsoe makes 2-pt jump shot from 10 ft,,88,74
346,3,1:40.0,,Denver full timeout,88,74
347,3,1:40.0,,J. Murray enters the game for D. Harris,88,74
348,3,1:23.0,,J. Hernangómez makes 3-pt jump shot from 24 ft (assist by J. Murray),88,77
349,3,1:05.0,T. Zeller makes 2-pt layup from 2 ft (assist by K. Middleton),,90,77
350,3,0:58.0,,Personal foul by J. Terry (drawn by J. Murray),90,77
351,3,0:50.0,,Shooting foul by T. Zeller (drawn by T. Lyles),90,77
352,3,0:50.0,,T. Lyles misses free throw 1 of 2,90,77
353,3,0:50.0,,Offensive rebound by Team,90,77
354,3,0:50.0,,T. Lyles misses free throw 2 of 2,90,77
355,3,0:46.0,Defensive rebound by J. Parker,,90,77
356,3,0:33.0,Personal foul by J. Hernangómez (drawn by E. Bledsoe),,90,77
357,3,0:33.0,E. Bledsoe makes free throw 1 of 2,,91,77
358,3,0:33.0,E. Bledsoe makes free throw 2 of 2,,92,77
359,3,0:23.0,,N. Jokić makes 2-pt hook shot from 2 ft (assist by J. Hernangómez),92,79
360,3,0:00.0,K. Middleton misses 2-pt jump shot from 13 ft,,92,79
361,3,0:00.0,Offensive rebound by Team,,92,79
362,4,11:47.0,,N. Jokić makes 2-pt jump shot from 4 ft,92,81
363,4,11:29.0,J. Parker makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,95,81
364,4,11:18.0,,Personal foul by T. Zeller (drawn by N. Jokić),95,81
365,4,11:12.0,,N. Jokić misses 2-pt jump shot from 16 ft,95,81
366,4,11:07.0,Defensive rebound by G. Antetokounmpo,,95,81
367,4,11:02.0,J. Terry misses 3-pt jump shot from 22 ft,,95,81
368,4,10:58.0,,Defensive rebound by T. Craig,95,81
369,4,10:42.0,,T. Craig misses 3-pt jump shot from 24 ft,95,81
370,4,10:39.0,Defensive rebound by J. Parker,,95,81
371,4,10:26.0,T. Zeller makes 2-pt dunk from 1 ft (assist by G. Antetokounmpo),,97,81
372,4,10:12.0,,J. Murray makes 2-pt layup from 1 ft (assist by N. Jokić),97,83
373,4,9:58.0,G. Antetokounmpo misses 3-pt jump shot from 24 ft,,97,83
374,4,9:55.0,,Defensive rebound by T. Lyles,97,83
375,4,9:41.0,,Personal foul by J. Terry (drawn by T. Lyles),97,83
376,4,9:29.0,,T. Lyles misses 3-pt jump shot from 22 ft,97,83
377,4,9:28.0,Defensive rebound by Team,,97,83
