,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHARLOTTE_ACTION,MINNESOTA_SCORE,CHARLOTTE_SCORE
59,1,4:51.0,Shooting foul by M. Williams (drawn by J. Butler),,14,14
60,1,4:51.0,,J. Lamb enters the game for N. Batum,14,14
61,1,4:51.0,J. Butler makes free throw 1 of 1,,15,14
62,1,4:38.0,,Turnover by M. Williams (bad pass; steal by J. Butler),15,14
63,1,4:17.0,Turnover by J. Teague (bad pass; steal by J. Lamb),,15,14
64,1,4:02.0,,Turnover by K. Walker (bad pass; steal by J. Teague),15,14
65,1,3:59.0,J. Teague makes 2-pt layup from 1 ft,,17,14
66,1,3:59.0,,Charlotte full timeout,17,14
67,1,3:59.0,,C. Zeller enters the game for D. Howard,17,14
68,1,3:47.0,,K. Walker misses 2-pt jump shot from 12 ft,17,14
69,1,3:43.0,Defensive rebound by J. Teague,,17,14
70,1,3:21.0,K. Towns misses 2-pt jump shot from 17 ft,,17,14
71,1,3:18.0,Offensive rebound by J. Butler,,17,14
72,1,3:16.0,J. Teague misses 3-pt jump shot from 24 ft,,17,14
73,1,3:16.0,,Defensive rebound by Team,17,14
74,1,3:04.0,,J. Lamb makes 2-pt jump shot from 2 ft,17,16
75,1,3:04.0,,Shooting foul by A. Wiggins (drawn by J. Lamb),17,16
76,1,3:04.0,J. Crawford enters the game for J. Butler,,17,16
77,1,3:04.0,G. Dieng enters the game for K. Towns,,17,16
78,1,3:04.0,,J. Lamb makes free throw 1 of 1,17,17
79,1,2:45.0,G. Dieng misses 3-pt jump shot from 23 ft,,17,17
80,1,2:42.0,,Defensive rebound by M. Williams,17,17
81,1,2:40.0,,Shooting foul by J. Crawford (drawn by K. Walker),17,17
82,1,2:40.0,,K. Walker makes free throw 1 of 2,17,18
83,1,2:40.0,,F. Kaminsky enters the game for M. Williams,17,18
84,1,2:40.0,,D. Bacon enters the game for M. Kidd-Gilchrist,17,18
85,1,2:40.0,N. Bjelica enters the game for T. Gibson,,17,18
86,1,2:40.0,,K. Walker makes free throw 2 of 2,17,19
87,1,2:33.0,Turnover by A. Wiggins (lost ball; steal by K. Walker),,17,19
88,1,2:20.0,,K. Walker misses 3-pt jump shot from 23 ft,17,19
89,1,2:17.0,Defensive rebound by N. Bjelica,,17,19
90,1,2:02.0,N. Bjelica misses 2-pt jump shot from 17 ft,,17,19
91,1,1:59.0,,Defensive rebound by J. Lamb,17,19
92,1,1:52.0,,C. Zeller makes 2-pt dunk at rim (assist by J. Lamb),17,21
93,1,1:32.0,J. Teague makes 2-pt layup from 1 ft,,19,21
94,1,1:10.0,,F. Kaminsky makes 2-pt jump shot from 7 ft,19,23
95,1,0:59.0,J. Crawford makes 2-pt jump shot from 19 ft,,21,23
96,1,0:46.0,,D. Bacon misses 3-pt jump shot from 23 ft,21,23
97,1,0:42.0,Defensive rebound by N. Bjelica,,21,23
98,1,0:34.0,J. Crawford misses 3-pt jump shot from 28 ft,,21,23
99,1,0:31.0,,Defensive rebound by F. Kaminsky,21,23
100,1,0:21.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by C. Zeller),21,26
101,1,0:02.0,N. Bjelica makes 3-pt jump shot from 25 ft (assist by J. Crawford),,24,26
102,2,11:47.0,Turnover by J. Crawford (lost ball; steal by M. Carter-Williams),,24,26
103,2,11:42.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,24,26
104,2,11:37.0,,Offensive rebound by C. Zeller,24,26
105,2,11:35.0,,Turnover by C. Zeller (bad pass),24,26
106,2,11:14.0,Turnover by Team (shot clock),,24,26
107,2,11:00.0,,J. Lamb makes 2-pt layup from 2 ft (assist by F. Kaminsky),24,28
108,2,10:54.0,Shooting foul by M. Carter-Williams (drawn by J. Crawford),,24,28
109,2,10:54.0,J. Crawford makes free throw 1 of 3,,25,28
110,2,10:54.0,J. Crawford makes free throw 2 of 3,,26,28
111,2,10:54.0,J. Crawford makes free throw 3 of 3,,27,28
112,2,10:52.0,Technical foul by Team,,27,28
113,2,10:52.0,J. Crawford makes technical free throw,,28,28
114,2,10:34.0,,D. Bacon misses 2-pt jump shot from 19 ft,28,28
115,2,10:30.0,Defensive rebound by S. Muhammad,,28,28
116,2,10:23.0,J. Crawford makes 2-pt jump shot from 9 ft,,30,28
117,2,10:14.0,,J. Lamb makes 2-pt jump shot from 16 ft,30,30
118,2,10:02.0,T. Jones misses 3-pt jump shot from 25 ft,,30,30
119,2,9:58.0,,Defensive rebound by C. Zeller,30,30
120,2,9:48.0,,Turnover by J. Lamb (lost ball; steal by S. Muhammad),30,30
121,2,9:46.0,Personal foul by M. Carter-Williams (drawn by N. Bjelica),,30,30
122,2,9:33.0,N. Bjelica makes 2-pt layup from 7 ft (assist by J. Crawford),,32,30
123,2,9:20.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),32,33
124,2,9:06.0,J. Crawford makes 2-pt jump shot from 18 ft,,34,33
125,2,8:43.0,,F. Kaminsky makes 2-pt jump shot from 4 ft,34,35
126,2,8:23.0,G. Dieng makes 2-pt jump shot from 7 ft (assist by T. Jones),,36,35
127,2,8:12.0,,M. Carter-Williams makes 2-pt jump shot from 6 ft,36,37
128,2,8:00.0,J. Crawford makes 2-pt jump shot from 18 ft,,38,37
129,2,7:46.0,,Turnover by M. Carter-Williams (bad pass; steal by T. Jones),38,37
130,2,7:41.0,T. Jones makes 2-pt layup from 1 ft,,40,37
131,2,7:26.0,,J. Lamb misses 3-pt jump shot from 25 ft,40,37
132,2,7:23.0,Defensive rebound by N. Bjelica,,40,37
133,2,7:18.0,Shooting foul by D. Bacon (drawn by G. Dieng),,40,37
134,2,7:18.0,G. Dieng makes free throw 1 of 2,,41,37
135,2,7:18.0,G. Dieng makes free throw 2 of 2,,42,37
136,2,7:01.0,,Shooting foul by G. Dieng (drawn by C. Zeller),42,37
137,2,7:01.0,,C. Zeller makes free throw 1 of 2,42,38
138,2,7:01.0,,N. Batum enters the game for D. Bacon,42,38
139,2,7:01.0,,C. Zeller misses free throw 2 of 2,42,38
140,2,6:58.0,,Offensive rebound by J. Lamb,42,38
141,2,6:51.0,,F. Kaminsky misses 2-pt layup from 2 ft,42,38
142,2,6:47.0,Defensive rebound by G. Dieng,,42,38
143,2,6:46.0,J. Crawford misses 3-pt jump shot from 26 ft,,42,38
144,2,6:42.0,,Defensive rebound by C. Zeller,42,38
145,2,6:31.0,,Shooting foul by N. Bjelica (drawn by F. Kaminsky),42,38
146,2,6:31.0,,Charlotte full timeout,42,38
147,2,6:31.0,,D. Howard enters the game for C. Zeller,42,38
148,2,6:31.0,K. Towns enters the game for G. Dieng,,42,38
149,2,6:31.0,J. Butler enters the game for N. Bjelica,,42,38
150,2,6:31.0,,F. Kaminsky makes free throw 1 of 2,42,39
151,2,6:31.0,,F. Kaminsky makes free throw 2 of 2,42,40
152,2,6:12.0,S. Muhammad misses 3-pt jump shot from 25 ft,,42,40
153,2,6:10.0,,Defensive rebound by J. Lamb,42,40
154,2,5:58.0,,D. Howard makes 2-pt layup from 1 ft (assist by F. Kaminsky),42,42
155,2,5:37.0,K. Towns makes 2-pt jump shot from 19 ft (assist by T. Jones),,44,42
156,2,5:19.0,,N. Batum makes 2-pt jump shot from 18 ft,44,44
157,2,5:09.0,Turnover by J. Butler (bad pass),,44,44
158,2,5:09.0,,K. Walker enters the game for J. Lamb,44,44
159,2,5:09.0,,M. Kidd-Gilchrist enters the game for M. Carter-Williams,44,44
160,2,5:09.0,J. Teague enters the game for T. Jones,,44,44
161,2,5:09.0,A. Wiggins enters the game for J. Crawford,,44,44
162,2,5:09.0,T. Gibson enters the game for S. Muhammad,,44,44
163,2,4:56.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 7 ft,44,44
164,2,4:52.0,Defensive rebound by K. Towns,,44,44
165,2,4:48.0,J. Teague misses 3-pt jump shot from 25 ft,,44,44
166,2,4:45.0,,Defensive rebound by F. Kaminsky,44,44
167,2,4:38.0,,Turnover by N. Batum (bad pass; steal by A. Wiggins),44,44
168,2,4:30.0,A. Wiggins misses 3-pt jump shot from 26 ft,,44,44
169,2,4:30.0,,Defensive rebound by D. Howard,44,44
170,2,4:14.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,44,46
171,2,3:59.0,K. Towns misses 3-pt jump shot from 28 ft,,44,46
172,2,3:55.0,,Defensive rebound by F. Kaminsky,44,46
173,2,3:51.0,,F. Kaminsky misses 2-pt layup from 3 ft (block by J. Teague),44,46
174,2,3:51.0,,Offensive rebound by Team,44,46
175,2,3:51.0,,M. Williams enters the game for F. Kaminsky,44,46
176,2,3:46.0,,N. Batum misses 3-pt jump shot from 23 ft,44,46
177,2,3:46.0,Defensive rebound by J. Teague,,44,46
178,2,3:31.0,J. Butler misses 2-pt jump shot from 17 ft,,44,46
179,2,3:28.0,,Defensive rebound by D. Howard,44,46
180,2,3:25.0,,N. Batum makes 2-pt layup from 2 ft,44,48
181,2,3:12.0,K. Towns makes 2-pt jump shot from 2 ft (assist by J. Teague),,46,48
182,2,2:48.0,,D. Howard makes 2-pt dunk at rim (assist by M. Williams),46,50
183,2,2:35.0,J. Butler makes 2-pt dunk at rim (assist by T. Gibson),,48,50
184,2,2:21.0,Minnesota full timeout,,48,50
185,2,2:13.0,,D. Howard makes 2-pt layup from 2 ft,48,52
186,2,1:59.0,,Offensive charge foul by T. Gibson (drawn by M. Kidd-Gilchrist),48,52
187,2,1:59.0,Turnover by T. Gibson (offensive foul),,48,52
188,2,1:47.0,,Turnover by K. Walker (lost ball; steal by J. Teague),48,52
189,2,1:41.0,J. Butler misses 2-pt layup from 1 ft (block by M. Kidd-Gilchrist),,48,52
190,2,1:37.0,Offensive rebound by A. Wiggins,,48,52
191,2,1:36.0,A. Wiggins makes 2-pt layup from 1 ft,,50,52
192,2,1:30.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by K. Walker),50,55
193,2,1:07.0,A. Wiggins misses 3-pt jump shot from 25 ft,,50,55
194,2,1:03.0,,Defensive rebound by D. Howard,50,55
195,2,0:58.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,50,55
196,2,0:55.0,Defensive rebound by K. Towns,,50,55
197,2,0:42.0,J. Teague makes 2-pt jump shot from 14 ft,,52,55
198,2,0:31.0,,M. Williams misses 3-pt jump shot from 28 ft,52,55
199,2,0:27.0,Defensive rebound by K. Towns,,52,55
200,2,0:03.0,J. Teague misses 2-pt jump shot from 13 ft,,52,55
201,2,0:01.0,,Defensive rebound by N. Batum,52,55
202,2,0:00.0,,D. Howard misses 3-pt jump shot from 31 ft,52,55
203,2,0:00.0,,Offensive rebound by Team,52,55
204,3,11:36.0,J. Teague misses 2-pt jump shot from 9 ft,,52,55
205,3,11:34.0,Offensive rebound by Team,,52,55
206,3,11:24.0,J. Teague makes 3-pt jump shot from 28 ft,,55,55
207,3,11:07.0,,N. Batum misses 2-pt jump shot from 14 ft,55,55
208,3,11:04.0,Defensive rebound by T. Gibson,,55,55
209,3,10:47.0,J. Butler makes 2-pt jump shot from 18 ft (assist by T. Gibson),,57,55
210,3,10:35.0,,K. Walker makes 3-pt jump shot from 25 ft,57,58
211,3,10:11.0,A. Wiggins makes 2-pt jump shot from 20 ft,,59,58
212,3,9:49.0,,N. Batum misses 2-pt jump shot from 14 ft,59,58
213,3,9:43.0,Defensive rebound by T. Gibson,,59,58
214,3,9:33.0,J. Teague misses 2-pt jump shot from 7 ft,,59,58
215,3,9:31.0,,Defensive rebound by N. Batum,59,58
216,3,9:25.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 8 ft (block by K. Towns),59,58
217,3,9:22.0,,Offensive rebound by D. Howard,59,58
218,3,9:22.0,,D. Howard misses 2-pt layup at rim,59,58
219,3,9:22.0,Defensive rebound by Team,,59,58
220,3,9:13.0,Shooting foul by M. Kidd-Gilchrist (drawn by A. Wiggins),,59,58
221,3,9:13.0,A. Wiggins makes free throw 1 of 2,,60,58
222,3,9:13.0,,Charlotte full timeout,60,58
223,3,9:13.0,A. Wiggins misses free throw 2 of 2,,60,58
224,3,9:07.0,Offensive rebound by J. Butler,,60,58
225,3,8:54.0,J. Butler makes 2-pt jump shot from 17 ft (assist by A. Wiggins),,62,58
226,3,8:39.0,,Technical foul by D. Howard,62,58
227,3,8:39.0,,Turnover by D. Howard (turnover),62,58
228,3,8:39.0,K. Towns makes flagrant free throw 2 of 2,,63,58
229,3,8:39.0,K. Towns makes flagrant free throw 1 of 2,,64,58
230,3,8:27.0,A. Wiggins misses 2-pt jump shot from 14 ft (block by M. Kidd-Gilchrist),,64,58
231,3,8:21.0,Offensive rebound by T. Gibson,,64,58
232,3,8:20.0,T. Gibson misses 2-pt jump shot from 15 ft,,64,58
233,3,8:20.0,,Defensive rebound by D. Howard,64,58
234,3,8:15.0,,K. Walker makes 2-pt layup at rim,64,60
235,3,8:15.0,,Shooting foul by T. Gibson (drawn by K. Walker),64,60
236,3,8:15.0,,K. Walker makes free throw 1 of 1,64,61
237,3,8:03.0,J. Butler makes 2-pt jump shot from 19 ft (assist by J. Teague),,66,61
238,3,7:51.0,,K. Walker misses 3-pt jump shot from 25 ft,66,61
239,3,7:48.0,Defensive rebound by J. Butler,,66,61
240,3,7:45.0,J. Butler misses 3-pt jump shot from 26 ft,,66,61
241,3,7:41.0,,Defensive rebound by K. Walker,66,61
242,3,7:37.0,,Personal foul by J. Butler (drawn by D. Howard),66,61
243,3,7:34.0,,N. Batum makes 3-pt jump shot from 26 ft (assist by M. Williams),66,64
244,3,7:26.0,Personal foul by N. Batum (drawn by J. Teague),,66,64
245,3,7:10.0,J. Teague makes 2-pt jump shot from 4 ft,,68,64
246,3,7:04.0,,Offensive foul by D. Howard (drawn by K. Towns),68,64
247,3,7:04.0,,Turnover by D. Howard (offensive foul),68,64
248,3,6:50.0,Turnover by T. Gibson (turnover),,68,64
249,3,6:37.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft,68,64
250,3,6:31.0,,Offensive rebound by D. Howard,68,64
251,3,6:31.0,,D. Howard makes 2-pt dunk at rim,68,66
252,3,6:12.0,J. Teague misses 2-pt layup from 9 ft,,68,66
253,3,6:10.0,,Defensive rebound by D. Howard,68,66
254,3,6:09.0,,K. Walker makes 2-pt layup from 1 ft,68,68
255,3,6:09.0,,Shooting foul by A. Wiggins (drawn by K. Walker),68,68
256,3,6:09.0,,K. Walker makes free throw 1 of 1,68,69
257,3,5:58.0,A. Wiggins misses 2-pt jump shot from 18 ft,,68,69
258,3,5:56.0,,Defensive rebound by Team,68,69
259,3,5:39.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 9 ft,68,69
260,3,5:36.0,Defensive rebound by J. Butler,,68,69
261,3,5:24.0,Shooting foul by M. Kidd-Gilchrist (drawn by T. Gibson),,68,69
262,3,5:24.0,T. Gibson misses free throw 1 of 2,,68,69
263,3,5:24.0,Offensive rebound by Team,,68,69
264,3,5:24.0,T. Gibson makes free throw 2 of 2,,69,69
265,3,5:15.0,,N. Batum misses 3-pt jump shot from 25 ft,69,69
266,3,5:13.0,,Offensive rebound by D. Howard,69,69
267,3,5:13.0,,Shooting foul by T. Gibson (drawn by D. Howard),69,69
268,3,5:13.0,,D. Howard makes free throw 1 of 2,69,70
269,3,5:13.0,,D. Howard makes free throw 2 of 2,69,71
270,3,4:50.0,A. Wiggins misses 2-pt jump shot from 17 ft,,69,71
271,3,4:47.0,,Defensive rebound by M. Kidd-Gilchrist,69,71
272,3,4:44.0,,Turnover by M. Kidd-Gilchrist (lost ball; steal by J. Teague),69,71
273,3,4:39.0,J. Teague makes 2-pt layup from 1 ft,,71,71
274,3,4:26.0,,Turnover by D. Howard (out of bounds lost ball),71,71
275,3,4:03.0,T. Gibson misses 2-pt jump shot from 15 ft,,71,71
276,3,3:58.0,,Defensive rebound by N. Batum,71,71
277,3,3:43.0,,M. Williams misses 2-pt layup from 1 ft (block by T. Gibson),71,71
278,3,3:43.0,Defensive rebound by T. Gibson,,71,71
279,3,3:34.0,K. Towns misses 2-pt jump shot from 4 ft,,71,71
280,3,3:34.0,,Defensive rebound by D. Howard,71,71
281,3,3:22.0,,M. Williams misses 3-pt jump shot from 24 ft,71,71
282,3,3:22.0,,Offensive rebound by D. Howard,71,71
283,3,3:15.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 6 ft,71,71
284,3,3:15.0,,Offensive rebound by D. Howard,71,71
285,3,3:13.0,,D. Howard makes 2-pt dunk at rim,71,73
286,3,3:13.0,Minnesota full timeout,,71,73
287,3,3:13.0,,J. Lamb enters the game for N. Batum,71,73
288,3,3:13.0,,F. Kaminsky enters the game for M. Williams,71,73
289,3,3:13.0,G. Dieng enters the game for K. Towns,,71,73
290,3,2:49.0,G. Dieng makes 3-pt jump shot from 24 ft (assist by A. Wiggins),,74,73
291,3,2:26.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 15 ft (assist by J. Lamb),74,75
292,3,2:18.0,Personal foul by J. Lamb (drawn by J. Teague),,74,75
293,3,2:18.0,J. Teague misses free throw 1 of 2,,74,75
294,3,2:18.0,Offensive rebound by Team,,74,75
295,3,2:18.0,,C. Zeller enters the game for D. Howard,74,75
296,3,2:18.0,N. Bjelica enters the game for J. Butler,,74,75
297,3,2:18.0,J. Crawford enters the game for T. Gibson,,74,75
298,3,2:18.0,J. Teague makes free throw 2 of 2,,75,75
299,3,2:01.0,,F. Kaminsky misses 2-pt layup from 6 ft,75,75
300,3,2:01.0,,Offensive rebound by Team,75,75
301,3,1:49.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by J. Lamb),75,78
302,3,1:25.0,J. Teague misses 2-pt layup from 6 ft (block by K. Walker),,75,78
303,3,1:22.0,,Defensive rebound by K. Walker,75,78
304,3,1:11.0,,K. Walker misses 2-pt layup from 2 ft,75,78
305,3,1:11.0,Defensive rebound by Team,,75,78
306,3,1:11.0,,M. Carter-Williams enters the game for K. Walker,75,78
307,3,0:58.0,Offensive foul by A. Wiggins (drawn by M. Kidd-Gilchrist),,75,78
308,3,0:58.0,Turnover by A. Wiggins (offensive foul),,75,78
309,3,0:58.0,Technical foul by Team,,75,78
310,3,0:58.0,,J. Lamb makes technical free throw,75,79
311,3,0:58.0,T. Jones enters the game for J. Teague,,75,79
312,3,0:43.0,,J. Lamb makes 3-pt jump shot from 22 ft (assist by C. Zeller),75,82
313,3,0:35.0,J. Crawford makes 2-pt jump shot from 18 ft,,77,82
314,3,0:17.0,,C. Zeller makes 2-pt jump shot from 17 ft (assist by F. Kaminsky),77,84
315,3,0:02.0,J. Crawford makes 3-pt jump shot from 29 ft,,80,84
316,3,0:00.0,,M. Carter-Williams misses 3-pt jump shot from 27 ft,80,84
317,3,0:00.0,,Offensive rebound by Team,80,84
318,4,11:48.0,,C. Zeller makes 2-pt layup at rim (assist by M. Carter-Williams),80,86
319,4,11:48.0,Violation by G. Dieng (def goaltending),,80,86
320,4,11:25.0,N. Bjelica makes 2-pt jump shot from 7 ft,,82,86
321,4,11:12.0,,F. Kaminsky makes 2-pt layup from 1 ft,82,88
322,4,11:04.0,Personal foul by J. Lamb (drawn by T. Jones),,82,88
323,4,10:48.0,T. Jones misses 2-pt layup from 3 ft,,82,88
324,4,10:46.0,,Defensive rebound by D. Bacon,82,88
325,4,10:33.0,,D. Bacon misses 2-pt jump shot from 8 ft,82,88
326,4,10:33.0,,Offensive rebound by Team,82,88
327,4,10:33.0,Loose ball foul by N. Bjelica (drawn by C. Zeller),,82,88
328,4,10:21.0,,F. Kaminsky makes 2-pt layup from 2 ft,82,90
329,4,10:02.0,S. Muhammad misses 3-pt jump shot from 22 ft,,82,90
330,4,10:00.0,,Defensive rebound by M. Carter-Williams,82,90
331,4,9:56.0,,Turnover by C. Zeller (offensive goaltending),82,90
332,4,9:43.0,J. Crawford misses 3-pt jump shot from 29 ft,,82,90
333,4,9:43.0,,Defensive rebound by J. Lamb,82,90
334,4,9:30.0,,C. Zeller misses 2-pt jump shot from 1 ft (block by N. Bjelica),82,90
335,4,9:26.0,Defensive rebound by G. Dieng,,82,90
336,4,9:23.0,Personal foul by M. Carter-Williams (drawn by J. Crawford),,82,90
337,4,9:09.0,S. Muhammad makes 3-pt jump shot from 23 ft (assist by T. Jones),,85,90
338,4,8:56.0,,J. Lamb makes 2-pt jump shot from 18 ft (assist by M. Carter-Williams),85,92
339,4,8:56.0,,Shooting foul by T. Jones (drawn by J. Lamb),85,92
340,4,8:56.0,J. Butler enters the game for T. Jones,,85,92
341,4,8:56.0,,J. Lamb makes free throw 1 of 1,85,93
342,4,8:43.0,J. Butler misses 2-pt jump shot from 14 ft,,85,93
343,4,8:40.0,Defensive rebound by Team,,85,93
344,4,8:35.0,J. Crawford misses 2-pt jump shot from 18 ft,,85,93
345,4,8:28.0,Offensive rebound by S. Muhammad,,85,93
346,4,8:28.0,S. Muhammad misses 2-pt dunk at rim,,85,93
347,4,8:27.0,,Defensive rebound by M. Carter-Williams,85,93
348,4,8:23.0,,Turnover by F. Kaminsky (bad pass),85,93
349,4,8:07.0,J. Crawford misses 2-pt jump shot from 16 ft,,85,93
350,4,8:04.0,,Defensive rebound by C. Zeller,85,93
351,4,7:51.0,,F. Kaminsky makes 2-pt dunk at rim (assist by D. Bacon),85,95
352,4,7:51.0,Minnesota full timeout,,85,95
353,4,7:51.0,J. Teague enters the game for J. Crawford,,85,95
354,4,7:51.0,A. Wiggins enters the game for S. Muhammad,,85,95
355,4,7:37.0,J. Butler misses 2-pt jump shot from 3 ft,,85,95
356,4,7:35.0,,Defensive rebound by D. Bacon,85,95
357,4,7:21.0,,J. Lamb misses 3-pt jump shot from 25 ft,85,95
358,4,7:21.0,,Offensive rebound by D. Bacon,85,95
359,4,7:13.0,,J. Lamb misses 3-pt jump shot from 23 ft,85,95
360,4,7:13.0,,Offensive rebound by M. Carter-Williams,85,95
361,4,7:00.0,,F. Kaminsky misses 2-pt jump shot from 12 ft,85,95
362,4,6:57.0,Defensive rebound by J. Butler,,85,95
363,4,6:55.0,Personal foul by M. Carter-Williams (drawn by J. Butler),,85,95
364,4,6:55.0,,N. Batum enters the game for J. Lamb,85,95
365,4,6:55.0,,M. Kidd-Gilchrist enters the game for D. Bacon,85,95
366,4,6:55.0,,K. Walker enters the game for M. Carter-Williams,85,95
367,4,6:55.0,,D. Howard enters the game for C. Zeller,85,95
368,4,6:55.0,K. Towns enters the game for G. Dieng,,85,95
369,4,6:55.0,T. Gibson enters the game for N. Bjelica,,85,95
370,4,6:45.0,K. Towns makes 2-pt jump shot from 10 ft,,87,95
371,4,6:45.0,,Violation by D. Howard (def goaltending),87,95
372,4,6:29.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),87,98
373,4,6:17.0,K. Towns makes 2-pt hook shot from 6 ft,,89,98
374,4,5:53.0,,F. Kaminsky makes 3-pt jump shot from 24 ft (assist by N. Batum),89,101
375,4,5:31.0,Shooting foul by F. Kaminsky (drawn by K. Towns),,89,101
376,4,5:31.0,K. Towns makes free throw 1 of 3,,90,101
377,4,5:31.0,,M. Williams enters the game for F. Kaminsky,90,101
378,4,5:31.0,K. Towns makes free throw 2 of 3,,91,101
379,4,5:31.0,K. Towns makes free throw 3 of 3,,92,101
380,4,5:11.0,,N. Batum misses 2-pt jump shot from 11 ft,92,101
381,4,5:06.0,,Offensive rebound by M. Kidd-Gilchrist,92,101
