,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DENVER_ACTION,PORTLAND_SCORE,DENVER_SCORE
137,2,8:55.0,,M. Plumlee enters the game for N. Jokić,29,32
138,2,8:51.0,,Personal foul by J. Nurkić (drawn by M. Plumlee),29,32
139,2,8:45.0,,G. Harris misses 3-pt jump shot from 23 ft,29,32
140,2,8:42.0,Defensive rebound by J. Nurkić,,29,32
141,2,8:33.0,E. Turner makes 2-pt jump shot from 11 ft,,31,32
142,2,8:17.0,,Turnover by T. Lyles (lost ball; steal by C. McCollum),31,32
143,2,8:13.0,C. McCollum makes 2-pt layup from 1 ft,,33,32
144,2,8:13.0,,Denver full timeout,33,32
145,2,8:13.0,,W. Chandler enters the game for T. Craig,33,32
146,2,8:02.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by D. Harris),33,34
147,2,7:48.0,Turnover by E. Turner (bad pass),,33,34
148,2,7:48.0,,J. Murray enters the game for T. Lyles,33,34
149,2,7:48.0,,P. Millsap enters the game for D. Harris,33,34
150,2,7:48.0,A. Aminu enters the game for Z. Collins,,33,34
151,2,7:23.0,,G. Harris misses 2-pt jump shot from 7 ft,33,34
152,2,7:22.0,Defensive rebound by A. Aminu,,33,34
153,2,7:17.0,E. Turner misses 2-pt jump shot from 11 ft,,33,34
154,2,7:12.0,Offensive rebound by J. Nurkić,,33,34
155,2,7:12.0,J. Nurkić misses 2-pt layup at rim,,33,34
156,2,7:11.0,,Defensive rebound by W. Chandler,33,34
157,2,7:06.0,,Shooting foul by S. Napier (drawn by J. Murray),33,34
158,2,7:06.0,,J. Murray makes free throw 1 of 2,33,35
159,2,7:06.0,,W. Barton enters the game for G. Harris,33,35
160,2,7:06.0,D. Lillard enters the game for C. McCollum,,33,35
161,2,7:06.0,,J. Murray misses free throw 2 of 2,33,35
162,2,7:01.0,Defensive rebound by J. Nurkić,,33,35
163,2,6:52.0,J. Nurkić makes 2-pt layup from 2 ft,,35,35
164,2,6:52.0,Shooting foul by M. Plumlee (drawn by J. Nurkić),,35,35
165,2,6:52.0,J. Nurkić makes free throw 1 of 1,,36,35
166,2,6:35.0,,P. Millsap misses 2-pt jump shot from 13 ft,36,35
167,2,6:34.0,,Offensive rebound by Team,36,35
168,2,6:34.0,Loose ball foul by E. Turner (drawn by M. Plumlee),,36,35
169,2,6:34.0,,M. Plumlee misses free throw 1 of 2,36,35
170,2,6:34.0,,Offensive rebound by Team,36,35
171,2,6:34.0,,M. Plumlee makes free throw 2 of 2,36,36
172,2,6:21.0,Turnover by A. Aminu (bad pass; steal by M. Plumlee),,36,36
173,2,6:14.0,,Offensive foul by M. Plumlee (drawn by A. Aminu),36,36
174,2,6:14.0,,Turnover by M. Plumlee (offensive foul),36,36
175,2,6:04.0,J. Nurkić misses 2-pt layup from 3 ft,,36,36
176,2,6:01.0,Offensive rebound by J. Nurkić,,36,36
177,2,6:00.0,J. Nurkić makes 2-pt layup from 1 ft,,38,36
178,2,5:48.0,,Turnover by J. Murray (bad pass; steal by A. Aminu),38,36
179,2,5:47.0,Personal block foul by P. Millsap (drawn by A. Aminu),,38,36
180,2,5:47.0,,N. Jokić enters the game for M. Plumlee,38,36
181,2,5:32.0,A. Aminu misses 3-pt jump shot from 25 ft,,38,36
182,2,5:29.0,,Defensive rebound by P. Millsap,38,36
183,2,5:12.0,,W. Barton misses 2-pt layup from 3 ft,38,36
184,2,5:10.0,Defensive rebound by A. Aminu,,38,36
185,2,5:06.0,S. Napier makes 3-pt jump shot from 25 ft (assist by A. Aminu),,41,36
186,2,4:49.0,,P. Millsap misses 2-pt hook shot from 2 ft,41,36
187,2,4:48.0,Defensive rebound by E. Turner,,41,36
188,2,4:41.0,A. Aminu misses 3-pt jump shot from 24 ft,,41,36
189,2,4:38.0,,Defensive rebound by N. Jokić,41,36
190,2,4:25.0,,N. Jokić misses 2-pt hook shot from 5 ft,41,36
191,2,4:23.0,Defensive rebound by A. Aminu,,41,36
192,2,4:06.0,J. Nurkić misses 2-pt jump shot from 10 ft,,41,36
193,2,4:04.0,,Defensive rebound by N. Jokić,41,36
194,2,3:56.0,,J. Murray misses 3-pt jump shot from 24 ft,41,36
195,2,3:53.0,Defensive rebound by Team,,41,36
196,2,3:53.0,Portland full timeout,,41,36
197,2,3:53.0,C. McCollum enters the game for S. Napier,,41,36
198,2,3:46.0,Offensive foul by A. Aminu (drawn by J. Murray),,41,36
199,2,3:46.0,Turnover by A. Aminu (offensive foul),,41,36
200,2,3:38.0,,Shooting foul by C. McCollum (drawn by W. Barton),41,36
201,2,3:38.0,,W. Barton makes free throw 1 of 2,41,37
202,2,3:38.0,,W. Barton makes free throw 2 of 2,41,38
203,2,3:24.0,D. Lillard misses 3-pt jump shot from 25 ft,,41,38
204,2,3:20.0,,Defensive rebound by W. Chandler,41,38
205,2,3:16.0,,Shooting foul by J. Nurkić (drawn by N. Jokić),41,38
206,2,3:16.0,,N. Jokić makes free throw 1 of 2,41,39
207,2,3:16.0,C. Swanigan enters the game for J. Nurkić,,41,39
208,2,3:16.0,,N. Jokić makes free throw 2 of 2,41,40
209,2,3:05.0,Away from play foul by W. Barton (drawn by E. Turner),,41,40
210,2,2:53.0,C. McCollum misses 2-pt jump shot from 5 ft,,41,40
211,2,2:51.0,,Defensive rebound by W. Chandler,41,40
212,2,2:37.0,,P. Millsap misses 2-pt jump shot from 4 ft,41,40
213,2,2:34.0,Defensive rebound by C. Swanigan,,41,40
214,2,2:28.0,Shooting foul by P. Millsap (drawn by C. McCollum),,41,40
215,2,2:28.0,C. McCollum makes free throw 1 of 2,,42,40
216,2,2:28.0,C. McCollum makes free throw 2 of 2,,43,40
217,2,2:16.0,,W. Chandler misses 2-pt jump shot from 17 ft,43,40
218,2,2:11.0,Defensive rebound by A. Aminu,,43,40
219,2,2:00.0,E. Turner misses 3-pt jump shot from 22 ft,,43,40
220,2,1:56.0,,Defensive rebound by N. Jokić,43,40
221,2,1:52.0,Violation by C. Swanigan (kicked ball),,43,40
222,2,1:43.0,,N. Jokić makes 2-pt hook shot from 7 ft (assist by W. Barton),43,42
223,2,1:23.0,D. Lillard misses 3-pt jump shot from 22 ft,,43,42
224,2,1:20.0,Offensive rebound by D. Lillard,,43,42
225,2,1:16.0,C. Swanigan misses 2-pt jump shot from 7 ft,,43,42
226,2,1:12.0,Offensive rebound by E. Turner,,43,42
227,2,1:10.0,D. Lillard misses 3-pt jump shot from 25 ft,,43,42
228,2,1:07.0,Offensive rebound by A. Aminu,,43,42
229,2,1:06.0,A. Aminu misses 2-pt layup from 3 ft (block by N. Jokić),,43,42
230,2,1:04.0,Offensive rebound by Team,,43,42
231,2,1:04.0,,M. Plumlee enters the game for N. Jokić,43,42
232,2,0:57.0,C. Swanigan makes 2-pt layup from 2 ft (assist by D. Lillard),,45,42
233,2,0:48.0,,Turnover by J. Murray (lost ball; steal by D. Lillard),45,42
234,2,0:43.0,A. Aminu makes 2-pt layup from 1 ft (assist by C. McCollum),,47,42
235,2,0:24.0,,P. Millsap misses 3-pt jump shot from 23 ft,47,42
236,2,0:19.0,,Offensive rebound by M. Plumlee,47,42
237,2,0:19.0,,M. Plumlee misses 2-pt layup at rim,47,42
238,2,0:18.0,Defensive rebound by A. Aminu,,47,42
239,2,0:01.0,D. Lillard makes 2-pt layup from 1 ft,,49,42
240,3,11:46.0,C. McCollum misses 2-pt jump shot from 14 ft,,49,42
241,3,11:43.0,,Defensive rebound by N. Jokić,49,42
242,3,11:32.0,,N. Jokić misses 2-pt hook shot from 3 ft,49,42
243,3,11:31.0,Defensive rebound by J. Nurkić,,49,42
244,3,11:23.0,A. Aminu misses 3-pt jump shot from 24 ft,,49,42
245,3,11:21.0,Offensive rebound by Team,,49,42
246,3,11:21.0,,Loose ball foul by J. Murray (drawn by J. Nurkić),49,42
247,3,11:00.0,C. McCollum makes 3-pt jump shot from 22 ft (assist by E. Turner),,52,42
248,3,10:46.0,,P. Millsap makes 2-pt jump shot from 14 ft (assist by W. Barton),52,44
249,3,10:32.0,D. Lillard misses 2-pt layup from 2 ft (block by W. Chandler),,52,44
250,3,10:31.0,,Defensive rebound by W. Chandler,52,44
251,3,10:24.0,,W. Barton makes 2-pt layup from 1 ft (assist by N. Jokić),52,46
252,3,10:01.0,J. Nurkić misses 2-pt jump shot from 16 ft,,52,46
253,3,9:58.0,Offensive rebound by C. McCollum,,52,46
254,3,9:56.0,C. McCollum misses 3-pt jump shot from 24 ft,,52,46
255,3,9:51.0,Offensive rebound by J. Nurkić,,52,46
256,3,9:50.0,J. Nurkić makes 2-pt hook shot from 3 ft,,54,46
257,3,9:38.0,,Turnover by N. Jokić (bad pass; steal by E. Turner),54,46
258,3,9:32.0,C. McCollum misses 2-pt jump shot from 14 ft,,54,46
259,3,9:29.0,Offensive rebound by J. Nurkić,,54,46
260,3,9:29.0,J. Nurkić makes 2-pt layup from 2 ft,,56,46
261,3,9:29.0,,Denver full timeout,56,46
262,3,9:16.0,,Personal block foul by A. Aminu (drawn by P. Millsap),56,46
263,3,9:10.0,,P. Millsap misses 3-pt jump shot from 25 ft,56,46
264,3,9:07.0,,Offensive rebound by N. Jokić,56,46
265,3,9:06.0,,N. Jokić makes 2-pt layup from 2 ft,56,48
266,3,8:49.0,A. Aminu misses 3-pt jump shot from 25 ft,,56,48
267,3,8:48.0,,Defensive rebound by Team,56,48
268,3,8:31.0,,W. Chandler misses 2-pt layup from 1 ft,56,48
269,3,8:28.0,Defensive rebound by D. Lillard,,56,48
270,3,8:18.0,A. Aminu makes 3-pt jump shot from 22 ft (assist by C. McCollum),,59,48
271,3,8:03.0,,Personal foul by A. Aminu (drawn by P. Millsap),59,48
272,3,7:54.0,,W. Chandler makes 3-pt jump shot from 25 ft (assist by W. Barton),59,51
273,3,7:36.0,A. Aminu misses 3-pt jump shot from 22 ft,,59,51
274,3,7:34.0,Offensive rebound by A. Aminu,,59,51
275,3,7:33.0,A. Aminu misses 2-pt layup from 5 ft,,59,51
276,3,7:30.0,Offensive rebound by A. Aminu,,59,51
277,3,7:30.0,A. Aminu makes 2-pt layup from 2 ft,,61,51
278,3,7:21.0,,Personal foul by D. Lillard (drawn by J. Murray),61,51
279,3,7:21.0,C. Swanigan enters the game for A. Aminu,,61,51
280,3,7:14.0,,N. Jokić misses 2-pt layup from 5 ft,61,51
281,3,7:13.0,,Offensive rebound by P. Millsap,61,51
282,3,7:13.0,,Shooting foul by C. Swanigan (drawn by P. Millsap),61,51
283,3,7:13.0,,P. Millsap makes free throw 1 of 2,61,52
284,3,7:13.0,,P. Millsap makes free throw 2 of 2,61,53
285,3,6:56.0,E. Turner misses 2-pt jump shot from 12 ft,,61,53
286,3,6:53.0,,Defensive rebound by J. Murray,61,53
287,3,6:45.0,,W. Barton misses 2-pt jump shot from 23 ft,61,53
288,3,6:41.0,Defensive rebound by C. Swanigan,,61,53
289,3,6:35.0,Shooting foul by J. Murray (drawn by D. Lillard),,61,53
290,3,6:35.0,D. Lillard makes free throw 1 of 2,,62,53
291,3,6:35.0,,M. Plumlee enters the game for P. Millsap,62,53
292,3,6:35.0,D. Lillard misses free throw 2 of 2,,62,53
293,3,6:31.0,,Defensive rebound by N. Jokić,62,53
294,3,6:18.0,,J. Murray misses 2-pt dunk from 2 ft,62,53
295,3,6:18.0,Defensive rebound by C. Swanigan,,62,53
296,3,6:18.0,D. Lillard misses technical free throw,,62,53
297,3,6:18.0,Offensive rebound by Team,,62,53
298,3,6:04.0,Personal foul by J. Murray (drawn by C. McCollum),,62,53
299,3,5:58.0,Turnover by C. Swanigan (lost ball; steal by N. Jokić),,62,53
300,3,5:52.0,,J. Murray misses 3-pt jump shot from 25 ft,62,53
301,3,5:50.0,Defensive rebound by J. Nurkić,,62,53
302,3,5:42.0,D. Lillard makes 2-pt layup from 2 ft,,64,53
303,3,5:24.0,,W. Barton makes 2-pt layup from 1 ft,64,55
304,3,5:01.0,C. McCollum misses 2-pt jump shot from 5 ft (block by J. Murray),,64,55
305,3,4:58.0,,Defensive rebound by N. Jokić,64,55
306,3,4:55.0,,W. Chandler makes 2-pt dunk at rim (assist by J. Murray),64,57
307,3,4:55.0,Portland full timeout,,64,57
308,3,4:55.0,,G. Harris enters the game for J. Murray,64,57
309,3,4:55.0,E. Davis enters the game for J. Nurkić,,64,57
310,3,4:55.0,Z. Collins enters the game for C. Swanigan,,64,57
311,3,4:41.0,D. Lillard misses 2-pt jump shot from 6 ft,,64,57
312,3,4:39.0,Offensive rebound by Team,,64,57
313,3,4:39.0,,Loose ball foul by M. Plumlee (drawn by E. Davis),64,57
314,3,4:28.0,Z. Collins misses 2-pt jump shot from 21 ft,,64,57
315,3,4:26.0,,Defensive rebound by W. Chandler,64,57
316,3,4:09.0,,Shooting foul by Z. Collins (drawn by N. Jokić),64,57
317,3,4:09.0,,N. Jokić makes free throw 1 of 2,64,58
318,3,4:09.0,,N. Jokić makes free throw 2 of 2,64,59
319,3,3:54.0,D. Lillard misses 2-pt jump shot from 14 ft,,64,59
320,3,3:50.0,,Defensive rebound by W. Barton,64,59
321,3,3:33.0,,W. Chandler misses 3-pt jump shot from 25 ft,64,59
322,3,3:29.0,Defensive rebound by C. McCollum,,64,59
323,3,3:22.0,C. McCollum misses 3-pt jump shot from 24 ft,,64,59
324,3,3:19.0,,Defensive rebound by N. Jokić,64,59
325,3,3:09.0,,G. Harris makes 2-pt dunk from 1 ft (assist by M. Plumlee),64,61
326,3,2:48.0,Personal foul by W. Barton (drawn by D. Lillard),,64,61
327,3,2:48.0,D. Lillard makes free throw 1 of 2,,65,61
328,3,2:48.0,S. Napier enters the game for C. McCollum,,65,61
329,3,2:48.0,D. Lillard makes free throw 2 of 2,,66,61
330,3,2:40.0,,Turnover by W. Barton (bad pass),66,61
331,3,2:19.0,S. Napier misses 2-pt jump shot from 15 ft,,66,61
332,3,2:16.0,,Defensive rebound by M. Plumlee,66,61
333,3,2:07.0,,W. Barton misses 2-pt layup from 2 ft,66,61
334,3,2:06.0,,Offensive rebound by W. Barton,66,61
335,3,2:04.0,,W. Barton makes 2-pt hook shot from 3 ft,66,63
336,3,1:51.0,Z. Collins misses 3-pt jump shot from 22 ft,,66,63
337,3,1:47.0,,Defensive rebound by N. Jokić,66,63
338,3,1:39.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by W. Chandler),66,65
339,3,1:19.0,,Offensive charge foul by Z. Collins (drawn by N. Jokić),66,65
340,3,1:19.0,Turnover by Z. Collins (offensive foul),,66,65
341,3,1:19.0,,P. Millsap enters the game for W. Barton,66,65
342,3,1:19.0,,J. Murray enters the game for N. Jokić,66,65
343,3,1:19.0,,D. Harris enters the game for W. Chandler,66,65
344,3,1:19.0,P. Connaughton enters the game for E. Turner,,66,65
345,3,1:02.0,,P. Millsap misses 2-pt layup from 3 ft,66,65
346,3,1:00.0,Defensive rebound by S. Napier,,66,65
347,3,0:58.0,S. Napier misses 2-pt layup from 4 ft,,66,65
348,3,0:56.0,Offensive rebound by Team,,66,65
349,3,0:50.0,D. Lillard makes 3-pt jump shot from 29 ft,,69,65
350,3,0:50.0,Shooting foul by J. Murray (drawn by D. Lillard),,69,65
351,3,0:50.0,,W. Barton enters the game for J. Murray,69,65
352,3,0:50.0,D. Lillard misses free throw 1 of 1,,69,65
353,3,0:50.0,,Defensive rebound by M. Plumlee,69,65
354,3,0:41.0,,D. Harris misses 3-pt jump shot from 24 ft,69,65
355,3,0:39.0,Defensive rebound by P. Connaughton,,69,65
356,3,0:32.0,D. Lillard misses 2-pt jump shot from 9 ft,,69,65
357,3,0:30.0,,Defensive rebound by P. Millsap,69,65
358,3,0:26.0,,Shooting foul by Z. Collins (drawn by M. Plumlee),69,65
359,3,0:26.0,,M. Plumlee makes free throw 1 of 2,69,66
360,3,0:26.0,,T. Craig enters the game for P. Millsap,69,66
361,3,0:26.0,C. McCollum enters the game for P. Connaughton,,69,66
362,3,0:26.0,,M. Plumlee misses free throw 2 of 2,69,66
363,3,0:24.0,Defensive rebound by E. Davis,,69,66
364,3,0:04.0,D. Lillard misses 3-pt jump shot from 25 ft,,69,66
365,3,0:01.0,,Defensive rebound by Team,69,66
366,3,0:00.0,,W. Barton misses 3-pt jump shot from 48 ft,69,66
367,3,0:00.0,,Offensive rebound by Team,69,66
368,4,11:41.0,,Turnover by P. Millsap (bad pass),69,66
369,4,11:30.0,S. Napier misses 3-pt jump shot from 25 ft,,69,66
370,4,11:26.0,Offensive rebound by P. Connaughton,,69,66
371,4,11:23.0,S. Napier misses 2-pt layup from 1 ft,,69,66
372,4,11:22.0,Offensive rebound by Team,,69,66
373,4,11:13.0,C. McCollum makes 2-pt jump shot from 15 ft,,71,66
374,4,10:43.0,,G. Harris misses 3-pt jump shot from 26 ft,71,66
375,4,10:39.0,Defensive rebound by C. McCollum,,71,66
376,4,10:18.0,S. Napier misses 2-pt jump shot from 4 ft,,71,66
377,4,10:15.0,,Defensive rebound by W. Barton,71,66
378,4,10:06.0,,Turnover by W. Barton (lost ball; steal by S. Napier),71,66
379,4,10:02.0,C. McCollum misses 3-pt jump shot from 24 ft,,71,66
380,4,9:58.0,Offensive rebound by C. McCollum,,71,66
381,4,9:45.0,S. Napier misses 3-pt jump shot from 24 ft,,71,66
382,4,9:44.0,,Defensive rebound by P. Millsap,71,66
383,4,9:35.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),71,68
384,4,9:14.0,Turnover by E. Davis (bad pass),,71,68
385,4,9:14.0,J. Nurkić enters the game for E. Davis,,71,68
386,4,9:14.0,D. Lillard enters the game for P. Connaughton,,71,68
387,4,8:56.0,,G. Harris misses 3-pt jump shot from 22 ft,71,68
388,4,8:55.0,,Offensive rebound by Team,71,68
389,4,8:46.0,,D. Harris makes 2-pt layup from 2 ft,71,70
390,4,8:22.0,Turnover by C. McCollum (out of bounds lost ball),,71,70
