,QUARTER,TIME_REMAINING,BOSTON_ACTION,CLEVELAND_ACTION,BOSTON_SCORE,CLEVELAND_SCORE
0,1,11:44.0,K. Irving makes 2-pt jump shot from 10 ft (assist by A. Horford),,2,0
1,1,11:27.0,,D. Rose misses 2-pt layup from 1 ft (block by A. Horford),2,0
2,1,11:23.0,Defensive rebound by A. Horford,,2,0
3,1,11:21.0,G. Hayward misses 3-pt jump shot from 25 ft,,2,0
4,1,11:18.0,,Defensive rebound by D. Rose,2,0
5,1,11:02.0,,K. Love misses 2-pt jump shot from 15 ft,2,0
6,1,10:59.0,Defensive rebound by J. Brown,,2,0
7,1,10:51.0,J. Tatum misses 2-pt layup from 2 ft (block by L. James),,2,0
8,1,10:51.0,Offensive rebound by Team,,2,0
9,1,10:48.0,A. Horford makes 2-pt jump shot from 19 ft (assist by K. Irving),,4,0
10,1,10:32.0,,Def 3 sec tech foul by J. Tatum,4,0
11,1,10:32.0,,K. Love makes technical free throw,4,1
12,1,10:21.0,,J. Crowder makes 2-pt jump shot from 22 ft (assist by D. Wade),4,3
13,1,10:05.0,Turnover by J. Brown (palming),,4,3
14,1,9:56.0,,Personal foul by J. Tatum (drawn by D. Wade),4,3
15,1,9:49.0,,D. Wade makes 2-pt jump shot from 12 ft (assist by L. James),4,5
16,1,9:33.0,J. Brown misses 2-pt dunk from 1 ft,,4,5
17,1,9:31.0,,Defensive rebound by L. James,4,5
18,1,9:29.0,,D. Rose makes 2-pt layup from 1 ft (assist by L. James),4,7
19,1,9:22.0,Personal foul by K. Love (drawn by K. Irving),,4,7
20,1,9:14.0,G. Hayward makes 2-pt jump shot from 9 ft (assist by A. Horford),,6,7
21,1,8:52.0,,D. Rose misses 3-pt jump shot from 26 ft,6,7
22,1,8:49.0,,Offensive rebound by J. Crowder,6,7
23,1,8:49.0,,Shooting foul by G. Hayward (drawn by J. Crowder),6,7
24,1,8:49.0,,J. Crowder makes free throw 1 of 2,6,8
25,1,8:49.0,,J. Crowder makes free throw 2 of 2,6,9
26,1,8:34.0,K. Irving misses 2-pt layup from 3 ft,,6,9
27,1,8:33.0,,Defensive rebound by K. Love,6,9
28,1,8:21.0,,D. Wade misses 2-pt jump shot from 14 ft,6,9
29,1,8:18.0,Defensive rebound by A. Horford,,6,9
30,1,8:02.0,K. Irving makes 2-pt jump shot from 16 ft,,8,9
31,1,7:49.0,,Turnover by D. Rose (lost ball; steal by K. Irving),8,9
32,1,7:42.0,J. Brown makes 2-pt dunk from 1 ft (assist by J. Tatum),,10,9
33,1,7:28.0,,J. Crowder misses 3-pt jump shot from 26 ft,10,9
34,1,7:28.0,Defensive rebound by G. Hayward,,10,9
35,1,7:22.0,Personal foul by K. Love (drawn by J. Brown),,10,9
36,1,7:22.0,,T. Thompson enters the game for K. Love,10,9
37,1,7:15.0,A. Horford misses 3-pt jump shot from 25 ft,,10,9
