,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHOENIX_ACTION,SAN ANTONIO_SCORE,PHOENIX_SCORE
0,1,11:36.0,,J. Jackson misses 2-pt jump shot from 12 ft,0,0
1,1,11:34.0,Defensive rebound by K. Anderson,,0,0
2,1,11:20.0,Turnover by D. Bertāns (bad pass),,0,0
3,1,11:01.0,,M. Chriss misses 3-pt jump shot from 25 ft,0,0
4,1,11:00.0,Defensive rebound by Team,,0,0
5,1,10:51.0,D. Murray misses 2-pt jump shot from 6 ft (block by T. Ulis),,0,0
6,1,10:48.0,Offensive rebound by D. Murray,,0,0
7,1,10:42.0,D. Green misses 2-pt jump shot from 20 ft,,0,0
8,1,10:38.0,,Defensive rebound by D. Bender,0,0
9,1,10:24.0,,T. Ulis misses 2-pt jump shot from 18 ft,0,0
10,1,10:22.0,Defensive rebound by L. Aldridge,,0,0
11,1,10:03.0,L. Aldridge makes 2-pt hook shot from 5 ft,,2,0
12,1,9:43.0,,M. Chriss misses 2-pt layup from 5 ft (block by L. Aldridge),2,0
13,1,9:40.0,Defensive rebound by D. Green,,2,0
14,1,9:36.0,D. Murray makes 2-pt jump shot from 8 ft,,4,0
15,1,9:17.0,,M. Chriss misses 3-pt jump shot from 25 ft,4,0
16,1,9:14.0,Defensive rebound by D. Bertāns,,4,0
17,1,9:04.0,L. Aldridge misses 2-pt jump shot from 20 ft,,4,0
18,1,9:01.0,Offensive rebound by D. Murray,,4,0
19,1,8:59.0,D. Green makes 3-pt jump shot from 23 ft (assist by D. Murray),,7,0
20,1,8:45.0,,Offensive foul by D. Bender (drawn by D. Bertāns),7,0
21,1,8:45.0,,Turnover by D. Bender (offensive foul),7,0
22,1,8:22.0,D. Green misses 3-pt jump shot from 25 ft,,7,0
23,1,8:21.0,,Defensive rebound by T. Warren,7,0
24,1,8:15.0,,J. Jackson misses 2-pt layup from 5 ft,7,0
25,1,8:14.0,Defensive rebound by D. Bertāns,,7,0
26,1,8:07.0,L. Aldridge makes 2-pt layup at rim (assist by K. Anderson),,9,0
27,1,8:04.0,,Phoenix full timeout,9,0
28,1,7:43.0,,J. Jackson misses 3-pt jump shot from 24 ft,9,0
