,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
0,1,11:46.0,,E. Freedom misses 2-pt jump shot from 18 ft,0,0
1,1,11:45.0,Defensive rebound by D. Valentine,,0,0
2,1,11:23.0,R. Lopez misses 2-pt hook shot from 8 ft,,0,0
3,1,11:21.0,,Defensive rebound by L. Thomas,0,0
4,1,11:14.0,,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by C. Lee),0,2
5,1,10:56.0,L. Markkanen misses 3-pt jump shot from 26 ft,,0,2
6,1,10:54.0,,Defensive rebound by J. Jack,0,2
7,1,10:39.0,,E. Freedom misses 2-pt layup from 1 ft,0,2
8,1,10:37.0,Defensive rebound by R. Lopez,,0,2
9,1,10:31.0,D. Valentine makes 2-pt jump shot from 18 ft,,2,2
10,1,10:17.0,,Turnover by J. Jack (bad pass; steal by K. Dunn),2,2
11,1,10:11.0,D. Valentine misses 2-pt layup from 1 ft,,2,2
12,1,10:09.0,,Defensive rebound by E. Freedom,2,2
13,1,9:54.0,,Turnover by K. Porziņģis (lost ball; steal by L. Markkanen),2,2
14,1,9:49.0,D. Valentine makes 2-pt layup from 2 ft,,4,2
15,1,9:35.0,,K. Porziņģis makes 2-pt jump shot from 15 ft (assist by C. Lee),4,4
16,1,9:19.0,L. Markkanen makes 3-pt jump shot from 25 ft (assist by K. Dunn),,7,4
17,1,9:06.0,,K. Porziņģis misses 2-pt jump shot from 16 ft,7,4
18,1,9:04.0,Defensive rebound by L. Markkanen,,7,4
19,1,8:58.0,K. Dunn makes 3-pt jump shot from 25 ft,,10,4
20,1,8:44.0,,E. Freedom makes 2-pt layup at rim (assist by J. Jack),10,6
21,1,8:33.0,Turnover by K. Dunn (bad pass),,10,6
22,1,8:16.0,,K. Porziņģis makes 2-pt jump shot from 9 ft,10,8
23,1,7:58.0,J. Holiday misses 2-pt jump shot from 22 ft,,10,8
24,1,7:56.0,,Defensive rebound by E. Freedom,10,8
25,1,7:52.0,,Personal foul by K. Dunn (drawn by J. Jack),10,8
26,1,7:45.0,,Turnover by K. Porziņģis (lost ball; steal by K. Dunn),10,8
27,1,7:45.0,Personal foul by J. Jack (drawn by K. Dunn),,10,8
28,1,7:38.0,K. Dunn makes 2-pt layup from 1 ft,,12,8
29,1,7:28.0,,J. Jack makes 2-pt jump shot from 23 ft,12,10
30,1,7:14.0,R. Lopez makes 2-pt layup from 2 ft (assist by D. Valentine),,14,10
31,1,6:55.0,,K. Porziņģis misses 2-pt jump shot from 14 ft,14,10
32,1,6:52.0,Defensive rebound by D. Valentine,,14,10
33,1,6:48.0,D. Valentine misses 3-pt jump shot from 25 ft,,14,10
34,1,6:46.0,,Defensive rebound by L. Thomas,14,10
35,1,6:36.0,,Turnover by J. Jack (bad pass; steal by K. Dunn),14,10
36,1,6:28.0,L. Markkanen makes 3-pt jump shot from 22 ft (assist by K. Dunn),,17,10
37,1,6:20.0,,New York full timeout,17,10
