,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,TORONTO_ACTION,LA CLIPPERS_SCORE,TORONTO_SCORE
67,1,4:30.0,Shooting foul by S. Ibaka (drawn by T. Harris),,13,27
68,1,4:30.0,T. Harris makes free throw 1 of 2,,14,27
69,1,4:30.0,,P. Siakam enters the game for S. Ibaka,14,27
70,1,4:30.0,T. Harris misses free throw 2 of 2,,14,27
71,1,4:23.0,,Defensive rebound by P. Siakam,14,27
72,1,4:06.0,,P. Siakam makes 3-pt jump shot from 25 ft (assist by D. DeRozan),14,30
73,1,3:44.0,M. Teodosić misses 2-pt jump shot from 20 ft,,14,30
74,1,3:43.0,,Defensive rebound by O. Anunoby,14,30
75,1,3:43.0,,Turnover by K. Lowry (traveling),14,30
76,1,3:43.0,,C. Miles enters the game for O. Anunoby,14,30
77,1,3:31.0,S. Thornwell misses 2-pt jump shot from 4 ft (block by J. Poeltl),,14,30
78,1,3:31.0,Offensive rebound by Team,,14,30
79,1,3:28.0,L. Williams misses 3-pt jump shot from 25 ft,,14,30
80,1,3:24.0,,Defensive rebound by J. Poeltl,14,30
81,1,3:15.0,,P. Siakam misses 2-pt jump shot from 10 ft,14,30
82,1,3:12.0,Defensive rebound by S. Thornwell,,14,30
83,1,3:02.0,T. Harris makes 2-pt jump shot from 13 ft (assist by L. Williams),,16,30
84,1,2:51.0,,Personal foul by L. Williams (drawn by P. Siakam),16,30
85,1,2:51.0,,Toronto full timeout,16,30
86,1,2:51.0,,F. VanVleet enters the game for K. Lowry,16,30
87,1,2:40.0,,C. Miles misses 3-pt jump shot from 25 ft,16,30
88,1,2:35.0,Defensive rebound by T. Harris,,16,30
89,1,2:35.0,Personal foul by C. Miles (drawn by M. Harrell),,16,30
90,1,2:35.0,M. Harrell misses free throw 1 of 2,,16,30
91,1,2:35.0,Offensive rebound by Team,,16,30
92,1,2:35.0,M. Harrell makes free throw 2 of 2,,17,30
93,1,2:13.0,,P. Siakam misses 2-pt hook shot from 5 ft,17,30
94,1,2:07.0,Defensive rebound by S. Thornwell,,17,30
95,1,2:01.0,M. Harrell makes 2-pt dunk at rim (assist by T. Harris),,19,30
96,1,1:41.0,,D. DeRozan misses 2-pt jump shot from 18 ft,19,30
97,1,1:39.0,Defensive rebound by Team,,19,30
98,1,1:24.0,T. Harris makes 3-pt jump shot from 25 ft (assist by L. Williams),,22,30
99,1,1:10.0,,C. Miles misses 3-pt jump shot from 25 ft,22,30
100,1,1:07.0,Defensive rebound by S. Thornwell,,22,30
101,1,0:58.0,Shooting foul by P. Siakam (drawn by S. Thornwell),,22,30
102,1,0:58.0,S. Thornwell makes free throw 1 of 2,,23,30
103,1,0:58.0,S. Thornwell makes free throw 2 of 2,,24,30
104,1,0:41.0,,Shooting foul by M. Teodosić (drawn by D. DeRozan),24,30
105,1,0:41.0,,D. DeRozan makes free throw 1 of 2,24,31
106,1,0:41.0,,D. DeRozan makes free throw 2 of 2,24,32
107,1,0:32.0,M. Harrell makes 2-pt dunk at rim (assist by L. Williams),,26,32
108,1,0:12.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by D. DeRozan),26,35
109,1,0:02.0,L. Williams misses 2-pt layup from 4 ft,,26,35
110,1,0:02.0,Offensive rebound by M. Harrell,,26,35
111,1,0:02.0,M. Harrell makes 2-pt dunk at rim,,28,35
112,1,0:00.0,,F. VanVleet misses 3-pt jump shot from 44 ft,28,35
113,1,0:00.0,,Offensive rebound by Team,28,35
114,2,11:44.0,T. Harris misses 2-pt jump shot from 6 ft,,28,35
115,2,11:37.0,Offensive rebound by M. Harrell,,28,35
116,2,11:37.0,M. Harrell misses 2-pt dunk at rim,,28,35
117,2,11:36.0,,Defensive rebound by D. Wright,28,35
118,2,11:25.0,,P. Siakam makes 2-pt hook shot from 6 ft,28,37
119,2,11:16.0,L. Williams makes 2-pt layup from 2 ft,,30,37
120,2,11:03.0,,Offensive foul by J. Poeltl (drawn by M. Teodosić),30,37
121,2,11:03.0,,Turnover by J. Poeltl (offensive foul),30,37
122,2,11:03.0,S. Dekker enters the game for T. Harris,,30,37
123,2,10:49.0,Turnover by S. Dekker (traveling),,30,37
124,2,10:36.0,,D. Wright misses 2-pt jump shot from 8 ft (block by L. Williams),30,37
125,2,10:26.0,,Offensive rebound by D. Wright,30,37
126,2,10:26.0,,D. Wright misses 2-pt layup at rim,30,37
127,2,10:26.0,,Offensive rebound by J. Poeltl,30,37
128,2,10:23.0,,J. Poeltl makes 2-pt layup at rim,30,39
129,2,10:09.0,A. Rivers misses 2-pt layup from 1 ft,,30,39
130,2,10:06.0,,Defensive rebound by J. Poeltl,30,39
131,2,10:04.0,,P. Siakam makes 2-pt dunk from 1 ft (assist by F. VanVleet),30,41
132,2,9:49.0,M. Teodosić misses 2-pt hook shot from 5 ft,,30,41
133,2,9:46.0,Offensive rebound by M. Harrell,,30,41
134,2,9:42.0,M. Harrell makes 2-pt layup from 3 ft,,32,41
135,2,9:33.0,,F. VanVleet makes 2-pt layup at rim (assist by D. Wright),32,43
136,2,9:16.0,A. Rivers makes 2-pt layup from 5 ft,,34,43
137,2,9:08.0,,Personal foul by A. Rivers (drawn by F. VanVleet),34,43
138,2,8:55.0,,Turnover by J. Poeltl (bad pass),34,43
139,2,8:42.0,L. Williams misses 2-pt jump shot from 16 ft,,34,43
140,2,8:38.0,Offensive rebound by M. Harrell,,34,43
141,2,8:37.0,M. Harrell misses 2-pt hook shot from 9 ft,,34,43
142,2,8:33.0,,Defensive rebound by J. Poeltl,34,43
143,2,8:18.0,,C. Miles makes 2-pt layup from 4 ft (assist by F. VanVleet),34,45
144,2,8:07.0,M. Teodosić makes 3-pt jump shot from 25 ft,,37,45
145,2,7:51.0,,J. Poeltl misses 2-pt hook shot from 4 ft,37,45
146,2,7:50.0,,Offensive rebound by P. Siakam,37,45
147,2,7:50.0,,Shooting foul by M. Harrell (drawn by P. Siakam),37,45
148,2,7:50.0,,P. Siakam misses free throw 1 of 2,37,45
149,2,7:50.0,,Offensive rebound by Team,37,45
150,2,7:50.0,,P. Siakam makes free throw 2 of 2,37,46
151,2,7:50.0,,K. Lowry enters the game for C. Miles,37,46
152,2,7:50.0,D. Jordan enters the game for M. Harrell,,37,46
153,2,7:50.0,W. Johnson enters the game for S. Dekker,,37,46
154,2,7:29.0,A. Rivers misses 2-pt jump shot from 4 ft (block by J. Poeltl),,37,46
155,2,7:24.0,,Defensive rebound by J. Poeltl,37,46
156,2,7:15.0,,F. VanVleet makes 3-pt jump shot from 26 ft (assist by D. Wright),37,49
157,2,7:07.0,Shooting foul by P. Siakam (drawn by L. Williams),,37,49
158,2,7:07.0,L. Williams makes free throw 1 of 2,,38,49
159,2,7:07.0,L. Williams makes free throw 2 of 2,,39,49
160,2,6:48.0,,Turnover by F. VanVleet (bad pass; steal by A. Rivers),39,49
161,2,6:36.0,L. Williams misses 3-pt jump shot from 24 ft,,39,49
162,2,6:33.0,,Defensive rebound by P. Siakam,39,49
163,2,6:29.0,,D. Wright makes 2-pt layup from 1 ft (assist by P. Siakam),39,51
164,2,6:04.0,L. Williams misses 2-pt jump shot from 18 ft,,39,51
165,2,6:01.0,,Defensive rebound by P. Siakam,39,51
166,2,5:52.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by K. Lowry),39,54
167,2,5:47.0,LA Clippers full timeout,,39,54
168,2,5:47.0,,S. Ibaka enters the game for J. Poeltl,39,54
169,2,5:47.0,,J. Valančiūnas enters the game for P. Siakam,39,54
170,2,5:47.0,T. Harris enters the game for L. Williams,,39,54
171,2,5:36.0,A. Rivers makes 2-pt layup from 2 ft,,41,54
172,2,5:10.0,,Turnover by Team (shot clock),41,54
173,2,4:53.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by M. Teodosić),,44,54
174,2,4:39.0,,K. Lowry misses 3-pt jump shot from 25 ft,44,54
175,2,4:39.0,Defensive rebound by T. Harris,,44,54
176,2,4:31.0,T. Harris makes 2-pt jump shot from 15 ft,,46,54
177,2,4:23.0,,Toronto full timeout,46,54
178,2,4:23.0,,D. DeRozan enters the game for F. VanVleet,46,54
179,2,4:10.0,,Turnover by J. Valančiūnas (bad pass),46,54
180,2,3:54.0,Turnover by M. Teodosić (bad pass; steal by D. Wright),,46,54
181,2,3:40.0,,S. Ibaka misses 2-pt jump shot from 15 ft,46,54
182,2,3:36.0,Defensive rebound by M. Teodosić,,46,54
183,2,3:33.0,W. Johnson misses 2-pt layup from 2 ft,,46,54
184,2,3:28.0,,Defensive rebound by S. Ibaka,46,54
185,2,3:25.0,,Turnover by K. Lowry (bad pass; steal by A. Rivers),46,54
186,2,3:13.0,M. Teodosić misses 2-pt jump shot from 6 ft (block by D. Wright),,46,54
187,2,3:09.0,,Defensive rebound by J. Valančiūnas,46,54
188,2,3:06.0,,D. Wright misses 3-pt jump shot from 24 ft,46,54
189,2,3:03.0,,Offensive rebound by S. Ibaka,46,54
190,2,3:01.0,,S. Ibaka misses 2-pt hook shot from 6 ft,46,54
191,2,2:58.0,Defensive rebound by W. Johnson,,46,54
192,2,2:48.0,Shooting foul by J. Valančiūnas (drawn by D. Jordan),,46,54
193,2,2:48.0,D. Jordan misses free throw 1 of 2,,46,54
194,2,2:48.0,Offensive rebound by Team,,46,54
195,2,2:48.0,,O. Anunoby enters the game for J. Valančiūnas,46,54
196,2,2:48.0,,J. Poeltl enters the game for D. Wright,46,54
197,2,2:48.0,L. Williams enters the game for M. Teodosić,,46,54
198,2,2:48.0,S. Thornwell enters the game for W. Johnson,,46,54
199,2,2:48.0,D. Jordan misses free throw 2 of 2,,46,54
200,2,2:46.0,,Defensive rebound by O. Anunoby,46,54
201,2,2:26.0,,D. DeRozan misses 3-pt jump shot from 23 ft,46,54
202,2,2:24.0,Defensive rebound by D. Jordan,,46,54
203,2,2:21.0,Turnover by D. Jordan (bad pass; steal by K. Lowry),,46,54
204,2,2:15.0,,S. Ibaka misses 3-pt jump shot from 25 ft,46,54
205,2,2:12.0,Defensive rebound by D. Jordan,,46,54
206,2,2:06.0,L. Williams makes 2-pt hook shot from 6 ft,,48,54
207,2,1:49.0,,Personal block foul by T. Harris (drawn by J. Poeltl),48,54
208,2,1:46.0,,Offensive foul by K. Lowry (drawn by L. Williams),48,54
209,2,1:46.0,,Turnover by K. Lowry (offensive foul),48,54
210,2,1:37.0,Offensive foul by D. Jordan,,48,54
211,2,1:37.0,Turnover by D. Jordan (offensive foul),,48,54
212,2,1:37.0,Technical foul by D. Jordan,,48,54
213,2,1:37.0,,D. DeRozan makes technical free throw,48,55
214,2,1:22.0,,J. Poeltl makes 2-pt hook shot from 6 ft,48,57
215,2,1:15.0,Personal block foul by O. Anunoby (drawn by L. Williams),,48,57
216,2,1:10.0,Turnover by A. Rivers (bad pass),,48,57
217,2,1:03.0,,J. Poeltl misses 2-pt layup from 3 ft,48,57
218,2,0:57.0,Defensive rebound by D. Jordan,,48,57
219,2,0:57.0,T. Harris misses 2-pt layup from 1 ft (block by S. Ibaka),,48,57
220,2,0:57.0,Offensive rebound by Team,,48,57
221,2,0:48.0,A. Rivers misses 3-pt jump shot from 24 ft,,48,57
222,2,0:46.0,Offensive rebound by Team,,48,57
223,2,0:46.0,,Loose ball foul by J. Poeltl (drawn by D. Jordan),48,57
224,2,0:46.0,D. Jordan makes free throw 1 of 2,,49,57
225,2,0:46.0,D. Jordan makes free throw 2 of 2,,50,57
226,2,0:33.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),50,60
227,2,0:26.0,L. Williams misses 2-pt layup from 2 ft,,50,60
228,2,0:26.0,Offensive rebound by D. Jordan,,50,60
229,2,0:26.0,D. Jordan makes 2-pt dunk from 3 ft,,52,60
230,2,0:26.0,Shooting foul by K. Lowry (drawn by D. Jordan),,52,60
231,2,0:26.0,D. Jordan makes free throw 1 of 1,,53,60
232,2,0:03.0,,D. DeRozan misses 2-pt jump shot from 19 ft,53,60
233,2,0:00.0,,Offensive rebound by K. Lowry,53,60
234,2,0:00.0,,Shooting foul by T. Harris (drawn by O. Anunoby),53,60
235,2,0:00.0,W. Johnson enters the game for L. Williams,,53,60
236,2,0:00.0,,O. Anunoby misses free throw 1 of 2,53,60
237,2,0:00.0,,Offensive rebound by Team,53,60
238,2,0:00.0,,O. Anunoby misses free throw 2 of 2,53,60
239,2,0:00.0,Defensive rebound by D. Jordan,,53,60
240,3,11:47.0,T. Harris misses 2-pt jump shot from 13 ft,,53,60
241,3,11:43.0,,Defensive rebound by J. Valančiūnas,53,60
242,3,11:29.0,,Personal foul by D. Jordan (drawn by J. Valančiūnas),53,60
243,3,11:23.0,,D. DeRozan misses 2-pt jump shot from 14 ft,53,60
244,3,11:19.0,Defensive rebound by D. Jordan,,53,60
245,3,11:05.0,Turnover by D. Jordan (turnover),,53,60
246,3,10:49.0,,J. Valančiūnas makes 2-pt hook shot from 5 ft,53,62
247,3,10:36.0,M. Teodosić misses 2-pt jump shot from 15 ft,,53,62
248,3,10:33.0,,Defensive rebound by J. Valančiūnas,53,62
249,3,10:26.0,,Turnover by D. DeRozan (lost ball; steal by A. Rivers),53,62
250,3,10:20.0,M. Teodosić misses 3-pt jump shot from 25 ft,,53,62
251,3,10:17.0,,Defensive rebound by S. Ibaka,53,62
252,3,10:07.0,,J. Valančiūnas misses 2-pt dunk from 2 ft,53,62
253,3,10:04.0,Defensive rebound by D. Jordan,,53,62
254,3,10:02.0,W. Johnson misses 2-pt jump shot from 16 ft,,53,62
255,3,10:02.0,Offensive rebound by Team,,53,62
256,3,10:02.0,,Loose ball foul by J. Valančiūnas (drawn by D. Jordan),53,62
257,3,9:58.0,A. Rivers makes 2-pt jump shot from 12 ft,,55,62
258,3,9:45.0,,K. Lowry misses 3-pt jump shot from 25 ft,55,62
259,3,9:41.0,Defensive rebound by T. Harris,,55,62
260,3,9:37.0,D. Jordan makes 2-pt dunk from 2 ft (assist by T. Harris),,57,62
261,3,9:16.0,,S. Ibaka makes 2-pt dunk from 1 ft (assist by D. DeRozan),57,64
262,3,9:01.0,W. Johnson makes 3-pt jump shot from 23 ft (assist by A. Rivers),,60,64
263,3,8:49.0,,Personal foul by T. Harris (drawn by J. Valančiūnas),60,64
264,3,8:49.0,,J. Poeltl enters the game for J. Valančiūnas,60,64
265,3,8:40.0,,S. Ibaka misses 3-pt jump shot from 24 ft,60,64
266,3,8:38.0,Defensive rebound by Team,,60,64
267,3,8:21.0,M. Teodosić misses 3-pt jump shot from 27 ft,,60,64
268,3,8:17.0,,Defensive rebound by K. Lowry,60,64
269,3,8:13.0,,S. Ibaka misses 3-pt jump shot from 24 ft,60,64
270,3,8:09.0,,Offensive rebound by J. Poeltl,60,64
271,3,8:06.0,,K. Lowry misses 3-pt jump shot from 24 ft,60,64
272,3,8:06.0,Defensive rebound by W. Johnson,,60,64
273,3,7:55.0,A. Rivers makes 2-pt jump shot from 10 ft,,62,64
274,3,7:45.0,,Technical foul by K. Lowry,62,64
275,3,7:45.0,T. Harris makes technical free throw,,63,64
276,3,7:45.0,,Toronto full timeout,63,64
277,3,7:35.0,,Turnover by D. DeRozan (lost ball; steal by W. Johnson),63,64
278,3,7:23.0,A. Rivers makes 3-pt jump shot from 25 ft,,66,64
279,3,7:05.0,,Turnover by S. Ibaka (turnover),66,64
280,3,6:52.0,A. Rivers misses 2-pt layup from 3 ft,,66,64
281,3,6:48.0,,Defensive rebound by O. Anunoby,66,64
282,3,6:40.0,,O. Anunoby misses 3-pt jump shot from 25 ft,66,64
283,3,6:40.0,Defensive rebound by Team,,66,64
284,3,6:23.0,T. Harris misses 3-pt jump shot from 25 ft,,66,64
285,3,6:16.0,Offensive rebound by D. Jordan,,66,64
286,3,6:16.0,D. Jordan misses 2-pt layup at rim,,66,64
287,3,6:15.0,,Defensive rebound by J. Poeltl,66,64
288,3,6:13.0,,K. Lowry misses 2-pt layup from 3 ft,66,64
289,3,6:06.0,,Offensive rebound by S. Ibaka,66,64
290,3,6:06.0,,S. Ibaka makes 2-pt layup at rim,66,66
291,3,5:59.0,M. Teodosić makes 2-pt jump shot from 11 ft,,68,66
292,3,5:45.0,L. Williams enters the game for M. Teodosić,,68,66
293,3,5:41.0,,D. DeRozan misses 2-pt jump shot from 11 ft,68,66
294,3,5:41.0,Defensive rebound by Team,,68,66
295,3,5:41.0,,Loose ball foul by J. Poeltl (drawn by D. Jordan),68,66
296,3,5:26.0,T. Harris misses 2-pt layup from 3 ft,,68,66
297,3,5:23.0,Offensive rebound by A. Rivers,,68,66
298,3,5:14.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by A. Rivers),,71,66
299,3,4:47.0,,Turnover by Team (shot clock),71,66
300,3,4:47.0,,P. Siakam enters the game for O. Anunoby,71,66
301,3,4:47.0,,C. Miles enters the game for S. Ibaka,71,66
302,3,4:36.0,Shooting foul by P. Siakam (drawn by D. Jordan),,71,66
303,3,4:36.0,D. Jordan makes free throw 1 of 2,,72,66
304,3,4:36.0,D. Jordan misses free throw 2 of 2,,72,66
305,3,4:34.0,,Defensive rebound by P. Siakam,72,66
306,3,4:20.0,,Shooting foul by T. Harris (drawn by J. Poeltl),72,66
307,3,4:20.0,,J. Poeltl misses free throw 1 of 2,72,66
308,3,4:20.0,,Offensive rebound by Team,72,66
309,3,4:20.0,M. Harrell enters the game for T. Harris,,72,66
310,3,4:20.0,,J. Poeltl misses free throw 2 of 2,72,66
311,3,4:16.0,,Offensive rebound by J. Poeltl,72,66
312,3,4:13.0,,C. Miles makes 3-pt jump shot from 22 ft (assist by K. Lowry),72,69
313,3,4:13.0,LA Clippers full timeout,,72,69
314,3,4:01.0,Turnover by M. Harrell (traveling),,72,69
315,3,3:51.0,,C. Miles misses 3-pt jump shot from 23 ft,72,69
316,3,3:46.0,Defensive rebound by D. Jordan,,72,69
317,3,3:36.0,M. Harrell makes 2-pt layup from 6 ft (assist by L. Williams),,74,69
318,3,3:25.0,,C. Miles misses 3-pt jump shot from 23 ft,74,69
319,3,3:20.0,Defensive rebound by W. Johnson,,74,69
320,3,3:16.0,A. Rivers misses 2-pt jump shot from 5 ft,,74,69
321,3,3:12.0,,Defensive rebound by D. DeRozan,74,69
322,3,3:00.0,,D. DeRozan misses 2-pt jump shot from 10 ft (block by D. Jordan),74,69
323,3,3:00.0,Defensive rebound by Team,,74,69
324,3,3:00.0,Personal foul by D. DeRozan (drawn by D. Jordan),,74,69
325,3,3:00.0,,F. VanVleet enters the game for D. DeRozan,74,69
326,3,2:36.0,Turnover by Team (shot clock),,74,69
327,3,2:36.0,M. Teodosić enters the game for A. Rivers,,74,69
328,3,2:25.0,,J. Poeltl misses 2-pt layup from 5 ft,74,69
329,3,2:21.0,,Offensive rebound by K. Lowry,74,69
330,3,2:09.0,,P. Siakam makes 3-pt jump shot from 23 ft (assist by J. Poeltl),74,72
331,3,1:54.0,W. Johnson misses 2-pt jump shot from 21 ft,,74,72
332,3,1:51.0,,Defensive rebound by K. Lowry,74,72
333,3,1:46.0,,C. Miles makes 3-pt jump shot from 23 ft (assist by J. Poeltl),74,75
334,3,1:31.0,L. Williams makes 2-pt jump shot from 21 ft,,76,75
335,3,1:19.0,,C. Miles misses 3-pt jump shot from 25 ft,76,75
336,3,1:10.0,,Offensive rebound by P. Siakam,76,75
337,3,1:10.0,,P. Siakam makes 2-pt layup at rim,76,77
338,3,0:58.0,L. Williams misses 3-pt jump shot from 24 ft,,76,77
339,3,0:54.0,,Defensive rebound by J. Poeltl,76,77
340,3,0:52.0,,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),76,79
341,3,0:42.0,Shooting foul by K. Lowry (drawn by M. Teodosić),,76,79
342,3,0:42.0,M. Teodosić makes free throw 1 of 2,,77,79
343,3,0:42.0,B. Marjanović enters the game for D. Jordan,,77,79
344,3,0:42.0,S. Thornwell enters the game for W. Johnson,,77,79
345,3,0:42.0,M. Teodosić makes free throw 2 of 2,,78,79
346,3,0:32.0,,C. Miles misses 3-pt jump shot from 25 ft,78,79
347,3,0:28.0,Defensive rebound by M. Teodosić,,78,79
348,3,0:11.0,L. Williams misses 2-pt jump shot from 9 ft,,78,79
349,3,0:09.0,Offensive rebound by M. Harrell,,78,79
350,3,0:09.0,M. Harrell makes 2-pt dunk at rim,,80,79
351,3,0:00.0,,Shooting foul by B. Marjanović (drawn by J. Poeltl),80,79
352,3,0:00.0,,J. Poeltl makes free throw 1 of 2,80,80
353,3,0:00.0,,J. Poeltl misses free throw 2 of 2,80,80
354,3,0:00.0,,Offensive rebound by Team,80,80
355,4,11:44.0,,F. VanVleet makes 2-pt jump shot from 5 ft,80,82
356,4,11:28.0,L. Williams makes 2-pt jump shot from 10 ft,,82,82
357,4,11:16.0,,C. Miles misses 2-pt layup from 1 ft (block by B. Marjanović),82,82
358,4,11:15.0,Defensive rebound by Team,,82,82
359,4,10:57.0,L. Williams misses 2-pt jump shot from 12 ft (block by J. Poeltl),,82,82
360,4,10:50.0,Offensive rebound by L. Williams,,82,82
361,4,10:50.0,B. Marjanović makes 2-pt layup from 1 ft (assist by L. Williams),,84,82
362,4,10:42.0,,F. VanVleet misses 2-pt layup from 1 ft,84,82
363,4,10:42.0,Defensive rebound by S. Thornwell,,84,82
364,4,10:31.0,M. Harrell makes 2-pt hook shot from 5 ft,,86,82
365,4,10:13.0,,Turnover by P. Siakam (bad pass; steal by L. Williams),86,82
366,4,10:07.0,M. Harrell makes 2-pt layup from 2 ft,,88,82
367,4,9:56.0,,F. VanVleet misses 3-pt jump shot from 24 ft,88,82
368,4,9:52.0,Defensive rebound by S. Thornwell,,88,82
369,4,9:51.0,L. Williams makes 2-pt layup from 2 ft (assist by S. Thornwell),,90,82
370,4,9:51.0,,Toronto full timeout,90,82
371,4,9:39.0,,J. Poeltl misses 2-pt layup from 2 ft,90,82
372,4,9:36.0,Defensive rebound by B. Marjanović,,90,82
373,4,9:30.0,Shooting foul by F. VanVleet (drawn by L. Williams),,90,82
374,4,9:30.0,L. Williams makes free throw 1 of 2,,91,82
375,4,9:30.0,,S. Ibaka enters the game for J. Poeltl,91,82
376,4,9:30.0,L. Williams makes free throw 2 of 2,,92,82
377,4,9:18.0,,D. Wright misses 2-pt jump shot from 5 ft,92,82
378,4,9:14.0,Defensive rebound by M. Harrell,,92,82
379,4,9:08.0,M. Harrell makes 2-pt dunk from 1 ft (assist by B. Marjanović),,94,82
380,4,8:57.0,,S. Ibaka misses 2-pt jump shot from 17 ft,94,82
381,4,8:52.0,Defensive rebound by B. Marjanović,,94,82
382,4,8:43.0,B. Marjanović makes 2-pt dunk at rim (assist by L. Williams),,96,82
