,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MILWAUKEE_ACTION,LA LAKERS_SCORE,MILWAUKEE_SCORE
111,1,0:46.0,,T. Snell enters the game for G. Antetokounmpo,16,22
112,1,0:46.0,Defensive rebound by Team,,16,22
113,1,0:37.0,B. Ingram misses 2-pt jump shot from 16 ft,,16,22
114,1,0:34.0,,Defensive rebound by T. Maker,16,22
115,1,0:32.0,,M. Brogdon makes 2-pt layup at rim,16,24
116,1,0:12.0,Personal foul by D. Liggins (drawn by J. Clarkson),,16,24
117,1,0:12.0,J. Clarkson makes free throw 1 of 2,,17,24
118,1,0:12.0,,E. Bledsoe enters the game for D. Liggins,17,24
119,1,0:12.0,J. Clarkson misses free throw 2 of 2,,17,24
120,1,0:09.0,,Defensive rebound by E. Bledsoe,17,24
121,1,0:00.0,,Turnover by E. Bledsoe (lost ball; steal by C. Brewer),17,24
122,1,0:00.0,C. Brewer misses 3-pt jump shot from 53 ft,,17,24
123,1,0:00.0,Offensive rebound by Team,,17,24
124,2,11:47.0,,M. Brogdon makes 3-pt jump shot from 22 ft,17,27
125,2,11:32.0,J. Clarkson misses 3-pt jump shot from 27 ft,,17,27
126,2,11:32.0,,Defensive rebound by M. Brogdon,17,27
127,2,11:06.0,,M. Brogdon misses 3-pt jump shot from 27 ft,17,27
128,2,11:06.0,Defensive rebound by Team,,17,27
129,2,10:52.0,J. Randle makes 2-pt layup from 1 ft (assist by L. Ball),,19,27
130,2,10:39.0,,Personal foul by J. Clarkson (drawn by T. Maker),19,27
131,2,10:32.0,,M. Brogdon misses 2-pt layup from 3 ft (block by J. Randle),19,27
132,2,10:28.0,Defensive rebound by J. Clarkson,,19,27
133,2,10:10.0,L. Ball misses 3-pt jump shot from 27 ft,,19,27
134,2,10:09.0,Offensive rebound by Team,,19,27
135,2,10:08.0,Turnover by Team (shot clock),,19,27
136,2,10:06.0,K. Kuzma misses 3-pt jump shot from 28 ft,,19,27
137,2,10:06.0,Offensive rebound by Team,,19,27
138,2,9:59.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,19,27
139,2,9:55.0,Defensive rebound by K. Kuzma,,19,27
140,2,9:49.0,J. Randle makes 2-pt dunk from 1 ft (assist by L. Ball),,21,27
141,2,9:26.0,,D. Liggins makes 3-pt jump shot from 26 ft (assist by M. Brogdon),21,30
142,2,9:07.0,K. Kuzma makes 2-pt layup at rim (assist by L. Ball),,23,30
143,2,8:52.0,,Turnover by M. Brogdon (bad pass; steal by J. Clarkson),23,30
144,2,8:44.0,Shooting foul by T. Maker (drawn by J. Randle),,23,30
145,2,8:44.0,J. Randle makes free throw 1 of 2,,24,30
146,2,8:44.0,,K. Middleton enters the game for T. Maker,24,30
147,2,8:44.0,,J. Henson enters the game for M. Brogdon,24,30
148,2,8:44.0,J. Randle misses free throw 2 of 2,,24,30
149,2,8:39.0,,Defensive rebound by J. Henson,24,30
150,2,8:29.0,,Personal foul by V. Blue (drawn by J. Henson),24,30
151,2,8:17.0,,K. Middleton misses 2-pt jump shot from 12 ft,24,30
152,2,8:14.0,Defensive rebound by L. Ball,,24,30
153,2,8:11.0,J. Clarkson makes 2-pt layup from 3 ft (assist by L. Ball),,26,30
154,2,8:10.0,,Milwaukee full timeout,26,30
155,2,8:10.0,,G. Antetokounmpo enters the game for D. Liggins,26,30
156,2,7:50.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),26,32
157,2,7:30.0,J. Clarkson makes 2-pt layup from 1 ft,,28,32
158,2,7:14.0,,J. Henson makes 2-pt hook shot from 2 ft (assist by K. Middleton),28,34
159,2,7:04.0,J. Randle makes 2-pt dunk at rim (assist by L. Ball),,30,34
160,2,6:49.0,,J. Henson misses 2-pt layup from 3 ft,30,34
161,2,6:47.0,Defensive rebound by L. Ball,,30,34
162,2,6:39.0,K. Kuzma makes 2-pt jump shot from 19 ft (assist by L. Ball),,32,34
163,2,6:25.0,,T. Snell misses 2-pt layup from 2 ft,32,34
164,2,6:25.0,Defensive rebound by L. Ball,,32,34
165,2,6:10.0,J. Clarkson misses 2-pt jump shot from 13 ft,,32,34
166,2,6:10.0,Offensive rebound by J. Randle,,32,34
167,2,6:00.0,J. Clarkson makes 2-pt layup from 4 ft,,34,34
168,2,5:50.0,,E. Bledsoe makes 2-pt layup from 1 ft,34,36
169,2,5:33.0,Shooting foul by J. Henson (drawn by K. Kuzma),,34,36
170,2,5:33.0,K. Kuzma makes free throw 1 of 2,,35,36
171,2,5:33.0,K. Kuzma makes free throw 2 of 2,,36,36
172,2,5:20.0,,K. Middleton misses 2-pt jump shot from 10 ft,36,36
173,2,5:17.0,Defensive rebound by J. Randle,,36,36
174,2,5:10.0,L. Ball makes 2-pt layup from 2 ft (assist by J. Randle),,38,36
175,2,5:04.0,,T. Snell misses 3-pt jump shot from 23 ft,38,36
176,2,5:01.0,Defensive rebound by J. Randle,,38,36
177,2,4:52.0,L. Ball makes 3-pt jump shot from 27 ft (assist by K. Kuzma),,41,36
178,2,4:51.0,,Milwaukee full timeout,41,36
179,2,4:51.0,,M. Brogdon enters the game for T. Snell,41,36
180,2,4:51.0,K. Caldwell-Pope enters the game for J. Clarkson,,41,36
181,2,4:51.0,B. Ingram enters the game for V. Blue,,41,36
182,2,4:42.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),41,38
183,2,4:15.0,K. Caldwell-Pope misses 3-pt jump shot from 30 ft,,41,38
184,2,4:15.0,Offensive rebound by Team,,41,38
185,2,4:15.0,Turnover by Team (shot clock),,41,38
186,2,4:02.0,,Shooting foul by K. Kuzma (drawn by G. Antetokounmpo),41,38
187,2,4:02.0,,G. Antetokounmpo makes free throw 1 of 2,41,39
188,2,4:02.0,,G. Antetokounmpo makes free throw 2 of 2,41,40
189,2,3:53.0,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by L. Ball),,44,40
190,2,3:37.0,,Personal foul by B. Ingram (drawn by M. Brogdon),44,40
191,2,3:31.0,,M. Brogdon makes 3-pt jump shot from 26 ft (assist by J. Henson),44,43
192,2,3:17.0,Turnover by J. Randle (bad pass; steal by M. Brogdon),,44,43
193,2,3:12.0,,J. Henson misses 2-pt layup from 2 ft,44,43
194,2,3:09.0,Defensive rebound by J. Randle,,44,43
195,2,3:09.0,Shooting foul by M. Brogdon (drawn by B. Ingram),,44,43
196,2,3:09.0,B. Ingram misses free throw 1 of 2,,44,43
197,2,3:09.0,Offensive rebound by Team,,44,43
198,2,3:09.0,B. Ingram misses free throw 2 of 2,,44,43
199,2,3:06.0,,Defensive rebound by G. Antetokounmpo,44,43
200,2,2:54.0,,Shooting foul by J. Randle (drawn by G. Antetokounmpo),44,43
201,2,2:54.0,,G. Antetokounmpo makes free throw 1 of 2,44,44
202,2,2:54.0,B. Lopez enters the game for J. Randle,,44,44
203,2,2:54.0,,G. Antetokounmpo makes free throw 2 of 2,44,45
204,2,2:44.0,Turnover by K. Caldwell-Pope (bad pass; steal by M. Brogdon),,44,45
205,2,2:38.0,,G. Antetokounmpo misses 2-pt dunk from 3 ft,44,45
206,2,2:32.0,,Offensive rebound by J. Henson,44,45
207,2,2:32.0,,J. Henson misses 2-pt dunk at rim,44,45
208,2,2:31.0,Defensive rebound by B. Ingram,,44,45
209,2,2:25.0,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,,44,45
210,2,2:25.0,Offensive rebound by B. Lopez,,44,45
211,2,2:21.0,B. Lopez makes 2-pt layup from 1 ft,,46,45
212,2,1:58.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,46,45
213,2,1:58.0,,Offensive rebound by G. Antetokounmpo,46,45
214,2,1:58.0,,Turnover by Team (shot clock),46,45
215,2,1:43.0,K. Kuzma misses 2-pt layup from 5 ft,,46,45
216,2,1:39.0,,Defensive rebound by M. Brogdon,46,45
217,2,1:36.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),46,47
218,2,1:30.0,Turnover by B. Ingram (bad pass),,46,47
219,2,1:20.0,,E. Bledsoe makes 2-pt layup from 2 ft,46,49
220,2,1:13.0,Shooting foul by K. Middleton (drawn by B. Lopez),,46,49
221,2,1:13.0,B. Lopez makes free throw 1 of 2,,47,49
222,2,1:13.0,B. Lopez misses free throw 2 of 2,,47,49
223,2,1:10.0,,Defensive rebound by G. Antetokounmpo,47,49
224,2,0:58.0,,Turnover by E. Bledsoe (bad pass),47,49
225,2,0:41.0,Turnover by L. Ball (bad pass; steal by E. Bledsoe),,47,49
226,2,0:27.0,,M. Brogdon misses 2-pt layup from 3 ft (block by B. Lopez),47,49
227,2,0:23.0,Defensive rebound by K. Caldwell-Pope,,47,49
228,2,0:21.0,K. Caldwell-Pope misses 2-pt layup at rim (block by E. Bledsoe),,47,49
229,2,0:21.0,B. Lopez makes 2-pt dunk from 1 ft,,49,49
230,2,0:21.0,Offensive rebound by B. Lopez,,49,49
231,2,0:02.0,,K. Middleton makes 2-pt jump shot from 18 ft,49,51
232,3,11:38.0,,G. Antetokounmpo makes 2-pt jump shot from 7 ft,49,53
233,3,11:30.0,L. Ball makes 2-pt layup at rim (assist by B. Lopez),,51,53
234,3,11:30.0,Shooting foul by J. Henson (drawn by L. Ball),,51,53
235,3,11:30.0,L. Ball misses free throw 1 of 1,,51,53
236,3,11:26.0,,Defensive rebound by G. Antetokounmpo,51,53
237,3,11:15.0,,Personal foul by L. Ball (drawn by G. Antetokounmpo),51,53
238,3,11:03.0,,K. Middleton misses 3-pt jump shot from 27 ft,51,53
239,3,11:00.0,Defensive rebound by L. Ball,,51,53
240,3,10:50.0,L. Ball misses 3-pt jump shot from 26 ft,,51,53
241,3,10:45.0,,Defensive rebound by J. Henson,51,53
242,3,10:43.0,,Turnover by E. Bledsoe (turnover),51,53
243,3,10:27.0,K. Kuzma makes 3-pt jump shot from 27 ft (assist by L. Ball),,54,53
244,3,10:11.0,,Def 3 sec tech foul by B. Lopez,54,53
245,3,10:11.0,,K. Middleton makes technical free throw,54,54
246,3,9:55.0,,T. Snell misses 3-pt jump shot from 26 ft,54,54
247,3,9:52.0,Defensive rebound by L. Ball,,54,54
248,3,9:42.0,K. Kuzma makes 2-pt layup from 2 ft (assist by K. Caldwell-Pope),,56,54
249,3,9:20.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,56,56
250,3,9:08.0,L. Ball misses 2-pt layup from 2 ft,,56,56
251,3,9:05.0,,Defensive rebound by J. Henson,56,56
252,3,9:01.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,56,56
253,3,8:58.0,Defensive rebound by K. Caldwell-Pope,,56,56
254,3,8:55.0,K. Kuzma makes 2-pt layup from 1 ft (assist by K. Caldwell-Pope),,58,56
255,3,8:40.0,Offensive charge foul by G. Antetokounmpo (drawn by K. Caldwell-Pope),,58,56
256,3,8:40.0,,Turnover by G. Antetokounmpo (offensive foul),58,56
257,3,8:31.0,K. Kuzma misses 3-pt jump shot from 26 ft,,58,56
258,3,8:28.0,,Defensive rebound by G. Antetokounmpo,58,56
259,3,8:20.0,,Shooting foul by L. Ball (drawn by E. Bledsoe),58,56
260,3,8:20.0,,E. Bledsoe makes free throw 1 of 2,58,57
261,3,8:20.0,,E. Bledsoe misses free throw 2 of 2,58,57
262,3,8:16.0,Defensive rebound by L. Ball,,58,57
263,3,8:11.0,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,,58,57
264,3,8:08.0,,Defensive rebound by G. Antetokounmpo,58,57
265,3,7:59.0,,K. Middleton makes 2-pt layup from 6 ft (assist by G. Antetokounmpo),58,59
266,3,7:59.0,Technical foul by K. Caldwell-Pope,,58,59
267,3,7:59.0,,K. Middleton makes technical free throw,58,60
268,3,7:47.0,Turnover by L. Ball (bad pass; steal by K. Middleton),,58,60
269,3,7:47.0,,Turnover by G. Antetokounmpo (bad pass; steal by K. Caldwell-Pope),58,60
270,3,7:28.0,B. Ingram misses 2-pt layup from 8 ft (block by G. Antetokounmpo),,58,60
271,3,7:27.0,Offensive rebound by K. Caldwell-Pope,,58,60
272,3,7:27.0,Personal foul by K. Middleton (drawn by K. Caldwell-Pope),,58,60
273,3,7:22.0,Turnover by K. Kuzma (bad pass),,58,60
274,3,7:05.0,,K. Middleton misses 3-pt jump shot from 28 ft,58,60
275,3,7:03.0,Defensive rebound by B. Ingram,,58,60
276,3,7:01.0,Personal foul by T. Snell (drawn by B. Ingram),,58,60
277,3,6:57.0,Shooting foul by J. Henson (drawn by B. Ingram),,58,60
278,3,6:57.0,,Milwaukee full timeout,58,60
279,3,6:57.0,,T. Maker enters the game for J. Henson,58,60
280,3,6:57.0,,M. Brogdon enters the game for T. Snell,58,60
281,3,6:57.0,B. Ingram misses free throw 1 of 2,,58,60
282,3,6:57.0,Offensive rebound by Team,,58,60
283,3,6:57.0,B. Ingram makes free throw 2 of 2,,59,60
284,3,6:44.0,,Shooting foul by B. Lopez (drawn by E. Bledsoe),59,60
285,3,6:44.0,,E. Bledsoe makes free throw 1 of 2,59,61
286,3,6:44.0,,E. Bledsoe makes free throw 2 of 2,59,62
287,3,6:22.0,B. Lopez misses 2-pt jump shot from 11 ft,,59,62
288,3,6:19.0,,Defensive rebound by K. Middleton,59,62
289,3,6:05.0,,T. Maker misses 2-pt layup from 2 ft (block by L. Ball),59,62
290,3,6:05.0,Defensive rebound by L. Ball,,59,62
291,3,6:05.0,Personal foul by E. Bledsoe (drawn by B. Ingram),,59,62
292,3,6:05.0,B. Ingram makes free throw 1 of 2,,60,62
293,3,6:05.0,,M. Dellavedova enters the game for E. Bledsoe,60,62
294,3,6:05.0,B. Ingram makes free throw 2 of 2,,61,62
295,3,5:40.0,,M. Dellavedova makes 2-pt hook shot from 6 ft,61,64
296,3,5:26.0,K. Kuzma makes 2-pt jump shot from 19 ft (assist by B. Ingram),,63,64
297,3,5:09.0,,K. Middleton misses 2-pt jump shot from 9 ft,63,64
298,3,5:07.0,Defensive rebound by K. Kuzma,,63,64
299,3,5:02.0,B. Ingram misses 3-pt jump shot from 22 ft,,63,64
300,3,4:59.0,,Defensive rebound by G. Antetokounmpo,63,64
301,3,4:54.0,,Shooting foul by B. Ingram (drawn by K. Middleton),63,64
302,3,4:54.0,,K. Middleton makes free throw 1 of 2,63,65
303,3,4:54.0,,K. Middleton makes free throw 2 of 2,63,66
304,3,4:34.0,Turnover by K. Kuzma (traveling),,63,66
305,3,4:34.0,J. Clarkson enters the game for L. Ball,,63,66
306,3,4:34.0,J. Randle enters the game for B. Lopez,,63,66
307,3,4:16.0,,G. Antetokounmpo makes 2-pt jump shot from 12 ft,63,68
308,3,4:02.0,Shooting foul by M. Brogdon (drawn by J. Randle),,63,68
309,3,4:02.0,J. Randle makes free throw 1 of 2,,64,68
310,3,4:02.0,J. Randle makes free throw 2 of 2,,65,68
311,3,3:43.0,,M. Dellavedova makes 3-pt jump shot from 26 ft,65,71
312,3,3:18.0,Turnover by J. Randle (turnover),,65,71
313,3,3:07.0,Offensive charge foul by G. Antetokounmpo (drawn by K. Kuzma),,65,71
314,3,3:07.0,,Turnover by G. Antetokounmpo (offensive foul),65,71
315,3,2:59.0,Shooting foul by T. Maker (drawn by K. Kuzma),,65,71
316,3,2:59.0,LA Lakers full timeout,,65,71
317,3,2:59.0,K. Kuzma misses free throw 1 of 2,,65,71
318,3,2:59.0,Offensive rebound by Team,,65,71
319,3,2:59.0,K. Kuzma makes free throw 2 of 2,,66,71
320,3,2:47.0,,M. Dellavedova misses 2-pt jump shot from 9 ft,66,71
321,3,2:44.0,Defensive rebound by K. Kuzma,,66,71
322,3,2:25.0,J. Randle misses 3-pt jump shot from 25 ft,,66,71
323,3,2:21.0,,Defensive rebound by M. Dellavedova,66,71
324,3,2:17.0,,M. Brogdon misses 3-pt jump shot from 25 ft,66,71
325,3,2:13.0,Defensive rebound by K. Kuzma,,66,71
326,3,2:07.0,Shooting foul by M. Dellavedova (drawn by J. Clarkson),,66,71
327,3,2:07.0,J. Clarkson misses free throw 1 of 2,,66,71
328,3,2:07.0,Offensive rebound by Team,,66,71
329,3,2:07.0,,D. Liggins enters the game for K. Middleton,66,71
330,3,2:07.0,V. Blue enters the game for K. Caldwell-Pope,,66,71
331,3,2:07.0,J. Clarkson makes free throw 2 of 2,,67,71
332,3,1:57.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by M. Dellavedova),67,73
333,3,1:34.0,Turnover by J. Clarkson (traveling),,67,73
334,3,1:09.0,,G. Antetokounmpo makes 2-pt jump shot from 16 ft,67,75
335,3,0:55.0,Turnover by B. Ingram (lost ball; steal by T. Maker),,67,75
336,3,0:36.0,,M. Dellavedova misses 2-pt jump shot from 6 ft,67,75
337,3,0:34.0,Defensive rebound by J. Randle,,67,75
338,3,0:28.0,Turnover by J. Clarkson (bad pass; steal by D. Liggins),,67,75
339,3,0:17.0,,M. Brogdon makes 2-pt dunk from 2 ft (assist by G. Antetokounmpo),67,77
340,3,0:00.0,J. Clarkson misses 3-pt jump shot from 28 ft,,67,77
341,3,0:00.0,Offensive rebound by Team,,67,77
342,4,11:45.0,Turnover by L. Ball (lost ball; steal by M. Dellavedova),,67,77
343,4,11:38.0,,T. Maker misses 3-pt jump shot from 27 ft,67,77
344,4,11:29.0,Defensive rebound by L. Ball,,67,77
345,4,11:25.0,L. Ball makes 2-pt jump shot from 7 ft,,69,77
346,4,10:58.0,,Turnover by M. Brogdon (bad pass; steal by L. Ball),69,77
347,4,10:55.0,Shooting foul by M. Brogdon (drawn by J. Randle),,69,77
348,4,10:55.0,J. Randle makes free throw 1 of 2,,70,77
349,4,10:55.0,J. Randle misses free throw 2 of 2,,70,77
350,4,10:52.0,,Defensive rebound by T. Maker,70,77
351,4,10:39.0,,G. Antetokounmpo misses 3-pt jump shot from 25 ft,70,77
352,4,10:36.0,Defensive rebound by V. Blue,,70,77
353,4,10:24.0,Turnover by C. Brewer (bad pass; steal by G. Antetokounmpo),,70,77
354,4,10:03.0,,M. Dellavedova makes 3-pt jump shot from 25 ft,70,80
355,4,9:46.0,Turnover by L. Ball (lost ball; steal by M. Brogdon),,70,80
356,4,9:43.0,,Personal foul by J. Clarkson (drawn by M. Brogdon),70,80
357,4,9:43.0,,M. Brogdon makes free throw 2 of 2,70,81
358,4,9:43.0,,M. Brogdon makes free throw 1 of 2,70,82
359,4,9:43.0,,K. Middleton enters the game for M. Dellavedova,70,82
360,4,9:43.0,,E. Bledsoe enters the game for G. Antetokounmpo,70,82
361,4,9:35.0,,Offensive charge foul by J. Randle (drawn by D. Liggins),70,82
362,4,9:35.0,Turnover by J. Randle (offensive foul),,70,82
363,4,9:18.0,,E. Bledsoe misses 2-pt layup from 3 ft (block by L. Ball),70,82
364,4,9:17.0,Defensive rebound by J. Randle,,70,82
365,4,9:11.0,Turnover by J. Clarkson (lost ball; steal by D. Liggins),,70,82
366,4,9:11.0,,Milwaukee full timeout,70,82
367,4,9:11.0,K. Kuzma enters the game for C. Brewer,,70,82
368,4,8:54.0,,K. Middleton misses 2-pt jump shot from 13 ft,70,82
369,4,8:52.0,Defensive rebound by J. Randle,,70,82
370,4,8:30.0,J. Clarkson misses 3-pt jump shot from 26 ft,,70,82
371,4,8:27.0,,Defensive rebound by D. Liggins,70,82
372,4,8:18.0,,D. Liggins misses 2-pt jump shot from 21 ft,70,82
373,4,8:15.0,Defensive rebound by K. Kuzma,,70,82
374,4,8:13.0,Personal foul by K. Middleton (drawn by K. Kuzma),,70,82
375,4,7:59.0,Shooting foul by T. Maker (drawn by J. Randle),,70,82
