,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,OKLAHOMA CITY_ACTION,MINNESOTA_SCORE,OKLAHOMA CITY_SCORE
0,1,11:51.0,,R. Westbrook makes 2-pt layup at rim,0,2
1,1,11:27.0,K. Towns misses 2-pt jump shot from 5 ft,,0,2
2,1,11:25.0,,Defensive rebound by C. Anthony,0,2
3,1,11:13.0,,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),0,4
4,1,10:57.0,Turnover by T. Gibson (lost ball; steal by A. Roberson),,0,4
5,1,10:40.0,,R. Westbrook misses 2-pt jump shot from 17 ft,0,4
6,1,10:37.0,Defensive rebound by T. Gibson,,0,4
7,1,10:24.0,T. Gibson misses 2-pt jump shot from 10 ft,,0,4
8,1,10:21.0,,Defensive rebound by R. Westbrook,0,4
9,1,10:17.0,,P. George makes 3-pt jump shot from 24 ft (assist by R. Westbrook),0,7
10,1,9:54.0,T. Gibson makes 2-pt layup from 1 ft (assist by J. Butler),,2,7
11,1,9:40.0,,C. Anthony misses 3-pt jump shot from 24 ft,2,7
12,1,9:37.0,,Offensive rebound by S. Adams,2,7
13,1,9:32.0,,Shooting foul by K. Towns (drawn by S. Adams),2,7
14,1,9:32.0,,S. Adams makes free throw 1 of 2,2,8
15,1,9:32.0,,S. Adams makes free throw 2 of 2,2,9
16,1,9:20.0,K. Towns misses 2-pt layup from 1 ft,,2,9
17,1,9:17.0,,Defensive rebound by C. Anthony,2,9
18,1,9:14.0,,R. Westbrook misses 2-pt layup at rim,2,9
19,1,9:11.0,Defensive rebound by T. Gibson,,2,9
20,1,9:09.0,Shooting foul by C. Anthony (drawn by A. Wiggins),,2,9
21,1,9:09.0,A. Wiggins makes free throw 1 of 2,,3,9
22,1,9:09.0,A. Wiggins misses free throw 2 of 2,,3,9
23,1,9:07.0,,Defensive rebound by C. Anthony,3,9
24,1,8:56.0,,P. George misses 3-pt jump shot from 22 ft,3,9
25,1,8:52.0,Defensive rebound by J. Butler,,3,9
26,1,8:38.0,K. Towns makes 2-pt layup from 4 ft,,5,9
27,1,8:28.0,,P. George misses 3-pt jump shot from 25 ft,5,9
28,1,8:24.0,,Offensive rebound by S. Adams,5,9
29,1,8:24.0,,S. Adams makes 2-pt layup from 1 ft,5,11
30,1,8:24.0,,J. Grant enters the game for A. Roberson,5,11
31,1,8:24.0,G. Dieng enters the game for K. Towns,,5,11
32,1,8:12.0,Shooting foul by S. Adams (drawn by A. Wiggins),,5,11
33,1,8:12.0,A. Wiggins misses free throw 1 of 2,,5,11
34,1,8:12.0,Offensive rebound by Team,,5,11
35,1,8:12.0,A. Wiggins misses free throw 2 of 2,,5,11
36,1,8:10.0,,Defensive rebound by J. Grant,5,11
37,1,8:01.0,,S. Adams makes 2-pt layup at rim (assist by P. George),5,13
38,1,8:01.0,,Shooting foul by J. Teague (drawn by S. Adams),5,13
39,1,8:01.0,,S. Adams makes free throw 1 of 1,5,14
40,1,7:51.0,A. Wiggins makes 2-pt jump shot from 23 ft (assist by T. Gibson),,7,14
41,1,7:40.0,,Turnover by C. Anthony (traveling),7,14
42,1,7:27.0,J. Butler makes 2-pt layup from 1 ft,,9,14
43,1,7:14.0,,P. George makes 2-pt jump shot from 4 ft (assist by R. Westbrook),9,16
44,1,7:08.0,Turnover by J. Teague (bad pass; steal by R. Westbrook),,9,16
45,1,7:06.0,,P. George makes 2-pt jump shot from 5 ft,9,18
46,1,7:06.0,,Shooting foul by G. Dieng (drawn by P. George),9,18
47,1,7:06.0,,P. George makes free throw 1 of 1,9,19
48,1,6:56.0,J. Teague makes 2-pt layup from 1 ft,,11,19
49,1,6:37.0,,P. George misses 3-pt jump shot from 23 ft,11,19
