,QUARTER,TIME_REMAINING,MIAMI_ACTION,MINNESOTA_ACTION,MIAMI_SCORE,MINNESOTA_SCORE
125,2,8:50.0,,G. Dieng makes 2-pt jump shot from 20 ft (assist by J. Crawford),38,30
126,2,8:27.0,W. Ellington misses 3-pt jump shot from 23 ft,,38,30
127,2,8:24.0,,Defensive rebound by K. Towns,38,30
128,2,8:12.0,,J. Butler enters the game for G. Dieng,38,30
129,2,8:12.0,G. Dragić enters the game for J. Richardson,,38,30
130,2,8:10.0,,K. Towns misses 3-pt jump shot from 24 ft,38,30
131,2,8:07.0,Defensive rebound by K. Olynyk,,38,30
132,2,8:00.0,J. Johnson makes 2-pt jump shot from 9 ft (assist by K. Olynyk),,40,30
133,2,7:41.0,,S. Muhammad makes 3-pt jump shot from 24 ft (assist by T. Jones),40,33
134,2,7:27.0,J. Johnson misses 2-pt jump shot from 21 ft,,40,33
135,2,7:26.0,,Defensive rebound by S. Muhammad,40,33
136,2,7:18.0,,J. Crawford makes 2-pt layup from 1 ft,40,35
137,2,7:18.0,Violation by T. Johnson (def goaltending),,40,35
138,2,7:10.0,Personal foul by J. Crawford (drawn by T. Johnson),,40,35
139,2,7:10.0,H. Whiteside enters the game for K. Olynyk,,40,35
140,2,7:00.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Johnson),,43,35
141,2,6:40.0,,S. Muhammad misses 2-pt jump shot from 8 ft,43,35
142,2,6:37.0,Defensive rebound by H. Whiteside,,43,35
143,2,6:24.0,H. Whiteside makes 2-pt jump shot from 8 ft (assist by G. Dragić),,45,35
144,2,6:17.0,,Minnesota full timeout,45,35
145,2,6:17.0,,A. Wiggins enters the game for J. Crawford,45,35
146,2,6:17.0,,T. Gibson enters the game for S. Muhammad,45,35
147,2,6:11.0,,K. Towns misses 2-pt jump shot from 10 ft,45,35
148,2,6:06.0,,Offensive rebound by J. Butler,45,35
149,2,6:06.0,,J. Butler misses 2-pt layup at rim,45,35
150,2,6:05.0,Defensive rebound by W. Ellington,,45,35
151,2,6:01.0,G. Dragić makes 3-pt jump shot from 23 ft (assist by W. Ellington),,48,35
152,2,5:39.0,,A. Wiggins makes 2-pt jump shot from 6 ft,48,37
153,2,5:15.0,T. Johnson misses 2-pt layup from 1 ft,,48,37
154,2,5:12.0,Offensive rebound by H. Whiteside,,48,37
155,2,5:11.0,Shooting foul by K. Towns (drawn by H. Whiteside),,48,37
156,2,5:11.0,H. Whiteside makes free throw 1 of 2,,49,37
157,2,5:11.0,D. Waiters enters the game for T. Johnson,,49,37
158,2,5:11.0,H. Whiteside makes free throw 2 of 2,,50,37
159,2,4:51.0,,J. Butler makes 2-pt jump shot from 13 ft,50,39
160,2,4:35.0,Turnover by G. Dragić (bad pass),,50,39
161,2,4:13.0,,A. Wiggins misses 3-pt jump shot from 24 ft,50,39
162,2,4:10.0,Defensive rebound by H. Whiteside,,50,39
163,2,3:59.0,D. Waiters misses 3-pt jump shot from 23 ft,,50,39
164,2,3:55.0,,Defensive rebound by T. Jones,50,39
165,2,3:46.0,,T. Gibson misses 2-pt jump shot from 20 ft,50,39
166,2,3:40.0,,Offensive rebound by A. Wiggins,50,39
167,2,3:40.0,,A. Wiggins makes 2-pt dunk at rim,50,41
168,2,3:34.0,Miami full timeout,,50,41
169,2,3:34.0,J. Richardson enters the game for W. Ellington,,50,41
170,2,3:34.0,J. Winslow enters the game for J. Johnson,,50,41
171,2,3:18.0,J. Richardson misses 3-pt jump shot from 22 ft,,50,41
172,2,3:15.0,,Defensive rebound by J. Butler,50,41
173,2,3:09.0,,Turnover by J. Butler (lost ball; steal by H. Whiteside),50,41
174,2,3:04.0,Turnover by G. Dragić (lost ball; steal by T. Jones),,50,41
175,2,2:56.0,,T. Gibson makes 2-pt layup from 1 ft,50,43
176,2,2:42.0,G. Dragić makes 3-pt jump shot from 25 ft (assist by D. Waiters),,53,43
177,2,2:19.0,,A. Wiggins misses 2-pt jump shot from 19 ft,53,43
178,2,2:15.0,Defensive rebound by G. Dragić,,53,43
179,2,1:57.0,G. Dragić misses 3-pt jump shot from 25 ft,,53,43
180,2,1:53.0,,Defensive rebound by K. Towns,53,43
181,2,1:48.0,,Shooting foul by D. Waiters (drawn by J. Butler),53,43
182,2,1:48.0,,J. Butler misses free throw 1 of 3,53,43
183,2,1:48.0,,Offensive rebound by Team,53,43
184,2,1:48.0,,J. Butler makes free throw 2 of 3,53,44
185,2,1:48.0,,J. Butler makes free throw 3 of 3,53,45
186,2,1:39.0,G. Dragić misses 2-pt layup from 1 ft,,53,45
187,2,1:37.0,Offensive rebound by H. Whiteside,,53,45
188,2,1:35.0,H. Whiteside makes 2-pt dunk from 2 ft,,55,45
189,2,1:18.0,,Turnover by T. Jones (bad pass; steal by G. Dragić),55,45
190,2,1:10.0,Turnover by J. Winslow (lost ball; steal by T. Jones),,55,45
191,2,1:09.0,Violation by D. Waiters (kicked ball),,55,45
192,2,1:09.0,W. Ellington enters the game for D. Waiters,,55,45
193,2,0:56.0,,Shooting foul by H. Whiteside (drawn by J. Butler),55,45
194,2,0:56.0,,J. Butler makes free throw 1 of 2,55,46
195,2,0:56.0,J. Johnson enters the game for H. Whiteside,,55,46
196,2,0:56.0,,J. Butler misses free throw 2 of 2,55,46
197,2,0:54.0,Defensive rebound by J. Winslow,,55,46
198,2,0:43.0,G. Dragić misses 2-pt layup from 3 ft,,55,46
199,2,0:41.0,,Defensive rebound by T. Gibson,55,46
200,2,0:33.0,,J. Butler makes 2-pt jump shot from 19 ft,55,48
201,2,0:15.0,Personal foul by T. Jones (drawn by G. Dragić),,55,48
202,2,0:15.0,G. Dragić makes free throw 1 of 2,,56,48
203,2,0:15.0,G. Dragić misses free throw 2 of 2,,56,48
204,2,0:13.0,Offensive rebound by J. Johnson,,56,48
205,2,0:02.0,G. Dragić makes 2-pt jump shot from 9 ft,,58,48
206,2,0:00.0,,T. Gibson misses 3-pt jump shot from 67 ft,58,48
207,2,0:00.0,,Offensive rebound by Team,58,48
208,3,11:43.0,D. Waiters misses 2-pt layup from 2 ft,,58,48
209,3,11:40.0,,Defensive rebound by J. Butler,58,48
210,3,11:35.0,,J. Butler misses 2-pt layup from 4 ft,58,48
211,3,11:33.0,,Offensive rebound by K. Towns,58,48
212,3,11:33.0,,K. Towns misses 2-pt layup from 2 ft,58,48
213,3,11:33.0,,Offensive rebound by J. Butler,58,48
214,3,11:33.0,,J. Butler makes 2-pt layup at rim,58,50
215,3,11:33.0,,Shooting foul by J. Winslow (drawn by J. Butler),58,50
216,3,11:33.0,,J. Butler misses free throw 1 of 1,58,50
217,3,11:31.0,Defensive rebound by H. Whiteside,,58,50
218,3,11:12.0,J. Winslow makes 3-pt jump shot from 24 ft (assist by G. Dragić),,61,50
219,3,10:54.0,,A. Wiggins misses 2-pt jump shot from 15 ft,61,50
220,3,10:54.0,Defensive rebound by H. Whiteside,,61,50
221,3,10:42.0,H. Whiteside makes 2-pt layup from 1 ft (assist by J. Richardson),,63,50
222,3,10:27.0,,K. Towns misses 3-pt jump shot from 22 ft,63,50
223,3,10:24.0,Defensive rebound by G. Dragić,,63,50
224,3,10:21.0,Shooting foul by T. Jones (drawn by J. Winslow),,63,50
225,3,10:21.0,J. Winslow makes free throw 1 of 2,,64,50
226,3,10:21.0,J. Winslow makes free throw 2 of 2,,65,50
227,3,10:07.0,,T. Gibson makes 2-pt jump shot from 8 ft (assist by T. Jones),65,52
228,3,9:43.0,D. Waiters misses 3-pt jump shot from 22 ft,,65,52
229,3,9:42.0,,Defensive rebound by Team,65,52
230,3,9:38.0,Loose ball foul by J. Winslow (drawn by T. Gibson),,65,52
231,3,9:27.0,,J. Butler makes 2-pt jump shot from 21 ft,65,54
232,3,9:04.0,J. Winslow misses 2-pt jump shot from 9 ft,,65,54
233,3,9:01.0,,Defensive rebound by K. Towns,65,54
234,3,8:54.0,,J. Butler misses 2-pt jump shot from 14 ft,65,54
235,3,8:51.0,Defensive rebound by G. Dragić,,65,54
236,3,8:38.0,D. Waiters makes 2-pt layup from 1 ft,,67,54
237,3,8:18.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Butler),67,56
238,3,8:00.0,Shooting foul by A. Wiggins (drawn by H. Whiteside),,67,56
239,3,8:00.0,H. Whiteside makes free throw 1 of 2,,68,56
240,3,8:00.0,H. Whiteside makes free throw 2 of 2,,69,56
241,3,7:49.0,,Shooting foul by J. Richardson (drawn by A. Wiggins),69,56
242,3,7:49.0,,A. Wiggins makes free throw 1 of 2,69,57
243,3,7:49.0,,A. Wiggins makes free throw 2 of 2,69,58
244,3,7:28.0,J. Richardson misses 2-pt jump shot from 15 ft,,69,58
245,3,7:25.0,,Defensive rebound by T. Jones,69,58
246,3,7:20.0,,Personal foul by J. Winslow (drawn by K. Towns),69,58
247,3,7:06.0,,J. Butler misses 2-pt jump shot from 8 ft,69,58
248,3,7:01.0,Defensive rebound by J. Winslow,,69,58
249,3,6:57.0,Turnover by D. Waiters (lost ball; steal by T. Jones),,69,58
250,3,6:53.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Butler),69,60
251,3,6:31.0,H. Whiteside makes 2-pt jump shot from 13 ft (assist by G. Dragić),,71,60
252,3,6:09.0,,J. Butler misses 2-pt jump shot from 19 ft,71,60
253,3,6:07.0,Defensive rebound by H. Whiteside,,71,60
254,3,5:57.0,G. Dragić misses 2-pt layup from 1 ft,,71,60
255,3,5:55.0,,Defensive rebound by T. Gibson,71,60
256,3,5:48.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by K. Towns),71,63
257,3,5:25.0,D. Waiters makes 2-pt jump shot from 20 ft,,73,63
258,3,5:01.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by T. Jones),73,66
259,3,4:38.0,D. Waiters makes 3-pt jump shot from 22 ft (assist by G. Dragić),,76,66
260,3,4:19.0,,K. Towns misses 2-pt layup from 2 ft (block by J. Winslow),76,66
261,3,4:16.0,Defensive rebound by J. Winslow,,76,66
262,3,4:14.0,Offensive foul by J. Winslow (drawn by T. Jones),,76,66
263,3,4:14.0,Turnover by J. Winslow (offensive foul),,76,66
264,3,4:14.0,,Minnesota full timeout,76,66
265,3,4:14.0,,G. Dieng enters the game for K. Towns,76,66
266,3,4:14.0,T. Johnson enters the game for G. Dragić,,76,66
267,3,4:14.0,J. Johnson enters the game for J. Winslow,,76,66
268,3,3:57.0,,J. Butler misses 2-pt jump shot from 14 ft,76,66
269,3,3:54.0,Defensive rebound by H. Whiteside,,76,66
270,3,3:41.0,D. Waiters makes 3-pt jump shot from 26 ft (assist by J. Johnson),,79,66
271,3,3:28.0,,Shooting foul by J. Richardson (drawn by A. Wiggins),79,66
272,3,3:28.0,,A. Wiggins misses free throw 1 of 2,79,66
273,3,3:28.0,,Offensive rebound by Team,79,66
274,3,3:28.0,,J. Crawford enters the game for J. Butler,79,66
275,3,3:28.0,W. Ellington enters the game for J. Richardson,,79,66
276,3,3:28.0,,A. Wiggins makes free throw 2 of 2,79,67
277,3,3:07.0,T. Johnson misses 3-pt jump shot from 24 ft,,79,67
278,3,3:03.0,,Defensive rebound by G. Dieng,79,67
279,3,2:59.0,,Shooting foul by W. Ellington (drawn by J. Crawford),79,67
280,3,2:59.0,Miami full timeout,,79,67
281,3,2:59.0,,A. Brooks enters the game for T. Jones,79,67
282,3,2:59.0,K. Olynyk enters the game for H. Whiteside,,79,67
283,3,2:59.0,,J. Crawford misses free throw 1 of 2,79,67
284,3,2:59.0,,Offensive rebound by Team,79,67
285,3,2:59.0,,J. Crawford makes free throw 2 of 2,79,68
286,3,2:42.0,Personal foul by T. Gibson (drawn by D. Waiters),,79,68
287,3,2:30.0,J. Johnson makes 2-pt dunk at rim,,81,68
288,3,2:07.0,,J. Crawford misses 3-pt jump shot from 24 ft,81,68
289,3,2:04.0,Defensive rebound by K. Olynyk,,81,68
290,3,1:49.0,Offensive foul by J. Johnson (drawn by J. Crawford),,81,68
291,3,1:49.0,Turnover by J. Johnson (offensive foul),,81,68
292,3,1:31.0,,Turnover by G. Dieng (bad pass),81,68
293,3,1:13.0,D. Waiters misses 3-pt jump shot from 25 ft,,81,68
294,3,1:09.0,,Defensive rebound by T. Gibson,81,68
295,3,1:00.0,,A. Wiggins makes 2-pt layup from 2 ft,81,70
296,3,0:47.0,Turnover by J. Johnson (bad pass; steal by A. Wiggins),,81,70
297,3,0:34.0,,Turnover by A. Wiggins (lost ball; steal by D. Waiters),81,70
298,3,0:29.0,D. Waiters misses 2-pt jump shot from 3 ft,,81,70
299,3,0:26.0,,Defensive rebound by A. Brooks,81,70
300,3,0:06.0,,A. Wiggins misses 3-pt jump shot from 26 ft,81,70
301,3,0:02.0,Defensive rebound by J. Johnson,,81,70
302,3,0:00.0,D. Waiters misses 3-pt jump shot from 23 ft,,81,70
303,3,0:00.0,Offensive rebound by Team,,81,70
304,4,11:52.0,,J. Crawford misses 2-pt jump shot from 20 ft,81,70
305,4,11:48.0,Defensive rebound by K. Olynyk,,81,70
306,4,11:42.0,Personal foul by A. Brooks (drawn by T. Johnson),,81,70
307,4,11:35.0,K. Olynyk makes 2-pt jump shot from 20 ft,,83,70
308,4,11:24.0,,Personal foul by J. Johnson (drawn by K. Towns),83,70
309,4,11:09.0,,J. Crawford misses 2-pt layup from 7 ft,83,70
310,4,11:06.0,Defensive rebound by K. Olynyk,,83,70
311,4,11:00.0,K. Olynyk makes 3-pt jump shot from 25 ft,,86,70
312,4,10:43.0,,A. Brooks misses 2-pt layup from 2 ft (block by T. Johnson),86,70
313,4,10:41.0,,Offensive rebound by J. Crawford,86,70
314,4,10:33.0,,S. Muhammad makes 3-pt jump shot from 25 ft (assist by A. Brooks),86,73
315,4,10:18.0,T. Johnson misses 3-pt jump shot from 24 ft,,86,73
316,4,10:18.0,,Defensive rebound by G. Dieng,86,73
317,4,10:07.0,,S. Muhammad misses 2-pt jump shot from 7 ft,86,73
318,4,10:00.0,,Offensive rebound by S. Muhammad,86,73
319,4,10:00.0,,S. Muhammad makes 2-pt layup at rim,86,75
320,4,9:51.0,T. Johnson makes 3-pt jump shot from 24 ft (assist by J. Johnson),,89,75
321,4,9:27.0,,A. Brooks misses 2-pt jump shot from 7 ft,89,75
322,4,9:23.0,Defensive rebound by Team,,89,75
323,4,9:23.0,,Loose ball foul by K. Towns (drawn by J. Johnson),89,75
324,4,9:23.0,,J. Butler enters the game for G. Dieng,89,75
325,4,9:23.0,G. Dragić enters the game for T. Johnson,,89,75
326,4,9:10.0,J. Johnson misses 2-pt jump shot from 9 ft,,89,75
327,4,9:08.0,,Defensive rebound by S. Muhammad,89,75
328,4,8:56.0,,K. Towns makes 2-pt dunk from 1 ft (assist by J. Crawford),89,77
329,4,8:38.0,G. Dragić misses 3-pt jump shot from 23 ft,,89,77
330,4,8:35.0,,Defensive rebound by J. Butler,89,77
331,4,8:27.0,,J. Butler misses 2-pt layup from 5 ft,89,77
332,4,8:23.0,Defensive rebound by G. Dragić,,89,77
333,4,8:20.0,W. Ellington makes 3-pt jump shot from 24 ft (assist by G. Dragić),,92,77
334,4,8:19.0,,Minnesota full timeout,92,77
335,4,8:19.0,,A. Wiggins enters the game for A. Brooks,92,77
336,4,8:10.0,,J. Crawford makes 2-pt jump shot from 18 ft (assist by K. Towns),92,79
337,4,7:52.0,G. Dragić makes 2-pt layup at rim (assist by K. Olynyk),,94,79
338,4,7:35.0,,Personal foul by K. Olynyk (drawn by K. Towns),94,79
339,4,7:30.0,,J. Crawford misses 2-pt layup from 9 ft,94,79
340,4,7:29.0,,Offensive rebound by S. Muhammad,94,79
341,4,7:23.0,,S. Muhammad makes 2-pt layup at rim,94,81
342,4,7:15.0,G. Dragić makes 3-pt jump shot from 24 ft (assist by J. Johnson),,97,81
343,4,6:57.0,,S. Muhammad misses 2-pt jump shot from 12 ft,97,81
344,4,6:55.0,Defensive rebound by K. Olynyk,,97,81
345,4,6:50.0,W. Ellington misses 3-pt jump shot from 27 ft,,97,81
346,4,6:46.0,,Defensive rebound by K. Towns,97,81
347,4,6:38.0,,A. Wiggins misses 2-pt jump shot from 19 ft,97,81
348,4,6:34.0,Defensive rebound by K. Olynyk,,97,81
349,4,6:22.0,W. Ellington makes 3-pt jump shot from 22 ft (assist by K. Olynyk),,100,81
350,4,6:20.0,,Minnesota full timeout,100,81
351,4,6:20.0,,T. Jones enters the game for J. Crawford,100,81
352,4,6:20.0,,T. Gibson enters the game for S. Muhammad,100,81
353,4,6:11.0,,J. Butler misses 2-pt jump shot from 7 ft,100,81
354,4,6:08.0,,Offensive rebound by T. Jones,100,81
355,4,6:03.0,,Personal foul by J. Johnson (drawn by J. Butler),100,81
356,4,5:55.0,,Shooting foul by G. Dragić (drawn by K. Towns),100,81
357,4,5:55.0,,K. Towns makes free throw 1 of 2,100,82
358,4,5:55.0,,K. Towns makes free throw 2 of 2,100,83
359,4,5:37.0,J. Richardson makes 2-pt jump shot from 20 ft (assist by K. Olynyk),,102,83
360,4,5:21.0,,Shooting block foul by K. Olynyk (drawn by K. Towns),102,83
361,4,5:21.0,,K. Towns makes free throw 1 of 2,102,84
362,4,5:21.0,,K. Towns makes free throw 2 of 2,102,85
363,4,5:07.0,Turnover by K. Olynyk (bad pass; steal by T. Jones),,102,85
364,4,5:04.0,,Turnover by T. Jones (bad pass; steal by G. Dragić),102,85
365,4,4:58.0,W. Ellington makes 3-pt jump shot from 23 ft (assist by J. Johnson),,105,85
366,4,4:42.0,,Shooting foul by G. Dragić (drawn by T. Jones),105,85
367,4,4:42.0,,T. Jones misses free throw 1 of 2,105,85
368,4,4:42.0,,Offensive rebound by Team,105,85
369,4,4:42.0,,T. Jones misses free throw 2 of 2,105,85
370,4,4:39.0,,Offensive rebound by K. Towns,105,85
371,4,4:37.0,,K. Towns makes 2-pt hook shot from 5 ft,105,87
372,4,4:25.0,K. Olynyk misses 2-pt jump shot from 19 ft,,105,87
373,4,4:22.0,,Defensive rebound by A. Wiggins,105,87
374,4,4:14.0,,A. Wiggins makes 2-pt jump shot from 19 ft,105,89
375,4,4:13.0,Miami full timeout,,105,89
376,4,4:02.0,W. Ellington misses 3-pt jump shot from 22 ft,,105,89
377,4,4:00.0,,Defensive rebound by K. Towns,105,89
378,4,3:55.0,,Turnover by T. Jones (bad pass),105,89
379,4,3:32.0,Shooting foul by A. Wiggins (drawn by K. Olynyk),,105,89
380,4,3:32.0,K. Olynyk makes free throw 1 of 2,,106,89
