,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,BROOKLYN_ACTION,WASHINGTON_SCORE,BROOKLYN_SCORE
0,1,11:47.0,Shooting foul by T. Zeller (drawn by M. Gortat),,0,0
1,1,11:47.0,M. Gortat misses free throw 1 of 2,,0,0
2,1,11:47.0,Offensive rebound by Team,,0,0
3,1,11:47.0,M. Gortat makes free throw 2 of 2,,1,0
4,1,11:32.0,,A. Crabbe misses 3-pt jump shot from 25 ft,1,0
5,1,11:29.0,Defensive rebound by M. Gortat,,1,0
6,1,11:19.0,T. Frazier misses 2-pt jump shot from 17 ft,,1,0
7,1,11:16.0,,Defensive rebound by R. Hollis-Jefferson,1,0
8,1,11:03.0,,D. Carroll makes 2-pt jump shot from 11 ft (assist by A. Crabbe),1,2
9,1,10:49.0,Turnover by M. Gortat (bad pass),,1,2
10,1,10:34.0,,A. Crabbe misses 3-pt jump shot from 26 ft,1,2
11,1,10:31.0,Defensive rebound by M. Gortat,,1,2
12,1,10:16.0,M. Gortat makes 2-pt jump shot from 13 ft (assist by O. Porter),,3,2
13,1,10:02.0,,R. Hollis-Jefferson makes 2-pt layup from 4 ft (assist by A. Crabbe),3,4
14,1,10:02.0,,Shooting foul by T. Frazier (drawn by R. Hollis-Jefferson),3,4
15,1,10:02.0,,R. Hollis-Jefferson misses free throw 1 of 1,3,4
16,1,9:59.0,Defensive rebound by M. Gortat,,3,4
17,1,9:47.0,O. Porter makes 2-pt jump shot from 22 ft (assist by B. Beal),,5,4
18,1,9:30.0,,S. Dinwiddie misses 3-pt jump shot from 22 ft,5,4
19,1,9:27.0,Defensive rebound by M. Gortat,,5,4
20,1,9:24.0,T. Frazier makes 2-pt layup from 4 ft,,7,4
21,1,9:16.0,,T. Zeller misses 2-pt layup from 5 ft,7,4
22,1,9:13.0,,Offensive rebound by R. Hollis-Jefferson,7,4
23,1,9:09.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,7,4
24,1,9:05.0,,Offensive rebound by R. Hollis-Jefferson,7,4
25,1,9:02.0,,D. Carroll misses 3-pt jump shot from 22 ft,7,4
26,1,8:58.0,Defensive rebound by O. Porter,,7,4
27,1,8:51.0,M. Morris makes 2-pt jump shot from 8 ft (assist by O. Porter),,9,4
28,1,8:35.0,,T. Zeller misses 3-pt jump shot from 22 ft,9,4
29,1,8:31.0,Defensive rebound by O. Porter,,9,4
30,1,8:24.0,O. Porter misses 2-pt jump shot from 19 ft,,9,4
31,1,8:21.0,,Defensive rebound by S. Dinwiddie,9,4
32,1,8:15.0,,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,9,4
33,1,8:10.0,Defensive rebound by M. Gortat,,9,4
34,1,8:01.0,B. Beal misses 2-pt jump shot from 12 ft,,9,4
35,1,7:57.0,Offensive rebound by B. Beal,,9,4
36,1,7:54.0,B. Beal misses 3-pt jump shot from 24 ft,,9,4
37,1,7:51.0,,Defensive rebound by D. Carroll,9,4
38,1,7:36.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),9,7
39,1,7:19.0,B. Beal misses 2-pt jump shot from 20 ft,,9,7
40,1,7:17.0,,Defensive rebound by R. Hollis-Jefferson,9,7
41,1,6:58.0,,S. Dinwiddie makes 2-pt layup from 1 ft (assist by T. Zeller),9,9
42,1,6:42.0,B. Beal misses 2-pt jump shot from 16 ft,,9,9
43,1,6:38.0,Offensive rebound by M. Morris,,9,9
44,1,6:36.0,O. Porter misses 2-pt jump shot from 15 ft,,9,9
45,1,6:33.0,Offensive rebound by M. Gortat,,9,9
46,1,6:31.0,O. Porter makes 2-pt layup from 4 ft (assist by M. Gortat),,11,9
47,1,6:25.0,,D. Carroll makes 2-pt layup from 2 ft (assist by S. Dinwiddie),11,11
48,1,6:25.0,,Shooting foul by B. Beal (drawn by D. Carroll),11,11
49,1,6:25.0,,Brooklyn full timeout,11,11
50,1,6:25.0,,C. LeVert enters the game for A. Crabbe,11,11
51,1,6:25.0,,D. Carroll makes free throw 1 of 1,11,12
52,1,6:15.0,Turnover by O. Porter (lost ball; steal by S. Dinwiddie),,11,12
53,1,6:10.0,,S. Dinwiddie makes 2-pt layup from 1 ft,11,14
54,1,5:58.0,K. Oubre enters the game for M. Morris,,11,14
55,1,5:56.0,B. Beal misses 3-pt jump shot from 26 ft,,11,14
56,1,5:51.0,,Defensive rebound by D. Carroll,11,14
57,1,5:36.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,11,14
58,1,5:33.0,Defensive rebound by T. Frazier,,11,14
59,1,5:24.0,T. Frazier misses 2-pt jump shot from 16 ft,,11,14
60,1,5:19.0,,Defensive rebound by T. Zeller,11,14
61,1,5:07.0,,D. Carroll misses 3-pt jump shot from 25 ft,11,14
62,1,4:59.0,Defensive rebound by M. Gortat,,11,14
63,1,4:58.0,Personal foul by C. LeVert (drawn by B. Beal),,11,14
64,1,4:58.0,,J. Harris enters the game for D. Carroll,11,14
65,1,4:58.0,,Q. Acy enters the game for R. Hollis-Jefferson,11,14
66,1,4:58.0,,J. Allen enters the game for T. Zeller,11,14
67,1,4:58.0,J. Smith enters the game for M. Gortat,,11,14
68,1,4:53.0,B. Beal makes 2-pt jump shot from 8 ft,,13,14
69,1,4:53.0,Shooting foul by C. LeVert (drawn by B. Beal),,13,14
70,1,4:53.0,B. Beal makes free throw 1 of 1,,14,14
71,1,4:37.0,,C. LeVert makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),14,17
72,1,4:25.0,O. Porter misses 3-pt jump shot from 24 ft,,14,17
73,1,4:22.0,,Defensive rebound by Q. Acy,14,17
74,1,4:04.0,,Turnover by S. Dinwiddie (bad pass; steal by B. Beal),14,17
75,1,3:55.0,B. Beal makes 2-pt layup from 2 ft,,16,17
76,1,3:38.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by C. LeVert),16,20
77,1,3:13.0,B. Beal makes 2-pt jump shot from 10 ft,,18,20
78,1,2:49.0,,C. LeVert misses 2-pt layup from 4 ft,18,20
79,1,2:47.0,Defensive rebound by J. Smith,,18,20
80,1,2:43.0,T. Frazier makes 3-pt jump shot from 25 ft (assist by B. Beal),,21,20
81,1,2:31.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by C. LeVert),21,23
82,1,2:17.0,O. Porter misses 2-pt layup from 4 ft,,21,23
83,1,2:16.0,,Defensive rebound by S. Dinwiddie,21,23
84,1,2:11.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by S. Dinwiddie),21,26
85,1,2:10.0,Washington full timeout,,21,26
86,1,2:10.0,,A. Crabbe enters the game for S. Dinwiddie,21,26
87,1,2:10.0,T. Satoranský enters the game for T. Frazier,,21,26
88,1,2:10.0,M. Scott enters the game for O. Porter,,21,26
89,1,2:00.0,Shooting foul by J. Allen (drawn by B. Beal),,21,26
90,1,2:00.0,B. Beal makes free throw 1 of 2,,22,26
91,1,2:00.0,B. Beal misses free throw 2 of 2,,22,26
92,1,1:56.0,Offensive rebound by J. Smith,,22,26
93,1,1:55.0,J. Smith misses 2-pt layup from 1 ft (block by J. Allen),,22,26
94,1,1:52.0,,Defensive rebound by C. LeVert,22,26
95,1,1:41.0,,Shooting foul by M. Scott (drawn by A. Crabbe),22,26
96,1,1:41.0,,A. Crabbe makes free throw 1 of 2,22,27
97,1,1:41.0,,A. Crabbe makes free throw 2 of 2,22,28
98,1,1:30.0,Turnover by B. Beal (bad pass; steal by A. Crabbe),,22,28
99,1,1:15.0,,Turnover by C. LeVert (traveling),22,28
100,1,0:57.0,B. Beal misses 2-pt jump shot from 21 ft,,22,28
101,1,0:52.0,Offensive rebound by T. Satoranský,,22,28
102,1,0:50.0,K. Oubre misses 3-pt jump shot from 25 ft,,22,28
103,1,0:47.0,Offensive rebound by J. Smith,,22,28
104,1,0:29.0,B. Beal misses 2-pt layup from 3 ft,,22,28
105,1,0:27.0,,Defensive rebound by Q. Acy,22,28
106,1,0:23.0,,J. Harris makes 2-pt jump shot from 19 ft (assist by C. LeVert),22,30
107,1,0:04.0,M. Scott misses 3-pt jump shot from 24 ft,,22,30
108,1,0:00.0,,Defensive rebound by J. Harris,22,30
109,2,11:45.0,,J. Harris misses 3-pt jump shot from 23 ft,22,30
110,2,11:39.0,Defensive rebound by J. Meeks,,22,30
111,2,11:35.0,Shooting block foul by T. Mozgov (drawn by K. Oubre),,22,30
112,2,11:35.0,K. Oubre makes free throw 1 of 2,,23,30
113,2,11:35.0,K. Oubre makes free throw 2 of 2,,24,30
114,2,11:16.0,,Turnover by T. Mozgov (lost ball; steal by J. Meeks),24,30
115,2,11:07.0,M. Scott makes 2-pt jump shot from 15 ft,,26,30
116,2,10:53.0,,A. Crabbe misses 3-pt jump shot from 27 ft,26,30
117,2,10:51.0,Defensive rebound by K. Oubre,,26,30
118,2,10:34.0,K. Oubre misses 2-pt layup from 6 ft,,26,30
119,2,10:31.0,,Defensive rebound by A. Crabbe,26,30
120,2,10:24.0,,Personal foul by T. Satoranský (drawn by T. Mozgov),26,30
121,2,10:21.0,,J. Harris misses 3-pt jump shot from 26 ft,26,30
122,2,10:18.0,Defensive rebound by M. Scott,,26,30
123,2,10:08.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by J. Meeks),,29,30
124,2,9:57.0,Personal foul by T. Mozgov (drawn by T. Satoranský),,29,30
125,2,9:57.0,,Turnover by T. Mozgov (turnover),29,30
126,2,9:47.0,J. Meeks misses 2-pt jump shot from 15 ft,,29,30
127,2,9:44.0,,Defensive rebound by A. Crabbe,29,30
128,2,9:38.0,,A. Crabbe misses 3-pt jump shot from 25 ft,29,30
129,2,9:34.0,Defensive rebound by M. Scott,,29,30
130,2,9:25.0,M. Scott makes 2-pt jump shot from 9 ft,,31,30
131,2,9:25.0,,Brooklyn full timeout,31,30
132,2,9:03.0,,T. Mozgov makes 2-pt layup from 2 ft (assist by C. LeVert),31,32
133,2,8:49.0,K. Oubre makes 2-pt layup from 3 ft (assist by T. Satoranský),,33,32
134,2,8:34.0,,Shooting foul by M. Scott (drawn by A. Crabbe),33,32
135,2,8:34.0,,A. Crabbe makes free throw 1 of 2,33,33
136,2,8:34.0,,R. Hollis-Jefferson enters the game for Q. Acy,33,33
137,2,8:34.0,,A. Crabbe makes free throw 2 of 2,33,34
138,2,8:27.0,Turnover by K. Oubre (turnover),,33,34
139,2,8:09.0,,R. Hollis-Jefferson misses 2-pt layup from 6 ft,33,34
140,2,8:07.0,Defensive rebound by J. Meeks,,33,34
141,2,7:59.0,K. Oubre misses 3-pt jump shot from 25 ft,,33,34
142,2,7:56.0,,Defensive rebound by T. Mozgov,33,34
143,2,7:49.0,,J. Harris makes 2-pt jump shot from 8 ft (assist by C. LeVert),33,36
144,2,7:36.0,T. Satoranský misses 3-pt jump shot from 26 ft,,33,36
145,2,7:32.0,,Defensive rebound by J. Harris,33,36
146,2,7:22.0,,A. Crabbe misses 3-pt jump shot from 26 ft,33,36
147,2,7:20.0,Defensive rebound by M. Scott,,33,36
148,2,7:15.0,Turnover by M. Scott (bad pass),,33,36
149,2,7:15.0,,T. Zeller enters the game for J. Harris,33,36
150,2,7:15.0,,D. Carroll enters the game for T. Mozgov,33,36
151,2,7:15.0,,S. Dinwiddie enters the game for A. Crabbe,33,36
152,2,7:15.0,M. Morris enters the game for J. Smith,,33,36
153,2,6:57.0,,R. Hollis-Jefferson makes 2-pt jump shot from 13 ft,33,38
154,2,6:37.0,M. Scott makes 2-pt jump shot from 16 ft (assist by J. Meeks),,35,38
155,2,6:13.0,,C. LeVert misses 2-pt jump shot from 8 ft,35,38
156,2,6:10.0,Defensive rebound by T. Satoranský,,35,38
157,2,6:01.0,O. Porter enters the game for K. Oubre,,35,38
158,2,6:01.0,B. Beal enters the game for T. Satoranský,,35,38
159,2,5:59.0,M. Scott misses 2-pt jump shot from 10 ft,,35,38
160,2,5:55.0,,Defensive rebound by D. Carroll,35,38
161,2,5:43.0,,D. Carroll misses 2-pt jump shot from 9 ft (block by J. Meeks),35,38
162,2,5:42.0,Defensive rebound by M. Scott,,35,38
163,2,5:30.0,B. Beal makes 2-pt jump shot from 19 ft,,37,38
164,2,5:21.0,,Shooting foul by M. Scott (drawn by C. LeVert),37,38
165,2,5:21.0,,C. LeVert misses free throw 1 of 2,37,38
166,2,5:21.0,,Offensive rebound by Team,37,38
167,2,5:21.0,M. Gortat enters the game for M. Scott,,37,38
168,2,5:21.0,,C. LeVert makes free throw 2 of 2,37,39
169,2,5:00.0,B. Beal makes 2-pt jump shot from 11 ft,,39,39
170,2,4:42.0,,C. LeVert misses 2-pt layup from 4 ft,39,39
171,2,4:39.0,,Offensive rebound by T. Zeller,39,39
172,2,4:39.0,,T. Zeller misses 2-pt layup at rim,39,39
173,2,4:39.0,Defensive rebound by Team,,39,39
174,2,4:39.0,,J. Harris enters the game for C. LeVert,39,39
175,2,4:25.0,J. Meeks misses 2-pt layup from 6 ft (block by T. Zeller),,39,39
176,2,4:18.0,Offensive rebound by J. Meeks,,39,39
177,2,4:16.0,J. Meeks misses 2-pt layup from 3 ft,,39,39
178,2,4:11.0,Offensive rebound by J. Meeks,,39,39
179,2,4:10.0,J. Meeks makes 2-pt layup from 2 ft,,41,39
180,2,4:08.0,,Shooting foul by M. Morris (drawn by T. Zeller),41,39
181,2,4:08.0,,T. Zeller makes free throw 1 of 2,41,40
182,2,4:08.0,,T. Zeller misses free throw 2 of 2,41,40
183,2,4:07.0,Defensive rebound by M. Gortat,,41,40
184,2,4:07.0,,J. Allen enters the game for T. Zeller,41,40
185,2,3:52.0,Shooting foul by J. Harris (drawn by M. Gortat),,41,40
186,2,3:52.0,M. Gortat makes free throw 1 of 2,,42,40
187,2,3:52.0,M. Gortat makes free throw 2 of 2,,43,40
188,2,3:33.0,,Turnover by S. Dinwiddie (bad pass; steal by J. Meeks),43,40
189,2,3:33.0,Personal foul by J. Harris (drawn by M. Morris),,43,40
190,2,3:19.0,O. Porter misses 2-pt jump shot from 19 ft,,43,40
191,2,3:16.0,,Defensive rebound by R. Hollis-Jefferson,43,40
192,2,3:08.0,,J. Allen makes 2-pt hook shot from 5 ft,43,42
193,2,2:54.0,B. Beal misses 2-pt jump shot from 14 ft,,43,42
