,QUARTER,TIME_REMAINING,ATLANTA_ACTION,WASHINGTON_ACTION,ATLANTA_SCORE,WASHINGTON_SCORE
0,1,11:47.0,,M. Morris misses 2-pt jump shot from 15 ft,0,0
1,1,11:43.0,Defensive rebound by D. Schröder,,0,0
2,1,11:26.0,Turnover by L. Babbitt (bad pass; steal by J. Wall),,0,0
3,1,11:17.0,,M. Morris makes 2-pt jump shot from 13 ft (assist by O. Porter),0,2
4,1,10:55.0,K. Bazemore misses 2-pt layup from 4 ft (block by M. Morris),,0,2
5,1,10:52.0,,Defensive rebound by J. Wall,0,2
6,1,10:48.0,,Turnover by B. Beal (bad pass; steal by T. Prince),0,2
7,1,10:31.0,Turnover by D. Schröder (bad pass; steal by B. Beal),,0,2
8,1,10:27.0,,B. Beal makes 2-pt layup at rim,0,4
9,1,9:59.0,D. Schröder misses 3-pt jump shot from 25 ft,,0,4
10,1,9:57.0,,Defensive rebound by J. Wall,0,4
11,1,9:51.0,,O. Porter misses 3-pt jump shot from 25 ft,0,4
12,1,9:48.0,Defensive rebound by L. Babbitt,,0,4
13,1,9:41.0,D. Schröder misses 2-pt layup from 3 ft (block by M. Gortat),,0,4
14,1,9:40.0,,Defensive rebound by Team,0,4
15,1,9:27.0,,Turnover by M. Gortat (bad pass; steal by T. Prince),0,4
16,1,9:17.0,T. Prince makes 2-pt jump shot from 9 ft,,2,4
17,1,8:51.0,,J. Wall makes 2-pt jump shot from 19 ft,2,6
18,1,8:37.0,K. Bazemore makes 3-pt jump shot from 25 ft (assist by D. Schröder),,5,6
19,1,8:19.0,,Turnover by J. Wall (bad pass; steal by K. Bazemore),5,6
20,1,8:06.0,D. Dedmon misses 3-pt jump shot from 23 ft,,5,6
21,1,8:04.0,,Defensive rebound by O. Porter,5,6
22,1,7:57.0,,O. Porter misses 2-pt layup from 1 ft,5,6
23,1,7:54.0,Defensive rebound by L. Babbitt,,5,6
24,1,7:51.0,K. Bazemore misses 3-pt jump shot from 25 ft,,5,6
25,1,7:50.0,Offensive rebound by Team,,5,6
26,1,7:50.0,Personal foul by M. Morris (drawn by D. Dedmon),,5,6
27,1,7:42.0,K. Bazemore makes 2-pt jump shot from 12 ft,,7,6
28,1,7:23.0,,M. Gortat misses 2-pt hook shot from 9 ft,7,6
29,1,7:20.0,Defensive rebound by T. Prince,,7,6
30,1,7:16.0,L. Babbitt misses 3-pt jump shot from 28 ft,,7,6
31,1,7:13.0,,Defensive rebound by M. Gortat,7,6
32,1,7:01.0,,Personal foul by K. Bazemore (drawn by M. Morris),7,6
33,1,6:56.0,,M. Morris makes 2-pt jump shot from 19 ft,7,8
34,1,6:41.0,D. Schröder misses 2-pt jump shot from 16 ft,,7,8
35,1,6:37.0,Offensive rebound by L. Babbitt,,7,8
36,1,6:36.0,L. Babbitt misses 2-pt jump shot from 18 ft,,7,8
37,1,6:36.0,,Defensive rebound by M. Morris,7,8
38,1,6:22.0,,B. Beal makes 2-pt jump shot from 12 ft,7,10
39,1,5:59.0,T. Prince makes 3-pt jump shot from 25 ft (assist by D. Schröder),,10,10
40,1,5:37.0,,J. Wall misses 3-pt jump shot from 25 ft,10,10
41,1,5:35.0,Defensive rebound by D. Dedmon,,10,10
42,1,5:28.0,D. Schröder misses 2-pt layup from 6 ft (block by J. Wall),,10,10
43,1,5:23.0,Offensive rebound by D. Dedmon,,10,10
44,1,5:22.0,D. Dedmon makes 2-pt jump shot from 5 ft,,12,10
45,1,5:10.0,,B. Beal makes 2-pt layup from 1 ft,12,12
46,1,5:10.0,Atlanta full timeout,,12,12
47,1,5:10.0,M. Belinelli enters the game for L. Babbitt,,12,12
48,1,5:10.0,J. Collins enters the game for K. Bazemore,,12,12
49,1,4:57.0,Turnover by D. Schröder (lost ball; steal by M. Morris),,12,12
50,1,4:49.0,,B. Beal misses 2-pt dunk from 2 ft,12,12
51,1,4:46.0,Defensive rebound by M. Belinelli,,12,12
52,1,4:44.0,Offensive foul by D. Dedmon (drawn by O. Porter),,12,12
53,1,4:44.0,Turnover by D. Dedmon (offensive foul),,12,12
54,1,4:27.0,,M. Morris makes 2-pt jump shot from 15 ft,12,14
55,1,4:12.0,Turnover by T. Prince (bad pass),,12,14
56,1,4:12.0,Violation by D. Schröder (kicked ball),,12,14
57,1,4:12.0,,K. Oubre enters the game for O. Porter,12,14
58,1,4:02.0,T. Cavanaugh enters the game for D. Dedmon,,12,14
59,1,4:02.0,,M. Scott enters the game for M. Morris,12,14
60,1,3:55.0,,K. Oubre misses 3-pt jump shot from 24 ft,12,14
61,1,3:50.0,,Offensive rebound by B. Beal,12,14
62,1,3:49.0,,B. Beal misses 2-pt jump shot from 7 ft,12,14
63,1,3:49.0,Defensive rebound by D. Schröder,,12,14
64,1,3:45.0,Turnover by T. Prince (traveling),,12,14
65,1,3:45.0,I. Taylor enters the game for D. Schröder,,12,14
66,1,3:36.0,,M. Scott misses 3-pt jump shot from 26 ft,12,14
67,1,3:32.0,Defensive rebound by T. Cavanaugh,,12,14
68,1,3:19.0,M. Belinelli makes 3-pt jump shot from 29 ft (assist by J. Collins),,15,14
69,1,3:02.0,,T. Frazier enters the game for J. Wall,15,14
70,1,3:02.0,L. Babbitt enters the game for T. Cavanaugh,,15,14
71,1,2:54.0,,K. Oubre makes 2-pt jump shot from 20 ft,15,16
72,1,2:37.0,I. Taylor misses 3-pt jump shot from 24 ft,,15,16
73,1,2:34.0,,Defensive rebound by M. Gortat,15,16
74,1,2:26.0,,M. Scott misses 3-pt jump shot from 23 ft,15,16
75,1,2:23.0,Defensive rebound by L. Babbitt,,15,16
76,1,2:09.0,Turnover by T. Prince (lost ball; steal by B. Beal),,15,16
77,1,2:06.0,,B. Beal makes 2-pt dunk from 1 ft,15,18
78,1,1:45.0,I. Taylor misses 2-pt layup from 8 ft,,15,18
79,1,1:42.0,,Defensive rebound by B. Beal,15,18
80,1,1:36.0,,Turnover by T. Frazier (bad pass; steal by T. Prince),15,18
81,1,1:24.0,T. Prince misses 2-pt layup from 2 ft,,15,18
82,1,1:22.0,,Defensive rebound by M. Scott,15,18
83,1,1:13.0,,Shooting foul by J. Collins (drawn by K. Oubre),15,18
84,1,1:13.0,,Washington full timeout,15,18
85,1,1:13.0,,I. Mahinmi enters the game for M. Gortat,15,18
86,1,1:13.0,,J. Meeks enters the game for B. Beal,15,18
87,1,1:13.0,M. Delaney enters the game for T. Prince,,15,18
88,1,1:13.0,,K. Oubre makes free throw 1 of 2,15,19
