,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,NEW YORK_ACTION,CLEVELAND_SCORE,NEW YORK_SCORE
0,1,11:52.0,,T. Hardaway misses 3-pt jump shot from 25 ft,0,0
1,1,11:48.0,Defensive rebound by L. James,,0,0
2,1,11:42.0,K. Love misses 3-pt jump shot from 25 ft,,0,0
3,1,11:39.0,,Defensive rebound by T. Hardaway,0,0
4,1,11:30.0,,K. Porziņģis makes 2-pt jump shot from 19 ft,0,2
5,1,11:09.0,K. Love makes 2-pt layup from 1 ft (assist by L. James),,2,2
6,1,10:54.0,,Turnover by J. Jack (bad pass; steal by J. Smith),2,2
7,1,10:50.0,L. James makes 2-pt layup from 2 ft (assist by J. Smith),,4,2
8,1,10:28.0,,Personal foul by I. Shumpert (drawn by K. Porziņģis),4,2
9,1,10:22.0,,E. Freedom makes 2-pt hook shot from 5 ft,4,4
10,1,10:05.0,I. Shumpert misses 2-pt jump shot from 17 ft,,4,4
11,1,10:03.0,,Defensive rebound by E. Freedom,4,4
12,1,9:59.0,,Offensive foul by K. Porziņģis (drawn by J. Crowder),4,4
13,1,9:59.0,,Turnover by K. Porziņģis (offensive foul),4,4
14,1,9:48.0,Turnover by L. James (lost ball; steal by K. Porziņģis),,4,4
15,1,9:35.0,,E. Freedom makes 2-pt layup from 3 ft,4,6
16,1,9:25.0,J. Smith makes 2-pt jump shot from 22 ft,,6,6
17,1,9:00.0,,J. Jack misses 3-pt jump shot from 27 ft,6,6
18,1,8:56.0,Defensive rebound by L. James,,6,6
19,1,8:47.0,I. Shumpert misses 3-pt jump shot from 25 ft,,6,6
20,1,8:43.0,,Defensive rebound by E. Freedom,6,6
21,1,8:33.0,,Turnover by K. Porziņģis (bad pass),6,6
22,1,8:22.0,J. Crowder makes 2-pt layup from 2 ft,,8,6
23,1,8:22.0,Shooting foul by K. Porziņģis (drawn by J. Crowder),,8,6
24,1,8:22.0,,L. Thomas enters the game for K. Porziņģis,8,6
25,1,8:22.0,J. Crowder makes free throw 1 of 1,,9,6
26,1,8:07.0,,L. Thomas misses 2-pt layup from 1 ft,9,6
27,1,8:06.0,Defensive rebound by K. Love,,9,6
28,1,7:53.0,J. Smith makes 3-pt jump shot from 22 ft (assist by K. Love),,12,6
29,1,7:42.0,,C. Lee misses 3-pt jump shot from 25 ft,12,6
30,1,7:37.0,,Offensive rebound by E. Freedom,12,6
31,1,7:37.0,,E. Freedom makes 2-pt layup at rim,12,8
32,1,7:32.0,Shooting foul by L. Thomas (drawn by K. Love),,12,8
33,1,7:32.0,K. Love makes free throw 1 of 2,,13,8
