,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,LA CLIPPERS_ACTION,MILWAUKEE_SCORE,LA CLIPPERS_SCORE
56,1,3:47.0,,Turnover by S. Thornwell (bad pass; steal by E. Bledsoe),21,29
57,1,3:44.0,Shooting foul by S. Thornwell (drawn by S. Muhammad),,21,29
58,1,3:44.0,S. Muhammad makes free throw 1 of 2,,22,29
59,1,3:44.0,S. Muhammad makes free throw 2 of 2,,23,29
60,1,3:30.0,,T. Harris misses 2-pt jump shot from 13 ft,23,29
61,1,3:25.0,,Offensive rebound by D. Jordan,23,29
62,1,3:23.0,,D. Jordan misses 2-pt hook shot from 6 ft,23,29
63,1,3:23.0,Defensive rebound by J. Henson,,23,29
64,1,3:16.0,S. Muhammad makes 2-pt hook shot from 6 ft,,25,29
65,1,2:59.0,,T. Harris misses 3-pt jump shot from 25 ft,25,29
66,1,2:56.0,Defensive rebound by S. Muhammad,,25,29
67,1,2:38.0,S. Muhammad misses 2-pt jump shot from 4 ft,,25,29
68,1,2:33.0,,Defensive rebound by T. Harris,25,29
69,1,2:26.0,,T. Harris makes 2-pt jump shot from 17 ft (assist by S. Thornwell),25,31
70,1,2:06.0,J. Parker makes 2-pt layup from 1 ft,,27,31
71,1,1:40.0,,T. Harris misses 2-pt jump shot from 12 ft,27,31
72,1,1:35.0,Defensive rebound by E. Bledsoe,,27,31
73,1,1:32.0,J. Parker misses 2-pt dunk from 1 ft,,27,31
74,1,1:28.0,,Defensive rebound by A. Rivers,27,31
75,1,1:28.0,,A. Rivers misses 2-pt hook shot from 3 ft (block by T. Snell),27,31
76,1,1:27.0,,Offensive rebound by Team,27,31
77,1,1:27.0,,T. Wallace enters the game for D. Jordan,27,31
78,1,1:27.0,,M. Harrell enters the game for A. Rivers,27,31
79,1,1:27.0,T. Zeller enters the game for J. Henson,,27,31
80,1,1:19.0,,S. Thornwell misses 2-pt layup from 2 ft,27,31
81,1,1:14.0,,Offensive rebound by S. Thornwell,27,31
82,1,1:14.0,,S. Thornwell makes 2-pt layup at rim,27,33
83,1,1:07.0,J. Parker misses 3-pt jump shot from 25 ft,,27,33
84,1,1:07.0,Offensive rebound by Team,,27,33
85,1,1:07.0,,Loose ball foul by T. Harris (drawn by T. Zeller),27,33
86,1,1:07.0,,S. Dekker enters the game for T. Harris,27,33
87,1,1:07.0,B. Jennings enters the game for E. Bledsoe,,27,33
88,1,1:01.0,S. Muhammad misses 2-pt layup from 3 ft,,27,33
89,1,0:58.0,,Defensive rebound by T. Wallace,27,33
90,1,0:48.0,,M. Harrell makes 2-pt layup from 1 ft (assist by L. Williams),27,35
91,1,0:41.0,T. Snell makes 2-pt jump shot from 20 ft,,29,35
92,1,0:32.0,,M. Harrell misses 2-pt hook shot from 7 ft,29,35
93,1,0:28.0,Defensive rebound by S. Muhammad,,29,35
94,1,0:07.0,J. Parker misses 3-pt jump shot from 24 ft,,29,35
95,1,0:04.0,,Defensive rebound by L. Williams,29,35
96,1,0:00.0,,L. Williams misses 3-pt jump shot from 28 ft (block by T. Snell),29,35
97,1,0:00.0,,Offensive rebound by Team,29,35
98,2,11:41.0,Turnover by J. Parker (bad pass; steal by S. Thornwell),,29,35
99,2,11:35.0,,S. Dekker makes 3-pt jump shot from 22 ft (assist by L. Williams),29,38
100,2,11:22.0,B. Jennings misses 2-pt layup from 1 ft,,29,38
101,2,11:20.0,,Defensive rebound by T. Wallace,29,38
102,2,11:16.0,,S. Thornwell makes 2-pt dunk from 1 ft (assist by T. Wallace),29,40
103,2,11:16.0,Milwaukee full timeout,,29,40
104,2,11:16.0,G. Antetokounmpo enters the game for S. Muhammad,,29,40
105,2,10:59.0,T. Zeller makes 2-pt layup from 1 ft (assist by J. Parker),,31,40
106,2,10:45.0,,Turnover by L. Williams (bad pass; steal by J. Parker),31,40
107,2,10:41.0,Personal foul by T. Wallace (drawn by T. Snell),,31,40
108,2,10:31.0,G. Antetokounmpo misses 2-pt jump shot from 13 ft,,31,40
109,2,10:28.0,,Defensive rebound by T. Wallace,31,40
110,2,10:26.0,,Personal foul by J. Parker (drawn by L. Williams),31,40
111,2,10:26.0,,M. Teodosić enters the game for T. Wallace,31,40
112,2,10:19.0,,L. Williams makes 2-pt jump shot from 17 ft,31,42
113,2,10:01.0,Personal foul by S. Dekker (drawn by T. Zeller),,31,42
114,2,9:50.0,T. Snell makes 2-pt jump shot from 12 ft (assist by T. Zeller),,33,42
115,2,9:48.0,,Shooting foul by T. Snell (drawn by L. Williams),33,42
116,2,9:48.0,,L. Williams makes free throw 1 of 2,33,43
117,2,9:48.0,,L. Williams makes free throw 2 of 2,33,44
118,2,9:28.0,J. Parker misses 3-pt jump shot from 24 ft,,33,44
119,2,9:28.0,,Defensive rebound by Team,33,44
120,2,9:12.0,,Shooting foul by T. Snell (drawn by S. Dekker),33,44
121,2,9:12.0,,S. Dekker misses free throw 1 of 2,33,44
122,2,9:12.0,,Offensive rebound by Team,33,44
123,2,9:12.0,J. Terry enters the game for T. Snell,,33,44
124,2,9:12.0,,S. Dekker makes free throw 2 of 2,33,45
125,2,8:55.0,T. Zeller misses 2-pt layup from 7 ft,,33,45
126,2,8:52.0,,Defensive rebound by S. Thornwell,33,45
127,2,8:43.0,,Turnover by L. Williams (bad pass; steal by J. Parker),33,45
128,2,8:37.0,B. Jennings misses 3-pt jump shot from 24 ft,,33,45
129,2,8:33.0,,Defensive rebound by M. Harrell,33,45
130,2,8:29.0,,M. Harrell makes 2-pt layup from 1 ft,33,47
131,2,8:14.0,Def 3 sec tech foul by M. Harrell,,33,47
132,2,8:14.0,J. Terry misses technical free throw,,33,47
133,2,8:14.0,Offensive rebound by Team,,33,47
134,2,8:14.0,K. Middleton enters the game for J. Parker,,33,47
135,2,8:03.0,Turnover by K. Middleton (traveling),,33,47
136,2,7:52.0,,L. Williams makes 2-pt dunk at rim,33,49
137,2,7:51.0,Milwaukee full timeout,,33,49
138,2,7:51.0,J. Henson enters the game for T. Zeller,,33,49
139,2,7:40.0,,Violation by S. Thornwell (kicked ball),33,49
140,2,7:32.0,K. Middleton misses 3-pt jump shot from 26 ft,,33,49
141,2,7:29.0,,Defensive rebound by L. Williams,33,49
142,2,7:26.0,,Turnover by L. Williams (bad pass; steal by J. Terry),33,49
143,2,7:20.0,Shooting foul by M. Harrell (drawn by K. Middleton),,33,49
144,2,7:20.0,K. Middleton makes free throw 1 of 2,,34,49
145,2,7:20.0,K. Middleton makes free throw 2 of 2,,35,49
146,2,6:56.0,,M. Harrell makes 2-pt layup at rim (assist by S. Thornwell),35,51
147,2,6:34.0,J. Henson misses 2-pt hook shot from 8 ft,,35,51
148,2,6:32.0,,Defensive rebound by M. Harrell,35,51
149,2,6:32.0,,Personal block foul by K. Middleton (drawn by S. Thornwell),35,51
150,2,6:32.0,E. Bledsoe enters the game for B. Jennings,,35,51
151,2,6:27.0,,L. Williams misses 3-pt jump shot from 22 ft,35,51
152,2,6:24.0,Defensive rebound by J. Henson,,35,51
153,2,6:08.0,J. Terry makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,38,51
154,2,5:58.0,,S. Thornwell makes 2-pt layup from 1 ft (assist by M. Teodosić),38,53
155,2,5:55.0,Personal take foul by M. Teodosić (drawn by G. Antetokounmpo),,38,53
156,2,5:55.0,,T. Harris enters the game for S. Thornwell,38,53
157,2,5:55.0,,A. Rivers enters the game for M. Harrell,38,53
158,2,5:55.0,,D. Jordan enters the game for S. Dekker,38,53
159,2,5:48.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,38,53
160,2,5:44.0,Offensive rebound by E. Bledsoe,,38,53
161,2,5:38.0,J. Henson makes 2-pt layup at rim (assist by E. Bledsoe),,40,53
162,2,5:29.0,,Turnover by L. Williams (bad pass; steal by J. Terry),40,53
163,2,5:26.0,Shooting foul by T. Harris (drawn by G. Antetokounmpo),,40,53
164,2,5:26.0,G. Antetokounmpo misses free throw 1 of 2,,40,53
165,2,5:26.0,Offensive rebound by Team,,40,53
166,2,5:26.0,G. Antetokounmpo makes free throw 2 of 2,,41,53
167,2,5:07.0,,D. Jordan makes 2-pt layup at rim (assist by T. Harris),41,55
168,2,4:59.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Terry),,44,55
169,2,4:29.0,,T. Harris misses 3-pt jump shot from 24 ft,44,55
170,2,4:26.0,Defensive rebound by J. Henson,,44,55
171,2,4:15.0,K. Middleton misses 2-pt layup from 4 ft,,44,55
172,2,4:11.0,Offensive rebound by K. Middleton,,44,55
173,2,4:10.0,K. Middleton misses 2-pt layup from 2 ft (block by D. Jordan),,44,55
174,2,4:07.0,,Defensive rebound by D. Jordan,44,55
175,2,3:58.0,,D. Jordan misses 2-pt hook shot from 4 ft (block by G. Antetokounmpo),44,55
176,2,3:58.0,Defensive rebound by E. Bledsoe,,44,55
177,2,3:53.0,E. Bledsoe makes 2-pt layup from 1 ft,,46,55
178,2,3:53.0,Shooting foul by A. Rivers (drawn by E. Bledsoe),,46,55
179,2,3:53.0,,LA Clippers full timeout,46,55
180,2,3:53.0,E. Bledsoe makes free throw 1 of 1,,47,55
181,2,3:34.0,,T. Harris makes 2-pt hook shot from 7 ft,47,57
182,2,3:34.0,Violation by J. Henson (def goaltending),,47,57
183,2,3:34.0,,Shooting foul by K. Middleton (drawn by T. Harris),47,57
184,2,3:34.0,,T. Harris misses free throw 1 of 1,47,57
185,2,3:30.0,Defensive rebound by K. Middleton,,47,57
186,2,3:11.0,G. Antetokounmpo misses 2-pt hook shot from 5 ft,,47,57
187,2,3:08.0,,Defensive rebound by D. Jordan,47,57
188,2,3:01.0,,L. Williams misses 2-pt layup from 3 ft,47,57
189,2,3:00.0,,Offensive rebound by L. Williams,47,57
190,2,3:00.0,,Personal foul by E. Bledsoe (drawn by L. Williams),47,57
191,2,3:00.0,,L. Williams misses free throw 1 of 2,47,57
192,2,3:00.0,,Offensive rebound by Team,47,57
193,2,3:00.0,,L. Williams makes free throw 2 of 2,47,58
194,2,2:46.0,Turnover by J. Henson (lost ball; steal by T. Harris),,47,58
195,2,2:26.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by M. Teodosić),47,60
196,2,2:12.0,J. Henson makes 2-pt dunk from 1 ft (assist by E. Bledsoe),,49,60
197,2,1:55.0,,Personal block foul by E. Bledsoe (drawn by M. Teodosić),49,60
198,2,1:55.0,,M. Teodosić makes free throw 1 of 2,49,61
199,2,1:55.0,,M. Teodosić misses free throw 2 of 2,49,61
200,2,1:53.0,Defensive rebound by G. Antetokounmpo,,49,61
201,2,1:53.0,Personal take foul by M. Teodosić (drawn by G. Antetokounmpo),,49,61
202,2,1:53.0,G. Antetokounmpo makes free throw 1 of 2,,50,61
203,2,1:53.0,,W. Johnson enters the game for M. Teodosić,50,61
204,2,1:53.0,G. Antetokounmpo makes free throw 2 of 2,,51,61
205,2,1:38.0,,W. Johnson misses 2-pt jump shot from 18 ft,51,61
206,2,1:33.0,Defensive rebound by G. Antetokounmpo,,51,61
207,2,1:31.0,J. Terry misses 3-pt jump shot from 26 ft,,51,61
208,2,1:26.0,,Defensive rebound by A. Rivers,51,61
209,2,1:18.0,,Shooting foul by J. Henson (drawn by D. Jordan),51,61
210,2,1:18.0,,D. Jordan makes free throw 1 of 2,51,62
211,2,1:18.0,,D. Jordan misses free throw 2 of 2,51,62
212,2,1:14.0,Defensive rebound by G. Antetokounmpo,,51,62
213,2,1:06.0,Turnover by E. Bledsoe (traveling),,51,62
214,2,0:54.0,,W. Johnson misses 2-pt jump shot from 14 ft,51,62
215,2,0:50.0,Defensive rebound by E. Bledsoe,,51,62
216,2,0:49.0,,Offensive charge foul by E. Bledsoe (drawn by L. Williams),51,62
217,2,0:49.0,Turnover by E. Bledsoe (offensive foul),,51,62
218,2,0:42.0,,A. Rivers misses 2-pt layup from 3 ft (block by J. Henson),51,62
219,2,0:39.0,Defensive rebound by K. Middleton,,51,62
220,2,0:36.0,J. Terry makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,54,62
221,2,0:31.0,,L. Williams misses 2-pt layup from 2 ft (block by G. Antetokounmpo),54,62
222,2,0:27.0,,Offensive rebound by D. Jordan,54,62
223,2,0:27.0,,D. Jordan misses 2-pt layup from 2 ft (block by K. Middleton),54,62
224,2,0:27.0,Defensive rebound by K. Middleton,,54,62
225,2,0:08.0,K. Middleton makes 2-pt jump shot from 12 ft (assist by G. Antetokounmpo),,56,62
226,2,0:01.0,,T. Harris misses 2-pt jump shot from 6 ft,56,62
227,2,0:01.0,,Offensive rebound by Team,56,62
228,3,11:48.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,56,62
229,3,11:45.0,,Defensive rebound by D. Jordan,56,62
230,3,11:29.0,,Shooting foul by K. Middleton (drawn by D. Jordan),56,62
231,3,11:29.0,,D. Jordan misses free throw 1 of 2,56,62
232,3,11:29.0,,Offensive rebound by Team,56,62
233,3,11:29.0,,D. Jordan makes free throw 2 of 2,56,63
234,3,11:11.0,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by E. Bledsoe),,58,63
235,3,11:11.0,Shooting foul by W. Johnson (drawn by G. Antetokounmpo),,58,63
236,3,11:11.0,G. Antetokounmpo misses free throw 1 of 1,,58,63
237,3,11:08.0,,Defensive rebound by D. Jordan,58,63
238,3,10:57.0,,W. Johnson misses 3-pt jump shot from 23 ft,58,63
239,3,10:53.0,Defensive rebound by J. Henson,,58,63
240,3,10:40.0,K. Middleton misses 2-pt jump shot from 11 ft,,58,63
241,3,10:35.0,,Defensive rebound by L. Williams,58,63
242,3,10:31.0,,L. Williams makes 2-pt jump shot from 5 ft,58,65
243,3,10:03.0,E. Bledsoe makes 2-pt jump shot from 7 ft,,60,65
244,3,9:58.0,,T. Harris misses 3-pt jump shot from 26 ft,60,65
245,3,9:55.0,Defensive rebound by J. Terry,,60,65
246,3,9:44.0,,Violation by L. Williams (kicked ball),60,65
247,3,9:39.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),,62,65
248,3,9:25.0,,L. Williams misses 2-pt jump shot from 14 ft,62,65
249,3,9:21.0,Defensive rebound by G. Antetokounmpo,,62,65
250,3,9:18.0,Personal block foul by W. Johnson (drawn by G. Antetokounmpo),,62,65
251,3,9:08.0,K. Middleton makes 2-pt layup from 1 ft (assist by E. Bledsoe),,64,65
252,3,8:47.0,,L. Williams makes 2-pt jump shot from 9 ft,64,67
253,3,8:37.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,64,67
254,3,8:33.0,,Defensive rebound by A. Rivers,64,67
255,3,8:15.0,,T. Harris misses 2-pt hook shot from 6 ft,64,67
256,3,8:13.0,Defensive rebound by G. Antetokounmpo,,64,67
257,3,8:11.0,Shooting foul by T. Harris (drawn by G. Antetokounmpo),,64,67
258,3,8:11.0,G. Antetokounmpo misses free throw 1 of 2,,64,67
259,3,8:11.0,Offensive rebound by Team,,64,67
260,3,8:11.0,G. Antetokounmpo makes free throw 2 of 2,,65,67
261,3,8:02.0,,T. Harris makes 3-pt jump shot from 23 ft (assist by D. Jordan),65,70
262,3,7:50.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by J. Henson),,67,70
263,3,7:30.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by A. Rivers),67,72
264,3,7:14.0,J. Terry makes 2-pt jump shot from 14 ft (assist by E. Bledsoe),,69,72
265,3,6:51.0,,A. Rivers misses 3-pt jump shot from 23 ft,69,72
266,3,6:47.0,Defensive rebound by J. Henson,,69,72
267,3,6:41.0,E. Bledsoe makes 2-pt jump shot from 16 ft,,71,72
268,3,6:23.0,,D. Jordan makes 2-pt hook shot from 6 ft (assist by L. Williams),71,74
269,3,6:18.0,Personal foul by D. Jordan (drawn by K. Middleton),,71,74
270,3,6:18.0,,LA Clippers full timeout,71,74
271,3,6:18.0,,S. Thornwell enters the game for A. Rivers,71,74
272,3,6:18.0,,T. Wallace enters the game for W. Johnson,71,74
273,3,6:18.0,J. Parker enters the game for G. Antetokounmpo,,71,74
274,3,6:04.0,J. Terry misses 3-pt jump shot from 25 ft,,71,74
275,3,5:59.0,,Defensive rebound by T. Harris,71,74
276,3,5:49.0,,L. Williams misses 3-pt jump shot from 23 ft,71,74
277,3,5:46.0,Defensive rebound by E. Bledsoe,,71,74
278,3,5:37.0,J. Parker misses 2-pt jump shot from 18 ft,,71,74
279,3,5:34.0,,Defensive rebound by T. Wallace,71,74
280,3,5:14.0,,T. Wallace makes 2-pt hook shot from 10 ft,71,76
281,3,4:54.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,71,76
282,3,4:51.0,,Defensive rebound by D. Jordan,71,76
283,3,4:33.0,,T. Wallace misses 2-pt jump shot from 10 ft,71,76
284,3,4:31.0,Defensive rebound by K. Middleton,,71,76
285,3,4:24.0,J. Parker misses 2-pt hook shot from 5 ft,,71,76
286,3,4:21.0,,Defensive rebound by D. Jordan,71,76
287,3,4:14.0,,Turnover by T. Wallace (bad pass; steal by J. Parker),71,76
288,3,4:10.0,E. Bledsoe makes 2-pt layup at rim (assist by J. Terry),,73,76
289,3,4:10.0,Shooting foul by T. Wallace (drawn by E. Bledsoe),,73,76
290,3,4:10.0,S. Brown enters the game for J. Terry,,73,76
291,3,4:10.0,E. Bledsoe misses free throw 1 of 1,,73,76
292,3,4:10.0,,Defensive rebound by D. Jordan,73,76
293,3,3:51.0,,T. Wallace misses 2-pt jump shot from 7 ft,73,76
294,3,3:49.0,Defensive rebound by E. Bledsoe,,73,76
295,3,3:31.0,Turnover by E. Bledsoe (bad pass; steal by L. Williams),,73,76
296,3,3:24.0,,T. Wallace misses 2-pt layup from 1 ft,73,76
297,3,3:20.0,,Offensive rebound by T. Wallace,73,76
298,3,3:20.0,,T. Wallace misses 2-pt layup at rim,73,76
299,3,3:19.0,,Offensive rebound by T. Wallace,73,76
300,3,3:18.0,,Shooting foul by S. Brown (drawn by L. Williams),73,76
301,3,3:18.0,,L. Williams makes free throw 1 of 2,73,77
302,3,3:18.0,,L. Williams makes free throw 2 of 2,73,78
303,3,3:02.0,Shooting foul by S. Thornwell (drawn by K. Middleton),,73,78
304,3,3:02.0,K. Middleton makes free throw 1 of 2,,74,78
305,3,3:02.0,B. Jennings enters the game for E. Bledsoe,,74,78
306,3,3:02.0,K. Middleton makes free throw 2 of 2,,75,78
307,3,2:41.0,,L. Williams misses 2-pt layup from 3 ft (block by K. Middleton),75,78
308,3,2:40.0,,Offensive rebound by S. Thornwell,75,78
309,3,2:39.0,,S. Thornwell misses 2-pt layup from 1 ft,75,78
310,3,2:38.0,,Offensive rebound by Team,75,78
311,3,2:38.0,,Turnover by Team (shot clock),75,78
312,3,2:38.0,Milwaukee full timeout,,75,78
313,3,2:38.0,,M. Harrell enters the game for D. Jordan,75,78
314,3,2:38.0,,A. Rivers enters the game for L. Williams,75,78
315,3,2:38.0,T. Zeller enters the game for K. Middleton,,75,78
316,3,2:38.0,G. Antetokounmpo enters the game for J. Henson,,75,78
317,3,2:26.0,J. Parker misses 2-pt jump shot from 14 ft,,75,78
318,3,2:20.0,Offensive rebound by T. Zeller,,75,78
319,3,2:20.0,T. Zeller misses 2-pt layup at rim,,75,78
320,3,2:20.0,Offensive rebound by T. Zeller,,75,78
321,3,2:17.0,T. Zeller makes 2-pt layup from 6 ft,,77,78
322,3,2:04.0,,M. Harrell misses 2-pt layup from 2 ft (block by J. Parker),77,78
323,3,2:01.0,Defensive rebound by J. Parker,,77,78
324,3,1:56.0,T. Zeller makes 2-pt layup at rim (assist by J. Parker),,79,78
325,3,1:30.0,,Turnover by Team (shot clock),79,78
326,3,1:06.0,J. Parker misses 2-pt jump shot from 3 ft (block by T. Wallace),,79,78
327,3,1:06.0,Offensive rebound by Team,,79,78
328,3,1:06.0,Turnover by Team (shot clock),,79,78
329,3,0:54.0,,Turnover by A. Rivers (bad pass; steal by T. Zeller),79,78
330,3,0:50.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by T. Zeller),,81,78
331,3,0:24.0,,A. Rivers misses 3-pt jump shot from 22 ft,81,78
332,3,0:22.0,Defensive rebound by T. Zeller,,81,78
333,3,0:03.0,Shooting foul by A. Rivers (drawn by G. Antetokounmpo),,81,78
334,3,0:03.0,G. Antetokounmpo misses free throw 1 of 2,,81,78
335,3,0:03.0,Offensive rebound by Team,,81,78
336,3,0:03.0,,L. Williams enters the game for S. Thornwell,81,78
337,3,0:03.0,G. Antetokounmpo makes free throw 2 of 2,,82,78
338,4,11:43.0,,B. Marjanović makes 2-pt dunk from 1 ft (assist by M. Harrell),82,80
339,4,11:20.0,J. Parker misses 3-pt jump shot from 24 ft,,82,80
340,4,11:18.0,,Defensive rebound by L. Williams,82,80
341,4,11:14.0,,Turnover by L. Williams (bad pass),82,80
342,4,11:05.0,Turnover by G. Antetokounmpo (bad pass),,82,80
343,4,10:56.0,,L. Williams misses 2-pt layup from 2 ft (block by G. Antetokounmpo),82,80
344,4,10:54.0,Defensive rebound by T. Zeller,,82,80
345,4,10:44.0,S. Brown misses 3-pt jump shot from 23 ft,,82,80
346,4,10:42.0,,Defensive rebound by M. Harrell,82,80
347,4,10:36.0,,Shooting foul by T. Zeller (drawn by B. Marjanović),82,80
348,4,10:36.0,,B. Marjanović misses free throw 1 of 2,82,80
349,4,10:36.0,,Offensive rebound by Team,82,80
350,4,10:36.0,,B. Marjanović makes free throw 2 of 2,82,81
351,4,10:25.0,Personal foul by J. Evans (drawn by B. Jennings),,82,81
352,4,10:09.0,J. Parker misses 2-pt hook shot from 7 ft,,82,81
353,4,10:09.0,Offensive rebound by Team,,82,81
354,4,10:09.0,,Loose ball foul by M. Harrell (drawn by T. Zeller),82,81
355,4,10:09.0,K. Middleton enters the game for S. Brown,,82,81
356,4,10:06.0,Personal foul by L. Williams (drawn by K. Middleton),,82,81
357,4,10:06.0,,A. Rivers enters the game for J. Evans,82,81
358,4,10:06.0,J. Terry enters the game for B. Jennings,,82,81
359,4,10:04.0,Personal foul by T. Wallace (drawn by J. Terry),,82,81
360,4,9:47.0,T. Zeller misses 2-pt jump shot from 15 ft,,82,81
361,4,9:45.0,,Defensive rebound by Team,82,81
362,4,9:25.0,,Turnover by T. Wallace (bad pass; steal by J. Terry),82,81
363,4,9:12.0,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by K. Middleton),,84,81
364,4,8:54.0,,B. Marjanović makes 2-pt dunk from 1 ft (assist by L. Williams),84,83
365,4,8:35.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,86,83
366,4,8:25.0,,T. Wallace misses 2-pt hook shot from 2 ft,86,83
367,4,8:22.0,Defensive rebound by G. Antetokounmpo,,86,83
368,4,8:19.0,J. Parker misses 2-pt hook shot from 2 ft,,86,83
369,4,8:17.0,Offensive rebound by T. Zeller,,86,83
370,4,8:17.0,Shooting foul by A. Rivers (drawn by T. Zeller),,86,83
371,4,8:17.0,T. Zeller makes free throw 1 of 2,,87,83
372,4,8:17.0,,T. Harris enters the game for T. Wallace,87,83
373,4,8:17.0,T. Zeller makes free throw 2 of 2,,88,83
374,4,7:56.0,,Turnover by L. Williams (bad pass; steal by T. Zeller),88,83
375,4,7:53.0,Turnover by J. Parker (out of bounds lost ball),,88,83
