,QUARTER,TIME_REMAINING,PORTLAND_ACTION,HOUSTON_ACTION,PORTLAND_SCORE,HOUSTON_SCORE
0,1,11:47.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),0,3
1,1,11:25.0,E. Turner misses 2-pt jump shot from 16 ft,,0,3
2,1,11:20.0,,Defensive rebound by E. Gordon,0,3
3,1,11:13.0,,T. Ariza misses 3-pt jump shot from 24 ft,0,3
4,1,11:11.0,Defensive rebound by A. Aminu,,0,3
5,1,10:53.0,E. Turner misses 3-pt jump shot from 29 ft,,0,3
6,1,10:51.0,,Defensive rebound by C. Capela,0,3
7,1,10:39.0,,C. Capela misses 2-pt layup from 2 ft (block by J. Nurkić),0,3
8,1,10:39.0,,Offensive rebound by Team,0,3
9,1,10:36.0,,T. Ariza misses 3-pt jump shot from 24 ft,0,3
10,1,10:33.0,Defensive rebound by J. Nurkić,,0,3
11,1,10:22.0,C. McCollum misses 3-pt jump shot from 24 ft,,0,3
12,1,10:18.0,,Defensive rebound by C. Capela,0,3
13,1,10:12.0,,C. Paul makes 2-pt jump shot from 10 ft,0,5
14,1,9:54.0,J. Nurkić misses 2-pt layup from 6 ft,,0,5
15,1,9:52.0,,Defensive rebound by C. Paul,0,5
16,1,9:45.0,,E. Gordon misses 2-pt layup from 3 ft,0,5
17,1,9:43.0,,Offensive rebound by R. Anderson,0,5
18,1,9:28.0,,C. Capela misses 2-pt layup from 3 ft (block by J. Nurkić),0,5
19,1,9:25.0,Defensive rebound by J. Nurkić,,0,5
20,1,9:11.0,A. Aminu makes 3-pt jump shot from 26 ft (assist by D. Lillard),,3,5
21,1,8:57.0,,Turnover by C. Paul (bad pass; steal by E. Turner),3,5
22,1,8:49.0,E. Turner makes 3-pt jump shot from 22 ft (assist by D. Lillard),,6,5
23,1,8:30.0,,C. Paul misses 2-pt jump shot from 8 ft,6,5
24,1,8:24.0,,Offensive rebound by C. Capela,6,5
25,1,8:24.0,,C. Capela misses 2-pt layup at rim,6,5
26,1,8:20.0,,Offensive rebound by E. Gordon,6,5
27,1,8:18.0,,E. Gordon misses 3-pt jump shot from 27 ft,6,5
28,1,8:18.0,Defensive rebound by J. Nurkić,,6,5
29,1,8:14.0,A. Aminu misses 3-pt jump shot from 27 ft,,6,5
30,1,8:14.0,Offensive rebound by Team,,6,5
31,1,8:13.0,,Loose ball foul by C. Capela (drawn by J. Nurkić),6,5
32,1,8:05.0,C. McCollum misses 3-pt jump shot from 27 ft,,6,5
33,1,8:01.0,,Defensive rebound by Team,6,5
34,1,8:01.0,Loose ball foul by E. Turner (drawn by T. Ariza),,6,5
35,1,7:43.0,,E. Gordon makes 2-pt jump shot from 22 ft,6,7
36,1,7:43.0,,Shooting foul by D. Lillard (drawn by E. Gordon),6,7
37,1,7:43.0,,E. Gordon misses free throw 1 of 1,6,7
38,1,7:41.0,Defensive rebound by A. Aminu,,6,7
39,1,7:31.0,D. Lillard misses 2-pt jump shot from 21 ft,,6,7
40,1,7:28.0,,Defensive rebound by E. Gordon,6,7
41,1,7:20.0,,C. Paul misses 2-pt jump shot from 15 ft,6,7
42,1,7:14.0,,Offensive rebound by R. Anderson,6,7
43,1,7:14.0,,R. Anderson misses 2-pt layup at rim,6,7
44,1,7:13.0,Defensive rebound by C. McCollum,,6,7
45,1,7:05.0,E. Turner misses 3-pt jump shot from 24 ft,,6,7
46,1,7:02.0,,Defensive rebound by C. Capela,6,7
47,1,6:58.0,,R. Anderson makes 3-pt jump shot from 26 ft (assist by C. Paul),6,10
48,1,6:39.0,Shooting foul by C. Capela (drawn by C. McCollum),,6,10
49,1,6:39.0,,Houston full timeout,6,10
50,1,6:39.0,,P. Tucker enters the game for C. Paul,6,10
51,1,6:39.0,,G. Green enters the game for C. Capela,6,10
52,1,6:39.0,C. McCollum makes free throw 1 of 2,,7,10
53,1,6:39.0,C. McCollum makes free throw 2 of 2,,8,10
54,1,6:24.0,,P. Tucker misses 3-pt jump shot from 23 ft,8,10
55,1,6:21.0,Defensive rebound by D. Lillard,,8,10
56,1,6:09.0,J. Nurkić misses 2-pt jump shot from 9 ft,,8,10
57,1,6:05.0,,Defensive rebound by R. Anderson,8,10
58,1,6:01.0,,Shooting foul by J. Nurkić (drawn by G. Green),8,10
59,1,6:01.0,,G. Green misses free throw 1 of 2,8,10
60,1,6:01.0,,Offensive rebound by Team,8,10
61,1,6:01.0,E. Davis enters the game for J. Nurkić,,8,10
62,1,6:01.0,,G. Green makes free throw 2 of 2,8,11
63,1,5:38.0,A. Aminu misses 2-pt jump shot from 20 ft,,8,11
64,1,5:38.0,Offensive rebound by E. Davis,,8,11
65,1,5:32.0,D. Lillard misses 3-pt jump shot from 29 ft,,8,11
66,1,5:32.0,,Defensive rebound by P. Tucker,8,11
67,1,5:25.0,,E. Gordon misses 3-pt jump shot from 25 ft,8,11
68,1,5:25.0,Defensive rebound by E. Davis,,8,11
69,1,5:17.0,C. McCollum makes 2-pt jump shot from 10 ft,,10,11
70,1,5:01.0,,Turnover by G. Green (bad pass),10,11
71,1,5:01.0,Z. Collins enters the game for D. Lillard,,10,11
72,1,5:01.0,S. Napier enters the game for E. Turner,,10,11
73,1,4:46.0,C. McCollum makes 3-pt jump shot from 27 ft (assist by S. Napier),,13,11
74,1,4:33.0,,E. Gordon makes 2-pt layup from 2 ft,13,13
75,1,4:33.0,,Shooting foul by E. Davis (drawn by E. Gordon),13,13
76,1,4:33.0,,T. Black enters the game for R. Anderson,13,13
77,1,4:33.0,,E. Gordon makes free throw 1 of 1,13,14
78,1,4:14.0,Shooting foul by P. Tucker (drawn by S. Napier),,13,14
79,1,4:14.0,S. Napier makes free throw 1 of 2,,14,14
80,1,4:14.0,S. Napier misses free throw 2 of 2,,14,14
81,1,4:14.0,,Defensive rebound by P. Tucker,14,14
82,1,3:57.0,,G. Green makes 3-pt jump shot from 26 ft (assist by T. Ariza),14,17
83,1,3:45.0,C. McCollum misses 2-pt jump shot from 17 ft,,14,17
84,1,3:41.0,,Defensive rebound by T. Ariza,14,17
85,1,3:34.0,,E. Gordon misses 2-pt layup from 3 ft,14,17
86,1,3:33.0,,Offensive rebound by T. Black,14,17
87,1,3:33.0,,T. Black makes 2-pt dunk at rim,14,19
88,1,3:33.0,Portland full timeout,,14,19
89,1,3:33.0,M. Harkless enters the game for A. Aminu,,14,19
90,1,3:13.0,Z. Collins makes 3-pt jump shot from 24 ft (assist by S. Napier),,17,19
91,1,2:58.0,,G. Green misses 3-pt jump shot from 25 ft,17,19
92,1,2:56.0,Defensive rebound by E. Davis,,17,19
93,1,2:42.0,Turnover by Z. Collins (bad pass),,17,19
94,1,2:42.0,P. Connaughton enters the game for C. McCollum,,17,19
95,1,2:34.0,,T. Ariza misses 2-pt layup from 4 ft,17,19
96,1,2:32.0,,Offensive rebound by T. Black,17,19
97,1,2:30.0,,P. Tucker misses 2-pt jump shot from 23 ft,17,19
98,1,2:28.0,,Offensive rebound by E. Gordon,17,19
99,1,2:24.0,,E. Gordon misses 3-pt jump shot from 27 ft,17,19
100,1,2:24.0,Defensive rebound by E. Davis,,17,19
101,1,2:03.0,E. Davis makes 2-pt layup from 7 ft (assist by P. Connaughton),,19,19
102,1,1:44.0,,T. Black makes 2-pt layup from 2 ft (assist by G. Green),19,21
103,1,1:24.0,Turnover by S. Napier (out of bounds lost ball),,19,21
104,1,1:24.0,,C. Paul enters the game for E. Gordon,19,21
105,1,1:17.0,,Personal foul by S. Napier (drawn by C. Paul),19,21
106,1,1:17.0,,C. Paul makes free throw 1 of 2,19,22
107,1,1:17.0,,C. Paul makes free throw 2 of 2,19,23
108,1,1:00.0,P. Connaughton misses 2-pt layup from 5 ft (block by G. Green),,19,23
109,1,1:00.0,Offensive rebound by Team,,19,23
110,1,0:57.0,Z. Collins misses 2-pt jump shot from 13 ft,,19,23
111,1,0:55.0,,Defensive rebound by G. Green,19,23
112,1,0:42.0,,C. Paul makes 2-pt jump shot from 13 ft,19,25
113,1,0:37.0,Turnover by S. Napier (lost ball; steal by C. Paul),,19,25
114,1,0:32.0,,T. Ariza misses 2-pt layup from 2 ft,19,25
115,1,0:31.0,,Offensive rebound by Team,19,25
116,1,0:29.0,,C. Paul misses 2-pt jump shot from 14 ft,19,25
117,1,0:25.0,Defensive rebound by E. Davis,,19,25
118,1,0:08.0,Personal foul by T. Black (drawn by S. Napier),,19,25
119,1,0:08.0,C. McCollum enters the game for Z. Collins,,19,25
120,1,0:03.0,P. Connaughton misses 3-pt jump shot from 23 ft,,19,25
121,1,0:00.0,,Defensive rebound by C. Paul,19,25
122,1,0:00.0,,C. Paul misses 3-pt jump shot from 49 ft,19,25
123,1,0:00.0,,Offensive rebound by Team,19,25
124,2,11:51.0,,Violation by G. Green (kicked ball),19,25
125,2,11:37.0,S. Napier misses 2-pt jump shot from 20 ft,,19,25
126,2,11:32.0,,Defensive rebound by C. Paul,19,25
127,2,11:22.0,,T. Black misses 2-pt layup from 3 ft,19,25
128,2,11:21.0,Defensive rebound by Team,,19,25
129,2,11:21.0,,Loose ball foul by T. Black (drawn by Z. Collins),19,25
130,2,11:08.0,S. Napier makes 3-pt jump shot from 27 ft (assist by M. Harkless),,22,25
131,2,10:56.0,,Offensive foul by T. Black (drawn by S. Napier),22,25
132,2,10:56.0,,Turnover by T. Black (offensive foul),22,25
133,2,10:56.0,,C. Capela enters the game for T. Black,22,25
134,2,10:56.0,,R. Anderson enters the game for T. Ariza,22,25
