,QUARTER,TIME_REMAINING,NEW YORK_ACTION,BROOKLYN_ACTION,NEW YORK_SCORE,BROOKLYN_SCORE
0,1,11:40.0,,A. Crabbe misses 2-pt jump shot from 19 ft,0,0
1,1,11:37.0,Defensive rebound by E. Freedom,,0,0
2,1,11:21.0,J. Jack makes 2-pt jump shot from 8 ft,,2,0
3,1,11:10.0,,Turnover by R. Hollis-Jefferson (step out of bounds),2,0
4,1,11:00.0,K. Porziņģis makes 2-pt jump shot from 21 ft (assist by E. Freedom),,4,0
5,1,10:46.0,,A. Crabbe misses 3-pt jump shot from 24 ft,4,0
6,1,10:44.0,Defensive rebound by E. Freedom,,4,0
7,1,10:33.0,E. Freedom misses 2-pt layup from 1 ft,,4,0
8,1,10:32.0,,Defensive rebound by R. Hollis-Jefferson,4,0
9,1,10:27.0,,T. Zeller misses 2-pt layup from 1 ft (block by C. Lee),4,0
10,1,10:25.0,,Offensive rebound by T. Zeller,4,0
11,1,10:24.0,,T. Zeller makes 2-pt layup from 1 ft,4,2
12,1,10:12.0,C. Lee misses 2-pt jump shot from 12 ft,,4,2
13,1,10:09.0,,Defensive rebound by T. Zeller,4,2
14,1,10:03.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,4,2
15,1,9:59.0,Defensive rebound by L. Thomas,,4,2
16,1,9:46.0,E. Freedom misses 2-pt hook shot from 6 ft,,4,2
17,1,9:43.0,,Defensive rebound by D. Carroll,4,2
18,1,9:34.0,,T. Zeller makes 3-pt jump shot from 22 ft (assist by D. Carroll),4,5
19,1,9:16.0,L. Thomas makes 2-pt jump shot from 10 ft (assist by E. Freedom),,6,5
20,1,8:58.0,,T. Zeller misses 2-pt hook shot from 8 ft,6,5
21,1,8:56.0,Defensive rebound by K. Porziņģis,,6,5
22,1,8:48.0,J. Jack makes 2-pt jump shot from 6 ft,,8,5
23,1,8:32.0,,D. Carroll misses 2-pt jump shot from 9 ft,8,5
24,1,8:30.0,,Offensive rebound by D. Carroll,8,5
25,1,8:28.0,,D. Carroll makes 2-pt layup from 1 ft,8,7
26,1,8:19.0,E. Freedom makes 2-pt hook shot from 5 ft (assist by J. Jack),,10,7
27,1,8:00.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by A. Crabbe),10,10
28,1,7:42.0,L. Thomas misses 2-pt jump shot from 21 ft,,10,10
29,1,7:40.0,,Defensive rebound by A. Crabbe,10,10
30,1,7:39.0,,Shooting foul by C. Lee (drawn by R. Hollis-Jefferson),10,10
31,1,7:39.0,,R. Hollis-Jefferson makes free throw 1 of 2,10,11
32,1,7:39.0,K. O'Quinn enters the game for E. Freedom,,10,11
33,1,7:39.0,,R. Hollis-Jefferson misses free throw 2 of 2,10,11
34,1,7:36.0,Defensive rebound by K. O'Quinn,,10,11
35,1,7:21.0,K. Porziņģis misses 2-pt jump shot from 10 ft,,10,11
36,1,7:18.0,,Defensive rebound by D. Carroll,10,11
37,1,7:11.0,,R. Hollis-Jefferson makes 2-pt jump shot from 16 ft,10,13
38,1,6:55.0,K. O'Quinn makes 2-pt hook shot from 7 ft,,12,13
39,1,6:42.0,,D. Carroll makes 2-pt jump shot from 4 ft (assist by S. Dinwiddie),12,15
40,1,6:26.0,K. Porziņģis makes 2-pt jump shot from 17 ft (assist by J. Jack),,14,15
41,1,6:25.0,,Brooklyn full timeout,14,15
42,1,6:25.0,M. Beasley enters the game for K. Porziņģis,,14,15
43,1,6:04.0,,S. Dinwiddie misses 2-pt jump shot from 18 ft,14,15
44,1,6:01.0,Defensive rebound by M. Beasley,,14,15
45,1,5:53.0,Turnover by M. Beasley (lost ball; steal by R. Hollis-Jefferson),,14,15
46,1,5:51.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),14,17
47,1,5:51.0,,Shooting foul by K. O'Quinn (drawn by R. Hollis-Jefferson),14,17
48,1,5:51.0,,R. Hollis-Jefferson makes free throw 1 of 1,14,18
49,1,5:34.0,L. Thomas misses 2-pt jump shot from 20 ft,,14,18
50,1,5:31.0,,Defensive rebound by S. Dinwiddie,14,18
51,1,5:26.0,,Personal foul by L. Thomas (drawn by R. Hollis-Jefferson),14,18
52,1,5:26.0,F. Ntilikina enters the game for J. Jack,,14,18
53,1,5:10.0,,Turnover by R. Hollis-Jefferson (out of bounds lost ball),14,18
54,1,4:58.0,C. Lee makes 2-pt jump shot from 18 ft (assist by K. O'Quinn),,16,18
55,1,4:45.0,,A. Crabbe misses 3-pt jump shot from 25 ft,16,18
56,1,4:42.0,,Offensive rebound by R. Hollis-Jefferson,16,18
57,1,4:40.0,,D. Carroll misses 3-pt jump shot from 24 ft,16,18
58,1,4:38.0,Defensive rebound by F. Ntilikina,,16,18
59,1,4:34.0,L. Thomas makes 2-pt layup from 1 ft (assist by F. Ntilikina),,18,18
60,1,4:31.0,,Shooting foul by F. Ntilikina (drawn by D. Carroll),18,18
61,1,4:31.0,,D. Carroll makes free throw 1 of 2,18,19
62,1,4:31.0,,Q. Acy enters the game for S. Dinwiddie,18,19
63,1,4:31.0,,J. Allen enters the game for R. Hollis-Jefferson,18,19
64,1,4:31.0,,C. LeVert enters the game for T. Zeller,18,19
65,1,4:31.0,D. McDermott enters the game for L. Thomas,,18,19
66,1,4:31.0,,D. Carroll makes free throw 2 of 2,18,20
67,1,4:21.0,M. Beasley misses 2-pt jump shot from 7 ft,,18,20
68,1,4:18.0,,Defensive rebound by J. Allen,18,20
69,1,4:00.0,,D. Carroll misses 2-pt layup from 1 ft,18,20
70,1,3:58.0,Defensive rebound by M. Beasley,,18,20
71,1,3:50.0,F. Ntilikina misses 3-pt jump shot from 24 ft,,18,20
72,1,3:47.0,,Defensive rebound by J. Allen,18,20
73,1,3:34.0,,Q. Acy misses 3-pt jump shot from 26 ft,18,20
74,1,3:31.0,Defensive rebound by K. O'Quinn,,18,20
75,1,3:25.0,D. McDermott makes 3-pt jump shot from 22 ft (assist by F. Ntilikina),,21,20
76,1,3:06.0,,C. LeVert misses 2-pt layup from 3 ft,21,20
77,1,3:03.0,Defensive rebound by F. Ntilikina,,21,20
78,1,3:00.0,F. Ntilikina misses 2-pt layup at rim,,21,20
79,1,2:57.0,,Defensive rebound by J. Allen,21,20
80,1,2:53.0,,Q. Acy misses 3-pt jump shot from 22 ft,21,20
81,1,2:49.0,Defensive rebound by K. O'Quinn,,21,20
82,1,2:43.0,New York full timeout,,21,20
83,1,2:43.0,,J. Harris enters the game for D. Carroll,21,20
84,1,2:43.0,,N. Stauskas enters the game for A. Crabbe,21,20
85,1,2:43.0,R. Baker enters the game for C. Lee,,21,20
86,1,2:31.0,Turnover by F. Ntilikina (bad pass; steal by J. Allen),,21,20
87,1,2:15.0,,Personal foul by R. Baker (drawn by J. Harris),21,20
88,1,2:15.0,,J. Harris makes free throw 1 of 2,21,21
89,1,2:15.0,,J. Harris makes free throw 2 of 2,21,22
90,1,2:01.0,D. McDermott misses 3-pt jump shot from 25 ft,,21,22
91,1,1:58.0,,Defensive rebound by J. Allen,21,22
92,1,1:38.0,,C. LeVert misses 2-pt jump shot from 13 ft,21,22
93,1,1:36.0,Defensive rebound by K. O'Quinn,,21,22
94,1,1:25.0,Shooting foul by J. Allen (drawn by K. O'Quinn),,21,22
95,1,1:25.0,K. O'Quinn makes free throw 1 of 2,,22,22
96,1,1:25.0,K. O'Quinn misses free throw 2 of 2,,22,22
97,1,1:22.0,,Defensive rebound by Q. Acy,22,22
98,1,1:06.0,,Q. Acy misses 2-pt layup from 2 ft (block by K. O'Quinn),22,22
99,1,1:02.0,Defensive rebound by F. Ntilikina,,22,22
100,1,0:53.0,K. O'Quinn makes 2-pt jump shot from 5 ft (assist by M. Beasley),,24,22
101,1,0:46.0,,C. LeVert makes 2-pt jump shot from 9 ft,24,24
102,1,0:30.0,M. Beasley makes 2-pt layup at rim (assist by K. O'Quinn),,26,24
103,1,0:09.0,,C. LeVert misses 2-pt layup from 1 ft,26,24
104,1,0:07.0,,Offensive rebound by C. LeVert,26,24
105,1,0:07.0,,C. LeVert misses 2-pt layup from 1 ft (block by M. Beasley),26,24
106,1,0:07.0,Defensive rebound by D. McDermott,,26,24
107,2,11:46.0,R. Baker misses 3-pt jump shot from 22 ft,,26,24
108,2,11:43.0,,Defensive rebound by C. LeVert,26,24
109,2,11:33.0,,Q. Acy misses 3-pt jump shot from 24 ft,26,24
110,2,11:30.0,Defensive rebound by K. Porziņģis,,26,24
111,2,11:21.0,Shooting foul by C. LeVert (drawn by D. McDermott),,26,24
112,2,11:21.0,D. McDermott misses free throw 1 of 2,,26,24
113,2,11:21.0,Offensive rebound by Team,,26,24
114,2,11:21.0,D. McDermott makes free throw 2 of 2,,27,24
115,2,11:12.0,,C. LeVert misses 3-pt jump shot from 24 ft,27,24
116,2,11:09.0,Defensive rebound by K. O'Quinn,,27,24
117,2,10:54.0,F. Ntilikina makes 3-pt jump shot from 25 ft,,30,24
118,2,10:39.0,,J. Harris makes 2-pt layup from 1 ft,30,26
119,2,10:24.0,D. McDermott misses 2-pt layup from 1 ft (block by J. Okafor),,30,26
120,2,10:22.0,,Defensive rebound by A. Crabbe,30,26
121,2,10:18.0,,Turnover by A. Crabbe (bad pass; steal by R. Baker),30,26
122,2,10:15.0,D. McDermott misses 2-pt dunk from 1 ft (block by A. Crabbe),,30,26
123,2,10:15.0,Offensive rebound by Team,,30,26
124,2,10:14.0,Shooting foul by Q. Acy (drawn by K. Porziņģis),,30,26
125,2,10:14.0,K. Porziņģis misses free throw 1 of 2,,30,26
126,2,10:14.0,Offensive rebound by Team,,30,26
127,2,10:14.0,K. Porziņģis misses free throw 2 of 2,,30,26
128,2,10:12.0,,Defensive rebound by Q. Acy,30,26
129,2,9:58.0,,C. LeVert makes 2-pt layup from 1 ft,30,28
130,2,9:46.0,R. Baker misses 3-pt jump shot from 25 ft,,30,28
131,2,9:44.0,,Defensive rebound by A. Crabbe,30,28
132,2,9:32.0,W. Hernangómez enters the game for K. O'Quinn,,30,28
133,2,9:29.0,,Turnover by J. Harris (turnover; steal by R. Baker),30,28
134,2,9:18.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by F. Ntilikina),,33,28
135,2,9:04.0,,Q. Acy makes 3-pt jump shot from 26 ft (assist by A. Crabbe),33,31
136,2,8:49.0,Turnover by F. Ntilikina (bad pass; steal by C. LeVert),,33,31
137,2,8:45.0,,C. LeVert misses 2-pt layup from 1 ft,33,31
138,2,8:45.0,,Offensive rebound by Team,33,31
139,2,8:45.0,,R. Hollis-Jefferson enters the game for Q. Acy,33,31
140,2,8:38.0,,J. Harris misses 2-pt jump shot from 23 ft,33,31
141,2,8:37.0,,Offensive rebound by Team,33,31
142,2,8:37.0,Loose ball foul by W. Hernangómez (drawn by J. Okafor),,33,31
