,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,PORTLAND_ACTION,OKLAHOMA CITY_SCORE,PORTLAND_SCORE
0,1,11:37.0,,J. Nurkić misses 2-pt jump shot from 9 ft,0,0
1,1,11:33.0,Defensive rebound by P. George,,0,0
2,1,11:14.0,J. Huestis misses 3-pt jump shot from 24 ft,,0,0
3,1,11:13.0,,Defensive rebound by Team,0,0
4,1,11:01.0,,C. McCollum makes 2-pt jump shot from 9 ft,0,2
5,1,10:43.0,P. George makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,2,2
6,1,10:28.0,,D. Lillard misses 3-pt jump shot from 25 ft,2,2
7,1,10:25.0,Defensive rebound by P. George,,2,2
8,1,10:22.0,Shooting foul by E. Turner (drawn by S. Adams),,2,2
9,1,10:22.0,S. Adams misses free throw 1 of 2,,2,2
10,1,10:22.0,Offensive rebound by Team,,2,2
11,1,10:22.0,S. Adams makes free throw 2 of 2,,3,2
12,1,10:07.0,,D. Lillard misses 3-pt jump shot from 24 ft,3,2
13,1,10:04.0,Defensive rebound by P. Patterson,,3,2
14,1,9:58.0,S. Adams misses 2-pt hook shot from 2 ft,,3,2
15,1,9:57.0,,Defensive rebound by J. Nurkić,3,2
16,1,9:34.0,,C. McCollum makes 3-pt jump shot from 25 ft (assist by D. Lillard),3,5
17,1,9:17.0,P. Patterson makes 2-pt jump shot from 18 ft (assist by P. George),,5,5
18,1,9:01.0,,J. Nurkić misses 2-pt hook shot from 4 ft,5,5
19,1,9:01.0,Defensive rebound by Team,,5,5
20,1,8:53.0,R. Westbrook misses 2-pt jump shot from 19 ft,,5,5
21,1,8:51.0,,Defensive rebound by E. Turner,5,5
22,1,8:42.0,,C. McCollum misses 3-pt jump shot from 24 ft,5,5
23,1,8:42.0,Defensive rebound by R. Westbrook,,5,5
24,1,8:33.0,R. Westbrook makes 2-pt jump shot from 13 ft,,7,5
25,1,8:22.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by C. McCollum),7,8
26,1,8:07.0,P. George misses 3-pt jump shot from 22 ft (block by E. Turner),,7,8
27,1,8:07.0,,Defensive rebound by J. Nurkić,7,8
28,1,8:02.0,,Personal foul by P. Patterson (drawn by C. McCollum),7,8
29,1,7:55.0,,Shooting foul by P. George (drawn by J. Nurkić),7,8
30,1,7:55.0,,J. Nurkić misses free throw 1 of 2,7,8
31,1,7:55.0,,Offensive rebound by Team,7,8
32,1,7:55.0,,J. Nurkić misses free throw 2 of 2,7,8
33,1,7:52.0,Defensive rebound by R. Westbrook,,7,8
34,1,7:42.0,P. Patterson makes 3-pt jump shot from 25 ft (assist by J. Huestis),,10,8
35,1,7:23.0,,A. Aminu misses 3-pt jump shot from 24 ft,10,8
36,1,7:21.0,Defensive rebound by R. Westbrook,,10,8
37,1,7:16.0,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),,12,8
38,1,7:16.0,,Portland full timeout,12,8
39,1,7:04.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),12,10
40,1,6:43.0,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),,14,10
41,1,6:36.0,Violation by J. Huestis (kicked ball),,14,10
42,1,6:21.0,,J. Nurkić makes 2-pt dunk at rim,14,12
43,1,6:06.0,P. George makes 2-pt layup from 2 ft (assist by R. Westbrook),,16,12
44,1,5:50.0,,J. Nurkić misses 2-pt hook shot from 4 ft,16,12
45,1,5:48.0,Defensive rebound by S. Adams,,16,12
46,1,5:42.0,R. Westbrook makes 2-pt layup from 1 ft,,18,12
47,1,5:18.0,,D. Lillard misses 2-pt layup from 1 ft (block by P. Patterson),18,12
48,1,5:18.0,,Offensive rebound by Team,18,12
49,1,5:18.0,C. Brewer enters the game for J. Huestis,,18,12
50,1,5:14.0,,A. Aminu misses 2-pt jump shot from 16 ft,18,12
51,1,5:12.0,,Offensive rebound by J. Nurkić,18,12
52,1,5:10.0,,J. Nurkić misses 2-pt layup from 3 ft (block by P. George),18,12
53,1,5:08.0,Defensive rebound by P. Patterson,,18,12
54,1,5:07.0,Personal foul by A. Aminu (drawn by S. Adams),,18,12
55,1,5:01.0,R. Westbrook misses 2-pt jump shot from 15 ft,,18,12
56,1,4:58.0,,Defensive rebound by J. Nurkić,18,12
57,1,4:50.0,,D. Lillard makes 2-pt layup from 1 ft,18,14
58,1,4:44.0,R. Westbrook misses 2-pt jump shot from 17 ft,,18,14
59,1,4:43.0,,Defensive rebound by C. McCollum,18,14
60,1,4:34.0,,Personal foul by C. Brewer (drawn by E. Turner),18,14
61,1,4:34.0,,P. Connaughton enters the game for C. McCollum,18,14
62,1,4:34.0,J. Grant enters the game for P. Patterson,,18,14
63,1,4:34.0,,Z. Collins enters the game for A. Aminu,18,14
64,1,4:34.0,,E. Davis enters the game for J. Nurkić,18,14
65,1,4:23.0,,Personal block foul by C. Brewer (drawn by D. Lillard),18,14
66,1,4:16.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by P. Connaughton),18,17
67,1,3:58.0,P. George misses 3-pt jump shot from 26 ft,,18,17
68,1,3:55.0,,Defensive rebound by E. Davis,18,17
69,1,3:43.0,,Z. Collins makes 2-pt jump shot from 9 ft (assist by D. Lillard),18,19
70,1,3:34.0,P. George makes 2-pt layup from 1 ft (assist by J. Grant),,20,19
71,1,3:34.0,Shooting foul by E. Davis (drawn by P. George),,20,19
72,1,3:34.0,P. Patterson enters the game for S. Adams,,20,19
73,1,3:34.0,P. George makes free throw 1 of 1,,21,19
74,1,3:19.0,,Turnover by D. Lillard (lost ball; steal by C. Brewer),21,19
75,1,3:18.0,Shooting block foul by P. Connaughton (drawn by R. Westbrook),,21,19
76,1,3:18.0,R. Westbrook misses free throw 1 of 2,,21,19
77,1,3:18.0,Offensive rebound by Team,,21,19
78,1,3:18.0,R. Westbrook makes free throw 2 of 2,,22,19
79,1,3:03.0,,P. Connaughton makes 2-pt jump shot from 5 ft (assist by Z. Collins),22,21
80,1,2:49.0,R. Westbrook makes 2-pt jump shot from 18 ft,,24,21
81,1,2:39.0,,Personal foul by P. Patterson (drawn by D. Lillard),24,21
82,1,2:39.0,Oklahoma City full timeout,,24,21
83,1,2:39.0,R. Felton enters the game for R. Westbrook,,24,21
84,1,2:39.0,,D. Lillard makes free throw 1 of 2,24,22
85,1,2:39.0,,D. Lillard makes free throw 2 of 2,24,23
86,1,2:24.0,J. Grant makes 2-pt layup from 1 ft (assist by P. George),,26,23
87,1,2:02.0,,E. Turner misses 2-pt jump shot from 10 ft,26,23
88,1,2:01.0,Defensive rebound by P. Patterson,,26,23
89,1,1:49.0,P. George makes 2-pt jump shot from 17 ft,,28,23
90,1,1:25.0,,E. Turner makes 2-pt jump shot from 15 ft,28,25
91,1,1:07.0,Shooting foul by Z. Collins (drawn by J. Grant),,28,25
92,1,1:07.0,J. Grant misses free throw 1 of 2,,28,25
93,1,1:07.0,Offensive rebound by Team,,28,25
94,1,1:07.0,J. Grant misses free throw 2 of 2,,28,25
95,1,1:05.0,,Defensive rebound by E. Davis,28,25
96,1,0:49.0,Violation by R. Felton (kicked ball),,28,25
97,1,0:35.0,,D. Lillard misses 3-pt jump shot from 28 ft,28,25
98,1,0:31.0,Defensive rebound by P. Patterson,,28,25
99,1,0:11.0,C. Brewer misses 3-pt jump shot from 22 ft,,28,25
100,1,0:10.0,,Defensive rebound by E. Turner,28,25
101,1,0:01.0,,Turnover by D. Lillard (bad pass; steal by C. Brewer),28,25
102,1,0:00.0,J. Grant misses 3-pt jump shot from 61 ft,,28,25
103,1,0:00.0,Offensive rebound by Team,,28,25
104,2,11:47.0,R. Felton makes 3-pt jump shot from 25 ft (assist by J. Grant),,31,25
