,QUARTER,TIME_REMAINING,TORONTO_ACTION,MINNESOTA_ACTION,TORONTO_SCORE,MINNESOTA_SCORE
39,1,6:13.0,Personal foul by J. Teague (drawn by K. Lowry),,14,13
40,1,6:13.0,,Minnesota full timeout,14,13
41,1,6:13.0,,M. Georges-Hunt enters the game for N. Bjelica,14,13
42,1,6:01.0,S. Ibaka makes 2-pt jump shot from 21 ft (assist by L. Nogueira),,16,13
43,1,5:41.0,,A. Wiggins makes 2-pt jump shot from 2 ft (assist by K. Towns),16,15
44,1,5:27.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by K. Lowry),,19,15
45,1,5:13.0,,A. Wiggins misses 2-pt jump shot from 16 ft,19,15
46,1,5:10.0,Defensive rebound by S. Ibaka,,19,15
47,1,5:04.0,Personal block foul by K. Towns (drawn by S. Ibaka),,19,15
48,1,5:04.0,,G. Dieng enters the game for K. Towns,19,15
49,1,5:03.0,Turnover by D. DeRozan (step out of bounds),,19,15
50,1,4:42.0,,J. Teague misses 2-pt layup from 4 ft,19,15
51,1,4:39.0,Defensive rebound by L. Nogueira,,19,15
52,1,4:24.0,S. Ibaka makes 2-pt layup at rim (assist by D. DeRozan),,21,15
53,1,4:11.0,,Shooting foul by L. Nogueira (drawn by A. Wiggins),21,15
54,1,4:11.0,,A. Wiggins makes free throw 1 of 2,21,16
55,1,4:11.0,C. Miles enters the game for O. Anunoby,,21,16
56,1,4:11.0,P. Siakam enters the game for S. Ibaka,,21,16
57,1,4:11.0,,A. Wiggins makes free throw 2 of 2,21,17
58,1,3:53.0,C. Miles misses 3-pt jump shot from 26 ft,,21,17
59,1,3:51.0,,Defensive rebound by M. Georges-Hunt,21,17
60,1,3:42.0,,J. Teague misses 2-pt jump shot from 17 ft,21,17
61,1,3:39.0,Defensive rebound by P. Siakam,,21,17
62,1,3:34.0,K. Lowry makes 2-pt layup from 1 ft,,23,17
63,1,3:27.0,,J. Teague misses 2-pt jump shot from 5 ft,23,17
64,1,3:27.0,Defensive rebound by L. Nogueira,,23,17
65,1,3:21.0,K. Lowry misses 2-pt layup from 5 ft,,23,17
66,1,3:21.0,Offensive rebound by K. Lowry,,23,17
67,1,3:14.0,K. Lowry makes 2-pt layup at rim,,25,17
68,1,3:13.0,,Minnesota full timeout,25,17
69,1,3:13.0,J. Poeltl enters the game for K. Lowry,,25,17
70,1,3:13.0,D. Wright enters the game for L. Nogueira,,25,17
71,1,3:00.0,,A. Wiggins makes 2-pt jump shot from 14 ft (assist by J. Teague),25,19
72,1,2:46.0,Turnover by C. Miles (traveling),,25,19
73,1,2:46.0,,T. Jones enters the game for J. Teague,25,19
74,1,2:25.0,,A. Wiggins makes 2-pt dunk at rim (assist by M. Georges-Hunt),25,21
75,1,1:58.0,D. DeRozan misses 2-pt jump shot from 19 ft,,25,21
76,1,1:57.0,,Defensive rebound by Team,25,21
77,1,1:42.0,,T. Gibson makes 2-pt layup from 1 ft (assist by A. Wiggins),25,23
78,1,1:25.0,C. Miles makes 3-pt jump shot from 27 ft (assist by P. Siakam),,28,23
79,1,1:15.0,,M. Georges-Hunt misses 3-pt jump shot from 23 ft,28,23
80,1,1:12.0,,Offensive rebound by G. Dieng,28,23
81,1,1:04.0,,G. Dieng misses 2-pt jump shot from 17 ft,28,23
82,1,1:01.0,Defensive rebound by D. DeRozan,,28,23
83,1,0:59.0,Turnover by D. DeRozan (bad pass; steal by G. Dieng),,28,23
84,1,0:54.0,,T. Jones misses 2-pt layup from 2 ft,28,23
85,1,0:51.0,,Offensive rebound by T. Gibson,28,23
86,1,0:51.0,,Shooting foul by J. Poeltl (drawn by T. Gibson),28,23
87,1,0:51.0,,T. Gibson misses free throw 1 of 2,28,23
88,1,0:51.0,,Offensive rebound by Team,28,23
89,1,0:51.0,,S. Muhammad enters the game for A. Wiggins,28,23
90,1,0:51.0,F. VanVleet enters the game for D. DeRozan,,28,23
91,1,0:51.0,,T. Gibson makes free throw 2 of 2,28,24
92,1,0:32.0,P. Siakam misses 3-pt jump shot from 25 ft,,28,24
93,1,0:30.0,,Defensive rebound by T. Jones,28,24
94,1,0:23.0,,T. Jones makes 2-pt jump shot from 16 ft,28,26
95,1,0:08.0,Personal take foul by T. Jones (drawn by F. VanVleet),,28,26
96,1,0:00.0,Turnover by F. VanVleet (bad pass),,28,26
97,2,11:34.0,,N. Bjelica misses 2-pt jump shot from 10 ft,28,26
98,2,11:32.0,,Offensive rebound by S. Muhammad,28,26
99,2,11:32.0,,Shooting foul by J. Poeltl (drawn by S. Muhammad),28,26
100,2,11:32.0,,S. Muhammad makes free throw 1 of 2,28,27
101,2,11:32.0,,S. Muhammad misses free throw 2 of 2,28,27
102,2,11:28.0,,Offensive rebound by N. Bjelica,28,27
103,2,11:27.0,,Turnover by N. Bjelica (lost ball; steal by F. VanVleet),28,27
104,2,11:11.0,D. Wright misses 2-pt layup from 4 ft,,28,27
105,2,11:09.0,,Defensive rebound by G. Dieng,28,27
106,2,11:02.0,,M. Georges-Hunt misses 2-pt layup from 1 ft,28,27
107,2,10:58.0,Defensive rebound by F. VanVleet,,28,27
108,2,10:55.0,Shooting foul by M. Georges-Hunt (drawn by F. VanVleet),,28,27
109,2,10:55.0,F. VanVleet makes free throw 1 of 2,,29,27
110,2,10:55.0,F. VanVleet makes free throw 2 of 2,,30,27
111,2,10:43.0,,Shooting foul by F. VanVleet (drawn by T. Jones),30,27
112,2,10:43.0,,T. Jones makes free throw 1 of 2,30,28
113,2,10:43.0,,T. Jones makes free throw 2 of 2,30,29
114,2,10:34.0,C. Miles misses 3-pt jump shot from 26 ft,,30,29
115,2,10:30.0,,Defensive rebound by N. Bjelica,30,29
116,2,10:27.0,,S. Muhammad misses 2-pt layup from 3 ft (block by C. Miles),30,29
117,2,10:27.0,Defensive rebound by D. Wright,,30,29
118,2,10:22.0,Personal foul by N. Bjelica (drawn by D. Wright),,30,29
119,2,10:13.0,J. Poeltl makes 2-pt layup from 1 ft (assist by P. Siakam),,32,29
120,2,9:49.0,,S. Muhammad misses 2-pt jump shot from 2 ft (block by C. Miles),32,29
121,2,9:49.0,,Offensive rebound by Team,32,29
122,2,9:48.0,,S. Muhammad misses 2-pt layup from 2 ft (block by C. Miles),32,29
123,2,9:48.0,,Offensive rebound by Team,32,29
124,2,9:45.0,,N. Bjelica misses 2-pt jump shot from 23 ft,32,29
125,2,9:39.0,,Offensive rebound by M. Georges-Hunt,32,29
126,2,9:39.0,,M. Georges-Hunt misses 2-pt layup at rim,32,29
127,2,9:39.0,,Offensive rebound by T. Jones,32,29
128,2,9:39.0,,Turnover by T. Jones (bad pass),32,29
129,2,9:27.0,D. Wright misses 2-pt layup from 2 ft,,32,29
130,2,9:26.0,Offensive rebound by Team,,32,29
131,2,9:26.0,,Loose ball foul by S. Muhammad (drawn by J. Poeltl),32,29
132,2,9:26.0,,K. Towns enters the game for G. Dieng,32,29
133,2,9:17.0,D. Wright makes 2-pt layup from 1 ft,,34,29
134,2,9:17.0,Shooting foul by K. Towns (drawn by D. Wright),,34,29
135,2,9:17.0,D. Wright makes free throw 1 of 1,,35,29
136,2,9:02.0,,T. Jones makes 2-pt jump shot from 6 ft,35,31
137,2,8:53.0,C. Miles misses 3-pt jump shot from 25 ft,,35,31
138,2,8:50.0,Offensive rebound by P. Siakam,,35,31
139,2,8:43.0,J. Poeltl makes 2-pt layup from 1 ft (assist by D. Wright),,37,31
140,2,8:30.0,,Shooting foul by F. VanVleet (drawn by S. Muhammad),37,31
141,2,8:30.0,,S. Muhammad makes free throw 1 of 2,37,32
142,2,8:30.0,J. Valančiūnas enters the game for J. Poeltl,,37,32
143,2,8:30.0,,S. Muhammad makes free throw 2 of 2,37,33
144,2,8:14.0,D. Wright makes 2-pt layup from 1 ft,,39,33
145,2,8:02.0,,Offensive foul by K. Towns (drawn by F. VanVleet),39,33
146,2,8:02.0,,Turnover by K. Towns (offensive foul),39,33
147,2,8:02.0,,G. Dieng enters the game for K. Towns,39,33
148,2,7:50.0,D. Wright misses 2-pt layup from 2 ft,,39,33
149,2,7:49.0,,Defensive rebound by N. Bjelica,39,33
150,2,7:37.0,,G. Dieng makes 2-pt jump shot from 10 ft (assist by T. Jones),39,35
151,2,7:29.0,Shooting foul by T. Jones (drawn by F. VanVleet),,39,35
152,2,7:29.0,F. VanVleet makes free throw 1 of 2,,40,35
153,2,7:29.0,,J. Teague enters the game for T. Jones,40,35
154,2,7:29.0,K. Lowry enters the game for C. Miles,,40,35
155,2,7:29.0,S. Ibaka enters the game for P. Siakam,,40,35
156,2,7:29.0,,T. Gibson enters the game for M. Georges-Hunt,40,35
157,2,7:29.0,,A. Wiggins enters the game for S. Muhammad,40,35
158,2,7:29.0,F. VanVleet misses free throw 2 of 2,,40,35
159,2,7:26.0,Offensive rebound by F. VanVleet,,40,35
160,2,7:24.0,K. Lowry misses 2-pt jump shot from 7 ft,,40,35
161,2,7:23.0,,Defensive rebound by Team,40,35
162,2,7:23.0,Loose ball foul by J. Valančiūnas (drawn by G. Dieng),,40,35
163,2,7:23.0,J. Poeltl enters the game for J. Valančiūnas,,40,35
164,2,7:11.0,,A. Wiggins makes 2-pt jump shot from 20 ft,40,37
165,2,6:52.0,S. Ibaka makes 2-pt jump shot from 6 ft,,42,37
166,2,6:36.0,,J. Teague makes 2-pt jump shot from 8 ft,42,39
167,2,6:13.0,D. Wright misses 3-pt jump shot from 25 ft,,42,39
168,2,6:09.0,Offensive rebound by J. Poeltl,,42,39
169,2,5:55.0,S. Ibaka makes 3-pt jump shot from 22 ft (assist by F. VanVleet),,45,39
170,2,5:41.0,,N. Bjelica misses 3-pt jump shot from 24 ft,45,39
171,2,5:39.0,Defensive rebound by D. Wright,,45,39
172,2,5:29.0,K. Lowry misses 2-pt jump shot from 21 ft,,45,39
173,2,5:27.0,Offensive rebound by J. Poeltl,,45,39
174,2,5:27.0,J. Poeltl makes 2-pt layup at rim,,47,39
175,2,5:21.0,,Minnesota full timeout,47,39
176,2,5:21.0,D. DeRozan enters the game for F. VanVleet,,47,39
177,2,5:21.0,O. Anunoby enters the game for D. Wright,,47,39
178,2,5:11.0,,Personal foul by K. Lowry (drawn by A. Wiggins),47,39
179,2,5:11.0,,A. Wiggins makes free throw 1 of 2,47,40
180,2,5:11.0,,A. Wiggins makes free throw 2 of 2,47,41
181,2,4:59.0,K. Lowry misses 2-pt jump shot from 20 ft,,47,41
182,2,4:57.0,Offensive rebound by Team,,47,41
183,2,4:46.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,50,41
184,2,4:31.0,,G. Dieng makes 2-pt jump shot from 13 ft (assist by J. Teague),50,43
185,2,4:19.0,D. DeRozan makes 2-pt jump shot from 4 ft,,52,43
186,2,4:09.0,,A. Wiggins makes 2-pt jump shot from 7 ft (assist by J. Teague),52,45
187,2,3:49.0,D. DeRozan misses 3-pt jump shot from 23 ft,,52,45
188,2,3:48.0,,Defensive rebound by Team,52,45
189,2,3:37.0,,Turnover by G. Dieng (traveling),52,45
190,2,3:19.0,O. Anunoby misses 3-pt jump shot from 25 ft,,52,45
191,2,3:16.0,,Defensive rebound by T. Gibson,52,45
192,2,3:08.0,,J. Teague misses 2-pt jump shot from 8 ft,52,45
193,2,3:06.0,Defensive rebound by J. Poeltl,,52,45
194,2,3:04.0,K. Lowry makes 2-pt layup from 1 ft,,54,45
195,2,3:04.0,Shooting foul by A. Wiggins (drawn by K. Lowry),,54,45
196,2,3:04.0,K. Lowry makes free throw 1 of 1,,55,45
197,2,2:51.0,,A. Wiggins makes 2-pt dunk from 1 ft (assist by J. Teague),55,47
198,2,2:37.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,58,47
199,2,2:18.0,,T. Gibson makes 2-pt jump shot from 17 ft (assist by J. Teague),58,49
200,2,2:12.0,Toronto full timeout,,58,49
201,2,2:08.0,D. DeRozan misses 2-pt jump shot from 20 ft,,58,49
202,2,2:04.0,,Defensive rebound by T. Gibson,58,49
203,2,1:59.0,,J. Teague misses 3-pt jump shot from 25 ft (block by O. Anunoby),58,49
204,2,1:56.0,Defensive rebound by O. Anunoby,,58,49
205,2,1:52.0,Personal foul by N. Bjelica (drawn by D. DeRozan),,58,49
206,2,1:52.0,D. DeRozan makes free throw 1 of 2,,59,49
207,2,1:52.0,D. DeRozan makes free throw 2 of 2,,60,49
208,2,1:34.0,,G. Dieng makes 2-pt jump shot from 8 ft,60,51
209,2,1:22.0,Turnover by O. Anunoby (traveling),,60,51
210,2,1:10.0,,A. Wiggins misses 2-pt jump shot from 20 ft,60,51
211,2,1:04.0,Defensive rebound by D. DeRozan,,60,51
212,2,0:51.0,D. DeRozan misses 2-pt layup from 2 ft,,60,51
213,2,0:49.0,,Defensive rebound by A. Wiggins,60,51
214,2,0:43.0,,N. Bjelica makes 3-pt jump shot from 22 ft (assist by J. Teague),60,54
215,2,0:30.0,K. Lowry makes 2-pt layup from 1 ft,,62,54
216,2,0:08.0,,A. Wiggins misses 3-pt jump shot from 28 ft,62,54
217,2,0:04.0,Defensive rebound by K. Lowry,,62,54
218,2,0:00.0,Turnover by D. DeRozan (traveling),,62,54
219,3,11:45.0,,Personal foul by S. Ibaka (drawn by K. Towns),62,54
220,3,11:39.0,,Shooting foul by J. Valančiūnas (drawn by K. Towns),62,54
221,3,11:39.0,,K. Towns misses free throw 1 of 2,62,54
222,3,11:39.0,,Offensive rebound by Team,62,54
223,3,11:39.0,L. Nogueira enters the game for J. Valančiūnas,,62,54
224,3,11:39.0,,K. Towns makes free throw 2 of 2,62,55
225,3,11:22.0,O. Anunoby makes 2-pt layup from 1 ft (assist by K. Lowry),,64,55
226,3,10:57.0,,T. Gibson makes 2-pt hook shot from 8 ft,64,57
227,3,10:40.0,S. Ibaka makes 2-pt jump shot from 18 ft,,66,57
228,3,10:27.0,,A. Wiggins misses 2-pt jump shot from 20 ft,66,57
229,3,10:24.0,Defensive rebound by K. Lowry,,66,57
230,3,10:02.0,Turnover by Team (shot clock),,66,57
231,3,9:52.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),66,59
232,3,9:31.0,S. Ibaka misses 3-pt jump shot from 25 ft,,66,59
233,3,9:30.0,,Defensive rebound by K. Towns,66,59
234,3,9:26.0,,T. Gibson misses 2-pt layup at rim,66,59
235,3,9:24.0,,Offensive rebound by T. Gibson,66,59
236,3,9:23.0,,T. Gibson makes 2-pt layup at rim,66,61
237,3,9:01.0,K. Lowry misses 3-pt jump shot from 27 ft,,66,61
238,3,8:57.0,,Defensive rebound by K. Towns,66,61
239,3,8:55.0,,Personal foul by K. Lowry (drawn by J. Teague),66,61
240,3,8:48.0,,Turnover by A. Wiggins (bad pass; steal by O. Anunoby),66,61
241,3,8:44.0,O. Anunoby misses 2-pt layup from 1 ft,,66,61
242,3,8:40.0,,Defensive rebound by J. Teague,66,61
243,3,8:37.0,,N. Bjelica misses 2-pt layup from 4 ft (block by L. Nogueira),66,61
244,3,8:37.0,,Offensive rebound by K. Towns,66,61
245,3,8:37.0,,Shooting foul by K. Lowry (drawn by K. Towns),66,61
246,3,8:37.0,,K. Towns makes free throw 1 of 2,66,62
247,3,8:37.0,Toronto full timeout,,66,62
248,3,8:37.0,,K. Towns makes free throw 2 of 2,66,63
249,3,8:27.0,D. DeRozan misses 2-pt jump shot from 12 ft,,66,63
250,3,8:25.0,,Defensive rebound by K. Towns,66,63
251,3,8:19.0,,Shooting foul by S. Ibaka (drawn by K. Towns),66,63
252,3,8:19.0,,K. Towns makes free throw 1 of 2,66,64
253,3,8:19.0,,K. Towns makes free throw 2 of 2,66,65
254,3,7:56.0,S. Ibaka misses 2-pt jump shot from 21 ft,,66,65
255,3,7:53.0,,Defensive rebound by K. Towns,66,65
256,3,7:46.0,,K. Towns makes 3-pt jump shot from 25 ft (assist by A. Wiggins),66,68
257,3,7:24.0,D. DeRozan misses 3-pt jump shot from 24 ft,,66,68
258,3,7:22.0,,Defensive rebound by N. Bjelica,66,68
259,3,7:11.0,,A. Wiggins misses 2-pt layup from 4 ft,66,68
260,3,7:09.0,,Offensive rebound by K. Towns,66,68
261,3,7:09.0,,K. Towns misses 2-pt layup from 2 ft (block by S. Ibaka),66,68
262,3,7:09.0,Defensive rebound by K. Lowry,,66,68
263,3,7:02.0,K. Lowry makes 2-pt layup from 1 ft,,68,68
264,3,6:57.0,P. Siakam enters the game for O. Anunoby,,68,68
265,3,6:57.0,D. Wright enters the game for L. Nogueira,,68,68
266,3,6:56.0,,Personal foul by P. Siakam (drawn by K. Towns),68,68
267,3,6:56.0,,K. Towns makes free throw 1 of 2,68,69
268,3,6:56.0,,K. Towns makes free throw 2 of 2,68,70
269,3,6:38.0,Shooting foul by J. Teague (drawn by K. Lowry),,68,70
270,3,6:38.0,K. Lowry makes free throw 1 of 2,,69,70
271,3,6:38.0,,M. Georges-Hunt enters the game for N. Bjelica,69,70
272,3,6:38.0,K. Lowry makes free throw 2 of 2,,70,70
273,3,6:28.0,,Shooting foul by S. Ibaka (drawn by T. Gibson),70,70
274,3,6:28.0,,T. Gibson makes free throw 1 of 2,70,71
275,3,6:28.0,,T. Gibson misses free throw 2 of 2,70,71
276,3,6:25.0,Defensive rebound by S. Ibaka,,70,71
277,3,6:05.0,K. Lowry misses 2-pt jump shot from 18 ft,,70,71
278,3,6:04.0,Offensive rebound by Team,,70,71
279,3,6:04.0,Turnover by Team (shot clock),,70,71
280,3,5:40.0,,Shooting foul by D. DeRozan (drawn by T. Gibson),70,71
281,3,5:40.0,,T. Gibson makes free throw 1 of 2,70,72
282,3,5:40.0,,T. Gibson makes free throw 2 of 2,70,73
283,3,5:19.0,Turnover by P. Siakam (traveling),,70,73
284,3,5:09.0,,K. Towns makes 2-pt jump shot from 9 ft (assist by J. Teague),70,75
285,3,4:56.0,P. Siakam misses 3-pt jump shot from 25 ft,,70,75
286,3,4:52.0,,Defensive rebound by A. Wiggins,70,75
287,3,4:48.0,,A. Wiggins misses 2-pt jump shot from 8 ft,70,75
288,3,4:46.0,Defensive rebound by D. Wright,,70,75
289,3,4:42.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by D. Wright),,73,75
290,3,4:30.0,,J. Teague misses 2-pt jump shot from 11 ft,73,75
291,3,4:27.0,Defensive rebound by S. Ibaka,,73,75
292,3,4:16.0,K. Lowry misses 3-pt jump shot from 24 ft,,73,75
293,3,4:15.0,Offensive rebound by D. Wright,,73,75
294,3,4:12.0,K. Lowry makes 3-pt jump shot from 22 ft (assist by D. Wright),,76,75
295,3,3:54.0,,A. Wiggins misses 2-pt jump shot from 20 ft,76,75
296,3,3:52.0,Defensive rebound by S. Ibaka,,76,75
297,3,3:46.0,P. Siakam misses 2-pt layup from 1 ft,,76,75
298,3,3:44.0,Offensive rebound by D. Wright,,76,75
299,3,3:44.0,Shooting foul by A. Wiggins (drawn by D. Wright),,76,75
300,3,3:44.0,D. Wright makes free throw 1 of 2,,77,75
301,3,3:44.0,,G. Dieng enters the game for K. Towns,77,75
302,3,3:44.0,C. Miles enters the game for S. Ibaka,,77,75
303,3,3:44.0,J. Poeltl enters the game for D. DeRozan,,77,75
304,3,3:44.0,D. Wright makes free throw 2 of 2,,78,75
305,3,3:34.0,,Turnover by A. Wiggins (lost ball; steal by P. Siakam),78,75
306,3,3:30.0,K. Lowry makes 2-pt layup at rim,,80,75
307,3,3:11.0,,M. Georges-Hunt makes 2-pt jump shot from 3 ft,80,77
308,3,3:03.0,Personal foul by J. Teague (drawn by K. Lowry),,80,77
309,3,3:03.0,,S. Muhammad enters the game for A. Wiggins,80,77
310,3,2:59.0,Offensive foul by J. Poeltl (drawn by M. Georges-Hunt),,80,77
311,3,2:59.0,Turnover by J. Poeltl (offensive foul),,80,77
312,3,2:59.0,,Minnesota full timeout,80,77
313,3,2:43.0,,M. Georges-Hunt misses 2-pt jump shot from 11 ft,80,77
314,3,2:41.0,Defensive rebound by D. Wright,,80,77
315,3,2:27.0,D. Wright misses 3-pt jump shot from 24 ft (block by T. Gibson),,80,77
316,3,2:20.0,,Defensive rebound by G. Dieng,80,77
317,3,2:17.0,,S. Muhammad makes 2-pt jump shot from 20 ft,80,79
318,3,2:03.0,Turnover by P. Siakam (lost ball; steal by G. Dieng),,80,79
319,3,2:03.0,,Personal foul by C. Miles (drawn by M. Georges-Hunt),80,79
320,3,2:03.0,,M. Georges-Hunt makes clear path free throw 1 of 2,80,80
321,3,2:03.0,,M. Georges-Hunt misses clear path free throw 2 of 2,80,80
322,3,2:03.0,,Offensive rebound by Team,80,80
323,3,2:03.0,F. VanVleet enters the game for K. Lowry,,80,80
324,3,1:51.0,,Shooting foul by P. Siakam (drawn by S. Muhammad),80,80
325,3,1:51.0,,S. Muhammad misses free throw 1 of 2,80,80
326,3,1:51.0,,Offensive rebound by Team,80,80
327,3,1:51.0,,S. Muhammad makes free throw 2 of 2,80,81
328,3,1:36.0,C. Miles misses 2-pt jump shot from 21 ft,,80,81
329,3,1:34.0,,Defensive rebound by J. Teague,80,81
330,3,1:17.0,,M. Georges-Hunt makes 3-pt jump shot from 25 ft (assist by J. Teague),80,84
331,3,0:52.0,C. Miles misses 3-pt jump shot from 24 ft,,80,84
332,3,0:49.0,,Defensive rebound by S. Muhammad,80,84
333,3,0:39.0,,G. Dieng misses 3-pt jump shot from 23 ft,80,84
334,3,0:35.0,Defensive rebound by P. Siakam,,80,84
335,3,0:31.0,D. Wright makes 2-pt layup from 2 ft,,82,84
336,3,0:31.0,Shooting foul by S. Muhammad (drawn by D. Wright),,82,84
337,3,0:31.0,,T. Jones enters the game for J. Teague,82,84
338,3,0:31.0,D. Wright makes free throw 1 of 1,,83,84
339,3,0:08.0,,T. Jones misses 2-pt jump shot from 19 ft,83,84
340,3,0:04.0,,Offensive rebound by T. Jones,83,84
341,3,0:00.0,,G. Dieng makes 3-pt jump shot from 24 ft (assist by T. Jones),83,87
342,4,11:42.0,D. Wright misses 2-pt layup from 2 ft,,83,87
343,4,11:40.0,,Defensive rebound by N. Bjelica,83,87
344,4,11:25.0,,Personal foul by P. Siakam (drawn by N. Bjelica),83,87
345,4,11:18.0,,N. Bjelica misses 2-pt jump shot from 5 ft,83,87
346,4,11:14.0,Defensive rebound by Team,,83,87
347,4,11:04.0,,K. Towns enters the game for G. Dieng,83,87
348,4,10:54.0,C. Miles misses 3-pt jump shot from 26 ft,,83,87
349,4,10:51.0,,Defensive rebound by K. Towns,83,87
350,4,10:40.0,,M. Georges-Hunt makes 2-pt layup from 1 ft,83,89
351,4,10:24.0,F. VanVleet makes 2-pt layup from 2 ft (assist by D. Wright),,85,89
352,4,10:01.0,,M. Georges-Hunt misses 2-pt layup from 1 ft,85,89
353,4,9:59.0,,Offensive rebound by K. Towns,85,89
354,4,9:59.0,,K. Towns makes 2-pt dunk at rim,85,91
355,4,9:42.0,F. VanVleet makes 3-pt jump shot from 25 ft (assist by J. Poeltl),,88,91
356,4,9:24.0,,Shooting foul by C. Miles (drawn by S. Muhammad),88,91
357,4,9:24.0,,S. Muhammad misses free throw 1 of 2,88,91
358,4,9:24.0,,Offensive rebound by Team,88,91
359,4,9:24.0,S. Ibaka enters the game for C. Miles,,88,91
360,4,9:24.0,D. DeRozan enters the game for P. Siakam,,88,91
361,4,9:24.0,,S. Muhammad makes free throw 2 of 2,88,92
362,4,9:06.0,D. DeRozan makes 2-pt jump shot from 19 ft (assist by D. Wright),,90,92
363,4,8:49.0,,K. Towns makes 2-pt layup from 1 ft (assist by T. Jones),90,94
364,4,8:49.0,,Shooting foul by J. Poeltl (drawn by K. Towns),90,94
365,4,8:49.0,,A. Wiggins enters the game for N. Bjelica,90,94
366,4,8:49.0,,T. Gibson enters the game for S. Muhammad,90,94
367,4,8:49.0,,K. Towns makes free throw 1 of 1,90,95
368,4,8:32.0,D. DeRozan makes 2-pt jump shot from 21 ft,,92,95
369,4,8:19.0,,K. Towns makes 2-pt dunk from 1 ft (assist by T. Jones),92,97
370,4,8:05.0,D. DeRozan misses 2-pt jump shot from 14 ft,,92,97
371,4,8:03.0,,Defensive rebound by T. Gibson,92,97
372,4,7:49.0,,T. Jones makes 3-pt jump shot from 26 ft (assist by M. Georges-Hunt),92,100
373,4,7:47.0,Toronto full timeout,,92,100
374,4,7:47.0,K. Lowry enters the game for F. VanVleet,,92,100
375,4,7:47.0,J. Valančiūnas enters the game for J. Poeltl,,92,100
376,4,7:36.0,D. DeRozan misses 3-pt jump shot from 24 ft,,92,100
377,4,7:34.0,,Defensive rebound by T. Jones,92,100
378,4,7:15.0,,Personal foul by S. Ibaka (drawn by A. Wiggins),92,100
