,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,TORONTO_ACTION,MINNESOTA_SCORE,TORONTO_SCORE
381,4,3:03.0,,Defensive rebound by J. Valančiūnas,94,99
382,4,2:51.0,,S. Ibaka makes 2-pt hook shot from 5 ft (assist by D. DeRozan),94,101
383,4,2:51.0,Minnesota full timeout,,94,101
384,4,2:39.0,J. Butler misses 3-pt jump shot from 25 ft,,94,101
385,4,2:35.0,,Defensive rebound by S. Ibaka,94,101
386,4,2:27.0,,Personal block foul by T. Gibson (drawn by D. DeRozan),94,101
387,4,2:27.0,,D. DeRozan makes free throw 1 of 2,94,102
388,4,2:27.0,,D. DeRozan makes free throw 2 of 2,94,103
389,4,2:19.0,T. Gibson makes 2-pt jump shot from 19 ft (assist by J. Teague),,96,103
390,4,1:56.0,,D. DeRozan misses 3-pt jump shot from 23 ft,96,103
391,4,1:54.0,,Offensive rebound by J. Valančiūnas,96,103
392,4,1:52.0,,J. Valančiūnas misses 2-pt layup from 1 ft,96,103
393,4,1:52.0,Defensive rebound by J. Butler,,96,103
394,4,1:47.0,J. Butler misses 2-pt layup from 2 ft (block by S. Ibaka),,96,103
395,4,1:47.0,Offensive rebound by Team,,96,103
396,4,1:39.0,T. Gibson misses 2-pt layup from 2 ft,,96,103
397,4,1:37.0,Offensive rebound by K. Towns,,96,103
398,4,1:37.0,K. Towns makes 2-pt dunk at rim,,98,103
399,4,1:21.0,,D. DeRozan misses 2-pt jump shot from 3 ft,98,103
400,4,1:20.0,Defensive rebound by K. Towns,,98,103
401,4,1:01.0,A. Wiggins makes 3-pt jump shot from 24 ft (assist by K. Towns),,101,103
402,4,1:01.0,,Toronto full timeout,101,103
403,4,0:41.0,,D. DeRozan makes 2-pt jump shot from 8 ft (assist by F. VanVleet),101,105
404,4,0:41.0,Minnesota full timeout,,101,105
405,4,0:23.0,A. Wiggins misses 3-pt jump shot from 25 ft,,101,105
406,4,0:19.0,,Defensive rebound by D. DeRozan,101,105
407,4,0:19.0,,Personal take foul by J. Butler (drawn by D. DeRozan),101,105
408,4,0:19.0,,D. DeRozan makes free throw 1 of 2,101,106
409,4,0:19.0,,D. DeRozan makes free throw 2 of 2,101,107
410,4,0:15.0,A. Wiggins misses 3-pt jump shot from 26 ft,,101,107
411,4,0:12.0,,Defensive rebound by J. Valančiūnas,101,107
412,4,0:12.0,,Personal take foul by K. Towns (drawn by J. Valančiūnas),101,107
413,4,0:12.0,,J. Valančiūnas makes free throw 1 of 2,101,108
414,4,0:12.0,,J. Valančiūnas makes free throw 2 of 2,101,109
415,4,0:03.0,J. Butler makes 3-pt jump shot from 25 ft (assist by A. Wiggins),,104,109
