,QUARTER,TIME_REMAINING,ORLANDO_ACTION,GOLDEN STATE_ACTION,ORLANDO_SCORE,GOLDEN STATE_SCORE
27,1,7:57.0,,Defensive rebound by Z. Pachulia,10,8
28,1,7:53.0,,K. Thompson misses 3-pt jump shot from 25 ft,10,8
29,1,7:47.0,Defensive rebound by E. Payton,,10,8
30,1,7:36.0,N. Vučević makes 2-pt hook shot from 6 ft (assist by E. Payton),,12,8
31,1,7:23.0,,K. Durant makes 2-pt layup from 2 ft,12,10
32,1,7:15.0,E. Payton makes 2-pt jump shot from 10 ft,,14,10
33,1,7:05.0,,Turnover by Z. Pachulia (bad pass; steal by E. Fournier),14,10
34,1,7:04.0,Personal foul by S. Livingston (drawn by E. Fournier),,14,10
35,1,6:46.0,E. Payton misses 2-pt jump shot from 11 ft,,14,10
36,1,6:41.0,,Defensive rebound by Z. Pachulia,14,10
37,1,6:36.0,,Shooting foul by T. Ross (drawn by S. Livingston),14,10
38,1,6:35.0,,Golden State full timeout,14,10
39,1,6:35.0,,S. Livingston makes free throw 2 of 2,14,11
40,1,6:35.0,,S. Livingston makes free throw 1 of 2,14,12
41,1,6:16.0,T. Ross misses 3-pt jump shot from 24 ft,,14,12
42,1,6:11.0,,Defensive rebound by K. Thompson,14,12
43,1,5:57.0,,K. Durant misses 3-pt jump shot from 25 ft,14,12
44,1,5:53.0,,Offensive rebound by Z. Pachulia,14,12
45,1,5:50.0,,Z. Pachulia makes 2-pt jump shot from 4 ft,14,14
46,1,5:39.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Payton),,17,14
47,1,5:25.0,,K. Durant makes 2-pt dunk from 1 ft (assist by K. Thompson),17,16
48,1,5:07.0,E. Fournier misses 2-pt layup from 3 ft (block by Z. Pachulia),,17,16
49,1,5:05.0,,Defensive rebound by D. Green,17,16
50,1,5:00.0,,S. Livingston misses 2-pt layup from 2 ft,17,16
51,1,5:00.0,,Offensive rebound by D. Green,17,16
52,1,5:00.0,,D. Green makes 2-pt layup at rim,17,18
53,1,5:00.0,Orlando full timeout,,17,18
54,1,5:00.0,,A. Iguodala enters the game for D. Green,17,18
55,1,5:00.0,,N. Young enters the game for Z. Pachulia,17,18
56,1,5:00.0,,J. McGee enters the game for S. Livingston,17,18
57,1,5:00.0,J. Simmons enters the game for T. Ross,,17,18
58,1,4:48.0,,Offensive charge foul by A. Gordon (drawn by K. Durant),17,18
59,1,4:48.0,Turnover by A. Gordon (offensive foul),,17,18
60,1,4:43.0,,Turnover by A. Iguodala (bad pass),17,18
61,1,4:13.0,N. Vučević makes 2-pt layup from 2 ft (assist by J. Simmons),,19,18
62,1,3:57.0,,K. Durant misses 2-pt dunk from 1 ft,19,18
63,1,3:52.0,Defensive rebound by N. Vučević,,19,18
64,1,3:50.0,Personal foul by N. Young (drawn by E. Payton),,19,18
65,1,3:50.0,,O. Casspi enters the game for K. Thompson,19,18
66,1,3:50.0,S. Mack enters the game for E. Payton,,19,18
67,1,3:46.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by E. Fournier),,21,18
68,1,3:23.0,,N. Young misses 3-pt jump shot from 23 ft,21,18
69,1,3:19.0,Defensive rebound by J. Simmons,,21,18
70,1,3:12.0,E. Fournier makes 2-pt layup from 1 ft (assist by S. Mack),,23,18
71,1,3:12.0,,Golden State full timeout,23,18
72,1,2:59.0,,Personal foul by E. Fournier (drawn by A. Iguodala),23,18
73,1,2:52.0,,J. McGee makes 2-pt layup at rim (assist by O. Casspi),23,20
74,1,2:39.0,N. Vučević misses 3-pt jump shot from 24 ft,,23,20
75,1,2:36.0,,Defensive rebound by K. Durant,23,20
76,1,2:30.0,,K. Durant misses 2-pt jump shot from 13 ft,23,20
77,1,2:23.0,Defensive rebound by J. Simmons,,23,20
78,1,2:20.0,J. Simmons makes 2-pt layup from 2 ft,,25,20
79,1,1:56.0,,O. Casspi makes 2-pt jump shot from 4 ft (assist by A. Iguodala),25,22
80,1,1:56.0,,Shooting foul by S. Mack (drawn by O. Casspi),25,22
81,1,1:56.0,,D. Green enters the game for K. Durant,25,22
82,1,1:56.0,B. Biyombo enters the game for N. Vučević,,25,22
83,1,1:56.0,,O. Casspi misses free throw 1 of 1,25,22
84,1,1:53.0,,Offensive rebound by D. Green,25,22
85,1,1:51.0,,O. Casspi misses 2-pt dunk from 1 ft (block by B. Biyombo),25,22
86,1,1:45.0,Defensive rebound by B. Biyombo,,25,22
87,1,1:30.0,Turnover by B. Biyombo (traveling),,25,22
88,1,1:14.0,,A. Iguodala misses 2-pt layup at rim (block by B. Biyombo),25,22
89,1,1:12.0,Defensive rebound by E. Fournier,,25,22
90,1,1:03.0,B. Biyombo makes 2-pt layup from 1 ft (assist by S. Mack),,27,22
91,1,0:45.0,,J. McGee misses 2-pt layup from 2 ft,27,22
92,1,0:43.0,,Offensive rebound by J. McGee,27,22
93,1,0:40.0,,O. Casspi makes 2-pt jump shot from 4 ft (assist by A. Iguodala),27,24
94,1,0:31.0,A. Gordon makes 2-pt jump shot from 8 ft,,29,24
95,1,0:15.0,,N. Young makes 3-pt jump shot from 23 ft (assist by D. Green),29,27
96,1,0:05.0,J. Simmons misses 2-pt jump shot from 17 ft,,29,27
97,1,0:02.0,Offensive rebound by B. Biyombo,,29,27
98,1,0:00.0,E. Fournier misses 2-pt jump shot from 16 ft,,29,27
99,1,0:00.0,Offensive rebound by Team,,29,27
100,2,11:43.0,,N. Young makes 2-pt dunk from 1 ft (assist by D. West),29,29
101,2,11:28.0,J. Simmons misses 2-pt jump shot from 10 ft,,29,29
102,2,11:23.0,,Defensive rebound by D. West,29,29
103,2,11:13.0,,Turnover by D. West (bad pass),29,29
104,2,11:00.0,Turnover by J. Simmons (bad pass),,29,29
105,2,10:48.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. West),29,32
106,2,10:40.0,Personal foul by N. Young (drawn by J. Simmons),,29,32
107,2,10:35.0,T. Ross makes 2-pt jump shot from 15 ft (assist by B. Biyombo),,31,32
108,2,10:21.0,,N. Young misses 3-pt jump shot from 26 ft,31,32
109,2,10:17.0,,Offensive rebound by D. West,31,32
110,2,10:04.0,,D. West makes 2-pt layup from 2 ft (assist by K. Thompson),31,34
111,2,9:56.0,S. Mack misses 2-pt jump shot from 10 ft,,31,34
112,2,9:54.0,,Defensive rebound by Team,31,34
113,2,9:54.0,Loose ball foul by B. Biyombo (drawn by D. West),,31,34
114,2,9:42.0,,Shooting foul by J. Simmons (drawn by K. Thompson),31,34
115,2,9:42.0,,K. Thompson makes free throw 1 of 2,31,35
116,2,9:42.0,,K. Thompson makes free throw 2 of 2,31,36
117,2,9:29.0,Shooting foul by K. Thompson (drawn by M. Speights),,31,36
118,2,9:29.0,M. Speights makes free throw 1 of 2,,32,36
119,2,9:29.0,M. Speights makes free throw 2 of 2,,33,36
120,2,9:09.0,,K. Thompson misses 2-pt jump shot from 5 ft,33,36
121,2,9:03.0,Defensive rebound by B. Biyombo,,33,36
122,2,8:55.0,T. Ross makes 3-pt jump shot from 24 ft (assist by J. Simmons),,36,36
123,2,8:38.0,,A. Iguodala misses 2-pt jump shot from 17 ft,36,36
124,2,8:36.0,Defensive rebound by Team,,36,36
125,2,8:28.0,M. Speights misses 3-pt jump shot from 27 ft,,36,36
126,2,8:23.0,,Defensive rebound by D. West,36,36
127,2,8:22.0,,Turnover by D. Green (bad pass; steal by M. Speights),36,36
128,2,8:15.0,T. Ross misses 3-pt jump shot from 27 ft,,36,36
129,2,8:11.0,,Defensive rebound by K. Thompson,36,36
130,2,7:54.0,,N. Young makes 2-pt layup from 1 ft (assist by A. Iguodala),36,38
131,2,7:43.0,S. Mack misses 2-pt layup from 4 ft,,36,38
132,2,7:38.0,,Defensive rebound by D. West,36,38
133,2,7:36.0,,N. Young misses 2-pt jump shot from 19 ft,36,38
134,2,7:33.0,,Offensive rebound by A. Iguodala,36,38
135,2,7:29.0,,A. Iguodala misses 2-pt layup at rim,36,38
136,2,7:29.0,Defensive rebound by Team,,36,38
137,2,7:29.0,,K. Durant enters the game for N. Young,36,38
138,2,7:29.0,,P. McCaw enters the game for D. Green,36,38
139,2,7:18.0,T. Ross makes 2-pt jump shot from 16 ft (assist by S. Mack),,38,38
140,2,6:54.0,,K. Durant makes 2-pt jump shot from 17 ft (assist by A. Iguodala),38,40
141,2,6:38.0,Shooting foul by P. McCaw (drawn by M. Speights),,38,40
142,2,6:38.0,,Golden State full timeout,38,40
143,2,6:38.0,,O. Casspi enters the game for A. Iguodala,38,40
144,2,6:38.0,,S. Livingston enters the game for K. Thompson,38,40
145,2,6:38.0,A. Gordon enters the game for S. Mack,,38,40
146,2,6:38.0,E. Payton enters the game for B. Biyombo,,38,40
147,2,6:38.0,E. Fournier enters the game for J. Simmons,,38,40
148,2,6:38.0,M. Speights makes free throw 1 of 2,,39,40
149,2,6:38.0,M. Speights makes free throw 2 of 2,,40,40
150,2,6:19.0,,Turnover by K. Durant (bad pass; steal by E. Fournier),40,40
151,2,6:13.0,Turnover by T. Ross (bad pass; steal by D. West),,40,40
152,2,6:06.0,,S. Livingston misses 2-pt jump shot from 14 ft,40,40
153,2,6:00.0,Defensive rebound by M. Speights,,40,40
154,2,5:45.0,M. Speights makes 2-pt jump shot from 7 ft (assist by E. Payton),,42,40
155,2,5:37.0,,K. Durant misses 2-pt jump shot from 13 ft,42,40
156,2,5:34.0,Defensive rebound by A. Gordon,,42,40
157,2,5:33.0,A. Gordon misses 3-pt jump shot from 26 ft,,42,40
158,2,5:30.0,,Defensive rebound by K. Durant,42,40
159,2,5:22.0,,S. Livingston makes 2-pt dunk from 1 ft (assist by D. West),42,42
160,2,5:12.0,M. Speights misses 3-pt jump shot from 26 ft,,42,42
161,2,5:09.0,,Defensive rebound by K. Durant,42,42
162,2,5:03.0,,K. Durant makes 2-pt jump shot from 18 ft,42,44
163,2,4:59.0,Orlando full timeout,,42,44
164,2,4:59.0,,K. Looney enters the game for D. West,42,44
165,2,4:59.0,N. Vučević enters the game for M. Speights,,42,44
166,2,4:59.0,J. Simmons enters the game for T. Ross,,42,44
167,2,4:49.0,E. Fournier makes 2-pt jump shot from 19 ft,,44,44
168,2,4:35.0,,Shooting foul by E. Fournier (drawn by K. Durant),44,44
169,2,4:35.0,,K. Durant makes free throw 1 of 2,44,45
170,2,4:35.0,,K. Durant makes free throw 2 of 2,44,46
171,2,4:18.0,A. Gordon misses 2-pt layup from 3 ft (block by K. Looney),,44,46
172,2,4:13.0,,Defensive rebound by K. Durant,44,46
173,2,4:08.0,,K. Durant makes 2-pt jump shot from 19 ft,44,48
174,2,3:55.0,E. Payton misses 2-pt jump shot from 6 ft,,44,48
175,2,3:49.0,,Defensive rebound by K. Durant,44,48
176,2,3:48.0,,S. Livingston makes 2-pt dunk from 1 ft (assist by K. Durant),44,50
177,2,3:48.0,Orlando full timeout,,44,50
178,2,3:39.0,E. Fournier misses 3-pt jump shot from 24 ft,,44,50
179,2,3:33.0,,Defensive rebound by O. Casspi,44,50
180,2,3:24.0,,S. Livingston makes 2-pt layup from 1 ft (assist by K. Durant),44,52
181,2,3:15.0,Personal foul by O. Casspi (drawn by E. Fournier),,44,52
182,2,3:06.0,J. Simmons makes 2-pt layup from 2 ft,,46,52
183,2,3:06.0,Shooting foul by K. Looney (drawn by J. Simmons),,46,52
184,2,3:06.0,,K. Thompson enters the game for P. McCaw,46,52
185,2,3:06.0,,D. Green enters the game for O. Casspi,46,52
186,2,3:06.0,J. Simmons makes free throw 1 of 1,,47,52
187,2,2:44.0,,S. Livingston misses 2-pt jump shot from 11 ft,47,52
188,2,2:39.0,Defensive rebound by A. Gordon,,47,52
189,2,2:23.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by J. Simmons),,49,52
190,2,1:56.0,,K. Looney misses 2-pt layup at rim,49,52
191,2,1:52.0,Defensive rebound by E. Payton,,49,52
192,2,1:49.0,E. Fournier makes 3-pt jump shot from 22 ft (assist by J. Simmons),,52,52
193,2,1:38.0,,S. Livingston misses 2-pt layup from 1 ft,52,52
194,2,1:34.0,,Offensive rebound by K. Thompson,52,52
195,2,1:33.0,,K. Thompson misses 3-pt jump shot from 25 ft,52,52
196,2,1:30.0,,Offensive rebound by S. Livingston,52,52
197,2,1:24.0,,Personal foul by E. Payton (drawn by K. Durant),52,52
198,2,1:24.0,T. Ross enters the game for E. Fournier,,52,52
199,2,1:19.0,,Turnover by D. Green (bad pass; steal by N. Vučević),52,52
200,2,1:14.0,A. Gordon misses 3-pt jump shot from 22 ft,,52,52
201,2,1:09.0,,Defensive rebound by K. Looney,52,52
202,2,1:04.0,,K. Durant misses 3-pt jump shot from 27 ft,52,52
203,2,0:59.0,Defensive rebound by A. Gordon,,52,52
204,2,0:46.0,Personal foul by S. Livingston (drawn by N. Vučević),,52,52
205,2,0:46.0,N. Vučević makes free throw 1 of 2,,53,52
206,2,0:46.0,,N. Young enters the game for K. Looney,53,52
207,2,0:46.0,N. Vučević makes free throw 2 of 2,,54,52
208,2,0:34.0,,S. Livingston makes 2-pt dunk from 1 ft (assist by D. Green),54,54
209,2,0:21.0,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),,56,54
210,2,0:04.0,,D. Green makes 2-pt hook shot from 5 ft (assist by S. Livingston),56,56
211,2,0:00.0,T. Ross misses 3-pt jump shot from 35 ft,,56,56
212,2,0:00.0,Offensive rebound by Team,,56,56
213,3,11:46.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by K. Durant),56,58
214,3,11:21.0,N. Vučević misses 3-pt jump shot from 27 ft,,56,58
215,3,11:18.0,,Defensive rebound by S. Livingston,56,58
216,3,11:11.0,,Z. Pachulia makes 2-pt layup from 1 ft (assist by K. Thompson),56,60
217,3,11:01.0,N. Vučević misses 2-pt hook shot from 8 ft,,56,60
218,3,10:57.0,Offensive rebound by A. Gordon,,56,60
219,3,10:52.0,Shooting foul by S. Livingston (drawn by N. Vučević),,56,60
220,3,10:52.0,N. Vučević makes free throw 1 of 2,,57,60
221,3,10:52.0,N. Vučević makes free throw 2 of 2,,58,60
222,3,10:29.0,,Turnover by K. Thompson (bad pass; steal by T. Ross),58,60
223,3,10:29.0,Personal foul by D. Green (drawn by T. Ross),,58,60
224,3,10:29.0,Turnover by E. Payton (bad pass; steal by S. Livingston),,58,60
225,3,10:16.0,,S. Livingston makes 2-pt jump shot from 13 ft,58,62
226,3,9:58.0,A. Gordon misses 2-pt jump shot from 17 ft,,58,62
227,3,9:56.0,,Defensive rebound by Z. Pachulia,58,62
228,3,9:40.0,,K. Durant makes 2-pt jump shot from 12 ft (assist by D. Green),58,64
229,3,9:29.0,N. Vučević misses 3-pt jump shot from 27 ft,,58,64
230,3,9:26.0,,Defensive rebound by K. Thompson,58,64
231,3,9:14.0,,D. Green misses 2-pt layup from 1 ft,58,64
232,3,9:11.0,T. Ross misses 3-pt jump shot from 25 ft,,58,64
233,3,9:09.0,Offensive rebound by N. Vučević,,58,64
234,3,9:07.0,,Defensive rebound by Team,58,64
235,3,8:54.0,,D. Green makes 2-pt jump shot from 6 ft (assist by S. Livingston),58,66
236,3,8:52.0,Orlando full timeout,,58,66
237,3,8:33.0,E. Payton misses 2-pt jump shot from 15 ft,,58,66
238,3,8:28.0,,Defensive rebound by Z. Pachulia,58,66
239,3,8:15.0,,D. Green makes 2-pt layup from 1 ft (assist by S. Livingston),58,68
240,3,8:00.0,E. Fournier makes 3-pt jump shot from 28 ft (assist by N. Vučević),,61,68
241,3,7:38.0,,K. Durant misses 3-pt jump shot from 25 ft,61,68
242,3,7:34.0,Defensive rebound by A. Gordon,,61,68
243,3,7:32.0,N. Vučević misses 2-pt jump shot from 14 ft,,61,68
244,3,7:26.0,,Defensive rebound by Z. Pachulia,61,68
245,3,7:14.0,,S. Livingston misses 2-pt jump shot from 10 ft,61,68
246,3,7:13.0,,Offensive rebound by Team,61,68
247,3,7:12.0,,K. Durant makes 2-pt layup from 1 ft (assist by S. Livingston),61,70
248,3,7:12.0,,Shooting foul by T. Ross (drawn by K. Durant),61,70
249,3,7:12.0,,K. Durant makes free throw 1 of 1,61,71
250,3,6:58.0,E. Payton makes 2-pt jump shot from 6 ft (assist by A. Gordon),,63,71
251,3,6:41.0,,K. Durant makes 2-pt layup from 2 ft,63,73
252,3,6:36.0,Turnover by E. Payton (turnover),,63,73
253,3,6:27.0,Violation by N. Vučević (kicked ball),,63,73
254,3,6:19.0,,K. Thompson makes 3-pt jump shot from 25 ft (assist by S. Livingston),63,76
255,3,5:56.0,Turnover by A. Gordon (lost ball; steal by D. Green),,63,76
256,3,5:56.0,,Personal foul by A. Gordon (drawn by K. Durant),63,76
257,3,5:56.0,J. Simmons enters the game for T. Ross,,63,76
258,3,5:47.0,,Shooting foul by E. Payton (drawn by S. Livingston),63,76
259,3,5:47.0,,S. Livingston makes free throw 1 of 2,63,77
260,3,5:47.0,,A. Iguodala enters the game for D. Green,63,77
261,3,5:47.0,,S. Livingston makes free throw 2 of 2,63,78
262,3,5:30.0,Personal foul by S. Livingston (drawn by N. Vučević),,63,78
263,3,5:30.0,,K. Looney enters the game for Z. Pachulia,63,78
264,3,5:30.0,,N. Young enters the game for S. Livingston,63,78
265,3,5:20.0,N. Vučević makes 2-pt hook shot from 7 ft (assist by E. Fournier),,65,78
266,3,4:58.0,,K. Thompson misses 2-pt jump shot from 11 ft,65,78
267,3,4:55.0,Defensive rebound by N. Vučević,,65,78
268,3,4:49.0,A. Gordon misses 2-pt jump shot from 18 ft,,65,78
269,3,4:44.0,,Defensive rebound by K. Durant,65,78
270,3,4:40.0,,Turnover by K. Thompson (bad pass; steal by J. Simmons),65,78
271,3,4:37.0,J. Simmons makes 2-pt dunk from 1 ft,,67,78
272,3,4:37.0,,Golden State full timeout,67,78
273,3,4:37.0,,O. Casspi enters the game for K. Thompson,67,78
274,3,4:13.0,,O. Casspi misses 2-pt layup from 3 ft,67,78
275,3,4:10.0,Defensive rebound by N. Vučević,,67,78
276,3,4:05.0,E. Fournier misses 3-pt jump shot from 26 ft,,67,78
277,3,4:00.0,,Defensive rebound by O. Casspi,67,78
278,3,3:54.0,,K. Durant misses 2-pt jump shot from 19 ft,67,78
279,3,3:51.0,Defensive rebound by A. Gordon,,67,78
280,3,3:46.0,E. Payton misses 2-pt jump shot from 11 ft,,67,78
281,3,3:39.0,,Defensive rebound by O. Casspi,67,78
282,3,3:37.0,,A. Iguodala makes 2-pt layup from 2 ft,67,80
283,3,3:27.0,Personal foul by K. Durant (drawn by E. Fournier),,67,80
284,3,3:27.0,S. Mack enters the game for E. Payton,,67,80
285,3,3:17.0,N. Vučević misses 2-pt jump shot from 16 ft,,67,80
286,3,3:14.0,,Defensive rebound by O. Casspi,67,80
287,3,3:07.0,,N. Young misses 3-pt jump shot from 27 ft,67,80
288,3,3:03.0,Defensive rebound by J. Simmons,,67,80
289,3,3:01.0,Shooting foul by O. Casspi (drawn by J. Simmons),,67,80
290,3,3:01.0,J. Simmons makes free throw 1 of 2,,68,80
291,3,3:01.0,J. Simmons makes free throw 2 of 2,,69,80
292,3,2:45.0,,K. Looney makes 2-pt dunk from 1 ft (assist by K. Durant),69,82
293,3,2:33.0,Shooting foul by A. Iguodala (drawn by E. Fournier),,69,82
294,3,2:33.0,E. Fournier makes free throw 1 of 2,,70,82
295,3,2:33.0,E. Fournier makes free throw 2 of 2,,71,82
296,3,2:18.0,,K. Looney misses 2-pt jump shot from 5 ft,71,82
297,3,2:15.0,,Offensive rebound by K. Looney,71,82
298,3,2:14.0,,K. Looney misses 2-pt layup at rim,71,82
299,3,2:14.0,Defensive rebound by E. Fournier,,71,82
300,3,2:10.0,Shooting foul by K. Looney (drawn by E. Fournier),,71,82
301,3,2:10.0,E. Fournier makes free throw 1 of 2,,72,82
302,3,2:10.0,,D. Green enters the game for K. Durant,72,82
303,3,2:10.0,B. Biyombo enters the game for N. Vučević,,72,82
304,3,2:10.0,E. Fournier makes free throw 2 of 2,,73,82
305,3,1:55.0,,A. Iguodala makes 3-pt jump shot from 25 ft (assist by O. Casspi),73,85
306,3,1:40.0,A. Gordon misses 3-pt jump shot from 27 ft,,73,85
307,3,1:35.0,,Defensive rebound by K. Looney,73,85
308,3,1:33.0,,Shooting foul by J. Simmons (drawn by D. Green),73,85
309,3,1:33.0,,D. Green makes free throw 1 of 2,73,86
310,3,1:33.0,,D. Green misses free throw 2 of 2,73,86
311,3,1:30.0,Defensive rebound by B. Biyombo,,73,86
312,3,1:14.0,J. Simmons misses 2-pt jump shot from 19 ft,,73,86
313,3,1:11.0,,Defensive rebound by O. Casspi,73,86
314,3,0:55.0,,K. Looney makes 2-pt dunk from 1 ft (assist by D. Green),73,88
315,3,0:44.0,J. Simmons makes 2-pt hook shot from 7 ft (assist by S. Mack),,75,88
316,3,0:30.0,,A. Iguodala misses 3-pt jump shot from 26 ft,75,88
317,3,0:24.0,Defensive rebound by A. Gordon,,75,88
318,3,0:02.0,Turnover by J. Simmons (lost ball; steal by D. Green),,75,88
319,4,11:42.0,J. Simmons misses 3-pt jump shot from 25 ft,,75,88
320,4,11:38.0,,Defensive rebound by O. Casspi,75,88
321,4,11:34.0,,Turnover by D. West (bad pass; steal by M. Speights),75,88
322,4,11:25.0,B. Biyombo makes 2-pt jump shot from 6 ft (assist by S. Mack),,77,88
323,4,11:25.0,Shooting foul by O. Casspi (drawn by B. Biyombo),,77,88
324,4,11:25.0,B. Biyombo misses free throw 1 of 1,,77,88
325,4,11:25.0,,Defensive rebound by A. Iguodala,77,88
326,4,11:12.0,,K. Thompson misses 2-pt jump shot from 21 ft,77,88
327,4,11:08.0,Defensive rebound by J. Simmons,,77,88
328,4,11:06.0,J. Simmons misses 2-pt jump shot from 5 ft (block by A. Iguodala),,77,88
329,4,11:06.0,Offensive rebound by Team,,77,88
330,4,11:00.0,,Offensive charge foul by B. Biyombo (drawn by O. Casspi),77,88
331,4,11:00.0,Turnover by B. Biyombo (offensive foul),,77,88
332,4,10:40.0,Offensive charge foul by O. Casspi (drawn by S. Mack),,77,88
333,4,10:40.0,,Turnover by O. Casspi (offensive foul),77,88
334,4,10:25.0,T. Ross misses 2-pt layup from 2 ft,,77,88
335,4,10:24.0,Offensive rebound by M. Speights,,77,88
336,4,10:24.0,M. Speights misses 2-pt layup from 1 ft (block by D. West),,77,88
337,4,10:24.0,,Defensive rebound by D. West,77,88
338,4,10:24.0,,Personal foul by M. Speights (drawn by D. West),77,88
339,4,10:12.0,,D. West makes 2-pt jump shot from 11 ft (assist by K. Thompson),77,90
340,4,9:53.0,M. Speights misses 2-pt hook shot from 7 ft,,77,90
341,4,9:51.0,,Defensive rebound by Team,77,90
342,4,9:33.0,,K. Thompson makes 2-pt jump shot from 16 ft (assist by D. West),77,92
343,4,9:30.0,Orlando full timeout,,77,92
344,4,9:13.0,T. Ross misses 3-pt jump shot from 25 ft,,77,92
345,4,9:09.0,,Defensive rebound by D. West,77,92
346,4,8:56.0,,D. West misses 2-pt jump shot from 19 ft,77,92
347,4,8:53.0,Defensive rebound by B. Biyombo,,77,92
348,4,8:40.0,J. Simmons misses 2-pt jump shot from 10 ft,,77,92
349,4,8:39.0,Offensive rebound by Team,,77,92
350,4,8:35.0,Personal foul by D. West (drawn by M. Speights),,77,92
351,4,8:20.0,J. Simmons makes 2-pt layup from 2 ft,,79,92
352,4,8:03.0,,D. Green misses 3-pt jump shot from 25 ft,79,92
353,4,8:00.0,Defensive rebound by B. Biyombo,,79,92
354,4,7:42.0,J. Simmons misses 2-pt jump shot from 10 ft,,79,92
355,4,7:38.0,,Defensive rebound by D. West,79,92
356,4,7:36.0,,Turnover by A. Iguodala (bad pass),79,92
357,4,7:36.0,,K. Durant enters the game for O. Casspi,79,92
358,4,7:36.0,A. Gordon enters the game for M. Speights,,79,92
359,4,7:26.0,J. Simmons misses 3-pt jump shot from 22 ft,,79,92
360,4,7:19.0,,Defensive rebound by D. West,79,92
361,4,7:16.0,,K. Durant makes 2-pt dunk from 1 ft (assist by D. Green),79,94
362,4,7:03.0,S. Mack misses 2-pt jump shot from 14 ft,,79,94
363,4,6:59.0,,Defensive rebound by D. West,79,94
364,4,6:56.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Durant),79,97
365,4,6:52.0,Orlando full timeout,,79,97
366,4,6:52.0,E. Payton enters the game for S. Mack,,79,97
367,4,6:52.0,E. Fournier enters the game for B. Biyombo,,79,97
368,4,6:52.0,N. Vučević enters the game for J. Simmons,,79,97
369,4,6:40.0,A. Gordon misses 3-pt jump shot from 26 ft,,79,97
370,4,6:39.0,,Defensive rebound by Team,79,97
371,4,6:39.0,Loose ball foul by N. Vučević (drawn by D. West),,79,97
372,4,6:27.0,Violation by N. Vučević (kicked ball),,79,97
373,4,6:24.0,,K. Thompson misses 2-pt jump shot from 11 ft,79,97
374,4,6:18.0,,Offensive rebound by D. West,79,97
375,4,6:18.0,,D. West misses 2-pt layup at rim,79,97
376,4,6:16.0,Defensive rebound by T. Ross,,79,97
377,4,6:13.0,T. Ross makes 2-pt dunk from 1 ft,,81,97
378,4,5:47.0,,K. Durant misses 3-pt jump shot from 23 ft,81,97
379,4,5:43.0,,Offensive rebound by D. West,81,97
380,4,5:40.0,,D. Green makes 3-pt jump shot from 26 ft (assist by D. West),81,100
381,4,5:30.0,E. Payton misses 2-pt layup from 2 ft,,81,100
382,4,5:24.0,,Defensive rebound by K. Durant,81,100
383,4,5:23.0,,D. Green makes 2-pt layup from 1 ft (assist by K. Durant),81,102
384,4,5:10.0,N. Vučević makes 3-pt jump shot from 25 ft (assist by E. Payton),,84,102
