,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ATLANTA_ACTION,BROOKLYN_SCORE,ATLANTA_SCORE
0,1,11:43.0,,K. Bazemore makes 2-pt layup from 4 ft (assist by E. İlyasova),0,2
1,1,11:43.0,,Shooting foul by A. Crabbe (drawn by K. Bazemore),0,2
2,1,11:43.0,,K. Bazemore makes free throw 1 of 1,0,3
3,1,11:32.0,Turnover by A. Crabbe (lost ball; steal by E. İlyasova),,0,3
4,1,11:24.0,,T. Prince misses 3-pt jump shot from 22 ft,0,3
5,1,11:21.0,,Offensive rebound by D. Schröder,0,3
6,1,11:18.0,,Turnover by D. Schröder (out of bounds lost ball),0,3
7,1,11:10.0,Shooting foul by E. İlyasova (drawn by D. Carroll),,0,3
8,1,11:10.0,D. Carroll makes free throw 1 of 2,,1,3
9,1,11:10.0,D. Carroll makes free throw 2 of 2,,2,3
10,1,10:57.0,,K. Bazemore misses 2-pt jump shot from 12 ft,2,3
11,1,10:50.0,,Offensive rebound by M. Plumlee,2,3
12,1,10:50.0,,M. Plumlee misses 2-pt layup at rim,2,3
13,1,10:49.0,Defensive rebound by T. Zeller,,2,3
14,1,10:41.0,D. Carroll misses 2-pt layup from 9 ft,,2,3
15,1,10:35.0,Offensive rebound by T. Zeller,,2,3
16,1,10:35.0,T. Zeller misses 2-pt layup at rim,,2,3
17,1,10:35.0,Offensive rebound by D. Carroll,,2,3
18,1,10:31.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by D. Carroll),,5,3
19,1,10:13.0,,T. Prince misses 2-pt layup from 5 ft (block by T. Zeller),5,3
20,1,10:11.0,Defensive rebound by D. Carroll,,5,3
21,1,10:08.0,Turnover by D. Carroll (bad pass; steal by M. Plumlee),,5,3
22,1,9:55.0,,K. Bazemore misses 3-pt jump shot from 25 ft,5,3
23,1,9:51.0,Defensive rebound by T. Zeller,,5,3
24,1,9:48.0,Shooting foul by E. İlyasova (drawn by R. Hollis-Jefferson),,5,3
25,1,9:48.0,R. Hollis-Jefferson makes free throw 1 of 2,,6,3
26,1,9:48.0,,T. Cavanaugh enters the game for E. İlyasova,6,3
27,1,9:48.0,R. Hollis-Jefferson makes free throw 2 of 2,,7,3
28,1,9:39.0,,Offensive foul by T. Cavanaugh (drawn by S. Dinwiddie),7,3
29,1,9:39.0,,Turnover by T. Cavanaugh (offensive foul),7,3
30,1,9:30.0,A. Crabbe makes 2-pt layup from 6 ft (assist by R. Hollis-Jefferson),,9,3
31,1,9:29.0,,Atlanta full timeout,9,3
32,1,9:15.0,,Turnover by M. Plumlee (turnover),9,3
33,1,9:07.0,R. Hollis-Jefferson misses 2-pt layup from 3 ft,,9,3
34,1,9:05.0,,Defensive rebound by D. Schröder,9,3
35,1,8:54.0,,D. Schröder makes 2-pt jump shot from 20 ft,9,5
36,1,8:38.0,R. Hollis-Jefferson misses 2-pt jump shot from 15 ft,,9,5
37,1,8:34.0,,Defensive rebound by M. Plumlee,9,5
38,1,8:21.0,,K. Bazemore misses 2-pt jump shot from 18 ft,9,5
39,1,8:17.0,Defensive rebound by D. Carroll,,9,5
40,1,8:15.0,A. Crabbe misses 3-pt jump shot from 25 ft,,9,5
41,1,8:12.0,,Defensive rebound by T. Prince,9,5
42,1,8:02.0,,D. Schröder makes 3-pt jump shot from 25 ft,9,8
43,1,7:41.0,Offensive foul by T. Zeller (drawn by T. Prince),,9,8
44,1,7:41.0,Turnover by T. Zeller (offensive foul),,9,8
45,1,7:41.0,,D. Bembry enters the game for M. Plumlee,9,8
46,1,7:31.0,,K. Bazemore misses 2-pt jump shot from 16 ft,9,8
47,1,7:28.0,,Offensive rebound by K. Bazemore,9,8
48,1,7:22.0,,Shooting foul by A. Crabbe (drawn by K. Bazemore),9,8
49,1,7:22.0,,K. Bazemore makes free throw 1 of 2,9,9
50,1,7:22.0,C. LeVert enters the game for A. Crabbe,,9,9
51,1,7:22.0,,K. Bazemore makes free throw 2 of 2,9,10
52,1,7:09.0,S. Dinwiddie misses 3-pt jump shot from 25 ft,,9,10
53,1,7:05.0,,Defensive rebound by K. Bazemore,9,10
54,1,6:58.0,,D. Schröder makes 2-pt layup from 1 ft,9,12
55,1,6:57.0,Brooklyn full timeout,,9,12
56,1,6:57.0,J. Allen enters the game for T. Zeller,,9,12
57,1,6:51.0,Personal foul by T. Prince (drawn by S. Dinwiddie),,9,12
58,1,6:34.0,C. LeVert makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,12,12
59,1,6:14.0,,D. Bembry misses 2-pt layup from 8 ft (block by C. LeVert),12,12
60,1,6:13.0,,Offensive rebound by D. Bembry,12,12
61,1,6:08.0,,T. Prince misses 3-pt jump shot from 24 ft,12,12
62,1,6:06.0,,Offensive rebound by T. Cavanaugh,12,12
63,1,6:06.0,,Shooting foul by J. Allen (drawn by T. Cavanaugh),12,12
64,1,6:06.0,,T. Cavanaugh misses free throw 1 of 2,12,12
65,1,6:06.0,,Offensive rebound by Team,12,12
66,1,6:06.0,,T. Cavanaugh makes free throw 2 of 2,12,13
67,1,5:58.0,Offensive foul by J. Allen (drawn by D. Schröder),,12,13
68,1,5:58.0,Turnover by J. Allen (offensive foul),,12,13
69,1,5:58.0,,M. Belinelli enters the game for T. Prince,12,13
70,1,5:58.0,,L. Babbitt enters the game for K. Bazemore,12,13
71,1,5:58.0,T. Booker enters the game for R. Hollis-Jefferson,,12,13
72,1,5:39.0,,D. Bembry makes 2-pt jump shot from 9 ft (assist by D. Schröder),12,15
73,1,5:24.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by J. Allen),,15,15
74,1,5:02.0,,D. Bembry makes 3-pt jump shot from 24 ft (assist by L. Babbitt),15,18
75,1,4:45.0,C. LeVert makes 2-pt jump shot from 13 ft,,17,18
76,1,4:33.0,,D. Bembry misses 2-pt layup from 1 ft (block by J. Allen),17,18
77,1,4:31.0,Defensive rebound by T. Booker,,17,18
78,1,4:31.0,Personal foul by D. Schröder (drawn by J. Allen),,17,18
79,1,4:31.0,J. Harris enters the game for D. Carroll,,17,18
80,1,4:31.0,,I. Taylor enters the game for D. Schröder,17,18
81,1,4:22.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by T. Booker),,20,18
82,1,4:04.0,,I. Taylor makes 2-pt jump shot from 11 ft,20,20
83,1,3:49.0,C. LeVert makes 2-pt jump shot from 10 ft (assist by T. Booker),,22,20
84,1,3:35.0,,D. Bembry makes 2-pt jump shot from 12 ft,22,22
85,1,3:20.0,C. LeVert makes 2-pt jump shot from 11 ft,,24,22
86,1,3:07.0,,T. Cavanaugh makes 3-pt jump shot from 25 ft (assist by D. Bembry),24,25
87,1,2:53.0,J. Harris misses 3-pt jump shot from 25 ft,,24,25
88,1,2:50.0,,Defensive rebound by I. Taylor,24,25
89,1,2:39.0,,T. Cavanaugh misses 3-pt jump shot from 23 ft,24,25
90,1,2:35.0,Defensive rebound by T. Booker,,24,25
91,1,2:26.0,Turnover by C. LeVert (bad pass; steal by D. Bembry),,24,25
92,1,2:21.0,,L. Babbitt misses 3-pt jump shot from 24 ft,24,25
93,1,2:18.0,Defensive rebound by S. Dinwiddie,,24,25
94,1,2:10.0,T. Booker makes 2-pt jump shot from 14 ft (assist by S. Dinwiddie),,26,25
95,1,1:49.0,,D. Bembry misses 3-pt jump shot from 25 ft,26,25
96,1,1:46.0,Defensive rebound by S. Dinwiddie,,26,25
97,1,1:42.0,C. LeVert misses 2-pt layup from 1 ft (block by D. Bembry),,26,25
98,1,1:42.0,Offensive rebound by J. Harris,,26,25
99,1,1:42.0,Shooting foul by D. Bembry (drawn by J. Harris),,26,25
100,1,1:42.0,J. Harris makes free throw 1 of 2,,27,25
101,1,1:42.0,,M. Plumlee enters the game for T. Cavanaugh,27,25
102,1,1:42.0,A. Crabbe enters the game for S. Dinwiddie,,27,25
103,1,1:42.0,J. Harris makes free throw 2 of 2,,28,25
104,1,1:33.0,,M. Belinelli misses 2-pt jump shot from 17 ft,28,25
105,1,1:30.0,Defensive rebound by T. Booker,,28,25
106,1,1:17.0,J. Allen makes 3-pt jump shot from 23 ft (assist by T. Booker),,31,25
107,1,0:59.0,,M. Belinelli makes 2-pt jump shot from 16 ft (assist by L. Babbitt),31,27
108,1,0:49.0,T. Booker makes 2-pt layup from 1 ft (assist by C. LeVert),,33,27
109,1,0:40.0,,I. Taylor makes 3-pt jump shot from 25 ft (assist by M. Belinelli),33,30
110,1,0:33.0,C. LeVert misses 3-pt jump shot from 26 ft,,33,30
111,1,0:30.0,,Defensive rebound by M. Belinelli,33,30
112,1,0:15.0,,Shooting foul by J. Harris (drawn by M. Belinelli),33,30
113,1,0:15.0,,M. Belinelli makes free throw 1 of 2,33,31
