,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
179,2,6:21.0,,Minnesota full timeout,25,39
180,2,6:21.0,J. Randle misses free throw 1 of 2,,25,39
181,2,6:21.0,Offensive rebound by Team,,25,39
182,2,6:21.0,,A. Wiggins enters the game for A. Brooks,25,39
183,2,6:21.0,J. Randle makes free throw 2 of 2,,26,39
184,2,6:17.0,,Personal foul by T. Ennis (drawn by J. Crawford),26,39
185,2,6:00.0,,Turnover by J. Butler (bad pass; steal by J. Hart),26,39
186,2,5:59.0,Personal foul by J. Crawford (drawn by B. Ingram),,26,39
187,2,5:59.0,B. Ingram misses free throw 1 of 2,,26,39
188,2,5:59.0,Offensive rebound by Team,,26,39
189,2,5:59.0,B. Ingram makes free throw 2 of 2,,27,39
190,2,5:44.0,,G. Dieng makes 2-pt jump shot from 20 ft (assist by J. Butler),27,41
191,2,5:22.0,J. Hart makes 2-pt layup from 1 ft,,29,41
192,2,5:15.0,,Turnover by J. Crawford (bad pass; steal by T. Ennis),29,41
193,2,5:09.0,J. Hart makes 3-pt jump shot from 25 ft (assist by V. Blue),,32,41
194,2,4:52.0,,J. Butler makes 2-pt jump shot from 8 ft,32,43
195,2,4:52.0,,Shooting foul by J. Hart (drawn by J. Butler),32,43
196,2,4:52.0,,M. Georges-Hunt enters the game for J. Crawford,32,43
197,2,4:52.0,,J. Butler makes free throw 1 of 1,32,44
198,2,4:42.0,Personal foul by M. Georges-Hunt (drawn by B. Ingram),,32,44
199,2,4:42.0,B. Ingram makes free throw 1 of 2,,33,44
200,2,4:42.0,B. Ingram makes free throw 2 of 2,,34,44
201,2,4:22.0,,Shooting foul by J. Hart (drawn by G. Dieng),34,44
202,2,4:22.0,,G. Dieng makes free throw 1 of 2,34,45
203,2,4:22.0,C. Brewer enters the game for J. Hart,,34,45
204,2,4:22.0,,G. Dieng makes free throw 2 of 2,34,46
205,2,4:16.0,C. Brewer makes 2-pt layup at rim (assist by T. Ennis),,36,46
206,2,4:02.0,,T. Gibson misses 2-pt layup from 1 ft,36,46
207,2,4:02.0,,Offensive rebound by G. Dieng,36,46
208,2,3:57.0,,G. Dieng makes 2-pt layup at rim,36,48
209,2,3:48.0,Shooting foul by G. Dieng (drawn by V. Blue),,36,48
210,2,3:48.0,V. Blue misses free throw 1 of 2,,36,48
211,2,3:48.0,Offensive rebound by Team,,36,48
212,2,3:48.0,V. Blue makes free throw 2 of 2,,37,48
213,2,3:37.0,,A. Wiggins misses 2-pt jump shot from 12 ft,37,48
214,2,3:34.0,,Offensive rebound by G. Dieng,37,48
215,2,3:31.0,,G. Dieng makes 2-pt layup from 1 ft,37,50
216,2,3:08.0,V. Blue misses 3-pt jump shot from 26 ft,,37,50
217,2,3:05.0,,Defensive rebound by J. Butler,37,50
218,2,2:59.0,,Turnover by J. Butler (bad pass; steal by C. Brewer),37,50
219,2,2:58.0,Turnover by C. Brewer (bad pass; steal by J. Butler),,37,50
220,2,2:57.0,,Turnover by J. Butler (bad pass),37,50
221,2,2:56.0,LA Lakers full timeout,,37,50
222,2,2:56.0,J. Clarkson enters the game for V. Blue,,37,50
223,2,2:50.0,T. Ennis makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,40,50
224,2,2:32.0,,A. Wiggins misses 2-pt jump shot from 8 ft (block by T. Ennis),40,50
225,2,2:28.0,Defensive rebound by T. Ennis,,40,50
226,2,2:28.0,T. Ennis misses 2-pt layup from 2 ft (block by J. Butler),,40,50
227,2,2:28.0,Offensive rebound by Team,,40,50
228,2,2:21.0,B. Ingram misses 2-pt jump shot from 14 ft (block by G. Dieng),,40,50
229,2,2:21.0,,Defensive rebound by A. Wiggins,40,50
230,2,2:16.0,,M. Georges-Hunt makes 2-pt layup from 1 ft (assist by T. Gibson),40,52
231,2,2:02.0,,Offensive charge foul by C. Brewer (drawn by G. Dieng),40,52
232,2,2:02.0,Turnover by C. Brewer (offensive foul),,40,52
233,2,1:46.0,,Personal foul by T. Ennis (drawn by J. Butler),40,52
234,2,1:46.0,,J. Butler makes free throw 1 of 2,40,53
235,2,1:46.0,K. Kuzma enters the game for T. Ennis,,40,53
236,2,1:46.0,,J. Butler makes free throw 2 of 2,40,54
237,2,1:28.0,J. Randle makes 2-pt layup from 2 ft (assist by J. Clarkson),,42,54
238,2,1:11.0,,J. Butler misses 2-pt jump shot from 11 ft,42,54
239,2,1:09.0,Defensive rebound by J. Clarkson,,42,54
240,2,1:09.0,Personal foul by J. Butler,,42,54
241,2,1:09.0,,Technical foul by J. Butler,42,54
242,2,1:09.0,K. Kuzma misses technical free throw,,42,54
243,2,1:09.0,,Defensive rebound by Team,42,54
244,2,1:09.0,J. Clarkson makes free throw 1 of 2,,43,54
245,2,1:09.0,J. Clarkson makes free throw 2 of 2,,44,54
246,2,0:59.0,,Personal foul by C. Brewer (drawn by J. Butler),44,54
247,2,0:59.0,,J. Butler makes free throw 1 of 2,44,55
248,2,0:59.0,,J. Butler makes free throw 2 of 2,44,56
249,2,0:50.0,B. Ingram makes 2-pt jump shot from 14 ft,,46,56
250,2,0:36.0,,Shooting foul by K. Kuzma (drawn by A. Wiggins),46,56
251,2,0:36.0,,A. Wiggins makes free throw 1 of 2,46,57
252,2,0:36.0,,A. Wiggins makes free throw 2 of 2,46,58
253,2,0:30.0,Turnover by J. Clarkson (lost ball; steal by J. Butler),,46,58
254,2,0:30.0,,Personal foul by J. Clarkson (drawn by J. Butler),46,58
255,2,0:30.0,,J. Butler makes free throw 1 of 2,46,59
256,2,0:30.0,,J. Butler makes free throw 2 of 2,46,60
257,2,0:11.0,J. Clarkson misses 3-pt jump shot from 25 ft,,46,60
258,2,0:08.0,Offensive rebound by J. Randle,,46,60
259,2,0:07.0,J. Randle makes 2-pt dunk at rim,,48,60
260,2,0:00.0,,T. Gibson misses 2-pt jump shot from 12 ft,48,60
261,2,0:00.0,,Offensive rebound by Team,48,60
262,3,11:48.0,K. Kuzma makes 3-pt jump shot from 26 ft (assist by J. Hart),,51,60
263,3,11:27.0,,Turnover by J. Butler (bad pass; steal by J. Randle),51,60
264,3,11:22.0,J. Randle makes 2-pt layup from 1 ft,,53,60
265,3,10:56.0,,J. Butler makes 2-pt layup at rim,53,62
266,3,10:40.0,J. Hart makes 3-pt jump shot from 24 ft (assist by B. Ingram),,56,62
267,3,10:18.0,,K. Towns makes 2-pt jump shot from 18 ft (assist by J. Butler),56,64
268,3,9:59.0,T. Ennis makes 2-pt layup from 2 ft,,58,64
269,3,9:41.0,,Shooting foul by T. Ennis (drawn by T. Gibson),58,64
270,3,9:41.0,,T. Gibson makes free throw 1 of 2,58,65
271,3,9:41.0,,T. Gibson makes free throw 2 of 2,58,66
272,3,9:32.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by T. Ennis),,61,66
273,3,9:14.0,,Shooting foul by K. Kuzma (drawn by J. Butler),61,66
274,3,9:14.0,,J. Butler makes free throw 1 of 2,61,67
275,3,9:14.0,,J. Butler makes free throw 2 of 2,61,68
276,3,9:06.0,B. Ingram misses 2-pt layup from 2 ft,,61,68
277,3,9:04.0,,Defensive rebound by A. Wiggins,61,68
278,3,9:04.0,,Personal foul by J. Hart (drawn by A. Wiggins),61,68
279,3,9:04.0,C. Brewer enters the game for J. Hart,,61,68
280,3,8:48.0,,A. Wiggins misses 2-pt jump shot from 18 ft,61,68
281,3,8:44.0,Defensive rebound by T. Ennis,,61,68
282,3,8:40.0,C. Brewer misses 3-pt jump shot from 23 ft,,61,68
283,3,8:40.0,,Defensive rebound by K. Towns,61,68
284,3,8:33.0,,T. Jones misses 2-pt jump shot from 7 ft (block by C. Brewer),61,68
285,3,8:33.0,,Offensive rebound by Team,61,68
286,3,8:31.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Butler),61,71
287,3,8:05.0,C. Brewer makes 2-pt layup from 1 ft (assist by T. Ennis),,63,71
288,3,7:51.0,,T. Gibson makes 2-pt hook shot from 6 ft (assist by J. Butler),63,73
289,3,7:41.0,B. Ingram makes 2-pt jump shot from 12 ft (assist by T. Ennis),,65,73
290,3,7:27.0,,J. Butler misses 2-pt jump shot from 15 ft,65,73
291,3,7:24.0,Defensive rebound by T. Ennis,,65,73
292,3,7:19.0,K. Kuzma misses 3-pt jump shot from 25 ft,,65,73
293,3,7:15.0,,Defensive rebound by T. Gibson,65,73
294,3,7:10.0,,A. Wiggins makes 2-pt jump shot from 8 ft,65,75
295,3,7:06.0,Shooting foul by T. Gibson (drawn by T. Ennis),,65,75
296,3,7:06.0,T. Ennis makes free throw 1 of 2,,66,75
297,3,7:06.0,T. Ennis makes free throw 2 of 2,,67,75
298,3,6:42.0,,T. Gibson misses 2-pt hook shot from 3 ft (block by B. Ingram),67,75
299,3,6:41.0,Defensive rebound by J. Randle,,67,75
300,3,6:32.0,C. Brewer misses 2-pt layup from 2 ft (block by K. Towns),,67,75
301,3,6:30.0,,Defensive rebound by A. Wiggins,67,75
302,3,6:27.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by A. Wiggins),67,78
303,3,6:21.0,Shooting foul by A. Wiggins (drawn by C. Brewer),,67,78
304,3,6:21.0,,Minnesota full timeout,67,78
305,3,6:21.0,C. Brewer makes free throw 1 of 2,,68,78
306,3,6:21.0,C. Brewer misses free throw 2 of 2,,68,78
307,3,6:19.0,,Defensive rebound by K. Towns,68,78
308,3,6:02.0,,K. Towns misses 2-pt layup from 1 ft,68,78
309,3,6:00.0,Defensive rebound by K. Kuzma,,68,78
310,3,5:56.0,J. Randle makes 2-pt layup from 1 ft (assist by K. Kuzma),,70,78
311,3,5:34.0,,A. Wiggins misses 3-pt jump shot from 25 ft,70,78
312,3,5:29.0,,Offensive rebound by K. Towns,70,78
313,3,5:26.0,,A. Wiggins misses 3-pt jump shot from 25 ft,70,78
314,3,5:22.0,Defensive rebound by B. Ingram,,70,78
315,3,5:05.0,B. Ingram makes 2-pt jump shot from 14 ft,,72,78
316,3,4:43.0,,J. Butler misses 2-pt jump shot from 8 ft,72,78
317,3,4:39.0,,Offensive rebound by K. Towns,72,78
318,3,4:39.0,,K. Towns makes 2-pt dunk at rim,72,80
319,3,4:27.0,Turnover by J. Randle (out of bounds lost ball),,72,80
320,3,4:16.0,,K. Towns misses 3-pt jump shot from 26 ft,72,80
321,3,4:13.0,Defensive rebound by B. Ingram,,72,80
322,3,4:09.0,T. Ennis misses 3-pt jump shot from 24 ft,,72,80
323,3,4:05.0,,Defensive rebound by T. Gibson,72,80
324,3,3:55.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Butler),72,82
325,3,3:37.0,K. Kuzma misses 2-pt layup from 6 ft (block by A. Wiggins),,72,82
326,3,3:34.0,,Defensive rebound by K. Towns,72,82
327,3,3:34.0,Offensive charge foul by K. Towns (drawn by C. Brewer),,72,82
328,3,3:34.0,,Turnover by K. Towns (offensive foul),72,82
329,3,3:34.0,,G. Dieng enters the game for K. Towns,72,82
330,3,3:34.0,L. Nance enters the game for J. Randle,,72,82
331,3,3:20.0,B. Ingram misses 2-pt jump shot from 15 ft,,72,82
332,3,3:17.0,,Defensive rebound by G. Dieng,72,82
333,3,3:01.0,,A. Wiggins makes 2-pt layup from 2 ft (assist by J. Butler),72,84
334,3,2:58.0,LA Lakers full timeout,,72,84
335,3,2:58.0,J. Clarkson enters the game for K. Kuzma,,72,84
336,3,2:58.0,A. Caruso enters the game for T. Ennis,,72,84
337,3,2:58.0,V. Blue enters the game for B. Ingram,,72,84
338,3,2:47.0,V. Blue misses 3-pt jump shot from 25 ft,,72,84
339,3,2:45.0,,Defensive rebound by T. Jones,72,84
340,3,2:34.0,,G. Dieng makes 2-pt jump shot from 21 ft (assist by T. Jones),72,86
341,3,2:15.0,J. Clarkson misses 2-pt jump shot from 13 ft,,72,86
342,3,2:10.0,Offensive rebound by L. Nance,,72,86
343,3,2:09.0,Turnover by C. Brewer (lost ball; steal by T. Jones),,72,86
344,3,1:56.0,,Turnover by J. Butler (bad pass; steal by A. Caruso),72,86
345,3,1:56.0,Personal foul by G. Dieng (drawn by A. Caruso),,72,86
346,3,1:56.0,,J. Crawford enters the game for J. Butler,72,86
347,3,1:47.0,L. Nance misses 2-pt jump shot from 10 ft,,72,86
348,3,1:46.0,,Defensive rebound by A. Wiggins,72,86
349,3,1:29.0,,A. Wiggins makes 2-pt layup at rim,72,88
350,3,1:19.0,Turnover by A. Caruso (lost ball; steal by T. Jones),,72,88
351,3,1:12.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by A. Wiggins),72,91
352,3,1:10.0,LA Lakers full timeout,,72,91
353,3,1:10.0,,A. Brooks enters the game for T. Jones,72,91
354,3,0:57.0,L. Nance makes 2-pt layup at rim (assist by J. Clarkson),,74,91
355,3,0:36.0,,A. Brooks misses 2-pt layup from 2 ft,74,91
356,3,0:34.0,Defensive rebound by L. Nance,,74,91
357,3,0:25.0,L. Nance makes 2-pt layup at rim,,76,91
358,3,0:00.0,,J. Crawford misses 3-pt jump shot from 22 ft,76,91
359,3,0:00.0,,Offensive rebound by Team,76,91
360,4,11:39.0,,G. Dieng misses 2-pt jump shot from 16 ft,76,91
361,4,11:39.0,Defensive rebound by L. Nance,,76,91
362,4,11:18.0,Turnover by L. Nance (bad pass; steal by J. Crawford),,76,91
363,4,11:06.0,,J. Butler makes 2-pt jump shot from 12 ft,76,93
364,4,10:54.0,Offensive foul by I. Zubac (drawn by J. Crawford),,76,93
365,4,10:54.0,Turnover by I. Zubac (offensive foul),,76,93
366,4,10:33.0,,G. Dieng makes 2-pt dunk at rim (assist by A. Brooks),76,95
367,4,10:20.0,A. Caruso misses 3-pt jump shot from 24 ft,,76,95
368,4,10:16.0,Offensive rebound by I. Zubac,,76,95
369,4,10:16.0,I. Zubac makes 2-pt layup from 1 ft,,78,95
370,4,10:02.0,,Personal foul by L. Nance (drawn by N. Bjelica),78,95
371,4,10:02.0,,K. Towns enters the game for G. Dieng,78,95
372,4,9:51.0,,Turnover by A. Brooks (bad pass; steal by J. Clarkson),78,95
373,4,9:48.0,Shooting block foul by A. Brooks (drawn by J. Clarkson),,78,95
374,4,9:48.0,J. Clarkson makes free throw 1 of 2,,79,95
375,4,9:48.0,J. Clarkson misses free throw 2 of 2,,79,95
376,4,9:45.0,,Defensive rebound by N. Bjelica,79,95
377,4,9:30.0,,Turnover by J. Butler (bad pass; steal by L. Nance),79,95
378,4,9:26.0,J. Clarkson makes 2-pt layup at rim (assist by L. Nance),,81,95
379,4,9:25.0,,Minnesota full timeout,81,95
380,4,9:25.0,,T. Jones enters the game for A. Brooks,81,95
381,4,9:02.0,,N. Bjelica misses 3-pt jump shot from 26 ft,81,95
382,4,8:58.0,Defensive rebound by I. Zubac,,81,95
383,4,8:45.0,Personal foul by T. Jones (drawn by A. Caruso),,81,95
384,4,8:41.0,J. Clarkson makes 3-pt jump shot from 24 ft (assist by A. Caruso),,84,95
