,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PORTLAND_ACTION,NEW ORLEANS_SCORE,PORTLAND_SCORE
0,1,11:40.0,,C. McCollum misses 2-pt jump shot from 12 ft,0,0
1,1,11:38.0,,Offensive rebound by Team,0,0
2,1,11:32.0,,J. Nurkić makes 2-pt layup from 1 ft (assist by D. Lillard),0,2
3,1,11:21.0,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),,2,2
4,1,11:21.0,Shooting foul by J. Nurkić (drawn by D. Cousins),,2,2
5,1,11:21.0,D. Cousins makes free throw 1 of 1,,3,2
6,1,11:12.0,,J. Nurkić makes 2-pt dunk at rim (assist by D. Lillard),3,4
7,1,10:56.0,D. Cousins misses 3-pt jump shot from 25 ft,,3,4
8,1,10:55.0,,Defensive rebound by Team,3,4
9,1,10:46.0,,D. Lillard makes 3-pt jump shot from 25 ft,3,7
10,1,10:33.0,J. Holiday misses 2-pt layup from 2 ft,,3,7
11,1,10:30.0,,Defensive rebound by D. Lillard,3,7
12,1,10:25.0,,D. Lillard misses 3-pt jump shot from 25 ft,3,7
13,1,10:22.0,Defensive rebound by D. Cunningham,,3,7
14,1,10:18.0,Turnover by D. Cousins (offensive goaltending),,3,7
15,1,10:12.0,Violation by J. Holiday (kicked ball),,3,7
16,1,10:04.0,,C. McCollum makes 2-pt jump shot from 12 ft,3,9
17,1,9:50.0,E. Moore makes 2-pt jump shot from 13 ft (assist by R. Rondo),,5,9
18,1,9:39.0,,C. McCollum misses 2-pt jump shot from 14 ft,5,9
19,1,9:37.0,Defensive rebound by D. Cousins,,5,9
20,1,9:17.0,E. Moore makes 3-pt jump shot from 25 ft (assist by J. Holiday),,8,9
21,1,8:58.0,,P. Connaughton makes 3-pt jump shot from 22 ft (assist by C. McCollum),8,12
22,1,8:49.0,J. Holiday misses 2-pt layup from 1 ft,,8,12
23,1,8:46.0,,Defensive rebound by P. Connaughton,8,12
24,1,8:36.0,,J. Nurkić misses 2-pt jump shot from 17 ft,8,12
25,1,8:34.0,Defensive rebound by D. Cunningham,,8,12
26,1,8:24.0,R. Rondo makes 3-pt jump shot from 24 ft,,11,12
27,1,8:08.0,,D. Lillard makes 2-pt jump shot from 13 ft,11,14
28,1,7:51.0,R. Rondo makes 2-pt layup from 1 ft,,13,14
29,1,7:37.0,,Turnover by J. Nurkić (traveling),13,14
30,1,7:13.0,R. Rondo misses 2-pt layup from 1 ft,,13,14
31,1,7:11.0,,Defensive rebound by N. Vonleh,13,14
32,1,7:05.0,,C. McCollum makes 2-pt jump shot from 18 ft,13,16
33,1,6:52.0,J. Holiday misses 2-pt layup from 1 ft,,13,16
34,1,6:46.0,Offensive rebound by D. Cunningham,,13,16
35,1,6:46.0,D. Cunningham makes 2-pt layup at rim,,15,16
36,1,6:45.0,,Shooting foul by R. Rondo (drawn by J. Nurkić),15,16
37,1,6:45.0,,Portland full timeout,15,16
38,1,6:33.0,,P. Connaughton misses 3-pt jump shot from 25 ft,15,16
39,1,6:31.0,Defensive rebound by D. Cunningham,,15,16
40,1,6:25.0,D. Cousins misses 2-pt layup from 3 ft (block by P. Connaughton),,15,16
41,1,6:24.0,Offensive rebound by Team,,15,16
42,1,6:18.0,R. Rondo misses 3-pt jump shot from 23 ft,,15,16
43,1,6:16.0,,Defensive rebound by C. McCollum,15,16
44,1,6:09.0,,N. Vonleh makes 2-pt layup from 2 ft,15,18
45,1,6:09.0,,Shooting foul by D. Cunningham (drawn by N. Vonleh),15,18
46,1,6:09.0,,N. Vonleh makes free throw 1 of 1,15,19
47,1,5:56.0,Turnover by D. Cousins (bad pass; steal by P. Connaughton),,15,19
48,1,5:52.0,,C. McCollum misses 2-pt layup at rim (block by D. Cunningham),15,19
49,1,5:49.0,Defensive rebound by J. Holiday,,15,19
50,1,5:36.0,E. Moore misses 2-pt jump shot from 20 ft,,15,19
51,1,5:36.0,,Defensive rebound by N. Vonleh,15,19
52,1,5:20.0,,C. McCollum misses 2-pt jump shot from 20 ft,15,19
53,1,5:17.0,Defensive rebound by D. Cunningham,,15,19
54,1,5:10.0,D. Cousins misses 3-pt jump shot from 24 ft,,15,19
55,1,5:06.0,,Defensive rebound by N. Vonleh,15,19
56,1,4:59.0,,D. Lillard makes 2-pt layup from 1 ft,15,21
57,1,4:51.0,D. Cunningham misses 2-pt layup from 2 ft (block by N. Vonleh),,15,21
58,1,4:50.0,,Defensive rebound by N. Vonleh,15,21
59,1,4:50.0,,E. Turner enters the game for N. Vonleh,15,21
60,1,4:50.0,,A. Aminu enters the game for C. McCollum,15,21
61,1,4:50.0,J. Nelson enters the game for D. Cousins,,15,21
62,1,4:50.0,Ö. Aşık enters the game for R. Rondo,,15,21
63,1,4:39.0,,J. Nurkić makes 2-pt hook shot from 2 ft,15,23
64,1,4:23.0,J. Nelson misses 2-pt jump shot from 18 ft,,15,23
65,1,4:20.0,,Defensive rebound by P. Connaughton,15,23
66,1,4:11.0,D. Miller enters the game for D. Cunningham,,15,23
67,1,4:07.0,,P. Connaughton misses 2-pt layup at rim,15,23
68,1,4:05.0,Defensive rebound by J. Nelson,,15,23
69,1,4:02.0,Turnover by E. Moore (out of bounds lost ball),,15,23
70,1,3:47.0,,E. Turner makes 2-pt jump shot from 15 ft,15,25
71,1,3:24.0,Personal foul by A. Aminu (drawn by D. Miller),,15,25
72,1,3:24.0,,S. Napier enters the game for P. Connaughton,15,25
73,1,3:24.0,,E. Davis enters the game for J. Nurkić,15,25
74,1,3:24.0,T. Allen enters the game for E. Moore,,15,25
75,1,3:18.0,J. Holiday makes 2-pt layup at rim,,17,25
76,1,2:55.0,,S. Napier misses 2-pt jump shot from 17 ft,17,25
77,1,2:53.0,,Offensive rebound by D. Lillard,17,25
78,1,2:47.0,,D. Lillard makes 3-pt jump shot from 25 ft,17,28
79,1,2:30.0,J. Holiday misses 2-pt jump shot from 10 ft,,17,28
80,1,2:27.0,,Defensive rebound by E. Davis,17,28
81,1,2:22.0,,D. Lillard makes 3-pt jump shot from 27 ft,17,31
82,1,2:15.0,New Orleans full timeout,,17,31
83,1,2:06.0,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Holiday),,20,31
84,1,1:48.0,,D. Lillard misses 3-pt jump shot from 29 ft,20,31
85,1,1:46.0,Defensive rebound by Ö. Aşık,,20,31
86,1,1:30.0,J. Holiday misses 3-pt jump shot from 24 ft,,20,31
87,1,1:28.0,,Defensive rebound by E. Davis,20,31
88,1,1:18.0,,E. Turner misses 3-pt jump shot from 24 ft,20,31
89,1,1:15.0,Defensive rebound by Ö. Aşık,,20,31
90,1,1:10.0,J. Nelson makes 3-pt jump shot from 27 ft (assist by J. Holiday),,23,31
91,1,0:48.0,,S. Napier makes 2-pt jump shot from 7 ft,23,33
92,1,0:33.0,T. Allen makes 3-pt jump shot from 22 ft (assist by J. Holiday),,26,33
93,1,0:28.0,,D. Lillard misses 2-pt layup at rim,26,33
94,1,0:27.0,Defensive rebound by Ö. Aşık,,26,33
95,1,0:21.0,J. Nelson misses 3-pt jump shot from 27 ft,,26,33
96,1,0:18.0,,Defensive rebound by S. Napier,26,33
97,1,0:00.0,,D. Lillard misses 2-pt jump shot from 15 ft,26,33
98,1,0:00.0,,Offensive rebound by Team,26,33
99,2,11:44.0,I. Clark makes 2-pt layup from 2 ft (assist by D. Miller),,28,33
100,2,11:21.0,,C. McCollum misses 3-pt jump shot from 24 ft,28,33
101,2,11:19.0,Defensive rebound by D. Cousins,,28,33
102,2,11:08.0,J. Nelson makes 2-pt layup from 2 ft,,30,33
103,2,10:45.0,,A. Aminu makes 2-pt jump shot from 4 ft,30,35
104,2,10:33.0,Turnover by J. Nelson (palming),,30,35
105,2,10:16.0,,S. Napier misses 2-pt layup from 1 ft,30,35
106,2,10:14.0,Defensive rebound by D. Cousins,,30,35
107,2,10:08.0,D. Cousins makes 2-pt layup from 1 ft,,32,35
108,2,9:47.0,,C. McCollum misses 3-pt jump shot from 24 ft,32,35
109,2,9:44.0,,Offensive rebound by A. Aminu,32,35
110,2,9:30.0,,E. Turner misses 2-pt layup at rim,32,35
111,2,9:25.0,,Offensive rebound by E. Davis,32,35
112,2,9:25.0,,E. Davis makes 2-pt layup at rim,32,37
113,2,9:09.0,T. Allen misses 2-pt layup from 1 ft,,32,37
114,2,9:07.0,,Defensive rebound by E. Turner,32,37
115,2,9:04.0,,S. Napier misses 3-pt jump shot from 23 ft,32,37
116,2,8:57.0,Defensive rebound by J. Nelson,,32,37
117,2,8:49.0,I. Clark misses 3-pt jump shot from 26 ft,,32,37
118,2,8:47.0,,Defensive rebound by S. Napier,32,37
119,2,8:47.0,,Personal foul by T. Allen (drawn by S. Napier),32,37
120,2,8:47.0,,P. Connaughton enters the game for S. Napier,32,37
121,2,8:37.0,,E. Turner misses 2-pt jump shot from 19 ft,32,37
122,2,8:34.0,Defensive rebound by J. Nelson,,32,37
123,2,8:28.0,Shooting foul by E. Turner (drawn by T. Allen),,32,37
124,2,8:28.0,T. Allen makes free throw 1 of 2,,33,37
125,2,8:28.0,T. Allen makes free throw 2 of 2,,34,37
126,2,8:13.0,,C. McCollum misses 3-pt jump shot from 23 ft,34,37
127,2,8:10.0,,Offensive rebound by C. McCollum,34,37
128,2,8:07.0,,C. McCollum misses 2-pt jump shot from 5 ft,34,37
129,2,8:07.0,,Offensive rebound by E. Davis,34,37
130,2,8:02.0,,E. Davis makes 2-pt layup at rim,34,39
131,2,7:41.0,D. Cousins makes 2-pt hook shot from 5 ft,,36,39
132,2,7:24.0,,E. Davis makes 2-pt layup from 2 ft (assist by P. Connaughton),36,41
133,2,7:19.0,Shooting foul by E. Davis (drawn by D. Cousins),,36,41
134,2,7:19.0,,Portland full timeout,36,41
135,2,7:19.0,,J. Nurkić enters the game for E. Davis,36,41
136,2,7:19.0,E. Moore enters the game for T. Allen,,36,41
137,2,7:19.0,D. Cousins makes free throw 1 of 2,,37,41
138,2,7:19.0,D. Cousins makes free throw 2 of 2,,38,41
139,2,7:08.0,,D. Lillard enters the game for E. Turner,38,41
140,2,6:58.0,,C. McCollum misses 2-pt layup from 1 ft (block by I. Clark),38,41
141,2,6:56.0,,Offensive rebound by C. McCollum,38,41
142,2,6:53.0,,C. McCollum misses 2-pt layup from 3 ft,38,41
143,2,6:53.0,Defensive rebound by J. Nelson,,38,41
144,2,6:39.0,I. Clark misses 3-pt jump shot from 26 ft,,38,41
145,2,6:39.0,,Defensive rebound by A. Aminu,38,41
146,2,6:27.0,,J. Nurkić makes 2-pt jump shot from 20 ft (assist by D. Lillard),38,43
147,2,6:20.0,Personal foul by J. Nurkić (drawn by D. Cousins),,38,43
148,2,6:20.0,,E. Turner enters the game for C. McCollum,38,43
149,2,6:20.0,R. Rondo enters the game for J. Nelson,,38,43
150,2,6:12.0,Shooting foul by J. Nurkić (drawn by D. Cousins),,38,43
151,2,6:12.0,D. Cousins misses free throw 1 of 2,,38,43
152,2,6:12.0,Offensive rebound by Team,,38,43
153,2,6:12.0,,M. Leonard enters the game for J. Nurkić,38,43
154,2,6:12.0,D. Cousins makes free throw 2 of 2,,39,43
155,2,5:54.0,,Turnover by A. Aminu (lost ball; steal by D. Miller),39,43
156,2,5:39.0,D. Cousins makes 2-pt dunk from 1 ft (assist by R. Rondo),,41,43
157,2,5:24.0,,D. Lillard misses 3-pt jump shot from 28 ft,41,43
158,2,5:22.0,Defensive rebound by R. Rondo,,41,43
159,2,5:12.0,D. Miller misses 3-pt jump shot from 24 ft,,41,43
160,2,5:10.0,,Defensive rebound by P. Connaughton,41,43
161,2,5:10.0,,Personal foul by R. Rondo (drawn by P. Connaughton),41,43
162,2,5:10.0,,M. Harkless enters the game for A. Aminu,41,43
163,2,5:10.0,J. Holiday enters the game for I. Clark,,41,43
164,2,5:01.0,,Personal foul by E. Moore (drawn by E. Turner),41,43
165,2,4:51.0,,M. Leonard makes 2-pt hook shot from 4 ft (assist by D. Lillard),41,45
166,2,4:38.0,D. Cousins makes 2-pt layup from 1 ft,,43,45
167,2,4:23.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by D. Lillard),43,48
168,2,4:11.0,Turnover by J. Holiday (bad pass; steal by M. Leonard),,43,48
169,2,4:08.0,,D. Lillard makes 2-pt layup at rim,43,50
170,2,4:04.0,Shooting foul by M. Leonard (drawn by D. Cousins),,43,50
171,2,4:04.0,D. Cousins makes free throw 1 of 2,,44,50
172,2,4:04.0,D. Cousins makes free throw 2 of 2,,45,50
173,2,3:41.0,,P. Connaughton misses 3-pt jump shot from 26 ft,45,50
174,2,3:39.0,Defensive rebound by R. Rondo,,45,50
175,2,3:32.0,Ö. Aşık enters the game for D. Cousins,,45,50
176,2,3:28.0,J. Holiday makes 3-pt jump shot from 24 ft (assist by R. Rondo),,48,50
177,2,3:08.0,,M. Leonard makes 2-pt jump shot from 19 ft,48,52
178,2,3:00.0,Turnover by D. Miller (traveling),,48,52
179,2,2:46.0,,E. Turner misses 3-pt jump shot from 24 ft,48,52
180,2,2:42.0,Defensive rebound by Ö. Aşık,,48,52
181,2,2:28.0,R. Rondo makes 2-pt jump shot from 17 ft,,50,52
182,2,2:10.0,,P. Connaughton makes 3-pt jump shot from 24 ft (assist by M. Leonard),50,55
