,QUARTER,TIME_REMAINING,DETROIT_ACTION,DALLAS_ACTION,DETROIT_SCORE,DALLAS_SCORE
385,4,2:44.0,,Defensive rebound by K. Collinsworth,84,107
386,4,2:34.0,,Turnover by D. Powell (bad pass),84,107
387,4,2:16.0,L. Kennard misses 2-pt jump shot from 6 ft,,84,107
388,4,2:09.0,Offensive rebound by H. Ellenson,,84,107
389,4,2:09.0,H. Ellenson makes 2-pt layup at rim,,86,107
390,4,1:56.0,,D. Powell makes 3-pt jump shot from 26 ft (assist by D. Smith),86,110
391,4,1:46.0,Offensive foul by B. Marjanović (drawn by D. Powell),,86,110
392,4,1:46.0,Turnover by B. Marjanović (offensive foul),,86,110
393,4,1:34.0,,M. Kleber misses 3-pt jump shot from 25 ft,86,110
394,4,1:30.0,Defensive rebound by L. Galloway,,86,110
395,4,1:30.0,Personal block foul by D. Smith (drawn by L. Galloway),,86,110
396,4,1:30.0,L. Galloway makes free throw 1 of 2,,87,110
397,4,1:30.0,L. Galloway makes free throw 2 of 2,,88,110
398,4,1:09.0,,Y. Ferrell misses 2-pt jump shot from 7 ft,88,110
399,4,1:06.0,Defensive rebound by B. Marjanović,,88,110
400,4,1:00.0,Shooting block foul by D. Smith (drawn by S. Johnson),,88,110
401,4,1:00.0,S. Johnson makes free throw 1 of 2,,89,110
402,4,1:00.0,S. Johnson makes free throw 2 of 2,,90,110
403,4,0:44.0,,D. Smith misses 3-pt jump shot from 24 ft,90,110
404,4,0:41.0,Defensive rebound by L. Galloway,,90,110
405,4,0:35.0,S. Johnson makes 3-pt jump shot from 27 ft (assist by L. Galloway),,93,110
406,4,0:20.0,,D. Powell misses 3-pt jump shot from 24 ft,93,110
407,4,0:20.0,Defensive rebound by L. Kennard,,93,110
408,4,0:11.0,H. Ellenson misses 3-pt jump shot from 26 ft,,93,110
409,4,0:08.0,,Defensive rebound by Y. Ferrell,93,110
