,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SAN ANTONIO_ACTION,CHICAGO_SCORE,SAN ANTONIO_SCORE
39,1,6:21.0,Defensive rebound by J. Holiday,,6,18
40,1,6:14.0,L. Markkanen misses 3-pt jump shot from 24 ft,,6,18
41,1,6:10.0,,Defensive rebound by P. Gasol,6,18
42,1,6:03.0,,L. Aldridge makes 2-pt jump shot from 16 ft (assist by B. Forbes),6,20
43,1,5:51.0,Turnover by J. Grant (bad pass; steal by P. Gasol),,6,20
44,1,5:46.0,,P. Mills makes 2-pt layup at rim (assist by P. Gasol),6,22
45,1,5:46.0,Chicago full timeout,,6,22
46,1,5:46.0,,D. Murray enters the game for P. Mills,6,22
47,1,5:46.0,,R. Gay enters the game for L. Aldridge,6,22
48,1,5:46.0,B. Portis enters the game for J. Grant,,6,22
49,1,5:46.0,K. Dunn enters the game for R. Lopez,,6,22
50,1,5:23.0,L. Markkanen makes 2-pt layup from 1 ft (assist by J. Holiday),,8,22
51,1,5:12.0,,Shooting foul by D. Valentine (drawn by D. Murray),8,22
52,1,5:12.0,,D. Murray makes free throw 1 of 2,8,23
53,1,5:12.0,,B. Paul enters the game for B. Forbes,8,23
54,1,5:12.0,,D. Murray makes free throw 2 of 2,8,24
55,1,5:03.0,J. Holiday misses 3-pt jump shot from 23 ft,,8,24
56,1,4:59.0,,Defensive rebound by R. Gay,8,24
57,1,4:45.0,,D. Murray misses 2-pt layup from 1 ft,8,24
58,1,4:43.0,Defensive rebound by B. Portis,,8,24
59,1,4:35.0,K. Dunn misses 2-pt jump shot from 16 ft,,8,24
60,1,4:31.0,,Defensive rebound by R. Gay,8,24
61,1,4:21.0,,R. Gay misses 2-pt layup from 1 ft,8,24
62,1,4:18.0,Defensive rebound by B. Portis,,8,24
63,1,4:17.0,,Offensive charge foul by D. Valentine (drawn by B. Paul),8,24
64,1,4:17.0,Turnover by D. Valentine (offensive foul),,8,24
65,1,4:17.0,,D. Hilliard enters the game for K. Anderson,8,24
66,1,4:13.0,,Personal foul by K. Dunn (drawn by D. Murray),8,24
67,1,4:13.0,,D. Murray misses free throw 1 of 2,8,24
68,1,4:13.0,,Offensive rebound by Team,8,24
69,1,4:13.0,,D. Murray makes free throw 2 of 2,8,25
70,1,4:04.0,Personal foul by D. Hilliard (drawn by L. Markkanen),,8,25
71,1,4:04.0,C. Felício enters the game for L. Markkanen,,8,25
72,1,4:00.0,D. Valentine misses 2-pt jump shot from 10 ft,,8,25
73,1,3:58.0,,Defensive rebound by Team,8,25
74,1,3:43.0,,R. Gay makes 2-pt jump shot from 17 ft,8,27
75,1,3:23.0,J. Holiday misses 2-pt jump shot from 17 ft,,8,27
76,1,3:18.0,,Defensive rebound by P. Gasol,8,27
77,1,3:14.0,,P. Gasol makes 3-pt jump shot from 25 ft (assist by D. Murray),8,30
78,1,2:55.0,B. Portis misses 3-pt jump shot from 24 ft,,8,30
79,1,2:52.0,,Defensive rebound by D. Murray,8,30
80,1,2:47.0,,D. Murray misses 2-pt layup from 2 ft (block by J. Holiday),8,30
81,1,2:44.0,,Offensive rebound by R. Gay,8,30
82,1,2:42.0,,B. Paul misses 3-pt jump shot from 24 ft,8,30
83,1,2:42.0,Defensive rebound by J. Holiday,,8,30
84,1,2:33.0,K. Dunn makes 2-pt jump shot from 10 ft,,10,30
85,1,2:32.0,,San Antonio full timeout,10,30
86,1,2:32.0,,L. Aldridge enters the game for P. Gasol,10,30
87,1,2:32.0,K. Felder enters the game for J. Holiday,,10,30
88,1,2:15.0,,R. Gay misses 2-pt jump shot from 14 ft,10,30
89,1,2:12.0,Defensive rebound by K. Dunn,,10,30
90,1,2:06.0,B. Portis makes 3-pt jump shot from 25 ft (assist by K. Dunn),,13,30
91,1,1:49.0,,B. Paul makes 2-pt layup from 1 ft (assist by L. Aldridge),13,32
92,1,1:49.0,,Shooting foul by K. Dunn (drawn by B. Paul),13,32
93,1,1:49.0,,B. Paul misses free throw 1 of 1,13,32
94,1,1:45.0,Defensive rebound by D. Valentine,,13,32
95,1,1:31.0,K. Felder misses 3-pt jump shot from 24 ft,,13,32
96,1,1:27.0,,Defensive rebound by L. Aldridge,13,32
97,1,1:20.0,,R. Gay makes 3-pt jump shot from 24 ft (assist by B. Paul),13,35
98,1,0:55.0,D. Valentine makes 2-pt jump shot from 19 ft,,15,35
99,1,0:36.0,,Shooting block foul by C. Felício (drawn by R. Gay),15,35
100,1,0:36.0,,R. Gay makes free throw 1 of 2,15,36
101,1,0:36.0,,R. Gay makes free throw 2 of 2,15,37
102,1,0:24.0,Personal foul by D. Hilliard (drawn by D. Valentine),,15,37
103,1,0:15.0,K. Dunn misses 2-pt layup from 2 ft (block by L. Aldridge),,15,37
104,1,0:11.0,,Defensive rebound by B. Paul,15,37
105,1,0:02.0,,B. Paul misses 3-pt jump shot from 25 ft,15,37
106,1,0:02.0,Defensive rebound by Team,,15,37
107,2,11:56.0,Personal foul by D. Murray (drawn by K. Dunn),,15,37
108,2,11:46.0,K. Dunn misses 2-pt layup from 6 ft (block by L. Aldridge),,15,37
109,2,11:46.0,,Defensive rebound by Team,15,37
110,2,11:35.0,,Personal foul by C. Felício (drawn by L. Aldridge),15,37
111,2,11:35.0,,B. Forbes enters the game for D. Hilliard,15,37
112,2,11:23.0,,B. Paul misses 2-pt jump shot from 17 ft,15,37
113,2,11:19.0,Defensive rebound by K. Dunn,,15,37
114,2,11:17.0,Turnover by K. Dunn (bad pass; steal by B. Paul),,15,37
115,2,11:13.0,,B. Paul makes 2-pt layup from 1 ft,15,39
116,2,10:53.0,D. Valentine makes 2-pt hook shot from 9 ft,,17,39
117,2,10:39.0,,Turnover by D. Murray (bad pass; steal by K. Dunn),17,39
118,2,10:31.0,K. Dunn makes 2-pt jump shot from 14 ft (assist by D. Valentine),,19,39
119,2,10:01.0,,B. Forbes misses 2-pt jump shot from 8 ft,19,39
120,2,10:01.0,,Offensive rebound by L. Aldridge,19,39
121,2,9:53.0,,L. Aldridge misses 2-pt layup at rim,19,39
122,2,9:50.0,,Offensive rebound by L. Aldridge,19,39
123,2,9:50.0,,L. Aldridge makes 2-pt layup at rim,19,41
124,2,9:35.0,D. Valentine misses 2-pt hook shot from 13 ft,,19,41
125,2,9:35.0,,Defensive rebound by L. Aldridge,19,41
126,2,9:22.0,,Turnover by B. Forbes (lost ball; steal by D. Valentine),19,41
127,2,9:18.0,K. Felder makes 2-pt layup from 1 ft (assist by D. Valentine),,21,41
128,2,9:17.0,,San Antonio full timeout,21,41
129,2,9:17.0,,P. Mills enters the game for B. Paul,21,41
130,2,9:17.0,,D. Bertāns enters the game for D. Murray,21,41
131,2,9:17.0,,K. Anderson enters the game for R. Gay,21,41
132,2,9:17.0,R. Lopez enters the game for C. Felício,,21,41
133,2,9:17.0,J. Grant enters the game for K. Dunn,,21,41
134,2,9:04.0,,L. Aldridge makes 2-pt jump shot from 19 ft (assist by K. Anderson),21,43
135,2,8:56.0,Personal foul by D. Bertāns (drawn by B. Portis),,21,43
136,2,8:53.0,K. Felder makes 2-pt jump shot from 11 ft,,23,43
137,2,8:37.0,,K. Anderson misses 2-pt jump shot from 18 ft,23,43
138,2,8:30.0,,Offensive rebound by L. Aldridge,23,43
139,2,8:30.0,,L. Aldridge makes 2-pt layup at rim,23,45
140,2,8:10.0,R. Lopez makes 2-pt hook shot from 3 ft,,25,45
141,2,7:55.0,,B. Forbes makes 3-pt jump shot from 24 ft (assist by K. Anderson),25,48
142,2,7:46.0,K. Felder misses 2-pt jump shot from 17 ft,,25,48
143,2,7:43.0,,Defensive rebound by K. Anderson,25,48
144,2,7:35.0,,B. Forbes makes 2-pt jump shot from 8 ft (assist by P. Mills),25,50
145,2,7:21.0,D. Valentine misses 3-pt jump shot from 24 ft,,25,50
146,2,7:19.0,,Defensive rebound by Team,25,50
147,2,7:19.0,,P. Gasol enters the game for D. Bertāns,25,50
148,2,7:19.0,J. Holiday enters the game for K. Felder,,25,50
149,2,7:19.0,L. Markkanen enters the game for B. Portis,,25,50
150,2,7:04.0,,P. Mills misses 3-pt jump shot from 25 ft,25,50
151,2,7:01.0,Defensive rebound by Team,,25,50
152,2,6:49.0,R. Lopez makes 2-pt hook shot from 6 ft (assist by L. Markkanen),,27,50
153,2,6:36.0,,B. Forbes misses 3-pt jump shot from 26 ft,27,50
154,2,6:33.0,Defensive rebound by L. Markkanen,,27,50
155,2,6:27.0,J. Holiday makes 3-pt jump shot from 23 ft (assist by D. Valentine),,30,50
156,2,6:17.0,,Turnover by Team (turnover),30,50
157,2,6:08.0,J. Holiday misses 2-pt layup from 2 ft,,30,50
158,2,6:05.0,Offensive rebound by R. Lopez,,30,50
159,2,6:05.0,R. Lopez makes 2-pt layup at rim,,32,50
160,2,5:54.0,,Turnover by P. Mills (bad pass; steal by J. Holiday),32,50
161,2,5:35.0,R. Lopez makes 2-pt jump shot from 10 ft (assist by J. Grant),,34,50
162,2,5:34.0,,San Antonio full timeout,34,50
163,2,5:34.0,,D. Bertāns enters the game for L. Aldridge,34,50
164,2,5:10.0,,P. Gasol misses 2-pt jump shot from 18 ft,34,50
165,2,5:07.0,Defensive rebound by L. Markkanen,,34,50
166,2,4:55.0,R. Lopez makes 2-pt hook shot from 10 ft (assist by J. Grant),,36,50
167,2,4:40.0,,Turnover by P. Gasol (bad pass; steal by J. Holiday),36,50
168,2,4:31.0,D. Valentine makes 2-pt jump shot from 10 ft (assist by R. Lopez),,38,50
169,2,4:12.0,,K. Anderson makes 2-pt jump shot from 17 ft (assist by P. Gasol),38,52
170,2,3:57.0,L. Markkanen makes 2-pt layup at rim,,40,52
171,2,3:39.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by P. Gasol),40,55
172,2,3:13.0,L. Markkanen makes 2-pt jump shot from 11 ft (assist by J. Grant),,42,55
173,2,3:00.0,,P. Mills misses 2-pt jump shot from 18 ft,42,55
174,2,2:57.0,Defensive rebound by J. Holiday,,42,55
175,2,2:48.0,D. Valentine makes 3-pt jump shot from 22 ft (assist by J. Grant),,45,55
176,2,2:28.0,,B. Forbes makes 2-pt jump shot from 6 ft (assist by K. Anderson),45,57
177,2,2:20.0,J. Grant makes 2-pt layup from 1 ft,,47,57
178,2,2:20.0,Shooting foul by B. Forbes (drawn by J. Grant),,47,57
179,2,2:20.0,,D. Murray enters the game for P. Mills,47,57
180,2,2:20.0,,R. Gay enters the game for D. Bertāns,47,57
181,2,2:20.0,J. Grant misses free throw 1 of 1,,47,57
182,2,2:20.0,Offensive rebound by Team,,47,57
183,2,2:20.0,,Loose ball foul by D. Murray (drawn by J. Grant),47,57
184,2,2:20.0,,B. Paul enters the game for B. Forbes,47,57
185,2,2:15.0,,Violation by P. Gasol (kicked ball),47,57
186,2,2:08.0,Turnover by L. Markkanen (step out of bounds),,47,57
187,2,1:45.0,,K. Anderson misses 2-pt jump shot from 6 ft,47,57
188,2,1:42.0,Defensive rebound by D. Valentine,,47,57
189,2,1:27.0,J. Holiday misses 2-pt layup from 1 ft (block by P. Gasol),,47,57
190,2,1:27.0,,Defensive rebound by Team,47,57
191,2,1:27.0,,Personal foul by J. Holiday (drawn by P. Gasol),47,57
192,2,1:11.0,,R. Gay makes 2-pt dunk from 1 ft,47,59
193,2,0:53.0,L. Markkanen misses 3-pt jump shot from 24 ft,,47,59
194,2,0:51.0,,Defensive rebound by B. Paul,47,59
195,2,0:44.0,,K. Anderson misses 2-pt jump shot from 21 ft,47,59
196,2,0:42.0,Defensive rebound by D. Valentine,,47,59
197,2,0:39.0,D. Valentine misses 3-pt jump shot from 24 ft,,47,59
198,2,0:36.0,,Defensive rebound by P. Gasol,47,59
199,2,0:29.0,,R. Gay makes 2-pt layup from 5 ft,47,61
200,2,0:12.0,R. Lopez misses 2-pt jump shot from 20 ft,,47,61
201,2,0:09.0,,Defensive rebound by K. Anderson,47,61
202,2,0:01.0,,Shooting foul by D. Valentine (drawn by K. Anderson),47,61
203,2,0:01.0,,K. Anderson makes free throw 1 of 2,47,62
204,2,0:01.0,B. Portis enters the game for L. Markkanen,,47,62
205,2,0:01.0,,K. Anderson makes free throw 2 of 2,47,63
206,2,0:00.0,J. Grant misses 3-pt jump shot from 45 ft,,47,63
207,2,0:00.0,Offensive rebound by Team,,47,63
208,3,11:42.0,B. Portis misses 2-pt jump shot from 11 ft,,47,63
209,3,11:40.0,,Defensive rebound by K. Anderson,47,63
210,3,11:28.0,,K. Anderson makes 2-pt jump shot from 15 ft,47,65
211,3,11:10.0,J. Grant makes 2-pt layup from 2 ft (assist by B. Portis),,49,65
212,3,10:48.0,,P. Gasol makes 2-pt hook shot from 8 ft,49,67
213,3,10:26.0,J. Holiday misses 2-pt jump shot from 11 ft,,49,67
214,3,10:24.0,,Defensive rebound by P. Gasol,49,67
215,3,10:20.0,,B. Forbes misses 2-pt layup from 5 ft (block by R. Lopez),49,67
216,3,10:20.0,,Offensive rebound by Team,49,67
217,3,10:15.0,,L. Aldridge makes 2-pt dunk from 1 ft (assist by K. Anderson),49,69
218,3,9:57.0,J. Holiday misses 2-pt jump shot from 21 ft,,49,69
219,3,9:54.0,,Defensive rebound by B. Forbes,49,69
220,3,9:39.0,,L. Aldridge makes 2-pt dunk from 2 ft (assist by K. Anderson),49,71
221,3,9:39.0,Chicago full timeout,,49,71
222,3,9:19.0,K. Dunn makes 2-pt layup from 1 ft,,51,71
223,3,9:04.0,,K. Anderson makes 2-pt layup from 1 ft (assist by B. Forbes),51,73
224,3,8:54.0,R. Lopez makes 2-pt layup from 1 ft (assist by K. Dunn),,53,73
225,3,8:36.0,,K. Anderson makes 2-pt jump shot from 22 ft (assist by L. Aldridge),53,75
226,3,8:25.0,K. Dunn makes 2-pt layup at rim (assist by J. Grant),,55,75
227,3,8:11.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by P. Mills),55,77
228,3,7:55.0,B. Portis makes 2-pt jump shot from 7 ft (assist by J. Holiday),,57,77
229,3,7:40.0,,Turnover by L. Aldridge (traveling),57,77
230,3,7:40.0,,B. Paul enters the game for B. Forbes,57,77
231,3,7:27.0,K. Dunn misses 2-pt layup from 1 ft,,57,77
232,3,7:25.0,,Defensive rebound by P. Gasol,57,77
233,3,7:17.0,,P. Gasol makes 2-pt jump shot from 14 ft (assist by P. Mills),57,79
234,3,7:02.0,Shooting foul by P. Gasol (drawn by B. Portis),,57,79
235,3,7:02.0,B. Portis makes free throw 1 of 2,,58,79
236,3,7:02.0,B. Portis makes free throw 2 of 2,,59,79
237,3,6:41.0,,P. Mills misses 3-pt jump shot from 25 ft,59,79
238,3,6:36.0,,Offensive rebound by L. Aldridge,59,79
239,3,6:27.0,,B. Paul makes 3-pt jump shot from 25 ft (assist by P. Mills),59,82
240,3,6:15.0,J. Grant makes 3-pt jump shot from 26 ft,,62,82
241,3,6:00.0,,Personal foul by R. Lopez (drawn by P. Gasol),62,82
242,3,6:00.0,,R. Gay enters the game for L. Aldridge,62,82
243,3,5:54.0,,P. Gasol makes 3-pt jump shot from 24 ft (assist by P. Mills),62,85
244,3,5:39.0,B. Portis makes 3-pt jump shot from 25 ft (assist by R. Lopez),,65,85
245,3,5:24.0,,P. Gasol misses 2-pt jump shot from 17 ft,65,85
246,3,5:20.0,Defensive rebound by R. Lopez,,65,85
247,3,5:18.0,Turnover by R. Lopez (bad pass; steal by P. Gasol),,65,85
248,3,5:05.0,,D. Murray enters the game for P. Mills,65,85
249,3,5:02.0,,D. Murray misses 2-pt layup from 1 ft,65,85
250,3,4:56.0,,Offensive rebound by D. Murray,65,85
251,3,4:56.0,,D. Murray misses 2-pt layup at rim,65,85
252,3,4:55.0,Defensive rebound by B. Portis,,65,85
253,3,4:53.0,J. Holiday misses 3-pt jump shot from 26 ft,,65,85
254,3,4:51.0,,Defensive rebound by Team,65,85
255,3,4:33.0,,Turnover by B. Paul (lost ball; steal by K. Dunn),65,85
256,3,4:29.0,J. Grant misses 3-pt jump shot from 25 ft,,65,85
257,3,4:24.0,,Defensive rebound by P. Gasol,65,85
258,3,4:13.0,,Turnover by R. Gay (bad pass),65,85
259,3,4:13.0,,B. Forbes enters the game for K. Anderson,65,85
260,3,4:13.0,D. Valentine enters the game for B. Portis,,65,85
261,3,4:13.0,P. Zipser enters the game for J. Holiday,,65,85
262,3,4:04.0,Offensive foul by R. Lopez (drawn by R. Gay),,65,85
263,3,4:04.0,Turnover by R. Lopez (offensive foul),,65,85
264,3,3:45.0,,B. Paul makes 3-pt jump shot from 24 ft (assist by B. Forbes),65,88
265,3,3:42.0,Chicago full timeout,,65,88
266,3,3:42.0,K. Felder enters the game for J. Grant,,65,88
267,3,3:22.0,R. Lopez misses 2-pt jump shot from 19 ft,,65,88
268,3,3:20.0,,Defensive rebound by Team,65,88
269,3,3:05.0,,P. Gasol makes 2-pt layup from 1 ft,65,90
270,3,2:51.0,K. Dunn misses 2-pt jump shot from 8 ft,,65,90
271,3,2:47.0,Offensive rebound by R. Lopez,,65,90
272,3,2:47.0,R. Lopez makes 2-pt layup at rim,,67,90
273,3,2:32.0,,B. Paul makes 2-pt layup from 1 ft (assist by P. Gasol),67,92
274,3,2:14.0,Turnover by K. Felder (bad pass),,67,92
275,3,1:56.0,,P. Gasol misses 2-pt layup from 7 ft,67,92
276,3,1:54.0,Defensive rebound by P. Zipser,,67,92
277,3,1:44.0,K. Felder misses 2-pt jump shot from 14 ft,,67,92
278,3,1:44.0,,Defensive rebound by P. Gasol,67,92
279,3,1:29.0,,Shooting foul by P. Zipser (drawn by R. Gay),67,92
280,3,1:29.0,,R. Gay makes free throw 1 of 2,67,93
281,3,1:29.0,,D. Bertāns enters the game for P. Gasol,67,93
282,3,1:29.0,Q. Pondexter enters the game for K. Dunn,,67,93
283,3,1:29.0,,R. Gay makes free throw 2 of 2,67,94
284,3,1:15.0,K. Felder misses 2-pt layup from 2 ft,,67,94
285,3,1:13.0,,Defensive rebound by R. Gay,67,94
286,3,1:10.0,,B. Forbes misses 3-pt jump shot from 24 ft,67,94
287,3,1:06.0,Defensive rebound by R. Lopez,,67,94
288,3,0:53.0,Shooting foul by R. Gay (drawn by R. Lopez),,67,94
289,3,0:53.0,R. Lopez makes free throw 1 of 2,,68,94
290,3,0:53.0,R. Lopez misses free throw 2 of 2,,68,94
291,3,0:51.0,,Defensive rebound by B. Paul,68,94
292,3,0:36.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by D. Murray),68,97
293,3,0:24.0,K. Felder makes 2-pt layup from 1 ft,,70,97
294,3,0:04.0,,D. Murray misses 2-pt layup from 1 ft,70,97
295,3,0:02.0,Defensive rebound by K. Felder,,70,97
296,3,0:00.0,K. Felder misses 3-pt jump shot from 25 ft,,70,97
297,3,0:00.0,Offensive rebound by Team,,70,97
298,4,11:47.0,,R. Gay makes 2-pt dunk from 1 ft (assist by D. Murray),70,99
299,4,11:28.0,K. Felder misses 2-pt jump shot from 18 ft,,70,99
300,4,11:25.0,,Defensive rebound by B. Paul,70,99
301,4,11:24.0,,Turnover by B. Forbes (turnover),70,99
302,4,11:17.0,Turnover by K. Felder (bad pass),,70,99
303,4,11:17.0,B. Portis enters the game for P. Zipser,,70,99
304,4,11:01.0,,Shooting foul by K. Felder (drawn by D. Bertāns),70,99
305,4,11:01.0,,D. Bertāns misses free throw 1 of 2,70,99
306,4,11:01.0,,Offensive rebound by Team,70,99
307,4,11:01.0,,D. Bertāns makes free throw 2 of 2,70,100
308,4,10:44.0,K. Felder misses 2-pt jump shot from 14 ft (block by D. Murray),,70,100
309,4,10:34.0,,Defensive rebound by R. Gay,70,100
310,4,10:34.0,,D. Murray makes 2-pt layup from 1 ft,70,102
311,4,10:34.0,Chicago full timeout,,70,102
312,4,10:34.0,J. Grant enters the game for K. Felder,,70,102
313,4,10:34.0,,D. Hilliard enters the game for B. Forbes,70,102
314,4,10:34.0,,M. Costello enters the game for R. Gay,70,102
315,4,10:15.0,B. Portis makes 2-pt jump shot from 8 ft (assist by J. Grant),,72,102
316,4,10:00.0,,Turnover by B. Paul (bad pass; steal by Q. Pondexter),72,102
317,4,9:55.0,Turnover by B. Portis (offensive goaltending),,72,102
318,4,9:46.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by B. Paul),72,105
319,4,9:30.0,C. Felício makes 2-pt layup from 3 ft (assist by D. Valentine),,74,105
320,4,9:13.0,,D. Murray makes 3-pt jump shot from 22 ft (assist by B. Paul),74,108
321,4,8:54.0,B. Portis misses 2-pt layup from 1 ft,,74,108
322,4,8:51.0,,Defensive rebound by B. Paul,74,108
323,4,8:46.0,,D. Hilliard makes 2-pt jump shot from 6 ft,74,110
324,4,8:22.0,C. Felício makes 2-pt hook shot from 7 ft,,76,110
325,4,8:22.0,Shooting foul by M. Costello (drawn by C. Felício),,76,110
326,4,8:22.0,C. Felício misses free throw 1 of 1,,76,110
327,4,8:18.0,,Defensive rebound by M. Costello,76,110
328,4,8:12.0,,D. Murray makes 2-pt layup from 1 ft,76,112
329,4,8:04.0,Turnover by B. Portis (traveling),,76,112
330,4,8:04.0,,B. Forbes enters the game for D. Murray,76,112
331,4,7:49.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by B. Paul),76,115
332,4,7:34.0,B. Portis misses 3-pt jump shot from 26 ft,,76,115
333,4,7:30.0,,Defensive rebound by M. Costello,76,115
334,4,7:18.0,,Turnover by D. Hilliard (traveling),76,115
335,4,7:18.0,K. Dunn enters the game for D. Valentine,,76,115
336,4,7:04.0,C. Felício makes 2-pt layup from 1 ft (assist by J. Grant),,78,115
337,4,6:45.0,,B. Paul makes 3-pt jump shot from 25 ft (assist by D. Bertāns),78,118
338,4,6:31.0,Shooting foul by D. Bertāns (drawn by C. Felício),,78,118
339,4,6:31.0,C. Felício misses free throw 1 of 2,,78,118
340,4,6:31.0,Offensive rebound by Team,,78,118
341,4,6:31.0,C. Felício misses free throw 2 of 2,,78,118
342,4,6:28.0,,Defensive rebound by M. Costello,78,118
343,4,6:14.0,,B. Forbes misses 2-pt jump shot from 19 ft,78,118
344,4,6:08.0,Defensive rebound by B. Portis,,78,118
345,4,6:04.0,Turnover by B. Portis (traveling),,78,118
346,4,5:40.0,,D. Bertāns misses 3-pt jump shot from 29 ft,78,118
347,4,5:39.0,Defensive rebound by Team,,78,118
348,4,5:39.0,,Loose ball foul by M. Costello (drawn by J. Grant),78,118
349,4,5:26.0,K. Dunn makes 2-pt layup from 7 ft,,80,118
350,4,5:14.0,,D. Hilliard misses 3-pt jump shot from 25 ft,80,118
351,4,5:14.0,Defensive rebound by C. Felício,,80,118
352,4,5:04.0,K. Dunn misses 3-pt jump shot from 25 ft,,80,118
353,4,5:04.0,Offensive rebound by B. Portis,,80,118
354,4,5:03.0,B. Portis makes 2-pt layup at rim,,82,118
355,4,5:03.0,Shooting foul by D. Hilliard (drawn by B. Portis),,82,118
356,4,5:03.0,B. Portis makes free throw 1 of 1,,83,118
357,4,4:53.0,,Turnover by D. Hilliard (lost ball; steal by Q. Pondexter),83,118
358,4,4:43.0,K. Dunn misses 3-pt jump shot from 26 ft,,83,118
359,4,4:41.0,Offensive rebound by Q. Pondexter,,83,118
360,4,4:41.0,Shooting foul by M. Costello (drawn by Q. Pondexter),,83,118
361,4,4:41.0,Q. Pondexter makes free throw 1 of 2,,84,118
362,4,4:41.0,,San Antonio full timeout,84,118
363,4,4:41.0,,D. Murray enters the game for B. Paul,84,118
364,4,4:41.0,Q. Pondexter makes free throw 2 of 2,,85,118
365,4,4:24.0,,B. Forbes makes 3-pt jump shot from 23 ft (assist by D. Murray),85,121
366,4,4:07.0,K. Dunn misses 2-pt jump shot from 15 ft,,85,121
367,4,4:04.0,,Defensive rebound by D. Hilliard,85,121
368,4,3:53.0,,D. Hilliard misses 2-pt layup from 6 ft (block by C. Felício),85,121
369,4,3:46.0,Defensive rebound by K. Dunn,,85,121
370,4,3:37.0,B. Portis misses 2-pt hook shot from 12 ft,,85,121
371,4,3:33.0,Offensive rebound by C. Felício,,85,121
372,4,3:25.0,K. Dunn makes 3-pt jump shot from 22 ft (assist by J. Grant),,88,121
373,4,3:09.0,,D. Murray makes 3-pt jump shot from 25 ft (assist by D. Bertāns),88,124
374,4,2:57.0,C. Felício misses 2-pt hook shot from 2 ft (block by M. Costello),,88,124
375,4,2:51.0,,Defensive rebound by M. Costello,88,124
376,4,2:47.0,,Turnover by D. Murray (bad pass; steal by C. Felício),88,124
377,4,2:42.0,C. Felício makes 2-pt layup from 3 ft (assist by B. Portis),,90,124
378,4,2:22.0,,D. Murray makes 2-pt jump shot from 12 ft,90,126
379,4,2:09.0,Personal foul by B. Forbes (drawn by B. Portis),,90,126
380,4,2:09.0,B. Portis makes free throw 1 of 2,,91,126
