,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,NEW ORLEANS_ACTION,BROOKLYN_SCORE,NEW ORLEANS_SCORE
101,2,9:49.0,Personal foul by D. Miller (drawn by J. Harris),,25,39
102,2,9:49.0,D. Carroll enters the game for Q. Acy,,25,39
103,2,9:49.0,T. Mozgov enters the game for J. Allen,,25,39
104,2,9:43.0,Shooting foul by D. Cunningham (drawn by T. Mozgov),,25,39
105,2,9:43.0,T. Mozgov makes free throw 1 of 2,,26,39
106,2,9:43.0,T. Mozgov makes free throw 2 of 2,,27,39
107,2,9:32.0,,A. Davis makes 2-pt jump shot from 16 ft (assist by J. Nelson),27,41
108,2,9:16.0,D. Carroll makes 2-pt layup from 1 ft (assist by A. Crabbe),,29,41
109,2,9:16.0,,Violation by A. Davis (def goaltending),29,41
110,2,9:08.0,,Shooting foul by J. Harris (drawn by D. Miller),29,41
111,2,9:08.0,,D. Miller makes free throw 1 of 3,29,42
112,2,9:08.0,,D. Miller makes free throw 2 of 3,29,43
113,2,9:08.0,,D. Miller makes free throw 3 of 3,29,44
114,2,8:45.0,Turnover by C. LeVert (bad pass; steal by D. Cunningham),,29,44
115,2,8:35.0,,D. Cunningham misses 2-pt layup from 1 ft,29,44
116,2,8:33.0,Defensive rebound by A. Crabbe,,29,44
117,2,8:28.0,Turnover by D. Carroll (lost ball; steal by A. Davis),,29,44
118,2,8:23.0,,Shooting foul by T. Mozgov (drawn by A. Davis),29,44
119,2,8:23.0,,A. Davis makes free throw 1 of 2,29,45
120,2,8:23.0,S. Dinwiddie enters the game for J. Harris,,29,45
121,2,8:23.0,R. Hollis-Jefferson enters the game for C. LeVert,,29,45
122,2,8:23.0,,A. Davis makes free throw 2 of 2,29,46
123,2,8:12.0,,Offensive charge foul by T. Mozgov (drawn by A. Davis),29,46
124,2,8:12.0,Turnover by T. Mozgov (offensive foul),,29,46
125,2,8:02.0,,D. Miller makes 2-pt jump shot from 14 ft (assist by J. Nelson),29,48
126,2,7:36.0,R. Hollis-Jefferson misses 2-pt jump shot from 4 ft,,29,48
127,2,7:36.0,Offensive rebound by T. Mozgov,,29,48
128,2,7:36.0,T. Mozgov misses 2-pt layup at rim,,29,48
129,2,7:36.0,,Defensive rebound by I. Clark,29,48
130,2,7:19.0,,D. Miller makes 3-pt jump shot from 24 ft (assist by A. Davis),29,51
131,2,7:17.0,Brooklyn full timeout,,29,51
132,2,7:17.0,Q. Acy enters the game for T. Mozgov,,29,51
133,2,7:08.0,Offensive foul by R. Hollis-Jefferson (drawn by J. Nelson),,29,51
134,2,7:08.0,Turnover by R. Hollis-Jefferson (offensive foul),,29,51
135,2,7:00.0,,I. Clark misses 3-pt jump shot from 26 ft,29,51
136,2,6:56.0,Defensive rebound by S. Dinwiddie,,29,51
137,2,6:48.0,S. Dinwiddie misses 2-pt layup from 2 ft (block by A. Davis),,29,51
138,2,6:48.0,Offensive rebound by A. Crabbe,,29,51
139,2,6:42.0,D. Carroll makes 2-pt jump shot from 9 ft (assist by A. Crabbe),,31,51
140,2,6:25.0,,Turnover by J. Nelson (bad pass; steal by D. Carroll),31,51
141,2,6:17.0,Q. Acy makes 2-pt layup from 2 ft (assist by A. Crabbe),,33,51
142,2,5:57.0,,A. Davis misses 2-pt jump shot from 17 ft,33,51
143,2,5:54.0,Defensive rebound by A. Crabbe,,33,51
144,2,5:50.0,Shooting foul by D. Miller (drawn by D. Carroll),,33,51
145,2,5:50.0,D. Carroll makes free throw 1 of 2,,34,51
146,2,5:50.0,,D. Cousins enters the game for I. Clark,34,51
147,2,5:50.0,,R. Rondo enters the game for J. Nelson,34,51
148,2,5:50.0,,J. Holiday enters the game for D. Cunningham,34,51
149,2,5:50.0,D. Carroll makes free throw 2 of 2,,35,51
150,2,5:42.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by R. Rondo),35,54
151,2,5:42.0,,Away from play foul by Q. Acy (drawn by A. Davis),35,54
152,2,5:42.0,,A. Davis makes free throw 1 of 1,42,60
153,2,5:35.0,A. Crabbe misses 3-pt jump shot from 25 ft (block by A. Davis),,42,60
154,2,5:34.0,,Defensive rebound by D. Cousins,42,60
155,2,5:26.0,,Turnover by A. Davis (bad pass; steal by A. Crabbe),42,60
156,2,5:15.0,,E. Moore enters the game for A. Davis,42,60
157,2,5:15.0,C. LeVert enters the game for D. Carroll,,42,60
158,2,5:15.0,M. Doyle enters the game for A. Crabbe,,42,60
159,2,5:07.0,R. Hollis-Jefferson makes 2-pt jump shot from 11 ft,,37,54
160,2,4:54.0,,Turnover by D. Cousins (lost ball; steal by R. Hollis-Jefferson),37,54
161,2,4:48.0,C. LeVert makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,40,54
162,2,4:32.0,,J. Holiday makes 3-pt jump shot from 24 ft (assist by R. Rondo),40,57
163,2,4:10.0,Q. Acy makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),,42,57
164,2,3:59.0,,D. Cousins misses 2-pt layup from 2 ft,42,57
165,2,3:54.0,,Offensive rebound by D. Cousins,42,57
166,2,3:54.0,,D. Cousins makes 2-pt layup at rim,42,59
167,2,3:38.0,S. Dinwiddie misses 3-pt jump shot from 30 ft,,42,59
168,2,3:35.0,,Defensive rebound by E. Moore,42,59
169,2,3:23.0,,Personal foul by R. Hollis-Jefferson (drawn by D. Cousins),42,59
170,2,3:23.0,T. Zeller enters the game for Q. Acy,,42,59
171,2,3:23.0,,A. Davis enters the game for D. Miller,42,59
172,2,3:14.0,,D. Cousins makes 2-pt jump shot from 3 ft (assist by R. Rondo),42,62
173,2,2:51.0,T. Zeller makes 2-pt jump shot from 8 ft (assist by S. Dinwiddie),,44,62
174,2,2:40.0,,J. Holiday misses 3-pt jump shot from 26 ft,44,62
175,2,2:38.0,Defensive rebound by T. Zeller,,44,62
176,2,2:21.0,M. Doyle misses 3-pt jump shot from 25 ft,,44,62
177,2,2:17.0,,Defensive rebound by J. Holiday,44,62
178,2,2:07.0,,Turnover by R. Rondo (bad pass; steal by R. Hollis-Jefferson),44,62
179,2,2:03.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,46,62
180,2,1:52.0,,J. Holiday makes 2-pt layup from 1 ft (assist by R. Rondo),46,64
181,2,1:32.0,,Offensive charge foul by T. Zeller (drawn by D. Cousins),46,64
182,2,1:32.0,Turnover by T. Zeller (offensive foul),,46,64
183,2,1:32.0,,New Orleans full timeout,46,64
184,2,1:32.0,Q. Acy enters the game for R. Hollis-Jefferson,,46,64
185,2,1:22.0,,A. Davis makes 2-pt layup from 2 ft (assist by R. Rondo),46,66
186,2,1:07.0,Turnover by Q. Acy (bad pass),,46,66
187,2,0:52.0,,D. Cousins misses 2-pt jump shot from 20 ft,46,66
188,2,0:48.0,Defensive rebound by Q. Acy,,46,66
189,2,0:40.0,M. Doyle misses 2-pt jump shot from 17 ft,,46,66
190,2,0:35.0,,Defensive rebound by D. Cousins,46,66
191,2,0:31.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by R. Rondo),46,69
192,2,0:04.0,Turnover by S. Dinwiddie (turnover; steal by J. Holiday),,46,69
193,2,0:00.0,,E. Moore misses 2-pt jump shot from 18 ft,46,69
194,2,0:00.0,,Offensive rebound by Team,46,69
195,3,11:43.0,T. Zeller misses 2-pt hook shot from 10 ft (block by A. Davis),,46,69
196,3,11:35.0,,Defensive rebound by D. Cousins,46,69
197,3,11:24.0,,A. Davis misses 2-pt layup at rim,46,69
198,3,11:22.0,Defensive rebound by R. Hollis-Jefferson,,46,69
199,3,11:22.0,Personal foul by R. Rondo (drawn by R. Hollis-Jefferson),,46,69
200,3,11:10.0,A. Crabbe misses 3-pt jump shot from 24 ft,,46,69
201,3,11:07.0,,Defensive rebound by A. Davis,46,69
202,3,11:01.0,,D. Cousins makes 2-pt layup from 1 ft (assist by R. Rondo),46,71
203,3,10:45.0,D. Carroll misses 3-pt jump shot from 24 ft,,46,71
204,3,10:42.0,,Defensive rebound by D. Cousins,46,71
205,3,10:36.0,,R. Rondo misses 2-pt jump shot from 21 ft,46,71
206,3,10:33.0,Defensive rebound by A. Crabbe,,46,71
207,3,10:16.0,T. Zeller misses 2-pt jump shot from 10 ft,,46,71
208,3,10:14.0,,Defensive rebound by D. Cousins,46,71
209,3,10:08.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by R. Rondo),46,74
210,3,9:50.0,R. Hollis-Jefferson makes 2-pt jump shot from 11 ft,,48,74
211,3,9:35.0,,D. Cousins misses 3-pt jump shot from 25 ft,48,74
212,3,9:33.0,,Offensive rebound by A. Davis,48,74
213,3,9:33.0,,Shooting foul by R. Hollis-Jefferson (drawn by A. Davis),48,74
214,3,9:33.0,,A. Davis makes free throw 1 of 2,48,75
215,3,9:33.0,,A. Davis makes free throw 2 of 2,48,76
216,3,9:18.0,Turnover by T. Zeller (bad pass; steal by J. Holiday),,48,76
217,3,9:14.0,,Offensive foul by R. Rondo (drawn by D. Carroll),48,76
218,3,9:14.0,,Turnover by R. Rondo (offensive foul),48,76
219,3,9:03.0,A. Crabbe misses 3-pt jump shot from 24 ft,,48,76
220,3,9:00.0,,Defensive rebound by R. Rondo,48,76
221,3,8:42.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by D. Cousins),48,78
222,3,8:30.0,S. Dinwiddie misses 2-pt layup from 2 ft (block by D. Cousins),,48,78
223,3,8:27.0,,Defensive rebound by A. Davis,48,78
224,3,8:23.0,,J. Holiday misses 3-pt jump shot from 23 ft,48,78
225,3,8:20.0,Defensive rebound by S. Dinwiddie,,48,78
226,3,8:08.0,Shooting foul by J. Holiday (drawn by S. Dinwiddie),,48,78
227,3,8:08.0,S. Dinwiddie makes free throw 1 of 2,,49,78
228,3,8:08.0,J. Allen enters the game for T. Zeller,,49,78
229,3,8:08.0,S. Dinwiddie makes free throw 2 of 2,,50,78
230,3,8:05.0,,Personal foul by D. Carroll (drawn by A. Davis),50,78
231,3,8:03.0,,Personal foul by R. Hollis-Jefferson (drawn by D. Cousins),50,78
232,3,8:03.0,Q. Acy enters the game for R. Hollis-Jefferson,,50,78
233,3,7:58.0,,D. Cousins makes 2-pt jump shot from 18 ft (assist by R. Rondo),50,80
234,3,7:45.0,Personal foul by E. Moore (drawn by A. Crabbe),,50,80
235,3,7:37.0,Turnover by Q. Acy (bad pass),,50,80
236,3,7:33.0,,Personal foul by S. Dinwiddie (drawn by D. Cousins),50,80
237,3,7:25.0,,A. Davis misses 2-pt layup from 4 ft (block by J. Allen),50,80
238,3,7:20.0,Defensive rebound by S. Dinwiddie,,50,80
239,3,7:11.0,Q. Acy makes 3-pt jump shot from 22 ft (assist by S. Dinwiddie),,53,80
240,3,6:49.0,,A. Davis makes 3-pt jump shot from 23 ft (assist by R. Rondo),53,83
241,3,6:38.0,Shooting foul by D. Cousins (drawn by S. Dinwiddie),,53,83
242,3,6:38.0,,New Orleans full timeout,53,83
243,3,6:38.0,J. Harris enters the game for D. Carroll,,53,83
244,3,6:38.0,N. Stauskas enters the game for A. Crabbe,,53,83
245,3,6:38.0,S. Dinwiddie makes free throw 1 of 2,,54,83
246,3,6:38.0,S. Dinwiddie makes free throw 2 of 2,,55,83
247,3,6:24.0,,A. Davis misses 2-pt layup from 2 ft (block by J. Allen),55,83
248,3,6:23.0,,Offensive rebound by Team,55,83
249,3,6:16.0,,J. Holiday makes 2-pt jump shot from 18 ft (assist by D. Cousins),55,85
250,3,5:53.0,J. Harris misses 3-pt jump shot from 22 ft,,55,85
251,3,5:50.0,Offensive rebound by Q. Acy,,55,85
252,3,5:50.0,Turnover by Q. Acy (out of bounds lost ball),,55,85
253,3,5:50.0,,C. Diallo enters the game for R. Rondo,55,85
254,3,5:50.0,,D. Miller enters the game for A. Davis,55,85
255,3,5:38.0,,Personal foul by Q. Acy (drawn by D. Cousins),55,85
256,3,5:38.0,,D. Cousins misses free throw 1 of 2,55,85
257,3,5:38.0,,Offensive rebound by Team,55,85
258,3,5:38.0,C. LeVert enters the game for S. Dinwiddie,,55,85
259,3,5:38.0,,D. Cousins makes free throw 2 of 2,55,86
260,3,5:28.0,Q. Acy makes 3-pt jump shot from 25 ft (assist by J. Harris),,58,86
261,3,5:09.0,,D. Cousins makes 3-pt jump shot from 26 ft (assist by J. Holiday),58,89
262,3,4:55.0,J. Allen misses 2-pt jump shot from 15 ft,,58,89
263,3,4:52.0,,Defensive rebound by D. Cousins,58,89
264,3,4:46.0,,Turnover by D. Cousins (lost ball; steal by Q. Acy),58,89
265,3,4:43.0,N. Stauskas misses 2-pt layup from 1 ft,,58,89
266,3,4:42.0,Offensive rebound by J. Harris,,58,89
267,3,4:41.0,J. Harris misses 2-pt layup from 1 ft,,58,89
268,3,4:41.0,,Defensive rebound by Team,58,89
269,3,4:23.0,,C. Diallo misses 2-pt jump shot from 15 ft,58,89
270,3,4:20.0,Defensive rebound by J. Harris,,58,89
271,3,4:13.0,N. Stauskas misses 3-pt jump shot from 26 ft,,58,89
272,3,4:10.0,,Defensive rebound by C. Diallo,58,89
273,3,4:04.0,,J. Holiday misses 2-pt jump shot from 6 ft,58,89
274,3,4:01.0,Defensive rebound by N. Stauskas,,58,89
275,3,3:57.0,C. LeVert misses 2-pt hook shot from 4 ft,,58,89
276,3,3:54.0,,Defensive rebound by C. Diallo,58,89
277,3,3:37.0,,Turnover by D. Miller (lost ball; steal by J. Harris),58,89
278,3,3:26.0,C. LeVert misses 3-pt jump shot from 25 ft,,58,89
279,3,3:22.0,,Defensive rebound by D. Cousins,58,89
280,3,3:15.0,,D. Cousins makes 2-pt layup from 2 ft,58,91
281,3,3:15.0,Brooklyn full timeout,,58,91
282,3,3:15.0,,Ö. Aşık enters the game for D. Cousins,58,91
283,3,3:15.0,,I. Clark enters the game for J. Holiday,58,91
284,3,3:15.0,,J. Nelson enters the game for E. Moore,58,91
285,3,3:15.0,R. Hollis-Jefferson enters the game for Q. Acy,,58,91
286,3,2:57.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),,61,91
287,3,2:37.0,,D. Miller misses 3-pt jump shot from 25 ft,61,91
288,3,2:34.0,Defensive rebound by R. Hollis-Jefferson,,61,91
289,3,2:26.0,C. LeVert makes 2-pt layup from 1 ft,,63,91
290,3,2:13.0,,Shooting foul by J. Allen (drawn by Ö. Aşık),63,91
291,3,2:13.0,,Ö. Aşık misses free throw 1 of 2,63,91
292,3,2:13.0,,Offensive rebound by Team,63,91
293,3,2:13.0,,Ö. Aşık misses free throw 2 of 2,63,91
294,3,2:08.0,Defensive rebound by R. Hollis-Jefferson,,63,91
295,3,1:53.0,J. Allen makes 3-pt jump shot from 23 ft (assist by N. Stauskas),,66,91
296,3,1:39.0,,D. Miller misses 2-pt jump shot from 17 ft,66,91
297,3,1:35.0,Defensive rebound by R. Hollis-Jefferson,,66,91
298,3,1:29.0,C. LeVert makes 2-pt layup from 2 ft,,68,91
299,3,1:29.0,Shooting foul by Ö. Aşık (drawn by C. LeVert),,68,91
300,3,1:29.0,C. LeVert makes free throw 1 of 1,,69,91
301,3,1:04.0,,Turnover by Team (shot clock),69,91
302,3,0:52.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by C. LeVert),,72,91
303,3,0:33.0,,D. Miller misses 3-pt jump shot from 26 ft,72,91
304,3,0:28.0,Defensive rebound by R. Hollis-Jefferson,,72,91
305,3,0:22.0,C. LeVert makes 3-pt jump shot from 25 ft,,75,91
306,3,0:00.0,,J. Nelson misses 2-pt jump shot from 10 ft,75,91
307,3,0:00.0,,Offensive rebound by Team,75,91
308,4,11:46.0,,A. Davis misses 2-pt jump shot from 16 ft,75,91
309,4,11:41.0,Defensive rebound by C. LeVert,,75,91
310,4,11:32.0,J. Allen misses 2-pt jump shot from 7 ft,,75,91
311,4,11:29.0,Offensive rebound by J. Allen,,75,91
312,4,11:25.0,C. LeVert makes 2-pt jump shot from 10 ft,,77,91
313,4,11:08.0,,A. Davis makes 2-pt jump shot from 13 ft,77,93
314,4,10:53.0,J. Harris misses 3-pt jump shot from 26 ft,,77,93
315,4,10:49.0,,Defensive rebound by D. Cousins,77,93
316,4,10:43.0,,J. Holiday makes 2-pt jump shot from 6 ft (assist by R. Rondo),77,95
317,4,10:31.0,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft (assist by C. LeVert),,79,95
318,4,10:22.0,,E. Moore makes 2-pt layup from 1 ft (assist by R. Rondo),79,97
319,4,10:13.0,Shooting foul by J. Holiday (drawn by C. LeVert),,79,97
320,4,10:13.0,C. LeVert makes free throw 1 of 2,,80,97
321,4,10:13.0,C. LeVert misses free throw 2 of 2,,80,97
322,4,10:10.0,,Defensive rebound by D. Cousins,80,97
323,4,10:06.0,,A. Davis makes 2-pt dunk from 1 ft (assist by R. Rondo),80,99
324,4,9:55.0,N. Stauskas misses 3-pt jump shot from 24 ft,,80,99
325,4,9:55.0,,Defensive rebound by E. Moore,80,99
326,4,9:45.0,,D. Cousins misses 3-pt jump shot from 26 ft,80,99
327,4,9:45.0,,Offensive rebound by Team,80,99
328,4,9:45.0,M. Doyle enters the game for J. Harris,,80,99
329,4,9:45.0,T. Mozgov enters the game for R. Hollis-Jefferson,,80,99
330,4,9:36.0,,D. Cousins misses 2-pt jump shot from 20 ft,80,99
331,4,9:33.0,Defensive rebound by Team,,80,99
332,4,9:24.0,J. Allen misses 2-pt jump shot from 1 ft,,80,99
333,4,9:20.0,,Defensive rebound by A. Davis,80,99
334,4,9:15.0,,Shooting foul by T. Mozgov (drawn by D. Cousins),80,99
335,4,9:15.0,,D. Cousins makes free throw 1 of 2,80,100
336,4,9:15.0,,D. Cousins makes free throw 2 of 2,80,101
337,4,9:04.0,M. Doyle misses 3-pt jump shot from 25 ft,,80,101
338,4,9:01.0,,Defensive rebound by R. Rondo,80,101
339,4,8:52.0,,A. Davis misses 2-pt layup at rim,80,101
340,4,8:49.0,,Offensive rebound by R. Rondo,80,101
341,4,8:47.0,,J. Holiday misses 3-pt jump shot from 24 ft,80,101
342,4,8:47.0,,Offensive rebound by A. Davis,80,101
343,4,8:43.0,,E. Moore makes 3-pt jump shot from 24 ft (assist by D. Cousins),80,104
344,4,8:14.0,T. Mozgov misses 2-pt jump shot from 21 ft,,80,104
345,4,8:11.0,Offensive rebound by J. Allen,,80,104
346,4,8:07.0,C. LeVert misses 2-pt layup from 2 ft,,80,104
347,4,8:02.0,Offensive rebound by C. LeVert,,80,104
348,4,8:02.0,C. LeVert misses 2-pt layup at rim,,80,104
349,4,8:01.0,,Defensive rebound by R. Rondo,80,104
350,4,7:59.0,,Turnover by J. Holiday (bad pass; steal by J. Allen),80,104
351,4,7:55.0,Turnover by J. Allen (bad pass; steal by D. Cousins),,80,104
352,4,7:51.0,,J. Holiday misses 3-pt jump shot from 22 ft,80,104
353,4,7:51.0,,Offensive rebound by A. Davis,80,104
354,4,7:51.0,,A. Davis makes 2-pt layup from 3 ft,80,106
355,4,7:51.0,,Shooting foul by M. Doyle (drawn by A. Davis),80,106
356,4,7:51.0,Brooklyn full timeout,,80,106
357,4,7:51.0,Q. Acy enters the game for J. Allen,,80,106
358,4,7:51.0,,A. Davis misses free throw 1 of 1,80,106
359,4,7:46.0,Defensive rebound by Q. Acy,,80,106
360,4,7:37.0,C. LeVert misses 2-pt layup from 1 ft (block by J. Holiday),,80,106
361,4,7:37.0,Offensive rebound by Team,,80,106
362,4,7:32.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by C. LeVert),,83,106
363,4,7:15.0,,R. Rondo makes 2-pt layup from 1 ft,83,108
364,4,7:05.0,M. Doyle misses 2-pt layup from 1 ft,,83,108
365,4,7:03.0,,Defensive rebound by D. Cousins,83,108
366,4,6:59.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by R. Rondo),83,110
367,4,6:47.0,C. LeVert misses 3-pt jump shot from 25 ft,,83,110
368,4,6:44.0,,Defensive rebound by A. Davis,83,110
369,4,6:39.0,,D. Cousins misses 3-pt jump shot from 25 ft,83,110
370,4,6:36.0,Defensive rebound by M. Doyle,,83,110
371,4,6:20.0,M. Doyle misses 2-pt jump shot from 8 ft (block by A. Davis),,83,110
