,QUARTER,TIME_REMAINING,UTAH_ACTION,TORONTO_ACTION,UTAH_SCORE,TORONTO_SCORE
380,4,6:40.0,,Defensive rebound by P. Siakam,83,84
381,4,6:19.0,,D. Wright misses 3-pt jump shot from 26 ft,83,84
382,4,6:15.0,Defensive rebound by D. Favors,,83,84
383,4,6:03.0,Personal foul by K. Lowry (drawn by J. Johnson),,83,84
384,4,6:03.0,J. Jerebko enters the game for J. Johnson,,83,84
385,4,6:03.0,J. Ingles enters the game for R. O'Neale,,83,84
386,4,6:00.0,,Violation by K. Lowry (kicked ball),83,84
387,4,6:00.0,,D. DeRozan enters the game for C. Miles,83,84
388,4,5:53.0,Personal foul by P. Siakam (drawn by J. Ingles),,83,84
389,4,5:47.0,Turnover by D. Favors (lost ball; steal by K. Lowry),,83,84
390,4,5:38.0,,K. Lowry misses 3-pt jump shot from 25 ft,83,84
391,4,5:35.0,Defensive rebound by J. Jerebko,,83,84
392,4,5:28.0,J. Jerebko misses 2-pt hook shot from 6 ft,,83,84
393,4,5:24.0,,Defensive rebound by D. Wright,83,84
394,4,5:19.0,,D. DeRozan makes 2-pt dunk from 1 ft (assist by K. Lowry),83,86
395,4,5:00.0,Turnover by R. Rubio (bad pass; steal by J. Valančiūnas),,83,86
396,4,5:00.0,,Personal foul by D. Favors (drawn by J. Valančiūnas),83,86
397,4,5:00.0,,S. Ibaka enters the game for P. Siakam,83,86
398,4,5:00.0,R. Gobert enters the game for D. Favors,,83,86
399,4,4:49.0,,D. DeRozan misses 2-pt jump shot from 17 ft,83,86
400,4,4:45.0,,Offensive rebound by J. Valančiūnas,83,86
401,4,4:45.0,,J. Valančiūnas misses 2-pt layup at rim,83,86
402,4,4:44.0,,Offensive rebound by D. DeRozan,83,86
403,4,4:32.0,,K. Lowry misses 2-pt jump shot from 3 ft,83,86
404,4,4:32.0,,Offensive rebound by Team,83,86
405,4,4:32.0,Loose ball foul by J. Jerebko (drawn by J. Valančiūnas),,83,86
406,4,4:26.0,,Offensive foul by J. Valančiūnas (drawn by R. Gobert),83,86
407,4,4:26.0,,Turnover by J. Valančiūnas (offensive foul),83,86
408,4,4:10.0,J. Ingles misses 3-pt jump shot from 24 ft,,83,86
409,4,4:08.0,Offensive rebound by Team,,83,86
410,4,4:01.0,Turnover by J. Ingles (bad pass; steal by D. DeRozan),,83,86
411,4,4:00.0,,Turnover by K. Lowry (bad pass),83,86
412,4,3:43.0,R. Gobert makes 2-pt dunk from 1 ft (assist by R. Rubio),,85,86
413,4,3:34.0,,Toronto full timeout,85,86
414,4,3:24.0,,D. DeRozan misses 2-pt jump shot from 20 ft,85,86
415,4,3:20.0,,Offensive rebound by J. Valančiūnas,85,86
416,4,3:20.0,,J. Valančiūnas makes 2-pt layup at rim,85,88
417,4,3:05.0,D. Mitchell misses 2-pt jump shot from 13 ft,,85,88
418,4,3:03.0,,Defensive rebound by D. Wright,85,88
419,4,2:47.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft (assist by D. DeRozan),85,90
420,4,2:28.0,J. Jerebko misses 2-pt jump shot from 20 ft,,85,90
421,4,2:26.0,,Defensive rebound by J. Valančiūnas,85,90
422,4,2:24.0,,Shooting foul by J. Ingles (drawn by K. Lowry),85,90
423,4,2:24.0,,K. Lowry misses free throw 1 of 2,85,90
424,4,2:24.0,,Offensive rebound by Team,85,90
425,4,2:24.0,D. Favors enters the game for J. Jerebko,,85,90
426,4,2:24.0,,K. Lowry makes free throw 2 of 2,85,91
427,4,2:09.0,D. Favors misses 2-pt dunk from 1 ft (block by J. Valančiūnas),,85,91
428,4,2:06.0,Offensive rebound by D. Favors,,85,91
429,4,2:05.0,D. Favors makes 2-pt dunk at rim,,87,91
430,4,1:42.0,,K. Lowry misses 3-pt jump shot from 31 ft,87,91
431,4,1:40.0,Defensive rebound by R. Rubio,,87,91
432,4,1:25.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Rubio),,90,91
433,4,1:20.0,,Toronto full timeout,90,91
434,4,1:20.0,,C. Miles enters the game for D. Wright,90,91
435,4,1:17.0,,Personal foul by J. Ingles (drawn by J. Valančiūnas),90,91
436,4,1:17.0,,J. Valančiūnas makes free throw 1 of 2,90,92
437,4,1:17.0,,D. Wright enters the game for C. Miles,90,92
438,4,1:17.0,J. Johnson enters the game for D. Favors,,90,92
439,4,1:17.0,,J. Valančiūnas makes free throw 2 of 2,90,93
440,4,1:08.0,D. Mitchell misses 2-pt layup from 5 ft (block by K. Lowry),,90,93
441,4,1:04.0,,Defensive rebound by D. Wright,90,93
442,4,0:45.0,,K. Lowry misses 2-pt jump shot from 11 ft,90,93
443,4,0:43.0,Defensive rebound by D. Mitchell,,90,93
444,4,0:40.0,Shooting foul by K. Lowry (drawn by D. Mitchell),,90,93
445,4,0:40.0,D. Mitchell makes free throw 1 of 2,,91,93
446,4,0:40.0,D. Mitchell makes free throw 2 of 2,,92,93
447,4,0:23.0,,D. DeRozan misses 2-pt jump shot from 12 ft,92,93
448,4,0:19.0,Defensive rebound by J. Ingles,,92,93
449,4,0:05.0,R. Rubio makes 3-pt jump shot from 25 ft (assist by D. Mitchell),,95,93
450,4,0:04.0,,Toronto full timeout,95,93
451,4,0:04.0,,C. Miles enters the game for J. Valančiūnas,95,93
452,4,0:04.0,R. O'Neale enters the game for J. Johnson,,95,93
453,4,0:02.0,,D. DeRozan misses 2-pt jump shot from 13 ft,95,93
454,4,0:01.0,Defensive rebound by R. O'Neale,,95,93
455,4,0:01.0,Personal take foul by K. Lowry (drawn by R. O'Neale),,95,93
456,4,0:01.0,R. O'Neale makes free throw 1 of 2,,96,93
457,4,0:01.0,,J. Valančiūnas enters the game for S. Ibaka,96,93
458,4,0:01.0,R. O'Neale makes free throw 2 of 2,,97,93
459,4,0:00.0,,Turnover by K. Lowry (bad pass; steal by R. Gobert),97,93
