,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ORLANDO_ACTION,WASHINGTON_SCORE,ORLANDO_SCORE
0,1,11:48.0,T. Satoranský makes 2-pt layup from 1 ft,,2,0
1,1,11:28.0,,A. Gordon makes 3-pt jump shot from 26 ft (assist by D. Augustin),2,3
2,1,11:08.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by M. Morris),,5,3
3,1,10:48.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by N. Vučević),5,6
4,1,10:33.0,M. Morris misses 3-pt jump shot from 24 ft,,5,6
5,1,10:29.0,,Defensive rebound by M. Hezonja,5,6
6,1,10:26.0,,Turnover by M. Hezonja (bad pass),5,6
7,1,10:08.0,M. Gortat misses 2-pt jump shot from 11 ft,,5,6
8,1,10:05.0,,Defensive rebound by M. Hezonja,5,6
9,1,9:57.0,,A. Gordon makes 3-pt jump shot from 25 ft (assist by M. Hezonja),5,9
10,1,9:37.0,M. Gortat misses 2-pt layup from 2 ft (block by A. Gordon),,5,9
11,1,9:33.0,,Defensive rebound by A. Gordon,5,9
12,1,9:30.0,,Turnover by M. Hezonja (lost ball; steal by M. Morris),5,9
13,1,9:26.0,Shooting block foul by A. Gordon (drawn by B. Beal),,5,9
14,1,9:26.0,B. Beal makes free throw 1 of 2,,6,9
15,1,9:26.0,B. Beal makes free throw 2 of 2,,7,9
16,1,9:05.0,,W. Iwundu misses 3-pt jump shot from 22 ft,7,9
17,1,9:02.0,Defensive rebound by M. Morris,,7,9
18,1,8:53.0,M. Gortat misses 2-pt hook shot from 7 ft,,7,9
19,1,8:49.0,,Defensive rebound by M. Hezonja,7,9
20,1,8:29.0,,W. Iwundu makes 3-pt jump shot from 22 ft (assist by M. Hezonja),7,12
21,1,8:18.0,Personal foul by M. Hezonja (drawn by K. Oubre),,7,12
22,1,8:12.0,M. Morris misses 2-pt jump shot from 17 ft,,7,12
23,1,8:07.0,Offensive rebound by T. Satoranský,,7,12
24,1,8:07.0,T. Satoranský misses 2-pt layup at rim,,7,12
25,1,8:05.0,,Defensive rebound by M. Hezonja,7,12
26,1,7:55.0,,A. Gordon misses 3-pt jump shot from 23 ft,7,12
27,1,7:52.0,Defensive rebound by M. Gortat,,7,12
28,1,7:46.0,Shooting foul by M. Hezonja (drawn by M. Gortat),,7,12
29,1,7:46.0,M. Gortat misses free throw 1 of 2,,7,12
30,1,7:46.0,Offensive rebound by Team,,7,12
31,1,7:46.0,M. Gortat makes free throw 2 of 2,,8,12
32,1,7:35.0,,Shooting foul by M. Morris (drawn by M. Hezonja),8,12
33,1,7:35.0,,M. Hezonja misses free throw 1 of 2,8,12
34,1,7:35.0,,Offensive rebound by Team,8,12
35,1,7:35.0,,M. Hezonja makes free throw 2 of 2,8,13
36,1,7:11.0,B. Beal misses 2-pt jump shot from 21 ft,,8,13
