,QUARTER,TIME_REMAINING,BOSTON_ACTION,DENVER_ACTION,BOSTON_SCORE,DENVER_SCORE
64,1,4:04.0,Defensive rebound by J. Brown,,18,15
65,1,4:04.0,D. Theis enters the game for A. Baynes,,18,15
66,1,4:04.0,J. Tatum enters the game for K. Irving,,18,15
67,1,3:56.0,,G. Harris misses 2-pt jump shot from 15 ft,18,15
68,1,3:55.0,Defensive rebound by Team,,18,15
69,1,3:55.0,,Loose ball foul by N. Jokić (drawn by J. Brown),18,15
70,1,3:38.0,D. Theis makes 3-pt jump shot from 25 ft (assist by J. Tatum),,21,15
71,1,3:22.0,,Turnover by N. Jokić (bad pass),21,15
72,1,3:09.0,M. Morris makes 3-pt jump shot from 24 ft (assist by D. Theis),,24,15
73,1,3:08.0,,Denver full timeout,24,15
74,1,2:56.0,,N. Jokić makes 2-pt jump shot from 17 ft (assist by J. Murray),24,17
75,1,2:45.0,Personal foul by N. Jokić (drawn by D. Theis),,24,17
76,1,2:45.0,,K. Faried enters the game for G. Harris,24,17
77,1,2:45.0,,E. Mudiay enters the game for N. Jokić,24,17
78,1,2:45.0,,W. Barton enters the game for J. Murray,24,17
79,1,2:38.0,M. Morris misses 2-pt jump shot from 14 ft,,24,17
80,1,2:34.0,,Defensive rebound by W. Barton,24,17
81,1,2:28.0,,W. Barton misses 2-pt layup from 1 ft,24,17
82,1,2:25.0,,Offensive rebound by K. Faried,24,17
83,1,2:25.0,,K. Faried misses 2-pt jump shot from 4 ft,24,17
84,1,2:25.0,Defensive rebound by M. Morris,,24,17
85,1,2:08.0,J. Tatum makes 2-pt layup from 3 ft,,26,17
86,1,1:42.0,,T. Lyles makes 2-pt jump shot from 23 ft (assist by W. Barton),26,19
87,1,1:27.0,J. Tatum makes 3-pt jump shot from 24 ft (assist by D. Theis),,29,19
88,1,1:02.0,,K. Faried misses 2-pt layup from 1 ft,29,19
89,1,0:59.0,,Offensive rebound by K. Faried,29,19
90,1,0:59.0,,K. Faried misses 2-pt layup at rim,29,19
91,1,0:59.0,,Offensive rebound by Team,29,19
92,1,0:56.0,S. Ojeleye enters the game for J. Brown,,29,19
93,1,0:50.0,,E. Mudiay misses 2-pt layup from 2 ft (block by D. Theis),29,19
94,1,0:49.0,Defensive rebound by T. Rozier,,29,19
95,1,0:44.0,D. Theis misses 2-pt layup from 1 ft,,29,19
96,1,0:41.0,Offensive rebound by T. Rozier,,29,19
97,1,0:41.0,T. Rozier misses 2-pt layup at rim,,29,19
98,1,0:40.0,,Defensive rebound by K. Faried,29,19
99,1,0:36.0,,W. Barton makes 2-pt dunk from 1 ft (assist by E. Mudiay),29,21
100,1,0:29.0,J. Tatum misses 2-pt jump shot from 21 ft,,29,21
101,1,0:27.0,,Defensive rebound by K. Faried,29,21
102,1,0:08.0,,T. Lyles misses 3-pt jump shot from 25 ft,29,21
103,1,0:05.0,Defensive rebound by T. Rozier,,29,21
104,1,0:01.0,Shooting foul by W. Barton (drawn by M. Morris),,29,21
105,1,0:01.0,M. Morris makes free throw 1 of 3,,30,21
106,1,0:01.0,M. Morris makes free throw 2 of 3,,31,21
107,1,0:01.0,M. Morris makes free throw 3 of 3,,32,21
108,1,0:00.0,,E. Mudiay misses 3-pt jump shot from 56 ft,32,21
109,1,0:00.0,,Offensive rebound by Team,32,21
110,2,11:40.0,J. Tatum makes 2-pt jump shot from 15 ft,,34,21
111,2,11:25.0,,J. Murray misses 2-pt jump shot from 21 ft,34,21
112,2,11:21.0,Defensive rebound by M. Morris,,34,21
113,2,11:15.0,M. Morris misses 2-pt jump shot from 13 ft,,34,21
114,2,11:12.0,,Defensive rebound by K. Faried,34,21
115,2,11:05.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by E. Mudiay),34,24
116,2,10:42.0,D. Theis misses 2-pt jump shot from 7 ft,,34,24
117,2,10:41.0,Offensive rebound by D. Theis,,34,24
118,2,10:39.0,D. Theis makes 2-pt layup from 2 ft,,36,24
119,2,10:30.0,A. Horford enters the game for M. Morris,,36,24
120,2,10:20.0,,Turnover by T. Lyles (lost ball; steal by D. Theis),36,24
121,2,10:10.0,S. Ojeleye misses 3-pt jump shot from 22 ft,,36,24
122,2,10:06.0,,Defensive rebound by J. Murray,36,24
123,2,10:01.0,K. Irving enters the game for T. Rozier,,36,24
124,2,9:51.0,,E. Mudiay misses 2-pt jump shot from 18 ft,36,24
125,2,9:47.0,,Offensive rebound by J. Murray,36,24
126,2,9:38.0,,E. Mudiay misses 2-pt layup from 2 ft (block by A. Horford),36,24
127,2,9:38.0,,Offensive rebound by T. Lyles,36,24
128,2,9:38.0,,Shooting foul by J. Tatum (drawn by T. Lyles),36,24
129,2,9:38.0,,G. Harris enters the game for J. Murray,36,24
130,2,9:38.0,,T. Lyles makes free throw 1 of 2,36,25
131,2,9:38.0,,T. Lyles misses free throw 2 of 2,36,25
132,2,9:35.0,Defensive rebound by S. Ojeleye,,36,25
133,2,9:19.0,A. Horford misses 2-pt hook shot from 11 ft (block by T. Lyles),,36,25
134,2,9:19.0,,Defensive rebound by Team,36,25
135,2,9:19.0,,M. Plumlee enters the game for K. Faried,36,25
136,2,9:05.0,,G. Harris misses 3-pt jump shot from 22 ft,36,25
137,2,9:03.0,Defensive rebound by J. Tatum,,36,25
138,2,8:45.0,K. Irving makes 2-pt layup from 1 ft,,38,25
139,2,8:32.0,,E. Mudiay misses 2-pt hook shot from 2 ft (block by J. Tatum),38,25
140,2,8:28.0,Defensive rebound by A. Horford,,38,25
141,2,8:25.0,J. Tatum makes 3-pt jump shot from 23 ft (assist by A. Horford),,41,25
142,2,8:25.0,,Denver full timeout,41,25
143,2,8:25.0,,N. Jokić enters the game for E. Mudiay,41,25
144,2,8:25.0,,J. Murray enters the game for T. Lyles,41,25
145,2,8:16.0,,Personal foul by J. Tatum (drawn by W. Barton),41,25
146,2,8:10.0,,G. Harris misses 2-pt layup from 3 ft,41,25
147,2,8:07.0,Defensive rebound by S. Ojeleye,,41,25
148,2,7:50.0,S. Ojeleye makes 3-pt jump shot from 22 ft (assist by D. Theis),,44,25
149,2,7:41.0,,Personal foul by K. Irving (drawn by J. Murray),44,25
150,2,7:27.0,,W. Barton makes 2-pt jump shot from 4 ft,44,27
151,2,7:12.0,K. Irving makes 2-pt layup from 2 ft (assist by A. Horford),,46,27
152,2,7:00.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by N. Jokić),46,29
153,2,6:49.0,Personal foul by J. Murray (drawn by K. Irving),,46,29
154,2,6:42.0,J. Tatum misses 3-pt jump shot from 25 ft,,46,29
155,2,6:40.0,,Defensive rebound by N. Jokić,46,29
156,2,6:34.0,,N. Jokić misses 3-pt jump shot from 24 ft,46,29
157,2,6:30.0,Defensive rebound by K. Irving,,46,29
158,2,6:24.0,D. Theis makes 3-pt jump shot from 24 ft (assist by K. Irving),,49,29
159,2,6:01.0,,M. Plumlee misses 2-pt hook shot from 2 ft,49,29
160,2,5:59.0,,Offensive rebound by N. Jokić,49,29
161,2,5:58.0,,Shooting foul by D. Theis (drawn by G. Harris),49,29
162,2,5:58.0,,G. Harris makes free throw 1 of 2,49,30
163,2,5:58.0,J. Brown enters the game for J. Tatum,,49,30
164,2,5:58.0,,G. Harris makes free throw 2 of 2,49,31
165,2,5:42.0,A. Horford makes 2-pt jump shot from 13 ft,,51,31
166,2,5:28.0,,J. Murray misses 2-pt jump shot from 3 ft,51,31
167,2,5:25.0,,Offensive rebound by W. Barton,51,31
168,2,5:22.0,,G. Harris makes 3-pt jump shot from 24 ft (assist by J. Murray),51,34
169,2,4:57.0,D. Theis misses 3-pt jump shot from 25 ft,,51,34
170,2,4:53.0,,Defensive rebound by N. Jokić,51,34
171,2,4:43.0,,W. Barton misses 2-pt layup from 5 ft,51,34
172,2,4:43.0,,Offensive rebound by N. Jokić,51,34
173,2,4:43.0,,N. Jokić misses 2-pt layup at rim,51,34
174,2,4:43.0,,Offensive rebound by Team,51,34
175,2,4:43.0,Loose ball foul by D. Theis (drawn by M. Plumlee),,51,34
176,2,4:43.0,,M. Plumlee makes free throw 1 of 2,51,35
177,2,4:43.0,,M. Plumlee makes free throw 2 of 2,51,36
178,2,4:31.0,Turnover by K. Irving (lost ball; steal by G. Harris),,51,36
179,2,4:29.0,,G. Harris makes 2-pt dunk from 1 ft,51,38
180,2,4:29.0,Boston full timeout,,51,38
181,2,4:29.0,A. Baynes enters the game for D. Theis,,51,38
182,2,4:29.0,T. Rozier enters the game for S. Ojeleye,,51,38
183,2,4:29.0,M. Morris enters the game for A. Horford,,51,38
184,2,4:14.0,A. Baynes misses 2-pt layup from 2 ft,,51,38
185,2,4:13.0,Offensive rebound by Team,,51,38
186,2,4:13.0,Turnover by A. Baynes (traveling),,51,38
187,2,4:01.0,,N. Jokić misses 2-pt jump shot from 12 ft,51,38
188,2,4:01.0,,Offensive rebound by N. Jokić,51,38
189,2,3:56.0,Offensive charge foul by W. Barton (drawn by A. Baynes),,51,38
190,2,3:56.0,,Turnover by W. Barton (offensive foul),51,38
191,2,3:41.0,M. Morris makes 2-pt jump shot from 4 ft (assist by K. Irving),,53,38
192,2,3:23.0,,N. Jokić makes 2-pt layup from 1 ft (assist by G. Harris),53,40
193,2,3:10.0,K. Irving misses 3-pt jump shot from 26 ft,,53,40
194,2,3:10.0,Offensive rebound by Team,,53,40
195,2,3:10.0,,Loose ball foul by G. Harris (drawn by M. Morris),53,40
196,2,3:06.0,Turnover by T. Rozier (bad pass; steal by J. Murray),,53,40
197,2,3:01.0,,W. Barton makes 2-pt layup from 2 ft (assist by J. Murray),53,42
198,2,2:47.0,T. Rozier misses 3-pt jump shot from 25 ft,,53,42
199,2,2:45.0,,Defensive rebound by J. Murray,53,42
200,2,2:38.0,,N. Jokić misses 2-pt layup from 1 ft (block by A. Baynes),53,42
201,2,2:36.0,,Offensive rebound by M. Plumlee,53,42
202,2,2:30.0,,G. Harris misses 3-pt jump shot from 24 ft,53,42
203,2,2:30.0,Defensive rebound by M. Morris,,53,42
204,2,2:18.0,K. Irving makes 2-pt layup from 2 ft,,55,42
205,2,1:57.0,,N. Jokić misses 2-pt layup from 3 ft,55,42
206,2,1:55.0,Defensive rebound by A. Baynes,,55,42
207,2,1:45.0,Shooting foul by M. Plumlee (drawn by M. Morris),,55,42
208,2,1:45.0,,Technical foul by M. Plumlee,55,42
209,2,1:45.0,K. Irving makes technical free throw,,56,42
210,2,1:45.0,M. Morris misses free throw 1 of 2,,56,42
211,2,1:45.0,Offensive rebound by Team,,56,42
212,2,1:45.0,,T. Lyles enters the game for N. Jokić,56,42
213,2,1:45.0,A. Horford enters the game for A. Baynes,,56,42
214,2,1:45.0,M. Morris misses free throw 2 of 2,,56,42
215,2,1:43.0,,Defensive rebound by M. Plumlee,56,42
216,2,1:21.0,,G. Harris misses 2-pt jump shot from 21 ft,56,42
217,2,1:21.0,,Offensive rebound by Team,56,42
218,2,1:21.0,,Turnover by Team (shot clock),56,42
219,2,1:04.0,T. Rozier misses 2-pt jump shot from 13 ft,,56,42
220,2,1:01.0,Offensive rebound by T. Rozier,,56,42
221,2,1:00.0,Turnover by M. Morris (traveling),,56,42
222,2,0:49.0,,M. Plumlee misses 2-pt layup from 2 ft,56,42
223,2,0:48.0,,Offensive rebound by M. Plumlee,56,42
224,2,0:47.0,,M. Plumlee misses 2-pt layup from 1 ft (block by A. Horford),56,42
225,2,0:47.0,,Offensive rebound by Team,56,42
226,2,0:42.0,,T. Lyles makes 3-pt jump shot from 24 ft (assist by G. Harris),56,45
227,2,0:29.0,A. Horford misses 3-pt jump shot from 24 ft,,56,45
228,2,0:26.0,,Defensive rebound by W. Barton,56,45
229,2,0:03.0,,Turnover by M. Plumlee (lost ball; steal by K. Irving),56,45
230,2,0:00.0,J. Brown misses 3-pt jump shot from 24 ft,,56,45
231,2,0:00.0,Offensive rebound by Team,,56,45
232,3,11:49.0,J. Brown misses 2-pt layup from 1 ft,,56,45
233,3,11:46.0,,Defensive rebound by M. Plumlee,56,45
234,3,11:43.0,,W. Barton misses 3-pt jump shot from 22 ft,56,45
235,3,11:43.0,Defensive rebound by A. Horford,,56,45
236,3,11:32.0,J. Brown misses 2-pt layup from 2 ft,,56,45
237,3,11:31.0,,Defensive rebound by N. Jokić,56,45
238,3,11:27.0,,M. Plumlee makes 2-pt dunk from 2 ft (assist by W. Barton),56,47
239,3,11:10.0,K. Irving makes 2-pt jump shot from 2 ft,,58,47
240,3,10:58.0,,Shooting foul by J. Brown (drawn by N. Jokić),58,47
241,3,10:58.0,,N. Jokić makes free throw 1 of 2,58,48
242,3,10:58.0,,N. Jokić makes free throw 2 of 2,58,49
243,3,10:43.0,J. Tatum misses 2-pt jump shot from 21 ft,,58,49
244,3,10:41.0,,Defensive rebound by M. Plumlee,58,49
245,3,10:33.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),58,51
246,3,10:09.0,A. Baynes makes 2-pt jump shot from 15 ft (assist by A. Horford),,60,51
247,3,9:52.0,,J. Murray misses 3-pt jump shot from 24 ft,60,51
248,3,9:48.0,Defensive rebound by J. Tatum,,60,51
249,3,9:44.0,Shooting foul by W. Barton (drawn by J. Tatum),,60,51
250,3,9:44.0,J. Tatum makes free throw 1 of 2,,61,51
251,3,9:44.0,J. Tatum makes free throw 2 of 2,,62,51
252,3,9:31.0,,N. Jokić makes 3-pt jump shot from 22 ft (assist by W. Barton),62,54
253,3,9:14.0,J. Brown makes 2-pt layup from 1 ft (assist by A. Horford),,64,54
254,3,8:53.0,,M. Plumlee makes 2-pt layup from 1 ft (assist by W. Barton),64,56
255,3,8:39.0,A. Baynes makes 2-pt jump shot from 13 ft (assist by K. Irving),,66,56
256,3,8:18.0,,N. Jokić misses 3-pt jump shot from 25 ft,66,56
257,3,8:15.0,Defensive rebound by J. Brown,,66,56
258,3,7:58.0,A. Baynes misses 2-pt jump shot from 12 ft,,66,56
259,3,7:55.0,,Defensive rebound by W. Barton,66,56
260,3,7:48.0,,Personal foul by A. Baynes (drawn by N. Jokić),66,56
261,3,7:39.0,,Personal foul by K. Irving (drawn by J. Murray),66,56
262,3,7:39.0,T. Rozier enters the game for J. Tatum,,66,56
263,3,7:31.0,,G. Harris makes 2-pt layup from 1 ft,66,58
264,3,7:17.0,A. Baynes misses 2-pt hook shot from 6 ft,,66,58
265,3,7:15.0,,Defensive rebound by N. Jokić,66,58
266,3,7:10.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by W. Barton),66,60
267,3,7:10.0,Boston full timeout,,66,60
268,3,7:00.0,K. Irving misses 2-pt jump shot from 9 ft,,66,60
269,3,6:57.0,,Defensive rebound by J. Murray,66,60
270,3,6:52.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by J. Murray),66,62
271,3,6:26.0,K. Irving misses 2-pt layup from 1 ft,,66,62
272,3,6:21.0,Offensive rebound by A. Baynes,,66,62
273,3,6:21.0,A. Baynes misses 2-pt layup at rim,,66,62
274,3,6:20.0,,Defensive rebound by W. Barton,66,62
275,3,6:19.0,,W. Barton makes 2-pt layup from 1 ft,66,64
276,3,6:00.0,A. Baynes misses 2-pt jump shot from 13 ft,,66,64
277,3,5:57.0,Offensive rebound by T. Rozier,,66,64
278,3,5:56.0,J. Brown misses 3-pt jump shot from 23 ft,,66,64
279,3,5:53.0,,Defensive rebound by M. Plumlee,66,64
280,3,5:46.0,,N. Jokić misses 3-pt jump shot from 25 ft,66,64
281,3,5:42.0,Defensive rebound by J. Brown,,66,64
282,3,5:28.0,J. Brown misses 3-pt jump shot from 22 ft,,66,64
283,3,5:24.0,,Defensive rebound by M. Plumlee,66,64
284,3,5:18.0,,Turnover by J. Murray (step out of bounds),66,64
285,3,5:18.0,M. Morris enters the game for A. Baynes,,66,64
286,3,5:00.0,Turnover by M. Morris (traveling),,66,64
287,3,4:49.0,,G. Harris makes 2-pt jump shot from 13 ft (assist by N. Jokić),66,66
288,3,4:33.0,Personal block foul by J. Murray (drawn by K. Irving),,66,66
289,3,4:33.0,,T. Craig enters the game for W. Barton,66,66
290,3,4:33.0,,T. Lyles enters the game for M. Plumlee,66,66
291,3,4:33.0,J. Tatum enters the game for K. Irving,,66,66
292,3,4:24.0,J. Tatum makes 2-pt jump shot from 10 ft (assist by T. Rozier),,68,66
293,3,4:11.0,,J. Murray makes 3-pt jump shot from 24 ft,68,69
294,3,3:46.0,A. Horford misses 2-pt jump shot from 17 ft,,68,69
295,3,3:43.0,,Defensive rebound by T. Lyles,68,69
296,3,3:33.0,,N. Jokić misses 2-pt layup from 2 ft,68,69
297,3,3:30.0,,Offensive rebound by T. Craig,68,69
298,3,3:28.0,,T. Craig misses 3-pt jump shot from 24 ft,68,69
299,3,3:24.0,Defensive rebound by J. Brown,,68,69
300,3,3:19.0,J. Brown makes 2-pt layup from 1 ft,,70,69
301,3,3:08.0,,J. Murray makes 2-pt layup from 2 ft,70,71
302,3,3:08.0,,Shooting foul by T. Rozier (drawn by J. Murray),70,71
303,3,3:08.0,,J. Murray makes free throw 1 of 1,70,72
304,3,2:50.0,T. Rozier misses 2-pt jump shot from 21 ft,,70,72
305,3,2:48.0,,Defensive rebound by T. Lyles,70,72
306,3,2:43.0,,J. Murray misses 3-pt jump shot from 25 ft,70,72
307,3,2:39.0,Defensive rebound by J. Tatum,,70,72
308,3,2:29.0,Personal foul by T. Lyles (drawn by T. Rozier),,70,72
309,3,2:29.0,,Denver full timeout,70,72
310,3,2:29.0,,W. Barton enters the game for G. Harris,70,72
311,3,2:29.0,D. Theis enters the game for A. Horford,,70,72
312,3,2:17.0,T. Rozier makes 2-pt jump shot from 20 ft (assist by J. Tatum),,72,72
313,3,1:59.0,,J. Murray makes 2-pt layup from 2 ft (assist by T. Lyles),72,74
314,3,1:54.0,T. Rozier makes 3-pt jump shot from 24 ft,,75,74
315,3,1:35.0,,N. Jokić makes 3-pt jump shot from 25 ft (assist by T. Lyles),75,77
316,3,1:21.0,M. Morris makes 3-pt jump shot from 25 ft (assist by T. Rozier),,78,77
317,3,1:05.0,,Turnover by T. Craig (traveling),78,77
318,3,1:05.0,,E. Mudiay enters the game for J. Murray,78,77
319,3,0:44.0,M. Morris misses 2-pt jump shot from 20 ft,,78,77
320,3,0:41.0,,Defensive rebound by T. Lyles,78,77
321,3,0:32.0,,N. Jokić makes 2-pt hook shot from 3 ft,78,79
322,3,0:32.0,,Shooting foul by D. Theis (drawn by N. Jokić),78,79
323,3,0:32.0,S. Ojeleye enters the game for J. Brown,,78,79
324,3,0:32.0,,N. Jokić makes free throw 1 of 1,78,80
325,3,0:15.0,J. Tatum makes 2-pt dunk from 1 ft (assist by T. Rozier),,80,80
326,3,0:01.0,,W. Barton makes 2-pt layup from 2 ft,80,82
327,3,0:00.0,M. Morris misses 3-pt jump shot from 60 ft,,80,82
328,3,0:00.0,Offensive rebound by Team,,80,82
329,4,11:45.0,,W. Barton misses 3-pt jump shot from 25 ft,80,82
330,4,11:41.0,Defensive rebound by M. Morris,,80,82
331,4,11:32.0,J. Tatum makes 2-pt layup from 2 ft,,82,82
332,4,11:32.0,,W. Barton makes technical free throw,82,83
333,4,11:20.0,,Personal foul by M. Morris (drawn by T. Lyles),82,83
334,4,11:12.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by E. Mudiay),82,85
335,4,10:51.0,J. Tatum misses 2-pt layup from 3 ft (block by M. Plumlee),,82,85
336,4,10:51.0,Offensive rebound by Team,,82,85
337,4,10:47.0,D. Theis misses 3-pt jump shot from 25 ft,,82,85
338,4,10:44.0,,Defensive rebound by T. Craig,82,85
339,4,10:30.0,,T. Lyles makes 3-pt jump shot from 25 ft (assist by E. Mudiay),82,88
340,4,10:13.0,S. Ojeleye makes 3-pt jump shot from 22 ft (assist by K. Irving),,85,88
341,4,9:58.0,,E. Mudiay makes 2-pt layup from 1 ft,85,90
342,4,9:43.0,D. Theis makes 3-pt jump shot from 22 ft (assist by K. Irving),,88,90
343,4,9:25.0,,Shooting foul by J. Tatum (drawn by T. Lyles),88,90
344,4,9:25.0,,T. Lyles makes free throw 1 of 2,88,91
345,4,9:25.0,A. Horford enters the game for M. Morris,,88,91
346,4,9:25.0,,T. Lyles misses free throw 2 of 2,88,91
347,4,9:22.0,Defensive rebound by J. Tatum,,88,91
348,4,9:08.0,Shooting foul by T. Craig (drawn by K. Irving),,88,91
349,4,9:08.0,K. Irving makes free throw 1 of 2,,89,91
350,4,9:08.0,K. Irving makes free throw 2 of 2,,90,91
351,4,8:59.0,,E. Mudiay misses 2-pt jump shot from 15 ft,90,91
352,4,8:56.0,Defensive rebound by K. Irving,,90,91
353,4,8:51.0,K. Irving misses 3-pt jump shot from 28 ft,,90,91
354,4,8:47.0,Offensive rebound by D. Theis,,90,91
355,4,8:41.0,K. Irving makes 2-pt layup from 2 ft,,92,91
356,4,8:27.0,,T. Lyles misses 3-pt jump shot from 25 ft,92,91
357,4,8:26.0,,Offensive rebound by T. Craig,92,91
358,4,8:16.0,,W. Barton misses 2-pt jump shot from 2 ft,92,91
359,4,8:13.0,,Offensive rebound by W. Barton,92,91
360,4,8:13.0,,W. Barton misses 2-pt layup at rim,92,91
361,4,8:12.0,Defensive rebound by D. Theis,,92,91
362,4,8:08.0,J. Tatum misses 3-pt jump shot from 24 ft,,92,91
363,4,8:05.0,,Defensive rebound by T. Craig,92,91
364,4,7:47.0,,Shooting foul by D. Theis (drawn by M. Plumlee),92,91
365,4,7:47.0,,M. Plumlee misses free throw 1 of 2,92,91
366,4,7:47.0,,Offensive rebound by Team,92,91
367,4,7:47.0,,J. Murray enters the game for E. Mudiay,92,91
368,4,7:47.0,,G. Harris enters the game for W. Barton,92,91
369,4,7:47.0,T. Rozier enters the game for J. Tatum,,92,91
370,4,7:47.0,,M. Plumlee misses free throw 2 of 2,92,91
371,4,7:46.0,Defensive rebound by Team,,92,91
372,4,7:38.0,K. Irving makes 2-pt layup at rim (assist by D. Theis),,94,91
373,4,7:38.0,,Violation by T. Lyles (def goaltending),94,91
374,4,7:38.0,,Denver full timeout,94,91
375,4,7:38.0,,N. Jokić enters the game for T. Craig,94,91
376,4,7:38.0,,W. Barton enters the game for M. Plumlee,94,91
377,4,7:29.0,,Personal foul by D. Theis (drawn by G. Harris),94,91
378,4,7:25.0,,T. Lyles misses 3-pt jump shot from 24 ft,94,91
379,4,7:19.0,Defensive rebound by T. Rozier,,94,91
380,4,6:59.0,D. Theis misses 3-pt jump shot from 24 ft,,94,91
381,4,6:55.0,Offensive rebound by T. Rozier,,94,91
382,4,6:55.0,Personal foul by G. Harris (drawn by T. Rozier),,94,91
383,4,6:45.0,A. Horford misses 2-pt jump shot from 17 ft,,94,91
384,4,6:42.0,,Defensive rebound by T. Lyles,94,91
385,4,6:29.0,,N. Jokić makes 2-pt layup from 1 ft (assist by W. Barton),94,93
386,4,6:07.0,K. Irving misses 2-pt jump shot from 15 ft,,94,93
387,4,6:05.0,Offensive rebound by A. Horford,,94,93
388,4,6:04.0,T. Rozier makes 3-pt jump shot from 22 ft (assist by A. Horford),,97,93
